"","date","GDS"
"968","2020-09-08",72.5
"969","2020-09-09",75.260002
"970","2020-09-10",72.400002
"971","2020-09-11",71.099998
"972","2020-09-14",75.5
"973","2020-09-15",78
"974","2020-09-16",77.199997
"975","2020-09-17",77.589996
"976","2020-09-18",78.349998
"977","2020-09-21",77.190002
"978","2020-09-22",79.169998
"979","2020-09-23",77.489998
"980","2020-09-24",77.900002
"981","2020-09-25",81
"982","2020-09-28",80.489998
"983","2020-09-29",80.160004
"984","2020-09-30",81.830002
"985","2020-10-01",82.82
"986","2020-10-02",82.760002
"987","2020-10-05",83.949997
"988","2020-10-06",85.959999
"989","2020-10-07",88.080002
"990","2020-10-08",86.019997
"991","2020-10-09",86.629997
"992","2020-10-12",86.25
"993","2020-10-13",86.739998
"994","2020-10-14",82.660004
"995","2020-10-15",81.07
"996","2020-10-16",82.220001
"997","2020-10-19",81.940002
"998","2020-10-20",80.669998
"999","2020-10-21",83.93
"1000","2020-10-22",84.589996
"1001","2020-10-23",86.029999
"1002","2020-10-26",86.040001
"1003","2020-10-27",86.099998
"1004","2020-10-28",83.209999
"1005","2020-10-29",84.129997
"1006","2020-10-30",84.040001
"1007","2020-11-02",86.010002
"1008","2020-11-03",87.470001
"1009","2020-11-04",92.709999
"1010","2020-11-05",97.209999
"1011","2020-11-06",99.019997
"1012","2020-11-09",91.449997
"1013","2020-11-10",90.169998
"1014","2020-11-11",92.830002
"1015","2020-11-12",92.970001
"1016","2020-11-13",93.440002
"1017","2020-11-16",93.150002
"1018","2020-11-17",89.809998
"1019","2020-11-18",88.919998
"1020","2020-11-19",87.900002
"1021","2020-11-20",88.07
"1022","2020-11-23",86.849998
"1023","2020-11-24",88.25
"1024","2020-11-25",86.110001
"1025","2020-11-27",90.720001
