"","date","NEP"
"1","2014-06-27",32
"2","2014-06-30",33.509998
"3","2014-07-01",34.400002
"4","2014-07-02",34.599998
"5","2014-07-03",34.610001
"6","2014-07-07",35.189999
"7","2014-07-08",35.169998
"8","2014-07-09",34.759998
"9","2014-07-10",34.950001
"10","2014-07-11",35
"11","2014-07-14",35.060001
"12","2014-07-15",34.869999
"13","2014-07-16",35
"14","2014-07-17",34.540001
"15","2014-07-18",34.5
"16","2014-07-21",34.52
"17","2014-07-22",36
"18","2014-07-23",35.419998
"19","2014-07-24",35.049999
"20","2014-07-25",34.299999
"21","2014-07-28",34.59
"22","2014-07-29",34.98
"23","2014-07-30",34.52
"24","2014-07-31",34.040001
"25","2014-08-01",33.799999
"26","2014-08-04",34.25
"27","2014-08-05",33.209999
"28","2014-08-06",32.27
"29","2014-08-07",32.669998
"30","2014-08-08",33.490002
"31","2014-08-11",33.549999
"32","2014-08-12",34.209999
"33","2014-08-13",34.470001
"34","2014-08-14",33.889999
"35","2014-08-15",34.25
"36","2014-08-18",33.990002
"37","2014-08-19",33.619999
"38","2014-08-20",33.630001
"39","2014-08-21",33.950001
"40","2014-08-22",34.360001
"41","2014-08-25",34.529999
"42","2014-08-26",34.799999
"43","2014-08-27",34.889999
"44","2014-08-28",34.610001
"45","2014-08-29",35.110001
"46","2014-09-02",35.18
"47","2014-09-03",35.330002
"48","2014-09-04",35.66
"49","2014-09-05",35.880001
"50","2014-09-08",37.700001
"51","2014-09-09",37.02
"52","2014-09-10",37.07
"53","2014-09-11",37.220001
"54","2014-09-12",36.66
"55","2014-09-15",36.450001
"56","2014-09-16",36
"57","2014-09-17",35.66
"58","2014-09-18",36.150002
"59","2014-09-19",36.439999
"60","2014-09-22",35.200001
"61","2014-09-23",35.27
"62","2014-09-24",35.279999
"63","2014-09-25",35.470001
"64","2014-09-26",35.66
"65","2014-09-29",35.099998
"66","2014-09-30",34.689999
"67","2014-10-01",34.279999
"68","2014-10-02",34.349998
"69","2014-10-03",34.23
"70","2014-10-06",33.75
"71","2014-10-07",33.5
"72","2014-10-08",32.619999
"73","2014-10-09",31.15
"74","2014-10-10",31.549999
"75","2014-10-13",30.24
"76","2014-10-14",29.9
"77","2014-10-15",29.82
"78","2014-10-16",32.060001
"79","2014-10-17",33.950001
"80","2014-10-20",34.389999
"81","2014-10-21",34.119999
"82","2014-10-22",34.099998
"83","2014-10-23",34.919998
"84","2014-10-24",34.669998
"85","2014-10-27",35.59
"86","2014-10-28",35.52
"87","2014-10-29",35.720001
"88","2014-10-30",36.209999
"89","2014-10-31",36.560001
"90","2014-11-03",35.939999
"91","2014-11-04",35.669998
"92","2014-11-05",35.450001
"93","2014-11-06",35.040001
"94","2014-11-07",35.049999
"95","2014-11-10",34.990002
"96","2014-11-11",34.880001
"97","2014-11-12",34.720001
"98","2014-11-13",33.950001
"99","2014-11-14",34.68
"100","2014-11-17",34.75
"101","2014-11-18",35.5
"102","2014-11-19",35.299999
"103","2014-11-20",34.73
"104","2014-11-21",35.200001
"105","2014-11-24",35.169998
"106","2014-11-25",35.75
"107","2014-11-26",36.849998
"108","2014-11-28",37.810001
"109","2014-12-01",36.189999
"110","2014-12-02",36.189999
"111","2014-12-03",35.880001
"112","2014-12-04",35.73
"113","2014-12-05",35.75
"114","2014-12-08",35.040001
"115","2014-12-09",34.669998
"116","2014-12-10",32.900002
"117","2014-12-11",32.889999
"118","2014-12-12",32.66
"119","2014-12-15",32.84
"120","2014-12-16",33.080002
"121","2014-12-17",34.209999
"122","2014-12-18",34.459999
"123","2014-12-19",34.189999
"124","2014-12-22",33.75
"125","2014-12-23",32.650002
"126","2014-12-24",32.790001
"127","2014-12-26",32.279999
"128","2014-12-29",32.610001
"129","2014-12-30",32.650002
"130","2014-12-31",33.75
"131","2015-01-02",34
"132","2015-01-05",34.380001
"133","2015-01-06",34.490002
"134","2015-01-07",36.540001
"135","2015-01-08",36.599998
"136","2015-01-09",37.919998
"137","2015-01-12",39.080002
"138","2015-01-13",40.349998
"139","2015-01-14",39.98
"140","2015-01-15",39.439999
"141","2015-01-16",38.419998
"142","2015-01-20",38.049999
"143","2015-01-21",38.130001
"144","2015-01-22",37.41
"145","2015-01-23",39.09
"146","2015-01-26",40.32
"147","2015-01-27",40
"148","2015-01-28",39.970001
"149","2015-01-29",39.959999
"150","2015-01-30",40.09
"151","2015-02-02",40.09
"152","2015-02-03",40.459999
"153","2015-02-04",39.700001
"154","2015-02-05",40.16
"155","2015-02-06",39.060001
"156","2015-02-09",39.349998
"157","2015-02-10",39.560001
"158","2015-02-11",39.490002
"159","2015-02-12",39.830002
"160","2015-02-13",39.009998
"161","2015-02-17",39.110001
"162","2015-02-18",39.970001
"163","2015-02-19",40.990002
"164","2015-02-20",41.27
"165","2015-02-23",41.009998
"166","2015-02-24",40.68
"167","2015-02-25",41.040001
"168","2015-02-26",40.400002
"169","2015-02-27",39.450001
"170","2015-03-02",38.689999
"171","2015-03-03",38.610001
"172","2015-03-04",39.009998
"173","2015-03-05",39.009998
"174","2015-03-06",37.380001
"175","2015-03-09",38.240002
"176","2015-03-10",37.810001
"177","2015-03-11",37.84
"178","2015-03-12",40.970001
"179","2015-03-13",40.02
"180","2015-03-16",40.419998
"181","2015-03-17",40.939999
"182","2015-03-18",41.48
"183","2015-03-19",42.16
"184","2015-03-20",43.470001
"185","2015-03-23",44.599998
"186","2015-03-24",43.82
"187","2015-03-25",43.330002
"188","2015-03-26",43.290001
"189","2015-03-27",43.330002
"190","2015-03-30",43.41
"191","2015-03-31",43.82
"192","2015-04-01",44.169998
"193","2015-04-02",44.380001
"194","2015-04-06",42.66
"195","2015-04-07",42.700001
"196","2015-04-08",42.41
"197","2015-04-09",42.290001
"198","2015-04-10",42.029999
"199","2015-04-13",43.16
"200","2015-04-14",42.509998
"201","2015-04-15",43.110001
"202","2015-04-16",43.02
"203","2015-04-17",41.900002
"204","2015-04-20",41.790001
"205","2015-04-21",41.720001
"206","2015-04-22",41.619999
"207","2015-04-23",41.990002
"208","2015-04-24",43.139999
"209","2015-04-27",44.119999
"210","2015-04-28",43.150002
"211","2015-04-29",42.66
"212","2015-04-30",42.369999
"213","2015-05-01",42.16
"214","2015-05-04",42.299999
"215","2015-05-05",41.900002
"216","2015-05-06",41.869999
"217","2015-05-07",41.349998
"218","2015-05-08",43.900002
"219","2015-05-11",43.110001
"220","2015-05-12",43.290001
"221","2015-05-13",43.75
"222","2015-05-14",43.860001
"223","2015-05-15",43.950001
"224","2015-05-18",43.91
"225","2015-05-19",43.580002
"226","2015-05-20",44.279999
"227","2015-05-21",45.459999
"228","2015-05-22",45.189999
"229","2015-05-26",45.009998
"230","2015-05-27",46.689999
"231","2015-05-28",46.84
"232","2015-05-29",47.25
"233","2015-06-01",47.709999
"234","2015-06-02",47.110001
"235","2015-06-03",46.169998
"236","2015-06-04",44.41
"237","2015-06-05",44.529999
"238","2015-06-08",43.919998
"239","2015-06-09",43.439999
"240","2015-06-10",43.759998
"241","2015-06-11",44.869999
"242","2015-06-12",42.970001
"243","2015-06-15",42.610001
"244","2015-06-16",42.02
"245","2015-06-17",42.209999
"246","2015-06-18",42.939999
"247","2015-06-19",42.990002
"248","2015-06-22",42.810001
"249","2015-06-23",42
"250","2015-06-24",41.98
"251","2015-06-25",42.049999
"252","2015-06-26",41.66
"253","2015-06-29",40.880001
"254","2015-06-30",39.619999
"255","2015-07-01",39.119999
"256","2015-07-02",39.220001
"257","2015-07-06",39.009998
"258","2015-07-07",40.099998
"259","2015-07-08",40.049999
"260","2015-07-09",39.98
"261","2015-07-10",40.07
"262","2015-07-13",39.959999
"263","2015-07-14",39.990002
"264","2015-07-15",39.41
"265","2015-07-16",38.84
"266","2015-07-17",37.860001
"267","2015-07-20",37.060001
"268","2015-07-21",35.93
"269","2015-07-22",35.59
"270","2015-07-23",35.470001
"271","2015-07-24",34.689999
"272","2015-07-27",35.599998
"273","2015-07-28",35.73
"274","2015-07-29",35.77
"275","2015-07-30",35.759998
"276","2015-07-31",35.68
"277","2015-08-03",32.950001
"278","2015-08-04",32.619999
"279","2015-08-05",32.790001
"280","2015-08-06",30.299999
"281","2015-08-07",30.209999
"282","2015-08-10",31.02
"283","2015-08-11",29.35
"284","2015-08-12",30.290001
"285","2015-08-13",30.780001
"286","2015-08-14",30.860001
"287","2015-08-17",30.83
"288","2015-08-18",31.440001
"289","2015-08-19",30.85
"290","2015-08-20",30.280001
"291","2015-08-21",29.07
"292","2015-08-24",27.32
"293","2015-08-25",25.33
"294","2015-08-26",26.459999
"295","2015-08-27",28.940001
"296","2015-08-28",30.99
"297","2015-08-31",30.18
"298","2015-09-01",28.459999
"299","2015-09-02",29
"300","2015-09-03",31.27
"301","2015-09-04",29.799999
"302","2015-09-08",29.280001
"303","2015-09-09",28.35
