"","date","SPR"
"1","2007-01-03",31.26
"2","2007-01-04",30.5
"3","2007-01-05",30
"4","2007-01-08",29.98
"5","2007-01-09",30.049999
"6","2007-01-10",30.07
"7","2007-01-11",30.629999
"8","2007-01-12",31.23
"9","2007-01-16",30.84
"10","2007-01-17",30.879999
"11","2007-01-18",30.299999
"12","2007-01-19",30.25
"13","2007-01-22",29.68
"14","2007-01-23",30.08
"15","2007-01-24",30.02
"16","2007-01-25",29.33
"17","2007-01-26",29.01
"18","2007-01-29",29.059999
"19","2007-01-30",29.219999
"20","2007-01-31",30.629999
"21","2007-02-01",30.35
"22","2007-02-02",30.67
"23","2007-02-05",30.879999
"24","2007-02-06",31.16
"25","2007-02-07",30.99
"26","2007-02-08",31.209999
"27","2007-02-09",31.450001
"28","2007-02-12",31
"29","2007-02-13",30.280001
"30","2007-02-14",30.200001
"31","2007-02-15",30.35
"32","2007-02-16",30.17
"33","2007-02-20",30.07
"34","2007-02-21",30.02
"35","2007-02-22",30.049999
"36","2007-02-23",30.1
"37","2007-02-26",30.09
"38","2007-02-27",29.459999
"39","2007-02-28",29.51
"40","2007-03-01",29.139999
"41","2007-03-02",28
"42","2007-03-05",27.98
"43","2007-03-06",28.719999
"44","2007-03-07",28.67
"45","2007-03-08",29.059999
"46","2007-03-09",29.26
"47","2007-03-12",29.51
"48","2007-03-13",29.52
"49","2007-03-14",29.15
"50","2007-03-15",31.049999
"51","2007-03-16",30.969999
"52","2007-03-19",31.85
"53","2007-03-20",31.84
"54","2007-03-21",31.77
"55","2007-03-22",31.77
"56","2007-03-23",32.369999
"57","2007-03-26",32.07
"58","2007-03-27",32.029999
"59","2007-03-28",31.530001
"60","2007-03-29",32.529999
"61","2007-03-30",31.85
"62","2007-04-02",31.32
"63","2007-04-03",31.85
"64","2007-04-04",31.969999
"65","2007-04-05",31.719999
"66","2007-04-09",32.290001
"67","2007-04-10",32.189999
"68","2007-04-11",31.85
"69","2007-04-12",31.549999
"70","2007-04-13",31.48
"71","2007-04-16",31.799999
"72","2007-04-17",31.85
"73","2007-04-18",32.400002
"74","2007-04-19",31.85
"75","2007-04-20",31.9
"76","2007-04-23",32.150002
"77","2007-04-24",31.98
"78","2007-04-25",32.200001
"79","2007-04-26",32.400002
"80","2007-04-27",31.809999
"81","2007-04-30",31.629999
"82","2007-05-01",31.83
"83","2007-05-02",32.200001
"84","2007-05-03",32.360001
"85","2007-05-04",32.349998
"86","2007-05-07",32.34
"87","2007-05-08",33.169998
"88","2007-05-09",33.299999
"89","2007-05-10",33.310001
"90","2007-05-11",34.580002
"91","2007-05-14",33.849998
"92","2007-05-15",33.439999
"93","2007-05-16",34.27
"94","2007-05-17",34.43
"95","2007-05-18",34.549999
"96","2007-05-21",33.939999
"97","2007-05-22",33.5
"98","2007-05-23",33
"99","2007-05-24",33.02
"100","2007-05-25",33.799999
"101","2007-05-29",34.23
"102","2007-05-30",34.57
"103","2007-05-31",34.91
"104","2007-06-01",35.66
"105","2007-06-04",35.75
"106","2007-06-05",35.869999
"107","2007-06-06",35.549999
"108","2007-06-07",35.07
"109","2007-06-08",34.669998
"110","2007-06-11",35.16
"111","2007-06-12",35.919998
"112","2007-06-13",36.5
"113","2007-06-14",36.869999
"114","2007-06-15",37.900002
"115","2007-06-18",36.900002
"116","2007-06-19",36.41
"117","2007-06-20",36.599998
"118","2007-06-21",36.48
"119","2007-06-22",36.82
"120","2007-06-25",36.110001
"121","2007-06-26",35.029999
"122","2007-06-27",35.209999
"123","2007-06-28",35.52
"124","2007-06-29",36.049999
"125","2007-07-02",37.18
"126","2007-07-03",37.490002
"127","2007-07-05",38.049999
"128","2007-07-06",38.419998
"129","2007-07-09",39.200001
"130","2007-07-10",38.869999
"131","2007-07-11",39.439999
"132","2007-07-12",38.93
"133","2007-07-13",39.349998
"134","2007-07-16",39.060001
"135","2007-07-17",39.700001
"136","2007-07-18",40
"137","2007-07-19",40.5
"138","2007-07-20",40.5
"139","2007-07-23",40.27
"140","2007-07-24",39.849998
"141","2007-07-25",40.07
"142","2007-07-26",39.349998
"143","2007-07-27",37.599998
"144","2007-07-30",37.18
"145","2007-07-31",36.299999
"146","2007-08-01",37.540001
"147","2007-08-02",37.400002
"148","2007-08-03",35.970001
"149","2007-08-06",36.34
"150","2007-08-07",36.560001
"151","2007-08-08",37.75
"152","2007-08-09",36.27
"153","2007-08-10",34.91
"154","2007-08-13",36.110001
"155","2007-08-14",35.98
"156","2007-08-15",34.189999
"157","2007-08-16",32.330002
"158","2007-08-17",34.599998
"159","2007-08-20",35.77
"160","2007-08-21",36.029999
"161","2007-08-22",36.529999
"162","2007-08-23",35.77
"163","2007-08-24",35.490002
"164","2007-08-27",35.860001
"165","2007-08-28",34.25
"166","2007-08-29",35.439999
"167","2007-08-30",35.669998
"168","2007-08-31",35.75
"169","2007-09-04",36.189999
"170","2007-09-05",35.490002
"171","2007-09-06",36.509998
"172","2007-09-07",36.27
"173","2007-09-10",35.880001
"174","2007-09-11",35.73
"175","2007-09-12",34.889999
"176","2007-09-13",34.439999
"177","2007-09-14",34.98
"178","2007-09-17",34.139999
"179","2007-09-18",35.009998
"180","2007-09-19",34.759998
"181","2007-09-20",34.889999
"182","2007-09-21",35.25
"183","2007-09-24",37.610001
"184","2007-09-25",37.509998
"185","2007-09-26",37.799999
"186","2007-09-27",37.939999
"187","2007-09-28",38.939999
"188","2007-10-01",38.169998
"189","2007-10-02",37.639999
"190","2007-10-03",37.330002
"191","2007-10-04",36.720001
"192","2007-10-05",36.669998
"193","2007-10-08",37
"194","2007-10-09",38.360001
"195","2007-10-10",35.919998
"196","2007-10-11",34.900002
"197","2007-10-12",35.27
"198","2007-10-15",33.400002
"199","2007-10-16",34.5
"200","2007-10-17",34.07
"201","2007-10-18",33.990002
"202","2007-10-19",32.799999
"203","2007-10-22",33.400002
"204","2007-10-23",34.639999
"205","2007-10-24",34.419998
"206","2007-10-25",33.380001
"207","2007-10-26",33.43
"208","2007-10-29",33.799999
"209","2007-10-30",33.259998
"210","2007-10-31",34.720001
"211","2007-11-01",35.709999
"212","2007-11-02",35.919998
"213","2007-11-05",36.380001
"214","2007-11-06",36.950001
"215","2007-11-07",35.689999
"216","2007-11-08",35.5
"217","2007-11-09",34.310001
"218","2007-11-12",34.360001
"219","2007-11-13",35.27
"220","2007-11-14",35.68
"221","2007-11-15",35.099998
"222","2007-11-16",34.939999
"223","2007-11-19",34.59
"224","2007-11-20",33.25
"225","2007-11-21",32.630001
"226","2007-11-23",32.57
"227","2007-11-26",32.740002
"228","2007-11-27",33.5
"229","2007-11-28",35.610001
"230","2007-11-29",35.09
"231","2007-11-30",34.950001
"232","2007-12-03",34.389999
"233","2007-12-04",34
"234","2007-12-05",34.720001
