"","date","SMPL"
"145","2018-02-02",13.62
"146","2018-02-05",13.45
"147","2018-02-06",13.31
"148","2018-02-07",13.67
"149","2018-02-08",13.55
"150","2018-02-09",13.43
"151","2018-02-12",13.17
"152","2018-02-13",13.02
"153","2018-02-14",13.29
"154","2018-02-15",13.67
"155","2018-02-16",13.75
"156","2018-02-20",13.44
"157","2018-02-21",13.57
"158","2018-02-22",13.6
"159","2018-02-23",13.69
"160","2018-02-26",13.72
"161","2018-02-27",13.77
"162","2018-02-28",13.51
"163","2018-03-01",13.5
"164","2018-03-02",13.57
"165","2018-03-05",13.63
"166","2018-03-06",14
"167","2018-03-07",13.77
"168","2018-03-08",13.93
"169","2018-03-09",13.94
"170","2018-03-12",13.83
"171","2018-03-13",13.49
"172","2018-03-14",13.5
"173","2018-03-15",13.31
"174","2018-03-16",13.59
"175","2018-03-19",13.46
"176","2018-03-20",13.45
"177","2018-03-21",13.22
"178","2018-03-22",13.01
"179","2018-03-23",13.1
"180","2018-03-26",13.23
"181","2018-03-27",13.46
"182","2018-03-28",13.6
"183","2018-03-29",13.73
"184","2018-04-02",13.28
"185","2018-04-03",13.25
"186","2018-04-04",13.17
"187","2018-04-05",13.31
"188","2018-04-06",13.35
"189","2018-04-09",12.98
"190","2018-04-10",12.9
"191","2018-04-11",12.95
"192","2018-04-12",13.06
"193","2018-04-13",13.14
"194","2018-04-16",13.25
"195","2018-04-17",13.21
"196","2018-04-18",13.09
"197","2018-04-19",12.79
"198","2018-04-20",12.85
"199","2018-04-23",12.55
"200","2018-04-24",12.59
"201","2018-04-25",12.59
"202","2018-04-26",12.77
"203","2018-04-27",13
"204","2018-04-30",12.96
"205","2018-05-01",12.88
"206","2018-05-02",12.39
"207","2018-05-03",12.28
"208","2018-05-04",12.75
"209","2018-05-07",12.86
"210","2018-05-08",13.37
"211","2018-05-09",13.67
"212","2018-05-10",13.82
"213","2018-05-11",13.93
"214","2018-05-14",13.98
"215","2018-05-15",14.21
"216","2018-05-16",13.96
"217","2018-05-17",14
"218","2018-05-18",14.14
"219","2018-05-21",14.16
"220","2018-05-22",13.95
"221","2018-05-23",13.92
"222","2018-05-24",13.89
"223","2018-05-25",13.77
"224","2018-05-29",13.72
"225","2018-05-30",13.76
"226","2018-05-31",13.25
"227","2018-06-01",13.17
"228","2018-06-04",13.18
"229","2018-06-05",13.35
"230","2018-06-06",13.45
"231","2018-06-07",13.39
"232","2018-06-08",13.38
"233","2018-06-11",13.53
"234","2018-06-12",13.57
"235","2018-06-13",13.58
"236","2018-06-14",13.59
"237","2018-06-15",13.6
"238","2018-06-18",13.6
"239","2018-06-19",13.71
"240","2018-06-20",13.83
"241","2018-06-21",13.42
"242","2018-06-22",13.35
"243","2018-06-25",13.7
"244","2018-06-26",14.01
"245","2018-06-27",14.12
"246","2018-06-28",14.49
"247","2018-06-29",14.44
"248","2018-07-02",15.19
"249","2018-07-03",15.05
"250","2018-07-05",15.05
"251","2018-07-06",15.15
"252","2018-07-09",15.15
"253","2018-07-10",16.879999
"254","2018-07-11",17.040001
"255","2018-07-12",17.32
"256","2018-07-13",17.219999
"257","2018-07-16",16.75
"258","2018-07-17",16.82
"259","2018-07-18",16.719999
"260","2018-07-19",16.93
"261","2018-07-20",17.040001
"262","2018-07-23",16.85
"263","2018-07-24",16.9
"264","2018-07-25",17.07
"265","2018-07-26",17.16
"266","2018-07-27",16.860001
"267","2018-07-30",16.59
"268","2018-07-31",16.68
"269","2018-08-01",16.629999
"270","2018-08-02",16.690001
"271","2018-08-03",16.68
"272","2018-08-06",16.530001
"273","2018-08-07",16.870001
"274","2018-08-08",17.209999
"275","2018-08-09",17.35
"276","2018-08-10",17.76
"277","2018-08-13",17.57
"278","2018-08-14",17.950001
"279","2018-08-15",17.620001
"280","2018-08-16",17.639999
"281","2018-08-17",17.85
"282","2018-08-20",17.549999
"283","2018-08-21",17.51
"284","2018-08-22",17.67
"285","2018-08-23",17.950001
"286","2018-08-24",17.98
"287","2018-08-27",17.780001
"288","2018-08-28",17.809999
"289","2018-08-29",17.93
"290","2018-08-30",17.93
"291","2018-08-31",18
"292","2018-09-04",18.110001
"293","2018-09-05",18
"294","2018-09-06",17.879999
"295","2018-09-07",18.030001
"296","2018-09-10",18.110001
"297","2018-09-11",18.15
"298","2018-09-12",18.200001
"299","2018-09-13",18
"300","2018-09-14",18.049999
"301","2018-09-17",18.059999
"302","2018-09-18",18.459999
"303","2018-09-19",18.02
"304","2018-09-20",18.01
"305","2018-09-21",18.040001
"306","2018-09-24",18.17
"307","2018-09-25",18.57
"308","2018-09-26",18.74
"309","2018-09-27",18.91
"310","2018-09-28",19.450001
"311","2018-10-01",19.459999
"312","2018-10-02",18.99
"313","2018-10-03",19.02
"314","2018-10-04",18.5
"315","2018-10-05",18.280001
"316","2018-10-08",18.17
"317","2018-10-09",18.040001
"318","2018-10-10",17.799999
"319","2018-10-11",17.23
"320","2018-10-12",17.530001
"321","2018-10-15",17.780001
"322","2018-10-16",18.92
"323","2018-10-17",18.99
"324","2018-10-18",18.99
"325","2018-10-19",19.42
"326","2018-10-22",19.24
"327","2018-10-23",19.43
"328","2018-10-24",18.33
"329","2018-10-25",17.74
"330","2018-10-26",17.02
"331","2018-10-29",17.290001
"332","2018-10-30",17.870001
"333","2018-10-31",18.959999
"334","2018-11-01",19.43
"335","2018-11-02",19.559999
"336","2018-11-05",18.98
"337","2018-11-06",19.219999
"338","2018-11-07",19.82
"339","2018-11-08",19.889999
"340","2018-11-09",19.82
"341","2018-11-12",19.280001
"342","2018-11-13",19.610001
"343","2018-11-14",19.43
"344","2018-11-15",19.58
"345","2018-11-16",19.99
"346","2018-11-19",20.540001
"347","2018-11-20",19.26
"348","2018-11-21",19.58
"349","2018-11-23",19.66
"350","2018-11-26",19.57
"351","2018-11-27",19.76
"352","2018-11-28",20.18
"353","2018-11-29",19.84
"354","2018-11-30",20.32
"355","2018-12-03",20.42
"356","2018-12-04",19.190001
"357","2018-12-06",18.950001
"358","2018-12-07",18.629999
"359","2018-12-10",18.889999
"360","2018-12-11",19.23
"361","2018-12-12",19.389999
"362","2018-12-13",19.219999
"363","2018-12-14",18.77
"364","2018-12-17",18.43
"365","2018-12-18",18.450001
"366","2018-12-19",18.049999
"367","2018-12-20",17.299999
"368","2018-12-21",17.120001
"369","2018-12-24",16.889999
"370","2018-12-26",17.940001
"371","2018-12-27",18.450001
"372","2018-12-28",18.49
"373","2018-12-31",18.9
"374","2019-01-02",18.92
"375","2019-01-03",19.92
"376","2019-01-04",19.110001
"377","2019-01-07",18.860001
"378","2019-01-08",18.940001
"379","2019-01-09",19.620001
"380","2019-01-10",19.4
"381","2019-01-11",19.85
"382","2019-01-14",19.950001
"383","2019-01-15",20.35
"384","2019-01-16",20.389999
"385","2019-01-17",20.24
"386","2019-01-18",20.389999
"387","2019-01-22",19.83
"388","2019-01-23",19.65
"389","2019-01-24",19.290001
"390","2019-01-25",18.940001
"391","2019-01-28",19.280001
"392","2019-01-29",19.17
"393","2019-01-30",19.219999
"394","2019-01-31",19.790001
"395","2019-02-01",19.4
"396","2019-02-04",19.540001
"397","2019-02-05",19.709999
"398","2019-02-06",19.559999
"399","2019-02-07",20
"400","2019-02-08",20.190001
"401","2019-02-11",20.5
"402","2019-02-12",20.74
"403","2019-02-13",21
"404","2019-02-14",20.99
"405","2019-02-15",21.139999
"406","2019-02-19",20.82
"407","2019-02-20",20.67
"408","2019-02-21",20.450001
"409","2019-02-22",20.74
"410","2019-02-25",19.84
"411","2019-02-26",19.93
"412","2019-02-27",20.07
"413","2019-02-28",20.459999
"414","2019-03-01",20.24
"415","2019-03-04",19.969999
"416","2019-03-05",19.91
"417","2019-03-06",19.27
"418","2019-03-07",19.48
"419","2019-03-08",19.450001
"420","2019-03-11",19.959999
"421","2019-03-12",20.07
"422","2019-03-13",19.809999
"423","2019-03-14",19.940001
"424","2019-03-15",20.24
"425","2019-03-18",20.379999
"426","2019-03-19",20.07
"427","2019-03-20",19.77
"428","2019-03-21",20.27
"429","2019-03-22",19.82
"430","2019-03-25",20.280001
"431","2019-03-26",20.530001
"432","2019-03-27",20.559999
"433","2019-03-28",20.690001
"434","2019-03-29",20.59
"435","2019-04-01",21.030001
"436","2019-04-02",21.68
"437","2019-04-03",21.9
"438","2019-04-04",22.110001
"439","2019-04-05",22.73
"440","2019-04-08",22.940001
"441","2019-04-09",22.23
"442","2019-04-10",22.450001
"443","2019-04-11",22.48
"444","2019-04-12",22.26
"445","2019-04-15",22.66
"446","2019-04-16",23.09
"447","2019-04-17",22.700001
"448","2019-04-18",22.639999
"449","2019-04-22",22.66
"450","2019-04-23",23.07
"451","2019-04-24",22.75
"452","2019-04-25",22.379999
"453","2019-04-26",22.02
"454","2019-04-29",22.530001
"455","2019-04-30",22.459999
"456","2019-05-01",22.450001
"457","2019-05-02",22.52
"458","2019-05-03",22.360001
"459","2019-05-06",22.700001
"460","2019-05-07",22.68
"461","2019-05-08",22.59
"462","2019-05-09",22.030001
"463","2019-05-10",22.700001
"464","2019-05-13",22.02
"465","2019-05-14",22.32
"466","2019-05-15",22.299999
"467","2019-05-16",22.27
"468","2019-05-17",21.969999
"469","2019-05-20",21.83
"470","2019-05-21",22.42
"471","2019-05-22",22.23
"472","2019-05-23",21.969999
"473","2019-05-24",22.110001
"474","2019-05-28",22.209999
"475","2019-05-29",21.719999
"476","2019-05-30",21.85
"477","2019-05-31",21.49
"478","2019-06-03",21.559999
"479","2019-06-04",22.360001
"480","2019-06-05",22.85
"481","2019-06-06",22.93
"482","2019-06-07",23.690001
"483","2019-06-10",23.200001
"484","2019-06-11",23.34
"485","2019-06-12",23.5
"486","2019-06-13",23.440001
"487","2019-06-14",23.17
"488","2019-06-17",22.870001
"489","2019-06-18",23.65
"490","2019-06-19",24.1
"491","2019-06-20",24.68
"492","2019-06-21",24.360001
"493","2019-06-24",24.09
"494","2019-06-25",23.9
"495","2019-06-26",23.5
"496","2019-06-27",23.6
"497","2019-06-28",24.08
"498","2019-07-01",24.879999
"499","2019-07-02",25.379999
"500","2019-07-03",26.67
"501","2019-07-05",27.74
"502","2019-07-08",27.719999
"503","2019-07-09",27.879999
"504","2019-07-10",27.02
"505","2019-07-11",26.709999
"506","2019-07-12",26.889999
"507","2019-07-15",26.65
"508","2019-07-16",27
"509","2019-07-17",26.950001
"510","2019-07-18",27.299999
"511","2019-07-19",27.629999
"512","2019-07-22",27.34
"513","2019-07-23",27.629999
"514","2019-07-24",27.370001
"515","2019-07-25",26.98
"516","2019-07-26",27.559999
"517","2019-07-29",27.129999
"518","2019-07-30",27.57
"519","2019-07-31",27.23
"520","2019-08-01",26.700001
"521","2019-08-02",26.530001
"522","2019-08-05",25.74
"523","2019-08-06",25.700001
"524","2019-08-07",25.85
"525","2019-08-08",26.530001
"526","2019-08-09",26.25
"527","2019-08-12",26.41
"528","2019-08-13",27.18
"529","2019-08-14",26.1
"530","2019-08-15",26.57
"531","2019-08-16",26.48
"532","2019-08-19",27.07
"533","2019-08-20",26.809999
"534","2019-08-21",27.35
"535","2019-08-22",29.959999
"536","2019-08-23",28.540001
"537","2019-08-26",28.99
"538","2019-08-27",28.940001
"539","2019-08-28",29
"540","2019-08-29",30.02
"541","2019-08-30",29.629999
"542","2019-09-03",29.83
"543","2019-09-04",29.6
"544","2019-09-05",29.940001
"545","2019-09-06",29.889999
"546","2019-09-09",29.66
"547","2019-09-10",29.17
"548","2019-09-11",29.9
"549","2019-09-12",30.33
"550","2019-09-13",30.120001
"551","2019-09-16",29.719999
"552","2019-09-17",29.24
"553","2019-09-18",29.08
"554","2019-09-19",29.469999
"555","2019-09-20",29.23
"556","2019-09-23",29.17
"557","2019-09-24",29.459999
"558","2019-09-25",28.549999
"559","2019-09-26",28.809999
"560","2019-09-27",28.719999
"561","2019-09-30",28.99
"562","2019-10-01",28.540001
"563","2019-10-02",27.389999
"564","2019-10-03",27.32
"565","2019-10-04",27.26
"566","2019-10-07",26.450001
"567","2019-10-08",26.309999
"568","2019-10-09",27.084999
"569","2019-10-10",27.02
"570","2019-10-11",26.4
"571","2019-10-14",24.950001
"572","2019-10-15",24.93
"573","2019-10-16",24.68
"574","2019-10-17",25.5
"575","2019-10-18",25.23
"576","2019-10-21",25.280001
"577","2019-10-22",24.67
"578","2019-10-23",23.98
"579","2019-10-24",23.82
"580","2019-10-25",23.51
"581","2019-10-28",23.85
"582","2019-10-29",23.635
"583","2019-10-30",24.26
"584","2019-10-31",24.540001
"585","2019-11-01",24.200001
"586","2019-11-04",23.879999
"587","2019-11-05",23.219999
"588","2019-11-06",23.58
"589","2019-11-07",23.719999
"590","2019-11-08",24.15
"591","2019-11-11",24.219999
"592","2019-11-12",24.620001
"593","2019-11-13",24.83
"594","2019-11-14",25.145
"595","2019-11-15",26.040001
"596","2019-11-18",26.43
"597","2019-11-19",26.51
"598","2019-11-20",26.639999
"599","2019-11-21",26.790001
"600","2019-11-22",26.51
"601","2019-11-25",27.145
"602","2019-11-26",27.540001
"603","2019-11-27",27.9
"604","2019-11-29",27.629999
"605","2019-12-02",28.08
"606","2019-12-03",27.719999
"607","2019-12-04",28.18
"608","2019-12-05",28.01
"609","2019-12-06",28.110001
"610","2019-12-09",28.129999
"611","2019-12-10",28.08
"612","2019-12-11",27.879999
"613","2019-12-12",28.18
"614","2019-12-13",27.860001
"615","2019-12-16",27.75
"616","2019-12-17",28.030001
"617","2019-12-18",28.129999
"618","2019-12-19",28.030001
"619","2019-12-20",27.74
"620","2019-12-23",27.790001
"621","2019-12-24",28.059999
"622","2019-12-26",28.02
"623","2019-12-27",28.48
"624","2019-12-30",28.690001
"625","2019-12-31",28.540001
"626","2020-01-02",27.860001
"627","2020-01-03",28.17
"628","2020-01-06",27.74
"629","2020-01-07",27.75
"630","2020-01-08",27.82
"631","2020-01-09",24.84
"632","2020-01-10",24.02
"633","2020-01-13",22.870001
"634","2020-01-14",24.379999
"635","2020-01-15",24.15
"636","2020-01-16",24.959999
"637","2020-01-17",25.190001
"638","2020-01-21",25.110001
"639","2020-01-22",24.959999
"640","2020-01-23",25.18
"641","2020-01-24",25.23
"642","2020-01-27",24.235001
"643","2020-01-28",24.129999
"644","2020-01-29",23.465
"645","2020-01-30",23.469999
"646","2020-01-31",22.969999
"647","2020-02-03",23.16
"648","2020-02-04",24.77
"649","2020-02-05",25.02
"650","2020-02-06",23.84
"651","2020-02-07",23.129999
"652","2020-02-10",24.059999
"653","2020-02-11",23.85
"654","2020-02-12",24.25
"655","2020-02-13",24.84
"656","2020-02-14",24.709999
"657","2020-02-18",24.01
"658","2020-02-19",24.5
"659","2020-02-20",24.51
"660","2020-02-21",23.99
"661","2020-02-24",22.780001
"662","2020-02-25",24
"663","2020-02-26",22.889999
"664","2020-02-27",21.98
"665","2020-02-28",22.059999
"666","2020-03-02",22.42
"667","2020-03-03",19.42
"668","2020-03-04",18.85
"669","2020-03-05",18.75
"670","2020-03-06",17.5
"671","2020-03-09",16.110001
"672","2020-03-10",16.65
"673","2020-03-11",16.5
"674","2020-03-12",15.64
"675","2020-03-13",16.889999
"676","2020-03-16",15.84
"677","2020-03-17",18.15
"678","2020-03-18",16.59
"679","2020-03-19",15.42
"680","2020-03-20",14.93
"681","2020-03-23",14.69
"682","2020-03-24",15.66
"683","2020-03-25",15.45
"684","2020-03-26",16.870001
"685","2020-03-27",16.299999
"686","2020-03-30",17.540001
"687","2020-03-31",19.26
"688","2020-04-01",17.9
"689","2020-04-02",18.129999
"690","2020-04-03",18.77
"691","2020-04-06",17.139999
"692","2020-04-07",17.02
"693","2020-04-08",16.5
"694","2020-04-09",15.79
"695","2020-04-13",16.620001
"696","2020-04-14",17.045
"697","2020-04-15",17.18
"698","2020-04-16",18.780001
"699","2020-04-17",18.99
"700","2020-04-20",18.16
"701","2020-04-21",17.379999
"702","2020-04-22",18.4
"703","2020-04-23",17.790001
"704","2020-04-24",17.66
"705","2020-04-27",17.745001
"706","2020-04-28",17
"707","2020-04-29",18.860001
"708","2020-04-30",18.85
"709","2020-05-01",18.35
"710","2020-05-04",18.200001
"711","2020-05-05",18.17
"712","2020-05-06",18.18
"713","2020-05-07",18.77
"714","2020-05-08",20.09
"715","2020-05-11",19.540001
"716","2020-05-12",18.219999
"717","2020-05-13",16.85
"718","2020-05-14",16.870001
"719","2020-05-15",16.879999
"720","2020-05-18",17.309999
"721","2020-05-19",16.15
"722","2020-05-20",17.049999
"723","2020-05-21",16.5
"724","2020-05-22",16.4
"725","2020-05-26",17.215
"726","2020-05-27",17.879999
"727","2020-05-28",16.700001
"728","2020-05-29",17.030001
"729","2020-06-01",17.190001
"730","2020-06-02",16.790001
"731","2020-06-03",17.700001
"732","2020-06-04",16.790001
"733","2020-06-05",17.889999
"734","2020-06-08",18.92
"735","2020-06-09",18.530001
"736","2020-06-10",18.209999
"737","2020-06-11",16.934999
"738","2020-06-12",16.995001
"739","2020-06-15",17
"740","2020-06-16",17.559999
"741","2020-06-17",17.610001
"742","2020-06-18",17.41
"743","2020-06-19",17.700001
"744","2020-06-22",17.67
"745","2020-06-23",18.860001
"746","2020-06-24",18.76
"747","2020-06-25",18.620001
"748","2020-06-26",17.24
"749","2020-06-29",18.84
"750","2020-06-30",18.58
"751","2020-07-01",18.83
"752","2020-07-02",20.200001
"753","2020-07-06",21.049999
"754","2020-07-07",21.190001
"755","2020-07-08",22.18
"756","2020-07-09",21.309999
"757","2020-07-10",21.02
"758","2020-07-13",21.620001
"759","2020-07-14",21.99
"760","2020-07-15",22.379999
"761","2020-07-16",22.18
"762","2020-07-17",22.440001
"763","2020-07-20",22.27
"764","2020-07-21",23.440001
"765","2020-07-22",23.690001
"766","2020-07-23",24.08
"767","2020-07-24",24
"768","2020-07-27",24.41
"769","2020-07-28",24.15
"770","2020-07-29",24.014999
"771","2020-07-30",23.540001
"772","2020-07-31",24.040001
"773","2020-08-03",23.950001
"774","2020-08-04",24.73
"775","2020-08-05",24.120001
"776","2020-08-06",24.360001
"777","2020-08-07",24.379999
"778","2020-08-10",25.1
"779","2020-08-11",24.469999
"780","2020-08-12",24.469999
"781","2020-08-13",25.049999
"782","2020-08-14",25.01
"783","2020-08-17",24.85
"784","2020-08-18",24.610001
"785","2020-08-19",24.34
"786","2020-08-20",24.540001
"787","2020-08-21",24.59
"788","2020-08-24",25.02
"789","2020-08-25",24.33
"790","2020-08-26",24.57
"791","2020-08-27",25.02
"792","2020-08-28",25.389999
"793","2020-08-31",24.85
"794","2020-09-01",24.690001
"795","2020-09-02",24.889999
"796","2020-09-03",23.940001
"797","2020-09-04",23.68
"798","2020-09-08",22.879999
"799","2020-09-09",23.450001
"800","2020-09-10",22.75
"801","2020-09-11",22.68
"802","2020-09-14",22.709999
"803","2020-09-15",22.6
"804","2020-09-16",22.74
"805","2020-09-17",22.200001
"806","2020-09-18",22.07
"807","2020-09-21",21.709999
"808","2020-09-22",22.23
"809","2020-09-23",21.35
"810","2020-09-24",21.65
"811","2020-09-25",21.77
"812","2020-09-28",22
"813","2020-09-29",21.75
"814","2020-09-30",22.049999
"815","2020-10-01",22.16
"816","2020-10-02",22.65
"817","2020-10-05",22.540001
"818","2020-10-06",21.889999
"819","2020-10-07",21.9
"820","2020-10-08",21.92
"821","2020-10-09",21.790001
"822","2020-10-12",22.33
"823","2020-10-13",22.18
"824","2020-10-14",21.99
"825","2020-10-15",22.559999
"826","2020-10-16",21.775
"827","2020-10-19",21.24
"828","2020-10-20",20.860001
"829","2020-10-21",20.84
"830","2020-10-22",20.99
"831","2020-10-23",21.15
"832","2020-10-26",20.08
"833","2020-10-27",20.24
"834","2020-10-28",18.98
"835","2020-10-29",18.775
"836","2020-10-30",18.799999
"837","2020-11-02",18.844999
"838","2020-11-03",19.299999
"839","2020-11-04",19.379999
"840","2020-11-05",20.51
"841","2020-11-06",20.280001
"842","2020-11-09",22.379999
"843","2020-11-10",22.41
"844","2020-11-11",22.610001
"845","2020-11-12",23.58
"846","2020-11-13",23.889999
"847","2020-11-16",24.530001
"848","2020-11-17",24.559999
"849","2020-11-18",24.24
"850","2020-11-19",23.780001
"851","2020-11-20",23.610001
"852","2020-11-23",23.360001
"853","2020-11-24",23
"854","2020-11-25",22.465
"855","2020-11-27",22.360001
