"","date","FTS"
"1","2010-01-05",27.26
"2","2010-01-06",27.26
"3","2010-01-07",27.35
"4","2010-01-08",27.35
"5","2010-01-11",27.35
"6","2010-01-12",27.35
"7","2010-01-13",27.35
"8","2010-01-14",27.35
"9","2010-01-15",27.35
"10","2010-01-19",27.35
"11","2010-01-20",27.35
"12","2010-01-21",27.35
"13","2010-01-22",26.82
"14","2010-01-25",26.82
"15","2010-01-26",26.82
"16","2010-01-27",26.379999
"17","2010-01-28",26.4
"18","2010-01-29",26.4
"19","2010-02-01",26.4
"20","2010-02-02",26.4
"21","2010-02-03",26.4
"22","2010-02-04",26.4
"23","2010-02-05",26.4
"24","2010-02-08",26.4
"25","2010-02-09",26.4
"26","2010-02-10",26.4
"27","2010-02-11",26.4
"28","2010-02-12",26.4
"29","2010-02-16",26.4
"30","2010-02-17",26.4
"31","2010-02-18",26.4
"32","2010-02-19",26.4
"33","2010-02-22",26.4
"34","2010-02-23",26.4
"35","2010-02-24",26.4
"36","2010-02-25",26.4
"37","2010-02-26",26.4
"38","2010-03-01",26.4
"39","2010-03-02",26.959999
"40","2010-03-03",26.959999
"41","2010-03-04",26.959999
"42","2010-03-05",26.959999
"43","2010-03-08",26.959999
"44","2010-03-09",26.959999
"45","2010-03-10",26.959999
"46","2010-03-11",26.959999
"47","2010-03-12",26.959999
"48","2010-03-15",26.959999
"49","2010-03-16",26.959999
"50","2010-03-17",26.959999
"51","2010-03-18",26.959999
"52","2010-03-19",26.959999
"53","2010-03-22",27.48
"54","2010-03-23",28.290001
"55","2010-03-24",28.120001
"56","2010-03-25",28.120001
"57","2010-03-26",28
"58","2010-03-29",28
"59","2010-03-30",28
"60","2010-03-31",28
"61","2010-04-01",28
"62","2010-04-05",28
"63","2010-04-06",28
"64","2010-04-07",28
"65","2010-04-08",28
"66","2010-04-09",28.35
"67","2010-04-12",28.34
"68","2010-04-13",28.34
"69","2010-04-14",28.34
"70","2010-04-15",28.34
"71","2010-04-16",28.34
"72","2010-04-19",28.34
"73","2010-04-20",28.34
"74","2010-04-21",28.34
"75","2010-04-22",28.34
"76","2010-04-23",28.4
"77","2010-04-26",28.4
"78","2010-04-27",28.4
"79","2010-04-28",28.4
"80","2010-04-29",27
"81","2010-04-30",27
"82","2010-05-03",27
"83","2010-05-04",27
"84","2010-05-05",27
"85","2010-05-06",24.68
"86","2010-05-07",24.68
"87","2010-05-10",24.68
"88","2010-05-11",24.68
"89","2010-05-12",24.68
"90","2010-05-13",24.68
"91","2010-05-14",24.68
"92","2010-05-17",24.68
"93","2010-05-18",24.68
"94","2010-05-19",24.68
"95","2010-05-20",24.68
"96","2010-05-21",24.68
"97","2010-05-24",24.68
"98","2010-05-25",23.879999
"99","2010-05-26",24.549999
"100","2010-05-27",24.549999
"101","2010-05-28",25.290001
"102","2010-06-01",25.290001
"103","2010-06-02",25.290001
"104","2010-06-03",25.290001
"105","2010-06-04",25.290001
"106","2010-06-07",25.290001
"107","2010-06-08",25.290001
"108","2010-06-09",25.290001
"109","2010-06-10",25.290001
"110","2010-06-11",25.290001
"111","2010-06-14",25.290001
"112","2010-06-15",25.290001
"113","2010-06-16",25.290001
"114","2010-06-17",25.290001
"115","2010-06-18",25.290001
"116","2010-06-21",27.809999
"117","2010-06-22",27.809999
"118","2010-06-23",27.809999
"119","2010-06-24",27.809999
"120","2010-06-25",27.809999
"121","2010-06-28",26.450001
"122","2010-06-29",26.450001
"123","2010-06-30",26.450001
"124","2010-07-01",26.450001
"125","2010-07-02",26.450001
"126","2010-07-06",25.809999
"127","2010-07-07",25.809999
"128","2010-07-08",25.809999
"129","2010-07-09",25.809999
"130","2010-07-12",25.809999
"131","2010-07-13",25.809999
"132","2010-07-14",25.809999
"133","2010-07-15",27.129999
"134","2010-07-16",26.389999
"135","2010-07-19",26.389999
"136","2010-07-20",26.389999
"137","2010-07-21",27.42
"138","2010-07-22",27.75
"139","2010-07-23",27.75
"140","2010-07-26",27.75
"141","2010-07-27",27.75
"142","2010-07-28",27.889999
"143","2010-07-29",27.889999
"144","2010-07-30",27.889999
"145","2010-08-02",27.889999
"146","2010-08-03",27.889999
"147","2010-08-04",27.889999
"148","2010-08-05",28.209999
"149","2010-08-06",28.209999
"150","2010-08-09",28.209999
"151","2010-08-10",28.209999
"152","2010-08-11",27.200001
"153","2010-08-12",27.200001
"154","2010-08-13",27.200001
"155","2010-08-16",27.200001
"156","2010-08-17",27.799999
"157","2010-08-18",27.799999
"158","2010-08-19",27.799999
"159","2010-08-20",27.799999
"160","2010-08-23",27.799999
"161","2010-08-24",27.41
"162","2010-08-25",27.530001
"163","2010-08-26",27.530001
"164","2010-08-27",27.530001
"165","2010-08-30",27.530001
"166","2010-08-31",27.530001
"167","2010-09-01",28.65
"168","2010-09-02",28.65
"169","2010-09-03",28.65
"170","2010-09-07",28.65
"171","2010-09-08",29.68
"172","2010-09-09",29.68
"173","2010-09-10",29.68
"174","2010-09-13",29.68
"175","2010-09-14",30.469999
"176","2010-09-15",30.469999
"177","2010-09-16",30.469999
"178","2010-09-17",30.469999
"179","2010-09-20",30.469999
"180","2010-09-21",30.469999
"181","2010-09-22",30.469999
"182","2010-09-23",30.469999
"183","2010-09-24",30.469999
"184","2010-09-27",30.469999
"185","2010-09-28",30.469999
"186","2010-09-29",30.469999
"187","2010-09-30",30.469999
"188","2010-10-01",31.209999
"189","2010-10-04",31.209999
"190","2010-10-05",31.209999
"191","2010-10-06",31.209999
"192","2010-10-07",31.209999
"193","2010-10-08",31.209999
"194","2010-10-11",31.209999
"195","2010-10-12",31.209999
"196","2010-10-13",31.209999
"197","2010-10-14",32.259998
"198","2010-10-15",32.259998
"199","2010-10-18",31.879999
"200","2010-10-19",31.879999
"201","2010-10-20",31.879999
"202","2010-10-21",31.84
"203","2010-10-22",31.84
"204","2010-10-25",31.870001
"205","2010-10-26",31.870001
"206","2010-10-27",31.870001
"207","2010-10-28",31.870001
"208","2010-10-29",31.870001
"209","2010-11-01",31.870001
"210","2010-11-02",32.599998
"211","2010-11-03",32.419998
"212","2010-11-04",33.290001
"213","2010-11-05",33.439999
"214","2010-11-08",33.080002
"215","2010-11-09",32.509998
"216","2010-11-10",32.509998
"217","2010-11-11",32.509998
"218","2010-11-12",32.509998
"219","2010-11-15",32.509998
"220","2010-11-16",32.509998
"221","2010-11-17",30.33
"222","2010-11-18",30.709999
"223","2010-11-19",30.709999
"224","2010-11-22",30.709999
"225","2010-11-23",30.709999
"226","2010-11-24",31.51
"227","2010-11-26",31.51
"228","2010-11-29",31.469999
"229","2010-11-30",31.469999
"230","2010-12-01",31.469999
"231","2010-12-02",31.469999
"232","2010-12-03",31.469999
"233","2010-12-06",31.469999
"234","2010-12-07",31.469999
"235","2010-12-08",31.469999
"236","2010-12-09",31.469999
"237","2010-12-10",31.469999
"238","2010-12-13",31.469999
"239","2010-12-14",31.469999
"240","2010-12-15",31.469999
"241","2010-12-16",31.469999
"242","2010-12-17",31.469999
"243","2010-12-20",33.57
"244","2010-12-21",33.290001
"245","2010-12-22",33.459999
"246","2010-12-23",33.459999
"247","2010-12-27",33.459999
"248","2010-12-28",33.459999
"249","2010-12-29",34.16
"250","2010-12-30",34.16
"251","2010-12-31",34.16
"252","2011-01-03",34.16
"253","2011-01-04",34.16
"254","2011-01-05",34.16
"255","2011-01-06",34.16
"256","2011-01-07",34.16
"257","2011-01-10",34.16
"258","2011-01-11",34.259998
"259","2011-01-12",34.259998
"260","2011-01-13",34.259998
"261","2011-01-14",34.259998
"262","2011-01-18",34.52
"263","2011-01-19",34.52
"264","2011-01-20",34.52
"265","2011-01-21",34.52
"266","2011-01-24",34.52
"267","2011-01-25",34.52
"268","2011-01-26",33.939999
"269","2011-01-27",33.939999
"270","2011-01-28",33.939999
"271","2011-01-31",33.939999
"272","2011-02-01",33.939999
"273","2011-02-02",35.389999
"274","2011-02-03",35.389999
"275","2011-02-04",35.389999
"276","2011-02-07",35.509998
"277","2011-02-08",35.509998
"278","2011-02-09",35.509998
"279","2011-02-10",35.509998
"280","2011-02-11",33.68
"281","2011-02-14",33.68
"282","2011-02-15",33.68
"283","2011-02-16",33.68
"284","2011-02-17",33.889999
"285","2011-02-18",34.349998
"286","2011-02-22",33.66
"287","2011-02-23",33.360001
"288","2011-02-24",33.330002
"289","2011-02-25",33.330002
"290","2011-02-28",33.91
"291","2011-03-01",33.91
"292","2011-03-02",33.91
"293","2011-03-03",34.16
"294","2011-03-04",34.27
"295","2011-03-07",33.77
"296","2011-03-08",33.77
"297","2011-03-09",33.77
"298","2011-03-10",32.919998
"299","2011-03-11",32.919998
"300","2011-03-14",32.709999
"301","2011-03-15",32.709999
"302","2011-03-16",32.709999
"303","2011-03-17",32.709999
"304","2011-03-18",33.16
"305","2011-03-21",33.16
"306","2011-03-22",33.16
"307","2011-03-23",33.16
"308","2011-03-24",33.16
"309","2011-03-25",33.16
"310","2011-03-28",34.220001
"311","2011-03-29",34.220001
"312","2011-03-30",34.220001
"313","2011-03-31",34.220001
"314","2011-04-01",34.220001
"315","2011-04-04",34.220001
"316","2011-04-05",34.220001
"317","2011-04-06",34.220001
"318","2011-04-07",33.959999
"319","2011-04-08",33.84
"320","2011-04-11",33.84
"321","2011-04-12",33.139999
"322","2011-04-13",33.139999
"323","2011-04-14",33.099998
"324","2011-04-15",32.990002
"325","2011-04-18",32.990002
"326","2011-04-19",32.990002
"327","2011-04-20",33.43
"328","2011-04-21",33.43
"329","2011-04-25",33.240002
"330","2011-04-26",33.240002
"331","2011-04-27",33.240002
"332","2011-04-28",33.240002
"333","2011-04-29",33.73
"334","2011-05-02",33.73
"335","2011-05-03",33.849998
"336","2011-05-04",33.849998
"337","2011-05-05",33.290001
"338","2011-05-06",33.650002
"339","2011-05-09",33.650002
"340","2011-05-10",34.580002
"341","2011-05-11",34.580002
"342","2011-05-12",33.720001
"343","2011-05-13",33.720001
"344","2011-05-16",33.720001
"345","2011-05-17",33.720001
"346","2011-05-18",33.720001
"347","2011-05-19",34.209999
"348","2011-05-20",34.259998
"349","2011-05-23",34.259998
"350","2011-05-24",34.259998
"351","2011-05-25",34.259998
"352","2011-05-26",34.259998
"353","2011-05-27",34.59
"354","2011-05-31",33.990002
"355","2011-06-01",33.98
"356","2011-06-02",33.830002
"357","2011-06-03",33.830002
"358","2011-06-06",33.049999
"359","2011-06-07",33.049999
"360","2011-06-08",33.049999
"361","2011-06-09",33.049999
"362","2011-06-10",32.380001
"363","2011-06-13",32.380001
"364","2011-06-14",32.82
"365","2011-06-15",31.950001
"366","2011-06-16",31.809999
"367","2011-06-17",31.809999
"368","2011-06-20",31.809999
"369","2011-06-21",31.809999
"370","2011-06-22",31.809999
"371","2011-06-23",32.189999
"372","2011-06-24",32.189999
"373","2011-06-27",32.189999
"374","2011-06-28",31.98
"375","2011-06-29",31.98
"376","2011-06-30",33.48
"377","2011-07-01",33.48
"378","2011-07-05",33.48
"379","2011-07-06",33.48
"380","2011-07-07",33.93
"381","2011-07-08",33.950001
"382","2011-07-11",33.439999
"383","2011-07-12",33.439999
"384","2011-07-13",33.439999
"385","2011-07-14",33.439999
"386","2011-07-15",33.439999
"387","2011-07-18",33.439999
"388","2011-07-19",34.080002
"389","2011-07-20",33.950001
"390","2011-07-21",33.950001
"391","2011-07-22",33.950001
"392","2011-07-25",33.950001
"393","2011-07-26",34.349998
"394","2011-07-27",34.419998
"395","2011-07-28",34.419998
"396","2011-07-29",34.419998
"397","2011-08-01",34.419998
"398","2011-08-02",32.830002
"399","2011-08-03",31.76
"400","2011-08-04",30.83
"401","2011-08-05",31.389999
"402","2011-08-08",29.52
"403","2011-08-09",29.52
"404","2011-08-10",29.52
"405","2011-08-11",29.52
"406","2011-08-12",29.52
"407","2011-08-15",32.18
"408","2011-08-16",32.18
"409","2011-08-17",32.18
"410","2011-08-18",32.18
"411","2011-08-19",32.18
"412","2011-08-22",30.58
"413","2011-08-23",31.32
"414","2011-08-24",31.700001
"415","2011-08-25",31.700001
"416","2011-08-26",31.700001
"417","2011-08-29",31.700001
"418","2011-08-30",31.700001
"419","2011-08-31",33.310001
"420","2011-09-01",33.310001
"421","2011-09-02",33.310001
"422","2011-09-06",33.310001
"423","2011-09-07",33.310001
"424","2011-09-08",33.139999
"425","2011-09-09",32.450001
"426","2011-09-12",32.450001
"427","2011-09-13",32.450001
"428","2011-09-14",32.450001
"429","2011-09-15",32.450001
"430","2011-09-16",32.450001
"431","2011-09-19",32.450001
"432","2011-09-20",32.450001
"433","2011-09-21",32.450001
"434","2011-09-22",30.809999
"435","2011-09-23",30.809999
"436","2011-09-26",30.82
"437","2011-09-27",30.82
"438","2011-09-28",30.82
"439","2011-09-29",30.82
"440","2011-09-30",30.82
"441","2011-10-03",30.99
"442","2011-10-04",30.99
"443","2011-10-05",30.99
"444","2011-10-06",30.99
"445","2011-10-07",30.99
"446","2011-10-10",30.99
"447","2011-10-11",31.780001
"448","2011-10-12",31.780001
"449","2011-10-13",32.32
"450","2011-10-14",32.32
"451","2011-10-17",32.529999
"452","2011-10-18",32.970001
"453","2011-10-19",32.970001
"454","2011-10-20",32.970001
"455","2011-10-21",32.970001
"456","2011-10-24",33.560001
"457","2011-10-25",33.560001
"458","2011-10-26",33.310001
"459","2011-10-27",34.150002
"460","2011-10-28",34.150002
"461","2011-10-31",34.150002
"462","2011-11-01",34.150002
"463","2011-11-02",34.150002
"464","2011-11-03",34.150002
"465","2011-11-04",34.150002
"466","2011-11-07",34.150002
"467","2011-11-08",34.150002
"468","2011-11-09",34.150002
"469","2011-11-10",34.150002
"470","2011-11-11",34.150002
"471","2011-11-14",34.150002
"472","2011-11-15",34.150002
