"","date","APTO"
"1","2007-01-03",75.599998
"2","2007-01-04",79.199997
"3","2007-01-05",75.599998
"4","2007-01-08",75.599998
"5","2007-01-09",75.599998
"6","2007-01-10",75.599998
"7","2007-01-11",72
"8","2007-01-12",75.599998
"9","2007-01-16",75.599998
"10","2007-01-17",72
"11","2007-01-18",72
"12","2007-01-19",72
"13","2007-01-22",75.599998
"14","2007-01-23",72
"15","2007-01-24",72
"16","2007-01-25",72
"17","2007-01-26",97.199997
"18","2007-01-29",90
"19","2007-01-30",82.800003
"20","2007-01-31",86.400002
"21","2007-02-01",93.599998
"22","2007-02-02",90
"23","2007-02-05",93.599998
"24","2007-02-06",90
"25","2007-02-07",90
"26","2007-02-08",90
"27","2007-02-09",97.199997
"28","2007-02-12",97.199997
"29","2007-02-13",100.800003
"30","2007-02-14",111.599998
"31","2007-02-15",104.400002
"32","2007-02-16",115.199997
"33","2007-02-20",108
"34","2007-02-21",97.199997
"35","2007-02-22",93.599998
"36","2007-02-23",97.199997
"37","2007-02-26",93.599998
"38","2007-02-27",93.599998
"39","2007-02-28",93.599998
"40","2007-03-01",100.800003
"41","2007-03-02",93.599998
"42","2007-03-05",90
"43","2007-03-06",90
"44","2007-03-07",86.400002
"45","2007-03-08",90
"46","2007-03-09",90
"47","2007-03-12",90
"48","2007-03-13",90
"49","2007-03-14",86.400002
"50","2007-03-15",82.800003
"51","2007-03-16",82.800003
"52","2007-03-19",86.400002
"53","2007-03-20",90
"54","2007-03-21",86.400002
"55","2007-03-22",86.400002
"56","2007-03-23",86.400002
"57","2007-03-26",82.800003
"58","2007-03-27",82.800003
"59","2007-03-28",86.400002
"60","2007-03-29",86.400002
"61","2007-03-30",82.800003
"62","2007-04-02",86.400002
"63","2007-04-03",82.800003
"64","2007-04-04",86.400002
"65","2007-04-05",86.400002
"66","2007-04-09",82.800003
"67","2007-04-10",100.800003
"68","2007-04-11",93.599998
"69","2007-04-12",90
"70","2007-04-13",93.599998
"71","2007-04-16",90
"72","2007-04-17",100.800003
"73","2007-04-18",93.599998
"74","2007-04-19",90
"75","2007-04-20",90
"76","2007-04-23",86.400002
"77","2007-04-24",82.800003
"78","2007-04-25",82.800003
"79","2007-04-26",79.199997
"80","2007-04-27",86.400002
"81","2007-04-30",86.400002
"82","2007-05-01",79.199997
"83","2007-05-02",90
"84","2007-05-03",90
"85","2007-05-04",90
"86","2007-05-07",93.599998
"87","2007-05-08",90
"88","2007-05-09",90
"89","2007-05-10",86.400002
"90","2007-05-11",86.400002
"91","2007-05-14",90
"92","2007-05-15",90
"93","2007-05-16",90
"94","2007-05-17",90
"95","2007-05-18",93.599998
"96","2007-05-21",93.599998
"97","2007-05-22",90
"98","2007-05-23",82.800003
"99","2007-05-24",86.400002
"100","2007-05-25",90
"101","2007-05-29",86.400002
"102","2007-05-30",82.800003
"103","2007-05-31",82.800003
"104","2007-06-01",82.800003
"105","2007-06-04",82.800003
"106","2007-06-05",82.800003
"107","2007-06-06",86.400002
"108","2007-06-07",90
"109","2007-06-08",82.800003
"110","2007-06-11",86.400002
"111","2007-06-12",82.800003
"112","2007-06-13",82.800003
"113","2007-06-14",82.800003
"114","2007-06-15",86.400002
"115","2007-06-18",82.800003
"116","2007-06-19",82.800003
"117","2007-06-20",82.800003
"118","2007-06-21",79.199997
"119","2007-06-22",82.800003
"120","2007-06-25",82.800003
"121","2007-06-26",82.800003
"122","2007-06-27",75.599998
"123","2007-06-28",82.800003
"124","2007-06-29",75.599998
"125","2007-07-02",75.599998
"126","2007-07-03",75.599998
"127","2007-07-05",75.599998
"128","2007-07-06",75.599998
"129","2007-07-09",79.199997
"130","2007-07-10",79.199997
"131","2007-07-11",82.800003
"132","2007-07-12",82.800003
"133","2007-07-13",82.800003
"134","2007-07-16",75.599998
"135","2007-07-17",82.800003
"136","2007-07-18",82.800003
"137","2007-07-19",82.800003
"138","2007-07-20",82.800003
"139","2007-07-23",82.800003
"140","2007-07-24",82.800003
"141","2007-07-25",82.800003
"142","2007-07-26",79.199997
"143","2007-07-27",75.599998
"144","2007-07-30",75.599998
"145","2007-07-31",72
"146","2007-08-01",72
"147","2007-08-02",72
"148","2007-08-03",72
"149","2007-08-06",68.400002
"150","2007-08-07",72
"151","2007-08-08",72
"152","2007-08-09",72
"153","2007-08-10",68.400002
"154","2007-08-13",68.400002
"155","2007-08-14",68.400002
"156","2007-08-15",61.200001
"157","2007-08-16",61.200001
"158","2007-08-17",61.200001
"159","2007-08-20",61.200001
"160","2007-08-21",64.800003
"161","2007-08-22",57.599998
"162","2007-08-23",64.800003
"163","2007-08-24",79.199997
"164","2007-08-27",75.599998
"165","2007-08-28",68.400002
"166","2007-08-29",64.800003
"167","2007-08-30",68.400002
"168","2007-08-31",75.599998
"169","2007-09-04",75.599998
"170","2007-09-05",68.400002
"171","2007-09-06",64.800003
"172","2007-09-07",72
"173","2007-09-10",75.599998
"174","2007-09-11",79.199997
"175","2007-09-12",79.199997
"176","2007-09-13",79.199997
"177","2007-09-14",79.199997
"178","2007-09-17",75.599998
"179","2007-09-18",72
"180","2007-09-19",72
"181","2007-09-20",79.199997
"182","2007-09-21",72
"183","2007-09-24",75.599998
"184","2007-09-25",72
"185","2007-09-26",72
"186","2007-09-27",68.400002
"187","2007-09-28",64.800003
"188","2007-10-01",68.400002
"189","2007-10-02",72
"190","2007-10-03",68.400002
"191","2007-10-04",68.400002
"192","2007-10-05",72
"193","2007-10-08",75.599998
"194","2007-10-09",64.800003
"195","2007-10-10",68.400002
"196","2007-10-11",61.200001
"197","2007-10-12",61.200001
"198","2007-10-15",64.800003
"199","2007-10-16",64.800003
"200","2007-10-17",68.400002
"201","2007-10-18",64.800003
"202","2007-10-19",68.400002
"203","2007-10-22",72
"204","2007-10-23",75.599998
"205","2007-10-24",79.199997
"206","2007-10-25",82.800003
"207","2007-10-26",86.400002
"208","2007-10-29",93.599998
"209","2007-10-30",90
"210","2007-10-31",90
"211","2007-11-01",86.400002
"212","2007-11-02",86.400002
"213","2007-11-05",75.599998
"214","2007-11-06",86.400002
"215","2007-11-07",82.800003
"216","2007-11-08",82.800003
"217","2007-11-09",75.599998
"218","2007-11-12",75.599998
"219","2007-11-13",72
"220","2007-11-14",75.599998
"221","2007-11-15",75.599998
"222","2007-11-16",72
"223","2007-11-19",72
"224","2007-11-20",75.599998
"225","2007-11-21",79.199997
"226","2007-11-23",75.599998
"227","2007-11-26",75.599998
"228","2007-11-27",68.400002
"229","2007-11-28",75.599998
"230","2007-11-29",68.400002
"231","2007-11-30",68.400002
"232","2007-12-03",68.400002
"233","2007-12-04",61.200001
"234","2007-12-05",72
"235","2007-12-06",68.400002
"236","2007-12-07",72
"237","2007-12-10",64.800003
"238","2007-12-11",68.400002
"239","2007-12-12",64.800003
"240","2007-12-13",64.800003
"241","2007-12-14",57.599998
"242","2007-12-17",64.800003
"243","2007-12-18",68.400002
"244","2007-12-19",68.400002
"245","2007-12-20",64.800003
"246","2007-12-21",61.200001
"247","2007-12-24",64.800003
"248","2007-12-26",61.200001
