"","date","TM"
"1","2007-01-03",135.300003
"2","2007-01-04",137.770004
"3","2007-01-05",133.720001
"4","2007-01-08",133.970001
"5","2007-01-09",132.160004
"6","2007-01-10",129.429993
"7","2007-01-11",128.779999
"8","2007-01-12",130.889999
"9","2007-01-16",131.210007
"10","2007-01-17",131.100006
"11","2007-01-18",132.080002
"12","2007-01-19",132.330002
"13","2007-01-22",131.210007
"14","2007-01-23",132.080002
"15","2007-01-24",135.550003
"16","2007-01-25",131.699997
"17","2007-01-26",131.539993
"18","2007-01-29",131.699997
"19","2007-01-30",132.710007
"20","2007-01-31",131.779999
"21","2007-02-01",133.279999
"22","2007-02-02",131.270004
"23","2007-02-05",130.460007
"24","2007-02-06",133.699997
"25","2007-02-07",132.940002
"26","2007-02-08",132.100006
"27","2007-02-09",132.059998
"28","2007-02-12",131.789993
"29","2007-02-13",134.860001
"30","2007-02-14",136.5
"31","2007-02-15",136.770004
"32","2007-02-16",137.149994
"33","2007-02-20",136.669998
"34","2007-02-21",135.589996
"35","2007-02-22",135.649994
"36","2007-02-23",135.5
"37","2007-02-26",137.029999
"38","2007-02-27",132.970001
"39","2007-02-28",133.600006
"40","2007-03-01",131.279999
"41","2007-03-02",129.089996
"42","2007-03-05",127.910004
"43","2007-03-06",132.729996
"44","2007-03-07",132.919998
"45","2007-03-08",134.440002
"46","2007-03-09",133.139999
"47","2007-03-12",133.399994
"48","2007-03-13",130.75
"49","2007-03-14",129.979996
"50","2007-03-15",130.740005
"51","2007-03-16",129.899994
"52","2007-03-19",131.550003
"53","2007-03-20",132.050003
"54","2007-03-21",133.529999
"55","2007-03-22",132.800003
"56","2007-03-23",133.179993
"57","2007-03-26",132.699997
"58","2007-03-27",131.259995
"59","2007-03-28",128.860001
"60","2007-03-29",129.949997
"61","2007-03-30",128.160004
"62","2007-04-02",126.919998
"63","2007-04-03",126.980003
"64","2007-04-04",127.739998
"65","2007-04-05",126.489998
"66","2007-04-09",126.290001
"67","2007-04-10",126.489998
"68","2007-04-11",124.540001
"69","2007-04-12",124.400002
"70","2007-04-13",121.519997
"71","2007-04-16",122.730003
"72","2007-04-17",122.290001
"73","2007-04-18",123.660004
"74","2007-04-19",124.169998
"75","2007-04-20",125.93
