"","date","AKRO"
"1","2019-06-20",18.32
"2","2019-06-21",19.700001
"3","2019-06-24",19.040001
"4","2019-06-25",18.08
"5","2019-06-26",19.83
"6","2019-06-27",18.559999
"7","2019-06-28",19.15
"8","2019-07-01",19.030001
"9","2019-07-02",18.35
"10","2019-07-03",19.190001
"11","2019-07-05",19.18
"12","2019-07-08",17.85
"13","2019-07-09",17.200001
"14","2019-07-10",16.889999
"15","2019-07-11",18.370001
"16","2019-07-12",19.879999
"17","2019-07-15",20.75
"18","2019-07-16",20.530001
"19","2019-07-17",21.549999
"20","2019-07-18",20.639999
"21","2019-07-19",20.780001
"22","2019-07-22",22.379999
"23","2019-07-23",23.35
"24","2019-07-24",22.860001
"25","2019-07-25",25.41
"26","2019-07-26",26.120001
"27","2019-07-29",24.09
"28","2019-07-30",23.76
"29","2019-07-31",24.200001
"30","2019-08-01",24.370001
"31","2019-08-02",25.299999
"32","2019-08-05",24.309999
"33","2019-08-06",26.1
"34","2019-08-07",28.01
"35","2019-08-08",27.1
"36","2019-08-09",25.950001
"37","2019-08-12",26
"38","2019-08-13",26.280001
"39","2019-08-14",26.059999
"40","2019-08-15",26.5
"41","2019-08-16",26.34
"42","2019-08-19",27.59
"43","2019-08-20",27.52
"44","2019-08-21",28.74
"45","2019-08-22",28.4
"46","2019-08-23",28.16
"47","2019-08-26",28.65
"48","2019-08-27",28.41
"49","2019-08-28",29.879999
"50","2019-08-29",28.530001
"51","2019-08-30",27.709999
"52","2019-09-03",27.530001
"53","2019-09-04",26.969999
"54","2019-09-05",26.85
"55","2019-09-06",25.940001
"56","2019-09-09",22.370001
"57","2019-09-10",21.450001
"58","2019-09-11",21.32
"59","2019-09-12",21.049999
"60","2019-09-13",20.200001
"61","2019-09-16",19.040001
"62","2019-09-17",19.74
"63","2019-09-18",19
"64","2019-09-19",18.01
"65","2019-09-20",18.879999
"66","2019-09-23",19.959999
"67","2019-09-24",19.9
"68","2019-09-25",19.16
"69","2019-09-26",21.1
"70","2019-09-27",19.83
"71","2019-09-30",22.75
"72","2019-10-01",23.959999
"73","2019-10-02",22.290001
"74","2019-10-03",20.75
"75","2019-10-04",19.73
"76","2019-10-07",18.450001
"77","2019-10-08",17.969999
"78","2019-10-09",17.370001
"79","2019-10-10",17.74
"80","2019-10-11",18.25
"81","2019-10-14",18.690001
"82","2019-10-15",18.889999
"83","2019-10-16",19.620001
"84","2019-10-17",20.58
"85","2019-10-18",20.43
"86","2019-10-21",21.030001
"87","2019-10-22",20.92
"88","2019-10-23",20.290001
"89","2019-10-24",21.059999
"90","2019-10-25",20.99
"91","2019-10-28",20.209999
"92","2019-10-29",22.01
"93","2019-10-30",23.35
"94","2019-10-31",23.209999
"95","2019-11-01",23.200001
"96","2019-11-04",21.959999
"97","2019-11-05",20.959999
"98","2019-11-06",20.469999
"99","2019-11-07",20.42
"100","2019-11-08",19.969999
"101","2019-11-11",19.629999
"102","2019-11-12",18.77
"103","2019-11-13",18.889999
"104","2019-11-14",19.969999
"105","2019-11-15",19.48
"106","2019-11-18",20.32
"107","2019-11-19",21.690001
"108","2019-11-20",20.65
"109","2019-11-21",20.33
"110","2019-11-22",19.83
"111","2019-11-25",18.9
"112","2019-11-26",19.360001
"113","2019-11-27",19.209999
"114","2019-11-29",19.690001
"115","2019-12-02",20.4
"116","2019-12-03",19.559999
"117","2019-12-04",20.110001
"118","2019-12-05",22.059999
"119","2019-12-06",22.99
"120","2019-12-09",23.17
"121","2019-12-10",24.35
"122","2019-12-11",23
"123","2019-12-12",20.280001
"124","2019-12-13",21.09
"125","2019-12-16",19.450001
"126","2019-12-17",19.09
"127","2019-12-18",19.4
"128","2019-12-19",18.99
"129","2019-12-20",20.440001
"130","2019-12-23",21.719999
"131","2019-12-24",21.41
"132","2019-12-26",22.549999
"133","2019-12-27",23.08
"134","2019-12-30",27.27
"135","2019-12-31",22.195
"136","2020-01-02",20.08
"137","2020-01-03",19.17
"138","2020-01-06",19.940001
"139","2020-01-07",20.110001
"140","2020-01-08",19.75
"141","2020-01-09",19.959999
"142","2020-01-10",20.23
"143","2020-01-13",20.110001
"144","2020-01-14",19.84
"145","2020-01-15",19.690001
"146","2020-01-16",19.690001
"147","2020-01-17",20.18
"148","2020-01-21",22.940001
"149","2020-01-22",23.33
"150","2020-01-23",24.5
"151","2020-01-24",24.709999
"152","2020-01-27",23.59
"153","2020-01-28",23.700001
"154","2020-01-29",23.9
"155","2020-01-30",24.9
"156","2020-01-31",24.690001
"157","2020-02-03",24.65
"158","2020-02-04",25.4
"159","2020-02-05",26.07
"160","2020-02-06",26.92
"161","2020-02-07",26.09
"162","2020-02-10",26.92
"163","2020-02-11",27.049999
"164","2020-02-12",24.969999
"165","2020-02-13",25.33
"166","2020-02-14",24.02
"167","2020-02-18",24.07
"168","2020-02-19",23.690001
"169","2020-02-20",23.15
"170","2020-02-21",22.59
"171","2020-02-24",24.15
"172","2020-02-25",22.34
"173","2020-02-26",22.17
"174","2020-02-27",21.99
"175","2020-02-28",21.77
"176","2020-03-02",22.92
"177","2020-03-03",22.719999
"178","2020-03-04",23.66
"179","2020-03-05",23.82
"180","2020-03-06",24.41
"181","2020-03-09",22.049999
"182","2020-03-10",21.950001
"183","2020-03-11",21.01
"184","2020-03-12",15.005
"185","2020-03-13",19
"186","2020-03-16",13.04
"187","2020-03-17",15.03
"188","2020-03-18",12.8
"189","2020-03-19",15.65
"190","2020-03-20",16.879999
"191","2020-03-23",16.559999
"192","2020-03-24",16.75
"193","2020-03-25",16.73
"194","2020-03-26",16.959999
"195","2020-03-27",16.120001
"196","2020-03-30",17.18
"197","2020-03-31",21.200001
"198","2020-04-01",19.25
"199","2020-04-02",19.35
"200","2020-04-03",20
"201","2020-04-06",20.290001
"202","2020-04-07",19.799999
"203","2020-04-08",20.959999
"204","2020-04-09",24.15
"205","2020-04-13",20.91
"206","2020-04-14",22.26
"207","2020-04-15",21.43
"208","2020-04-16",21.16
"209","2020-04-17",20.559999
"210","2020-04-20",21.719999
"211","2020-04-21",20.83
"212","2020-04-22",19.75
"213","2020-04-23",19.4
"214","2020-04-24",19.5
"215","2020-04-27",22.059999
"216","2020-04-28",20.950001
"217","2020-04-29",21.5
"218","2020-04-30",20.4
"219","2020-05-01",21.09
"220","2020-05-04",21.139999
"221","2020-05-05",20.870001
"222","2020-05-06",20.549999
"223","2020-05-07",21.719999
"224","2020-05-08",22.01
"225","2020-05-11",22
"226","2020-05-12",21.889999
"227","2020-05-13",20.530001
"228","2020-05-14",22.51
"229","2020-05-15",22.99
"230","2020-05-18",22.690001
"231","2020-05-19",23.219999
"232","2020-05-20",24.35
"233","2020-05-21",23.43
"234","2020-05-22",24.209999
"235","2020-05-26",24.41
"236","2020-05-27",24.93
"237","2020-05-28",25.059999
"238","2020-05-29",25.42
"239","2020-06-01",25.200001
"240","2020-06-02",25.98
"241","2020-06-03",22.780001
"242","2020-06-04",24.370001
"243","2020-06-05",24.049999
"244","2020-06-08",25.639999
"245","2020-06-09",25.040001
"246","2020-06-10",25.1
"247","2020-06-11",23.4
"248","2020-06-12",24.280001
"249","2020-06-15",24.889999
"250","2020-06-16",24.84
"251","2020-06-17",25.700001
