"","date","CHFS"
"433","2013-11-05",2547720
"434","2013-11-06",2411640
"435","2013-11-07",2338560
"436","2013-11-08",2497320
"437","2013-11-11",2525040
"438","2013-11-12",2371320
"439","2013-11-13",2333520
"440","2013-11-14",2313360
"441","2013-11-15",2300760
"442","2013-11-18",2207520
"443","2013-11-19",2205000
"444","2013-11-20",2184840
"445","2013-11-21",2147040
"446","2013-11-22",2086560
"447","2013-11-25",2018520
"448","2013-11-26",2152080
"449","2013-11-27",2217600
"450","2013-11-29",2283120
"451","2013-12-02",2305800
"452","2013-12-03",2285640
"453","2013-12-04",2275560
"454","2013-12-05",2217600
"455","2013-12-06",2144520
"456","2013-12-09",2081520
"457","2013-12-10",2157120
"458","2013-12-11",2073960
"459","2013-12-12",2104200
"460","2013-12-13",2111760
"461","2013-12-16",2139480
"462","2013-12-17",2106720
"463","2013-12-18",2136960
"464","2013-12-19",2179800
"465","2013-12-20",2288160
"466","2013-12-23",2404080
"467","2013-12-24",2451960
"468","2013-12-26",2328480
"469","2013-12-27",2366280
"470","2013-12-30",2499840
"471","2013-12-31",2446920
"472","2014-01-02",2545200
"473","2014-01-03",2585520
"474","2014-01-06",2507400
"475","2014-01-07",2542680
"476","2014-01-08",2565360
"477","2014-01-09",2711520
"478","2014-01-10",2845080
"479","2014-01-13",2595600
"480","2014-01-14",2590560
"481","2014-01-15",2658600
"482","2014-01-16",2595600
"483","2014-01-17",2514960
"484","2014-01-21",2469600
"485","2014-01-22",2431800
"486","2014-01-23",2454480
"487","2014-01-24",2383920
"488","2014-01-27",2331000
"489","2014-01-28",2371320
"490","2014-01-29",2451960
"491","2014-01-30",2532600
"492","2014-01-31",2504880
"493","2014-02-03",2348640
"494","2014-02-04",2358720
"495","2014-02-05",2346120
"496","2014-02-06",2288160
"497","2014-02-07",2268000
"498","2014-02-10",2283120
"499","2014-02-11",2273040
"500","2014-02-12",2255400
"501","2014-02-13",2280600
"502","2014-02-14",2285640
"503","2014-02-18",2290680
"504","2014-02-19",2273040
"505","2014-02-20",2199960
"506","2014-02-21",2106720
"507","2014-02-24",2104200
"508","2014-02-25",2111760
"509","2014-02-26",2114280
"510","2014-02-27",2169720
"511","2014-02-28",2094120
"512","2014-03-03",2154600
"513","2014-03-04",2194920
"514","2014-03-05",2167200
"515","2014-03-06",2106720
"516","2014-03-07",2005920
"517","2014-03-10",2033640
"518","2014-03-11",1577520
"519","2014-03-12",1597680
"520","2014-03-13",1610280
"521","2014-03-14",1559880
"522","2014-03-17",1496880
"523","2014-03-18",1658160
"524","2014-03-19",1630440
"525","2014-03-20",1577520
"526","2014-03-21",1514520
"527","2014-03-24",1446480
"528","2014-03-25",1512000
"529","2014-03-26",1451520
"530","2014-03-27",1436400
"531","2014-03-28",1411200
"532","2014-03-31",1471680
"533","2014-04-01",1431360
"534","2014-04-02",1499400
"535","2014-04-03",1474200
"536","2014-04-04",1501920
"537","2014-04-07",1433880
"538","2014-04-08",1491840
"539","2014-04-09",1529640
"540","2014-04-10",1469160
"541","2014-04-11",1401120
"542","2014-04-14",1323000
"543","2014-04-15",1310400
"544","2014-04-16",1436400
"545","2014-04-17",1411200
"546","2014-04-21",1403640
"547","2014-04-22",1421280
"548","2014-04-23",1441440
"549","2014-04-24",1406160
"550","2014-04-25",1375920
"551","2014-04-28",1396080
"552","2014-04-29",1386000
"553","2014-04-30",1459080
"554","2014-05-01",1537200
"555","2014-05-02",1499400
"556","2014-05-05",1610280
"557","2014-05-06",1527120
"558","2014-05-07",1446480
"559","2014-05-08",1454040
"560","2014-05-09",1418760
"561","2014-05-12",1401120
"562","2014-05-13",1464120
"563","2014-05-14",1446480
"564","2014-05-15",1396080
"565","2014-05-16",1398600
"566","2014-05-19",1431360
"567","2014-05-20",1411200
"568","2014-05-21",1411200
"569","2014-05-22",1441440
"570","2014-05-23",1428840
"571","2014-05-27",1454040
"572","2014-05-28",1443960
"573","2014-05-29",1403640
"574","2014-05-30",1360800
"575","2014-06-02",1335600
"576","2014-06-03",1295280
"577","2014-06-04",1287720
"578","2014-06-05",1257480
"579","2014-06-06",1260000
"580","2014-06-09",1267560
"581","2014-06-10",1343160
"582","2014-06-11",1454040
"583","2014-06-12",1451520
"584","2014-06-13",1441440
"585","2014-06-16",1469160
"586","2014-06-17",1469160
"587","2014-06-18",1466640
"588","2014-06-19",1456560
"589","2014-06-20",1466640
"590","2014-06-23",1469160
"591","2014-06-24",1431360
"592","2014-06-25",1358280
"593","2014-06-26",1350720
"594","2014-06-27",1378440
"595","2014-06-30",1411200
"596","2014-07-01",1391040
"597","2014-07-02",1386000
"598","2014-07-03",1368360
"599","2014-07-07",1383480
"600","2014-07-08",1353240
"601","2014-07-09",1353240
"602","2014-07-10",1335600
"603","2014-07-11",1325520
"604","2014-07-14",1323000
"605","2014-07-15",1272600
"606","2014-07-16",1254960
"607","2014-07-17",1244880
"608","2014-07-18",1252440
"609","2014-07-21",1224720
"610","2014-07-22",1237320
"611","2014-07-23",1209600
"612","2014-07-24",1305360
"613","2014-07-25",1285200
"614","2014-07-28",1270080
"615","2014-07-29",1249920
"616","2014-07-30",1265040
"617","2014-07-31",1254960
"618","2014-08-01",1247400
"619","2014-08-04",1219680
"620","2014-08-05",1199520
"621","2014-08-06",1191960
"622","2014-08-07",1171800
"623","2014-08-08",1055880
"624","2014-08-11",1108800
"625","2014-08-12",1272600
"626","2014-08-13",1373400
"627","2014-08-14",1340640
"628","2014-08-15",1340640
"629","2014-08-18",1338120
"630","2014-08-19",1378440
"631","2014-08-20",1368360
"632","2014-08-21",1438920
"633","2014-08-22",1375920
"634","2014-08-25",1423800
"635","2014-08-26",1378440
"636","2014-08-27",1411200
"637","2014-08-28",1378440
"638","2014-08-29",1408680
"639","2014-09-02",1360800
"640","2014-09-03",1355760
"641","2014-09-04",1386000
"642","2014-09-05",1426320
"643","2014-09-08",1441440
"644","2014-09-09",1443960
"645","2014-09-10",1454040
"646","2014-09-11",1491840
"647","2014-09-12",1514520
"648","2014-09-15",1469160
"649","2014-09-16",1592640
"650","2014-09-17",1612800
"651","2014-09-18",1539720
"652","2014-09-19",1421280
"653","2014-09-22",1408680
"654","2014-09-23",1411200
"655","2014-09-24",1411200
"656","2014-09-25",1401120
"657","2014-09-26",1398600
"658","2014-09-29",1398600
"659","2014-09-30",1421280
"660","2014-10-01",1393560
"661","2014-10-02",1378440
"662","2014-10-03",1403640
"663","2014-10-06",1368360
"664","2014-10-07",1373400
"665","2014-10-08",1449000
"666","2014-10-09",1391040
"667","2014-10-10",1373400
"668","2014-10-13",1320480
"669","2014-10-14",1295280
"670","2014-10-15",1295280
"671","2014-10-16",1338120
"672","2014-10-17",1323000
"673","2014-10-20",1325520
"674","2014-10-21",1333080
"675","2014-10-22",1280160
"676","2014-10-23",1350720
"677","2014-10-24",1338120
"678","2014-10-27",1378440
"679","2014-10-28",1386000
"680","2014-10-29",1481760
"681","2014-10-30",1229760
"682","2014-10-31",1222200
"683","2014-11-03",1260000
"684","2014-11-04",1229760
"685","2014-11-05",1202040
"686","2014-11-06",1197000
"687","2014-11-07",1171800
"688","2014-11-10",1257480
"689","2014-11-11",1254960
"690","2014-11-12",1234800
"691","2014-11-13",1254960
"692","2014-11-14",1252440
"693","2014-11-17",1212120
"694","2014-11-18",1189440
"695","2014-11-19",1134000
"696","2014-11-20",1184400
"697","2014-11-21",1166760
"698","2014-11-24",1159200
"699","2014-11-25",1149120
"700","2014-11-26",1136520
"701","2014-11-28",1146600
"702","2014-12-01",1139040
"703","2014-12-02",1106280
"704","2014-12-03",1098720
"705","2014-12-04",1101240
"706","2014-12-05",1081080
"707","2014-12-08",1088640
"708","2014-12-09",1081080
"709","2014-12-10",1073520
"710","2014-12-11",1030680
"711","2014-12-12",1033200
"712","2014-12-15",962640
"713","2014-12-16",919800
"714","2014-12-17",897120
"715","2014-12-18",902160
"716","2014-12-19",914760
"717","2014-12-22",1010520
"718","2014-12-23",970200
"719","2014-12-24",1018080
"720","2014-12-26",1043280
"721","2014-12-29",1033200
"722","2014-12-30",1038240
"723","2014-12-31",1068480
"724","2015-01-02",1081080
"725","2015-01-05",1128960
"726","2015-01-06",1113840
"727","2015-01-07",1149120
"728","2015-01-08",1171800
"729","2015-01-09",1191960
"730","2015-01-12",1355760
"731","2015-01-13",1343160
"732","2015-01-14",1323000
"733","2015-01-15",1302840
"734","2015-01-16",1247400
"735","2015-01-20",1257480
"736","2015-01-21",1209600
"737","2015-01-22",1232280
"738","2015-01-23",1229760
"739","2015-01-26",1272600
"740","2015-01-27",1252440
"741","2015-01-28",1244880
"742","2015-01-29",1260000
"743","2015-01-30",1254960
"744","2015-02-02",1260000
"745","2015-02-03",1265040
"746","2015-02-04",1254960
"747","2015-02-05",1297800
"748","2015-02-06",1287720
"749","2015-02-09",1317960
"750","2015-02-10",1343160
"751","2015-02-11",1350720
"752","2015-02-12",1330560
"753","2015-02-13",1325520
"754","2015-02-17",1312920
"755","2015-02-18",1330560
"756","2015-02-19",1323000
"757","2015-02-20",1323000
"758","2015-02-23",1350720
"759","2015-02-24",1363320
"760","2015-02-25",1454040
"761","2015-02-26",1408680
"762","2015-02-27",1449000
"763","2015-03-02",1406160
"764","2015-03-03",1345680
"765","2015-03-04",1330560
"766","2015-03-05",1348200
"767","2015-03-06",1015560
"768","2015-03-09",982800
"769","2015-03-10",1015560
"770","2015-03-11",1065960
"771","2015-03-12",1030680
"772","2015-03-13",1050840
"773","2015-03-16",1038240
"774","2015-03-17",1000440
"775","2015-03-18",1035720
"776","2015-03-19",1028160
"777","2015-03-20",1008000
"778","2015-03-23",1020600
"779","2015-03-24",1040760
"780","2015-03-25",1005480
"781","2015-03-26",1040760
"782","2015-03-27",1053360
"783","2015-03-30",1048320
"784","2015-03-31",1068480
"785","2015-04-01",1073520
"786","2015-04-02",1065960
"787","2015-04-06",1118880
"788","2015-04-07",1176840
"789","2015-04-08",1151640
"790","2015-04-09",1164240
"791","2015-04-10",1164240
"792","2015-04-13",1179360
"793","2015-04-14",1219680
"794","2015-04-15",1204560
"795","2015-04-16",1209600
"796","2015-04-17",1134000
"797","2015-04-20",1073520
"798","2015-04-21",1043280
"799","2015-04-22",1053360
"800","2015-04-23",1098720
"801","2015-04-24",1091160
"802","2015-04-27",1108800
"803","2015-04-28",1136520
"804","2015-04-29",1128960
"805","2015-04-30",1111320
"806","2015-05-01",1078560
"807","2015-05-04",1083600
"808","2015-05-05",1040760
"809","2015-05-06",1045800
"810","2015-05-07",1048320
"811","2015-05-08",1005480
"812","2015-05-11",1035720
"813","2015-05-12",995400
"814","2015-05-13",1030680
"815","2015-05-14",1063440
"816","2015-05-15",1081080
"817","2015-05-18",1078560
"818","2015-05-19",1088640
"819","2015-05-20",1055880
"820","2015-05-21",1081080
"821","2015-05-22",1078560
"822","2015-05-26",1038240
"823","2015-05-27",1053360
"824","2015-05-28",1073520
"825","2015-05-29",1101240
"826","2015-06-01",1103760
"827","2015-06-02",1091160
"828","2015-06-03",1088640
"829","2015-06-04",1078560
"830","2015-06-05",1083600
"831","2015-06-08",1060920
"832","2015-06-09",1033200
"833","2015-06-10",1018080
"834","2015-06-11",1023120
"835","2015-06-12",1020600
"836","2015-06-15",1008000
"837","2015-06-16",1015560
"838","2015-06-17",1030680
"839","2015-06-18",1065960
"840","2015-06-19",1071000
"841","2015-06-22",1071000
"842","2015-06-23",1060920
"843","2015-06-24",1065960
"844","2015-06-25",1073520
"845","2015-06-26",927360
"846","2015-06-29",836640
"847","2015-06-30",869400
"848","2015-07-01",829080
"849","2015-07-02",854280
"850","2015-07-06",849240
"851","2015-07-07",798840
"852","2015-07-08",806400
"853","2015-07-09",819000
"854","2015-07-10",856800
"855","2015-07-13",851760
"856","2015-07-14",844200
"857","2015-07-15",846720
"858","2015-07-16",859320
"859","2015-07-17",856800
"860","2015-07-20",829080
"861","2015-07-21",793800
"862","2015-07-22",803880
"863","2015-07-23",786240
"864","2015-07-24",783720
"865","2015-07-27",761040
"866","2015-07-28",761040
"867","2015-07-29",781200
"868","2015-07-30",756000
"869","2015-07-31",783720
"870","2015-08-03",748440
"871","2015-08-04",733320
"872","2015-08-05",753480
"873","2015-08-06",672840
"874","2015-08-07",687960
"875","2015-08-10",657720
"876","2015-08-11",738360
"877","2015-08-12",738360
"878","2015-08-13",713160
"879","2015-08-14",690480
"880","2015-08-17",733320
"881","2015-08-18",718200
"882","2015-08-19",698040
"883","2015-08-20",655200
"884","2015-08-21",650160
"885","2015-08-24",660240
"886","2015-08-25",645120
"887","2015-08-26",660240
"888","2015-08-27",670320
"889","2015-08-28",720720
"890","2015-08-31",756000
"891","2015-09-01",778680
"892","2015-09-02",753480
"893","2015-09-03",725760
"894","2015-09-04",685440
"895","2015-09-08",713160
"896","2015-09-09",672840
"897","2015-09-10",652680
"898","2015-09-11",672840
"899","2015-09-14",710640
"900","2015-09-15",750960
"901","2015-09-16",756000
"902","2015-09-17",786240
"903","2015-09-18",730800
"904","2015-09-21",693000
"905","2015-09-22",667800
"906","2015-09-23",672840
"907","2015-09-24",640080
"908","2015-09-25",635040
"909","2015-09-28",604800
"910","2015-09-29",534240
"911","2015-09-30",554400
"912","2015-10-01",577080
"913","2015-10-02",592200
"914","2015-10-05",597240
"915","2015-10-06",579600
"916","2015-10-07",599760
"917","2015-10-08",652680
"918","2015-10-09",672840
"919","2015-10-12",665280
"920","2015-10-13",652680
"921","2015-10-14",645120
"922","2015-10-15",655200
"923","2015-10-16",647640
"924","2015-10-19",640080
"925","2015-10-20",657720
"926","2015-10-21",650160
"927","2015-10-22",652680
"928","2015-10-23",652680
"929","2015-10-26",652680
"930","2015-10-27",660240
"931","2015-10-28",657720
"932","2015-10-29",630000
"933","2015-10-30",635040
"934","2015-11-02",607320
"935","2015-11-03",609840
"936","2015-11-04",599760
"937","2015-11-05",564480
"938","2015-11-06",549360
"939","2015-11-09",561960
"940","2015-11-10",554400
"941","2015-11-11",534240
"942","2015-11-12",536760
"943","2015-11-13",519120
"944","2015-11-16",514080
"945","2015-11-17",488880
"946","2015-11-18",456120
"947","2015-11-19",451080
"948","2015-11-20",461160
"949","2015-11-23",438480
"950","2015-11-24",433440
"951","2015-11-25",466200
"952","2015-11-27",478800
"953","2015-11-30",468720
"954","2015-12-01",453600
"955","2015-12-02",433440
"956","2015-12-03",441000
"957","2015-12-04",408240
"958","2015-12-07",370440
"959","2015-12-08",385560
"960","2015-12-09",372960
"961","2015-12-10",390600
"962","2015-12-11",385560
"963","2015-12-14",367920
"964","2015-12-15",340200
"965","2015-12-16",340200
"966","2015-12-17",322560
"967","2015-12-18",322560
"968","2015-12-21",327600
"969","2015-12-22",302400
"970","2015-12-23",375480
"971","2015-12-24",357840
"972","2015-12-28",322560
"973","2015-12-29",317520
"974","2015-12-30",335160
"975","2015-12-31",340200
"976","2016-01-04",330120
"977","2016-01-05",325080
"978","2016-01-06",315000
"979","2016-01-07",307440
"980","2016-01-08",312480
"981","2016-01-11",269640
"982","2016-01-12",272160
"983","2016-01-13",254520
"984","2016-01-14",267120
"985","2016-01-15",262080
"986","2016-01-19",274680
"987","2016-01-20",257040
"988","2016-01-21",287280
"989","2016-01-22",287280
"990","2016-01-25",292320
"991","2016-01-26",284760
"992","2016-01-27",284760
"993","2016-01-28",249480
"994","2016-01-29",272160
"995","2016-02-01",267120
"996","2016-02-02",262080
"997","2016-02-03",254520
"998","2016-02-04",274680
"999","2016-02-05",279720
"1000","2016-02-08",254520
"1001","2016-02-09",252000
"1002","2016-02-10",246960
"1003","2016-02-11",244440
"1004","2016-02-12",241920
"1005","2016-02-16",231840
"1006","2016-02-17",231840
"1007","2016-02-18",224280
"1008","2016-02-19",204120
"1009","2016-02-22",173880
"1010","2016-02-23",176400
