"","date","ATEN"
"119","2014-09-09",11.41
"120","2014-09-10",11.16
"121","2014-09-11",10.93
"122","2014-09-12",10.83
"123","2014-09-15",11.01
"124","2014-09-16",11.02
"125","2014-09-17",11.16
"126","2014-09-18",10.14
"127","2014-09-19",10
"128","2014-09-22",9.71
"129","2014-09-23",9.44
"130","2014-09-24",9.76
"131","2014-09-25",9.45
"132","2014-09-26",9.56
"133","2014-09-29",9.37
"134","2014-09-30",9.11
"135","2014-10-01",8.66
"136","2014-10-02",8.48
"137","2014-10-03",8.06
"138","2014-10-06",8
"139","2014-10-07",7.9
"140","2014-10-08",4.55
"141","2014-10-09",4.74
"142","2014-10-10",4.21
"143","2014-10-13",4.18
"144","2014-10-14",4.06
"145","2014-10-15",4.07
"146","2014-10-16",4.12
"147","2014-10-17",4.13
"148","2014-10-20",4.18
"149","2014-10-21",4.09
"150","2014-10-22",4.01
"151","2014-10-23",4.08
"152","2014-10-24",4.06
"153","2014-10-27",4.05
"154","2014-10-28",4.09
"155","2014-10-29",4.11
"156","2014-10-30",4.22
"157","2014-10-31",4.4
"158","2014-11-03",4.3
"159","2014-11-04",4.23
"160","2014-11-05",4.18
"161","2014-11-06",4.13
"162","2014-11-07",4.18
"163","2014-11-10",4.15
"164","2014-11-11",4.17
"165","2014-11-12",4.12
"166","2014-11-13",4.16
"167","2014-11-14",4.23
"168","2014-11-17",4.12
"169","2014-11-18",4.18
"170","2014-11-19",4.11
"171","2014-11-20",4.1
"172","2014-11-21",4.06
"173","2014-11-24",4.08
"174","2014-11-25",4.1
"175","2014-11-26",4.09
"176","2014-11-28",4.08
"177","2014-12-01",3.99
"178","2014-12-02",4.04
"179","2014-12-03",3.98
"180","2014-12-04",3.93
"181","2014-12-05",4.04
"182","2014-12-08",4
"183","2014-12-09",4.12
"184","2014-12-10",4.02
"185","2014-12-11",4.11
"186","2014-12-12",4.01
"187","2014-12-15",4.07
"188","2014-12-16",4.06
"189","2014-12-17",4.2
"190","2014-12-18",4.18
"191","2014-12-19",4.27
"192","2014-12-22",4.4
"193","2014-12-23",4.28
"194","2014-12-24",4.29
"195","2014-12-26",4.2
"196","2014-12-29",4.15
"197","2014-12-30",4.21
"198","2014-12-31",4.36
"199","2015-01-02",4.54
"200","2015-01-05",4.36
"201","2015-01-06",4.56
"202","2015-01-07",4.57
"203","2015-01-08",5.18
"204","2015-01-09",5.45
"205","2015-01-12",5.07
"206","2015-01-13",4.94
"207","2015-01-14",4.95
"208","2015-01-15",4.77
"209","2015-01-16",4.89
"210","2015-01-20",5.01
"211","2015-01-21",5
"212","2015-01-22",4.96
"213","2015-01-23",5.37
"214","2015-01-26",5.21
"215","2015-01-27",5.2
"216","2015-01-28",4.87
"217","2015-01-29",4.7
"218","2015-01-30",4.8
"219","2015-02-02",4.78
"220","2015-02-03",5.02
"221","2015-02-04",4.81
"222","2015-02-05",4.77
"223","2015-02-06",4.94
"224","2015-02-09",4.93
"225","2015-02-10",4.89
"226","2015-02-11",4.01
"227","2015-02-12",4.23
"228","2015-02-13",4.14
"229","2015-02-17",4.11
"230","2015-02-18",4.42
"231","2015-02-19",4.47
"232","2015-02-20",4.38
"233","2015-02-23",4.37
"234","2015-02-24",4.37
"235","2015-02-25",4.4
"236","2015-02-26",4.4
"237","2015-02-27",4.33
"238","2015-03-02",4.3
"239","2015-03-03",4.26
"240","2015-03-04",4.31
"241","2015-03-05",4.44
"242","2015-03-06",4.33
"243","2015-03-09",4.25
"244","2015-03-10",4.25
"245","2015-03-11",4.25
"246","2015-03-12",4.49
"247","2015-03-13",4.32
"248","2015-03-16",4.29
"249","2015-03-17",4.26
"250","2015-03-18",4.37
"251","2015-03-19",4.28
"252","2015-03-20",4.45
"253","2015-03-23",4.6
"254","2015-03-24",4.34
"255","2015-03-25",4.18
"256","2015-03-26",4.25
"257","2015-03-27",4.25
"258","2015-03-30",4.29
"259","2015-03-31",4.33
"260","2015-04-01",4.33
"261","2015-04-02",4.31
"262","2015-04-06",4.33
"263","2015-04-07",4.34
"264","2015-04-08",4.37
"265","2015-04-09",4.41
"266","2015-04-10",4.34
"267","2015-04-13",4.29
"268","2015-04-14",4.36
"269","2015-04-15",4.38
"270","2015-04-16",4.35
"271","2015-04-17",4.3
"272","2015-04-20",4.37
"273","2015-04-21",4.73
"274","2015-04-22",4.72
"275","2015-04-23",4.7
"276","2015-04-24",4.69
"277","2015-04-27",4.64
"278","2015-04-28",4.62
"279","2015-04-29",4.65
"280","2015-04-30",4.55
"281","2015-05-01",4.48
"282","2015-05-04",4.67
"283","2015-05-05",5.21
"284","2015-05-06",5.29
"285","2015-05-07",5.2
"286","2015-05-08",5.18
"287","2015-05-11",5.23
"288","2015-05-12",5.5
"289","2015-05-13",5.49
"290","2015-05-14",5.42
"291","2015-05-15",5.46
"292","2015-05-18",5.93
"293","2015-05-19",5.98
"294","2015-05-20",6.1
"295","2015-05-21",6.2
"296","2015-05-22",6.14
"297","2015-05-26",6.18
"298","2015-05-27",6.43
"299","2015-05-28",6.32
"300","2015-05-29",6.05
"301","2015-06-01",5.86
"302","2015-06-02",6.15
"303","2015-06-03",6.22
"304","2015-06-04",6.13
"305","2015-06-05",6.42
"306","2015-06-08",6.43
"307","2015-06-09",6.35
"308","2015-06-10",6.35
"309","2015-06-11",6.4
"310","2015-06-12",6.72
"311","2015-06-15",7.14
"312","2015-06-16",7.05
"313","2015-06-17",7.1
"314","2015-06-18",7.2
"315","2015-06-19",7.09
"316","2015-06-22",7.14
"317","2015-06-23",7.03
"318","2015-06-24",6.94
"319","2015-06-25",6.93
"320","2015-06-26",6.66
"321","2015-06-29",6.39
"322","2015-06-30",6.44
"323","2015-07-01",6.44
"324","2015-07-02",6.36
"325","2015-07-06",5.96
"326","2015-07-07",5.85
"327","2015-07-08",5.77
"328","2015-07-09",5.79
"329","2015-07-10",5.87
"330","2015-07-13",5.84
"331","2015-07-14",5.98
"332","2015-07-15",5.8
"333","2015-07-16",5.93
"334","2015-07-17",5.76
"335","2015-07-20",5.1
"336","2015-07-21",5.19
"337","2015-07-22",5.23
"338","2015-07-23",5.24
"339","2015-07-24",5.22
"340","2015-07-27",5.11
"341","2015-07-28",5.05
"342","2015-07-29",5.23
"343","2015-07-30",5.43
"344","2015-07-31",6.51
"345","2015-08-03",6.92
"346","2015-08-04",6.55
"347","2015-08-05",6.81
"348","2015-08-06",6.65
"349","2015-08-07",6.92
"350","2015-08-10",6.95
"351","2015-08-11",7.17
"352","2015-08-12",7.2
"353","2015-08-13",7.2
"354","2015-08-14",7.17
"355","2015-08-17",7.38
"356","2015-08-18",7.09
"357","2015-08-19",7.07
"358","2015-08-20",6.67
"359","2015-08-21",6.69
"360","2015-08-24",5.96
"361","2015-08-25",6.06
"362","2015-08-26",6.53
"363","2015-08-27",6.69
"364","2015-08-28",6.72
"365","2015-08-31",6.64
"366","2015-09-01",6.36
"367","2015-09-02",6.47
"368","2015-09-03",6.52
"369","2015-09-04",6.4
"370","2015-09-08",6.75
"371","2015-09-09",6.57
"372","2015-09-10",6.51
"373","2015-09-11",6.58
"374","2015-09-14",6.51
"375","2015-09-15",6.59
"376","2015-09-16",6.52
"377","2015-09-17",6.64
"378","2015-09-18",6.66
"379","2015-09-21",6.73
"380","2015-09-22",6.57
"381","2015-09-23",6.52
"382","2015-09-24",6.49
"383","2015-09-25",6.07
"384","2015-09-28",6.12
"385","2015-09-29",5.81
"386","2015-09-30",5.99
"387","2015-10-01",5.83
"388","2015-10-02",6.02
"389","2015-10-05",6.49
"390","2015-10-06",6.23
"391","2015-10-07",6.38
"392","2015-10-08",6.31
"393","2015-10-09",6.42
"394","2015-10-12",6.16
"395","2015-10-13",6.11
"396","2015-10-14",6.02
"397","2015-10-15",6.08
"398","2015-10-16",6.3
"399","2015-10-19",6.24
"400","2015-10-20",6.41
"401","2015-10-21",5.99
"402","2015-10-22",6.29
"403","2015-10-23",6.11
"404","2015-10-26",6.34
"405","2015-10-27",5.89
"406","2015-10-28",5.96
"407","2015-10-29",5.86
"408","2015-10-30",7.18
"409","2015-11-02",7.69
"410","2015-11-03",7.56
"411","2015-11-04",7.6
"412","2015-11-05",7.6
"413","2015-11-06",7.72
"414","2015-11-09",8.1
"415","2015-11-10",7.8
"416","2015-11-11",7.79
"417","2015-11-12",7.89
"418","2015-11-13",7.46
"419","2015-11-16",7.65
"420","2015-11-17",7.44
"421","2015-11-18",7.62
"422","2015-11-19",7.6
"423","2015-11-20",7.69
"424","2015-11-23",7.8
"425","2015-11-24",7.67
"426","2015-11-25",7.66
"427","2015-11-27",7.69
"428","2015-11-30",7.71
"429","2015-12-01",7.85
"430","2015-12-02",7.63
"431","2015-12-03",7.4
"432","2015-12-04",7.47
"433","2015-12-07",7.37
"434","2015-12-08",7.35
"435","2015-12-09",7.03
"436","2015-12-10",7.06
"437","2015-12-11",6.71
"438","2015-12-14",6.72
"439","2015-12-15",6.81
"440","2015-12-16",6.86
"441","2015-12-17",6.76
"442","2015-12-18",6.67
"443","2015-12-21",6.64
"444","2015-12-22",6.65
"445","2015-12-23",6.68
"446","2015-12-24",6.65
"447","2015-12-28",6.63
"448","2015-12-29",6.76
"449","2015-12-30",6.65
"450","2015-12-31",6.56
"451","2016-01-04",6.36
"452","2016-01-05",6.45
"453","2016-01-06",6.31
"454","2016-01-07",6.06
"455","2016-01-08",5.97
"456","2016-01-11",6.02
"457","2016-01-12",6.11
"458","2016-01-13",6.01
"459","2016-01-14",6.21
"460","2016-01-15",5.9
"461","2016-01-19",5.78
"462","2016-01-20",5.74
"463","2016-01-21",5.81
"464","2016-01-22",6
"465","2016-01-25",5.64
"466","2016-01-26",5.78
"467","2016-01-27",5.64
"468","2016-01-28",5.57
"469","2016-01-29",5.92
"470","2016-02-01",5.77
"471","2016-02-02",5.56
"472","2016-02-03",5.58
"473","2016-02-04",5.57
"474","2016-02-05",5.35
"475","2016-02-08",4.99
"476","2016-02-09",4.92
"477","2016-02-10",5.66
"478","2016-02-11",5.47
"479","2016-02-12",5.52
"480","2016-02-16",5.66
"481","2016-02-17",5.92
"482","2016-02-18",5.84
"483","2016-02-19",6.02
"484","2016-02-22",6.16
"485","2016-02-23",6.04
"486","2016-02-24",6.15
"487","2016-02-25",6.19
"488","2016-02-26",5.98
"489","2016-02-29",6.16
"490","2016-03-01",6.47
"491","2016-03-02",6.61
"492","2016-03-03",6.52
"493","2016-03-04",6.42
"494","2016-03-07",6.48
"495","2016-03-08",6.34
"496","2016-03-09",6.36
"497","2016-03-10",6.05
"498","2016-03-11",6.39
"499","2016-03-14",6.16
"500","2016-03-15",5.96
"501","2016-03-16",6.04
"502","2016-03-17",6.13
"503","2016-03-18",6.13
"504","2016-03-21",6.11
"505","2016-03-22",6.03
"506","2016-03-23",5.9
"507","2016-03-24",5.87
"508","2016-03-28",5.86
"509","2016-03-29",6.03
"510","2016-03-30",6.06
"511","2016-03-31",5.92
"512","2016-04-01",6.13
"513","2016-04-04",6.01
"514","2016-04-05",5.91
"515","2016-04-06",6.06
"516","2016-04-07",5.87
"517","2016-04-08",5.74
"518","2016-04-11",5.79
"519","2016-04-12",5.85
"520","2016-04-13",6.19
"521","2016-04-14",6.17
"522","2016-04-15",6.16
"523","2016-04-18",6.14
"524","2016-04-19",6.25
"525","2016-04-20",6.41
"526","2016-04-21",6.43
"527","2016-04-22",6.47
"528","2016-04-25",6.4
"529","2016-04-26",6.46
"530","2016-04-27",6.61
"531","2016-04-28",6.67
"532","2016-04-29",5.97
"533","2016-05-02",6.17
"534","2016-05-03",6.05
"535","2016-05-04",6.01
"536","2016-05-05",6.09
"537","2016-05-06",6.06
"538","2016-05-09",6.07
"539","2016-05-10",6.19
"540","2016-05-11",6.21
"541","2016-05-12",6.18
"542","2016-05-13",6.2
"543","2016-05-16",6.25
"544","2016-05-17",6.12
"545","2016-05-18",6.17
"546","2016-05-19",6.05
"547","2016-05-20",6.22
"548","2016-05-23",6.13
"549","2016-05-24",6.34
"550","2016-05-25",6.35
"551","2016-05-26",6.32
"552","2016-05-27",6.37
"553","2016-05-31",6.46
"554","2016-06-01",6.64
"555","2016-06-02",6.75
"556","2016-06-03",6.67
"557","2016-06-06",6.76
"558","2016-06-07",6.8
"559","2016-06-08",6.92
"560","2016-06-09",6.87
"561","2016-06-10",6.81
"562","2016-06-13",6.66
"563","2016-06-14",6.49
"564","2016-06-15",6.57
"565","2016-06-16",6.56
"566","2016-06-17",6.51
"567","2016-06-20",6.61
"568","2016-06-21",6.57
"569","2016-06-22",6.49
"570","2016-06-23",6.62
"571","2016-06-24",6.34
"572","2016-06-27",6.07
"573","2016-06-28",6.2
"574","2016-06-29",6.36
"575","2016-06-30",6.47
"576","2016-07-01",6.58
"577","2016-07-05",6.52
"578","2016-07-06",6.58
"579","2016-07-07",6.74
"580","2016-07-08",6.93
"581","2016-07-11",7.03
"582","2016-07-12",7.09
"583","2016-07-13",7.02
"584","2016-07-14",6.94
"585","2016-07-15",6.91
"586","2016-07-18",6.99
"587","2016-07-19",6.86
"588","2016-07-20",6.89
"589","2016-07-21",6.91
"590","2016-07-22",7.05
"591","2016-07-25",7.15
"592","2016-07-26",7.32
"593","2016-07-27",7.51
"594","2016-07-28",7.56
"595","2016-07-29",7.82
"596","2016-08-01",8
"597","2016-08-02",7.94
"598","2016-08-03",7.68
"599","2016-08-04",7.8
"600","2016-08-05",7.91
"601","2016-08-08",7.9
"602","2016-08-09",7.98
"603","2016-08-10",7.82
"604","2016-08-11",7.99
"605","2016-08-12",8.19
"606","2016-08-15",8.51
"607","2016-08-16",8.68
"608","2016-08-17",9.05
"609","2016-08-18",9.3
"610","2016-08-19",9.68
"611","2016-08-22",9.84
"612","2016-08-23",9.77
"613","2016-08-24",9.66
"614","2016-08-25",9.76
"615","2016-08-26",9.85
"616","2016-08-29",10.1
"617","2016-08-30",10.24
"618","2016-08-31",9.85
"619","2016-09-01",9.93
"620","2016-09-02",10.07
"621","2016-09-06",10.09
"622","2016-09-07",10.22
"623","2016-09-08",10.2
"624","2016-09-09",9.9
"625","2016-09-12",10.17
"626","2016-09-13",9.81
"627","2016-09-14",9.92
"628","2016-09-15",10.22
"629","2016-09-16",10.2
"630","2016-09-19",10.39
"631","2016-09-20",10.28
"632","2016-09-21",10.49
"633","2016-09-22",10.54
"634","2016-09-23",10.53
"635","2016-09-26",10.31
"636","2016-09-27",10.59
"637","2016-09-28",10.6
"638","2016-09-29",10.5
"639","2016-09-30",10.69
"640","2016-10-03",10.77
"641","2016-10-04",10.64
"642","2016-10-05",9.81
"643","2016-10-06",9.75
"644","2016-10-07",9.92
"645","2016-10-10",10.08
"646","2016-10-11",9.67
"647","2016-10-12",9.54
"648","2016-10-13",9.45
"649","2016-10-14",9.39
"650","2016-10-17",9.5
"651","2016-10-18",9.44
"652","2016-10-19",9.47
"653","2016-10-20",9.46
"654","2016-10-21",9.5
"655","2016-10-24",9.49
"656","2016-10-25",9.05
"657","2016-10-26",9.08
"658","2016-10-27",8.99
"659","2016-10-28",7.47
"660","2016-10-31",7.66
"661","2016-11-01",7.65
"662","2016-11-02",7.63
"663","2016-11-03",7.49
"664","2016-11-04",7.44
"665","2016-11-07",7.64
"666","2016-11-08",7.64
"667","2016-11-09",7.7
"668","2016-11-10",7.73
"669","2016-11-11",7.84
"670","2016-11-14",8
"671","2016-11-15",7.91
"672","2016-11-16",7.94
"673","2016-11-17",8.27
"674","2016-11-18",8.23
"675","2016-11-21",8.35
"676","2016-11-22",8.56
"677","2016-11-23",8.45
"678","2016-11-25",8.6
"679","2016-11-28",8.21
"680","2016-11-29",8.37
"681","2016-11-30",8.2
"682","2016-12-01",7.93
"683","2016-12-02",7.92
"684","2016-12-05",8.02
"685","2016-12-06",8.15
"686","2016-12-07",8.04
"687","2016-12-08",8.14
"688","2016-12-09",8.12
"689","2016-12-12",7.94
"690","2016-12-13",8.37
"691","2016-12-14",8.56
"692","2016-12-15",8.68
"693","2016-12-16",8.69
"694","2016-12-19",8.64
"695","2016-12-20",8.82
"696","2016-12-21",8.8
"697","2016-12-22",8.54
"698","2016-12-23",8.66
"699","2016-12-27",8.64
"700","2016-12-28",8.34
"701","2016-12-29",8.4
"702","2016-12-30",8.31
"703","2017-01-03",8.42
"704","2017-01-04",8.71
"705","2017-01-05",8.55
"706","2017-01-06",8.5
"707","2017-01-09",8.54
"708","2017-01-10",8.66
"709","2017-01-11",8.57
"710","2017-01-12",8.39
"711","2017-01-13",8.45
"712","2017-01-17",8.17
"713","2017-01-18",8.18
"714","2017-01-19",8.13
"715","2017-01-20",8
"716","2017-01-23",7.94
"717","2017-01-24",8.16
"718","2017-01-25",8.16
"719","2017-01-26",7.89
"720","2017-01-27",7.96
"721","2017-01-30",7.84
"722","2017-01-31",7.97
"723","2017-02-01",7.93
"724","2017-02-02",7.72
"725","2017-02-03",7.92
"726","2017-02-06",7.95
"727","2017-02-07",8.15
"728","2017-02-08",8.3
"729","2017-02-09",8.6
"730","2017-02-10",9.52
"731","2017-02-13",9.78
"732","2017-02-14",9.72
"733","2017-02-15",9.74
"734","2017-02-16",9.76
"735","2017-02-17",9.5
"736","2017-02-21",9.55
"737","2017-02-22",9.52
"738","2017-02-23",9.46
"739","2017-02-24",9.47
"740","2017-02-27",9.65
"741","2017-02-28",9.46
"742","2017-03-01",9.56
"743","2017-03-02",9.48
"744","2017-03-03",9.55
"745","2017-03-06",9.11
"746","2017-03-07",9.19
"747","2017-03-08",9.12
"748","2017-03-09",9.11
"749","2017-03-10",9.15
"750","2017-03-13",9.1
"751","2017-03-14",9.02
"752","2017-03-15",9.18
"753","2017-03-16",9.25
"754","2017-03-17",9.25
"755","2017-03-20",9.22
"756","2017-03-21",9.23
"757","2017-03-22",9.22
"758","2017-03-23",9.16
"759","2017-03-24",9.18
"760","2017-03-27",9.13
"761","2017-03-28",9.01
"762","2017-03-29",8.96
"763","2017-03-30",9
"764","2017-03-31",9.15
"765","2017-04-03",9.17
"766","2017-04-04",8.96
"767","2017-04-05",8.84
"768","2017-04-06",8.89
"769","2017-04-07",8.91
"770","2017-04-10",8.84
"771","2017-04-11",8.91
"772","2017-04-12",8.84
"773","2017-04-13",8.72
"774","2017-04-17",8.79
"775","2017-04-18",8.72
"776","2017-04-19",8.75
"777","2017-04-20",8.78
"778","2017-04-21",8.81
"779","2017-04-24",8.92
"780","2017-04-25",9.02
"781","2017-04-26",9.17
"782","2017-04-27",9.55
"783","2017-04-28",8.1
"784","2017-05-01",7.97
"785","2017-05-02",7.94
"786","2017-05-03",7.9
"787","2017-05-04",8.03
"788","2017-05-05",8.15
"789","2017-05-08",8.16
"790","2017-05-09",8.18
"791","2017-05-10",8.14
"792","2017-05-11",8.21
"793","2017-05-12",8.25
"794","2017-05-15",8.35
"795","2017-05-16",8.3
"796","2017-05-17",8.18
"797","2017-05-18",8.16
"798","2017-05-19",8.28
"799","2017-05-22",8.35
"800","2017-05-23",8.37
"801","2017-05-24",8.3
"802","2017-05-25",8.17
"803","2017-05-26",8.41
"804","2017-05-30",8.36
"805","2017-05-31",8.17
"806","2017-06-01",8.44
"807","2017-06-02",8.42
"808","2017-06-05",8.36
"809","2017-06-06",8.43
"810","2017-06-07",8.35
"811","2017-06-08",8.74
"812","2017-06-09",8.48
"813","2017-06-12",8.5
"814","2017-06-13",8.49
"815","2017-06-14",8.42
"816","2017-06-15",8.29
"817","2017-06-16",8.3
"818","2017-06-19",8.45
"819","2017-06-20",8.4
"820","2017-06-21",8.44
"821","2017-06-22",8.5
"822","2017-06-23",8.53
"823","2017-06-26",8.48
"824","2017-06-27",8.4
"825","2017-06-28",8.74
"826","2017-06-29",8.46
"827","2017-06-30",8.44
"828","2017-07-03",8.25
"829","2017-07-05",8.14
"830","2017-07-06",8
"831","2017-07-07",8.09
"832","2017-07-10",8.06
"833","2017-07-11",8.21
"834","2017-07-12",8.21
"835","2017-07-13",8.24
"836","2017-07-14",6.92
"837","2017-07-17",7.01
"838","2017-07-18",6.96
"839","2017-07-19",7.03
"840","2017-07-20",6.84
"841","2017-07-21",6.7
"842","2017-07-24",6.58
"843","2017-07-25",6.49
"844","2017-07-26",6.37
"845","2017-07-27",6.31
"846","2017-07-28",7.18
"847","2017-07-31",7.07
"848","2017-08-01",7.17
"849","2017-08-02",7.06
"850","2017-08-03",6.71
"851","2017-08-04",6.8
"852","2017-08-07",6.79
"853","2017-08-08",6.7
"854","2017-08-09",6.66
"855","2017-08-10",6.29
"856","2017-08-11",6.31
"857","2017-08-14",6.43
"858","2017-08-15",6.28
"859","2017-08-16",6.28
"860","2017-08-17",6.32
"861","2017-08-18",6.13
"862","2017-08-21",6.14
"863","2017-08-22",6.08
"864","2017-08-23",6.08
"865","2017-08-24",6.27
"866","2017-08-25",6.34
"867","2017-08-28",6.43
"868","2017-08-29",6.41
"869","2017-08-30",6.48
"870","2017-08-31",6.55
"871","2017-09-01",6.6
"872","2017-09-05",6.65
"873","2017-09-06",6.61
"874","2017-09-07",6.55
"875","2017-09-08",6.55
"876","2017-09-11",6.62
"877","2017-09-12",6.68
"878","2017-09-13",6.76
"879","2017-09-14",6.91
"880","2017-09-15",6.6
"881","2017-09-18",6.64
"882","2017-09-19",6.58
"883","2017-09-20",6.46
"884","2017-09-21",6.55
"885","2017-09-22",6.71
"886","2017-09-25",6.57
"887","2017-09-26",6.55
"888","2017-09-27",6.71
"889","2017-09-28",6.65
"890","2017-09-29",7.56
"891","2017-10-02",7.65
"892","2017-10-03",7.61
"893","2017-10-04",7.67
"894","2017-10-05",7.73
"895","2017-10-06",7.64
"896","2017-10-09",7.58
"897","2017-10-10",7.64
"898","2017-10-11",7.63
"899","2017-10-12",7.62
"900","2017-10-13",7.66
"901","2017-10-16",7.63
"902","2017-10-17",7.6
"903","2017-10-18",7.49
"904","2017-10-19",7.5
"905","2017-10-20",7.54
"906","2017-10-23",7.52
"907","2017-10-24",7.47
"908","2017-10-25",7.38
"909","2017-10-26",7.36
"910","2017-10-27",7.45
"911","2017-10-30",7.44
"912","2017-10-31",7.31
"913","2017-11-01",7.45
"914","2017-11-02",7.36
"915","2017-11-03",7.41
"916","2017-11-06",7.4
"917","2017-11-07",7.3
"918","2017-11-08",7.38
"919","2017-11-09",7.22
"920","2017-11-10",7.26
"921","2017-11-13",7.23
"922","2017-11-14",7.27
"923","2017-11-15",7.2
"924","2017-11-16",7.36
"925","2017-11-17",7.43
"926","2017-11-20",7.5
"927","2017-11-21",8
"928","2017-11-22",8.11
"929","2017-11-24",8.09
"930","2017-11-27",8.05
"931","2017-11-28",8.14
"932","2017-11-29",8.13
"933","2017-11-30",8.02
"934","2017-12-01",7.87
"935","2017-12-04",7.67
"936","2017-12-05",7.66
"937","2017-12-06",7.7
"938","2017-12-07",7.78
"939","2017-12-08",7.7
"940","2017-12-11",7.71
"941","2017-12-12",7.69
"942","2017-12-13",7.75
"943","2017-12-14",7.82
"944","2017-12-15",7.88
"945","2017-12-18",7.94
"946","2017-12-19",7.88
"947","2017-12-20",7.92
"948","2017-12-21",7.74
"949","2017-12-22",7.63
"950","2017-12-26",7.65
"951","2017-12-27",7.68
"952","2017-12-28",7.8
"953","2017-12-29",7.72
"954","2018-01-02",7.75
"955","2018-01-03",7.72
"956","2018-01-04",7.74
"957","2018-01-05",7.73
"958","2018-01-08",7.66
"959","2018-01-09",7.51
"960","2018-01-10",7.42
"961","2018-01-11",7.53
"962","2018-01-12",7.58
"963","2018-01-16",7.31
"964","2018-01-17",6.32
"965","2018-01-18",6.45
"966","2018-01-19",6.58
"967","2018-01-22",6.79
"968","2018-01-23",6.8
"969","2018-01-24",6.72
"970","2018-01-25",6.91
"971","2018-01-26",6.95
"972","2018-01-29",6.98
"973","2018-01-30",6.99
"974","2018-01-31",6.13
"975","2018-02-01",6
"976","2018-02-02",5.86
"977","2018-02-05",5.77
"978","2018-02-06",6.07
"979","2018-02-07",5.93
"980","2018-02-08",5.9
"981","2018-02-09",6.05
"982","2018-02-12",6
"983","2018-02-13",6.27
"984","2018-02-14",6.26
"985","2018-02-15",6.44
"986","2018-02-16",6.35
"987","2018-02-20",6.31
"988","2018-02-21",6.32
"989","2018-02-22",6.27
"990","2018-02-23",6.35
"991","2018-02-26",6.43
"992","2018-02-27",6.33
"993","2018-02-28",6.28
"994","2018-03-01",6.26
"995","2018-03-02",6.43
"996","2018-03-05",6.53
"997","2018-03-06",6.49
"998","2018-03-07",6.56
"999","2018-03-08",6.56
"1000","2018-03-09",6.6
