"","date","UNP"
"1","2007-01-03",23.120001
"2","2007-01-04",22.950001
"3","2007-01-05",22.665001
"4","2007-01-08",22.700001
"5","2007-01-09",22.7125
"6","2007-01-10",22.532499
"7","2007-01-11",22.625
"8","2007-01-12",22.99
"9","2007-01-16",23.8575
"10","2007-01-17",23.51
"11","2007-01-18",24.18
"12","2007-01-19",24.0825
"13","2007-01-22",23.827499
"14","2007-01-23",24.555
"15","2007-01-24",24.24
"16","2007-01-25",24.122499
"17","2007-01-26",23.8575
"18","2007-01-29",23.889999
"19","2007-01-30",24.245001
"20","2007-01-31",25.25
"21","2007-02-01",25.709999
"22","2007-02-02",25.6
"23","2007-02-05",25.610001
"24","2007-02-06",24.985001
"25","2007-02-07",25.0375
"26","2007-02-08",25.145
"27","2007-02-09",24.91
"28","2007-02-12",24.940001
"29","2007-02-13",25.702499
"30","2007-02-14",26.122499
"31","2007-02-15",25.559999
"32","2007-02-16",25.432501
"33","2007-02-20",25.674999
"34","2007-02-21",26.077499
"35","2007-02-22",26.0275
"36","2007-02-23",25.969999
"37","2007-02-26",25.43
"38","2007-02-27",24.497499
"39","2007-02-28",24.645
"40","2007-03-01",24.7225
"41","2007-03-02",24.455
"42","2007-03-05",24.0275
"43","2007-03-06",24.0525
"44","2007-03-07",24.375
"45","2007-03-08",24.77
"46","2007-03-09",24.684999
"47","2007-03-12",25.34
"48","2007-03-13",24.514999
"49","2007-03-14",24.3925
"50","2007-03-15",24.67
"51","2007-03-16",24.987499
"52","2007-03-19",24.9025
"53","2007-03-20",25.110001
"54","2007-03-21",25.325001
"55","2007-03-22",25.092501
"56","2007-03-23",26.049999
"57","2007-03-26",25.657499
"58","2007-03-27",25.235001
"59","2007-03-28",25.01
"60","2007-03-29",25.325001
"61","2007-03-30",25.387501
"62","2007-04-02",25.4925
"63","2007-04-03",25.775
"64","2007-04-04",25.754999
"65","2007-04-05",25.799999
"66","2007-04-09",26.7875
"67","2007-04-10",26.877501
"68","2007-04-11",26.602501
"69","2007-04-12",27.754999
"70","2007-04-13",27.445
"71","2007-04-16",27.8575
"72","2007-04-17",27.615
"73","2007-04-18",28.445
"74","2007-04-19",29.1175
"75","2007-04-20",29.3025
"76","2007-04-23",29.15
"77","2007-04-24",28.985001
"78","2007-04-25",29.09
"79","2007-04-26",28.692499
"80","2007-04-27",28.959999
"81","2007-04-30",28.5625
"82","2007-05-01",28.055
"83","2007-05-02",28.355
"84","2007-05-03",29.137501
"85","2007-05-04",29.16
"86","2007-05-07",29.110001
"87","2007-05-08",29.385
"88","2007-05-09",29.385
"89","2007-05-10",29.004999
"90","2007-05-11",29.225
"91","2007-05-14",29.352501
"92","2007-05-15",29.5725
"93","2007-05-16",29.8475
"94","2007-05-17",30.202499
"95","2007-05-18",29.9625
"96","2007-05-21",29.77
"97","2007-05-22",29.639999
"98","2007-05-23",29.725
"99","2007-05-24",29.315001
"100","2007-05-25",29.49
"101","2007-05-29",29.665001
"102","2007-05-30",29.705
"103","2007-05-31",30.17
"104","2007-06-01",30.5075
"105","2007-06-04",30.4825
"106","2007-06-05",30.245001
"107","2007-06-06",29.540001
"108","2007-06-07",28.705
"109","2007-06-08",29.1625
"110","2007-06-11",28.9175
"111","2007-06-12",28.327499
"112","2007-06-13",29.182501
"113","2007-06-14",29.545
"114","2007-06-15",30.065001
"115","2007-06-18",29.872499
"116","2007-06-19",29.879999
"117","2007-06-20",29.327499
"118","2007-06-21",29.5
"119","2007-06-22",29.022499
"120","2007-06-25",28.674999
"121","2007-06-26",28.370001
"122","2007-06-27",28.674999
"123","2007-06-28",28.775
"124","2007-06-29",28.7875
"125","2007-07-02",29.059999
"126","2007-07-03",29.182501
"127","2007-07-05",29
"128","2007-07-06",29.202499
"129","2007-07-09",29.215
"130","2007-07-10",28.7675
"131","2007-07-11",29.4375
"132","2007-07-12",29.932501
"133","2007-07-13",30.200001
