"","date","IRIX"
"371","2008-06-23",2.6
"372","2008-06-24",2.59
"373","2008-06-25",2.59
"374","2008-06-26",2.48
"375","2008-06-27",2.48
"376","2008-06-30",2.47
"377","2008-07-01",2.46
"378","2008-07-02",2.48
"379","2008-07-03",2.45
"380","2008-07-07",2.44
"381","2008-07-08",2.35
"382","2008-07-09",2.26
"383","2008-07-10",1.91
"384","2008-07-11",1.88
"385","2008-07-14",1.85
"386","2008-07-15",1.87
"387","2008-07-16",2.2
"388","2008-07-17",2.45
"389","2008-07-18",2.62
"390","2008-07-21",2.9
"391","2008-07-22",2.92
"392","2008-07-23",2.9
"393","2008-07-24",2.87
"394","2008-07-25",2.9
"395","2008-07-28",2.89
"396","2008-07-29",2.8
"397","2008-07-30",2.83
"398","2008-07-31",2.86
"399","2008-08-01",2.81
"400","2008-08-04",2.75
"401","2008-08-05",2.83
"402","2008-08-06",2.86
"403","2008-08-07",2.72
"404","2008-08-08",2.85
"405","2008-08-11",2.71
"406","2008-08-12",3.18
"407","2008-08-13",3.17
"408","2008-08-14",3.56
"409","2008-08-15",3.73
"410","2008-08-18",4.1
"411","2008-08-19",4.1
"412","2008-08-20",4.29
"413","2008-08-21",4.08
"414","2008-08-22",3.84
"415","2008-08-25",3.77
"416","2008-08-26",3.77
"417","2008-08-27",3.51
"418","2008-08-28",3.59
"419","2008-08-29",4.05
"420","2008-09-02",4.11
"421","2008-09-03",4.04
"422","2008-09-04",3.94
"423","2008-09-05",3.91
"424","2008-09-08",4.05
"425","2008-09-09",4.05
"426","2008-09-10",3.99
"427","2008-09-11",3.99
"428","2008-09-12",3.86
"429","2008-09-15",3.98
"430","2008-09-16",3.89
"431","2008-09-17",3.94
"432","2008-09-18",3.94
"433","2008-09-19",3.94
"434","2008-09-22",3.95
"435","2008-09-23",3.93
"436","2008-09-24",3.39
"437","2008-09-25",3.48
"438","2008-09-26",3.25
"439","2008-09-29",3.3
"440","2008-09-30",3.42
"441","2008-10-01",3.21
"442","2008-10-02",3.58
"443","2008-10-03",3.5
"444","2008-10-06",3.39
"445","2008-10-07",3.39
"446","2008-10-08",3.02
"447","2008-10-09",2.68
"448","2008-10-10",2.2
"449","2008-10-13",2.86
"450","2008-10-14",2.9
"451","2008-10-15",2.76
"452","2008-10-16",2.88
"453","2008-10-17",2.8
"454","2008-10-20",2.34
"455","2008-10-21",2.3
"456","2008-10-22",2.3
"457","2008-10-23",2
"458","2008-10-24",2.11
"459","2008-10-27",2.13
"460","2008-10-28",2.1
"461","2008-10-29",2.23
"462","2008-10-30",2.12
"463","2008-10-31",2.3
"464","2008-11-03",2.41
"465","2008-11-04",2.41
"466","2008-11-05",2.25
"467","2008-11-06",2.02
"468","2008-11-07",2.25
"469","2008-11-10",2.01
"470","2008-11-11",1.85
"471","2008-11-12",1.6
"472","2008-11-13",1.59
"473","2008-11-14",1.59
"474","2008-11-17",1.45
"475","2008-11-18",1.35
"476","2008-11-19",1.08
"477","2008-11-20",0.9
"478","2008-11-21",1
"479","2008-11-24",1.13
"480","2008-11-25",0.83
"481","2008-11-26",0.83
"482","2008-11-28",0.9
"483","2008-12-01",0.85
"484","2008-12-02",0.85
"485","2008-12-03",0.82
"486","2008-12-04",0.86
"487","2008-12-05",0.9
"488","2008-12-08",0.99
"489","2008-12-09",0.9
"490","2008-12-10",0.9
"491","2008-12-11",0.9
"492","2008-12-12",0.89
"493","2008-12-15",0.9
"494","2008-12-16",0.88
"495","2008-12-17",1
"496","2008-12-18",0.98
"497","2008-12-19",0.84
"498","2008-12-22",0.83
"499","2008-12-23",0.9
"500","2008-12-24",0.9
"501","2008-12-26",0.87
"502","2008-12-29",0.87
"503","2008-12-30",0.87
"504","2008-12-31",0.85
"505","2009-01-02",0.9
"506","2009-01-05",1
"507","2009-01-06",1.03
"508","2009-01-07",0.95
"509","2009-01-08",0.95
"510","2009-01-09",1
"511","2009-01-12",1.03
"512","2009-01-13",0.9
"513","2009-01-14",0.98
"514","2009-01-15",0.94
"515","2009-01-16",1
"516","2009-01-20",0.9
"517","2009-01-21",0.85
"518","2009-01-22",0.85
"519","2009-01-23",0.82
"520","2009-01-26",0.8
"521","2009-01-27",1
"522","2009-01-28",0.85
"523","2009-01-29",0.79
"524","2009-01-30",0.7
"525","2009-02-02",0.68
"526","2009-02-03",0.7
"527","2009-02-04",0.7
"528","2009-02-05",0.55
"529","2009-02-06",0.69
"530","2009-02-09",0.84
"531","2009-02-10",0.75
"532","2009-02-11",0.73
"533","2009-02-12",0.65
"534","2009-02-13",0.7
"535","2009-02-17",0.7
"536","2009-02-18",0.91
"537","2009-02-19",0.87
"538","2009-02-20",1.19
"539","2009-02-23",0.82
"540","2009-02-24",0.83
"541","2009-02-25",0.72
"542","2009-02-26",0.72
"543","2009-02-27",0.78
"544","2009-03-02",0.7
"545","2009-03-03",0.57
"546","2009-03-04",0.65
"547","2009-03-05",0.7
"548","2009-03-06",0.56
"549","2009-03-09",0.56
"550","2009-03-10",0.57
"551","2009-03-11",0.65
"552","2009-03-12",0.77
"553","2009-03-13",0.78
"554","2009-03-16",0.85
"555","2009-03-17",0.86
"556","2009-03-18",0.81
"557","2009-03-19",0.77
"558","2009-03-20",0.81
"559","2009-03-23",0.82
"560","2009-03-24",0.8
"561","2009-03-25",0.82
"562","2009-03-26",0.86
"563","2009-03-27",0.85
"564","2009-03-30",1.01
"565","2009-03-31",1.14
"566","2009-04-01",1.27
"567","2009-04-02",1.34
"568","2009-04-03",1.25
"569","2009-04-06",1.29
"570","2009-04-07",1.38
"571","2009-04-08",1.2
"572","2009-04-09",1.2
"573","2009-04-13",1.15
"574","2009-04-14",1.38
"575","2009-04-15",1.2
"576","2009-04-16",1.4
"577","2009-04-17",1.38
"578","2009-04-20",1.38
"579","2009-04-21",1.37
"580","2009-04-22",1.44
"581","2009-04-23",1.16
"582","2009-04-24",1.39
"583","2009-04-27",1.2
"584","2009-04-28",1.47
"585","2009-04-29",1.42
"586","2009-04-30",1.42
"587","2009-05-01",1.37
"588","2009-05-04",1.33
"589","2009-05-05",1.71
"590","2009-05-06",1.7
"591","2009-05-07",1.85
"592","2009-05-08",1.9
"593","2009-05-11",1.71
"594","2009-05-12",1.82
"595","2009-05-13",1.72
"596","2009-05-14",1.87
"597","2009-05-15",1.85
"598","2009-05-18",1.92
"599","2009-05-19",1.98
"600","2009-05-20",1.95
"601","2009-05-21",1.94
"602","2009-05-22",1.9
"603","2009-05-26",1.96
"604","2009-05-27",1.89
"605","2009-05-28",1.89
"606","2009-05-29",1.91
"607","2009-06-01",1.95
"608","2009-06-02",1.95
"609","2009-06-03",1.89
"610","2009-06-04",2.02
"611","2009-06-05",2
"612","2009-06-08",1.92
"613","2009-06-09",2.12
"614","2009-06-10",2.12
"615","2009-06-11",2.32
"616","2009-06-12",2.4
"617","2009-06-15",2.21
"618","2009-06-16",2.45
"619","2009-06-17",2.27
"620","2009-06-18",2.27
"621","2009-06-19",2.55
"622","2009-06-22",2.25
"623","2009-06-23",2.52
"624","2009-06-24",2.27
"625","2009-06-25",2.3
"626","2009-06-26",2.26
"627","2009-06-29",2.26
"628","2009-06-30",2.06
"629","2009-07-01",2.27
"630","2009-07-02",1.97
"631","2009-07-06",2.24
"632","2009-07-07",2.18
"633","2009-07-08",1.97
"634","2009-07-09",1.9
"635","2009-07-10",1.86
"636","2009-07-13",2.23
"637","2009-07-14",2.23
"638","2009-07-15",2.23
"639","2009-07-16",1.96
"640","2009-07-17",1.92
"641","2009-07-20",1.98
"642","2009-07-21",2.08
"643","2009-07-22",2.08
"644","2009-07-23",2.09
"645","2009-07-24",2.18
"646","2009-07-27",2.09
"647","2009-07-28",2.09
"648","2009-07-29",2.01
"649","2009-07-30",2.01
"650","2009-07-31",2.19
"651","2009-08-03",2.19
"652","2009-08-04",2.19
"653","2009-08-05",2.19
"654","2009-08-06",2.3
"655","2009-08-07",2.3
"656","2009-08-10",2.15
"657","2009-08-11",2.15
"658","2009-08-12",2.35
"659","2009-08-13",2.17
"660","2009-08-14",2.3
"661","2009-08-17",2.29
"662","2009-08-18",2.28
"663","2009-08-19",2.26
"664","2009-08-20",2.17
"665","2009-08-21",2.34
"666","2009-08-24",2.25
"667","2009-08-25",2.18
"668","2009-08-26",2.35
"669","2009-08-27",2.35
"670","2009-08-28",2.36
"671","2009-08-31",2.3
"672","2009-09-01",2.28
"673","2009-09-02",2.25
"674","2009-09-03",2.21
"675","2009-09-04",2.24
"676","2009-09-08",2.2
"677","2009-09-09",2.3
"678","2009-09-10",2.4
"679","2009-09-11",2.35
"680","2009-09-14",2.3
"681","2009-09-15",2.4
"682","2009-09-16",2.42
"683","2009-09-17",2.4
"684","2009-09-18",2.3
"685","2009-09-21",2.4
"686","2009-09-22",2.4
"687","2009-09-23",2.39
"688","2009-09-24",2.36
"689","2009-09-25",2.4
"690","2009-09-28",2.41
"691","2009-09-29",2.41
"692","2009-09-30",2.4
"693","2009-10-01",2.4
"694","2009-10-02",2.4
"695","2009-10-05",2.42
"696","2009-10-06",2.42
"697","2009-10-07",2.42
"698","2009-10-08",2.41
"699","2009-10-09",2.4
"700","2009-10-12",2.39
"701","2009-10-13",2.42
"702","2009-10-14",2.4
"703","2009-10-15",2.4
"704","2009-10-16",2.3
"705","2009-10-19",2.38
"706","2009-10-20",2.4
"707","2009-10-21",2.39
"708","2009-10-22",2.33
"709","2009-10-23",2.4
"710","2009-10-26",2.39
"711","2009-10-27",2.38
"712","2009-10-28",2.38
"713","2009-10-29",2.39
"714","2009-10-30",2.05
"715","2009-11-02",2.19
"716","2009-11-03",2.11
"717","2009-11-04",2.15
"718","2009-11-05",2.24
"719","2009-11-06",2.21
"720","2009-11-09",2.31
"721","2009-11-10",2.4
"722","2009-11-11",2.4
"723","2009-11-12",2.4
"724","2009-11-13",2.49
"725","2009-11-16",2.6
"726","2009-11-17",2.75
"727","2009-11-18",2.73
"728","2009-11-19",2.78
"729","2009-11-20",2.79
"730","2009-11-23",3
"731","2009-11-24",3.1
"732","2009-11-25",3.18
"733","2009-11-27",3.2
"734","2009-11-30",3.17
"735","2009-12-01",3.15
"736","2009-12-02",3.15
"737","2009-12-03",3.15
"738","2009-12-04",3.2
"739","2009-12-07",3.34
"740","2009-12-08",3.4
"741","2009-12-09",3.3
"742","2009-12-10",3.3
"743","2009-12-11",3.21
"744","2009-12-14",3.15
"745","2009-12-15",3.1
"746","2009-12-16",2.67
"747","2009-12-17",2.99
"748","2009-12-18",2.75
"749","2009-12-21",2.97
"750","2009-12-22",2.92
"751","2009-12-23",3.01
"752","2009-12-24",3.09
"753","2009-12-28",3.1
"754","2009-12-29",3.1
"755","2009-12-30",3.09
"756","2009-12-31",3.07
"757","2010-01-04",3.08
"758","2010-01-05",3.1
"759","2010-01-06",3.02
"760","2010-01-07",3.09
"761","2010-01-08",3.09
"762","2010-01-11",3.09
"763","2010-01-12",3.03
"764","2010-01-13",3.1
"765","2010-01-14",3.16
"766","2010-01-15",3.15
"767","2010-01-19",3.24
"768","2010-01-20",3.12
"769","2010-01-21",2.95
"770","2010-01-22",3.11
"771","2010-01-25",2.97
"772","2010-01-26",3
"773","2010-01-27",2.97
"774","2010-01-28",2.97
"775","2010-01-29",2.99
"776","2010-02-01",2.95
"777","2010-02-02",2.96
"778","2010-02-03",3.03
"779","2010-02-04",2.92
"780","2010-02-05",3.09
"781","2010-02-08",2.91
"782","2010-02-09",3.01
"783","2010-02-10",2.92
"784","2010-02-11",3.01
"785","2010-02-12",3
"786","2010-02-16",2.93
"787","2010-02-17",2.93
"788","2010-02-18",3.08
"789","2010-02-19",2.96
"790","2010-02-22",2.9
"791","2010-02-23",3.04
"792","2010-02-24",3.05
"793","2010-02-25",3.1
"794","2010-02-26",2.95
"795","2010-03-01",3.02
"796","2010-03-02",3.09
"797","2010-03-03",2.96
"798","2010-03-04",3.08
"799","2010-03-05",3.12
"800","2010-03-08",3.16
"801","2010-03-09",3.65
"802","2010-03-10",3.9
"803","2010-03-11",3.9
"804","2010-03-12",3.79
"805","2010-03-15",3.99
"806","2010-03-16",4.05
"807","2010-03-17",4.13
"808","2010-03-18",4.14
"809","2010-03-19",4.16
"810","2010-03-22",4.15
"811","2010-03-23",4.49
"812","2010-03-24",4.13
"813","2010-03-25",4.3
"814","2010-03-26",4.31
"815","2010-03-29",4.3
"816","2010-03-30",4.08
"817","2010-03-31",4.3
"818","2010-04-01",4.25
"819","2010-04-05",4.3
"820","2010-04-06",4.3
"821","2010-04-07",4.44
"822","2010-04-08",4.29
"823","2010-04-09",4.43
"824","2010-04-12",4.28
"825","2010-04-13",4.3
"826","2010-04-14",4.35
"827","2010-04-15",4.4
"828","2010-04-16",4.4
"829","2010-04-19",4.3
"830","2010-04-20",4.3
"831","2010-04-21",4.39
"832","2010-04-22",4.22
"833","2010-04-23",4.16
"834","2010-04-26",4.24
"835","2010-04-27",4.2
"836","2010-04-28",4.31
"837","2010-04-29",4.31
"838","2010-04-30",4.33
"839","2010-05-03",4.15
"840","2010-05-04",4.5
"841","2010-05-05",4.45
"842","2010-05-06",4.48
"843","2010-05-07",4.3
"844","2010-05-10",4.17
"845","2010-05-11",4.18
"846","2010-05-12",4.19
"847","2010-05-13",4
"848","2010-05-14",4.04
"849","2010-05-17",3.97
"850","2010-05-18",3.93
"851","2010-05-19",3.75
"852","2010-05-20",3.78
"853","2010-05-21",3.73
"854","2010-05-24",3.97
"855","2010-05-25",3.85
"856","2010-05-26",4
"857","2010-05-27",3.99
"858","2010-05-28",3.97
"859","2010-06-01",3.8
"860","2010-06-02",3.8
"861","2010-06-03",3.89
"862","2010-06-04",3.65
"863","2010-06-07",3.85
"864","2010-06-08",3.66
"865","2010-06-09",3.72
"866","2010-06-10",3.65
"867","2010-06-11",3.65
"868","2010-06-14",3.76
"869","2010-06-15",3.7
"870","2010-06-16",3.92
"871","2010-06-17",4
"872","2010-06-18",3.74
"873","2010-06-21",4.03
"874","2010-06-22",3.98
"875","2010-06-23",3.99
"876","2010-06-24",3.75
"877","2010-06-25",3.77
"878","2010-06-28",3.99
"879","2010-06-29",3.86
"880","2010-06-30",3.68
"881","2010-07-01",3.9
"882","2010-07-02",3.81
"883","2010-07-06",3.62
"884","2010-07-07",3.78
"885","2010-07-08",3.66
"886","2010-07-09",3.65
"887","2010-07-12",3.72
"888","2010-07-13",3.66
"889","2010-07-14",3.64
"890","2010-07-15",3.64
"891","2010-07-16",3.63
"892","2010-07-19",3.63
"893","2010-07-20",3.62
"894","2010-07-21",3.64
"895","2010-07-22",3.67
"896","2010-07-23",3.67
"897","2010-07-26",3.29
"898","2010-07-27",3.26
"899","2010-07-28",3.48
"900","2010-07-29",3.8
"901","2010-07-30",3.87
"902","2010-08-02",4.01
"903","2010-08-03",3.99
"904","2010-08-04",3.95
"905","2010-08-05",3.95
"906","2010-08-06",3.83
"907","2010-08-09",3.65
"908","2010-08-10",3.62
"909","2010-08-11",3.39
"910","2010-08-12",3.47
"911","2010-08-13",2.77
"912","2010-08-16",2.89
"913","2010-08-17",3.09
"914","2010-08-18",3.07
"915","2010-08-19",3.13
"916","2010-08-20",3
"917","2010-08-23",2.97
"918","2010-08-24",2.97
"919","2010-08-25",3.17
"920","2010-08-26",2.92
"921","2010-08-27",2.95
"922","2010-08-30",2.99
"923","2010-08-31",2.89
"924","2010-09-01",3.07
"925","2010-09-02",2.99
"926","2010-09-03",2.99
"927","2010-09-07",2.98
"928","2010-09-08",2.85
"929","2010-09-09",2.94
"930","2010-09-10",2.96
"931","2010-09-13",3.09
"932","2010-09-14",3.05
"933","2010-09-15",3.02
"934","2010-09-16",3
"935","2010-09-17",3.03
"936","2010-09-20",3.08
"937","2010-09-21",3.06
"938","2010-09-22",3.09
"939","2010-09-23",3.12
"940","2010-09-24",3.14
"941","2010-09-27",3.14
"942","2010-09-28",3.16
"943","2010-09-29",3.29
"944","2010-09-30",3.45
"945","2010-10-01",3.51
"946","2010-10-04",3.32
"947","2010-10-05",3.42
"948","2010-10-06",3.48
"949","2010-10-07",3.33
"950","2010-10-08",3.48
"951","2010-10-11",3.45
"952","2010-10-12",3.41
"953","2010-10-13",3.71
"954","2010-10-14",3.52
"955","2010-10-15",3.53
"956","2010-10-18",3.58
"957","2010-10-19",3.58
"958","2010-10-20",3.52
"959","2010-10-21",3.39
"960","2010-10-22",3.3
"961","2010-10-25",3.48
"962","2010-10-26",3.6
"963","2010-10-27",3.36
"964","2010-10-28",3.38
"965","2010-10-29",3.6
"966","2010-11-01",3.65
"967","2010-11-02",3.51
"968","2010-11-03",3.49
"969","2010-11-04",3.6
"970","2010-11-05",3.74
"971","2010-11-08",3.68
"972","2010-11-09",3.69
"973","2010-11-10",3.74
"974","2010-11-11",3.74
"975","2010-11-12",3.69
"976","2010-11-15",3.64
"977","2010-11-16",3.73
"978","2010-11-17",3.74
"979","2010-11-18",3.69
"980","2010-11-19",3.73
"981","2010-11-22",3.73
"982","2010-11-23",3.73
"983","2010-11-24",3.6
"984","2010-11-26",3.6
"985","2010-11-29",3.7
"986","2010-11-30",3.63
"987","2010-12-01",3.61
"988","2010-12-02",3.68
"989","2010-12-03",3.77
"990","2010-12-06",3.85
"991","2010-12-07",3.85
"992","2010-12-08",3.79
"993","2010-12-09",3.9
"994","2010-12-10",3.95
"995","2010-12-13",3.9
"996","2010-12-14",3.85
"997","2010-12-15",3.8
"998","2010-12-16",3.71
"999","2010-12-17",3.93
"1000","2010-12-20",3.79
"1001","2010-12-21",3.92
