"","date","OPCH"
"1","2007-01-03",13.64
"2","2007-01-04",13.68
"3","2007-01-05",13.84
"4","2007-01-08",13.76
"5","2007-01-09",13.76
"6","2007-01-10",14.72
"7","2007-01-11",14.64
"8","2007-01-12",15.04
"9","2007-01-16",15.28
"10","2007-01-17",15.2
"11","2007-01-18",14.52
"12","2007-01-19",14.84
"13","2007-01-22",14.64
"14","2007-01-23",14.32
"15","2007-01-24",13.36
"16","2007-01-25",12.92
"17","2007-01-26",12.88
"18","2007-01-29",12.88
"19","2007-01-30",12.96
"20","2007-01-31",12.76
"21","2007-02-01",13.08
"22","2007-02-02",12.88
"23","2007-02-05",12.84
"24","2007-02-06",12.4
"25","2007-02-07",12.56
"26","2007-02-08",12.8
"27","2007-02-09",12.76
"28","2007-02-12",12.76
"29","2007-02-13",12.96
"30","2007-02-14",13.04
"31","2007-02-15",12.76
"32","2007-02-16",12.48
"33","2007-02-20",12.68
"34","2007-02-21",12.72
"35","2007-02-22",12.96
"36","2007-02-23",13.16
"37","2007-02-26",13.12
"38","2007-02-27",12.36
"39","2007-02-28",12.64
"40","2007-03-01",13.04
"41","2007-03-02",12.8
"42","2007-03-05",12.8
"43","2007-03-06",12.56
"44","2007-03-07",12.8
"45","2007-03-08",12.68
"46","2007-03-09",12.48
"47","2007-03-12",12.56
"48","2007-03-13",12.56
"49","2007-03-14",12.6
"50","2007-03-15",12.64
"51","2007-03-16",12.48
"52","2007-03-19",12.16
"53","2007-03-20",12.16
"54","2007-03-21",12.16
"55","2007-03-22",12.76
"56","2007-03-23",12.64
"57","2007-03-26",12.68
"58","2007-03-27",12.72
"59","2007-03-28",12.6
"60","2007-03-29",12.56
"61","2007-03-30",12.52
"62","2007-04-02",12.12
"63","2007-04-03",12.52
"64","2007-04-04",12.36
"65","2007-04-05",12.4
"66","2007-04-09",12.52
"67","2007-04-10",12.68
"68","2007-04-11",12.6
"69","2007-04-12",12.28
"70","2007-04-13",12.44
"71","2007-04-16",12.48
"72","2007-04-17",12.52
"73","2007-04-18",12.56
"74","2007-04-19",13.12
"75","2007-04-20",13.4
"76","2007-04-23",12.84
"77","2007-04-24",13.32
"78","2007-04-25",13.32
"79","2007-04-26",13.24
"80","2007-04-27",13.56
"81","2007-04-30",14.24
"82","2007-05-01",14.76
"83","2007-05-02",14.68
"84","2007-05-03",14.28
"85","2007-05-04",17.280001
"86","2007-05-07",17.719999
"87","2007-05-08",17.040001
"88","2007-05-09",17
"89","2007-05-10",16.719999
"90","2007-05-11",16.16
"91","2007-05-14",16.52
"92","2007-05-15",16.92
"93","2007-05-16",17.040001
"94","2007-05-17",17.040001
"95","2007-05-18",17
"96","2007-05-21",16.799999
"97","2007-05-22",16.92
"98","2007-05-23",16.92
"99","2007-05-24",17.200001
"100","2007-05-25",17.24
"101","2007-05-29",17.08
"102","2007-05-30",16.959999
"103","2007-05-31",16.76
"104","2007-06-01",16.639999
"105","2007-06-04",16.92
"106","2007-06-05",16.6
"107","2007-06-06",16.719999
"108","2007-06-07",16.799999
"109","2007-06-08",16.52
"110","2007-06-11",16.4
"111","2007-06-12",16.52
"112","2007-06-13",16.559999
"113","2007-06-14",17
"114","2007-06-15",16.719999
"115","2007-06-18",16.799999
"116","2007-06-19",17.6
"117","2007-06-20",17.32
"118","2007-06-21",17.200001
"119","2007-06-22",17.48
"120","2007-06-25",17.52
"121","2007-06-26",17.200001
"122","2007-06-27",17.6
"123","2007-06-28",19.280001
"124","2007-06-29",19.200001
"125","2007-07-02",20.360001
"126","2007-07-03",20.68
"127","2007-07-05",20.52
"128","2007-07-06",20.68
"129","2007-07-09",20.16
"130","2007-07-10",19.6
"131","2007-07-11",19.4
"132","2007-07-12",19.879999
"133","2007-07-13",20
"134","2007-07-16",21.959999
"135","2007-07-17",22
"136","2007-07-18",21.48
"137","2007-07-19",21.639999
"138","2007-07-20",22.200001
"139","2007-07-23",22.32
"140","2007-07-24",21.639999
"141","2007-07-25",20.32
"142","2007-07-26",20.879999
"143","2007-07-27",20.559999
"144","2007-07-30",22.6
"145","2007-07-31",21.76
"146","2007-08-01",21.6
"147","2007-08-02",21.200001
"148","2007-08-03",21.799999
"149","2007-08-06",21.719999
"150","2007-08-07",21.76
"151","2007-08-08",22.32
"152","2007-08-09",19.719999
"153","2007-08-10",19.719999
"154","2007-08-13",21.639999
"155","2007-08-14",20.32
"156","2007-08-15",20.719999
"157","2007-08-16",20.719999
"158","2007-08-17",19.76
"159","2007-08-20",19.76
"160","2007-08-21",19.959999
"161","2007-08-22",21.84
"162","2007-08-23",22.6
"163","2007-08-24",22.959999
"164","2007-08-27",23.32
"165","2007-08-28",22.360001
"166","2007-08-29",23.120001
"167","2007-08-30",22.719999
"168","2007-08-31",23.24
"169","2007-09-04",24.24
"170","2007-09-05",24.92
"171","2007-09-06",25.84
"172","2007-09-07",25.4
"173","2007-09-10",25.84
"174","2007-09-11",25.92
"175","2007-09-12",26.200001
"176","2007-09-13",26.559999
"177","2007-09-14",26.08
"178","2007-09-17",25.799999
"179","2007-09-18",25.959999
"180","2007-09-19",25.559999
"181","2007-09-20",25.4
"182","2007-09-21",25.48
"183","2007-09-24",24.719999
"184","2007-09-25",24.959999
"185","2007-09-26",25.719999
"186","2007-09-27",25.879999
"187","2007-09-28",25.68
"188","2007-10-01",25.76
"189","2007-10-02",26.280001
"190","2007-10-03",26.6
"191","2007-10-04",27.120001
"192","2007-10-05",27.719999
"193","2007-10-08",27.92
"194","2007-10-09",29.08
"195","2007-10-10",29.32
"196","2007-10-11",29.879999
"197","2007-10-12",31.08
"198","2007-10-15",29.360001
"199","2007-10-16",29.08
"200","2007-10-17",29.040001
"201","2007-10-18",30.120001
"202","2007-10-19",31.76
"203","2007-10-22",30.76
"204","2007-10-23",31.48
"205","2007-10-24",32.48
"206","2007-10-25",33.240002
"207","2007-10-26",34.52
"208","2007-10-29",32.919998
"209","2007-10-30",32.16
"210","2007-10-31",31.32
"211","2007-11-01",32.599998
"212","2007-11-02",32.32
"213","2007-11-05",34.599998
"214","2007-11-06",36.360001
"215","2007-11-07",35.639999
"216","2007-11-08",36.48
"217","2007-11-09",36.799999
"218","2007-11-12",37.959999
"219","2007-11-13",36.360001
"220","2007-11-14",38.279999
"221","2007-11-15",36.84
"222","2007-11-16",37.240002
"223","2007-11-19",37.080002
"224","2007-11-20",35.16
"225","2007-11-21",35
"226","2007-11-23",34.720001
"227","2007-11-26",35.759998
"228","2007-11-27",35.400002
"229","2007-11-28",36
"230","2007-11-29",35.599998
"231","2007-11-30",35.16
"232","2007-12-03",35.400002
"233","2007-12-04",35.84
"234","2007-12-05",35.240002
"235","2007-12-06",35.799999
"236","2007-12-07",36.119999
"237","2007-12-10",37.959999
"238","2007-12-11",37.400002
"239","2007-12-12",36.080002
"240","2007-12-13",34.52
"241","2007-12-14",35.240002
"242","2007-12-17",32.360001
"243","2007-12-18",32.439999
"244","2007-12-19",32.599998
"245","2007-12-20",32.880001
"246","2007-12-21",33.279999
"247","2007-12-24",33.84
"248","2007-12-26",34.040001
"249","2007-12-27",33.200001
"250","2007-12-28",30.76
"251","2007-12-31",30.92
"252","2008-01-02",30.799999
"253","2008-01-03",30.6
"254","2008-01-04",29.120001
"255","2008-01-07",30.719999
"256","2008-01-08",30.32
"257","2008-01-09",31.68
"258","2008-01-10",32.599998
"259","2008-01-11",33.200001
"260","2008-01-14",33.16
"261","2008-01-15",32.880001
"262","2008-01-16",32.84
"263","2008-01-17",32.959999
"264","2008-01-18",32.639999
"265","2008-01-22",31.200001
"266","2008-01-23",31.6
"267","2008-01-24",32
"268","2008-01-25",31.360001
"269","2008-01-28",32.240002
"270","2008-01-29",33.32
"271","2008-01-30",31.76
"272","2008-01-31",31.040001
"273","2008-02-01",32.16
"274","2008-02-04",32.48
"275","2008-02-05",30.76
"276","2008-02-06",30.92
"277","2008-02-07",27.799999
"278","2008-02-08",28.32
"279","2008-02-11",29.280001
"280","2008-02-12",26.48
"281","2008-02-13",23.799999
"282","2008-02-14",24.68
"283","2008-02-15",26.68
"284","2008-02-19",27.040001
"285","2008-02-20",26.76
"286","2008-02-21",26.639999
"287","2008-02-22",28
"288","2008-02-25",28.440001
"289","2008-02-26",29.440001
"290","2008-02-27",29
"291","2008-02-28",28.639999
"292","2008-02-29",28.120001
"293","2008-03-03",28
"294","2008-03-04",29.32
"295","2008-03-05",28
"296","2008-03-06",28.280001
"297","2008-03-07",29.16
"298","2008-03-10",28.24
"299","2008-03-11",28.360001
"300","2008-03-12",28
"301","2008-03-13",28.24
"302","2008-03-14",27.48
"303","2008-03-17",27.24
"304","2008-03-18",27
"305","2008-03-19",27.360001
"306","2008-03-20",27.200001
"307","2008-03-24",26.84
"308","2008-03-25",27.84
"309","2008-03-26",27.16
"310","2008-03-27",27.32
"311","2008-03-28",27.200001
"312","2008-03-31",27.040001
"313","2008-04-01",27
"314","2008-04-02",26.120001
"315","2008-04-03",26.16
"316","2008-04-04",26.559999
"317","2008-04-07",27.799999
"318","2008-04-08",27.6
"319","2008-04-09",27.84
"320","2008-04-10",27.959999
"321","2008-04-11",27.4
"322","2008-04-14",27.799999
"323","2008-04-15",26.879999
"324","2008-04-16",27.08
"325","2008-04-17",26.559999
"326","2008-04-18",26.24
"327","2008-04-21",26.280001
"328","2008-04-22",25.440001
"329","2008-04-23",24.68
"330","2008-04-24",26.32
"331","2008-04-25",26.24
"332","2008-04-28",26.16
"333","2008-04-29",26.08
"334","2008-04-30",22
"335","2008-05-01",20.639999
"336","2008-05-02",17.52
"337","2008-05-05",17.4
"338","2008-05-06",16.120001
"339","2008-05-07",16.08
"340","2008-05-08",16
"341","2008-05-09",16
"342","2008-05-12",15.16
"343","2008-05-13",15.28
"344","2008-05-14",16.32
"345","2008-05-15",17.16
"346","2008-05-16",17.16
"347","2008-05-19",17.16
"348","2008-05-20",16.639999
"349","2008-05-21",15.88
"350","2008-05-22",16
"351","2008-05-23",16.040001
"352","2008-05-27",16.120001
"353","2008-05-28",16.120001
"354","2008-05-29",16.879999
"355","2008-05-30",17.16
"356","2008-06-02",16.52
"357","2008-06-03",16.200001
"358","2008-06-04",16.040001
"359","2008-06-05",16.200001
"360","2008-06-06",15.68
"361","2008-06-09",15.04
"362","2008-06-10",14.08
"363","2008-06-11",14.44
"364","2008-06-12",14
"365","2008-06-13",13.6
"366","2008-06-16",13.76
"367","2008-06-17",13.68
"368","2008-06-18",13.36
"369","2008-06-19",13.4
"370","2008-06-20",12.96
"371","2008-06-23",12.72
"372","2008-06-24",12.24
"373","2008-06-25",11.88
"374","2008-06-26",11.68
"375","2008-06-27",10.6
"376","2008-06-30",10.36
"377","2008-07-01",10.56
"378","2008-07-02",9.28
"379","2008-07-03",9.32
"380","2008-07-07",8.4
"381","2008-07-08",8.28
"382","2008-07-09",8.28
"383","2008-07-10",8.4
"384","2008-07-11",8.4
"385","2008-07-14",8.4
"386","2008-07-15",8.28
"387","2008-07-16",9.16
"388","2008-07-17",10.08
"389","2008-07-18",10.44
"390","2008-07-21",10.4
"391","2008-07-22",11.12
"392","2008-07-23",11.28
"393","2008-07-24",11.24
"394","2008-07-25",11.08
"395","2008-07-28",10.4
"396","2008-07-29",10.56
"397","2008-07-30",11.2
"398","2008-07-31",15.24
"399","2008-08-01",14.64
"400","2008-08-04",15.84
"401","2008-08-05",16.200001
"402","2008-08-06",16.959999
"403","2008-08-07",16.959999
"404","2008-08-08",16.24
"405","2008-08-11",16.4
"406","2008-08-12",16.84
"407","2008-08-13",16.959999
"408","2008-08-14",18.639999
"409","2008-08-15",19.24
"410","2008-08-18",16.6
"411","2008-08-19",16.24
"412","2008-08-20",16.08
"413","2008-08-21",16.040001
"414","2008-08-22",16.08
"415","2008-08-25",16
"416","2008-08-26",16.120001
"417","2008-08-27",16.360001
"418","2008-08-28",16.280001
"419","2008-08-29",16.08
"420","2008-09-02",16.040001
"421","2008-09-03",16.08
"422","2008-09-04",16.08
"423","2008-09-05",16.16
"424","2008-09-08",15.64
"425","2008-09-09",14.28
"426","2008-09-10",11.08
"427","2008-09-11",10.24
"428","2008-09-12",10.44
"429","2008-09-15",10.4
"430","2008-09-16",10.88
"431","2008-09-17",10.44
"432","2008-09-18",10.4
"433","2008-09-19",11.24
"434","2008-09-22",11.48
"435","2008-09-23",11.16
"436","2008-09-24",11.64
"437","2008-09-25",11.84
"438","2008-09-26",12.16
"439","2008-09-29",12.2
"440","2008-09-30",11.92
"441","2008-10-01",12.8
"442","2008-10-02",12
"443","2008-10-03",12.88
"444","2008-10-06",12.68
"445","2008-10-07",10.6
"446","2008-10-08",10.48
"447","2008-10-09",9.6
"448","2008-10-10",9.48
"449","2008-10-13",10.28
"450","2008-10-14",10.08
"451","2008-10-15",11.08
"452","2008-10-16",9.08
"453","2008-10-17",9.28
"454","2008-10-20",9.68
"455","2008-10-21",10.12
"456","2008-10-22",9.28
"457","2008-10-23",8.88
"458","2008-10-24",8.2
"459","2008-10-27",7.88
"460","2008-10-28",7.88
"461","2008-10-29",8.6
"462","2008-10-30",9.92
"463","2008-10-31",12
"464","2008-11-03",10.6
"465","2008-11-04",10.96
"466","2008-11-05",10.56
"467","2008-11-06",9.8
"468","2008-11-07",9.48
"469","2008-11-10",8.72
"470","2008-11-11",8.28
"471","2008-11-12",8.6
"472","2008-11-13",8.96
"473","2008-11-14",8.56
"474","2008-11-17",7.92
"475","2008-11-18",7.4
