"","date","EMCF"
"256","2008-01-08",26.299999
"257","2008-01-09",25.799999
"258","2008-01-10",25.799999
"259","2008-01-11",25.799999
"260","2008-01-14",25.799999
"261","2008-01-15",28.35
"262","2008-01-16",25.799999
"263","2008-01-17",25.799999
"264","2008-01-18",25.799999
"265","2008-01-22",25.799999
"266","2008-01-23",25.799999
"267","2008-01-24",25.799999
"268","2008-01-25",26.15
"269","2008-01-28",26.15
"270","2008-01-29",26.15
"271","2008-01-30",26.15
"272","2008-01-31",25.75
"273","2008-02-01",26.25
"274","2008-02-04",24.75
"275","2008-02-05",24.799999
"276","2008-02-06",24.799999
"277","2008-02-07",25.5
"278","2008-02-08",25.25
"279","2008-02-11",25.25
"280","2008-02-12",25.25
"281","2008-02-13",25.25
"282","2008-02-14",25.9
"283","2008-02-15",25.9
"284","2008-02-19",25.9
"285","2008-02-20",25.9
"286","2008-02-21",25.93
"287","2008-02-22",25.65
"288","2008-02-25",25.9
"289","2008-02-26",25.9
"290","2008-02-27",25.9
"291","2008-02-28",25.9
"292","2008-02-29",25.9
"293","2008-03-03",25.9
"294","2008-03-04",25.9
"295","2008-03-05",25.9
"296","2008-03-06",25.9
"297","2008-03-07",25.9
"298","2008-03-10",25.9
"299","2008-03-11",25.9
"300","2008-03-12",26
"301","2008-03-13",26
"302","2008-03-14",26
"303","2008-03-17",26
"304","2008-03-18",26
"305","2008-03-19",26
"306","2008-03-20",26
"307","2008-03-24",27.75
"308","2008-03-25",27.75
"309","2008-03-26",27.75
"310","2008-03-27",27.75
"311","2008-03-28",26.5
"312","2008-03-31",26.5
"313","2008-04-01",26.5
"314","2008-04-02",25.75
"315","2008-04-03",25.75
"316","2008-04-04",25.75
"317","2008-04-07",25.75
"318","2008-04-08",25.75
"319","2008-04-09",28
"320","2008-04-10",28
"321","2008-04-11",26.5
"322","2008-04-14",27.5
"323","2008-04-15",27.5
"324","2008-04-16",27.5
"325","2008-04-17",27.5
"326","2008-04-18",27.5
"327","2008-04-21",27.5
"328","2008-04-22",27.5
"329","2008-04-23",26
"330","2008-04-24",26
"331","2008-04-25",26
"332","2008-04-28",26
"333","2008-04-29",26
"334","2008-04-30",26
"335","2008-05-01",27.5
"336","2008-05-02",27.5
"337","2008-05-05",27.5
"338","2008-05-06",27.5
"339","2008-05-07",27.5
"340","2008-05-08",25.9
"341","2008-05-09",25.9
"342","2008-05-12",25.9
"343","2008-05-13",25.9
"344","2008-05-14",25.9
"345","2008-05-15",25.9
"346","2008-05-16",25.9
"347","2008-05-19",25.9
"348","2008-05-20",25.9
"349","2008-05-21",26.950001
"350","2008-05-22",26.950001
"351","2008-05-23",26.950001
"352","2008-05-27",26.950001
"353","2008-05-28",26.950001
"354","2008-05-29",26.950001
"355","2008-05-30",26.950001
"356","2008-06-02",26.950001
"357","2008-06-03",26.950001
"358","2008-06-04",26
"359","2008-06-05",26
"360","2008-06-06",26
"361","2008-06-09",26
"362","2008-06-10",26
"363","2008-06-11",26
"364","2008-06-12",26
"365","2008-06-13",26.25
"366","2008-06-16",26.25
"367","2008-06-17",26.25
"368","2008-06-18",26.25
"369","2008-06-19",26.25
"370","2008-06-20",26.25
"371","2008-06-23",26.75
"372","2008-06-24",25
"373","2008-06-25",25.75
"374","2008-06-26",25.75
"375","2008-06-27",25.75
"376","2008-06-30",25.75
"377","2008-07-01",25.75
"378","2008-07-02",25.75
"379","2008-07-03",25.75
"380","2008-07-07",24.549999
"381","2008-07-08",25.5
"382","2008-07-09",25.5
"383","2008-07-10",24.57
"384","2008-07-11",24.549999
"385","2008-07-14",24.65
"386","2008-07-15",24.65
"387","2008-07-16",24.549999
"388","2008-07-17",23.5
"389","2008-07-18",23.5
"390","2008-07-21",23.5
"391","2008-07-22",23.5
"392","2008-07-23",23.5
"393","2008-07-24",23.5
"394","2008-07-25",23.5
"395","2008-07-28",23.5
"396","2008-07-29",26.5
"397","2008-07-30",25
"398","2008-07-31",24
"399","2008-08-01",25.25
"400","2008-08-04",25.25
"401","2008-08-05",25.25
"402","2008-08-06",25.25
"403","2008-08-07",24.5
"404","2008-08-08",24.5
"405","2008-08-11",25.25
"406","2008-08-12",25.25
"407","2008-08-13",24.75
"408","2008-08-14",24.75
"409","2008-08-15",24.5
"410","2008-08-18",25.24
"411","2008-08-19",25.24
"412","2008-08-20",25.24
"413","2008-08-21",25.24
"414","2008-08-22",25.24
"415","2008-08-25",25.24
"416","2008-08-26",25.24
"417","2008-08-27",24.25
"418","2008-08-28",25
"419","2008-08-29",25
"420","2008-09-02",22.75
"421","2008-09-03",22.75
"422","2008-09-04",22.75
"423","2008-09-05",22.75
"424","2008-09-08",22.75
"425","2008-09-09",22.75
"426","2008-09-10",22.75
"427","2008-09-11",22.75
"428","2008-09-12",22.75
"429","2008-09-15",21
"430","2008-09-16",21
"431","2008-09-17",21
"432","2008-09-18",21
"433","2008-09-19",21.25
"434","2008-09-22",24
"435","2008-09-23",24
"436","2008-09-24",24
"437","2008-09-25",24
"438","2008-09-26",24
"439","2008-09-29",24
"440","2008-09-30",24
"441","2008-10-01",24
"442","2008-10-02",24
"443","2008-10-03",22.85
"444","2008-10-06",21.75
"445","2008-10-07",21.75
"446","2008-10-08",21.75
"447","2008-10-09",21.75
"448","2008-10-10",21.75
"449","2008-10-13",21.75
"450","2008-10-14",21.75
"451","2008-10-15",23
"452","2008-10-16",23
"453","2008-10-17",23
"454","2008-10-20",23
"455","2008-10-21",23
"456","2008-10-22",23
"457","2008-10-23",22
"458","2008-10-24",22
"459","2008-10-27",22
"460","2008-10-28",20.25
"461","2008-10-29",20.25
"462","2008-10-30",20.5
"463","2008-10-31",21.5
"464","2008-11-03",22.200001
"465","2008-11-04",22.200001
"466","2008-11-05",22.200001
"467","2008-11-06",22.5
"468","2008-11-07",22.5
"469","2008-11-10",22.5
"470","2008-11-11",22.5
"471","2008-11-12",22.5
"472","2008-11-13",22.5
"473","2008-11-14",22.5
"474","2008-11-17",22.5
"475","2008-11-18",22.5
"476","2008-11-19",22.5
"477","2008-11-20",24.5
"478","2008-11-21",24.5
"479","2008-11-24",22
"480","2008-11-25",22
"481","2008-11-26",22
"482","2008-11-28",23.5
"483","2008-12-01",23.5
"484","2008-12-02",23.5
"485","2008-12-03",22
"486","2008-12-04",22
"487","2008-12-05",23
"488","2008-12-08",23
"489","2008-12-09",22
"490","2008-12-10",22
"491","2008-12-11",22.6
"492","2008-12-12",23
"493","2008-12-15",23
"494","2008-12-16",23
"495","2008-12-17",23
"496","2008-12-18",23
"497","2008-12-19",23
"498","2008-12-22",23.5
"499","2008-12-23",23.5
"500","2008-12-24",23.5
"501","2008-12-26",23.5
"502","2008-12-29",23.5
"503","2008-12-30",23.5
"504","2008-12-31",23.5
"505","2009-01-02",23.5
"506","2009-01-05",23.5
"507","2009-01-06",23.5
"508","2009-01-07",23.5
"509","2009-01-08",23.5
"510","2009-01-09",23.5
"511","2009-01-12",23.5
"512","2009-01-13",22.5
"513","2009-01-14",22.5
"514","2009-01-15",22.5
"515","2009-01-16",22.5
"516","2009-01-20",23.5
"517","2009-01-21",23.5
"518","2009-01-22",23.5
"519","2009-01-23",23.5
"520","2009-01-26",23.5
"521","2009-01-27",23.5
"522","2009-01-28",23.5
"523","2009-01-29",22.5
"524","2009-01-30",22.299999
"525","2009-02-02",22.049999
"526","2009-02-03",22.049999
"527","2009-02-04",22.049999
"528","2009-02-05",22.200001
"529","2009-02-06",22.200001
"530","2009-02-09",22.1
"531","2009-02-10",22.1
"532","2009-02-11",22.1
"533","2009-02-12",22.1
"534","2009-02-13",22.1
"535","2009-02-17",22.1
"536","2009-02-18",22.35
"537","2009-02-19",22.5
"538","2009-02-20",22.02
"539","2009-02-23",22.02
"540","2009-02-24",22.02
"541","2009-02-25",22.02
"542","2009-02-26",22.02
"543","2009-02-27",22.02
"544","2009-03-02",22.02
"545","2009-03-03",22.02
"546","2009-03-04",22.02
"547","2009-03-05",22.02
"548","2009-03-06",22.02
"549","2009-03-09",22.02
"550","2009-03-10",22.02
"551","2009-03-11",22.02
"552","2009-03-12",22.02
"553","2009-03-13",22.02
"554","2009-03-16",18
"555","2009-03-17",18
"556","2009-03-18",18
"557","2009-03-19",18
"558","2009-03-20",18
"559","2009-03-23",21.5
"560","2009-03-24",21.5
"561","2009-03-25",21.5
"562","2009-03-26",21.5
"563","2009-03-27",21.5
"564","2009-03-30",21.5
"565","2009-03-31",21.5
"566","2009-04-01",23
"567","2009-04-02",18
"568","2009-04-03",18
"569","2009-04-06",18
"570","2009-04-07",18
"571","2009-04-08",18
"572","2009-04-09",18
"573","2009-04-13",18
"574","2009-04-14",23
"575","2009-04-15",23
"576","2009-04-16",23
"577","2009-04-17",23
"578","2009-04-20",23
"579","2009-04-21",23
"580","2009-04-22",23
"581","2009-04-23",23
"582","2009-04-24",23
"583","2009-04-27",23
"584","2009-04-28",23
"585","2009-04-29",23
"586","2009-04-30",23
"587","2009-05-01",23
"588","2009-05-04",23
"589","2009-05-05",23
"590","2009-05-06",23
"591","2009-05-07",23
"592","2009-05-08",23
"593","2009-05-11",23
"594","2009-05-12",23
"595","2009-05-13",23
"596","2009-05-14",23
"597","2009-05-15",23.5
"598","2009-05-18",23.5
"599","2009-05-19",23.5
"600","2009-05-20",23.5
"601","2009-05-21",23.5
"602","2009-05-22",23.5
"603","2009-05-26",21
"604","2009-05-27",21
"605","2009-05-28",20.5
"606","2009-05-29",20.5
"607","2009-06-01",20.5
"608","2009-06-02",20.049999
"609","2009-06-03",19.549999
"610","2009-06-04",19.549999
"611","2009-06-05",20.5
"612","2009-06-08",20.5
"613","2009-06-09",20.5
"614","2009-06-10",19.25
"615","2009-06-11",19.25
"616","2009-06-12",19.1
"617","2009-06-15",18.9
"618","2009-06-16",18.9
"619","2009-06-17",18.799999
"620","2009-06-18",18.799999
"621","2009-06-19",18.799999
"622","2009-06-22",18.799999
"623","2009-06-23",18.799999
"624","2009-06-24",19.1
"625","2009-06-25",17.5
"626","2009-06-26",17.5
"627","2009-06-29",18
"628","2009-06-30",18
"629","2009-07-01",18
"630","2009-07-02",18
"631","2009-07-06",18
"632","2009-07-07",18
"633","2009-07-08",18
"634","2009-07-09",18
"635","2009-07-10",18
"636","2009-07-13",18
"637","2009-07-14",17.5
"638","2009-07-15",17.5
"639","2009-07-16",17.5
"640","2009-07-17",17.200001
"641","2009-07-20",16.049999
"642","2009-07-21",16.049999
"643","2009-07-22",16
"644","2009-07-23",16
"645","2009-07-24",16
"646","2009-07-27",16
"647","2009-07-28",16.25
"648","2009-07-29",16.25
"649","2009-07-30",16.25
"650","2009-07-31",16.4
"651","2009-08-03",17
"652","2009-08-04",17
"653","2009-08-05",17
"654","2009-08-06",17.5
"655","2009-08-07",17.5
"656","2009-08-10",17.5
"657","2009-08-11",17.5
"658","2009-08-12",17.5
"659","2009-08-13",17.5
"660","2009-08-14",17.5
"661","2009-08-17",17.5
"662","2009-08-18",17.5
"663","2009-08-19",17.5
"664","2009-08-20",17.5
"665","2009-08-21",17.5
"666","2009-08-24",17.5
"667","2009-08-25",18
"668","2009-08-26",18
"669","2009-08-27",18
"670","2009-08-28",17.75
"671","2009-08-31",17.75
"672","2009-09-01",17.75
"673","2009-09-02",17.75
"674","2009-09-03",17.75
"675","2009-09-04",17.75
"676","2009-09-08",17.75
"677","2009-09-09",17.75
"678","2009-09-10",17.5
"679","2009-09-11",17.5
"680","2009-09-14",17.5
"681","2009-09-15",17.5
"682","2009-09-16",17.5
"683","2009-09-17",17.5
"684","2009-09-18",17.5
"685","2009-09-21",18.299999
"686","2009-09-22",17.200001
"687","2009-09-23",17.1
"688","2009-09-24",17.1
"689","2009-09-25",17.1
"690","2009-09-28",17.1
"691","2009-09-29",17.1
"692","2009-09-30",17.1
"693","2009-10-01",17.1
"694","2009-10-02",17.1
"695","2009-10-05",17.1
"696","2009-10-06",17.1
"697","2009-10-07",17.1
"698","2009-10-08",17.1
"699","2009-10-09",17.1
"700","2009-10-12",17.1
"701","2009-10-13",17
"702","2009-10-14",17
"703","2009-10-15",16.26
"704","2009-10-16",16.26
"705","2009-10-19",16.26
"706","2009-10-20",16
"707","2009-10-21",16
"708","2009-10-22",15.9
"709","2009-10-23",15.9
"710","2009-10-26",15.9
"711","2009-10-27",15.9
"712","2009-10-28",17
"713","2009-10-29",17
"714","2009-10-30",16
"715","2009-11-02",16
"716","2009-11-03",16
"717","2009-11-04",15.3
"718","2009-11-05",15
"719","2009-11-06",15
"720","2009-11-09",15
"721","2009-11-10",15.44
"722","2009-11-11",15.44
"723","2009-11-12",15.44
"724","2009-11-13",15.44
"725","2009-11-16",15.24
"726","2009-11-17",15.24
"727","2009-11-18",15.24
"728","2009-11-19",15.25
"729","2009-11-20",14.61
"730","2009-11-23",14.99
"731","2009-11-24",14.89
"732","2009-11-25",14.89
"733","2009-11-27",14.3
"734","2009-11-30",13.8
"735","2009-12-01",13.05
"736","2009-12-02",14.31
"737","2009-12-03",13.25
"738","2009-12-04",13.5
"739","2009-12-07",13.3
"740","2009-12-08",13.35
"741","2009-12-09",13.84
"742","2009-12-10",13.5
"743","2009-12-11",13.5
"744","2009-12-14",15.25
"745","2009-12-15",14.89
"746","2009-12-16",13.75
"747","2009-12-17",13.75
"748","2009-12-18",13.5
"749","2009-12-21",14.9
"750","2009-12-22",14.9
"751","2009-12-23",14.9
"752","2009-12-24",14.8
"753","2009-12-28",13.82
"754","2009-12-29",13.82
"755","2009-12-30",13.8
"756","2009-12-31",13.85
"757","2010-01-04",13.87
"758","2010-01-05",13.63
"759","2010-01-06",13.67
"760","2010-01-07",14.05
"761","2010-01-08",14.05
"762","2010-01-11",13.19
"763","2010-01-12",13.19
"764","2010-01-13",13.34
"765","2010-01-14",13.34
"766","2010-01-15",13.6
"767","2010-01-19",13.6
"768","2010-01-20",13.6
"769","2010-01-21",13.55
"770","2010-01-22",13.55
"771","2010-01-25",13.55
"772","2010-01-26",13.55
"773","2010-01-27",13.55
"774","2010-01-28",13.55
"775","2010-01-29",14.21
"776","2010-02-01",14.21
"777","2010-02-02",14.25
"778","2010-02-03",13.68
"779","2010-02-04",13.76
"780","2010-02-05",15.2
"781","2010-02-08",15.2
"782","2010-02-09",15.2
"783","2010-02-10",15.1
"784","2010-02-11",14.9
"785","2010-02-12",15.2
"786","2010-02-16",15.2
"787","2010-02-17",15.2
"788","2010-02-18",15.1
"789","2010-02-19",15.1
"790","2010-02-22",15.1
"791","2010-02-23",15.1
"792","2010-02-24",15.1
"793","2010-02-25",14.75
"794","2010-02-26",14.75
"795","2010-03-01",14.75
"796","2010-03-02",14.75
"797","2010-03-03",14.75
"798","2010-03-04",14
"799","2010-03-05",14
"800","2010-03-08",14
"801","2010-03-09",14
"802","2010-03-10",14
"803","2010-03-11",14
"804","2010-03-12",14
"805","2010-03-15",14
"806","2010-03-16",14
"807","2010-03-17",14.03
"808","2010-03-18",13.51
"809","2010-03-19",13.79
"810","2010-03-22",15
"811","2010-03-23",15
"812","2010-03-24",15
"813","2010-03-25",15
"814","2010-03-26",14.15
"815","2010-03-29",14.15
"816","2010-03-30",14.15
"817","2010-03-31",14.51
"818","2010-04-01",15.15
"819","2010-04-05",15.4
"820","2010-04-06",14.36
"821","2010-04-07",14.36
"822","2010-04-08",14.36
"823","2010-04-09",14.36
"824","2010-04-12",15.14
"825","2010-04-13",15.14
"826","2010-04-14",15.14
"827","2010-04-15",15.65
"828","2010-04-16",15.65
"829","2010-04-19",15.63
"830","2010-04-20",15.65
"831","2010-04-21",15.65
"832","2010-04-22",15.65
"833","2010-04-23",15.65
"834","2010-04-26",15.5
"835","2010-04-27",15.9
"836","2010-04-28",15.9
"837","2010-04-29",15.11
"838","2010-04-30",15.11
"839","2010-05-03",15.8
"840","2010-05-04",15.98
"841","2010-05-05",15.98
"842","2010-05-06",15.5
"843","2010-05-07",15.5
"844","2010-05-10",15.75
"845","2010-05-11",15.75
"846","2010-05-12",15.75
"847","2010-05-13",15.75
"848","2010-05-14",15.75
"849","2010-05-17",15.75
"850","2010-05-18",16.24
"851","2010-05-19",16.24
"852","2010-05-20",16
"853","2010-05-21",16
"854","2010-05-24",16
"855","2010-05-25",15.37
"856","2010-05-26",15.37
"857","2010-05-27",15.37
"858","2010-05-28",15.37
"859","2010-06-01",15.37
"860","2010-06-02",15.43
"861","2010-06-03",15.43
"862","2010-06-04",15.43
"863","2010-06-07",15.43
"864","2010-06-08",15.43
"865","2010-06-09",15.43
"866","2010-06-10",15.5
"867","2010-06-11",15.5
"868","2010-06-14",15.5
"869","2010-06-15",15.5
"870","2010-06-16",15.5
"871","2010-06-17",15.55
"872","2010-06-18",15.55
"873","2010-06-21",16.5
"874","2010-06-22",16.5
"875","2010-06-23",16.5
"876","2010-06-24",16.5
"877","2010-06-25",15.75
"878","2010-06-28",15.75
"879","2010-06-29",15.75
"880","2010-06-30",15.85
"881","2010-07-01",15.85
"882","2010-07-02",15.85
"883","2010-07-06",15.55
"884","2010-07-07",15.55
"885","2010-07-08",15.55
"886","2010-07-09",15.55
"887","2010-07-12",15.55
"888","2010-07-13",15.55
"889","2010-07-14",15.55
"890","2010-07-15",15.55
"891","2010-07-16",15.55
"892","2010-07-19",15.55
"893","2010-07-20",15.55
"894","2010-07-21",15.55
"895","2010-07-22",15.55
"896","2010-07-23",15.55
"897","2010-07-26",15.55
"898","2010-07-27",15.55
"899","2010-07-28",16
"900","2010-07-29",16
"901","2010-07-30",16
"902","2010-08-02",16.049999
"903","2010-08-03",16.049999
"904","2010-08-04",16.049999
"905","2010-08-05",16.049999
"906","2010-08-06",16.049999
"907","2010-08-09",16.049999
"908","2010-08-10",16.049999
"909","2010-08-11",16.049999
"910","2010-08-12",15.88
"911","2010-08-13",15.88
"912","2010-08-16",15.88
"913","2010-08-17",15.76
"914","2010-08-18",15.76
"915","2010-08-19",15.75
"916","2010-08-20",15.75
"917","2010-08-23",15.75
"918","2010-08-24",15.75
"919","2010-08-25",15.75
"920","2010-08-26",16.4
"921","2010-08-27",16.4
"922","2010-08-30",16.4
"923","2010-08-31",16.4
"924","2010-09-01",16.34
"925","2010-09-02",16.34
"926","2010-09-03",16.34
"927","2010-09-07",16.34
"928","2010-09-08",15.75
"929","2010-09-09",15.75
"930","2010-09-10",15.95
"931","2010-09-13",15.95
"932","2010-09-14",16.15
"933","2010-09-15",16.15
"934","2010-09-16",15.75
"935","2010-09-17",16.5
"936","2010-09-20",17
"937","2010-09-21",17
"938","2010-09-22",17
"939","2010-09-23",18
"940","2010-09-24",18
"941","2010-09-27",15.8
"942","2010-09-28",16.889999
"943","2010-09-29",16.889999
"944","2010-09-30",16.5
"945","2010-10-01",16.940001
"946","2010-10-04",16.940001
"947","2010-10-05",16.25
"948","2010-10-06",16.450001
"949","2010-10-07",15.94
"950","2010-10-08",15.94
"951","2010-10-11",16
"952","2010-10-12",16
"953","2010-10-13",16
"954","2010-10-14",15.81
"955","2010-10-15",15.81
"956","2010-10-18",15.91
"957","2010-10-19",15.91
"958","2010-10-20",15.91
"959","2010-10-21",16
"960","2010-10-22",16
"961","2010-10-25",16
"962","2010-10-26",16
"963","2010-10-27",16
"964","2010-10-28",16
"965","2010-10-29",16
"966","2010-11-01",16.049999
"967","2010-11-02",16.059999
"968","2010-11-03",16.08
"969","2010-11-04",16.450001
"970","2010-11-05",16.450001
"971","2010-11-08",16.450001
"972","2010-11-09",16.15
"973","2010-11-10",16.15
"974","2010-11-11",16.15
"975","2010-11-12",16.15
"976","2010-11-15",16.16
"977","2010-11-16",16.16
"978","2010-11-17",16.25
"979","2010-11-18",16.25
"980","2010-11-19",16.25
"981","2010-11-22",16.209999
"982","2010-11-23",16.209999
"983","2010-11-24",16.209999
"984","2010-11-26",16.209999
"985","2010-11-29",16.209999
"986","2010-11-30",16.209999
"987","2010-12-01",16.209999
"988","2010-12-02",16.209999
"989","2010-12-03",16.209999
"990","2010-12-06",16.209999
"991","2010-12-07",16.209999
"992","2010-12-08",17.299999
"993","2010-12-09",17
"994","2010-12-10",16.469999
"995","2010-12-13",16.469999
"996","2010-12-14",16.75
"997","2010-12-15",16.75
"998","2010-12-16",16.75
"999","2010-12-17",16.75
"1000","2010-12-20",16.35
"1001","2010-12-21",16.35
"1002","2010-12-22",16.35
"1003","2010-12-23",16.35
"1004","2010-12-27",16.35
"1005","2010-12-28",16.35
"1006","2010-12-29",16.35
"1007","2010-12-30",16.35
"1008","2010-12-31",16.35
"1009","2011-01-03",16.370001
"1010","2011-01-04",17
"1011","2011-01-05",16.379999
"1012","2011-01-06",16.5
"1013","2011-01-07",16.450001
"1014","2011-01-10",16.450001
"1015","2011-01-11",17
"1016","2011-01-12",17
"1017","2011-01-13",17
"1018","2011-01-14",17
"1019","2011-01-18",17.01
"1020","2011-01-19",16.9
"1021","2011-01-20",16.9
"1022","2011-01-21",16.9
"1023","2011-01-24",16.9
"1024","2011-01-25",17.299999
