"","date","MYE"
"1","2007-01-03",15.59
"2","2007-01-04",15.45
"3","2007-01-05",15.13
"4","2007-01-08",15.35
"5","2007-01-09",15.6
"6","2007-01-10",15.56
"7","2007-01-11",16.16
"8","2007-01-12",16.43
"9","2007-01-16",16.780001
"10","2007-01-17",16.610001
"11","2007-01-18",16.530001
"12","2007-01-19",16.709999
"13","2007-01-22",16.4
"14","2007-01-23",16.52
"15","2007-01-24",17.15
"16","2007-01-25",16.91
"17","2007-01-26",17.17
"18","2007-01-29",17.16
"19","2007-01-30",17.24
"20","2007-01-31",17.219999
"21","2007-02-01",17.68
"22","2007-02-02",17.85
"23","2007-02-05",17.77
"24","2007-02-06",17.74
"25","2007-02-07",17.91
"26","2007-02-08",17.85
"27","2007-02-09",17.709999
"28","2007-02-12",17.799999
"29","2007-02-13",17.950001
"30","2007-02-14",18.07
"31","2007-02-15",18.059999
"32","2007-02-16",17.879999
"33","2007-02-20",18.17
"34","2007-02-21",18.190001
"35","2007-02-22",18.219999
"36","2007-02-23",17.75
"37","2007-02-26",17.709999
"38","2007-02-27",16.860001
"39","2007-02-28",17
"40","2007-03-01",17.35
"41","2007-03-02",17.16
"42","2007-03-05",17.110001
"43","2007-03-06",17.620001
"44","2007-03-07",17.65
"45","2007-03-08",18.040001
"46","2007-03-09",18.01
"47","2007-03-12",18.620001
"48","2007-03-13",18.07
"49","2007-03-14",18.24
"50","2007-03-15",18.09
"51","2007-03-16",18.09
"52","2007-03-19",18.309999
"53","2007-03-20",18.59
"54","2007-03-21",18.879999
"55","2007-03-22",18.91
"56","2007-03-23",18.879999
"57","2007-03-26",18.73
"58","2007-03-27",18.370001
"59","2007-03-28",18.57
"60","2007-03-29",18.879999
"61","2007-03-30",18.68
"62","2007-04-02",18.709999
"63","2007-04-03",18.9
"64","2007-04-04",18.780001
"65","2007-04-05",18.969999
"66","2007-04-09",19
"67","2007-04-10",19.530001
"68","2007-04-11",19.389999
"69","2007-04-12",19.139999
"70","2007-04-13",19.59
"71","2007-04-16",20.129999
"72","2007-04-17",20.01
"73","2007-04-18",20.09
"74","2007-04-19",20.51
"75","2007-04-20",20.959999
"76","2007-04-23",21.51
"77","2007-04-24",22.43
"78","2007-04-25",22.5
"79","2007-04-26",22.549999
"80","2007-04-27",22.549999
"81","2007-04-30",22.450001
"82","2007-05-01",22.389999
"83","2007-05-02",22.440001
"84","2007-05-03",22.41
"85","2007-05-04",22.4
"86","2007-05-07",22.360001
"87","2007-05-08",22.370001
"88","2007-05-09",22.379999
"89","2007-05-10",22.4
"90","2007-05-11",22.450001
"91","2007-05-14",22.389999
"92","2007-05-15",22.360001
"93","2007-05-16",22.389999
"94","2007-05-17",22.299999
"95","2007-05-18",22.370001
"96","2007-05-21",22.379999
"97","2007-05-22",22.34
"98","2007-05-23",22.25
"99","2007-05-24",22.07
"100","2007-05-25",22.17
"101","2007-05-29",22.200001
"102","2007-05-30",22.16
"103","2007-05-31",22.17
"104","2007-06-01",22.24
"105","2007-06-04",22.280001
"106","2007-06-05",22.17
"107","2007-06-06",22.139999
"108","2007-06-07",22.1
"109","2007-06-08",22.08
"110","2007-06-11",22.1
"111","2007-06-12",22.07
"112","2007-06-13",22.07
"113","2007-06-14",22.1
"114","2007-06-15",22.129999
"115","2007-06-18",22.120001
"116","2007-06-19",22.25
"117","2007-06-20",22.25
"118","2007-06-21",22.219999
"119","2007-06-22",22.27
"120","2007-06-25",22.18
"121","2007-06-26",22.08
"122","2007-06-27",22.120001
"123","2007-06-28",22.129999
"124","2007-06-29",22.110001
"125","2007-07-02",22.26
"126","2007-07-03",22.23
"127","2007-07-05",22.219999
"128","2007-07-06",22.24
"129","2007-07-09",22.280001
"130","2007-07-10",22.280001
"131","2007-07-11",22.26
"132","2007-07-12",22.27
"133","2007-07-13",22.16
"134","2007-07-16",22.16
"135","2007-07-17",22.139999
"136","2007-07-18",22.190001
"137","2007-07-19",22.27
"138","2007-07-20",22.120001
"139","2007-07-23",22.17
"140","2007-07-24",22.08
"141","2007-07-25",21.9
"142","2007-07-26",21.34
"143","2007-07-27",21.040001
"144","2007-07-30",21.190001
"145","2007-07-31",21.389999
"146","2007-08-01",21.440001
"147","2007-08-02",21.9
"148","2007-08-03",21.33
"149","2007-08-06",21.09
"150","2007-08-07",20.74
"151","2007-08-08",21.389999
"152","2007-08-09",20.959999
"153","2007-08-10",20.92
"154","2007-08-13",20.76
"155","2007-08-14",20.299999
"156","2007-08-15",20.299999
"157","2007-08-16",19.35
"158","2007-08-17",19.83
"159","2007-08-20",20.299999
"160","2007-08-21",21.08
"161","2007-08-22",21.360001
"162","2007-08-23",21.370001
"163","2007-08-24",21.440001
"164","2007-08-27",21.299999
"165","2007-08-28",21.18
"166","2007-08-29",21.34
"167","2007-08-30",21.1
"168","2007-08-31",21.299999
"169","2007-09-04",21.09
"170","2007-09-05",20.92
"171","2007-09-06",21.02
"172","2007-09-07",20.75
"173","2007-09-10",20.940001
"174","2007-09-11",21.16
"175","2007-09-12",21.290001
"176","2007-09-13",21.26
"177","2007-09-14",21.17
"178","2007-09-17",20.9
"179","2007-09-18",20.74
"180","2007-09-19",20.690001
"181","2007-09-20",21.01
"182","2007-09-21",19.76
"183","2007-09-24",18.690001
"184","2007-09-25",18.57
"185","2007-09-26",18.82
"186","2007-09-27",19.440001
"187","2007-09-28",19.82
"188","2007-10-01",19.9
"189","2007-10-02",20.08
"190","2007-10-03",20.02
"191","2007-10-04",20.15
"192","2007-10-05",20.25
"193","2007-10-08",20.450001
"194","2007-10-09",20.540001
"195","2007-10-10",20.42
"196","2007-10-11",20.4
"197","2007-10-12",20.49
"198","2007-10-15",20.440001
"199","2007-10-16",20.42
"200","2007-10-17",20.450001
"201","2007-10-18",20.84
"202","2007-10-19",20.25
"203","2007-10-22",20.57
"204","2007-10-23",20.35
"205","2007-10-24",20.4
"206","2007-10-25",20.459999
"207","2007-10-26",20.48
"208","2007-10-29",20.700001
"209","2007-10-30",20.879999
"210","2007-10-31",21.190001
"211","2007-11-01",20.719999
"212","2007-11-02",20.9
"213","2007-11-05",20.629999
"214","2007-11-06",20.49
"215","2007-11-07",19.93
"216","2007-11-08",20.42
"217","2007-11-09",20.370001
"218","2007-11-12",20.299999
"219","2007-11-13",20.66
"220","2007-11-14",19.700001
"221","2007-11-15",19.24
"222","2007-11-16",19.209999
"223","2007-11-19",18.950001
"224","2007-11-20",18.42
"225","2007-11-21",17.870001
"226","2007-11-23",18.209999
"227","2007-11-26",17.75
"228","2007-11-27",17.889999
"229","2007-11-28",18.25
"230","2007-11-29",18.07
"231","2007-11-30",19.959999
"232","2007-12-03",20.219999
"233","2007-12-04",20.540001
"234","2007-12-05",21.139999
"235","2007-12-06",21.73
"236","2007-12-07",21.559999
"237","2007-12-10",14.98
"238","2007-12-11",15.18
"239","2007-12-12",15.4
"240","2007-12-13",14.79
"241","2007-12-14",14.25
"242","2007-12-17",14.27
"243","2007-12-18",14.09
"244","2007-12-19",13.57
"245","2007-12-20",13.71
"246","2007-12-21",15.04
"247","2007-12-24",14.89
"248","2007-12-26",14.88
"249","2007-12-27",14.4
"250","2007-12-28",14.53
"251","2007-12-31",14.47
"252","2008-01-02",14.27
"253","2008-01-03",14.16
"254","2008-01-04",13.65
"255","2008-01-07",13.64
"256","2008-01-08",13.15
"257","2008-01-09",12.24
"258","2008-01-10",12.65
"259","2008-01-11",12.69
"260","2008-01-14",12.25
"261","2008-01-15",11.91
"262","2008-01-16",11.54
"263","2008-01-17",11.05
"264","2008-01-18",10.81
"265","2008-01-22",10.18
"266","2008-01-23",10.71
"267","2008-01-24",11.02
"268","2008-01-25",10.76
"269","2008-01-28",11.12
"270","2008-01-29",11.14
"271","2008-01-30",10.98
"272","2008-01-31",11.74
"273","2008-02-01",12.29
"274","2008-02-04",12.02
"275","2008-02-05",11.83
"276","2008-02-06",11.81
"277","2008-02-07",12.2
"278","2008-02-08",12.22
"279","2008-02-11",12.12
"280","2008-02-12",12.16
"281","2008-02-13",13.04
"282","2008-02-14",13.06
"283","2008-02-15",12.63
"284","2008-02-19",12.59
"285","2008-02-20",13
"286","2008-02-21",13.37
"287","2008-02-22",13.46
"288","2008-02-25",13.68
"289","2008-02-26",14.55
"290","2008-02-27",14.63
"291","2008-02-28",14.49
"292","2008-02-29",12.17
"293","2008-03-03",12.2
"294","2008-03-04",12.12
"295","2008-03-05",12.21
"296","2008-03-06",12.07
"297","2008-03-07",11.94
"298","2008-03-10",11.54
"299","2008-03-11",12.07
"300","2008-03-12",12.1
"301","2008-03-13",12.81
"302","2008-03-14",12.6
"303","2008-03-17",12.65
"304","2008-03-18",13.22
"305","2008-03-19",13.06
"306","2008-03-20",13.98
"307","2008-03-24",13.92
"308","2008-03-25",14.07
"309","2008-03-26",14.02
"310","2008-03-27",13.55
"311","2008-03-28",13.33
"312","2008-03-31",13.13
"313","2008-04-01",13.39
"314","2008-04-02",13.64
"315","2008-04-03",13.6
"316","2008-04-04",12.57
"317","2008-04-07",12.31
"318","2008-04-08",12.61
"319","2008-04-09",12.36
"320","2008-04-10",12.6
"321","2008-04-11",11.98
"322","2008-04-14",11.23
"323","2008-04-15",12.08
"324","2008-04-16",12.37
"325","2008-04-17",12.41
"326","2008-04-18",12.85
"327","2008-04-21",13.03
"328","2008-04-22",12.6
"329","2008-04-23",12.55
"330","2008-04-24",13.07
"331","2008-04-25",13.08
"332","2008-04-28",13.05
"333","2008-04-29",12.54
"334","2008-04-30",12.58
"335","2008-05-01",12.72
"336","2008-05-02",12.55
"337","2008-05-05",12.6
"338","2008-05-06",12.43
"339","2008-05-07",12.23
"340","2008-05-08",12.24
"341","2008-05-09",12.47
"342","2008-05-12",12.97
"343","2008-05-13",12.87
"344","2008-05-14",12.73
"345","2008-05-15",12.72
"346","2008-05-16",12.73
"347","2008-05-19",12.71
"348","2008-05-20",12.39
"349","2008-05-21",12.06
"350","2008-05-22",12.01
"351","2008-05-23",11.73
"352","2008-05-27",11.98
"353","2008-05-28",11.39
"354","2008-05-29",11.97
"355","2008-05-30",12.15
"356","2008-06-02",11.71
"357","2008-06-03",11.67
"358","2008-06-04",11.47
"359","2008-06-05",11.9
"360","2008-06-06",11.37
"361","2008-06-09",11.4
"362","2008-06-10",11.39
"363","2008-06-11",10.59
"364","2008-06-12",11.01
"365","2008-06-13",11.11
"366","2008-06-16",10.99
"367","2008-06-17",10.73
"368","2008-06-18",10.3
"369","2008-06-19",9.91
"370","2008-06-20",9
"371","2008-06-23",9.07
"372","2008-06-24",8.6
"373","2008-06-25",8.95
"374","2008-06-26",8.5
"375","2008-06-27",8.26
"376","2008-06-30",8.15
"377","2008-07-01",8.63
"378","2008-07-02",8.13
"379","2008-07-03",7.95
"380","2008-07-07",8.1
"381","2008-07-08",8.37
"382","2008-07-09",7.83
"383","2008-07-10",7.9
"384","2008-07-11",8
"385","2008-07-14",7.81
"386","2008-07-15",7.86
"387","2008-07-16",8.22
"388","2008-07-17",8.28
"389","2008-07-18",8.21
"390","2008-07-21",8.25
"391","2008-07-22",9.05
"392","2008-07-23",9.76
"393","2008-07-24",9.29
"394","2008-07-25",9.22
"395","2008-07-28",9.83
"396","2008-07-29",11.09
"397","2008-07-30",11.51
"398","2008-07-31",11.2
"399","2008-08-01",11.08
"400","2008-08-04",11.53
"401","2008-08-05",11.65
"402","2008-08-06",11.93
"403","2008-08-07",11.25
"404","2008-08-08",11.5
"405","2008-08-11",12.12
"406","2008-08-12",11.7
"407","2008-08-13",12
"408","2008-08-14",12.18
"409","2008-08-15",12.47
"410","2008-08-18",11.97
"411","2008-08-19",11.8
"412","2008-08-20",11.82
"413","2008-08-21",11.73
"414","2008-08-22",12.32
