"","date","SONN"
"1","2007-01-03",2860
"2","2007-01-04",2860
"3","2007-01-05",2860
"4","2007-01-08",2860
"5","2007-01-09",2860
"6","2007-01-10",2860
"7","2007-01-11",2860
"8","2007-01-12",2860
"9","2007-01-16",2860
"10","2007-01-17",2860
"11","2007-01-18",2860
"12","2007-01-19",2860
"13","2007-01-22",2860
"14","2007-01-23",2860
"15","2007-01-24",2860
"16","2007-01-25",2860
"17","2007-01-26",2860
"18","2007-01-29",2860
"19","2007-01-30",2860
"20","2007-01-31",2860
"21","2007-02-01",2860
"22","2007-02-02",2860
"23","2007-02-05",2860
"24","2007-02-06",2860
"25","2007-02-07",2860
"26","2007-02-08",2860
"27","2007-02-09",2860
"28","2007-02-12",2860
"29","2007-02-13",2860
"30","2007-02-14",2860
"31","2007-02-15",2860
"32","2007-02-16",2860
"33","2007-02-20",2860
"34","2007-02-21",2860
"35","2007-02-22",2860
"36","2007-02-23",2860
"37","2007-02-26",2860
"38","2007-02-27",2860
"39","2007-02-28",2860
"40","2007-03-01",2600
"41","2007-03-02",2600
"42","2007-03-05",2600
"43","2007-03-06",2600
"44","2007-03-07",2600
"45","2007-03-08",2600
"46","2007-03-09",2600
"47","2007-03-12",2600
"48","2007-03-13",2600
"49","2007-03-14",2600
"50","2007-03-15",2600
"51","2007-03-16",2600
"52","2007-03-19",2600
"53","2007-03-20",2600
"54","2007-03-21",2600
"55","2007-03-22",2600
"56","2007-03-23",2600
"57","2007-03-26",2600
"58","2007-03-27",2600
"59","2007-03-28",2600
"60","2007-03-29",2600
"61","2007-03-30",2600
"62","2007-04-02",2600
"63","2007-04-03",2600
"64","2007-04-04",2600
"65","2007-04-05",2600
"66","2007-04-09",2600
"67","2007-04-10",2600
"68","2007-04-11",2600
"69","2007-04-12",2600
"70","2007-04-13",2600
"71","2007-04-16",2600
"72","2007-04-17",2600
"73","2007-04-18",2600
"74","2007-04-19",2600
"75","2007-04-20",2600
"76","2007-04-23",2600
"77","2007-04-24",2600
"78","2007-04-25",2600
"79","2007-04-26",2600
"80","2007-04-27",2600
"81","2007-04-30",2600
"82","2007-05-01",2600
"83","2007-05-02",2600
"84","2007-05-03",2600
"85","2007-05-04",2600
"86","2007-05-07",2600
"87","2007-05-08",2600
"88","2007-05-09",2600
"89","2007-05-10",2600
"90","2007-05-11",2600
"91","2007-05-14",2600
"92","2007-05-15",2600
"93","2007-05-16",2600
"94","2007-05-17",2600
"95","2007-05-18",2600
"96","2007-05-21",2600
"97","2007-05-22",2600
"98","2007-05-23",2600
"99","2007-05-24",2600
"100","2007-05-25",2600
"101","2007-05-29",2600
"102","2007-05-30",2600
"103","2007-05-31",2600
"104","2007-06-01",2600
"105","2007-06-04",2600
"106","2007-06-05",2600
"107","2007-06-06",2080
"108","2007-06-07",2080
"109","2007-06-08",2080
"110","2007-06-11",2080
"111","2007-06-12",2080
"112","2007-06-13",2080
"113","2007-06-14",2080
"114","2007-06-15",2080
"115","2007-06-18",2080
"116","2007-06-19",2080
"117","2007-06-20",2080
"118","2007-06-21",2080
"119","2007-06-22",2080
"120","2007-06-25",2080
"121","2007-06-26",2080
"122","2007-06-27",2080
"123","2007-06-28",2080
"124","2007-06-29",2080
"125","2007-07-02",2080
"126","2007-07-03",2080
"127","2007-07-05",2080
"128","2007-07-06",2080
"129","2007-07-09",2080
"130","2007-07-10",2080
"131","2007-07-11",2080
"132","2007-07-12",2080
"133","2007-07-13",2080
"134","2007-07-16",2080
"135","2007-07-17",2080
"136","2007-07-18",2080
"137","2007-07-19",2080
"138","2007-07-20",2080
"139","2007-07-23",2080
"140","2007-07-24",2080
"141","2007-07-25",2080
"142","2007-07-26",2080
"143","2007-07-27",2080
"144","2007-07-30",2080
"145","2007-07-31",2080
"146","2007-08-01",2080
"147","2007-08-02",2080
"148","2007-08-03",2080
"149","2007-08-06",2080
"150","2007-08-07",2080
"151","2007-08-08",2080
"152","2007-08-09",2080
"153","2007-08-10",2080
"154","2007-08-13",2080
"155","2007-08-14",2080
"156","2007-08-15",2080
"157","2007-08-16",2080
"158","2007-08-17",2080
"159","2007-08-20",2080
"160","2007-08-21",2080
"161","2007-08-22",2080
"162","2007-08-23",2080
"163","2007-08-24",2080
"164","2007-08-27",2080
"165","2007-08-28",2080
"166","2007-08-29",2080
"167","2007-08-30",2080
"168","2007-08-31",2080
"169","2007-09-04",2080
"170","2007-09-05",2080
"171","2007-09-06",2080
"172","2007-09-07",2080
"173","2007-09-10",2080
"174","2007-09-11",2080
"175","2007-09-12",2080
"176","2007-09-13",2080
"177","2007-09-14",2080
"178","2007-09-17",2080
"179","2007-09-18",2080
"180","2007-09-19",2080
"181","2007-09-20",2080
"182","2007-09-21",2340
"183","2007-09-24",2340
"184","2007-09-25",2340
"185","2007-09-26",2574
"186","2007-09-27",2574
"187","2007-09-28",2574
"188","2007-10-01",2574
"189","2007-10-02",1950
"190","2007-10-03",1950
"191","2007-10-04",1950
"192","2007-10-05",1820
"193","2007-10-08",1820
"194","2007-10-09",1820
"195","2007-10-10",1820
"196","2007-10-11",1820
"197","2007-10-12",1820
"198","2007-10-15",1820
"199","2007-10-16",1820
"200","2007-10-17",1820
"201","2007-10-18",1820
"202","2007-10-19",1820
"203","2007-10-22",1820
"204","2007-10-23",1820
"205","2007-10-24",1820
"206","2007-10-25",1820
"207","2007-10-26",1820
"208","2007-10-29",1820
"209","2007-10-30",1820
"210","2007-10-31",1820
"211","2007-11-01",1820
"212","2007-11-02",1820
"213","2007-11-05",1820
"214","2007-11-06",1820
"215","2007-11-07",1820
"216","2007-11-08",1820
"217","2007-11-09",1820
"218","2007-11-12",1820
"219","2007-11-13",1820
"220","2007-11-14",1820
"221","2007-11-15",1820
"222","2007-11-16",1820
"223","2007-11-19",1820
"224","2007-11-20",1820
"225","2007-11-21",1820
"226","2007-11-23",1820
"227","2007-11-26",1820
"228","2007-11-27",1820
"229","2007-11-28",1820
"230","2007-11-29",1820
