"","date","EXEL"
"75","2007-04-20",11.01
"76","2007-04-23",10.99
"77","2007-04-24",11.11
"78","2007-04-25",11.38
"79","2007-04-26",11.12
"80","2007-04-27",11.03
"81","2007-04-30",10.74
"82","2007-05-01",10.53
"83","2007-05-02",10.86
"84","2007-05-03",10.86
"85","2007-05-04",11.8
"86","2007-05-07",11.69
"87","2007-05-08",11.6
"88","2007-05-09",11.51
"89","2007-05-10",10.89
"90","2007-05-11",11.54
"91","2007-05-14",11.18
"92","2007-05-15",11.08
"93","2007-05-16",11.06
"94","2007-05-17",10.88
"95","2007-05-18",10.84
"96","2007-05-21",11.12
"97","2007-05-22",11.38
"98","2007-05-23",11.33
"99","2007-05-24",11.19
"100","2007-05-25",11.43
"101","2007-05-29",11.39
"102","2007-05-30",11.37
"103","2007-05-31",11.08
"104","2007-06-01",11.06
"105","2007-06-04",11.01
"106","2007-06-05",11
"107","2007-06-06",11.16
"108","2007-06-07",10.74
"109","2007-06-08",10.86
"110","2007-06-11",10.93
"111","2007-06-12",10.83
"112","2007-06-13",11.23
"113","2007-06-14",11.42
"114","2007-06-15",11.72
"115","2007-06-18",11.81
"116","2007-06-19",11.67
"117","2007-06-20",11.55
"118","2007-06-21",12.03
"119","2007-06-22",11.87
"120","2007-06-25",11.83
"121","2007-06-26",12.35
"122","2007-06-27",12.38
"123","2007-06-28",12
"124","2007-06-29",12.1
"125","2007-07-02",12.31
"126","2007-07-03",12
"127","2007-07-05",11.67
"128","2007-07-06",11.9
"129","2007-07-09",11.93
"130","2007-07-10",11.46
"131","2007-07-11",11.57
"132","2007-07-12",11.74
"133","2007-07-13",11.75
"134","2007-07-16",11.56
"135","2007-07-17",11.4
"136","2007-07-18",11.31
"137","2007-07-19",11.69
"138","2007-07-20",11.29
"139","2007-07-23",11.3
"140","2007-07-24",10.87
"141","2007-07-25",11.03
"142","2007-07-26",10.07
"143","2007-07-27",10.14
"144","2007-07-30",10.15
"145","2007-07-31",9.69
"146","2007-08-01",9.53
"147","2007-08-02",9.68
"148","2007-08-03",9.65
"149","2007-08-06",10.35
"150","2007-08-07",10.21
"151","2007-08-08",11.17
"152","2007-08-09",10.5
"153","2007-08-10",10.01
"154","2007-08-13",10.01
"155","2007-08-14",9.89
"156","2007-08-15",10.13
"157","2007-08-16",10.1
"158","2007-08-17",10.53
"159","2007-08-20",10.5
"160","2007-08-21",10.61
"161","2007-08-22",10.83
"162","2007-08-23",11.45
"163","2007-08-24",11.47
"164","2007-08-27",11.19
"165","2007-08-28",10.95
"166","2007-08-29",11.18
"167","2007-08-30",11.06
"168","2007-08-31",11.25
"169","2007-09-04",11.4
"170","2007-09-05",11.7
"171","2007-09-06",11.62
"172","2007-09-07",11.35
"173","2007-09-10",11.16
"174","2007-09-11",10.15
"175","2007-09-12",10.36
"176","2007-09-13",10.33
"177","2007-09-14",10.47
"178","2007-09-17",10.29
"179","2007-09-18",10.72
"180","2007-09-19",10.9
"181","2007-09-20",11.08
"182","2007-09-21",11.09
"183","2007-09-24",10.84
"184","2007-09-25",10.78
"185","2007-09-26",10.86
"186","2007-09-27",10.8
"187","2007-09-28",10.59
"188","2007-10-01",10.92
"189","2007-10-02",10.81
"190","2007-10-03",10.77
"191","2007-10-04",10.68
"192","2007-10-05",11.15
"193","2007-10-08",11.16
"194","2007-10-09",11.46
"195","2007-10-10",11.69
"196","2007-10-11",11.65
"197","2007-10-12",11.9
"198","2007-10-15",11.97
"199","2007-10-16",10.79
"200","2007-10-17",11.38
"201","2007-10-18",10.9
"202","2007-10-19",10.73
"203","2007-10-22",10.98
"204","2007-10-23",11.38
"205","2007-10-24",11.24
"206","2007-10-25",10.97
"207","2007-10-26",11.17
"208","2007-10-29",11.24
"209","2007-10-30",11.07
"210","2007-10-31",11
"211","2007-11-01",10.39
"212","2007-11-02",10.54
"213","2007-11-05",10.23
"214","2007-11-06",9.62
"215","2007-11-07",9.24
"216","2007-11-08",9.42
"217","2007-11-09",9.07
"218","2007-11-12",9.09
"219","2007-11-13",9.1
"220","2007-11-14",9.12
"221","2007-11-15",8.85
"222","2007-11-16",8.77
"223","2007-11-19",8.65
"224","2007-11-20",8.19
"225","2007-11-21",8.03
"226","2007-11-23",8.1
"227","2007-11-26",7.97
"228","2007-11-27",8.24
"229","2007-11-28",8.7
"230","2007-11-29",8.87
"231","2007-11-30",8.73
"232","2007-12-03",8.13
"233","2007-12-04",8.21
"234","2007-12-05",9.18
"235","2007-12-06",9.91
"236","2007-12-07",8.85
"237","2007-12-10",8.67
"238","2007-12-11",8.6
"239","2007-12-12",8.88
"240","2007-12-13",8.86
"241","2007-12-14",9.61
"242","2007-12-17",9.49
"243","2007-12-18",9.41
"244","2007-12-19",9.12
"245","2007-12-20",9.21
"246","2007-12-21",9.24
"247","2007-12-24",9.26
"248","2007-12-26",9.18
"249","2007-12-27",8.93
"250","2007-12-28",8.87
"251","2007-12-31",8.63
"252","2008-01-02",8.74
"253","2008-01-03",8.58
"254","2008-01-04",8.19
"255","2008-01-07",8.43
"256","2008-01-08",8.28
"257","2008-01-09",8.36
"258","2008-01-10",8.6
"259","2008-01-11",8.32
"260","2008-01-14",8.43
"261","2008-01-15",8.05
"262","2008-01-16",8.12
"263","2008-01-17",8.01
"264","2008-01-18",7.51
"265","2008-01-22",7.4
"266","2008-01-23",7.46
"267","2008-01-24",6.85
"268","2008-01-25",6.95
"269","2008-01-28",7.29
"270","2008-01-29",7.5
"271","2008-01-30",7.39
"272","2008-01-31",7.32
"273","2008-02-01",7.45
"274","2008-02-04",7.42
"275","2008-02-05",6.98
"276","2008-02-06",6.74
"277","2008-02-07",6.91
"278","2008-02-08",6.77
"279","2008-02-11",6.69
"280","2008-02-12",6.98
"281","2008-02-13",7
"282","2008-02-14",6.75
"283","2008-02-15",6.76
"284","2008-02-19",6.45
"285","2008-02-20",6.26
"286","2008-02-21",5.98
"287","2008-02-22",5.79
"288","2008-02-25",6.16
"289","2008-02-26",6.3
"290","2008-02-27",6.45
"291","2008-02-28",6.72
"292","2008-02-29",6.38
"293","2008-03-03",6.36
"294","2008-03-04",6.31
"295","2008-03-05",6.22
"296","2008-03-06",5.9
"297","2008-03-07",5.82
"298","2008-03-10",5.25
"299","2008-03-11",5.25
"300","2008-03-12",5.31
"301","2008-03-13",5.49
"302","2008-03-14",5.95
"303","2008-03-17",5.52
"304","2008-03-18",5.87
"305","2008-03-19",5.79
"306","2008-03-20",5.94
"307","2008-03-24",6.49
"308","2008-03-25",6.59
"309","2008-03-26",6.66
"310","2008-03-27",6.75
"311","2008-03-28",6.77
"312","2008-03-31",6.95
"313","2008-04-01",7.38
"314","2008-04-02",7.39
"315","2008-04-03",7.46
"316","2008-04-04",7.75
"317","2008-04-07",7.68
"318","2008-04-08",7.49
"319","2008-04-09",7.17
"320","2008-04-10",7.46
"321","2008-04-11",7.2
"322","2008-04-14",7.31
"323","2008-04-15",7.69
"324","2008-04-16",7.83
"325","2008-04-17",7.47
"326","2008-04-18",7.84
"327","2008-04-21",7.81
"328","2008-04-22",7.48
"329","2008-04-23",7.76
"330","2008-04-24",7.84
"331","2008-04-25",7.93
"332","2008-04-28",7.96
"333","2008-04-29",7.72
"334","2008-04-30",7.61
"335","2008-05-01",7.97
"336","2008-05-02",7.89
"337","2008-05-05",7.88
"338","2008-05-06",7.81
"339","2008-05-07",6.9
"340","2008-05-08",6.75
"341","2008-05-09",6.82
"342","2008-05-12",6.7
"343","2008-05-13",6.51
"344","2008-05-14",6.59
"345","2008-05-15",6.49
"346","2008-05-16",6.35
"347","2008-05-19",6.25
"348","2008-05-20",6.22
"349","2008-05-21",6.09
"350","2008-05-22",6.25
"351","2008-05-23",6.11
"352","2008-05-27",6.17
"353","2008-05-28",6.16
"354","2008-05-29",6.27
"355","2008-05-30",6.32
"356","2008-06-02",6.11
"357","2008-06-03",6.06
"358","2008-06-04",6.16
"359","2008-06-05",6.5
"360","2008-06-06",6
"361","2008-06-09",5.78
"362","2008-06-10",5.67
"363","2008-06-11",5.39
"364","2008-06-12",5.57
"365","2008-06-13",5.65
"366","2008-06-16",5.88
"367","2008-06-17",5.87
"368","2008-06-18",5.86
"369","2008-06-19",5.93
"370","2008-06-20",5.62
"371","2008-06-23",5.47
"372","2008-06-24",5.41
"373","2008-06-25",5.52
"374","2008-06-26",5.22
"375","2008-06-27",5.07
"376","2008-06-30",5
"377","2008-07-01",4.82
"378","2008-07-02",4.83
"379","2008-07-03",4.8
"380","2008-07-07",4.7
"381","2008-07-08",5.32
"382","2008-07-09",5.55
"383","2008-07-10",5.53
"384","2008-07-11",5.41
"385","2008-07-14",5.47
"386","2008-07-15",5.87
"387","2008-07-16",6.1
"388","2008-07-17",6.15
"389","2008-07-18",6.15
"390","2008-07-21",6.43
"391","2008-07-22",6.51
"392","2008-07-23",6.7
"393","2008-07-24",6.6
"394","2008-07-25",6.67
"395","2008-07-28",6.61
"396","2008-07-29",6.69
"397","2008-07-30",6.71
"398","2008-07-31",7
"399","2008-08-01",7.12
"400","2008-08-04",7
"401","2008-08-05",7.11
"402","2008-08-06",5.97
"403","2008-08-07",5.59
"404","2008-08-08",5.81
"405","2008-08-11",6.24
"406","2008-08-12",6.33
"407","2008-08-13",6.63
"408","2008-08-14",6.78
"409","2008-08-15",6.66
"410","2008-08-18",6.46
"411","2008-08-19",6.11
"412","2008-08-20",6.05
"413","2008-08-21",5.71
"414","2008-08-22",6.04
"415","2008-08-25",5.72
"416","2008-08-26",5.71
"417","2008-08-27",5.54
"418","2008-08-28",5.84
"419","2008-08-29",5.69
"420","2008-09-02",5.66
"421","2008-09-03",5.9
"422","2008-09-04",5.71
"423","2008-09-05",5.64
"424","2008-09-08",6.02
"425","2008-09-09",5.94
"426","2008-09-10",6.3
"427","2008-09-11",6.33
"428","2008-09-12",6.26
"429","2008-09-15",6.39
"430","2008-09-16",6.73
"431","2008-09-17",6.2
"432","2008-09-18",6.78
"433","2008-09-19",6.81
"434","2008-09-22",6.41
"435","2008-09-23",6.16
"436","2008-09-24",6
"437","2008-09-25",6.18
"438","2008-09-26",6.27
"439","2008-09-29",6.09
"440","2008-09-30",6.08
"441","2008-10-01",5.93
"442","2008-10-02",5.43
"443","2008-10-03",5.14
"444","2008-10-06",4.75
"445","2008-10-07",4.27
"446","2008-10-08",4.05
"447","2008-10-09",3.62
"448","2008-10-10",4.01
"449","2008-10-13",4.84
"450","2008-10-14",4.65
"451","2008-10-15",4.15
"452","2008-10-16",4.5
"453","2008-10-17",4.38
"454","2008-10-20",4.76
"455","2008-10-21",4.57
"456","2008-10-22",4.5
"457","2008-10-23",3.53
"458","2008-10-24",3.47
"459","2008-10-27",3.03
"460","2008-10-28",3.01
"461","2008-10-29",2.96
"462","2008-10-30",3.25
"463","2008-10-31",3.44
"464","2008-11-03",3.72
"465","2008-11-04",3.8
"466","2008-11-05",3.4
"467","2008-11-06",3.47
"468","2008-11-07",3.49
"469","2008-11-10",3.46
"470","2008-11-11",3.37
"471","2008-11-12",3.07
"472","2008-11-13",3.31
"473","2008-11-14",3.05
"474","2008-11-17",3
"475","2008-11-18",2.98
"476","2008-11-19",2.88
"477","2008-11-20",2.71
"478","2008-11-21",2.4
"479","2008-11-24",2.86
"480","2008-11-25",2.62
"481","2008-11-26",3.03
"482","2008-11-28",3.09
"483","2008-12-01",2.78
"484","2008-12-02",3.3
"485","2008-12-03",3.44
"486","2008-12-04",3.34
"487","2008-12-05",3.54
"488","2008-12-08",3.7
"489","2008-12-09",3.55
"490","2008-12-10",3.8
"491","2008-12-11",3.73
"492","2008-12-12",4.95
"493","2008-12-15",4.52
"494","2008-12-16",5.04
"495","2008-12-17",5.29
"496","2008-12-18",5.11
"497","2008-12-19",5.12
"498","2008-12-22",5.08
"499","2008-12-23",4.94
"500","2008-12-24",4.87
"501","2008-12-26",4.93
"502","2008-12-29",4.66
"503","2008-12-30",4.92
"504","2008-12-31",5.02
"505","2009-01-02",5.22
"506","2009-01-05",5.16
"507","2009-01-06",5.21
"508","2009-01-07",4.93
"509","2009-01-08",5.17
"510","2009-01-09",4.85
"511","2009-01-12",4.75
"512","2009-01-13",4.9
"513","2009-01-14",4.79
"514","2009-01-15",4.6
"515","2009-01-16",4.73
"516","2009-01-20",4.2
"517","2009-01-21",4.64
"518","2009-01-22",4.48
"519","2009-01-23",4.45
"520","2009-01-26",4.68
"521","2009-01-27",4.93
"522","2009-01-28",5.3
"523","2009-01-29",4.95
"524","2009-01-30",4.93
"525","2009-02-02",5.16
"526","2009-02-03",5.35
"527","2009-02-04",5.38
"528","2009-02-05",5.56
"529","2009-02-06",5.85
"530","2009-02-09",6
"531","2009-02-10",5.49
"532","2009-02-11",5.53
"533","2009-02-12",5.54
"534","2009-02-13",5.26
"535","2009-02-17",4.97
"536","2009-02-18",4.85
"537","2009-02-19",4.78
"538","2009-02-20",4.69
"539","2009-02-23",4.61
"540","2009-02-24",4.82
"541","2009-02-25",4.65
"542","2009-02-26",4.42
"543","2009-02-27",4.32
"544","2009-03-02",4.33
"545","2009-03-03",4.41
"546","2009-03-04",4.63
"547","2009-03-05",4.33
"548","2009-03-06",4.34
"549","2009-03-09",4.22
"550","2009-03-10",4.54
"551","2009-03-11",4.47
"552","2009-03-12",4.91
"553","2009-03-13",4.84
"554","2009-03-16",4.65
"555","2009-03-17",4.9
"556","2009-03-18",4.95
"557","2009-03-19",4.58
"558","2009-03-20",4.56
"559","2009-03-23",4.96
"560","2009-03-24",4.62
"561","2009-03-25",4.79
"562","2009-03-26",4.89
"563","2009-03-27",4.64
"564","2009-03-30",4.5
"565","2009-03-31",4.6
"566","2009-04-01",4.55
"567","2009-04-02",4.91
"568","2009-04-03",4.86
"569","2009-04-06",4.99
"570","2009-04-07",4.71
"571","2009-04-08",4.87
"572","2009-04-09",5.09
"573","2009-04-13",4.99
"574","2009-04-14",4.99
"575","2009-04-15",5.15
"576","2009-04-16",5.23
"577","2009-04-17",5.41
"578","2009-04-20",5.08
"579","2009-04-21",5.25
"580","2009-04-22",5.18
"581","2009-04-23",4.99
"582","2009-04-24",4.94
"583","2009-04-27",4.78
"584","2009-04-28",4.83
"585","2009-04-29",4.99
"586","2009-04-30",4.93
"587","2009-05-01",4.86
"588","2009-05-04",4.91
"589","2009-05-05",4.87
"590","2009-05-06",4.58
"591","2009-05-07",4.59
"592","2009-05-08",4.79
"593","2009-05-11",4.7
"594","2009-05-12",4.43
"595","2009-05-13",4.16
"596","2009-05-14",4.42
"597","2009-05-15",4.67
"598","2009-05-18",4.75
"599","2009-05-19",4.67
"600","2009-05-20",4.58
"601","2009-05-21",4.49
"602","2009-05-22",4.4
"603","2009-05-26",4.57
"604","2009-05-27",4.51
"605","2009-05-28",5.36
"606","2009-05-29",5.55
"607","2009-06-01",5.13
"608","2009-06-02",5
"609","2009-06-03",5.09
"610","2009-06-04",5.03
"611","2009-06-05",4.98
"612","2009-06-08",4.9
"613","2009-06-09",4.86
"614","2009-06-10",4.71
"615","2009-06-11",4.93
"616","2009-06-12",4.96
"617","2009-06-15",4.86
"618","2009-06-16",4.88
"619","2009-06-17",4.93
"620","2009-06-18",4.92
"621","2009-06-19",5.09
"622","2009-06-22",4.96
"623","2009-06-23",4.87
"624","2009-06-24",4.86
"625","2009-06-25",4.99
"626","2009-06-26",5.05
"627","2009-06-29",4.97
"628","2009-06-30",4.87
"629","2009-07-01",4.9
"630","2009-07-02",4.72
"631","2009-07-06",4.57
"632","2009-07-07",4.52
"633","2009-07-08",4.41
"634","2009-07-09",4.4
"635","2009-07-10",4.42
"636","2009-07-13",4.45
"637","2009-07-14",4.49
"638","2009-07-15",4.65
"639","2009-07-16",4.72
"640","2009-07-17",4.76
"641","2009-07-20",4.81
"642","2009-07-21",4.76
"643","2009-07-22",4.81
"644","2009-07-23",5.04
"645","2009-07-24",5.74
"646","2009-07-27",5.74
"647","2009-07-28",5.87
"648","2009-07-29",5.82
"649","2009-07-30",5.9
"650","2009-07-31",5.35
"651","2009-08-03",5.65
"652","2009-08-04",5.81
"653","2009-08-05",5.63
"654","2009-08-06",5.45
"655","2009-08-07",5.57
"656","2009-08-10",5.61
"657","2009-08-11",5.39
"658","2009-08-12",5.62
"659","2009-08-13",5.7
"660","2009-08-14",5.61
"661","2009-08-17",5.6
"662","2009-08-18",5.49
"663","2009-08-19",5.71
"664","2009-08-20",5.66
"665","2009-08-21",5.69
"666","2009-08-24",5.67
"667","2009-08-25",5.73
"668","2009-08-26",5.78
"669","2009-08-27",5.83
"670","2009-08-28",5.71
"671","2009-08-31",5.72
"672","2009-09-01",5.96
"673","2009-09-02",6.11
"674","2009-09-03",6.11
"675","2009-09-04",6.25
"676","2009-09-08",6.27
"677","2009-09-09",6.38
"678","2009-09-10",6.44
"679","2009-09-11",6.38
"680","2009-09-14",6.53
"681","2009-09-15",6.61
"682","2009-09-16",6.69
"683","2009-09-17",6.76
"684","2009-09-18",6.81
"685","2009-09-21",6.99
"686","2009-09-22",6.85
"687","2009-09-23",6.71
"688","2009-09-24",6.31
"689","2009-09-25",6.48
"690","2009-09-28",6.5
"691","2009-09-29",6.49
"692","2009-09-30",6.38
"693","2009-10-01",5.97
"694","2009-10-02",5.99
"695","2009-10-05",6.13
"696","2009-10-06",6.37
"697","2009-10-07",6.46
"698","2009-10-08",6.41
"699","2009-10-09",6.5
"700","2009-10-12",6.36
"701","2009-10-13",6.22
"702","2009-10-14",6.31
"703","2009-10-15",6.3
"704","2009-10-16",6.25
"705","2009-10-19",6.43
"706","2009-10-20",6.09
"707","2009-10-21",5.96
"708","2009-10-22",6
"709","2009-10-23",5.84
"710","2009-10-26",5.79
"711","2009-10-27",5.77
"712","2009-10-28",5.33
"713","2009-10-29",5.71
"714","2009-10-30",6.08
"715","2009-11-02",6.35
"716","2009-11-03",6.79
"717","2009-11-04",6.49
"718","2009-11-05",6.71
"719","2009-11-06",6.8
"720","2009-11-09",7.05
"721","2009-11-10",7.16
"722","2009-11-11",7.19
"723","2009-11-12",7.2
"724","2009-11-13",7.21
"725","2009-11-16",7.49
"726","2009-11-17",7.69
"727","2009-11-18",6.9
"728","2009-11-19",6.63
"729","2009-11-20",6.71
"730","2009-11-23",6.81
"731","2009-11-24",6.85
"732","2009-11-25",6.84
"733","2009-11-27",6.64
"734","2009-11-30",6.84
"735","2009-12-01",6.94
"736","2009-12-02",7
"737","2009-12-03",6.89
"738","2009-12-04",6.91
"739","2009-12-07",6.89
"740","2009-12-08",7.12
"741","2009-12-09",7.18
"742","2009-12-10",7.21
"743","2009-12-11",7.65
"744","2009-12-14",7.73
"745","2009-12-15",7.51
"746","2009-12-16",7.6
"747","2009-12-17",7.34
"748","2009-12-18",7.17
"749","2009-12-21",7.54
"750","2009-12-22",7.84
"751","2009-12-23",7.87
"752","2009-12-24",8
"753","2009-12-28",7.88
"754","2009-12-29",7.77
"755","2009-12-30",7.57
"756","2009-12-31",7.37
"757","2010-01-04",7.5
"758","2010-01-05",7.38
"759","2010-01-06",7.36
"760","2010-01-07",7.33
"761","2010-01-08",7.31
"762","2010-01-11",7.16
"763","2010-01-12",7.07
"764","2010-01-13",7.16
"765","2010-01-14",7.14
"766","2010-01-15",6.78
"767","2010-01-19",7.1
"768","2010-01-20",6.8
"769","2010-01-21",6.51
"770","2010-01-22",6.38
"771","2010-01-25",6.36
"772","2010-01-26",6.69
"773","2010-01-27",6.97
"774","2010-01-28",6.56
"775","2010-01-29",6.63
"776","2010-02-01",6.58
"777","2010-02-02",6.67
"778","2010-02-03",6.68
"779","2010-02-04",6.19
"780","2010-02-05",6.22
"781","2010-02-08",6.1
"782","2010-02-09",6.42
"783","2010-02-10",6.3
"784","2010-02-11",6.57
"785","2010-02-12",6.55
"786","2010-02-16",6.62
"787","2010-02-17",6.7
"788","2010-02-18",6.71
"789","2010-02-19",6.75
"790","2010-02-22",6.67
"791","2010-02-23",6.53
"792","2010-02-24",6.53
"793","2010-02-25",6.36
"794","2010-02-26",6.47
"795","2010-03-01",6.85
"796","2010-03-02",6.76
"797","2010-03-03",6.79
"798","2010-03-04",6.82
"799","2010-03-05",6.96
"800","2010-03-08",6.81
"801","2010-03-09",6.31
"802","2010-03-10",6.18
"803","2010-03-11",6.12
"804","2010-03-12",6.46
"805","2010-03-15",6.27
"806","2010-03-16",6.31
"807","2010-03-17",6.29
"808","2010-03-18",6.2
"809","2010-03-19",5.84
"810","2010-03-22",5.82
"811","2010-03-23",6.17
"812","2010-03-24",6.08
"813","2010-03-25",6.04
"814","2010-03-26",6.01
"815","2010-03-29",6.02
"816","2010-03-30",6.01
"817","2010-03-31",6.07
"818","2010-04-01",6.66
"819","2010-04-05",6.55
"820","2010-04-06",6.66
"821","2010-04-07",6.55
"822","2010-04-08",6.48
"823","2010-04-09",6.32
"824","2010-04-12",6.31
"825","2010-04-13",6.26
"826","2010-04-14",6.34
"827","2010-04-15",6.28
"828","2010-04-16",6.03
"829","2010-04-19",5.89
"830","2010-04-20",6.14
"831","2010-04-21",6.03
"832","2010-04-22",5.9
"833","2010-04-23",5.89
"834","2010-04-26",5.81
"835","2010-04-27",5.68
"836","2010-04-28",5.86
"837","2010-04-29",5.9
"838","2010-04-30",5.8
"839","2010-05-03",5.91
"840","2010-05-04",5.82
"841","2010-05-05",5.66
"842","2010-05-06",5.17
"843","2010-05-07",4.89
"844","2010-05-10",5.32
"845","2010-05-11",5.33
"846","2010-05-12",6.27
"847","2010-05-13",6.14
"848","2010-05-14",5.93
"849","2010-05-17",5.96
"850","2010-05-18",5.92
"851","2010-05-19",5.64
"852","2010-05-20",5.22
"853","2010-05-21",5.07
"854","2010-05-24",5.05
"855","2010-05-25",5.05
"856","2010-05-26",4.91
"857","2010-05-27",5.17
"858","2010-05-28",5.18
"859","2010-06-01",4.89
"860","2010-06-02",5.1
"861","2010-06-03",5.54
"862","2010-06-04",5.08
"863","2010-06-07",4.81
"864","2010-06-08",4.69
"865","2010-06-09",4.58
"866","2010-06-10",4.75
"867","2010-06-11",4.81
"868","2010-06-14",4.71
"869","2010-06-15",4.86
"870","2010-06-16",4.7
"871","2010-06-17",4.7
"872","2010-06-18",4.58
"873","2010-06-21",3.84
"874","2010-06-22",3.66
"875","2010-06-23",3.77
"876","2010-06-24",3.78
"877","2010-06-25",4.01
"878","2010-06-28",3.86
"879","2010-06-29",3.61
"880","2010-06-30",3.47
"881","2010-07-01",3.28
"882","2010-07-02",3.55
"883","2010-07-06",3.4
"884","2010-07-07",3.58
"885","2010-07-08",3.66
"886","2010-07-09",3.6
"887","2010-07-12",3.45
"888","2010-07-13",3.62
"889","2010-07-14",3.53
"890","2010-07-15",3.46
"891","2010-07-16",3.11
"892","2010-07-19",3.18
"893","2010-07-20",3.15
"894","2010-07-21",3.07
"895","2010-07-22",3.16
"896","2010-07-23",3.21
"897","2010-07-26",3.37
"898","2010-07-27",3.23
"899","2010-07-28",3.21
"900","2010-07-29",3.08
"901","2010-07-30",3.12
"902","2010-08-02",3.21
"903","2010-08-03",3.17
"904","2010-08-04",3.26
"905","2010-08-05",3.12
"906","2010-08-06",3.09
"907","2010-08-09",3.26
"908","2010-08-10",3.14
"909","2010-08-11",3.01
"910","2010-08-12",2.92
"911","2010-08-13",2.88
"912","2010-08-16",2.9
"913","2010-08-17",2.89
"914","2010-08-18",3.21
"915","2010-08-19",2.98
"916","2010-08-20",3.12
"917","2010-08-23",3.02
"918","2010-08-24",3.07
"919","2010-08-25",3.01
"920","2010-08-26",3.22
"921","2010-08-27",3.26
"922","2010-08-30",3.1
"923","2010-08-31",2.97
"924","2010-09-01",3.32
"925","2010-09-02",3.5
"926","2010-09-03",3.8
"927","2010-09-07",3.57
"928","2010-09-08",3.74
"929","2010-09-09",3.74
"930","2010-09-10",3.77
"931","2010-09-13",3.92
"932","2010-09-14",4.01
"933","2010-09-15",4
"934","2010-09-16",3.93
"935","2010-09-17",4
"936","2010-09-20",4.21
"937","2010-09-21",4.27
"938","2010-09-22",4.2
"939","2010-09-23",4.02
"940","2010-09-24",4.17
"941","2010-09-27",4.09
"942","2010-09-28",4
"943","2010-09-29",3.94
"944","2010-09-30",3.92
"945","2010-10-01",3.97
"946","2010-10-04",3.98
"947","2010-10-05",4.1
"948","2010-10-06",4
"949","2010-10-07",4.04
"950","2010-10-08",4.23
"951","2010-10-11",4.27
"952","2010-10-12",4.33
"953","2010-10-13",4.39
"954","2010-10-14",4.45
"955","2010-10-15",4.6
"956","2010-10-18",4.81
"957","2010-10-19",4.61
"958","2010-10-20",4.75
"959","2010-10-21",4.62
"960","2010-10-22",4.73
"961","2010-10-25",4.75
"962","2010-10-26",4.62
"963","2010-10-27",4.49
"964","2010-10-28",4.51
"965","2010-10-29",4.47
"966","2010-11-01",4.12
"967","2010-11-02",4.37
"968","2010-11-03",4.48
"969","2010-11-04",4.45
"970","2010-11-05",4.36
"971","2010-11-08",4.2
"972","2010-11-09",4.14
"973","2010-11-10",4.49
"974","2010-11-11",4.51
"975","2010-11-12",4.26
"976","2010-11-15",4.52
"977","2010-11-16",4.39
"978","2010-11-17",4.72
"979","2010-11-18",6.23
"980","2010-11-19",5.56
"981","2010-11-22",5.79
"982","2010-11-23",5.69
"983","2010-11-24",5.74
"984","2010-11-26",5.83
"985","2010-11-29",5.71
"986","2010-11-30",5.79
"987","2010-12-01",5.97
"988","2010-12-02",5.91
"989","2010-12-03",5.9
"990","2010-12-06",5.87
"991","2010-12-07",5.93
"992","2010-12-08",5.82
"993","2010-12-09",6.51
"994","2010-12-10",6.64
"995","2010-12-13",6.81
"996","2010-12-14",7.21
"997","2010-12-15",8.21
"998","2010-12-16",8.21
"999","2010-12-17",8.78
"1000","2010-12-20",8.71
"1001","2010-12-21",9.08
