"","date","HUBG"
"1","2007-01-03",28.59
"2","2007-01-04",29.48
"3","2007-01-05",28.790001
"4","2007-01-08",28.559999
"5","2007-01-09",28.620001
"6","2007-01-10",28.82
"7","2007-01-11",29.58
"8","2007-01-12",30.09
"9","2007-01-16",30.42
"10","2007-01-17",29.92
"11","2007-01-18",30.25
"12","2007-01-19",30.02
"13","2007-01-22",29.450001
"14","2007-01-23",29.67
"15","2007-01-24",30.16
"16","2007-01-25",29.26
"17","2007-01-26",28.85
"18","2007-01-29",28.780001
"19","2007-01-30",29
"20","2007-01-31",29.860001
"21","2007-02-01",31.200001
"22","2007-02-02",31.549999
"23","2007-02-05",31.65
"24","2007-02-06",31.85
"25","2007-02-07",32.220001
"26","2007-02-08",30.040001
"27","2007-02-09",30.549999
"28","2007-02-12",30.540001
"29","2007-02-13",29.870001
"30","2007-02-14",31.25
"31","2007-02-15",30.629999
"32","2007-02-16",31.07
"33","2007-02-20",31.91
"34","2007-02-21",32.310001
"35","2007-02-22",32.330002
"36","2007-02-23",33.52
"37","2007-02-26",32.830002
"38","2007-02-27",31.98
"39","2007-02-28",31.67
"40","2007-03-01",31.870001
"41","2007-03-02",30.65
"42","2007-03-05",30.33
"43","2007-03-06",31.129999
"44","2007-03-07",30.92
"45","2007-03-08",31.389999
"46","2007-03-09",31.309999
"47","2007-03-12",31.469999
"48","2007-03-13",30.27
"49","2007-03-14",30.26
"50","2007-03-15",30.889999
"51","2007-03-16",30.6
"52","2007-03-19",30.6
"53","2007-03-20",30.67
"54","2007-03-21",30.98
"55","2007-03-22",31.66
"56","2007-03-23",31.32
"57","2007-03-26",30.51
"58","2007-03-27",30.209999
"59","2007-03-28",29.809999
"60","2007-03-29",29.35
"61","2007-03-30",28.99
"62","2007-04-02",28.98
"63","2007-04-03",29.58
"64","2007-04-04",29.34
"65","2007-04-05",29.68
"66","2007-04-09",30.1
"67","2007-04-10",30.059999
"68","2007-04-11",29.43
"69","2007-04-12",30.209999
"70","2007-04-13",30.25
"71","2007-04-16",31.25
"72","2007-04-17",30.73
"73","2007-04-18",30.09
"74","2007-04-19",30.49
"75","2007-04-20",35.48
"76","2007-04-23",36.060001
"77","2007-04-24",36.360001
"78","2007-04-25",36.27
"79","2007-04-26",36.599998
"80","2007-04-27",36.419998
"81","2007-04-30",36
"82","2007-05-01",36.060001
"83","2007-05-02",36.52
"84","2007-05-03",37.029999
"85","2007-05-04",37.330002
"86","2007-05-07",37.439999
"87","2007-05-08",36.900002
"88","2007-05-09",36.5
"89","2007-05-10",35.439999
"90","2007-05-11",35.689999
"91","2007-05-14",35.27
"92","2007-05-15",35.889999
"93","2007-05-16",35.669998
"94","2007-05-17",35.009998
"95","2007-05-18",36.669998
"96","2007-05-21",37.459999
"97","2007-05-22",37.599998
"98","2007-05-23",36.98
"99","2007-05-24",35.75
"100","2007-05-25",36.189999
"101","2007-05-29",36.509998
"102","2007-05-30",36.220001
"103","2007-05-31",36.98
"104","2007-06-01",37.830002
"105","2007-06-04",37.610001
"106","2007-06-05",37.290001
"107","2007-06-06",36.669998
"108","2007-06-07",35.75
"109","2007-06-08",35.470001
"110","2007-06-11",35.049999
"111","2007-06-12",35.060001
"112","2007-06-13",35.610001
"113","2007-06-14",36.580002
"114","2007-06-15",36.400002
"115","2007-06-18",35.93
"116","2007-06-19",35.75
"117","2007-06-20",35.400002
"118","2007-06-21",36.259998
"119","2007-06-22",35.310001
"120","2007-06-25",35.380001
"121","2007-06-26",35.220001
"122","2007-06-27",35.73
"123","2007-06-28",36.119999
"124","2007-06-29",35.16
"125","2007-07-02",36.07
"126","2007-07-03",36.540001
"127","2007-07-05",37.18
"128","2007-07-06",37.400002
"129","2007-07-09",38.220001
"130","2007-07-10",35.849998
"131","2007-07-11",36.970001
"132","2007-07-12",37.860001
"133","2007-07-13",38.220001
"134","2007-07-16",37.380001
