"","date","EGAN"
"1","2007-01-03",1.27
"2","2007-01-04",1.35
"3","2007-01-05",1.3
"4","2007-01-08",1.25
"5","2007-01-09",1.35
"6","2007-01-10",1.38
"7","2007-01-11",1.35
"8","2007-01-12",1.35
"9","2007-01-16",1.3
"10","2007-01-17",1.34
"11","2007-01-18",1.33
"12","2007-01-19",1.33
"13","2007-01-22",1.3
"14","2007-01-23",1.3
"15","2007-01-24",1.45
"16","2007-01-25",1.45
"17","2007-01-26",1.39
"18","2007-01-29",1.4
"19","2007-01-30",1.4
"20","2007-01-31",1.31
"21","2007-02-01",1.32
"22","2007-02-02",1.35
"23","2007-02-05",1.38
"24","2007-02-06",1.42
"25","2007-02-07",1.33
"26","2007-02-08",1.33
"27","2007-02-09",1.4
"28","2007-02-12",1.4
"29","2007-02-13",1.2
"30","2007-02-14",1.25
"31","2007-02-15",1.16
"32","2007-02-16",1.11
"33","2007-02-20",1.1
"34","2007-02-21",1.1
"35","2007-02-22",1.1
"36","2007-02-23",1.02
"37","2007-02-26",1.03
"38","2007-02-27",1.03
"39","2007-02-28",1.15
"40","2007-03-01",1.06
"41","2007-03-02",1.06
"42","2007-03-05",1.07
"43","2007-03-06",1.1
"44","2007-03-07",1.1
"45","2007-03-08",1.1
"46","2007-03-09",1.1
"47","2007-03-12",1.06
"48","2007-03-13",1.06
"49","2007-03-14",1.06
"50","2007-03-15",1.15
"51","2007-03-16",1.15
"52","2007-03-19",1.16
"53","2007-03-20",1.16
"54","2007-03-21",1.16
"55","2007-03-22",1.15
"56","2007-03-23",1.15
"57","2007-03-26",1.15
"58","2007-03-27",1.15
"59","2007-03-28",1.15
"60","2007-03-29",1.15
"61","2007-03-30",1.17
"62","2007-04-02",1.08
"63","2007-04-03",1.13
"64","2007-04-04",1.15
"65","2007-04-05",1.15
"66","2007-04-09",1.1
"67","2007-04-10",1.1
"68","2007-04-11",1.13
"69","2007-04-12",1.05
"70","2007-04-13",1.15
"71","2007-04-16",1.1
"72","2007-04-17",1.15
"73","2007-04-18",1.18
"74","2007-04-19",1.15
"75","2007-04-20",1.18
"76","2007-04-23",1.2
"77","2007-04-24",1.2
"78","2007-04-25",1.18
"79","2007-04-26",1.15
"80","2007-04-27",1.15
"81","2007-04-30",1.11
"82","2007-05-01",1.11
"83","2007-05-02",1.1
"84","2007-05-03",1.18
"85","2007-05-04",1.19
"86","2007-05-07",1.15
"87","2007-05-08",1.11
"88","2007-05-09",1.11
"89","2007-05-10",1.1
"90","2007-05-11",1.1
"91","2007-05-14",1.1
"92","2007-05-15",1.05
"93","2007-05-16",1.05
"94","2007-05-17",1.05
"95","2007-05-18",1.02
"96","2007-05-21",1.02
"97","2007-05-22",1.05
"98","2007-05-23",1.05
"99","2007-05-24",1.1
"100","2007-05-25",1.15
"101","2007-05-29",1.1
"102","2007-05-30",1.1
"103","2007-05-31",1.15
"104","2007-06-01",1.07
"105","2007-06-04",1.08
"106","2007-06-05",1.08
"107","2007-06-06",1.02
"108","2007-06-07",1.02
"109","2007-06-08",1.02
"110","2007-06-11",1.02
"111","2007-06-12",1.02
"112","2007-06-13",1.05
"113","2007-06-14",1.02
"114","2007-06-15",1.02
"115","2007-06-18",1.04
"116","2007-06-19",1.06
"117","2007-06-20",1.06
"118","2007-06-21",1.01
"119","2007-06-22",1.01
"120","2007-06-25",0.94
"121","2007-06-26",0.94
"122","2007-06-27",1
"123","2007-06-28",1
"124","2007-06-29",1
"125","2007-07-02",1.01
"126","2007-07-03",1.01
"127","2007-07-05",1.01
"128","2007-07-06",1.02
"129","2007-07-09",1.1
"130","2007-07-10",1.13
"131","2007-07-11",1.17
"132","2007-07-12",1.2
"133","2007-07-13",1.25
"134","2007-07-16",1.13
"135","2007-07-17",1.15
"136","2007-07-18",1.13
"137","2007-07-19",1.15
"138","2007-07-20",1.15
"139","2007-07-23",1.2
"140","2007-07-24",1.2
"141","2007-07-25",1.2
"142","2007-07-26",1.13
"143","2007-07-27",1.13
"144","2007-07-30",1.17
"145","2007-07-31",1.15
"146","2007-08-01",1.12
"147","2007-08-02",1.12
"148","2007-08-03",1.12
"149","2007-08-06",1.1
"150","2007-08-07",1.05
"151","2007-08-08",1.06
"152","2007-08-09",1.06
"153","2007-08-10",1.1
"154","2007-08-13",1.1
"155","2007-08-14",1.03
"156","2007-08-15",1.08
"157","2007-08-16",1.03
"158","2007-08-17",1.03
"159","2007-08-20",1.02
"160","2007-08-21",1
"161","2007-08-22",1
"162","2007-08-23",1
"163","2007-08-24",1
"164","2007-08-27",0.92
"165","2007-08-28",0.92
"166","2007-08-29",1
"167","2007-08-30",0.88
"168","2007-08-31",0.95
"169","2007-09-04",1
"170","2007-09-05",1
"171","2007-09-06",1
"172","2007-09-07",1
"173","2007-09-10",0.95
"174","2007-09-11",1.1
"175","2007-09-12",1.13
"176","2007-09-13",1.2
"177","2007-09-14",1.05
"178","2007-09-17",0.95
"179","2007-09-18",1
"180","2007-09-19",0.98
"181","2007-09-20",0.98
"182","2007-09-21",1.05
"183","2007-09-24",0.99
"184","2007-09-25",0.99
"185","2007-09-26",1.15
"186","2007-09-27",1.15
"187","2007-09-28",1.15
"188","2007-10-01",1.15
"189","2007-10-02",1.05
"190","2007-10-03",1.05
"191","2007-10-04",1.23
"192","2007-10-05",1.15
"193","2007-10-08",1.15
"194","2007-10-09",1.15
"195","2007-10-10",1.25
"196","2007-10-11",1.1
"197","2007-10-12",1.15
"198","2007-10-15",1.15
"199","2007-10-16",1.05
"200","2007-10-17",1.05
"201","2007-10-18",1.05
"202","2007-10-19",1.15
"203","2007-10-22",1.1
"204","2007-10-23",1.1
"205","2007-10-24",1.1
"206","2007-10-25",1.1
"207","2007-10-26",1.02
"208","2007-10-29",1.1
"209","2007-10-30",1.1
"210","2007-10-31",1.1
"211","2007-11-01",1.02
"212","2007-11-02",1.05
"213","2007-11-05",1.05
"214","2007-11-06",1.02
"215","2007-11-07",1.02
"216","2007-11-08",1.1
"217","2007-11-09",1.03
"218","2007-11-12",1
"219","2007-11-13",1
"220","2007-11-14",1
"221","2007-11-15",1
"222","2007-11-16",0.95
"223","2007-11-19",0.8
"224","2007-11-20",0.65
"225","2007-11-21",0.65
"226","2007-11-23",0.74
"227","2007-11-26",0.74
"228","2007-11-27",0.6
"229","2007-11-28",0.6
"230","2007-11-29",0.6
"231","2007-11-30",0.6
"232","2007-12-03",0.7
"233","2007-12-04",0.69
"234","2007-12-05",0.69
"235","2007-12-06",0.6
"236","2007-12-07",0.66
"237","2007-12-10",0.55
"238","2007-12-11",0.66
"239","2007-12-12",0.66
"240","2007-12-13",0.66
"241","2007-12-14",0.66
"242","2007-12-17",0.55
"243","2007-12-18",0.51
"244","2007-12-19",0.5
"245","2007-12-20",0.55
"246","2007-12-21",0.63
"247","2007-12-24",0.63
"248","2007-12-26",0.51
"249","2007-12-27",0.5
"250","2007-12-28",0.5
"251","2007-12-31",0.45
"252","2008-01-02",0.6
"253","2008-01-03",0.6
"254","2008-01-04",0.6
"255","2008-01-07",0.6
"256","2008-01-08",0.6
"257","2008-01-09",0.59
"258","2008-01-10",0.45
"259","2008-01-11",0.8
"260","2008-01-14",0.8
"261","2008-01-15",0.95
"262","2008-01-16",0.95
"263","2008-01-17",0.9
"264","2008-01-18",0.77
"265","2008-01-22",0.87
"266","2008-01-23",0.9
"267","2008-01-24",0.8
"268","2008-01-25",0.84
"269","2008-01-28",0.94
"270","2008-01-29",0.94
"271","2008-01-30",0.9
"272","2008-01-31",0.9
"273","2008-02-01",0.82
"274","2008-02-04",0.9
"275","2008-02-05",0.9
"276","2008-02-06",0.89
"277","2008-02-07",0.89
"278","2008-02-08",0.89
"279","2008-02-11",0.8
"280","2008-02-12",0.8
"281","2008-02-13",0.8
"282","2008-02-14",0.9
"283","2008-02-15",0.82
"284","2008-02-19",0.82
"285","2008-02-20",0.82
"286","2008-02-21",0.75
"287","2008-02-22",0.85
"288","2008-02-25",0.8
"289","2008-02-26",0.8
"290","2008-02-27",0.89
"291","2008-02-28",0.89
"292","2008-02-29",0.89
"293","2008-03-03",0.89
"294","2008-03-04",0.75
"295","2008-03-05",0.75
"296","2008-03-06",0.75
"297","2008-03-07",0.8
"298","2008-03-10",0.8
"299","2008-03-11",0.85
"300","2008-03-12",0.85
"301","2008-03-13",0.87
"302","2008-03-14",0.83
"303","2008-03-17",0.83
"304","2008-03-18",0.86
"305","2008-03-19",0.85
"306","2008-03-20",0.8
"307","2008-03-24",0.78
"308","2008-03-25",0.75
"309","2008-03-26",0.65
"310","2008-03-27",0.7
"311","2008-03-28",0.7
"312","2008-03-31",0.68
"313","2008-04-01",0.68
"314","2008-04-02",0.72
"315","2008-04-03",0.72
"316","2008-04-04",0.72
"317","2008-04-07",0.72
"318","2008-04-08",0.72
"319","2008-04-09",0.7
"320","2008-04-10",0.82
"321","2008-04-11",0.9
"322","2008-04-14",0.9
"323","2008-04-15",0.9
"324","2008-04-16",0.9
"325","2008-04-17",0.9
"326","2008-04-18",0.75
"327","2008-04-21",0.75
"328","2008-04-22",0.65
"329","2008-04-23",0.65
"330","2008-04-24",0.65
"331","2008-04-25",0.55
"332","2008-04-28",0.55
"333","2008-04-29",0.6
"334","2008-04-30",0.55
"335","2008-05-01",0.57
"336","2008-05-02",0.57
"337","2008-05-05",0.55
"338","2008-05-06",0.55
"339","2008-05-07",0.65
"340","2008-05-08",0.65
"341","2008-05-09",0.89
"342","2008-05-12",0.82
"343","2008-05-13",0.94
"344","2008-05-14",0.94
"345","2008-05-15",0.94
"346","2008-05-16",0.85
"347","2008-05-19",0.85
"348","2008-05-20",0.86
"349","2008-05-21",0.86
"350","2008-05-22",0.86
"351","2008-05-23",0.85
"352","2008-05-27",0.85
"353","2008-05-28",0.8
"354","2008-05-29",0.8
"355","2008-05-30",0.8
"356","2008-06-02",0.8
"357","2008-06-03",0.8
"358","2008-06-04",0.85
"359","2008-06-05",0.7
"360","2008-06-06",0.85
"361","2008-06-09",0.85
"362","2008-06-10",0.85
"363","2008-06-11",0.86
"364","2008-06-12",0.86
"365","2008-06-13",0.9
"366","2008-06-16",0.9
"367","2008-06-17",0.9
"368","2008-06-18",0.9
"369","2008-06-19",0.9
"370","2008-06-20",0.9
