"","date","BPMP"
"1","2017-10-27",17.58
"2","2017-10-30",17.65
"3","2017-10-31",18
"4","2017-11-01",18.42
"5","2017-11-02",18.24
"6","2017-11-03",18.25
"7","2017-11-06",18.35
"8","2017-11-07",18.32
"9","2017-11-08",18.139999
"10","2017-11-09",18.02
"11","2017-11-10",18.09
"12","2017-11-13",18.059999
"13","2017-11-14",17.940001
"14","2017-11-15",18.15
"15","2017-11-16",18.129999
"16","2017-11-17",18.120001
"17","2017-11-20",18.299999
"18","2017-11-21",18.120001
"19","2017-11-22",17.85
"20","2017-11-24",17.82
"21","2017-11-27",17.620001
"22","2017-11-28",17.309999
"23","2017-11-29",17.6
"24","2017-11-30",18.27
"25","2017-12-01",18.23
"26","2017-12-04",18.190001
"27","2017-12-05",18.280001
"28","2017-12-06",18.02
"29","2017-12-07",18.049999
"30","2017-12-08",18.15
"31","2017-12-11",17.85
"32","2017-12-12",17.84
"33","2017-12-13",17.93
"34","2017-12-14",18
"35","2017-12-15",17.709999
"36","2017-12-18",18
"37","2017-12-19",18.08
"38","2017-12-20",18.27
"39","2017-12-21",18.860001
"40","2017-12-22",18.99
"41","2017-12-26",19.4
"42","2017-12-27",19.4
"43","2017-12-28",19.940001
"44","2017-12-29",20.57
"45","2018-01-02",20.299999
"46","2018-01-03",21.18
"47","2018-01-04",21.860001
"48","2018-01-05",21.27
"49","2018-01-08",21.129999
"50","2018-01-09",20.66
"51","2018-01-10",20.559999
"52","2018-01-11",21.110001
"53","2018-01-12",21.219999
"54","2018-01-16",21.43
"55","2018-01-17",22
"56","2018-01-18",21.360001
"57","2018-01-19",21.809999
"58","2018-01-22",21.950001
"59","2018-01-23",21.790001
"60","2018-01-24",20.950001
"61","2018-01-25",20.790001
"62","2018-01-26",21.15
"63","2018-01-29",21.25
"64","2018-01-30",21.33
"65","2018-01-31",20.84
"66","2018-02-01",21.73
"67","2018-02-02",20.870001
"68","2018-02-05",20.6
"69","2018-02-06",21.18
"70","2018-02-07",20.190001
"71","2018-02-08",19.6
"72","2018-02-09",19.219999
"73","2018-02-12",19.139999
"74","2018-02-13",19.59
"75","2018-02-14",19.799999
"76","2018-02-15",19.639999
"77","2018-02-16",20.290001
"78","2018-02-20",20.43
"79","2018-02-21",20.120001
"80","2018-02-22",20.040001
"81","2018-02-23",20.049999
"82","2018-02-26",19.690001
"83","2018-02-27",19.620001
"84","2018-02-28",19.059999
"85","2018-03-01",19.559999
"86","2018-03-02",19.42
"87","2018-03-05",19.66
"88","2018-03-06",19.299999
"89","2018-03-07",19.41
"90","2018-03-08",19.02
"91","2018-03-09",18.799999
"92","2018-03-12",19.15
"93","2018-03-13",18.879999
"94","2018-03-14",18.790001
"95","2018-03-15",18.4
"96","2018-03-16",19.379999
"97","2018-03-19",18.790001
"98","2018-03-20",18.6
"99","2018-03-21",18.620001
"100","2018-03-22",18.040001
"101","2018-03-23",17.34
"102","2018-03-26",17.280001
"103","2018-03-27",17.629999
"104","2018-03-28",18.1
"105","2018-03-29",17.84
"106","2018-04-02",17.65
"107","2018-04-03",17.77
"108","2018-04-04",17.309999
"109","2018-04-05",17.309999
"110","2018-04-06",16.969999
"111","2018-04-09",17.209999
"112","2018-04-10",17.58
"113","2018-04-11",17.65
"114","2018-04-12",17.469999
"115","2018-04-13",17.290001
"116","2018-04-16",18.18
"117","2018-04-17",18.25
"118","2018-04-18",18.42
"119","2018-04-19",18.309999
"120","2018-04-20",18.299999
"121","2018-04-23",18.110001
"122","2018-04-24",18.1
"123","2018-04-25",18.120001
"124","2018-04-26",18.379999
"125","2018-04-27",18.59
"126","2018-04-30",18.969999
"127","2018-05-01",19.370001
"128","2018-05-02",19.02
"129","2018-05-03",18.99
"130","2018-05-04",19.139999
"131","2018-05-07",19.700001
"132","2018-05-08",20.07
"133","2018-05-09",20.040001
"134","2018-05-10",20.540001
"135","2018-05-11",20.540001
"136","2018-05-14",20.190001
"137","2018-05-15",20.1
"138","2018-05-16",20.67
"139","2018-05-17",21.370001
"140","2018-05-18",21.4
"141","2018-05-21",21.76
"142","2018-05-22",21.469999
"143","2018-05-23",21.299999
"144","2018-05-24",20.59
"145","2018-05-25",20.74
"146","2018-05-29",21.120001
"147","2018-05-30",21.139999
"148","2018-05-31",21.370001
"149","2018-06-01",21.66
"150","2018-06-04",21.77
"151","2018-06-05",21.9
"152","2018-06-06",21.799999
"153","2018-06-07",22.51
"154","2018-06-08",21.530001
"155","2018-06-11",22.040001
"156","2018-06-12",21.620001
"157","2018-06-13",21.440001
"158","2018-06-14",21.76
"159","2018-06-15",21.459999
"160","2018-06-18",21.18
"161","2018-06-19",20.969999
"162","2018-06-20",21.07
"163","2018-06-21",21.030001
"164","2018-06-22",21.01
"165","2018-06-25",20.6
"166","2018-06-26",21.5
"167","2018-06-27",20.74
"168","2018-06-28",20.91
"169","2018-06-29",20.99
"170","2018-07-02",21.1
"171","2018-07-03",21.32
"172","2018-07-05",21.52
"173","2018-07-06",21.299999
"174","2018-07-09",21.370001
"175","2018-07-10",21.129999
"176","2018-07-11",20.549999
"177","2018-07-12",20.940001
"178","2018-07-13",20.959999
"179","2018-07-16",21
"180","2018-07-17",20.74
"181","2018-07-18",21.07
"182","2018-07-19",21.6
"183","2018-07-20",21.52
"184","2018-07-23",21.75
"185","2018-07-24",21.610001
"186","2018-07-25",21.9
"187","2018-07-26",21.799999
"188","2018-07-27",20.459999
"189","2018-07-30",20.85
"190","2018-07-31",20.74
"191","2018-08-01",20.92
"192","2018-08-02",20.950001
"193","2018-08-03",20.73
"194","2018-08-06",20.98
"195","2018-08-07",20.83
"196","2018-08-08",20.83
"197","2018-08-09",21.17
"198","2018-08-10",21.48
"199","2018-08-13",21.1
"200","2018-08-14",21.24
"201","2018-08-15",20.780001
"202","2018-08-16",20.66
"203","2018-08-17",20.629999
"204","2018-08-20",20.84
"205","2018-08-21",20.59
"206","2018-08-22",20.6
"207","2018-08-23",20.379999
"208","2018-08-24",20.379999
"209","2018-08-27",19.959999
"210","2018-08-28",19.549999
"211","2018-08-29",19.5
"212","2018-08-30",19.870001
"213","2018-08-31",19.73
"214","2018-09-04",19.950001
"215","2018-09-05",19.889999
"216","2018-09-06",19.799999
"217","2018-09-07",19.389999
"218","2018-09-10",19.65
"219","2018-09-11",19.41
"220","2018-09-12",19.16
"221","2018-09-13",19.049999
"222","2018-09-14",18.92
"223","2018-09-17",18.700001
"224","2018-09-18",18.65
"225","2018-09-19",18.65
"226","2018-09-20",19
"227","2018-09-21",18.700001
"228","2018-09-24",18.209999
"229","2018-09-25",18.290001
"230","2018-09-26",18.66
"231","2018-09-27",18.629999
"232","2018-09-28",18.799999
"233","2018-10-01",19.34
"234","2018-10-02",19.41
"235","2018-10-03",19.35
"236","2018-10-04",19.33
"237","2018-10-05",19.32
"238","2018-10-08",19.16
