"","date","PFC"
"83","2007-05-02",13.83
"84","2007-05-03",14.025
"85","2007-05-04",14.175
"86","2007-05-07",14.26
"87","2007-05-08",14.43
"88","2007-05-09",14.305
"89","2007-05-10",14.195
"90","2007-05-11",14.375
"91","2007-05-14",14.525
"92","2007-05-15",14.585
"93","2007-05-16",14.5
"94","2007-05-17",14.5
"95","2007-05-18",14.305
"96","2007-05-21",13.98
"97","2007-05-22",13.98
"98","2007-05-23",13.95
"99","2007-05-24",13.895
"100","2007-05-25",13.55
"101","2007-05-29",13.6
"102","2007-05-30",13.56
"103","2007-05-31",13.745
"104","2007-06-01",13.85
"105","2007-06-04",13.93
"106","2007-06-05",14.065
"107","2007-06-06",14.225
"108","2007-06-07",14.25
"109","2007-06-08",14.25
"110","2007-06-11",14.25
"111","2007-06-12",14.305
"112","2007-06-13",14.375
"113","2007-06-14",14.145
"114","2007-06-15",14.19
"115","2007-06-18",14.19
"116","2007-06-19",14.25
"117","2007-06-20",14.395
"118","2007-06-21",14.39
"119","2007-06-22",14.28
"120","2007-06-25",14.22
"121","2007-06-26",14.89
"122","2007-06-27",14.82
"123","2007-06-28",14.695
"124","2007-06-29",14.91
"125","2007-07-02",14.405
"126","2007-07-03",14.4
"127","2007-07-05",14.21
"128","2007-07-06",14.33
"129","2007-07-09",14.21
"130","2007-07-10",14.115
"131","2007-07-11",14.045
"132","2007-07-12",13.9
"133","2007-07-13",14.255
"134","2007-07-16",14.005
"135","2007-07-17",13.935
"136","2007-07-18",13.185
"137","2007-07-19",13.145
"138","2007-07-20",13.34
"139","2007-07-23",13.345
"140","2007-07-24",13.285
"141","2007-07-25",13.055
"142","2007-07-26",13.015
"143","2007-07-27",12.805
"144","2007-07-30",13.305
"145","2007-07-31",13.155
"146","2007-08-01",13.265
"147","2007-08-02",12.875
"148","2007-08-03",12.865
"149","2007-08-06",12.835
"150","2007-08-07",12.91
"151","2007-08-08",12.63
"152","2007-08-09",12.46
"153","2007-08-10",12.175
"154","2007-08-13",13.375
"155","2007-08-14",12.945
"156","2007-08-15",12.815
"157","2007-08-16",12.585
"158","2007-08-17",12.5
"159","2007-08-20",12.45
"160","2007-08-21",12.62
"161","2007-08-22",13.12
"162","2007-08-23",13.335
"163","2007-08-24",13.765
"164","2007-08-27",13.44
"165","2007-08-28",13.525
"166","2007-08-29",13.35
"167","2007-08-30",13.44
"168","2007-08-31",13.69
"169","2007-09-04",14.295
"170","2007-09-05",13.65
"171","2007-09-06",13.99
"172","2007-09-07",13.455
"173","2007-09-10",13.125
"174","2007-09-11",13.125
"175","2007-09-12",13.07
"176","2007-09-13",13.125
"177","2007-09-14",13
"178","2007-09-17",13.025
"179","2007-09-18",13.125
"180","2007-09-19",13.06
"181","2007-09-20",13.12
"182","2007-09-21",12.94
"183","2007-09-24",12.885
"184","2007-09-25",13.16
"185","2007-09-26",13.28
"186","2007-09-27",13.17
"187","2007-09-28",13.5
"188","2007-10-01",12.915
"189","2007-10-02",13.385
"190","2007-10-03",12.675
"191","2007-10-04",12.86
"192","2007-10-05",12.85
"193","2007-10-08",12.76
"194","2007-10-09",12.63
"195","2007-10-10",12.53
"196","2007-10-11",11.765
"197","2007-10-12",11.955
"198","2007-10-15",12.145
"199","2007-10-16",12.18
"200","2007-10-17",11.915
"201","2007-10-18",11.82
"202","2007-10-19",11.385
"203","2007-10-22",11.455
"204","2007-10-23",11.57
"205","2007-10-24",11.525
"206","2007-10-25",10.63
"207","2007-10-26",10.915
"208","2007-10-29",11.335
"209","2007-10-30",11.54
"210","2007-10-31",11.815
"211","2007-11-01",11.555
"212","2007-11-02",10.81
"213","2007-11-05",10.81
"214","2007-11-06",11
"215","2007-11-07",10.375
"216","2007-11-08",10.74
"217","2007-11-09",10.75
"218","2007-11-12",10.77
"219","2007-11-13",10.805
"220","2007-11-14",10.75
"221","2007-11-15",10.735
"222","2007-11-16",10.78
"223","2007-11-19",11.25
"224","2007-11-20",11.25
"225","2007-11-21",10.965
"226","2007-11-23",10.86
"227","2007-11-26",10.775
"228","2007-11-27",10.72
"229","2007-11-28",10.63
"230","2007-11-29",10.55
"231","2007-11-30",11.06
"232","2007-12-03",11.435
"233","2007-12-04",11.345
"234","2007-12-05",11.38
"235","2007-12-06",11.55
"236","2007-12-07",11.675
"237","2007-12-10",11.67
"238","2007-12-11",11.895
"239","2007-12-12",12
"240","2007-12-13",11.955
"241","2007-12-14",11.915
"242","2007-12-17",11.36
"243","2007-12-18",10.95
"244","2007-12-19",10.97
"245","2007-12-20",11.21
"246","2007-12-21",11.125
"247","2007-12-24",11.025
"248","2007-12-26",10.855
"249","2007-12-27",11.01
"250","2007-12-28",10.94
"251","2007-12-31",11.01
"252","2008-01-02",10.61
"253","2008-01-03",10.43
"254","2008-01-04",10.67
"255","2008-01-07",10.44
"256","2008-01-08",10.56
"257","2008-01-09",9.71
"258","2008-01-10",9.595
"259","2008-01-11",9.85
"260","2008-01-14",9.615
"261","2008-01-15",9.86
"262","2008-01-16",9.665
"263","2008-01-17",9.535
"264","2008-01-18",10.375
"265","2008-01-22",10
"266","2008-01-23",9.825
"267","2008-01-24",9.925
"268","2008-01-25",10.1
"269","2008-01-28",10.26
"270","2008-01-29",10.275
"271","2008-01-30",10.5
"272","2008-01-31",10.535
"273","2008-02-01",10.8
"274","2008-02-04",10.795
"275","2008-02-05",10.62
"276","2008-02-06",10.575
"277","2008-02-07",10.455
"278","2008-02-08",10.345
"279","2008-02-11",10.4
"280","2008-02-12",10.425
"281","2008-02-13",10.45
"282","2008-02-14",10.495
"283","2008-02-15",10.495
"284","2008-02-19",10.185
"285","2008-02-20",10.025
"286","2008-02-21",10
"287","2008-02-22",9.6
"288","2008-02-25",9.825
"289","2008-02-26",9.7
"290","2008-02-27",9.65
"291","2008-02-28",9.905
"292","2008-02-29",9.73
"293","2008-03-03",9.6
"294","2008-03-04",9.645
"295","2008-03-05",9.775
"296","2008-03-06",9.77
"297","2008-03-07",9.525
"298","2008-03-10",9.125
"299","2008-03-11",9.69
"300","2008-03-12",9.58
"301","2008-03-13",9.6
"302","2008-03-14",9.7
"303","2008-03-17",9.05
"304","2008-03-18",9.25
"305","2008-03-19",9.2
"306","2008-03-20",9.625
"307","2008-03-24",9.405
"308","2008-03-25",9.65
"309","2008-03-26",9.525
"310","2008-03-27",9.5
"311","2008-03-28",9.435
"312","2008-03-31",9.175
"313","2008-04-01",9.17
"314","2008-04-02",9.125
"315","2008-04-03",8.835
"316","2008-04-04",9.245
"317","2008-04-07",8.925
"318","2008-04-08",8.9
"319","2008-04-09",8.94
"320","2008-04-10",8.93
"321","2008-04-11",8.91
"322","2008-04-14",8.88
"323","2008-04-15",8.7
"324","2008-04-16",8.545
"325","2008-04-17",8.64
"326","2008-04-18",8.75
"327","2008-04-21",8.82
"328","2008-04-22",9.06
"329","2008-04-23",9.205
"330","2008-04-24",9.475
"331","2008-04-25",9.675
"332","2008-04-28",9.12
"333","2008-04-29",9.235
"334","2008-04-30",9.345
"335","2008-05-01",9.45
"336","2008-05-02",9.455
"337","2008-05-05",9.285
"338","2008-05-06",9.61
"339","2008-05-07",8.845
"340","2008-05-08",9.195
"341","2008-05-09",8.995
"342","2008-05-12",9.045
"343","2008-05-13",9.19
"344","2008-05-14",9.29
"345","2008-05-15",9.125
"346","2008-05-16",9.125
"347","2008-05-19",9.145
"348","2008-05-20",9.14
"349","2008-05-21",9.175
"350","2008-05-22",9.805
"351","2008-05-23",9.755
"352","2008-05-27",9.64
"353","2008-05-28",9.785
"354","2008-05-29",9.65
"355","2008-05-30",9.625
"356","2008-06-02",9.75
"357","2008-06-03",9.75
"358","2008-06-04",9.75
"359","2008-06-05",9.8
"360","2008-06-06",9.65
"361","2008-06-09",9.685
"362","2008-06-10",9.675
"363","2008-06-11",9.63
"364","2008-06-12",9.61
"365","2008-06-13",9.92
"366","2008-06-16",9.745
"367","2008-06-17",9.86
"368","2008-06-18",9.78
"369","2008-06-19",9.575
"370","2008-06-20",9.26
"371","2008-06-23",9.37
"372","2008-06-24",8.135
"373","2008-06-25",8.135
"374","2008-06-26",8.3
"375","2008-06-27",8.295
"376","2008-06-30",8.005
"377","2008-07-01",8
"378","2008-07-02",7.86
"379","2008-07-03",7.15
"380","2008-07-07",7.15
"381","2008-07-08",7.4
"382","2008-07-09",7.445
"383","2008-07-10",7.455
"384","2008-07-11",7.275
"385","2008-07-14",7.59
"386","2008-07-15",7.58
"387","2008-07-16",7.48
"388","2008-07-17",7.685
"389","2008-07-18",7.71
"390","2008-07-21",7.985
"391","2008-07-22",7.825
"392","2008-07-23",8.275
"393","2008-07-24",7.855
"394","2008-07-25",7.77
"395","2008-07-28",7.51
"396","2008-07-29",7.22
"397","2008-07-30",7.275
"398","2008-07-31",7.425
"399","2008-08-01",7.37
"400","2008-08-04",7.325
"401","2008-08-05",7.195
"402","2008-08-06",7.745
"403","2008-08-07",7.64
"404","2008-08-08",7.23
"405","2008-08-11",7.16
"406","2008-08-12",7.205
"407","2008-08-13",7.125
"408","2008-08-14",7.18
"409","2008-08-15",7.305
"410","2008-08-18",7.355
"411","2008-08-19",7.235
"412","2008-08-20",7.225
"413","2008-08-21",7.125
"414","2008-08-22",7.125
"415","2008-08-25",7.28
"416","2008-08-26",7.46
"417","2008-08-27",7.8
"418","2008-08-28",8.445
"419","2008-08-29",8.195
"420","2008-09-02",7.95
"421","2008-09-03",7.93
"422","2008-09-04",8.14
"423","2008-09-05",7.84
"424","2008-09-08",8.085
"425","2008-09-09",8.02
"426","2008-09-10",8.275
"427","2008-09-11",8.275
"428","2008-09-12",7.75
"429","2008-09-15",7.625
"430","2008-09-16",7.53
"431","2008-09-17",7.03
"432","2008-09-18",6.945
"433","2008-09-19",6.96
"434","2008-09-22",7.25
"435","2008-09-23",7.02
"436","2008-09-24",6.955
"437","2008-09-25",6.925
"438","2008-09-26",6.755
"439","2008-09-29",5.475
"440","2008-09-30",5.505
"441","2008-10-01",5.5
"442","2008-10-02",5.775
"443","2008-10-03",6.325
"444","2008-10-06",6
"445","2008-10-07",5.82
"446","2008-10-08",5.495
"447","2008-10-09",5.68
"448","2008-10-10",5.265
"449","2008-10-13",5.335
"450","2008-10-14",5.195
"451","2008-10-15",5.035
"452","2008-10-16",5.095
"453","2008-10-17",5.19
"454","2008-10-20",5.585
"455","2008-10-21",5.175
"456","2008-10-22",5.075
"457","2008-10-23",4.68
"458","2008-10-24",5
"459","2008-10-27",5.245
"460","2008-10-28",4.835
"461","2008-10-29",4.99
"462","2008-10-30",4.9
"463","2008-10-31",5.025
"464","2008-11-03",4.95
"465","2008-11-04",5.09
"466","2008-11-05",5.26
"467","2008-11-06",5.19
"468","2008-11-07",5.1
"469","2008-11-10",4.64
"470","2008-11-11",4.715
"471","2008-11-12",4.715
"472","2008-11-13",4.865
"473","2008-11-14",4.86
"474","2008-11-17",4.86
"475","2008-11-18",4.75
"476","2008-11-19",4.67
"477","2008-11-20",4.505
"478","2008-11-21",4.145
"479","2008-11-24",4.085
"480","2008-11-25",3.575
"481","2008-11-26",3.5
"482","2008-11-28",3.75
"483","2008-12-01",4.15
"484","2008-12-02",4.5
"485","2008-12-03",3.85
"486","2008-12-04",3.755
"487","2008-12-05",3.835
"488","2008-12-08",3.75
"489","2008-12-09",3.9
"490","2008-12-10",3.64
"491","2008-12-11",3.64
"492","2008-12-12",3.085
"493","2008-12-15",3.055
"494","2008-12-16",3.26
"495","2008-12-17",3.875
"496","2008-12-18",3.68
"497","2008-12-19",3.75
"498","2008-12-22",3.92
"499","2008-12-23",3.795
"500","2008-12-24",3.735
"501","2008-12-26",3.725
"502","2008-12-29",3.625
"503","2008-12-30",3.71
"504","2008-12-31",3.865
"505","2009-01-02",3.875
"506","2009-01-05",4.41
"507","2009-01-06",4.43
"508","2009-01-07",4.265
"509","2009-01-08",4.275
"510","2009-01-09",4.275
"511","2009-01-12",4.195
"512","2009-01-13",3.935
"513","2009-01-14",3.99
"514","2009-01-15",4
"515","2009-01-16",3.875
"516","2009-01-20",3.81
"517","2009-01-21",3.955
"518","2009-01-22",3.755
"519","2009-01-23",3.725
"520","2009-01-26",3.85
"521","2009-01-27",3.755
"522","2009-01-28",3.805
"523","2009-01-29",3.755
"524","2009-01-30",3.435
"525","2009-02-02",3.6
"526","2009-02-03",3.01
"527","2009-02-04",3.06
"528","2009-02-05",3.08
"529","2009-02-06",3.05
"530","2009-02-09",3.055
"531","2009-02-10",3.065
"532","2009-02-11",3.05
"533","2009-02-12",3.05
"534","2009-02-13",3.035
"535","2009-02-17",3.02
"536","2009-02-18",2.96
"537","2009-02-19",2.92
"538","2009-02-20",2.795
"539","2009-02-23",2.335
"540","2009-02-24",2.47
"541","2009-02-25",2.53
"542","2009-02-26",2.615
"543","2009-02-27",2.59
"544","2009-03-02",2.575
"545","2009-03-03",2.555
"546","2009-03-04",2.39
"547","2009-03-05",2.115
"548","2009-03-06",2.12
"549","2009-03-09",2.025
"550","2009-03-10",2.285
"551","2009-03-11",2.345
"552","2009-03-12",2.8
"553","2009-03-13",2.63
"554","2009-03-16",2.625
"555","2009-03-17",2.735
"556","2009-03-18",2.8
"557","2009-03-19",2.9
"558","2009-03-20",2.745
"559","2009-03-23",2.715
"560","2009-03-24",2.83
"561","2009-03-25",2.95
"562","2009-03-26",3.225
"563","2009-03-27",3.15
"564","2009-03-30",3.005
"565","2009-03-31",3.04
"566","2009-04-01",3.15
"567","2009-04-02",3.35
"568","2009-04-03",3.545
"569","2009-04-06",4
"570","2009-04-07",3.99
"571","2009-04-08",3.95
"572","2009-04-09",4.06
"573","2009-04-13",4
"574","2009-04-14",3.975
"575","2009-04-15",4.015
"576","2009-04-16",4.075
"577","2009-04-17",4.17
"578","2009-04-20",4.61
"579","2009-04-21",4.66
"580","2009-04-22",4.815
"581","2009-04-23",5.5
"582","2009-04-24",6.125
"583","2009-04-27",5.095
"584","2009-04-28",5.32
"585","2009-04-29",5.32
"586","2009-04-30",5.15
"587","2009-05-01",5.21
"588","2009-05-04",5.26
"589","2009-05-05",5.26
"590","2009-05-06",5.26
"591","2009-05-07",5.455
"592","2009-05-08",5.725
"593","2009-05-11",5.9
"594","2009-05-12",5.91
"595","2009-05-13",5.735
"596","2009-05-14",5.79
"597","2009-05-15",6.04
"598","2009-05-18",6.45
"599","2009-05-19",6.72
"600","2009-05-20",6.9
"601","2009-05-21",6.815
"602","2009-05-22",6.875
"603","2009-05-26",6.68
"604","2009-05-27",6.925
"605","2009-05-28",7
"606","2009-05-29",7.075
"607","2009-06-01",7.05
"608","2009-06-02",7.055
"609","2009-06-03",7.125
"610","2009-06-04",7.125
"611","2009-06-05",7.02
"612","2009-06-08",7.055
"613","2009-06-09",7.1
"614","2009-06-10",7.095
"615","2009-06-11",7.1
"616","2009-06-12",7.1
"617","2009-06-15",7.04
"618","2009-06-16",7
"619","2009-06-17",6.88
"620","2009-06-18",6.875
"621","2009-06-19",6.5
"622","2009-06-22",5.35
"623","2009-06-23",5.67
"624","2009-06-24",5.93
"625","2009-06-25",6.24
"626","2009-06-26",6.81
"627","2009-06-29",6.72
"628","2009-06-30",6.5
"629","2009-07-01",6.725
"630","2009-07-02",6.31
"631","2009-07-06",6.49
"632","2009-07-07",6.465
"633","2009-07-08",6.24
"634","2009-07-09",6.005
"635","2009-07-10",6.22
"636","2009-07-13",6.23
"637","2009-07-14",6.32
"638","2009-07-15",6.35
"639","2009-07-16",6.3
"640","2009-07-17",6.255
"641","2009-07-20",6.34
"642","2009-07-21",6.5
"643","2009-07-22",6.875
"644","2009-07-23",6.995
"645","2009-07-24",7.085
"646","2009-07-27",7.23
"647","2009-07-28",7.295
"648","2009-07-29",7.01
"649","2009-07-30",7.535
"650","2009-07-31",7.615
"651","2009-08-03",7.475
"652","2009-08-04",7.71
"653","2009-08-05",7.68
"654","2009-08-06",7.675
"655","2009-08-07",7.735
"656","2009-08-10",7.705
"657","2009-08-11",7.83
"658","2009-08-12",8.21
"659","2009-08-13",8.125
"660","2009-08-14",8.21
"661","2009-08-17",8.21
"662","2009-08-18",8.68
"663","2009-08-19",8.525
"664","2009-08-20",8.575
"665","2009-08-21",8.885
"666","2009-08-24",8.76
"667","2009-08-25",8.96
"668","2009-08-26",8.99
"669","2009-08-27",8.99
"670","2009-08-28",8.775
"671","2009-08-31",8.32
"672","2009-09-01",8.52
"673","2009-09-02",8.5
"674","2009-09-03",8.43
"675","2009-09-04",8.48
"676","2009-09-08",8.595
"677","2009-09-09",8.735
"678","2009-09-10",8.67
"679","2009-09-11",8.3
"680","2009-09-14",8.515
"681","2009-09-15",8.285
"682","2009-09-16",8.64
"683","2009-09-17",8.68
"684","2009-09-18",8.385
"685","2009-09-21",8.475
"686","2009-09-22",8.485
"687","2009-09-23",8.185
"688","2009-09-24",7.305
"689","2009-09-25",7.305
"690","2009-09-28",7.48
"691","2009-09-29",7.435
"692","2009-09-30",7.455
"693","2009-10-01",7.475
"694","2009-10-02",7.57
"695","2009-10-05",7.94
"696","2009-10-06",8.5
"697","2009-10-07",8.635
"698","2009-10-08",8.61
"699","2009-10-09",8.64
"700","2009-10-12",8.6
"701","2009-10-13",8.75
"702","2009-10-14",8.815
"703","2009-10-15",9.465
"704","2009-10-16",9.27
"705","2009-10-19",8.975
"706","2009-10-20",8.41
"707","2009-10-21",7.625
"708","2009-10-22",7.44
"709","2009-10-23",7.315
"710","2009-10-26",7.285
"711","2009-10-27",7.12
"712","2009-10-28",7.05
"713","2009-10-29",7.035
"714","2009-10-30",7.21
"715","2009-11-02",7.255
"716","2009-11-03",7.25
"717","2009-11-04",7.055
"718","2009-11-05",7.135
"719","2009-11-06",7.035
"720","2009-11-09",7.17
"721","2009-11-10",7.14
"722","2009-11-11",6.91
"723","2009-11-12",6
"724","2009-11-13",6.315
"725","2009-11-16",6.545
"726","2009-11-17",6.455
"727","2009-11-18",6.435
"728","2009-11-19",6.16
"729","2009-11-20",6.07
"730","2009-11-23",6.285
"731","2009-11-24",6.175
"732","2009-11-25",5.965
"733","2009-11-27",5.585
"734","2009-11-30",5.43
"735","2009-12-01",5.325
"736","2009-12-02",5.49
"737","2009-12-03",5.4
"738","2009-12-04",5.495
"739","2009-12-07",5.54
"740","2009-12-08",5.445
"741","2009-12-09",5.75
"742","2009-12-10",5.535
"743","2009-12-11",5.48
"744","2009-12-14",5.49
"745","2009-12-15",5.38
"746","2009-12-16",5.25
"747","2009-12-17",5.115
"748","2009-12-18",5.255
"749","2009-12-21",5.66
"750","2009-12-22",5.76
"751","2009-12-23",5.625
"752","2009-12-24",5.495
"753","2009-12-28",5.62
"754","2009-12-29",5.62
"755","2009-12-30",5.675
"756","2009-12-31",5.645
"757","2010-01-04",5.86
"758","2010-01-05",5.76
"759","2010-01-06",5.735
"760","2010-01-07",5.72
"761","2010-01-08",5.775
"762","2010-01-11",5.73
"763","2010-01-12",5.755
"764","2010-01-13",5.82
"765","2010-01-14",5.845
"766","2010-01-15",5.395
"767","2010-01-19",5.355
"768","2010-01-20",5.08
"769","2010-01-21",5.15
"770","2010-01-22",5.21
"771","2010-01-25",5.21
"772","2010-01-26",5.23
"773","2010-01-27",5.37
"774","2010-01-28",5.27
"775","2010-01-29",5.28
"776","2010-02-01",5.295
"777","2010-02-02",5.295
"778","2010-02-03",5.16
"779","2010-02-04",4.91
"780","2010-02-05",4.835
"781","2010-02-08",4.825
"782","2010-02-09",4.82
"783","2010-02-10",4.765
"784","2010-02-11",4.88
"785","2010-02-12",4.93
"786","2010-02-16",4.98
"787","2010-02-17",5.135
"788","2010-02-18",5.135
"789","2010-02-19",5.07
"790","2010-02-22",5.08
"791","2010-02-23",4.885
"792","2010-02-24",5.005
"793","2010-02-25",5.005
"794","2010-02-26",4.92
"795","2010-03-01",4.88
"796","2010-03-02",4.885
"797","2010-03-03",4.94
"798","2010-03-04",5
"799","2010-03-05",5.045
"800","2010-03-08",5.1
"801","2010-03-09",5.3
"802","2010-03-10",5.255
"803","2010-03-11",5.175
"804","2010-03-12",5.23
"805","2010-03-15",5.205
"806","2010-03-16",5.415
"807","2010-03-17",5.465
"808","2010-03-18",5.4
"809","2010-03-19",5.53
"810","2010-03-22",6.08
"811","2010-03-23",5.89
"812","2010-03-24",5.745
"813","2010-03-25",5.555
"814","2010-03-26",5.41
"815","2010-03-29",5.305
"816","2010-03-30",5.295
"817","2010-03-31",5.06
"818","2010-04-01",5.23
"819","2010-04-05",5.41
"820","2010-04-06",5.235
"821","2010-04-07",5.28
"822","2010-04-08",5.155
"823","2010-04-09",5.31
"824","2010-04-12",5.19
"825","2010-04-13",5.205
"826","2010-04-14",5.45
"827","2010-04-15",5.67
"828","2010-04-16",5.95
"829","2010-04-19",6.26
"830","2010-04-20",6.45
"831","2010-04-21",6.76
"832","2010-04-22",6.94
"833","2010-04-23",7.115
"834","2010-04-26",7.02
"835","2010-04-27",6.945
"836","2010-04-28",6.855
"837","2010-04-29",6.99
"838","2010-04-30",6.75
"839","2010-05-03",6.83
"840","2010-05-04",6.59
"841","2010-05-05",6.45
"842","2010-05-06",6.005
"843","2010-05-07",6.07
"844","2010-05-10",6.25
"845","2010-05-11",6.25
"846","2010-05-12",6.28
"847","2010-05-13",6.215
"848","2010-05-14",6.32
"849","2010-05-17",6.25
"850","2010-05-18",6.355
"851","2010-05-19",6.275
"852","2010-05-20",6.025
"853","2010-05-21",6.035
"854","2010-05-24",5.815
"855","2010-05-25",5.705
"856","2010-05-26",5.575
"857","2010-05-27",5.765
"858","2010-05-28",5.415
"859","2010-06-01",5.275
"860","2010-06-02",5.845
"861","2010-06-03",5.73
"862","2010-06-04",5.485
"863","2010-06-07",5.26
"864","2010-06-08",5.11
"865","2010-06-09",5.04
"866","2010-06-10",5.135
"867","2010-06-11",5.22
"868","2010-06-14",5.62
"869","2010-06-15",5.87
"870","2010-06-16",5.815
"871","2010-06-17",5.82
"872","2010-06-18",5.455
"873","2010-06-21",5.1
"874","2010-06-22",5.07
"875","2010-06-23",5.065
"876","2010-06-24",4.755
"877","2010-06-25",4.9
"878","2010-06-28",4.585
"879","2010-06-29",4.445
"880","2010-06-30",4.47
"881","2010-07-01",4.49
"882","2010-07-02",4.32
"883","2010-07-06",4.415
"884","2010-07-07",4.35
"885","2010-07-08",4.585
"886","2010-07-09",4.71
"887","2010-07-12",4.5
"888","2010-07-13",4.72
"889","2010-07-14",4.785
"890","2010-07-15",4.615
"891","2010-07-16",4.66
"892","2010-07-19",4.865
"893","2010-07-20",4.86
"894","2010-07-21",4.735
"895","2010-07-22",4.69
"896","2010-07-23",4.855
"897","2010-07-26",4.85
"898","2010-07-27",4.86
"899","2010-07-28",5.165
"900","2010-07-29",5.175
"901","2010-07-30",4.99
"902","2010-08-02",4.995
"903","2010-08-03",4.945
"904","2010-08-04",5.055
"905","2010-08-05",4.98
"906","2010-08-06",4.98
"907","2010-08-09",4.99
"908","2010-08-10",4.935
"909","2010-08-11",4.96
"910","2010-08-12",5.05
"911","2010-08-13",5.075
"912","2010-08-16",4.9
"913","2010-08-17",5.03
"914","2010-08-18",5.045
"915","2010-08-19",5.085
"916","2010-08-20",5.06
"917","2010-08-23",4.84
"918","2010-08-24",4.575
"919","2010-08-25",4.465
"920","2010-08-26",4.45
"921","2010-08-27",4.48
"922","2010-08-30",4.535
"923","2010-08-31",4.575
"924","2010-09-01",4.655
"925","2010-09-02",4.75
"926","2010-09-03",4.99
"927","2010-09-07",4.875
"928","2010-09-08",5
"929","2010-09-09",5
"930","2010-09-10",5
"931","2010-09-13",5
"932","2010-09-14",5.025
"933","2010-09-15",4.9
"934","2010-09-16",4.925
"935","2010-09-17",4.95
"936","2010-09-20",5.005
"937","2010-09-21",5.005
"938","2010-09-22",4.96
"939","2010-09-23",4.92
"940","2010-09-24",4.965
"941","2010-09-27",4.955
"942","2010-09-28",5.035
"943","2010-09-29",5
"944","2010-09-30",5.03
"945","2010-10-01",5.035
"946","2010-10-04",5.1
"947","2010-10-05",5.25
"948","2010-10-06",5.29
"949","2010-10-07",5.015
"950","2010-10-08",5.185
"951","2010-10-11",4.995
"952","2010-10-12",5
"953","2010-10-13",5.025
"954","2010-10-14",5.105
"955","2010-10-15",5.045
"956","2010-10-18",5.185
"957","2010-10-19",5.235
"958","2010-10-20",5.3
"959","2010-10-21",5.25
"960","2010-10-22",5.445
"961","2010-10-25",5.45
"962","2010-10-26",5.725
"963","2010-10-27",5.81
"964","2010-10-28",5.505
"965","2010-10-29",5.525
"966","2010-11-01",5.565
"967","2010-11-02",5.65
"968","2010-11-03",5.735
"969","2010-11-04",5.665
"970","2010-11-05",5.89
"971","2010-11-08",5.94
"972","2010-11-09",5.995
"973","2010-11-10",5.875
"974","2010-11-11",5.75
"975","2010-11-12",5.865
"976","2010-11-15",5.925
"977","2010-11-16",5.96
"978","2010-11-17",5.785
"979","2010-11-18",5.81
"980","2010-11-19",5.78
"981","2010-11-22",5.87
"982","2010-11-23",5.86
"983","2010-11-24",5.98
"984","2010-11-26",6.02
"985","2010-11-29",5.91
"986","2010-11-30",5.915
"987","2010-12-01",5.885
"988","2010-12-02",5.885
"989","2010-12-03",5.825
"990","2010-12-06",5.82
"991","2010-12-07",5.77
"992","2010-12-08",5.745
"993","2010-12-09",5.695
"994","2010-12-10",5.595
"995","2010-12-13",5.48
"996","2010-12-14",5.47
"997","2010-12-15",5.58
"998","2010-12-16",5.555
"999","2010-12-17",5.43
"1000","2010-12-20",5.49
"1001","2010-12-21",5.61
