"","date","EPAY"
"81","2007-04-30",12.42
"82","2007-05-01",11.99
"83","2007-05-02",12.93
"84","2007-05-03",12.45
"85","2007-05-04",12.5
"86","2007-05-07",12.4
"87","2007-05-08",12.43
"88","2007-05-09",12.86
"89","2007-05-10",12
"90","2007-05-11",12.49
"91","2007-05-14",12.23
"92","2007-05-15",11.87
"93","2007-05-16",12.2
"94","2007-05-17",12.18
"95","2007-05-18",12.24
"96","2007-05-21",12.13
"97","2007-05-22",12.67
"98","2007-05-23",12.34
"99","2007-05-24",12.25
"100","2007-05-25",12.22
"101","2007-05-29",12.32
"102","2007-05-30",12.76
"103","2007-05-31",12.68
"104","2007-06-01",12.65
"105","2007-06-04",12.38
"106","2007-06-05",12.33
"107","2007-06-06",12.35
"108","2007-06-07",12.18
"109","2007-06-08",12.44
"110","2007-06-11",12.32
"111","2007-06-12",12.05
"112","2007-06-13",12.24
"113","2007-06-14",12.23
"114","2007-06-15",12.26
"115","2007-06-18",12.36
"116","2007-06-19",12.68
"117","2007-06-20",12.24
"118","2007-06-21",12.29
"119","2007-06-22",12.23
"120","2007-06-25",12.19
"121","2007-06-26",12.38
"122","2007-06-27",12.66
"123","2007-06-28",12.55
"124","2007-06-29",12.35
"125","2007-07-02",13.13
"126","2007-07-03",13.05
"127","2007-07-05",13.57
"128","2007-07-06",13.25
"129","2007-07-09",12.9
"130","2007-07-10",12.61
"131","2007-07-11",12.73
"132","2007-07-12",13.24
"133","2007-07-13",13.1
"134","2007-07-16",12.96
"135","2007-07-17",13.23
"136","2007-07-18",13.06
"137","2007-07-19",12.92
"138","2007-07-20",12.61
"139","2007-07-23",12.5
"140","2007-07-24",12.25
"141","2007-07-25",12.27
"142","2007-07-26",11.91
"143","2007-07-27",11.64
"144","2007-07-30",11.68
"145","2007-07-31",11.66
"146","2007-08-01",12.01
"147","2007-08-02",12.75
"148","2007-08-03",12.01
"149","2007-08-06",12.48
"150","2007-08-07",12.96
"151","2007-08-08",13.13
"152","2007-08-09",12.5
"153","2007-08-10",12.7
"154","2007-08-13",12.52
"155","2007-08-14",12.25
"156","2007-08-15",12.23
"157","2007-08-16",12.92
"158","2007-08-17",13.12
"159","2007-08-20",13.52
"160","2007-08-21",12.99
"161","2007-08-22",13.39
"162","2007-08-23",13.4
"163","2007-08-24",13.66
"164","2007-08-27",13.04
"165","2007-08-28",12.78
"166","2007-08-29",13.41
"167","2007-08-30",13.07
"168","2007-08-31",13.18
"169","2007-09-04",13.21
"170","2007-09-05",12.89
"171","2007-09-06",13.22
"172","2007-09-07",12.81
"173","2007-09-10",12.95
"174","2007-09-11",13.24
"175","2007-09-12",13
"176","2007-09-13",13
"177","2007-09-14",13.13
"178","2007-09-17",13.06
"179","2007-09-18",13.96
"180","2007-09-19",13.82
"181","2007-09-20",13.69
"182","2007-09-21",13.2
"183","2007-09-24",12.75
"184","2007-09-25",12.98
"185","2007-09-26",13.03
"186","2007-09-27",13.12
"187","2007-09-28",12.53
"188","2007-10-01",13.54
"189","2007-10-02",13.41
"190","2007-10-03",13.18
"191","2007-10-04",13.44
"192","2007-10-05",14
"193","2007-10-08",13.99
"194","2007-10-09",13.88
"195","2007-10-10",13.85
"196","2007-10-11",13.47
"197","2007-10-12",13.94
"198","2007-10-15",13.6
"199","2007-10-16",13.51
"200","2007-10-17",13.85
"201","2007-10-18",13.5
"202","2007-10-19",12.85
"203","2007-10-22",13.48
"204","2007-10-23",13.97
"205","2007-10-24",13.96
"206","2007-10-25",14.33
"207","2007-10-26",15.46
"208","2007-10-29",15.6
"209","2007-10-30",15.41
"210","2007-10-31",16.059999
"211","2007-11-01",15.4
"212","2007-11-02",15.02
"213","2007-11-05",14.7
"214","2007-11-06",15.57
"215","2007-11-07",14.25
"216","2007-11-08",13.62
"217","2007-11-09",13.09
"218","2007-11-12",13.14
"219","2007-11-13",13.64
"220","2007-11-14",13.65
"221","2007-11-15",13.19
"222","2007-11-16",13.88
"223","2007-11-19",13.58
"224","2007-11-20",13
"225","2007-11-21",12.61
"226","2007-11-23",12.78
"227","2007-11-26",11.87
"228","2007-11-27",11.74
"229","2007-11-28",12.84
"230","2007-11-29",13
"231","2007-11-30",12.6
"232","2007-12-03",12.77
"233","2007-12-04",12.86
"234","2007-12-05",13.28
"235","2007-12-06",13.87
"236","2007-12-07",13.6
"237","2007-12-10",13.72
"238","2007-12-11",13.31
"239","2007-12-12",13.22
"240","2007-12-13",13.24
"241","2007-12-14",13.17
"242","2007-12-17",13.2
"243","2007-12-18",13.8
"244","2007-12-19",14.23
"245","2007-12-20",14
"246","2007-12-21",14.11
"247","2007-12-24",14.15
"248","2007-12-26",14.07
"249","2007-12-27",13.56
"250","2007-12-28",14
"251","2007-12-31",14
"252","2008-01-02",13.55
"253","2008-01-03",12.96
"254","2008-01-04",12.7
"255","2008-01-07",13.12
"256","2008-01-08",13.24
"257","2008-01-09",13.51
"258","2008-01-10",13.29
"259","2008-01-11",12.72
"260","2008-01-14",12.99
"261","2008-01-15",12.67
"262","2008-01-16",12.93
"263","2008-01-17",12.52
"264","2008-01-18",12.56
"265","2008-01-22",12.24
"266","2008-01-23",12.27
"267","2008-01-24",12.3
"268","2008-01-25",12.91
"269","2008-01-28",13.01
"270","2008-01-29",12.68
"271","2008-01-30",12.42
"272","2008-01-31",12.96
"273","2008-02-01",12.84
"274","2008-02-04",12.97
"275","2008-02-05",12.47
"276","2008-02-06",12.54
"277","2008-02-07",12.63
"278","2008-02-08",12.32
"279","2008-02-11",12.85
"280","2008-02-12",12.94
"281","2008-02-13",13.67
"282","2008-02-14",13.47
"283","2008-02-15",13.43
"284","2008-02-19",13.29
"285","2008-02-20",13.49
"286","2008-02-21",13.37
"287","2008-02-22",13.45
"288","2008-02-25",13.53
"289","2008-02-26",13.42
"290","2008-02-27",13.28
"291","2008-02-28",13.55
"292","2008-02-29",12.84
"293","2008-03-03",12.75
"294","2008-03-04",11.83
"295","2008-03-05",12.13
"296","2008-03-06",11.49
"297","2008-03-07",11.53
"298","2008-03-10",11.28
"299","2008-03-11",11.24
"300","2008-03-12",10.88
"301","2008-03-13",11.82
"302","2008-03-14",11.36
"303","2008-03-17",11.7
"304","2008-03-18",12.63
"305","2008-03-19",12.26
"306","2008-03-20",12.41
"307","2008-03-24",12.84
"308","2008-03-25",12.73
"309","2008-03-26",12.92
"310","2008-03-27",12.78
"311","2008-03-28",12.55
"312","2008-03-31",12.6
"313","2008-04-01",13.17
"314","2008-04-02",13.3
"315","2008-04-03",13.27
"316","2008-04-04",13.14
"317","2008-04-07",12.99
"318","2008-04-08",12.79
"319","2008-04-09",12.57
"320","2008-04-10",12.71
"321","2008-04-11",12.16
"322","2008-04-14",12.58
"323","2008-04-15",12.17
"324","2008-04-16",12.8
"325","2008-04-17",12.33
"326","2008-04-18",12.67
"327","2008-04-21",12.64
"328","2008-04-22",11.78
"329","2008-04-23",11.97
"330","2008-04-24",12.73
"331","2008-04-25",10.96
"332","2008-04-28",10.56
"333","2008-04-29",10.71
"334","2008-04-30",10.65
"335","2008-05-01",11.31
"336","2008-05-02",12.02
"337","2008-05-05",11.58
"338","2008-05-06",11.36
"339","2008-05-07",11.09
"340","2008-05-08",11.07
"341","2008-05-09",11.11
"342","2008-05-12",11.36
"343","2008-05-13",11.4
"344","2008-05-14",11.15
"345","2008-05-15",10.79
"346","2008-05-16",9.95
"347","2008-05-19",9.97
"348","2008-05-20",9.95
"349","2008-05-21",9.83
"350","2008-05-22",9.88
"351","2008-05-23",9.5
"352","2008-05-27",9.96
"353","2008-05-28",10.24
"354","2008-05-29",10.19
"355","2008-05-30",9.95
"356","2008-06-02",9.62
"357","2008-06-03",9.57
"358","2008-06-04",9.74
"359","2008-06-05",9.98
"360","2008-06-06",10.65
"361","2008-06-09",10.41
"362","2008-06-10",10.79
"363","2008-06-11",10.65
"364","2008-06-12",10.92
"365","2008-06-13",10.94
"366","2008-06-16",10.98
"367","2008-06-17",10.95
"368","2008-06-18",10.87
"369","2008-06-19",11.17
"370","2008-06-20",10.8
"371","2008-06-23",10.37
"372","2008-06-24",9.95
"373","2008-06-25",10.05
"374","2008-06-26",9.97
"375","2008-06-27",9.9
"376","2008-06-30",9.73
"377","2008-07-01",9.87
"378","2008-07-02",9.79
"379","2008-07-03",9.75
"380","2008-07-07",10.16
"381","2008-07-08",10.56
"382","2008-07-09",10.07
"383","2008-07-10",10.25
"384","2008-07-11",10.25
"385","2008-07-14",10.13
"386","2008-07-15",10.84
"387","2008-07-16",11.24
"388","2008-07-17",11.28
"389","2008-07-18",11.39
"390","2008-07-21",11.33
"391","2008-07-22",11.52
"392","2008-07-23",11.3
"393","2008-07-24",11.58
"394","2008-07-25",11.82
"395","2008-07-28",11.64
"396","2008-07-29",11.9
"397","2008-07-30",12.22
"398","2008-07-31",11.97
"399","2008-08-01",11.75
"400","2008-08-04",11.8
"401","2008-08-05",12.3
"402","2008-08-06",11.94
"403","2008-08-07",11.82
"404","2008-08-08",12.37
"405","2008-08-11",12.46
"406","2008-08-12",12.05
"407","2008-08-13",11.83
"408","2008-08-14",12.21
"409","2008-08-15",11.87
"410","2008-08-18",11.54
"411","2008-08-19",11.37
"412","2008-08-20",11.17
"413","2008-08-21",10.91
"414","2008-08-22",11.28
"415","2008-08-25",10.82
"416","2008-08-26",11.16
"417","2008-08-27",11.29
"418","2008-08-28",11.64
"419","2008-08-29",11.52
"420","2008-09-02",11.24
"421","2008-09-03",11.19
"422","2008-09-04",10.57
"423","2008-09-05",10.5
"424","2008-09-08",10.95
"425","2008-09-09",10.97
"426","2008-09-10",10.8
"427","2008-09-11",10.87
"428","2008-09-12",11.16
"429","2008-09-15",10.18
"430","2008-09-16",10.53
"431","2008-09-17",9.97
"432","2008-09-18",11.78
"433","2008-09-19",11.26
"434","2008-09-22",10.46
"435","2008-09-23",10.63
"436","2008-09-24",10.43
"437","2008-09-25",10.25
"438","2008-09-26",10.34
"439","2008-09-29",10.49
"440","2008-09-30",10.4
"441","2008-10-01",9.81
"442","2008-10-02",9.78
"443","2008-10-03",9.4
"444","2008-10-06",8.93
"445","2008-10-07",8.27
"446","2008-10-08",8.25
"447","2008-10-09",7.34
"448","2008-10-10",7.9
"449","2008-10-13",7.76
"450","2008-10-14",7.62
"451","2008-10-15",6.73
"452","2008-10-16",7.61
"453","2008-10-17",7.3
"454","2008-10-20",7.4
"455","2008-10-21",7.44
"456","2008-10-22",7.26
"457","2008-10-23",7.18
"458","2008-10-24",7.18
"459","2008-10-27",7.21
"460","2008-10-28",7.46
"461","2008-10-29",7.47
"462","2008-10-30",7.24
"463","2008-10-31",7.88
"464","2008-11-03",8.34
"465","2008-11-04",8.23
"466","2008-11-05",7.32
"467","2008-11-06",7
"468","2008-11-07",6.84
"469","2008-11-10",6.52
"470","2008-11-11",6.58
"471","2008-11-12",6.22
"472","2008-11-13",6.94
"473","2008-11-14",6.25
"474","2008-11-17",6.06
"475","2008-11-18",5.91
"476","2008-11-19",5.34
"477","2008-11-20",4.91
"478","2008-11-21",5.17
"479","2008-11-24",5.69
"480","2008-11-25",5.58
"481","2008-11-26",6.36
"482","2008-11-28",6.8
"483","2008-12-01",5.88
"484","2008-12-02",5.94
"485","2008-12-03",6.39
"486","2008-12-04",6.07
"487","2008-12-05",6.53
"488","2008-12-08",6.66
"489","2008-12-09",6.27
"490","2008-12-10",6.4
"491","2008-12-11",5.85
"492","2008-12-12",6.6
"493","2008-12-15",6.44
"494","2008-12-16",6.49
"495","2008-12-17",6.45
"496","2008-12-18",6.35
"497","2008-12-19",6.88
"498","2008-12-22",6.72
"499","2008-12-23",6.59
"500","2008-12-24",6.56
"501","2008-12-26",6.48
"502","2008-12-29",6.17
"503","2008-12-30",7.14
"504","2008-12-31",7.1
"505","2009-01-02",7.15
"506","2009-01-05",7.15
"507","2009-01-06",7.36
"508","2009-01-07",6.94
"509","2009-01-08",7.11
"510","2009-01-09",6.63
"511","2009-01-12",6.34
"512","2009-01-13",6.36
"513","2009-01-14",6.26
"514","2009-01-15",6.29
"515","2009-01-16",6.06
"516","2009-01-20",5.47
"517","2009-01-21",6.11
"518","2009-01-22",5.46
"519","2009-01-23",5.45
"520","2009-01-26",6.34
"521","2009-01-27",6.55
"522","2009-01-28",6.63
"523","2009-01-29",6.8
"524","2009-01-30",6.68
"525","2009-02-02",6.81
"526","2009-02-03",6.33
"527","2009-02-04",6.25
"528","2009-02-05",6.41
"529","2009-02-06",6.91
"530","2009-02-09",6.89
"531","2009-02-10",6.46
"532","2009-02-11",6.37
"533","2009-02-12",6.35
"534","2009-02-13",6.43
"535","2009-02-17",5.61
"536","2009-02-18",5.56
"537","2009-02-19",5.49
"538","2009-02-20",5.58
"539","2009-02-23",5.61
"540","2009-02-24",6.15
"541","2009-02-25",5.96
"542","2009-02-26",5.66
"543","2009-02-27",5.85
"544","2009-03-02",5.45
"545","2009-03-03",5.32
"546","2009-03-04",5.43
"547","2009-03-05",4.95
"548","2009-03-06",5.07
"549","2009-03-09",4.68
"550","2009-03-10",5.07
"551","2009-03-11",4.92
"552","2009-03-12",5.61
"553","2009-03-13",6
"554","2009-03-16",5.99
"555","2009-03-17",6.5
"556","2009-03-18",6.61
"557","2009-03-19",7.02
"558","2009-03-20",6.76
"559","2009-03-23",7.64
"560","2009-03-24",6.86
"561","2009-03-25",7.1
"562","2009-03-26",7.2
"563","2009-03-27",6.81
"564","2009-03-30",7.01
"565","2009-03-31",6.58
"566","2009-04-01",7.06
"567","2009-04-02",7.71
"568","2009-04-03",7.28
"569","2009-04-06",7.16
"570","2009-04-07",6.9
"571","2009-04-08",7.22
"572","2009-04-09",7.25
"573","2009-04-13",7.31
"574","2009-04-14",6.99
"575","2009-04-15",7.11
"576","2009-04-16",7.23
"577","2009-04-17",7.2
"578","2009-04-20",6.83
"579","2009-04-21",7.25
"580","2009-04-22",7.02
"581","2009-04-23",6.96
"582","2009-04-24",7.68
"583","2009-04-27",7.15
"584","2009-04-28",7.79
"585","2009-04-29",8.13
"586","2009-04-30",7.85
"587","2009-05-01",7.76
"588","2009-05-04",8.36
"589","2009-05-05",8.34
"590","2009-05-06",8.58
"591","2009-05-07",8.44
"592","2009-05-08",8.82
"593","2009-05-11",8.74
"594","2009-05-12",8.51
"595","2009-05-13",8.19
"596","2009-05-14",8.36
"597","2009-05-15",8.29
"598","2009-05-18",8.35
"599","2009-05-19",8.09
"600","2009-05-20",8.3
"601","2009-05-21",8.34
"602","2009-05-22",8.79
"603","2009-05-26",9.3
"604","2009-05-27",9.06
"605","2009-05-28",8.95
"606","2009-05-29",9.7
"607","2009-06-01",10.06
"608","2009-06-02",9.84
"609","2009-06-03",9.19
"610","2009-06-04",9.34
"611","2009-06-05",9.22
"612","2009-06-08",9.09
"613","2009-06-09",8.99
"614","2009-06-10",8.22
"615","2009-06-11",8.56
"616","2009-06-12",8.53
"617","2009-06-15",8.21
"618","2009-06-16",7.85
"619","2009-06-17",8.51
"620","2009-06-18",8.35
"621","2009-06-19",8.49
"622","2009-06-22",8.56
"623","2009-06-23",8.71
"624","2009-06-24",8.29
"625","2009-06-25",8.99
"626","2009-06-26",9.7
"627","2009-06-29",8.95
"628","2009-06-30",9.01
"629","2009-07-01",9.06
"630","2009-07-02",8.95
"631","2009-07-06",8.99
"632","2009-07-07",9.01
"633","2009-07-08",8.74
"634","2009-07-09",8.63
"635","2009-07-10",8.81
"636","2009-07-13",8.69
"637","2009-07-14",8.58
"638","2009-07-15",8.9
"639","2009-07-16",8.94
"640","2009-07-17",8.71
"641","2009-07-20",9.01
"642","2009-07-21",9.27
"643","2009-07-22",9.94
"644","2009-07-23",10.22
"645","2009-07-24",10.08
"646","2009-07-27",9.98
"647","2009-07-28",9.99
"648","2009-07-29",10.03
"649","2009-07-30",10.04
"650","2009-07-31",10.23
"651","2009-08-03",10.73
"652","2009-08-04",11.28
"653","2009-08-05",11.08
"654","2009-08-06",11.95
"655","2009-08-07",12.44
"656","2009-08-10",12.31
"657","2009-08-11",11.43
"658","2009-08-12",11.85
"659","2009-08-13",11.97
"660","2009-08-14",11.64
"661","2009-08-17",11.3
"662","2009-08-18",11.26
"663","2009-08-19",11.26
"664","2009-08-20",11.35
"665","2009-08-21",11.71
"666","2009-08-24",11.83
"667","2009-08-25",12.02
"668","2009-08-26",12.03
"669","2009-08-27",11.9
"670","2009-08-28",11.96
"671","2009-08-31",12.1
"672","2009-09-01",12.01
"673","2009-09-02",11.98
"674","2009-09-03",11.94
"675","2009-09-04",12.25
"676","2009-09-08",12.22
"677","2009-09-09",12.15
"678","2009-09-10",12.31
"679","2009-09-11",12.29
"680","2009-09-14",12.34
"681","2009-09-15",12.17
"682","2009-09-16",12.44
"683","2009-09-17",12.71
"684","2009-09-18",12.98
"685","2009-09-21",12.94
"686","2009-09-22",12.44
"687","2009-09-23",12.59
"688","2009-09-24",12.25
"689","2009-09-25",12.13
"690","2009-09-28",12.76
"691","2009-09-29",12.77
"692","2009-09-30",12.9
"693","2009-10-01",12.32
"694","2009-10-02",12.13
"695","2009-10-05",12.57
"696","2009-10-06",13
"697","2009-10-07",13
"698","2009-10-08",12.81
"699","2009-10-09",12.99
"700","2009-10-12",12.82
"701","2009-10-13",13.12
"702","2009-10-14",13.28
"703","2009-10-15",13.2
"704","2009-10-16",13.06
"705","2009-10-19",13.11
"706","2009-10-20",12.77
"707","2009-10-21",12.8
"708","2009-10-22",12.91
"709","2009-10-23",14.64
"710","2009-10-26",15.2
"711","2009-10-27",15.15
"712","2009-10-28",15.09
"713","2009-10-29",15.06
"714","2009-10-30",14.68
"715","2009-11-02",14.57
"716","2009-11-03",14.66
"717","2009-11-04",14.74
"718","2009-11-05",15.14
"719","2009-11-06",15.28
"720","2009-11-09",15.99
"721","2009-11-10",15.38
"722","2009-11-11",15.6
"723","2009-11-12",15.31
"724","2009-11-13",15.51
"725","2009-11-16",15.8
"726","2009-11-17",15.92
"727","2009-11-18",16.190001
"728","2009-11-19",15.89
"729","2009-11-20",15.64
"730","2009-11-23",16.110001
"731","2009-11-24",16.200001
"732","2009-11-25",16
"733","2009-11-27",15.3
"734","2009-11-30",16.09
"735","2009-12-01",17.17
"736","2009-12-02",17.209999
"737","2009-12-03",17.65
"738","2009-12-04",18.01
"739","2009-12-07",16.92
"740","2009-12-08",16.790001
"741","2009-12-09",16.690001
"742","2009-12-10",16.440001
"743","2009-12-11",16.139999
"744","2009-12-14",16.68
"745","2009-12-15",16.6
"746","2009-12-16",17.09
"747","2009-12-17",17.440001
"748","2009-12-18",17.110001
"749","2009-12-21",17.200001
"750","2009-12-22",17.799999
"751","2009-12-23",17.91
"752","2009-12-24",17.93
"753","2009-12-28",18.18
"754","2009-12-29",18.1
"755","2009-12-30",17.85
"756","2009-12-31",17.57
"757","2010-01-04",18.32
"758","2010-01-05",18.389999
"759","2010-01-06",17.690001
"760","2010-01-07",17.6
"761","2010-01-08",17.49
"762","2010-01-11",17.23
"763","2010-01-12",16.700001
"764","2010-01-13",17.129999
"765","2010-01-14",17.25
"766","2010-01-15",16.99
"767","2010-01-19",17.959999
"768","2010-01-20",18.25
"769","2010-01-21",17.879999
"770","2010-01-22",17.059999
"771","2010-01-25",16.360001
"772","2010-01-26",15.87
"773","2010-01-27",16.76
"774","2010-01-28",16.549999
"775","2010-01-29",17.299999
"776","2010-02-01",17.120001
"777","2010-02-02",17.209999
"778","2010-02-03",17.110001
"779","2010-02-04",16.549999
"780","2010-02-05",16.110001
"781","2010-02-08",15.36
"782","2010-02-09",15.71
"783","2010-02-10",15.88
"784","2010-02-11",16.07
"785","2010-02-12",16.110001
"786","2010-02-16",16.15
"787","2010-02-17",16.01
"788","2010-02-18",16.27
"789","2010-02-19",16.6
"790","2010-02-22",16.610001
"791","2010-02-23",16.83
"792","2010-02-24",16.75
"793","2010-02-25",16.469999
"794","2010-02-26",15.89
"795","2010-03-01",16.51
"796","2010-03-02",16.559999
"797","2010-03-03",16.690001
"798","2010-03-04",16.969999
"799","2010-03-05",17.32
"800","2010-03-08",17.129999
"801","2010-03-09",17.15
"802","2010-03-10",17.129999
"803","2010-03-11",17.120001
"804","2010-03-12",17.290001
"805","2010-03-15",17.07
"806","2010-03-16",17.01
"807","2010-03-17",17.299999
"808","2010-03-18",17.530001
"809","2010-03-19",17.360001
"810","2010-03-22",17.33
"811","2010-03-23",17.459999
"812","2010-03-24",17.129999
"813","2010-03-25",16.940001
"814","2010-03-26",16.65
"815","2010-03-29",16.74
"816","2010-03-30",16.889999
"817","2010-03-31",16.83
"818","2010-04-01",16.74
"819","2010-04-05",17.1
"820","2010-04-06",16.92
"821","2010-04-07",17.1
"822","2010-04-08",17.139999
"823","2010-04-09",17.219999
"824","2010-04-12",16.92
"825","2010-04-13",17.059999
"826","2010-04-14",17.450001
"827","2010-04-15",17.610001
"828","2010-04-16",17.49
"829","2010-04-19",17.469999
"830","2010-04-20",18.41
"831","2010-04-21",19.790001
"832","2010-04-22",19.43
"833","2010-04-23",18.860001
"834","2010-04-26",18.870001
"835","2010-04-27",18.209999
"836","2010-04-28",17.969999
"837","2010-04-29",17.77
"838","2010-04-30",17.4
"839","2010-05-03",17.83
"840","2010-05-04",17.190001
"841","2010-05-05",16.76
"842","2010-05-06",16.25
"843","2010-05-07",15.99
"844","2010-05-10",16.469999
"845","2010-05-11",16.49
"846","2010-05-12",17.280001
"847","2010-05-13",16.98
"848","2010-05-14",16.860001
"849","2010-05-17",16.360001
"850","2010-05-18",16.33
"851","2010-05-19",16.15
"852","2010-05-20",15.46
"853","2010-05-21",15.52
"854","2010-05-24",15.24
"855","2010-05-25",15.53
"856","2010-05-26",16.09
"857","2010-05-27",16.42
"858","2010-05-28",16.379999
"859","2010-06-01",16.15
"860","2010-06-02",16.51
"861","2010-06-03",16.389999
"862","2010-06-04",14.52
"863","2010-06-07",14.23
"864","2010-06-08",14.01
"865","2010-06-09",13.85
"866","2010-06-10",14.25
"867","2010-06-11",14.25
"868","2010-06-14",14.16
"869","2010-06-15",14.46
"870","2010-06-16",14.44
"871","2010-06-17",14.28
"872","2010-06-18",14.28
"873","2010-06-21",14.3
"874","2010-06-22",14.23
"875","2010-06-23",13.98
"876","2010-06-24",13.21
"877","2010-06-25",13.67
"878","2010-06-28",13.58
"879","2010-06-29",13.01
"880","2010-06-30",13.03
"881","2010-07-01",13.1
"882","2010-07-02",13.04
"883","2010-07-06",12.83
"884","2010-07-07",13.17
"885","2010-07-08",13.19
"886","2010-07-09",13.46
"887","2010-07-12",13.11
"888","2010-07-13",13.84
"889","2010-07-14",13.47
"890","2010-07-15",13.13
"891","2010-07-16",13.12
"892","2010-07-19",13.26
"893","2010-07-20",13.61
"894","2010-07-21",13.19
"895","2010-07-22",13.74
"896","2010-07-23",14.31
"897","2010-07-26",14.69
"898","2010-07-27",14.76
"899","2010-07-28",14.67
"900","2010-07-29",14.55
"901","2010-07-30",14.17
"902","2010-08-02",14.67
"903","2010-08-03",14.38
"904","2010-08-04",14.82
"905","2010-08-05",14.24
"906","2010-08-06",14.47
"907","2010-08-09",14.6
"908","2010-08-10",14.22
"909","2010-08-11",13.61
"910","2010-08-12",13.49
"911","2010-08-13",14.4
"912","2010-08-16",14.23
"913","2010-08-17",14.63
"914","2010-08-18",14.83
"915","2010-08-19",14.15
"916","2010-08-20",14.27
"917","2010-08-23",13.93
"918","2010-08-24",13.95
"919","2010-08-25",14.56
"920","2010-08-26",14.5
"921","2010-08-27",15.01
"922","2010-08-30",14.24
"923","2010-08-31",14.01
"924","2010-09-01",14.58
"925","2010-09-02",14.61
"926","2010-09-03",14.67
"927","2010-09-07",14.55
"928","2010-09-08",14.73
"929","2010-09-09",14.79
"930","2010-09-10",14.66
"931","2010-09-13",14.92
"932","2010-09-14",14.93
"933","2010-09-15",14.97
"934","2010-09-16",14.74
"935","2010-09-17",14.89
"936","2010-09-20",15.31
"937","2010-09-21",15.11
"938","2010-09-22",14.59
"939","2010-09-23",14.6
"940","2010-09-24",15.09
"941","2010-09-27",14.9
"942","2010-09-28",15.19
"943","2010-09-29",15.22
"944","2010-09-30",15.36
"945","2010-10-01",15.81
"946","2010-10-04",15.12
"947","2010-10-05",15.45
"948","2010-10-06",15.04
"949","2010-10-07",15.09
"950","2010-10-08",15.29
"951","2010-10-11",15.35
"952","2010-10-12",15.27
"953","2010-10-13",15.78
"954","2010-10-14",15.86
"955","2010-10-15",16.09
"956","2010-10-18",16.299999
"957","2010-10-19",15.94
"958","2010-10-20",16.34
"959","2010-10-21",16.17
"960","2010-10-22",17.200001
"961","2010-10-25",17.58
"962","2010-10-26",17.780001
"963","2010-10-27",18.030001
"964","2010-10-28",17.860001
"965","2010-10-29",18.02
"966","2010-11-01",17.879999
"967","2010-11-02",17.870001
"968","2010-11-03",17.91
"969","2010-11-04",18.01
"970","2010-11-05",18.879999
"971","2010-11-08",18.74
"972","2010-11-09",18.860001
"973","2010-11-10",19.23
"974","2010-11-11",19.280001
"975","2010-11-12",18.969999
"976","2010-11-15",19.040001
"977","2010-11-16",18.68
"978","2010-11-17",18.5
"979","2010-11-18",19.07
"980","2010-11-19",19.139999
"981","2010-11-22",19.299999
"982","2010-11-23",18.719999
"983","2010-11-24",19.200001
"984","2010-11-26",19.200001
"985","2010-11-29",19.01
"986","2010-11-30",18.93
"987","2010-12-01",19.9
"988","2010-12-02",19.5
"989","2010-12-03",19.450001
"990","2010-12-06",19.52
"991","2010-12-07",20.139999
"992","2010-12-08",20.049999
"993","2010-12-09",20.25
"994","2010-12-10",20.25
