"","date","PDLB"
"1","2017-10-02",14.9
"2","2017-10-03",14.75
"3","2017-10-04",14.69
"4","2017-10-05",15.04
"5","2017-10-06",15.03
"6","2017-10-09",14.99
"7","2017-10-10",14.99
"8","2017-10-11",14.93
"9","2017-10-12",14.94
"10","2017-10-13",14.86
"11","2017-10-16",14.9
"12","2017-10-17",14.85
"13","2017-10-18",14.83
"14","2017-10-19",14.95
"15","2017-10-20",14.95
"16","2017-10-23",15
"17","2017-10-24",14.99
"18","2017-10-25",14.93
"19","2017-10-26",14.99
"20","2017-10-27",15.04
"21","2017-10-30",15
"22","2017-10-31",15.05
"23","2017-11-01",15
"24","2017-11-02",15.06
"25","2017-11-03",15
"26","2017-11-06",15.05
"27","2017-11-07",15.03
"28","2017-11-08",15.06
"29","2017-11-09",15.05
"30","2017-11-10",15.06
"31","2017-11-13",15.05
"32","2017-11-14",15.05
"33","2017-11-15",15.06
"34","2017-11-16",15.19
"35","2017-11-17",15.33
"36","2017-11-20",15.34
"37","2017-11-21",15.73
"38","2017-11-22",15.82
"39","2017-11-24",16
"40","2017-11-27",16.629999
"41","2017-11-28",16.790001
"42","2017-11-29",16.700001
"43","2017-11-30",16.620001
"44","2017-12-01",16.52
"45","2017-12-04",16.35
"46","2017-12-05",16.1
"47","2017-12-06",16.049999
"48","2017-12-07",16.15
"49","2017-12-08",15.98
"50","2017-12-11",16.030001
"51","2017-12-12",15.56
"52","2017-12-13",15.3
"53","2017-12-14",15.16
"54","2017-12-15",15.03
"55","2017-12-18",15.14
"56","2017-12-19",15.02
"57","2017-12-20",15.02
"58","2017-12-21",15.18
"59","2017-12-22",15.16
"60","2017-12-26",15.17
"61","2017-12-27",15.25
"62","2017-12-28",15.43
"63","2017-12-29",15.18
"64","2018-01-02",15.14
"65","2018-01-03",15.1
"66","2018-01-04",14.96
"67","2018-01-05",14.82
"68","2018-01-08",14.85
"69","2018-01-09",15.05
"70","2018-01-10",14.94
"71","2018-01-11",14.98
"72","2018-01-12",15
"73","2018-01-16",15.03
"74","2018-01-17",15.01
"75","2018-01-18",15.03
"76","2018-01-19",15.04
"77","2018-01-22",15.11
"78","2018-01-23",15.21
"79","2018-01-24",15.2
"80","2018-01-25",15.22
"81","2018-01-26",15.14
"82","2018-01-29",15.13
"83","2018-01-30",15.12
"84","2018-01-31",15.15
"85","2018-02-01",15.1
"86","2018-02-02",15.02
"87","2018-02-05",15.02
"88","2018-02-06",15.02
"89","2018-02-07",14.95
"90","2018-02-08",14.8
"91","2018-02-09",14.6
"92","2018-02-12",14.75
"93","2018-02-13",14.76
"94","2018-02-14",14.95
"95","2018-02-15",14.76
"96","2018-02-16",14.86
"97","2018-02-20",14.8
"98","2018-02-21",14.55
"99","2018-02-22",14.61
"100","2018-02-23",14.6
"101","2018-02-26",14.56
"102","2018-02-27",14.75
"103","2018-02-28",14.54
"104","2018-03-01",14.63
"105","2018-03-02",14.53
"106","2018-03-05",14.95
"107","2018-03-06",14.86
"108","2018-03-07",14.62
"109","2018-03-08",15
"110","2018-03-09",14.93
"111","2018-03-12",14.84
"112","2018-03-13",14.78
"113","2018-03-14",14.95
"114","2018-03-15",14.83
"115","2018-03-16",15.5
"116","2018-03-19",14.8
"117","2018-03-20",14.78
"118","2018-03-21",14.86
"119","2018-03-22",14.89
"120","2018-03-23",14.77
"121","2018-03-26",14.9
"122","2018-03-27",14.9
"123","2018-03-28",14.7
"124","2018-03-29",14.65
"125","2018-04-02",14.6
"126","2018-04-03",14.51
"127","2018-04-04",14.67
"128","2018-04-05",14.65
"129","2018-04-06",14.79
"130","2018-04-09",14.68
"131","2018-04-10",14.7
"132","2018-04-11",14.66
"133","2018-04-12",14.7
"134","2018-04-13",14.7
"135","2018-04-16",14.98
"136","2018-04-17",15
"137","2018-04-18",14.76
"138","2018-04-19",14.8
"139","2018-04-20",14.89
"140","2018-04-23",15
"141","2018-04-24",15.2
"142","2018-04-25",15.15
"143","2018-04-26",15.1
"144","2018-04-27",15.45
"145","2018-04-30",15.9
"146","2018-05-01",16.200001
"147","2018-05-02",16.200001
"148","2018-05-03",15.98
"149","2018-05-04",15.94
"150","2018-05-07",15.91
"151","2018-05-08",15.89
"152","2018-05-09",15.9
"153","2018-05-10",15.79
"154","2018-05-11",16.139999
"155","2018-05-14",15.95
"156","2018-05-15",16.049999
"157","2018-05-16",16
"158","2018-05-17",16.049999
"159","2018-05-18",16.049999
"160","2018-05-21",16.049999
"161","2018-05-22",15.95
"162","2018-05-23",15.83
"163","2018-05-24",15.66
"164","2018-05-25",15.78
"165","2018-05-29",15.5
"166","2018-05-30",15.5
"167","2018-05-31",15.36
"168","2018-06-01",16.07
"169","2018-06-04",15.69
"170","2018-06-05",15.9
"171","2018-06-06",15.76
"172","2018-06-07",15.52
"173","2018-06-08",15.28
"174","2018-06-11",15.59
"175","2018-06-12",15.62
"176","2018-06-13",15.6
"177","2018-06-14",15.92
"178","2018-06-15",16.049999
"179","2018-06-18",15.95
"180","2018-06-19",15.98
"181","2018-06-20",15.96
"182","2018-06-21",16.030001
"183","2018-06-22",16.09
"184","2018-06-25",15.9
"185","2018-06-26",15.88
"186","2018-06-27",15.76
"187","2018-06-28",15.78
"188","2018-06-29",15.71
"189","2018-07-02",15.43
"190","2018-07-03",15.5
"191","2018-07-05",15.09
"192","2018-07-06",15.03
"193","2018-07-09",15.39
"194","2018-07-10",15.17
"195","2018-07-11",15.1
"196","2018-07-12",15.09
"197","2018-07-13",15.14
"198","2018-07-16",15.22
"199","2018-07-17",15.32
"200","2018-07-18",15.2
"201","2018-07-19",15.25
"202","2018-07-20",15.16
"203","2018-07-23",15.13
"204","2018-07-24",15.2
"205","2018-07-25",15.14
"206","2018-07-26",15.25
"207","2018-07-27",14.99
"208","2018-07-30",15.02
"209","2018-07-31",15.16
"210","2018-08-01",15.05
"211","2018-08-02",15.15
"212","2018-08-03",15.08
"213","2018-08-06",15.05
"214","2018-08-07",15
"215","2018-08-08",14.93
"216","2018-08-09",15
"217","2018-08-10",14.85
"218","2018-08-13",14.76
"219","2018-08-14",14.84
"220","2018-08-15",14.68
"221","2018-08-16",14.83
"222","2018-08-17",14.8
"223","2018-08-20",14.79
"224","2018-08-21",14.7
"225","2018-08-22",15.01
"226","2018-08-23",14.94
"227","2018-08-24",14.99
"228","2018-08-27",15.01
"229","2018-08-28",14.8
"230","2018-08-29",14.84
"231","2018-08-30",14.76
"232","2018-08-31",14.84
"233","2018-09-04",14.75
"234","2018-09-05",14.74
"235","2018-09-06",14.58
"236","2018-09-07",14.65
"237","2018-09-10",14.75
"238","2018-09-11",14.76
"239","2018-09-12",14.97
"240","2018-09-13",14.87
"241","2018-09-14",14.9
"242","2018-09-17",14.83
"243","2018-09-18",14.63
"244","2018-09-19",14.61
"245","2018-09-20",14.73
"246","2018-09-21",14.98
"247","2018-09-24",14.8
"248","2018-09-25",15.09
"249","2018-09-26",15.11
"250","2018-09-27",15.17
"251","2018-09-28",15.11
"252","2018-10-01",14.25
"253","2018-10-02",13.76
"254","2018-10-03",14.2
"255","2018-10-04",14.15
"256","2018-10-05",14.01
"257","2018-10-08",13.82
"258","2018-10-09",13.68
"259","2018-10-10",13.5
"260","2018-10-11",13.25
"261","2018-10-12",13.5
"262","2018-10-15",13.5
"263","2018-10-16",13.68
"264","2018-10-17",13.62
"265","2018-10-18",13.58
"266","2018-10-19",13.5
"267","2018-10-22",13.56
"268","2018-10-23",13.55
"269","2018-10-24",13.49
"270","2018-10-25",13.6
"271","2018-10-26",13.45
"272","2018-10-29",13.55
"273","2018-10-30",13.58
"274","2018-10-31",13.71
"275","2018-11-01",13.67
"276","2018-11-02",13.6
"277","2018-11-05",13.6
"278","2018-11-06",13.56
"279","2018-11-07",13.65
"280","2018-11-08",13.99
"281","2018-11-09",13.85
"282","2018-11-12",13.85
"283","2018-11-13",13.75
"284","2018-11-14",13.65
"285","2018-11-15",13.7
"286","2018-11-16",13.43
"287","2018-11-19",13.28
"288","2018-11-20",12.64
"289","2018-11-21",13.2
"290","2018-11-23",13.19
"291","2018-11-26",13.18
"292","2018-11-27",13.06
"293","2018-11-28",13.2
"294","2018-11-29",13.09
"295","2018-11-30",13.14
"296","2018-12-03",13.19
"297","2018-12-04",12.77
"298","2018-12-06",12.74
"299","2018-12-07",12.84
"300","2018-12-10",12.86
"301","2018-12-11",12.74
"302","2018-12-12",12.88
"303","2018-12-13",12.67
"304","2018-12-14",12.62
"305","2018-12-17",13
"306","2018-12-18",13.1
"307","2018-12-19",12.9
"308","2018-12-20",13
"309","2018-12-21",12.98
"310","2018-12-24",12.8
"311","2018-12-26",12.93
"312","2018-12-27",12.9
"313","2018-12-28",12.65
"314","2018-12-31",12.74
"315","2019-01-02",12.73
"316","2019-01-03",12.53
"317","2019-01-04",12.92
"318","2019-01-07",13.03
"319","2019-01-08",13.07
"320","2019-01-09",12.82
"321","2019-01-10",12.66
"322","2019-01-11",12.64
"323","2019-01-14",12.54
"324","2019-01-15",12.64
"325","2019-01-16",12.63
"326","2019-01-17",12.9
"327","2019-01-18",12.71
"328","2019-01-22",12.75
"329","2019-01-23",12.75
"330","2019-01-24",12.87
"331","2019-01-25",12.93
"332","2019-01-28",12.85
"333","2019-01-29",12.76
"334","2019-01-30",12.98
"335","2019-01-31",12.93
"336","2019-02-01",12.85
"337","2019-02-04",12.69
"338","2019-02-05",12.71
"339","2019-02-06",12.68
"340","2019-02-07",12.64
"341","2019-02-08",12.63
"342","2019-02-11",12.74
"343","2019-02-12",12.95
"344","2019-02-13",13
"345","2019-02-14",12.92
"346","2019-02-15",12.95
"347","2019-02-19",13.09
"348","2019-02-20",13.07
"349","2019-02-21",13.14
"350","2019-02-22",13.16
"351","2019-02-25",13.09
"352","2019-02-26",13.12
"353","2019-02-27",13.12
"354","2019-02-28",13.09
"355","2019-03-01",13.18
"356","2019-03-04",13.11
"357","2019-03-05",13.02
"358","2019-03-06",12.98
"359","2019-03-07",12.96
"360","2019-03-08",12.97
"361","2019-03-11",13.08
"362","2019-03-12",13.15
"363","2019-03-13",13.25
"364","2019-03-14",13.24
"365","2019-03-15",13.8
"366","2019-03-18",13.82
"367","2019-03-19",13.62
"368","2019-03-20",13.65
"369","2019-03-21",13.43
"370","2019-03-22",13.55
"371","2019-03-25",13.69
"372","2019-03-26",13.9
"373","2019-03-27",13.94
"374","2019-03-28",13.99
"375","2019-03-29",13.95
"376","2019-04-01",14.06
"377","2019-04-02",14.1
"378","2019-04-03",14.08
"379","2019-04-04",14.18
"380","2019-04-05",14.19
"381","2019-04-08",14.11
"382","2019-04-09",14.07
"383","2019-04-10",14.2
"384","2019-04-11",14.17
"385","2019-04-12",14.14
"386","2019-04-15",14.18
"387","2019-04-16",14.18
"388","2019-04-17",14.17
"389","2019-04-18",14.17
"390","2019-04-22",14.11
"391","2019-04-23",14.18
"392","2019-04-24",14.2
"393","2019-04-25",14.2
"394","2019-04-26",14.42
"395","2019-04-29",14.48
"396","2019-04-30",14.47
"397","2019-05-01",14.47
"398","2019-05-02",14.49
"399","2019-05-03",14.6
"400","2019-05-06",14.56
"401","2019-05-07",14.41
"402","2019-05-08",14.57
"403","2019-05-09",14.58
"404","2019-05-10",14.6
"405","2019-05-13",14.5
"406","2019-05-14",14.55
"407","2019-05-15",14.54
"408","2019-05-16",14.49
"409","2019-05-17",14.26
"410","2019-05-20",14.23
"411","2019-05-21",14.29
"412","2019-05-22",14.09
"413","2019-05-23",13.91
"414","2019-05-24",14.24
"415","2019-05-28",14.21
"416","2019-05-29",14.06
"417","2019-05-30",13.9
"418","2019-05-31",14.08
"419","2019-06-03",14.19
"420","2019-06-04",14.13
"421","2019-06-05",13.99
"422","2019-06-06",14.12
"423","2019-06-07",13.89
"424","2019-06-10",14.13
"425","2019-06-11",14.02
"426","2019-06-12",14.14
"427","2019-06-13",14.17
"428","2019-06-14",14.01
"429","2019-06-17",14.08
"430","2019-06-18",14.02
"431","2019-06-19",13.94
"432","2019-06-20",13.89
"433","2019-06-21",14.07
"434","2019-06-24",13.91
"435","2019-06-25",14
"436","2019-06-26",14.17
"437","2019-06-27",14.15
"438","2019-06-28",14.29
"439","2019-07-01",14.21
"440","2019-07-02",14.29
"441","2019-07-03",14.24
"442","2019-07-05",14.18
"443","2019-07-08",14.16
"444","2019-07-09",14.39
"445","2019-07-10",14.43
"446","2019-07-11",14.44
"447","2019-07-12",14.32
"448","2019-07-15",14.3
"449","2019-07-16",14.29
"450","2019-07-17",14.17
"451","2019-07-18",14.14
"452","2019-07-19",14.19
"453","2019-07-22",14.11
"454","2019-07-23",14.09
"455","2019-07-24",14.34
"456","2019-07-25",14.26
"457","2019-07-26",14.4
"458","2019-07-29",14.27
"459","2019-07-30",14.26
"460","2019-07-31",14.38
"461","2019-08-01",14.37
"462","2019-08-02",14.31
"463","2019-08-05",14.05
"464","2019-08-06",13.86
"465","2019-08-07",13.71
"466","2019-08-08",13.91
"467","2019-08-09",13.89
"468","2019-08-12",13.78
"469","2019-08-13",13.98
"470","2019-08-14",13.88
"471","2019-08-15",13.92
"472","2019-08-16",14.15
"473","2019-08-19",14.29
"474","2019-08-20",14.19
"475","2019-08-21",14.24
"476","2019-08-22",14.2
"477","2019-08-23",13.86
"478","2019-08-26",14.17
"479","2019-08-27",13.85
"480","2019-08-28",14.07
"481","2019-08-29",13.95
"482","2019-08-30",13.99
"483","2019-09-03",13.8
"484","2019-09-04",13.81
"485","2019-09-05",13.91
"486","2019-09-06",13.93
"487","2019-09-09",14.15
"488","2019-09-10",14.21
"489","2019-09-11",14.37
"490","2019-09-12",14.46
"491","2019-09-13",14.43
"492","2019-09-16",14.44
"493","2019-09-17",14.63
"494","2019-09-18",14.6
"495","2019-09-19",14.47
"496","2019-09-20",14.71
"497","2019-09-23",14.57
"498","2019-09-24",14.24
"499","2019-09-25",14.26
"500","2019-09-26",14.16
"501","2019-09-27",14.24
"502","2019-09-30",14.06
"503","2019-10-01",14.12
"504","2019-10-02",13.91
"505","2019-10-03",14.21
"506","2019-10-04",13.8
"507","2019-10-07",13.9
"508","2019-10-08",13.73
"509","2019-10-09",13.76
"510","2019-10-10",13.78
"511","2019-10-11",13.73
"512","2019-10-14",13.96
"513","2019-10-15",14.03
"514","2019-10-16",13.79
"515","2019-10-17",14
"516","2019-10-18",14.11
"517","2019-10-21",14.1
"518","2019-10-22",13.82
"519","2019-10-23",13.71
"520","2019-10-24",14
"521","2019-10-25",13.94
"522","2019-10-28",13.8
"523","2019-10-29",13.89
"524","2019-10-30",14
"525","2019-10-31",14.03
"526","2019-11-01",13.74
"527","2019-11-04",13.91
"528","2019-11-05",13.9
"529","2019-11-06",13.81
"530","2019-11-07",13.81
"531","2019-11-08",13.85
"532","2019-11-11",14
"533","2019-11-12",13.85
"534","2019-11-13",14.09
"535","2019-11-14",14.08
"536","2019-11-15",14.11
"537","2019-11-18",14.11
"538","2019-11-19",14.25
"539","2019-11-20",14.01
"540","2019-11-21",14.15
"541","2019-11-22",14.16
"542","2019-11-25",14.42
"543","2019-11-26",14.51
"544","2019-11-27",14.51
"545","2019-11-29",14.6
"546","2019-12-02",14.41
"547","2019-12-03",14.4
"548","2019-12-04",14.26
"549","2019-12-05",14.29
"550","2019-12-06",14.65
"551","2019-12-09",14.59
"552","2019-12-10",14.67
"553","2019-12-11",14.61
"554","2019-12-12",14.52
"555","2019-12-13",14.61
"556","2019-12-16",14.74
"557","2019-12-17",14.72
"558","2019-12-18",14.7
"559","2019-12-19",14.8
"560","2019-12-20",14.8
"561","2019-12-23",14.5
"562","2019-12-24",14.7
"563","2019-12-26",14.73
"564","2019-12-27",14.75
"565","2019-12-30",14.68
"566","2019-12-31",14.7
"567","2020-01-02",14.7
"568","2020-01-03",14.49
"569","2020-01-06",14.56
"570","2020-01-07",14.41
"571","2020-01-08",14.45
"572","2020-01-09",14.66
"573","2020-01-10",14.53
"574","2020-01-13",14.7
"575","2020-01-14",14.68
"576","2020-01-15",14.67
"577","2020-01-16",14.6
"578","2020-01-17",14.6
"579","2020-01-21",14.5
"580","2020-01-22",14.51
"581","2020-01-23",14.62
"582","2020-01-24",14.37
"583","2020-01-27",14.55
"584","2020-01-28",14.43
"585","2020-01-29",14.51
"586","2020-01-30",14.48
"587","2020-01-31",14.09
"588","2020-02-03",14.25
"589","2020-02-04",14.47
"590","2020-02-05",14.5
"591","2020-02-06",14.3
"592","2020-02-07",14.25
"593","2020-02-10",14.36
"594","2020-02-11",14.5
"595","2020-02-12",14.51
"596","2020-02-13",14.61
"597","2020-02-14",14.45
"598","2020-02-18",14.4
"599","2020-02-19",14.4
"600","2020-02-20",14.5
"601","2020-02-21",14.51
"602","2020-02-24",14.44
"603","2020-02-25",14.18
