"","date","PDLB"
"604","2020-02-26",14.33
"605","2020-02-27",14.05
"606","2020-02-28",14.05
"607","2020-03-02",14.18
"608","2020-03-03",13.84
"609","2020-03-04",13.75
"610","2020-03-05",13.45
"611","2020-03-06",12.67
"612","2020-03-09",12.06
"613","2020-03-10",12.04
"614","2020-03-11",11.53
"615","2020-03-12",10.23
"616","2020-03-13",10.73
"617","2020-03-16",9.91
"618","2020-03-17",10.39
"619","2020-03-18",9.81
"620","2020-03-19",9.98
"621","2020-03-20",10.55
"622","2020-03-23",9.61
"623","2020-03-24",10.5
"624","2020-03-25",10.37
"625","2020-03-26",12.5
"626","2020-03-27",10.76
"627","2020-03-30",11.3
"628","2020-03-31",10.27
"629","2020-04-01",8.79
"630","2020-04-02",8.8
"631","2020-04-03",7.82
"632","2020-04-06",9.49
"633","2020-04-07",8.94
"634","2020-04-08",9.1
"635","2020-04-09",9.71
"636","2020-04-13",8.75
"637","2020-04-14",8.31
"638","2020-04-15",8.05
"639","2020-04-16",8.05
"640","2020-04-17",8.24
"641","2020-04-20",7.92
"642","2020-04-21",7.67
"643","2020-04-22",7.78
"644","2020-04-23",8.26
"645","2020-04-24",7.78
"646","2020-04-27",7.98
"647","2020-04-28",8.09
"648","2020-04-29",8.98
"649","2020-04-30",9.21
"650","2020-05-01",9.07
"651","2020-05-04",9.2
"652","2020-05-05",8.82
"653","2020-05-06",8.64
"654","2020-05-07",8.98
"655","2020-05-08",8.65
"656","2020-05-11",8.6
"657","2020-05-12",8.01
"658","2020-05-13",7.76
"659","2020-05-14",7.87
"660","2020-05-15",7.66
"661","2020-05-18",8.54
"662","2020-05-19",8.22
"663","2020-05-20",8.7
"664","2020-05-21",8.65
"665","2020-05-22",8.79
"666","2020-05-26",8.6
"667","2020-05-27",8.87
"668","2020-05-28",8.76
"669","2020-05-29",8.94
"670","2020-06-01",8.96
"671","2020-06-02",9.52
"672","2020-06-03",10.7
"673","2020-06-04",10.46
"674","2020-06-05",10.84
"675","2020-06-08",10.2
"676","2020-06-09",10.29
"677","2020-06-10",10.14
"678","2020-06-11",9.55
"679","2020-06-12",10.38
"680","2020-06-15",10.59
"681","2020-06-16",10.65
"682","2020-06-17",10.47
"683","2020-06-18",11.25
"684","2020-06-19",11.18
"685","2020-06-22",10.81
"686","2020-06-23",10.48
"687","2020-06-24",10
"688","2020-06-25",9.77
"689","2020-06-26",10.37
"690","2020-06-29",10.64
"691","2020-06-30",10.18
"692","2020-07-01",10.7
"693","2020-07-02",10.84
"694","2020-07-06",10.76
"695","2020-07-07",9.74
"696","2020-07-08",9.8
"697","2020-07-09",9.03
"698","2020-07-10",9.71
"699","2020-07-13",9.08
"700","2020-07-14",9.67
"701","2020-07-15",9.25
"702","2020-07-16",9.22
"703","2020-07-17",9.42
"704","2020-07-20",9.54
"705","2020-07-21",9.97
"706","2020-07-22",10.05
"707","2020-07-23",10.05
"708","2020-07-24",9.53
"709","2020-07-27",9.59
"710","2020-07-28",9.4
"711","2020-07-29",9.96
"712","2020-07-30",9.58
"713","2020-07-31",9.1
"714","2020-08-03",9.1
"715","2020-08-04",9.07
"716","2020-08-05",9.11
"717","2020-08-06",9.11
"718","2020-08-07",9.12
"719","2020-08-10",8.98
"720","2020-08-11",9.24
"721","2020-08-12",9.43
"722","2020-08-13",9.3
"723","2020-08-14",9.4
"724","2020-08-17",9.24
"725","2020-08-18",8.73
"726","2020-08-19",9.11
"727","2020-08-20",8.77
"728","2020-08-21",8.81
"729","2020-08-24",8.81
"730","2020-08-25",8.67
"731","2020-08-26",8.68
"732","2020-08-27",8.51
"733","2020-08-28",8.18
"734","2020-08-31",8.11
"735","2020-09-01",8.25
"736","2020-09-02",8.4
"737","2020-09-03",8.38
"738","2020-09-04",8.71
"739","2020-09-08",8.55
"740","2020-09-09",8.6
"741","2020-09-10",8.6
"742","2020-09-11",8.55
"743","2020-09-14",8.68
"744","2020-09-15",8.6
"745","2020-09-16",8.6
"746","2020-09-17",8.68
"747","2020-09-18",8.9
"748","2020-09-21",8.54
"749","2020-09-22",8.62
"750","2020-09-23",8.21
"751","2020-09-24",8.45
"752","2020-09-25",8.65
"753","2020-09-28",8.73
"754","2020-09-29",8.94
"755","2020-09-30",8.82
"756","2020-10-01",8.78
"757","2020-10-02",9.52
"758","2020-10-05",9.82
"759","2020-10-06",9.09
"760","2020-10-07",9.92
"761","2020-10-08",9.35
"762","2020-10-09",9.44
"763","2020-10-12",9.12
"764","2020-10-13",9.01
"765","2020-10-14",9.11
"766","2020-10-15",9.98
"767","2020-10-16",9.52
"768","2020-10-19",9.4
"769","2020-10-20",9.59
"770","2020-10-21",9.59
"771","2020-10-22",9.87
"772","2020-10-23",10.03
"773","2020-10-26",9.29
"774","2020-10-27",9.48
"775","2020-10-28",9.55
"776","2020-10-29",9.35
"777","2020-10-30",9.1
"778","2020-11-02",9.4
"779","2020-11-03",10.09
"780","2020-11-04",9.82
"781","2020-11-05",9.8
"782","2020-11-06",9.57
"783","2020-11-09",10.03
"784","2020-11-10",10.59
"785","2020-11-11",10.68
"786","2020-11-12",9.91
"787","2020-11-13",10.68
"788","2020-11-16",11.18
"789","2020-11-17",10.83
"790","2020-11-18",10.49
"791","2020-11-19",10.88
"792","2020-11-20",10.93
"793","2020-11-23",10.88
"794","2020-11-24",10.84
"795","2020-11-25",10.86
"796","2020-11-27",11.08
