"","date","SNBR"
"1","2007-01-03",17.51
"2","2007-01-04",17.440001
"3","2007-01-05",17.309999
"4","2007-01-08",16.9
"5","2007-01-09",16.98
"6","2007-01-10",17.23
"7","2007-01-11",17.6
"8","2007-01-12",18.02
"9","2007-01-16",18.290001
"10","2007-01-17",18.17
"11","2007-01-18",18.1
"12","2007-01-19",18.4
"13","2007-01-22",18.129999
"14","2007-01-23",17.790001
"15","2007-01-24",18.25
"16","2007-01-25",17.91
"17","2007-01-26",18
"18","2007-01-29",18.110001
"19","2007-01-30",18.129999
"20","2007-01-31",18.440001
"21","2007-02-01",18.879999
"22","2007-02-02",19.01
"23","2007-02-05",18.74
"24","2007-02-06",18.67
"25","2007-02-07",18.84
"26","2007-02-08",19.059999
"27","2007-02-09",18.67
"28","2007-02-12",18.66
"29","2007-02-13",18.76
"30","2007-02-14",19.379999
"31","2007-02-15",19.84
"32","2007-02-16",20.049999
"33","2007-02-20",19.9
"34","2007-02-21",19.91
"35","2007-02-22",19.969999
"36","2007-02-23",19.799999
"37","2007-02-26",19.91
"38","2007-02-27",18.67
"39","2007-02-28",18.530001
"40","2007-03-01",18.790001
"41","2007-03-02",18.280001
"42","2007-03-05",18.27
"43","2007-03-06",18.26
"44","2007-03-07",18.059999
"45","2007-03-08",18.07
"46","2007-03-09",18.440001
"47","2007-03-12",18.76
"48","2007-03-13",18.370001
"49","2007-03-14",17.9
"50","2007-03-15",17.280001
"51","2007-03-16",17.360001
"52","2007-03-19",17.379999
"53","2007-03-20",17.790001
"54","2007-03-21",18.219999
"55","2007-03-22",18.27
"56","2007-03-23",18.469999
"57","2007-03-26",18.52
"58","2007-03-27",18.1
"59","2007-03-28",18.33
"60","2007-03-29",17.98
"61","2007-03-30",17.799999
"62","2007-04-02",18.219999
"63","2007-04-03",18.120001
"64","2007-04-04",17.66
"65","2007-04-05",17.68
"66","2007-04-09",17.639999
"67","2007-04-10",17.629999
"68","2007-04-11",17.559999
"69","2007-04-12",17.41
"70","2007-04-13",17.4
"71","2007-04-16",17.559999
"72","2007-04-17",17.58
"73","2007-04-18",17.629999
"74","2007-04-19",17.6
"75","2007-04-20",17.690001
"76","2007-04-23",17.360001
"77","2007-04-24",17.780001
"78","2007-04-25",18.559999
"79","2007-04-26",18.82
"80","2007-04-27",18.639999
"81","2007-04-30",18.540001
"82","2007-05-01",18.379999
"83","2007-05-02",18.690001
"84","2007-05-03",18.18
"85","2007-05-04",18.02
"86","2007-05-07",18.01
"87","2007-05-08",18.059999
"88","2007-05-09",18.15
"89","2007-05-10",17.73
"90","2007-05-11",18
"91","2007-05-14",17.59
"92","2007-05-15",17.309999
"93","2007-05-16",17.25
"94","2007-05-17",16.98
"95","2007-05-18",17.049999
"96","2007-05-21",17.59
"97","2007-05-22",17.780001
"98","2007-05-23",17.68
"99","2007-05-24",17.620001
"100","2007-05-25",17.76
"101","2007-05-29",17.879999
"102","2007-05-30",17.99
"103","2007-05-31",18.120001
"104","2007-06-01",17.98
"105","2007-06-04",18.299999
"106","2007-06-05",17.969999
"107","2007-06-06",17.530001
"108","2007-06-07",17.280001
"109","2007-06-08",17.190001
"110","2007-06-11",17.049999
"111","2007-06-12",16.85
"112","2007-06-13",16.969999
"113","2007-06-14",17.129999
"114","2007-06-15",16.91
"115","2007-06-18",16.68
"116","2007-06-19",16.379999
"117","2007-06-20",16.030001
"118","2007-06-21",16.15
"119","2007-06-22",16.02
"120","2007-06-25",16.040001
"121","2007-06-26",16.02
"122","2007-06-27",16.32
"123","2007-06-28",16.4
"124","2007-06-29",16.219999
"125","2007-07-02",16.34
"126","2007-07-03",16.52
"127","2007-07-05",16.629999
"128","2007-07-06",16.549999
"129","2007-07-09",16.870001
"130","2007-07-10",16.299999
"131","2007-07-11",16.780001
"132","2007-07-12",17.059999
"133","2007-07-13",17.34
"134","2007-07-16",17.280001
"135","2007-07-17",17.299999
"136","2007-07-18",17.129999
"137","2007-07-19",17.200001
"138","2007-07-20",17.08
"139","2007-07-23",16.940001
"140","2007-07-24",16.299999
"141","2007-07-25",16.219999
"142","2007-07-26",16.99
"143","2007-07-27",15.93
"144","2007-07-30",16.120001
"145","2007-07-31",15.94
"146","2007-08-01",16.77
"147","2007-08-02",16.27
"148","2007-08-03",15.97
"149","2007-08-06",17.01
"150","2007-08-07",17.08
"151","2007-08-08",17.25
"152","2007-08-09",16
"153","2007-08-10",16.75
"154","2007-08-13",16
"155","2007-08-14",15.34
"156","2007-08-15",14.66
"157","2007-08-16",15.33
"158","2007-08-17",15.79
"159","2007-08-20",16.34
"160","2007-08-21",17.040001
"161","2007-08-22",17.07
"162","2007-08-23",16.690001
"163","2007-08-24",17.280001
"164","2007-08-27",17.309999
"165","2007-08-28",16.59
"166","2007-08-29",17.24
"167","2007-08-30",17.09
"168","2007-08-31",17.15
"169","2007-09-04",17.459999
"170","2007-09-05",17.389999
"171","2007-09-06",17.59
"172","2007-09-07",16.58
"173","2007-09-10",16.280001
"174","2007-09-11",17.469999
"175","2007-09-12",17.4
"176","2007-09-13",15.91
"177","2007-09-14",15.62
"178","2007-09-17",15.75
"179","2007-09-18",16.16
"180","2007-09-19",16.09
"181","2007-09-20",15.7
"182","2007-09-21",15.59
"183","2007-09-24",15.26
"184","2007-09-25",14.87
"185","2007-09-26",14.5
"186","2007-09-27",14.48
"187","2007-09-28",13.95
"188","2007-10-01",14.03
"189","2007-10-02",14.02
"190","2007-10-03",14.35
"191","2007-10-04",14.06
"192","2007-10-05",14.39
"193","2007-10-08",14.65
"194","2007-10-09",14.47
"195","2007-10-10",14.01
"196","2007-10-11",13.69
"197","2007-10-12",13.34
"198","2007-10-15",12.96
"199","2007-10-16",13.25
"200","2007-10-17",13
"201","2007-10-18",13
"202","2007-10-19",12.41
"203","2007-10-22",12.92
"204","2007-10-23",12.74
"205","2007-10-24",12.69
