"","date","VSTM"
"1","2012-01-27",11.09
"2","2012-01-30",11.4
"3","2012-01-31",10.96
"4","2012-02-01",11
"5","2012-02-02",11
"6","2012-02-03",11.14
"7","2012-02-06",10.94
"8","2012-02-07",10.93
"9","2012-02-08",11
"10","2012-02-09",10.88
"11","2012-02-10",10.9
"12","2012-02-13",11.32
"13","2012-02-14",11.39
"14","2012-02-15",11.34
"15","2012-02-16",11.58
"16","2012-02-17",11.52
"17","2012-02-21",11.01
"18","2012-02-22",11.05
"19","2012-02-23",11.3
"20","2012-02-24",10.86
"21","2012-02-27",11.5
"22","2012-02-28",11.6
"23","2012-02-29",11.6
"24","2012-03-01",11.3
"25","2012-03-02",11.7
"26","2012-03-05",11.16
"27","2012-03-06",11.1
"28","2012-03-07",10.86
"29","2012-03-08",10.82
"30","2012-03-09",11.23
"31","2012-03-12",11.36
"32","2012-03-13",11.2
"33","2012-03-14",11
"34","2012-03-15",12.01
"35","2012-03-16",11.05
"36","2012-03-19",11.02
"37","2012-03-20",11.07
"38","2012-03-21",10.7
"39","2012-03-22",10.64
"40","2012-03-23",10.93
"41","2012-03-26",10.87
"42","2012-03-27",10.74
"43","2012-03-28",10.85
"44","2012-03-29",10.63
"45","2012-03-30",10.93
"46","2012-04-02",10.91
"47","2012-04-03",10.73
"48","2012-04-04",10.61
"49","2012-04-05",10.59
"50","2012-04-09",10.77
"51","2012-04-10",10.59
"52","2012-04-11",11.11
"53","2012-04-12",11
"54","2012-04-13",10.6
"55","2012-04-16",10.28
"56","2012-04-17",10.17
"57","2012-04-18",10.07
"58","2012-04-19",9.82
"59","2012-04-20",9.89
"60","2012-04-23",9.79
"61","2012-04-24",9.95
"62","2012-04-25",9.9
"63","2012-04-26",9.9
"64","2012-04-27",9.9
"65","2012-04-30",10.38
"66","2012-05-01",10.55
"67","2012-05-02",10.72
"68","2012-05-03",9.94
"69","2012-05-04",9.49
"70","2012-05-07",10
"71","2012-05-08",9.99
"72","2012-05-09",9.67
"73","2012-05-10",9.88
"74","2012-05-11",9.94
"75","2012-05-14",9.53
"76","2012-05-15",9.69
"77","2012-05-16",9.72
"78","2012-05-17",9.83
"79","2012-05-18",9.73
"80","2012-05-21",10
"81","2012-05-22",9.58
"82","2012-05-23",9.52
"83","2012-05-24",9.53
"84","2012-05-25",9.32
"85","2012-05-29",9.5
"86","2012-05-30",9.33
"87","2012-05-31",10.04
"88","2012-06-01",9.46
"89","2012-06-04",9.86
"90","2012-06-05",10.14
"91","2012-06-06",10.52
"92","2012-06-07",10.06
"93","2012-06-08",10.07
"94","2012-06-11",9.34
"95","2012-06-12",9.89
"96","2012-06-13",9.38
"97","2012-06-14",10.44
"98","2012-06-15",10.2
"99","2012-06-18",10.06
"100","2012-06-19",10.45
"101","2012-06-20",10.2
"102","2012-06-21",9.91
"103","2012-06-22",9.8
"104","2012-06-25",10
"105","2012-06-26",10.1
"106","2012-06-27",10.32
"107","2012-06-28",9.81
"108","2012-06-29",9.69
"109","2012-07-02",10.73
"110","2012-07-03",11.14
"111","2012-07-05",11.17
"112","2012-07-06",11.12
"113","2012-07-09",10.21
"114","2012-07-10",9.87
"115","2012-07-11",10.19
"116","2012-07-12",10.01
"117","2012-07-13",10.2
"118","2012-07-16",10.09
"119","2012-07-17",10.41
"120","2012-07-18",10.29
"121","2012-07-19",10.13
"122","2012-07-20",10.04
"123","2012-07-23",9.71
"124","2012-07-24",9.64
"125","2012-07-25",9.66
"126","2012-07-26",9.86
"127","2012-07-27",9.72
"128","2012-07-30",9.47
"129","2012-07-31",9.34
"130","2012-08-01",8.75
"131","2012-08-02",8.65
"132","2012-08-03",8.6
"133","2012-08-06",8.89
"134","2012-08-07",9.31
"135","2012-08-08",8.94
"136","2012-08-09",9.14
"137","2012-08-10",8.92
"138","2012-08-13",8.02
"139","2012-08-14",8.02
"140","2012-08-15",8.35
"141","2012-08-16",8.7
"142","2012-08-17",8.45
"143","2012-08-20",8.86
"144","2012-08-21",8.5
"145","2012-08-22",8.85
"146","2012-08-23",8.83
"147","2012-08-24",8.74
"148","2012-08-27",8.74
"149","2012-08-28",8.85
"150","2012-08-29",8.78
"151","2012-08-30",8.38
"152","2012-08-31",8.62
"153","2012-09-04",8.65
"154","2012-09-05",8.7
"155","2012-09-06",9
"156","2012-09-07",9.18
"157","2012-09-10",9.07
"158","2012-09-11",9.06
"159","2012-09-12",9.09
"160","2012-09-13",10
"161","2012-09-14",9.76
"162","2012-09-17",9.63
"163","2012-09-18",9.68
"164","2012-09-19",9.84
"165","2012-09-20",9.92
"166","2012-09-21",9.33
"167","2012-09-24",9.49
"168","2012-09-25",9.48
"169","2012-09-26",9.44
"170","2012-09-27",9.61
"171","2012-09-28",9.39
"172","2012-10-01",9.44
"173","2012-10-02",9.44
"174","2012-10-03",9.34
"175","2012-10-04",9.36
"176","2012-10-05",9.34
"177","2012-10-08",9.05
"178","2012-10-09",8.89
"179","2012-10-10",8.84
"180","2012-10-11",9.05
"181","2012-10-12",8.68
"182","2012-10-15",8.54
"183","2012-10-16",8.47
"184","2012-10-17",8.42
"185","2012-10-18",8.15
"186","2012-10-19",8.14
"187","2012-10-22",7.99
"188","2012-10-23",7.76
"189","2012-10-24",7.95
"190","2012-10-25",8.21
"191","2012-10-26",7.97
"192","2012-10-31",7.94
"193","2012-11-01",7.93
"194","2012-11-02",7.85
"195","2012-11-05",7.91
"196","2012-11-06",8.08
"197","2012-11-07",7.68
"198","2012-11-08",7.18
"199","2012-11-09",6.87
"200","2012-11-12",6.65
"201","2012-11-13",6.75
"202","2012-11-14",6.75
"203","2012-11-15",6.97
"204","2012-11-16",7.14
"205","2012-11-19",7.03
"206","2012-11-20",6.91
"207","2012-11-21",6.7
"208","2012-11-23",6.74
"209","2012-11-26",6.47
"210","2012-11-27",6.73
"211","2012-11-28",6.65
"212","2012-11-29",6.75
"213","2012-11-30",6.81
"214","2012-12-03",6.51
"215","2012-12-04",6.63
"216","2012-12-05",6.71
"217","2012-12-06",6.62
"218","2012-12-07",6.74
"219","2012-12-10",6.75
"220","2012-12-11",7.33
"221","2012-12-12",7.33
"222","2012-12-13",7.39
"223","2012-12-14",7.59
"224","2012-12-17",7.66
"225","2012-12-18",8.61
"226","2012-12-19",8.5
"227","2012-12-20",8.74
"228","2012-12-21",8.75
"229","2012-12-24",8.43
"230","2012-12-26",8.17
"231","2012-12-27",8.08
"232","2012-12-28",7.95
"233","2012-12-31",8.79
"234","2013-01-02",9.9
"235","2013-01-03",9.84
"236","2013-01-04",10.3
"237","2013-01-07",10.93
"238","2013-01-08",11.01
"239","2013-01-09",11.05
"240","2013-01-10",11.04
"241","2013-01-11",10.41
"242","2013-01-14",9.99
"243","2013-01-15",9.85
"244","2013-01-16",10
"245","2013-01-17",10.03
"246","2013-01-18",9.98
"247","2013-01-22",10.45
"248","2013-01-23",10.38
"249","2013-01-24",10.18
"250","2013-01-25",10.01
"251","2013-01-28",10.19
"252","2013-01-29",10.2
"253","2013-01-30",9.99
"254","2013-01-31",9.96
"255","2013-02-01",10.06
"256","2013-02-04",9.76
"257","2013-02-05",9.75
"258","2013-02-06",10.13
"259","2013-02-07",10.26
"260","2013-02-08",10.51
"261","2013-02-11",10.43
"262","2013-02-12",10.27
"263","2013-02-13",10.05
"264","2013-02-14",10.44
"265","2013-02-15",10.24
"266","2013-02-19",10.48
"267","2013-02-20",10.23
"268","2013-02-21",10.28
"269","2013-02-22",10.33
"270","2013-02-25",9.88
"271","2013-02-26",9.6
"272","2013-02-27",9.34
"273","2013-02-28",9.42
"274","2013-03-01",9.41
"275","2013-03-04",9.16
"276","2013-03-05",9.23
"277","2013-03-06",9.12
"278","2013-03-07",9.17
"279","2013-03-08",9.3
"280","2013-03-11",9.37
"281","2013-03-12",9.2
"282","2013-03-13",9.29
"283","2013-03-14",9.07
"284","2013-03-15",9.2
"285","2013-03-18",9.07
"286","2013-03-19",8.91
"287","2013-03-20",9.07
"288","2013-03-21",9.24
"289","2013-03-22",9.44
"290","2013-03-25",9.39
"291","2013-03-26",9.58
"292","2013-03-27",9.59
"293","2013-03-28",9.62
"294","2013-04-01",9.44
"295","2013-04-02",9.44
"296","2013-04-03",8.79
"297","2013-04-04",9.2
"298","2013-04-05",9.11
"299","2013-04-08",9.11
"300","2013-04-09",8.9
"301","2013-04-10",9.66
"302","2013-04-11",9.49
"303","2013-04-12",9.12
"304","2013-04-15",9.08
"305","2013-04-16",9.37
"306","2013-04-17",9.52
"307","2013-04-18",9.52
"308","2013-04-19",9.83
"309","2013-04-22",10
"310","2013-04-23",10.16
"311","2013-04-24",9.97
"312","2013-04-25",10
"313","2013-04-26",9.94
"314","2013-04-29",9.82
"315","2013-04-30",9.82
"316","2013-05-01",9.48
"317","2013-05-02",9.55
"318","2013-05-03",9.77
"319","2013-05-06",9.7
"320","2013-05-07",9.74
"321","2013-05-08",9.74
"322","2013-05-09",9.68
"323","2013-05-10",9.71
"324","2013-05-13",9.73
"325","2013-05-14",9.71
"326","2013-05-15",9.68
"327","2013-05-16",9.44
"328","2013-05-17",9.19
"329","2013-05-20",9.31
"330","2013-05-21",9.16
"331","2013-05-22",9.18
"332","2013-05-23",9.26
"333","2013-05-24",9.29
"334","2013-05-28",9.58
"335","2013-05-29",9.32
"336","2013-05-30",9.48
"337","2013-05-31",9.56
"338","2013-06-03",9.76
"339","2013-06-04",9.34
"340","2013-06-05",8.97
"341","2013-06-06",9.08
"342","2013-06-07",9.32
"343","2013-06-10",9.3
"344","2013-06-11",9.5
"345","2013-06-12",9.92
"346","2013-06-13",11.3
"347","2013-06-14",10.76
"348","2013-06-17",11.14
"349","2013-06-18",11.85
"350","2013-06-19",12.24
"351","2013-06-20",12.38
"352","2013-06-21",12.63
"353","2013-06-24",12.49
"354","2013-06-25",12.7
"355","2013-06-26",13.29
"356","2013-06-27",13.77
"357","2013-06-28",13.88
"358","2013-07-01",14.15
"359","2013-07-02",14.29
"360","2013-07-03",14.12
"361","2013-07-05",14.57
"362","2013-07-08",14.79
"363","2013-07-09",16.559999
"364","2013-07-10",17.57
"365","2013-07-11",17.290001
"366","2013-07-12",17.190001
"367","2013-07-15",17.17
"368","2013-07-16",16.940001
"369","2013-07-17",15.06
"370","2013-07-18",15.39
"371","2013-07-19",15.55
"372","2013-07-22",15.97
"373","2013-07-23",15.91
"374","2013-07-24",15.09
"375","2013-07-25",14.91
"376","2013-07-26",14.78
"377","2013-07-29",15
"378","2013-07-30",15
"379","2013-07-31",15.19
"380","2013-08-01",15.21
"381","2013-08-02",15.15
"382","2013-08-05",15.02
"383","2013-08-06",15.02
"384","2013-08-07",14.85
"385","2013-08-08",14.92
"386","2013-08-09",14.72
"387","2013-08-12",14.93
"388","2013-08-13",14.62
"389","2013-08-14",14.95
"390","2013-08-15",14.47
"391","2013-08-16",13.37
"392","2013-08-19",13.53
"393","2013-08-20",13.72
"394","2013-08-21",14.18
"395","2013-08-22",14.7
"396","2013-08-23",14.13
"397","2013-08-26",13.91
"398","2013-08-27",13.43
"399","2013-08-28",13.72
"400","2013-08-29",14.04
"401","2013-08-30",13.75
"402","2013-09-03",13.78
"403","2013-09-04",13.66
"404","2013-09-05",14.16
"405","2013-09-06",13.94
"406","2013-09-09",14.21
"407","2013-09-10",14.44
"408","2013-09-11",14.19
"409","2013-09-12",14
"410","2013-09-13",13.71
"411","2013-09-16",13.96
"412","2013-09-17",14.18
"413","2013-09-18",13.99
"414","2013-09-19",13.82
"415","2013-09-20",13.25
"416","2013-09-23",12.83
"417","2013-09-24",13.28
"418","2013-09-25",12.86
"419","2013-09-26",12.88
"420","2013-09-27",12.71
"421","2013-09-30",12.45
"422","2013-10-01",12.32
"423","2013-10-02",12.34
"424","2013-10-03",12.18
"425","2013-10-04",11.65
"426","2013-10-07",11.06
"427","2013-10-08",9.97
"428","2013-10-09",9.46
"429","2013-10-10",10.2
"430","2013-10-11",10.61
"431","2013-10-14",11.25
"432","2013-10-15",11.17
"433","2013-10-16",12.1
"434","2013-10-17",12.92
"435","2013-10-18",12.51
"436","2013-10-21",11.49
"437","2013-10-22",11.28
"438","2013-10-23",10.77
"439","2013-10-24",10.72
"440","2013-10-25",10.71
"441","2013-10-28",10.49
"442","2013-10-29",10.57
"443","2013-10-30",10.07
"444","2013-10-31",10
"445","2013-11-01",10.41
"446","2013-11-04",10.58
"447","2013-11-05",10.66
"448","2013-11-06",10.46
"449","2013-11-07",10.38
"450","2013-11-08",10.92
"451","2013-11-11",10.67
"452","2013-11-12",10.16
"453","2013-11-13",10.1
"454","2013-11-14",9.74
"455","2013-11-15",9.64
"456","2013-11-18",8.93
"457","2013-11-19",8.89
"458","2013-11-20",8.96
"459","2013-11-21",9.31
"460","2013-11-22",9.52
"461","2013-11-25",9.76
"462","2013-11-26",9.95
"463","2013-11-27",10.44
"464","2013-11-29",10.58
"465","2013-12-02",10.5
"466","2013-12-03",10.91
"467","2013-12-04",11.07
"468","2013-12-05",11.88
"469","2013-12-06",11.42
"470","2013-12-09",11.22
"471","2013-12-10",10.6
"472","2013-12-11",11.27
"473","2013-12-12",11.62
"474","2013-12-13",11.54
"475","2013-12-16",12.88
"476","2013-12-17",12.55
"477","2013-12-18",12.52
"478","2013-12-19",12.26
"479","2013-12-20",11.99
"480","2013-12-23",12.01
"481","2013-12-24",12.02
"482","2013-12-26",11.85
"483","2013-12-27",11.71
"484","2013-12-30",11.89
"485","2013-12-31",11.4
"486","2014-01-02",12.48
"487","2014-01-03",12.68
"488","2014-01-06",13.43
"489","2014-01-07",13.59
"490","2014-01-08",13.45
"491","2014-01-09",13.45
"492","2014-01-10",13.47
"493","2014-01-13",13.16
"494","2014-01-14",12.81
"495","2014-01-15",14
"496","2014-01-16",14.01
"497","2014-01-17",14.35
"498","2014-01-21",14.42
"499","2014-01-22",14.24
"500","2014-01-23",13.61
"501","2014-01-24",13.63
"502","2014-01-27",12.59
"503","2014-01-28",12.33
"504","2014-01-29",12.33
"505","2014-01-30",12.84
"506","2014-01-31",12.56
"507","2014-02-03",11.97
"508","2014-02-04",12.29
"509","2014-02-05",12.1
"510","2014-02-06",12.53
"511","2014-02-07",13.69
"512","2014-02-10",14.63
"513","2014-02-11",16.209999
"514","2014-02-12",14.98
"515","2014-02-13",15.09
"516","2014-02-14",14.58
"517","2014-02-18",15.18
"518","2014-02-19",14.82
"519","2014-02-20",14.84
"520","2014-02-21",15.02
"521","2014-02-24",14.79
"522","2014-02-25",14.6
"523","2014-02-26",14.15
"524","2014-02-27",13.8
"525","2014-02-28",13.37
"526","2014-03-03",13.17
"527","2014-03-04",14.22
"528","2014-03-05",14.27
"529","2014-03-06",14.23
"530","2014-03-07",14.37
"531","2014-03-10",14.27
"532","2014-03-11",14
"533","2014-03-12",13.36
"534","2014-03-13",12.67
"535","2014-03-14",12.34
"536","2014-03-17",12.13
"537","2014-03-18",12.78
"538","2014-03-19",12.59
"539","2014-03-20",12.05
"540","2014-03-21",11.57
"541","2014-03-24",11.34
"542","2014-03-25",11.25
"543","2014-03-26",10.88
"544","2014-03-27",10.75
"545","2014-03-28",10.36
"546","2014-03-31",10.79
"547","2014-04-01",10.99
"548","2014-04-02",11.34
"549","2014-04-03",11.19
"550","2014-04-04",10.21
"551","2014-04-07",10.24
"552","2014-04-08",9.94
"553","2014-04-09",10.67
"554","2014-04-10",9.82
"555","2014-04-11",9.37
"556","2014-04-14",9.14
"557","2014-04-15",8.8
"558","2014-04-16",9.08
"559","2014-04-17",8.89
"560","2014-04-21",9.11
"561","2014-04-22",9.46
"562","2014-04-23",8.68
"563","2014-04-24",8.47
"564","2014-04-25",7.84
"565","2014-04-28",8.04
"566","2014-04-29",8.36
"567","2014-04-30",8.35
"568","2014-05-01",8.32
"569","2014-05-02",8.01
"570","2014-05-05",8.05
"571","2014-05-06",7.9
"572","2014-05-07",7.4
"573","2014-05-08",7.14
"574","2014-05-09",7.45
"575","2014-05-12",7.62
"576","2014-05-13",7.53
"577","2014-05-14",7.65
"578","2014-05-15",7.62
"579","2014-05-16",7.67
"580","2014-05-19",8.35
"581","2014-05-20",8.07
"582","2014-05-21",8.17
"583","2014-05-22",9
"584","2014-05-23",9.03
"585","2014-05-27",10.29
"586","2014-05-28",9.94
"587","2014-05-29",10
"588","2014-05-30",9.28
"589","2014-06-02",8.76
"590","2014-06-03",8.83
"591","2014-06-04",8.65
"592","2014-06-05",9.29
"593","2014-06-06",9.25
"594","2014-06-09",9.9
"595","2014-06-10",10.07
"596","2014-06-11",9.74
"597","2014-06-12",9.8
"598","2014-06-13",9.47
"599","2014-06-16",9.88
"600","2014-06-17",10.06
"601","2014-06-18",9.93
"602","2014-06-19",9.71
"603","2014-06-20",9.8
"604","2014-06-23",9.32
"605","2014-06-24",9.22
"606","2014-06-25",9.11
"607","2014-06-26",9.11
"608","2014-06-27",9.52
"609","2014-06-30",9.06
"610","2014-07-01",9.06
"611","2014-07-02",9.33
"612","2014-07-03",9.73
"613","2014-07-07",8.99
"614","2014-07-08",8.44
"615","2014-07-09",8.58
"616","2014-07-10",8.48
"617","2014-07-11",8.64
"618","2014-07-14",8.71
"619","2014-07-15",8.78
"620","2014-07-16",8.86
"621","2014-07-17",8.5
"622","2014-07-18",8.38
"623","2014-07-21",8.39
"624","2014-07-22",8.36
"625","2014-07-23",8.43
"626","2014-07-24",8.4
"627","2014-07-25",8.3
"628","2014-07-28",7.96
"629","2014-07-29",7.98
"630","2014-07-30",8.11
"631","2014-07-31",7.39
"632","2014-08-01",7.45
"633","2014-08-04",7.79
"634","2014-08-05",8.3
"635","2014-08-06",8.45
"636","2014-08-07",8.18
"637","2014-08-08",8.18
"638","2014-08-11",8.7
"639","2014-08-12",8.54
"640","2014-08-13",8.9
"641","2014-08-14",9.26
"642","2014-08-15",8.99
"643","2014-08-18",8.85
"644","2014-08-19",9.02
"645","2014-08-20",8.89
"646","2014-08-21",8.59
"647","2014-08-22",8.63
"648","2014-08-25",8.73
"649","2014-08-26",9.11
"650","2014-08-27",8.99
"651","2014-08-28",8.83
"652","2014-08-29",8.71
"653","2014-09-02",8.71
"654","2014-09-03",8.68
"655","2014-09-04",8.78
"656","2014-09-05",8.67
"657","2014-09-08",9.49
"658","2014-09-09",9.24
"659","2014-09-10",9.59
"660","2014-09-11",9.92
"661","2014-09-12",9.37
"662","2014-09-15",9.01
"663","2014-09-16",8.91
"664","2014-09-17",9.35
"665","2014-09-18",9.64
"666","2014-09-19",9.23
"667","2014-09-22",9.18
"668","2014-09-23",8.96
"669","2014-09-24",8.98
"670","2014-09-25",8.86
"671","2014-09-26",8.82
"672","2014-09-29",8.6
"673","2014-09-30",8.52
"674","2014-10-01",8.78
"675","2014-10-02",9.63
"676","2014-10-03",9.77
"677","2014-10-06",9.07
"678","2014-10-07",8.48
"679","2014-10-08",8.69
"680","2014-10-09",8.41
"681","2014-10-10",8.33
"682","2014-10-13",8.64
"683","2014-10-14",9.02
"684","2014-10-15",9.03
"685","2014-10-16",9.17
"686","2014-10-17",8.95
"687","2014-10-20",9.2
"688","2014-10-21",8.98
"689","2014-10-22",8.99
"690","2014-10-23",8.96
"691","2014-10-24",9.59
"692","2014-10-27",9.74
"693","2014-10-28",9.8
"694","2014-10-29",9.41
"695","2014-10-30",9.8
"696","2014-10-31",9.49
"697","2014-11-03",9.45
"698","2014-11-04",9.5
"699","2014-11-05",9.25
"700","2014-11-06",8.97
"701","2014-11-07",9.03
"702","2014-11-10",9.08
"703","2014-11-11",9.2
"704","2014-11-12",9.37
"705","2014-11-13",9.22
"706","2014-11-14",9.06
"707","2014-11-17",9
"708","2014-11-18",8.97
"709","2014-11-19",8.81
"710","2014-11-20",8.81
"711","2014-11-21",8.93
"712","2014-11-24",9.18
"713","2014-11-25",9.04
"714","2014-11-26",9.18
"715","2014-11-28",9.3
"716","2014-12-01",9.08
"717","2014-12-02",9.4
"718","2014-12-03",9.39
"719","2014-12-04",9.2
"720","2014-12-05",9.35
"721","2014-12-08",9.07
"722","2014-12-09",9.15
"723","2014-12-10",8.97
"724","2014-12-11",9.03
"725","2014-12-12",8.99
"726","2014-12-15",8.19
"727","2014-12-16",8.2
"728","2014-12-17",8.34
"729","2014-12-18",8.64
"730","2014-12-19",8.44
"731","2014-12-22",8.39
"732","2014-12-23",8.11
"733","2014-12-24",8.3
"734","2014-12-26",8.55
"735","2014-12-29",8.65
"736","2014-12-30",8.86
"737","2014-12-31",9.14
"738","2015-01-02",9.45
"739","2015-01-05",9.38
"740","2015-01-06",8.98
"741","2015-01-07",9.07
"742","2015-01-08",9.19
"743","2015-01-09",9.1
"744","2015-01-12",9.34
"745","2015-01-13",8.94
"746","2015-01-14",8.7
"747","2015-01-15",7.99
"748","2015-01-16",8.43
"749","2015-01-20",8.99
"750","2015-01-21",7.91
"751","2015-01-22",7
"752","2015-01-23",7.58
"753","2015-01-26",7.72
"754","2015-01-27",7.45
"755","2015-01-28",7.53
"756","2015-01-29",7.71
"757","2015-01-30",7.3
"758","2015-02-02",7.22
"759","2015-02-03",7.19
"760","2015-02-04",6.94
"761","2015-02-05",7.39
"762","2015-02-06",7.11
"763","2015-02-09",7.6
"764","2015-02-10",8.17
"765","2015-02-11",8.31
"766","2015-02-12",8.37
"767","2015-02-13",7.93
"768","2015-02-17",8.18
"769","2015-02-18",7.96
"770","2015-02-19",8
"771","2015-02-20",7.91
"772","2015-02-23",7.82
"773","2015-02-24",7.82
"774","2015-02-25",7.96
"775","2015-02-26",7.69
"776","2015-02-27",7.44
"777","2015-03-02",7.55
"778","2015-03-03",7.61
"779","2015-03-04",8.11
"780","2015-03-05",7.99
"781","2015-03-06",8.33
"782","2015-03-09",8.92
"783","2015-03-10",8.71
"784","2015-03-11",9.25
"785","2015-03-12",10.29
"786","2015-03-13",10.76
"787","2015-03-16",10.94
"788","2015-03-17",11.02
"789","2015-03-18",10.84
"790","2015-03-19",11.29
"791","2015-03-20",12.1
"792","2015-03-23",11.21
"793","2015-03-24",11.56
"794","2015-03-25",10.34
"795","2015-03-26",10.21
"796","2015-03-27",10.42
"797","2015-03-30",10.49
"798","2015-03-31",10.17
"799","2015-04-01",9.64
"800","2015-04-02",10.01
"801","2015-04-06",9.59
"802","2015-04-07",9.92
"803","2015-04-08",10.29
"804","2015-04-09",10.25
"805","2015-04-10",10.43
"806","2015-04-13",10.3
"807","2015-04-14",10.15
"808","2015-04-15",10.04
"809","2015-04-16",9.99
"810","2015-04-17",9.77
"811","2015-04-20",9.96
"812","2015-04-21",9.99
"813","2015-04-22",9.99
"814","2015-04-23",10.04
"815","2015-04-24",10.05
"816","2015-04-27",9.58
"817","2015-04-28",9.56
"818","2015-04-29",8.95
"819","2015-04-30",8.3
"820","2015-05-01",8.53
"821","2015-05-04",8.73
"822","2015-05-05",8.63
"823","2015-05-06",8.5
"824","2015-05-07",8.36
"825","2015-05-08",8.32
"826","2015-05-11",8.35
"827","2015-05-12",8.51
"828","2015-05-13",8.27
"829","2015-05-14",8.24
"830","2015-05-15",8.21
"831","2015-05-18",8.74
"832","2015-05-19",8.66
"833","2015-05-20",8.61
"834","2015-05-21",8.42
"835","2015-05-22",8.67
"836","2015-05-26",8.62
"837","2015-05-27",8.78
"838","2015-05-28",8.75
"839","2015-05-29",8.65
"840","2015-06-01",8.59
"841","2015-06-02",8.59
"842","2015-06-03",8.63
"843","2015-06-04",8.57
"844","2015-06-05",8.69
"845","2015-06-08",8.65
"846","2015-06-09",8.32
"847","2015-06-10",8.3
"848","2015-06-11",8.17
"849","2015-06-12",7.99
"850","2015-06-15",8.12
"851","2015-06-16",7.91
"852","2015-06-17",7.85
"853","2015-06-18",8.03
"854","2015-06-19",8.08
"855","2015-06-22",8.31
"856","2015-06-23",7.99
"857","2015-06-24",7.77
"858","2015-06-25",7.66
"859","2015-06-26",7.25
"860","2015-06-29",6.86
"861","2015-06-30",7.54
"862","2015-07-01",7.12
"863","2015-07-02",7.06
"864","2015-07-06",7.5
"865","2015-07-07",7.3
"866","2015-07-08",6.85
"867","2015-07-09",7.12
"868","2015-07-10",7.36
"869","2015-07-13",7.81
"870","2015-07-14",7.69
"871","2015-07-15",7.52
"872","2015-07-16",7.52
"873","2015-07-17",7.62
"874","2015-07-20",7.51
"875","2015-07-21",7.6
"876","2015-07-22",7.38
"877","2015-07-23",7.19
"878","2015-07-24",7.18
"879","2015-07-27",7.15
"880","2015-07-28",7.63
"881","2015-07-29",7.26
"882","2015-07-30",7.11
"883","2015-07-31",7.3
"884","2015-08-03",7.24
"885","2015-08-04",7.12
"886","2015-08-05",7.12
"887","2015-08-06",7.12
"888","2015-08-07",6.92
"889","2015-08-10",6.97
"890","2015-08-11",7.69
"891","2015-08-12",7.99
"892","2015-08-13",7.5
"893","2015-08-14",7.52
"894","2015-08-17",7.68
"895","2015-08-18",7.31
"896","2015-08-19",7.08
"897","2015-08-20",6.71
"898","2015-08-21",6.83
"899","2015-08-24",6.47
"900","2015-08-25",6.61
"901","2015-08-26",4.91
"902","2015-08-27",5.6
"903","2015-08-28",6
"904","2015-08-31",6.09
"905","2015-09-01",5.96
"906","2015-09-02",6.19
"907","2015-09-03",5.84
"908","2015-09-04",6.06
"909","2015-09-08",6.22
"910","2015-09-09",6.22
"911","2015-09-10",6.15
"912","2015-09-11",6.06
"913","2015-09-14",6.39
"914","2015-09-15",6.37
"915","2015-09-16",6.33
"916","2015-09-17",6.53
"917","2015-09-18",6.65
"918","2015-09-21",6.29
"919","2015-09-22",5.91
"920","2015-09-23",5.79
"921","2015-09-24",5.81
"922","2015-09-25",5.67
"923","2015-09-28",1.85
"924","2015-09-29",1.75
"925","2015-09-30",1.79
"926","2015-10-01",1.61
"927","2015-10-02",1.8
"928","2015-10-05",1.88
"929","2015-10-06",1.84
"930","2015-10-07",2.12
"931","2015-10-08",1.98
"932","2015-10-09",1.93
