"","date","PSN"
"1","2019-05-08",30.07
"2","2019-05-09",30.1
"3","2019-05-10",31.01
"4","2019-05-13",31.059999
"5","2019-05-14",31.75
"6","2019-05-15",32.450001
"7","2019-05-16",31
"8","2019-05-17",30.92
"9","2019-05-20",31.85
"10","2019-05-21",32.700001
"11","2019-05-22",32.57
"12","2019-05-23",31.9
"13","2019-05-24",32.080002
"14","2019-05-28",31.9
"15","2019-05-29",31.450001
"16","2019-05-30",31.280001
"17","2019-05-31",31.75
"18","2019-06-03",32.27
"19","2019-06-04",32
"20","2019-06-05",31.59
"21","2019-06-06",31.99
"22","2019-06-07",32.389999
"23","2019-06-10",31.84
"24","2019-06-11",31.91
"25","2019-06-12",31.73
"26","2019-06-13",31.780001
"27","2019-06-14",31.65
"28","2019-06-17",31.32
"29","2019-06-18",32.959999
"30","2019-06-19",34.900002
"31","2019-06-20",35.73
"32","2019-06-21",37.950001
"33","2019-06-24",36.790001
"34","2019-06-25",36.75
"35","2019-06-26",37.060001
"36","2019-06-27",37.009998
"37","2019-06-28",36.860001
"38","2019-07-01",36.610001
"39","2019-07-02",36.150002
"40","2019-07-03",36.439999
"41","2019-07-05",36.939999
"42","2019-07-08",36.619999
"43","2019-07-09",36.549999
"44","2019-07-10",36.700001
"45","2019-07-11",37.419998
"46","2019-07-12",37.669998
"47","2019-07-15",38.02
"48","2019-07-16",37.330002
"49","2019-07-17",37.16
"50","2019-07-18",36.240002
"51","2019-07-19",36.84
"52","2019-07-22",37.77
"53","2019-07-23",37.16
"54","2019-07-24",37.360001
"55","2019-07-25",36.869999
"56","2019-07-26",37.189999
"57","2019-07-29",37.52
"58","2019-07-30",37.139999
"59","2019-07-31",36.709999
"60","2019-08-01",37.57
"61","2019-08-02",37.189999
"62","2019-08-05",36.25
"63","2019-08-06",36.009998
"64","2019-08-07",35.889999
"65","2019-08-08",37.279999
"66","2019-08-09",37.139999
"67","2019-08-12",36.240002
"68","2019-08-13",35.93
"69","2019-08-14",34.09
"70","2019-08-15",34.400002
"71","2019-08-16",34.16
"72","2019-08-19",34.110001
"73","2019-08-20",33.740002
"74","2019-08-21",34.279999
"75","2019-08-22",34.689999
"76","2019-08-23",33.5
"77","2019-08-26",34.09
"78","2019-08-27",33.610001
"79","2019-08-28",33.759998
"80","2019-08-29",34.25
"81","2019-08-30",34.02
"82","2019-09-03",33.470001
"83","2019-09-04",33.389999
"84","2019-09-05",35.259998
"85","2019-09-06",34.669998
"86","2019-09-09",34.290001
"87","2019-09-10",32.939999
"88","2019-09-11",34.990002
"89","2019-09-12",35.25
"90","2019-09-13",36.799999
"91","2019-09-16",37.290001
"92","2019-09-17",37.310001
"93","2019-09-18",37.560001
"94","2019-09-19",37.349998
"95","2019-09-20",34.93
"96","2019-09-23",33.98
"97","2019-09-24",33.389999
"98","2019-09-25",33.66
"99","2019-09-26",33.380001
"100","2019-09-27",33.52
"101","2019-09-30",32.98
"102","2019-10-01",32.91
"103","2019-10-02",31.870001
"104","2019-10-03",32.91
"105","2019-10-04",33
"106","2019-10-07",32.950001
"107","2019-10-08",32.360001
"108","2019-10-09",32.02
"109","2019-10-10",32.950001
"110","2019-10-11",32.810001
"111","2019-10-14",32.439999
"112","2019-10-15",32.509998
"113","2019-10-16",32.639999
"114","2019-10-17",32.66
"115","2019-10-18",32.330002
"116","2019-10-21",32.580002
"117","2019-10-22",32.939999
"118","2019-10-23",33.990002
"119","2019-10-24",33.75
"120","2019-10-25",33.98
"121","2019-10-28",33.970001
"122","2019-10-29",34.610001
"123","2019-10-30",34.93
"124","2019-10-31",35.599998
"125","2019-11-01",35.310001
"126","2019-11-04",36.700001
"127","2019-11-05",37.25
"128","2019-11-06",37.849998
"129","2019-11-07",37.93
"130","2019-11-08",38.130001
"131","2019-11-11",37.73
"132","2019-11-12",37.799999
"133","2019-11-13",38.209999
"134","2019-11-14",38.02
"135","2019-11-15",38.93
"136","2019-11-18",38.990002
"137","2019-11-19",39.110001
"138","2019-11-20",38.990002
"139","2019-11-21",38.310001
"140","2019-11-22",38.490002
"141","2019-11-25",39.830002
"142","2019-11-26",39.709999
"143","2019-11-27",39.93
"144","2019-11-29",40.029999
"145","2019-12-02",39.919998
"146","2019-12-03",39.799999
"147","2019-12-04",40.07
"148","2019-12-05",39.900002
"149","2019-12-06",40.330002
"150","2019-12-09",39.950001
"151","2019-12-10",40.18
"152","2019-12-11",40.990002
"153","2019-12-12",42.349998
"154","2019-12-13",41.41
"155","2019-12-16",41.130001
"156","2019-12-17",41.720001
"157","2019-12-18",40.73
"158","2019-12-19",40.900002
"159","2019-12-20",40.880001
"160","2019-12-23",41.950001
"161","2019-12-24",41.610001
"162","2019-12-26",41.68
"163","2019-12-27",41.139999
"164","2019-12-30",41.43
"165","2019-12-31",41.279999
"166","2020-01-02",42.98
"167","2020-01-03",43.48
"168","2020-01-06",42.990002
"169","2020-01-07",43.52
"170","2020-01-08",42.669998
"171","2020-01-09",43.209999
"172","2020-01-10",42.400002
"173","2020-01-13",42.990002
"174","2020-01-14",42.599998
"175","2020-01-15",42.400002
"176","2020-01-16",42.209999
"177","2020-01-17",42.029999
"178","2020-01-21",43.110001
"179","2020-01-22",42.759998
"180","2020-01-23",42.869999
"181","2020-01-24",42.799999
"182","2020-01-27",42.830002
"183","2020-01-28",42.959999
"184","2020-01-29",42.860001
"185","2020-01-30",42.48
"186","2020-01-31",40.900002
"187","2020-02-03",41.27
"188","2020-02-04",42.34
"189","2020-02-05",42.419998
