"","date","PSN"
"190","2020-02-06",42.580002
"191","2020-02-07",42.57
"192","2020-02-10",43.099998
"193","2020-02-11",43.66
"194","2020-02-12",44.560001
"195","2020-02-13",44.380001
"196","2020-02-14",44.450001
"197","2020-02-18",44.68
"198","2020-02-19",45.029999
"199","2020-02-20",43.080002
"200","2020-02-21",43.07
"201","2020-02-24",42.240002
"202","2020-02-25",39.650002
"203","2020-02-26",39.5
"204","2020-02-27",38.529999
"205","2020-02-28",39.09
"206","2020-03-02",39.259998
"207","2020-03-03",38.759998
"208","2020-03-04",39.709999
"209","2020-03-05",37.669998
"210","2020-03-06",37.279999
"211","2020-03-09",33.549999
"212","2020-03-10",32.91
"213","2020-03-11",32.27
"214","2020-03-12",28.549999
"215","2020-03-13",29.33
"216","2020-03-16",27.469999
"217","2020-03-17",29.549999
"218","2020-03-18",25.309999
"219","2020-03-19",27.290001
"220","2020-03-20",26.549999
"221","2020-03-23",27.15
"222","2020-03-24",29.940001
"223","2020-03-25",31.24
"224","2020-03-26",34.98
"225","2020-03-27",33.259998
"226","2020-03-30",32.07
"227","2020-03-31",31.959999
"228","2020-04-01",30.23
"229","2020-04-02",30.040001
"230","2020-04-03",30.809999
"231","2020-04-06",33.740002
"232","2020-04-07",33.25
"233","2020-04-08",34.259998
"234","2020-04-09",35.990002
"235","2020-04-13",36
"236","2020-04-14",36.220001
"237","2020-04-15",35.630001
"238","2020-04-16",36.16
"239","2020-04-17",36.529999
"240","2020-04-20",35.98
"241","2020-04-21",33.889999
"242","2020-04-22",34.810001
"243","2020-04-23",34.610001
"244","2020-04-24",35.419998
"245","2020-04-27",37.189999
"246","2020-04-28",37.98
"247","2020-04-29",39.290001
"248","2020-04-30",37.400002
"249","2020-05-01",35.84
"250","2020-05-04",36.299999
"251","2020-05-05",37.389999
"252","2020-05-06",35.990002
"253","2020-05-07",37.57
"254","2020-05-08",38.82
"255","2020-05-11",39.349998
"256","2020-05-12",39.43
"257","2020-05-13",38.98
"258","2020-05-14",39.040001
"259","2020-05-15",38.790001
"260","2020-05-18",39.389999
"261","2020-05-19",39.380001
"262","2020-05-20",39.459999
"263","2020-05-21",39.360001
"264","2020-05-22",39.349998
"265","2020-05-26",39.209999
"266","2020-05-27",39.529999
"267","2020-05-28",40.23
"268","2020-05-29",40.66
"269","2020-06-01",41.5
"270","2020-06-02",41.709999
"271","2020-06-03",41.950001
"272","2020-06-04",41.849998
"273","2020-06-05",42.049999
"274","2020-06-08",42.709999
"275","2020-06-09",41.900002
"276","2020-06-10",41.23
"277","2020-06-11",38.77
"278","2020-06-12",38.57
"279","2020-06-15",37.91
"280","2020-06-16",39.84
"281","2020-06-17",38.959999
"282","2020-06-18",39.310001
"283","2020-06-19",37.57
"284","2020-06-22",37.360001
"285","2020-06-23",36.970001
"286","2020-06-24",35.779999
"287","2020-06-25",36.220001
"288","2020-06-26",34.16
"289","2020-06-29",35.470001
"290","2020-06-30",36.240002
"291","2020-07-01",35.610001
"292","2020-07-02",34.970001
"293","2020-07-06",34.549999
"294","2020-07-07",34.610001
"295","2020-07-08",34.459999
"296","2020-07-09",33.560001
"297","2020-07-10",34.299999
"298","2020-07-13",33.09
"299","2020-07-14",33.380001
"300","2020-07-15",34.77
"301","2020-07-16",34.599998
"302","2020-07-17",34.709999
"303","2020-07-20",34.509998
"304","2020-07-21",34.360001
"305","2020-07-22",34.830002
"306","2020-07-23",34.189999
"307","2020-07-24",33.860001
"308","2020-07-27",34
"309","2020-07-28",33.919998
"310","2020-07-29",34.5
"311","2020-07-30",34.82
"312","2020-07-31",34.830002
"313","2020-08-03",35.669998
"314","2020-08-04",35.32
"315","2020-08-05",35.52
"316","2020-08-06",35.169998
"317","2020-08-07",34.990002
"318","2020-08-10",35.48
"319","2020-08-11",35.880001
"320","2020-08-12",36.299999
"321","2020-08-13",36.560001
"322","2020-08-14",36.419998
"323","2020-08-17",33.23
"324","2020-08-18",33.650002
"325","2020-08-19",33.580002
"326","2020-08-20",33.43
"327","2020-08-21",32.799999
"328","2020-08-24",33.84
"329","2020-08-25",34.549999
"330","2020-08-26",34.32
"331","2020-08-27",34.59
"332","2020-08-28",33.970001
"333","2020-08-31",33.259998
"334","2020-09-01",34.380001
"335","2020-09-02",35.689999
"336","2020-09-03",34.959999
"337","2020-09-04",34.599998
"338","2020-09-08",34.279999
"339","2020-09-09",35.02
"340","2020-09-10",34.580002
"341","2020-09-11",35.619999
"342","2020-09-14",36.18
"343","2020-09-15",36.27
"344","2020-09-16",35.740002
"345","2020-09-17",35.400002
"346","2020-09-18",35.73
"347","2020-09-21",35.09
"348","2020-09-22",34.439999
"349","2020-09-23",34
"350","2020-09-24",32.32
"351","2020-09-25",33.169998
"352","2020-09-28",34.119999
"353","2020-09-29",33.700001
"354","2020-09-30",33.540001
"355","2020-10-01",33.150002
"356","2020-10-02",33.34
"357","2020-10-05",33.490002
"358","2020-10-06",33.360001
"359","2020-10-07",33.599998
"360","2020-10-08",33.799999
"361","2020-10-09",33.560001
"362","2020-10-12",34.07
"363","2020-10-13",33.5
"364","2020-10-14",33.189999
"365","2020-10-15",33.32
"366","2020-10-16",33.369999
"367","2020-10-19",33.209999
"368","2020-10-20",32.869999
"369","2020-10-21",32.150002
"370","2020-10-22",32.360001
"371","2020-10-23",32.34
"372","2020-10-26",31.889999
"373","2020-10-27",31.530001
"374","2020-10-28",30.33
"375","2020-10-29",31.040001
"376","2020-10-30",31.52
"377","2020-11-02",32.23
"378","2020-11-03",33.59
"379","2020-11-04",31.68
"380","2020-11-05",30.610001
"381","2020-11-06",30.41
"382","2020-11-09",31.5
"383","2020-11-10",32.27
"384","2020-11-11",32.73
"385","2020-11-12",32.060001
"386","2020-11-13",33.060001
"387","2020-11-16",33.84
"388","2020-11-17",33.68
"389","2020-11-18",32.790001
"390","2020-11-19",32.220001
"391","2020-11-20",31.75
"392","2020-11-23",32.029999
"393","2020-11-24",33.220001
"394","2020-11-25",32.799999
"395","2020-11-27",32.98
