"","date","ACB"
"1","2014-07-15",7.212
"2","2014-07-16",7.668
"3","2014-07-17",7.668
"4","2014-07-18",7.668
"5","2014-07-21",7.104
"6","2014-07-22",7.104
"7","2014-07-23",7.212
"8","2014-07-24",7.212
"9","2014-07-25",7.212
"10","2014-07-28",6.816
"11","2014-07-29",5.448
"12","2014-07-30",5.4
"13","2014-07-31",5.4
"14","2014-08-01",5.352
"15","2014-08-04",5.352
"16","2014-08-05",5.352
"17","2014-08-06",5.352
"18","2014-08-07",5.352
"19","2014-08-08",5.352
"20","2014-08-11",5.352
"21","2014-08-12",5.352
"22","2014-08-13",5.352
"23","2014-08-14",5.352
"24","2014-08-15",5.352
"25","2014-08-18",5.352
"26","2014-08-19",5.352
"27","2014-08-20",5.352
"28","2014-08-21",5.352
"29","2014-08-22",5.352
"30","2014-08-25",6.948
"31","2014-08-26",6.948
"32","2014-08-27",6.948
"33","2014-08-28",6.948
"34","2014-08-29",6.948
"35","2014-09-02",7.188
"36","2014-09-03",7.188
"37","2014-09-04",7.188
"38","2014-09-05",10.068
"39","2014-09-08",10.92
"40","2014-09-09",10.92
"41","2014-09-10",10.92
"42","2014-09-11",10.92
"43","2014-09-12",10.92
"44","2014-09-15",10.92
"45","2014-09-16",10.92
"46","2014-09-17",10.92
"47","2014-09-18",10.92
"48","2014-09-19",10.92
"49","2014-09-22",10.92
"50","2014-09-23",10.92
"51","2014-09-24",10.92
"52","2014-09-25",10.92
"53","2014-09-26",10.92
"54","2014-09-29",10.92
"55","2014-09-30",10.92
"56","2014-10-01",10.92
"57","2014-10-02",10.92
"58","2014-10-03",10.92
"59","2014-10-06",10.92
"60","2014-10-07",10.92
"61","2014-10-08",10.92
"62","2014-10-09",10.92
"63","2014-10-10",10.92
"64","2014-10-13",10.92
"65","2014-10-14",10.92
"66","2014-10-15",10.92
"67","2014-10-16",10.92
"68","2014-10-17",10.92
"69","2014-10-20",10.92
"70","2014-10-21",10.92
"71","2014-10-22",10.92
"72","2014-10-23",10.92
"73","2014-10-24",10.92
"74","2014-10-27",10.92
"75","2014-10-28",10.92
"76","2014-10-29",10.92
"77","2014-10-30",10.92
"78","2014-10-31",10.92
"79","2014-11-03",10.92
"80","2014-11-04",10.92
"81","2014-11-05",10.92
"82","2014-11-06",10.92
"83","2014-11-07",10.92
"84","2014-11-10",10.92
"85","2014-11-11",10.92
"86","2014-11-12",10.92
"87","2014-11-13",10.92
"88","2014-11-14",10.92
"89","2014-11-17",10.92
"90","2014-11-18",10.92
"91","2014-11-19",10.92
"92","2014-11-20",10.92
"93","2014-11-21",10.92
"94","2014-11-24",10.92
"95","2014-11-25",10.92
"96","2014-11-26",10.92
"97","2014-11-28",10.92
"98","2014-12-01",10.92
"99","2014-12-02",10.92
"100","2014-12-03",10.92
"101","2014-12-04",10.92
"102","2014-12-05",10.92
"103","2014-12-08",10.92
"104","2014-12-09",10.92
"105","2014-12-10",10.92
"106","2014-12-11",10.92
"107","2014-12-12",10.92
"108","2014-12-15",10.92
"109","2014-12-16",10.92
"110","2014-12-17",10.92
"111","2014-12-18",10.92
"112","2014-12-19",10.92
"113","2014-12-22",10.92
"114","2014-12-23",10.92
"115","2014-12-24",10.92
"116","2014-12-26",10.92
"117","2014-12-29",10.92
"118","2014-12-30",10.92
"119","2014-12-31",10.92
"120","2015-01-02",10.92
"121","2015-01-05",10.92
"122","2015-01-06",10.92
"123","2015-01-07",10.92
"124","2015-01-08",10.92
"125","2015-01-09",10.92
"126","2015-01-12",4.62
"127","2015-01-13",4.62
"128","2015-01-14",4.62
"129","2015-01-15",4.62
"130","2015-01-16",4.62
"131","2015-01-20",4.62
"132","2015-01-21",4.62
"133","2015-01-22",4.62
"134","2015-01-23",4.62
"135","2015-01-26",4.62
"136","2015-01-27",4.62
"137","2015-01-28",4.62
"138","2015-01-29",4.62
"139","2015-01-30",4.62
"140","2015-02-02",4.62
"141","2015-02-03",4.62
"142","2015-02-04",4.128
"143","2015-02-05",4.128
"144","2015-02-06",3.756
"145","2015-02-09",3.816
"146","2015-02-10",3.816
"147","2015-02-11",3.816
"148","2015-02-12",3.816
"149","2015-02-13",3.624
"150","2015-02-17",3.624
"151","2015-02-18",3.624
"152","2015-02-19",3.624
"153","2015-02-20",6.06
"154","2015-02-23",5.472
"155","2015-02-24",4.968
"156","2015-02-25",4.176
"157","2015-02-26",4.176
"158","2015-02-27",3.984
"159","2015-03-02",3.984
"160","2015-03-03",4.044
"161","2015-03-04",4.044
"162","2015-03-05",4.044
"163","2015-03-06",4.044
"164","2015-03-09",4.044
"165","2015-03-10",4.044
"166","2015-03-11",4.044
"167","2015-03-12",3.72
"168","2015-03-13",3.72
"169","2015-03-16",3.72
"170","2015-03-17",3.396
"171","2015-03-18",3.396
"172","2015-03-19",3.396
"173","2015-03-20",3.576
"174","2015-03-23",3.576
"175","2015-03-24",3.516
"176","2015-03-25",3.516
"177","2015-03-26",3.516
"178","2015-03-27",3.516
"179","2015-03-30",3.528
"180","2015-03-31",3.528
"181","2015-04-01",3.528
"182","2015-04-02",3.276
"183","2015-04-06",3.276
"184","2015-04-07",3.108
"185","2015-04-08",3.108
"186","2015-04-09",3.108
"187","2015-04-10",3.108
"188","2015-04-13",2.94
"189","2015-04-14",2.94
"190","2015-04-15",2.94
"191","2015-04-16",2.94
"192","2015-04-17",3.6
"193","2015-04-20",3.6
"194","2015-04-21",4.104
"195","2015-04-22",4.272
"196","2015-04-23",4.176
"197","2015-04-24",4.176
"198","2015-04-27",4.176
"199","2015-04-28",4.188
"200","2015-04-29",4.188
"201","2015-04-30",4.104
"202","2015-05-01",4.104
"203","2015-05-04",4.104
"204","2015-05-05",4.008
"205","2015-05-06",4.044
"206","2015-05-07",4.044
"207","2015-05-08",4.044
"208","2015-05-11",3.888
