"","date","AZO"
"1","2007-01-03",118.610001
"2","2007-01-04",119.599998
"3","2007-01-05",118.830002
"4","2007-01-08",118.849998
"5","2007-01-09",121.610001
"6","2007-01-10",120.82
"7","2007-01-11",124.860001
"8","2007-01-12",124.610001
"9","2007-01-16",123.739998
"10","2007-01-17",123.559998
"11","2007-01-18",123.870003
"12","2007-01-19",125.089996
"13","2007-01-22",124.709999
"14","2007-01-23",124.949997
"15","2007-01-24",125.519997
"16","2007-01-25",124.440002
"17","2007-01-26",124.75
"18","2007-01-29",124.519997
"19","2007-01-30",123.389999
"20","2007-01-31",125.629997
"21","2007-02-01",126.739998
"22","2007-02-02",126.849998
"23","2007-02-05",126.410004
"24","2007-02-06",127.449997
"25","2007-02-07",127.349998
"26","2007-02-08",126.620003
"27","2007-02-09",125.559998
"28","2007-02-12",126.699997
"29","2007-02-13",127.559998
"30","2007-02-14",127.790001
"31","2007-02-15",127.489998
"32","2007-02-16",126.82
"33","2007-02-20",127.959999
"34","2007-02-21",128.270004
"35","2007-02-22",129.830002
"36","2007-02-23",131
"37","2007-02-26",131.410004
"38","2007-02-27",124
"39","2007-02-28",125.459999
"40","2007-03-01",124.800003
"41","2007-03-02",122.529999
"42","2007-03-05",121.57
"43","2007-03-06",123.699997
"44","2007-03-07",125.669998
"45","2007-03-08",126.309998
"46","2007-03-09",127.279999
"47","2007-03-12",127.339996
"48","2007-03-13",125.580002
"49","2007-03-14",124.32
"50","2007-03-15",125.059998
"51","2007-03-16",124.599998
"52","2007-03-19",125.010002
"53","2007-03-20",126.470001
"54","2007-03-21",127.410004
"55","2007-03-22",128.100006
"56","2007-03-23",129.059998
"57","2007-03-26",129.020004
"58","2007-03-27",128.679993
"59","2007-03-28",127.529999
"60","2007-03-29",127.68
"61","2007-03-30",128.139999
"62","2007-04-02",128.979996
"63","2007-04-03",129.339996
"64","2007-04-04",129.380005
"65","2007-04-05",129.630005
"66","2007-04-09",130.179993
"67","2007-04-10",130.419998
"68","2007-04-11",130.419998
"69","2007-04-12",130.820007
"70","2007-04-13",130.610001
"71","2007-04-16",132.539993
"72","2007-04-17",131.929993
"73","2007-04-18",131.649994
"74","2007-04-19",132.009995
"75","2007-04-20",133.729996
"76","2007-04-23",134.110001
"77","2007-04-24",133.570007
"78","2007-04-25",135.490005
"79","2007-04-26",133.880005
"80","2007-04-27",133.190002
"81","2007-04-30",133.039993
"82","2007-05-01",133.5
"83","2007-05-02",132.710007
"84","2007-05-03",132.979996
"85","2007-05-04",132.300003
"86","2007-05-07",132.520004
"87","2007-05-08",132.460007
"88","2007-05-09",135.100006
"89","2007-05-10",133.669998
"90","2007-05-11",134.800003
"91","2007-05-14",133.690002
"92","2007-05-15",130.259995
"93","2007-05-16",131.669998
"94","2007-05-17",132.850006
"95","2007-05-18",134.509995
"96","2007-05-21",133.990005
"97","2007-05-22",132.110001
"98","2007-05-23",126.330002
"99","2007-05-24",126.010002
"100","2007-05-25",127.029999
"101","2007-05-29",127.599998
"102","2007-05-30",128.570007
"103","2007-05-31",128.630005
"104","2007-06-01",130.089996
"105","2007-06-04",131.789993
"106","2007-06-05",132.169998
"107","2007-06-06",131.699997
"108","2007-06-07",131.440002
"109","2007-06-08",131.679993
"110","2007-06-11",134.419998
"111","2007-06-12",134.210007
"112","2007-06-13",137.740005
"113","2007-06-14",136.610001
"114","2007-06-15",137.389999
"115","2007-06-18",139.309998
"116","2007-06-19",139.199997
"117","2007-06-20",137.720001
"118","2007-06-21",137
"119","2007-06-22",137.089996
"120","2007-06-25",137.039993
"121","2007-06-26",136
"122","2007-06-27",137.190002
"123","2007-06-28",136.919998
