"","date","HCKT"
"237","2007-12-10",4.88
"238","2007-12-11",4.92
"239","2007-12-12",4.73
"240","2007-12-13",4.78
"241","2007-12-14",4.68
"242","2007-12-17",4.26
"243","2007-12-18",4.26
"244","2007-12-19",4.3
"245","2007-12-20",4.34
"246","2007-12-21",4.35
"247","2007-12-24",4.4
"248","2007-12-26",4.63
"249","2007-12-27",4.63
"250","2007-12-28",4.52
"251","2007-12-31",4.84
"252","2008-01-02",4.74
"253","2008-01-03",4.5
"254","2008-01-04",4.32
"255","2008-01-07",4.25
"256","2008-01-08",4.35
"257","2008-01-09",4.36
"258","2008-01-10",4.35
"259","2008-01-11",4.18
"260","2008-01-14",4.24
"261","2008-01-15",3.99
"262","2008-01-16",3.94
"263","2008-01-17",3.75
"264","2008-01-18",3.8
"265","2008-01-22",3.56
"266","2008-01-23",3.8
"267","2008-01-24",3.82
"268","2008-01-25",4.15
"269","2008-01-28",3.97
"270","2008-01-29",4.05
"271","2008-01-30",3.99
"272","2008-01-31",3.93
"273","2008-02-01",3.86
"274","2008-02-04",4
"275","2008-02-05",3.85
"276","2008-02-06",3.87
"277","2008-02-07",3.92
"278","2008-02-08",3.63
"279","2008-02-11",3.6
"280","2008-02-12",3.66
"281","2008-02-13",3.79
"282","2008-02-14",3.95
"283","2008-02-15",3.65
"284","2008-02-19",3.55
"285","2008-02-20",3.5
"286","2008-02-21",3.65
"287","2008-02-22",3.63
"288","2008-02-25",3.52
"289","2008-02-26",3.55
"290","2008-02-27",4.19
"291","2008-02-28",4.14
"292","2008-02-29",4.05
"293","2008-03-03",4.15
"294","2008-03-04",3.94
"295","2008-03-05",3.98
"296","2008-03-06",4.03
"297","2008-03-07",4.1
"298","2008-03-10",4
"299","2008-03-11",4.09
"300","2008-03-12",4.1
"301","2008-03-13",3.95
"302","2008-03-14",3.96
"303","2008-03-17",3.78
"304","2008-03-18",3.62
"305","2008-03-19",3.46
"306","2008-03-20",3.43
"307","2008-03-24",3.37
"308","2008-03-25",3.86
"309","2008-03-26",3.91
"310","2008-03-27",3.9
"311","2008-03-28",3.97
"312","2008-03-31",3.91
"313","2008-04-01",3.97
"314","2008-04-02",4.15
"315","2008-04-03",4.12
"316","2008-04-04",4.12
"317","2008-04-07",4.1
"318","2008-04-08",4.14
"319","2008-04-09",4.1
"320","2008-04-10",4.06
"321","2008-04-11",4.09
"322","2008-04-14",4.02
"323","2008-04-15",3.95
"324","2008-04-16",4.04
"325","2008-04-17",4.02
"326","2008-04-18",4.09
"327","2008-04-21",4.08
"328","2008-04-22",4.07
"329","2008-04-23",4.09
"330","2008-04-24",4.05
"331","2008-04-25",4.02
"332","2008-04-28",4.03
"333","2008-04-29",4
"334","2008-04-30",3.98
"335","2008-05-01",3.99
"336","2008-05-02",3.97
"337","2008-05-05",4.05
"338","2008-05-06",3.98
"339","2008-05-07",3.98
"340","2008-05-08",4.07
"341","2008-05-09",4
"342","2008-05-12",3.99
"343","2008-05-13",4.3
"344","2008-05-14",4.6
"345","2008-05-15",4.65
"346","2008-05-16",4.61
"347","2008-05-19",4.71
"348","2008-05-20",4.73
"349","2008-05-21",4.71
"350","2008-05-22",4.71
"351","2008-05-23",4.82
"352","2008-05-27",4.81
"353","2008-05-28",4.83
"354","2008-05-29",4.92
"355","2008-05-30",5.28
"356","2008-06-02",5.36
"357","2008-06-03",5.55
"358","2008-06-04",5.47
"359","2008-06-05",5.46
"360","2008-06-06",5.37
"361","2008-06-09",5.44
"362","2008-06-10",5.35
"363","2008-06-11",5.15
"364","2008-06-12",5.43
"365","2008-06-13",5.49
"366","2008-06-16",5.58
"367","2008-06-17",5.75
"368","2008-06-18",5.64
"369","2008-06-19",5.73
"370","2008-06-20",5.66
"371","2008-06-23",5.78
"372","2008-06-24",5.82
"373","2008-06-25",5.75
"374","2008-06-26",5.7
"375","2008-06-27",5.57
"376","2008-06-30",5.74
"377","2008-07-01",5.73
"378","2008-07-02",5.47
"379","2008-07-03",5.67
"380","2008-07-07",5.84
"381","2008-07-08",5.98
"382","2008-07-09",6.1
"383","2008-07-10",6.14
"384","2008-07-11",6.19
"385","2008-07-14",6.3
"386","2008-07-15",6.3
"387","2008-07-16",6.34
"388","2008-07-17",5.83
"389","2008-07-18",5.9
"390","2008-07-21",5.94
"391","2008-07-22",6.37
"392","2008-07-23",6.36
"393","2008-07-24",6.35
"394","2008-07-25",6.33
"395","2008-07-28",6.41
"396","2008-07-29",6.37
"397","2008-07-30",6.16
"398","2008-07-31",6.38
"399","2008-08-01",6.3
"400","2008-08-04",5.48
"401","2008-08-05",6.1
"402","2008-08-06",6.02
"403","2008-08-07",6.11
"404","2008-08-08",6.22
"405","2008-08-11",6.28
"406","2008-08-12",6.44
"407","2008-08-13",6.61
"408","2008-08-14",6.53
"409","2008-08-15",6.43
"410","2008-08-18",6.18
"411","2008-08-19",5.98
"412","2008-08-20",6.13
"413","2008-08-21",6.09
"414","2008-08-22",6.1
"415","2008-08-25",5.98
"416","2008-08-26",6.1
"417","2008-08-27",6.16
"418","2008-08-28",6.47
"419","2008-08-29",6.4
"420","2008-09-02",6.18
"421","2008-09-03",6
"422","2008-09-04",5.9
"423","2008-09-05",5.82
"424","2008-09-08",5.96
"425","2008-09-09",5.73
"426","2008-09-10",5.9
"427","2008-09-11",6.1
"428","2008-09-12",5.8
"429","2008-09-15",5.62
"430","2008-09-16",5.95
"431","2008-09-17",5.12
"432","2008-09-18",5.79
"433","2008-09-19",6
"434","2008-09-22",5.88
"435","2008-09-23",5.46
"436","2008-09-24",5.47
"437","2008-09-25",5.64
"438","2008-09-26",5.61
"439","2008-09-29",5.25
"440","2008-09-30",5.44
"441","2008-10-01",5.38
"442","2008-10-02",5.16
"443","2008-10-03",4.81
"444","2008-10-06",4.4
"445","2008-10-07",4.31
"446","2008-10-08",4.05
"447","2008-10-09",3.85
"448","2008-10-10",4.13
"449","2008-10-13",4.74
"450","2008-10-14",4.37
"451","2008-10-15",3.77
"452","2008-10-16",4.09
"453","2008-10-17",4.1
"454","2008-10-20",4.62
"455","2008-10-21",4.11
"456","2008-10-22",3.39
"457","2008-10-23",3.21
"458","2008-10-24",3.07
"459","2008-10-27",2.82
"460","2008-10-28",2.83
"461","2008-10-29",2.72
"462","2008-10-30",2.96
"463","2008-10-31",2.98
"464","2008-11-03",2.97
"465","2008-11-04",3.15
"466","2008-11-05",3
"467","2008-11-06",3.05
"468","2008-11-07",3.14
"469","2008-11-10",3.26
"470","2008-11-11",3.08
"471","2008-11-12",2.86
"472","2008-11-13",2.84
"473","2008-11-14",2.57
"474","2008-11-17",2.43
"475","2008-11-18",2.22
"476","2008-11-19",2.36
"477","2008-11-20",2.31
"478","2008-11-21",2.5
"479","2008-11-24",2.62
"480","2008-11-25",2.55
"481","2008-11-26",2.84
"482","2008-11-28",2.98
"483","2008-12-01",2.26
"484","2008-12-02",2.68
"485","2008-12-03",2.89
"486","2008-12-04",2.85
"487","2008-12-05",3
"488","2008-12-08",2.91
"489","2008-12-09",2.47
"490","2008-12-10",2.75
"491","2008-12-11",2.44
"492","2008-12-12",2.76
"493","2008-12-15",2.5
"494","2008-12-16",3.08
"495","2008-12-17",2.68
"496","2008-12-18",2.7
"497","2008-12-19",2.87
"498","2008-12-22",2.62
"499","2008-12-23",2.63
"500","2008-12-24",2.62
"501","2008-12-26",2.64
"502","2008-12-29",2.56
"503","2008-12-30",2.68
"504","2008-12-31",2.92
"505","2009-01-02",2.87
"506","2009-01-05",2.54
"507","2009-01-06",2.98
"508","2009-01-07",3.21
"509","2009-01-08",3.38
"510","2009-01-09",2.67
"511","2009-01-12",2.65
"512","2009-01-13",2.7
"513","2009-01-14",2.5
"514","2009-01-15",2.66
"515","2009-01-16",2.93
"516","2009-01-20",2.62
"517","2009-01-21",2.96
"518","2009-01-22",2.64
"519","2009-01-23",2.65
"520","2009-01-26",2.72
"521","2009-01-27",2.75
"522","2009-01-28",2.93
"523","2009-01-29",3.09
"524","2009-01-30",2.81
"525","2009-02-02",2.75
"526","2009-02-03",2.9
"527","2009-02-04",2.74
"528","2009-02-05",2.78
"529","2009-02-06",2.82
"530","2009-02-09",2.68
"531","2009-02-10",2.55
"532","2009-02-11",2.44
"533","2009-02-12",2.58
"534","2009-02-13",2.59
"535","2009-02-17",2.5
"536","2009-02-18",2.47
"537","2009-02-19",2.5
"538","2009-02-20",2.55
"539","2009-02-23",2.44
"540","2009-02-24",2.63
"541","2009-02-25",2.36
"542","2009-02-26",2.48
"543","2009-02-27",2.56
"544","2009-03-02",2.28
"545","2009-03-03",2.26
"546","2009-03-04",2.46
"547","2009-03-05",1.98
"548","2009-03-06",2.25
"549","2009-03-09",2.02
"550","2009-03-10",2.18
"551","2009-03-11",2.01
"552","2009-03-12",2.03
"553","2009-03-13",1.93
"554","2009-03-16",1.95
"555","2009-03-17",2
"556","2009-03-18",1.95
"557","2009-03-19",1.94
"558","2009-03-20",1.78
"559","2009-03-23",2.18
"560","2009-03-24",1.97
"561","2009-03-25",2.01
"562","2009-03-26",2.05
"563","2009-03-27",1.88
"564","2009-03-30",1.9
"565","2009-03-31",2.02
"566","2009-04-01",2.04
"567","2009-04-02",2.39
"568","2009-04-03",2.5
"569","2009-04-06",2.41
"570","2009-04-07",2.17
"571","2009-04-08",2.34
"572","2009-04-09",2.55
"573","2009-04-13",2.45
"574","2009-04-14",2.25
"575","2009-04-15",2.26
"576","2009-04-16",2.43
"577","2009-04-17",2.4
"578","2009-04-20",2.25
"579","2009-04-21",2.18
"580","2009-04-22",2.16
"581","2009-04-23",2.12
"582","2009-04-24",2.14
"583","2009-04-27",2.09
"584","2009-04-28",2.15
"585","2009-04-29",2.27
"586","2009-04-30",2.25
"587","2009-05-01",2.19
"588","2009-05-04",2.21
"589","2009-05-05",2.21
"590","2009-05-06",2.29
"591","2009-05-07",2.2
"592","2009-05-08",2.25
"593","2009-05-11",2.37
"594","2009-05-12",2.18
"595","2009-05-13",2.08
"596","2009-05-14",2.08
"597","2009-05-15",2.07
"598","2009-05-18",2.09
"599","2009-05-19",2.16
"600","2009-05-20",2.05
"601","2009-05-21",2.04
"602","2009-05-22",2.02
"603","2009-05-26",2.15
"604","2009-05-27",2.12
"605","2009-05-28",2
"606","2009-05-29",2.34
"607","2009-06-01",2.24
"608","2009-06-02",2.32
"609","2009-06-03",2.15
"610","2009-06-04",2.15
"611","2009-06-05",2.15
"612","2009-06-08",2.13
"613","2009-06-09",2.16
"614","2009-06-10",2.16
"615","2009-06-11",2.21
"616","2009-06-12",2.36
"617","2009-06-15",2.24
"618","2009-06-16",2.2
"619","2009-06-17",2.25
"620","2009-06-18",2.28
"621","2009-06-19",2.25
"622","2009-06-22",2.16
"623","2009-06-23",2.22
"624","2009-06-24",2.23
"625","2009-06-25",2.24
"626","2009-06-26",2.31
"627","2009-06-29",2.31
"628","2009-06-30",2.33
"629","2009-07-01",2.47
"630","2009-07-02",2.48
"631","2009-07-06",2.45
"632","2009-07-07",2.4
"633","2009-07-08",2.39
"634","2009-07-09",2.42
"635","2009-07-10",2.27
"636","2009-07-13",2.4
"637","2009-07-14",2.32
"638","2009-07-15",2.55
"639","2009-07-16",2.58
"640","2009-07-17",2.48
"641","2009-07-20",2.58
"642","2009-07-21",2.58
"643","2009-07-22",2.64
"644","2009-07-23",3
"645","2009-07-24",2.98
"646","2009-07-27",3.03
"647","2009-07-28",3.09
"648","2009-07-29",3.03
"649","2009-07-30",3.05
"650","2009-07-31",3.04
"651","2009-08-03",2.97
"652","2009-08-04",3.06
"653","2009-08-05",3.01
"654","2009-08-06",2.92
"655","2009-08-07",3.01
"656","2009-08-10",3.18
"657","2009-08-11",3.06
"658","2009-08-12",2.99
"659","2009-08-13",2.83
"660","2009-08-14",2.55
"661","2009-08-17",2.48
"662","2009-08-18",2.46
"663","2009-08-19",2.57
"664","2009-08-20",2.57
"665","2009-08-21",2.77
"666","2009-08-24",2.71
"667","2009-08-25",2.65
"668","2009-08-26",2.65
"669","2009-08-27",2.66
"670","2009-08-28",2.64
"671","2009-08-31",2.62
"672","2009-09-01",2.68
"673","2009-09-02",2.68
"674","2009-09-03",2.65
"675","2009-09-04",2.85
"676","2009-09-08",2.82
"677","2009-09-09",2.92
"678","2009-09-10",2.95
"679","2009-09-11",3
"680","2009-09-14",3.03
"681","2009-09-15",3.02
"682","2009-09-16",3.03
"683","2009-09-17",3.09
"684","2009-09-18",3.04
"685","2009-09-21",2.98
"686","2009-09-22",3.05
"687","2009-09-23",3.1
"688","2009-09-24",2.99
"689","2009-09-25",3.01
"690","2009-09-28",3.19
"691","2009-09-29",3.03
"692","2009-09-30",2.9
"693","2009-10-01",2.65
"694","2009-10-02",2.78
"695","2009-10-05",2.83
"696","2009-10-06",3.01
"697","2009-10-07",2.93
"698","2009-10-08",3.06
"699","2009-10-09",3.19
"700","2009-10-12",3.08
"701","2009-10-13",3.1
"702","2009-10-14",3.36
"703","2009-10-15",3.27
"704","2009-10-16",3.25
"705","2009-10-19",3.26
"706","2009-10-20",3.25
"707","2009-10-21",3.41
"708","2009-10-22",3.49
"709","2009-10-23",3.38
"710","2009-10-26",3.38
"711","2009-10-27",3.39
"712","2009-10-28",3.35
"713","2009-10-29",3.33
"714","2009-10-30",3.12
"715","2009-11-02",3.14
"716","2009-11-03",3.13
"717","2009-11-04",3.08
"718","2009-11-05",3.31
"719","2009-11-06",3.33
"720","2009-11-09",3.48
"721","2009-11-10",3.76
"722","2009-11-11",3.26
"723","2009-11-12",2.96
"724","2009-11-13",2.88
"725","2009-11-16",3.12
"726","2009-11-17",2.97
"727","2009-11-18",3.02
"728","2009-11-19",2.89
"729","2009-11-20",3
"730","2009-11-23",3.01
"731","2009-11-24",2.98
"732","2009-11-25",2.9
"733","2009-11-27",2.71
"734","2009-11-30",2.66
"735","2009-12-01",2.77
"736","2009-12-02",2.78
"737","2009-12-03",2.62
"738","2009-12-04",2.92
"739","2009-12-07",3.02
"740","2009-12-08",2.96
"741","2009-12-09",2.88
"742","2009-12-10",2.67
"743","2009-12-11",2.72
"744","2009-12-14",2.75
"745","2009-12-15",2.71
"746","2009-12-16",2.69
"747","2009-12-17",2.64
"748","2009-12-18",2.71
"749","2009-12-21",2.82
"750","2009-12-22",2.75
"751","2009-12-23",2.81
"752","2009-12-24",2.75
"753","2009-12-28",2.79
"754","2009-12-29",2.68
"755","2009-12-30",2.84
"756","2009-12-31",2.78
"757","2010-01-04",2.82
"758","2010-01-05",2.64
"759","2010-01-06",2.57
"760","2010-01-07",2.67
"761","2010-01-08",2.63
"762","2010-01-11",2.7
"763","2010-01-12",2.63
"764","2010-01-13",2.68
"765","2010-01-14",2.7
"766","2010-01-15",2.61
"767","2010-01-19",2.63
"768","2010-01-20",2.61
"769","2010-01-21",2.59
"770","2010-01-22",2.53
"771","2010-01-25",2.54
"772","2010-01-26",2.51
"773","2010-01-27",2.57
"774","2010-01-28",2.48
"775","2010-01-29",2.32
"776","2010-02-01",2.65
"777","2010-02-02",2.6
"778","2010-02-03",2.62
"779","2010-02-04",2.5
"780","2010-02-05",2.54
"781","2010-02-08",2.39
"782","2010-02-09",2.46
"783","2010-02-10",2.52
"784","2010-02-11",2.63
"785","2010-02-12",2.53
"786","2010-02-16",2.59
"787","2010-02-17",2.69
"788","2010-02-18",2.73
"789","2010-02-19",2.67
"790","2010-02-22",2.72
"791","2010-02-23",2.74
"792","2010-02-24",2.71
"793","2010-02-25",2.75
"794","2010-02-26",2.75
"795","2010-03-01",2.76
"796","2010-03-02",2.83
"797","2010-03-03",2.83
"798","2010-03-04",2.86
"799","2010-03-05",2.92
"800","2010-03-08",2.94
"801","2010-03-09",2.93
"802","2010-03-10",2.87
"803","2010-03-11",2.82
"804","2010-03-12",2.84
"805","2010-03-15",2.83
"806","2010-03-16",2.85
"807","2010-03-17",2.82
"808","2010-03-18",2.82
"809","2010-03-19",2.85
"810","2010-03-22",2.87
"811","2010-03-23",2.89
"812","2010-03-24",2.88
"813","2010-03-25",2.89
"814","2010-03-26",2.88
"815","2010-03-29",2.99
"816","2010-03-30",3
"817","2010-03-31",2.78
"818","2010-04-01",2.91
"819","2010-04-05",2.98
"820","2010-04-06",2.91
"821","2010-04-07",2.88
"822","2010-04-08",2.9
"823","2010-04-09",2.9
"824","2010-04-12",2.92
"825","2010-04-13",2.89
"826","2010-04-14",2.94
"827","2010-04-15",2.97
"828","2010-04-16",2.98
"829","2010-04-19",2.9
"830","2010-04-20",2.93
"831","2010-04-21",2.9
"832","2010-04-22",2.95
"833","2010-04-23",2.95
"834","2010-04-26",2.95
"835","2010-04-27",2.88
"836","2010-04-28",2.89
"837","2010-04-29",2.94
"838","2010-04-30",2.81
"839","2010-05-03",2.88
"840","2010-05-04",2.81
"841","2010-05-05",2.81
"842","2010-05-06",2.73
"843","2010-05-07",2.73
"844","2010-05-10",2.76
"845","2010-05-11",2.81
"846","2010-05-12",3.38
"847","2010-05-13",3.38
"848","2010-05-14",3.34
"849","2010-05-17",3.56
"850","2010-05-18",3.72
"851","2010-05-19",3.63
"852","2010-05-20",3.36
"853","2010-05-21",3.24
"854","2010-05-24",3.3
"855","2010-05-25",3.24
"856","2010-05-26",3.25
"857","2010-05-27",3.39
"858","2010-05-28",3.38
"859","2010-06-01",3.35
"860","2010-06-02",3.39
"861","2010-06-03",3.44
"862","2010-06-04",3.31
"863","2010-06-07",3.05
"864","2010-06-08",3.01
"865","2010-06-09",2.94
"866","2010-06-10",3.07
"867","2010-06-11",3.09
"868","2010-06-14",3.06
"869","2010-06-15",3.17
"870","2010-06-16",3.11
"871","2010-06-17",3.09
"872","2010-06-18",3.03
"873","2010-06-21",3.02
"874","2010-06-22",2.94
"875","2010-06-23",2.91
"876","2010-06-24",2.85
"877","2010-06-25",2.82
"878","2010-06-28",2.92
"879","2010-06-29",2.81
"880","2010-06-30",2.81
"881","2010-07-01",2.87
"882","2010-07-02",2.85
"883","2010-07-06",2.89
"884","2010-07-07",2.9
"885","2010-07-08",2.9
"886","2010-07-09",2.91
"887","2010-07-12",2.88
"888","2010-07-13",2.97
"889","2010-07-14",2.95
"890","2010-07-15",2.88
"891","2010-07-16",2.87
"892","2010-07-19",2.82
"893","2010-07-20",2.85
"894","2010-07-21",2.79
"895","2010-07-22",2.88
"896","2010-07-23",3.01
"897","2010-07-26",3.11
"898","2010-07-27",3.09
"899","2010-07-28",3.09
"900","2010-07-29",3.11
"901","2010-07-30",3.14
"902","2010-08-02",3.21
"903","2010-08-03",3.19
"904","2010-08-04",3.28
"905","2010-08-05",3.2
"906","2010-08-06",3.16
"907","2010-08-09",3.16
"908","2010-08-10",3.08
"909","2010-08-11",3.34
"910","2010-08-12",3.62
"911","2010-08-13",3.55
"912","2010-08-16",3.73
"913","2010-08-17",3.94
"914","2010-08-18",4.13
"915","2010-08-19",3.68
"916","2010-08-20",3.65
"917","2010-08-23",3.62
"918","2010-08-24",3.71
"919","2010-08-25",3.92
"920","2010-08-26",3.85
"921","2010-08-27",4.05
"922","2010-08-30",3.89
"923","2010-08-31",3.96
"924","2010-09-01",4.06
"925","2010-09-02",4.06
"926","2010-09-03",4.11
"927","2010-09-07",3.97
"928","2010-09-08",4.04
"929","2010-09-09",4.21
"930","2010-09-10",4.22
"931","2010-09-13",4.1
"932","2010-09-14",3.98
"933","2010-09-15",4.05
"934","2010-09-16",3.95
"935","2010-09-17",4.01
"936","2010-09-20",4.01
"937","2010-09-21",4
"938","2010-09-22",4.02
"939","2010-09-23",3.87
"940","2010-09-24",4.04
"941","2010-09-27",4.01
"942","2010-09-28",4.05
"943","2010-09-29",4.22
"944","2010-09-30",4.13
"945","2010-10-01",4.11
"946","2010-10-04",4.02
"947","2010-10-05",4.19
"948","2010-10-06",4.2
"949","2010-10-07",4.18
"950","2010-10-08",4.2
"951","2010-10-11",4.15
"952","2010-10-12",4.11
"953","2010-10-13",4.16
"954","2010-10-14",4.14
"955","2010-10-15",4.03
"956","2010-10-18",4.01
"957","2010-10-19",3.95
"958","2010-10-20",4.01
"959","2010-10-21",3.95
"960","2010-10-22",3.95
"961","2010-10-25",3.95
"962","2010-10-26",4.04
"963","2010-10-27",3.97
"964","2010-10-28",3.87
"965","2010-10-29",3.9
"966","2010-11-01",3.89
"967","2010-11-02",4.07
"968","2010-11-03",4.04
"969","2010-11-04",3.99
"970","2010-11-05",4.13
"971","2010-11-08",4.08
"972","2010-11-09",3.99
"973","2010-11-10",3.81
"974","2010-11-11",3.65
"975","2010-11-12",3.56
"976","2010-11-15",3.61
"977","2010-11-16",3.57
"978","2010-11-17",3.63
"979","2010-11-18",3.7
"980","2010-11-19",3.62
"981","2010-11-22",3.56
"982","2010-11-23",3.5
"983","2010-11-24",3.52
"984","2010-11-26",3.5
"985","2010-11-29",3.6
"986","2010-11-30",3.52
"987","2010-12-01",3.52
"988","2010-12-02",3.57
"989","2010-12-03",3.56
"990","2010-12-06",3.54
"991","2010-12-07",3.52
"992","2010-12-08",3.47
"993","2010-12-09",3.52
"994","2010-12-10",3.54
"995","2010-12-13",3.5
"996","2010-12-14",3.51
"997","2010-12-15",3.49
"998","2010-12-16",3.5
"999","2010-12-17",3.55
"1000","2010-12-20",3.52
