"","date","PLUS"
"1","2007-01-03",5.245
"2","2007-01-04",5.27
"3","2007-01-05",5.17
"4","2007-01-08",5.195
"5","2007-01-09",5.18
"6","2007-01-10",5.175
"7","2007-01-11",5.195
"8","2007-01-12",5.205
"9","2007-01-16",5.3
"10","2007-01-17",5.34
"11","2007-01-18",5.35
"12","2007-01-19",5.355
"13","2007-01-22",5.46
"14","2007-01-23",5.475
"15","2007-01-24",5.5
"16","2007-01-25",5.5
"17","2007-01-26",5.525
"18","2007-01-29",5.545
"19","2007-01-30",5.475
"20","2007-01-31",5.57
"21","2007-02-01",5.62
"22","2007-02-02",5.62
"23","2007-02-05",5.56
"24","2007-02-06",5.48
"25","2007-02-07",5.46
"26","2007-02-08",5.385
"27","2007-02-09",5.445
"28","2007-02-12",5.405
"29","2007-02-13",5.475
"30","2007-02-14",5.4
"31","2007-02-15",5.445
"32","2007-02-16",5.495
"33","2007-02-20",5.5
"34","2007-02-21",5.48
"35","2007-02-22",5.46
"36","2007-02-23",5.315
"37","2007-02-26",5.4
"38","2007-02-27",5.345
"39","2007-02-28",5.37
"40","2007-03-01",5.355
"41","2007-03-02",5.355
"42","2007-03-05",5.3
"43","2007-03-06",5.305
"44","2007-03-07",5.365
"45","2007-03-08",5.4
"46","2007-03-09",5.375
"47","2007-03-12",5.305
"48","2007-03-13",5.28
"49","2007-03-14",5.455
"50","2007-03-15",5.305
"51","2007-03-16",5.365
"52","2007-03-19",5.445
"53","2007-03-20",5.5
"54","2007-03-21",5.425
"55","2007-03-22",5.31
"56","2007-03-23",5.295
"57","2007-03-26",5.45
"58","2007-03-27",5.335
"59","2007-03-28",5.305
"60","2007-03-29",5.345
"61","2007-03-30",5.29
"62","2007-04-02",5.285
"63","2007-04-03",5.315
"64","2007-04-04",5.31
"65","2007-04-05",5.25
"66","2007-04-09",5.23
"67","2007-04-10",5.175
"68","2007-04-11",4.925
"69","2007-04-12",4.77
"70","2007-04-13",4.915
"71","2007-04-16",5.075
"72","2007-04-17",5.3
"73","2007-04-18",5.14
"74","2007-04-19",5.15
"75","2007-04-20",5.45
"76","2007-04-23",5.25
"77","2007-04-24",5.355
"78","2007-04-25",5.375
"79","2007-04-26",5.38
"80","2007-04-27",5.365
"81","2007-04-30",5.26
"82","2007-05-01",5.25
"83","2007-05-02",4.965
"84","2007-05-03",4.92
"85","2007-05-04",4.875
"86","2007-05-07",4.83
"87","2007-05-08",4.795
"88","2007-05-09",4.715
"89","2007-05-10",4.66
"90","2007-05-11",4.735
"91","2007-05-14",4.86
"92","2007-05-15",4.955
"93","2007-05-16",4.905
"94","2007-05-17",5
"95","2007-05-18",4.98
"96","2007-05-21",4.96
"97","2007-05-22",4.975
"98","2007-05-23",5.01
"99","2007-05-24",5.025
"100","2007-05-25",4.975
"101","2007-05-29",4.94
"102","2007-05-30",5.045
"103","2007-05-31",4.87
"104","2007-06-01",4.885
"105","2007-06-04",5.01
"106","2007-06-05",4.985
"107","2007-06-06",4.95
"108","2007-06-07",4.895
"109","2007-06-08",4.875
"110","2007-06-11",4.855
"111","2007-06-12",4.855
"112","2007-06-13",4.8
"113","2007-06-14",4.81
"114","2007-06-15",4.79
"115","2007-06-18",4.74
"116","2007-06-19",4.72
"117","2007-06-20",4.665
"118","2007-06-21",4.75
"119","2007-06-22",4.75
"120","2007-06-25",4.72
"121","2007-06-26",4.7
"122","2007-06-27",4.81
"123","2007-06-28",4.9
"124","2007-06-29",4.865
"125","2007-07-02",4.95
"126","2007-07-03",4.935
"127","2007-07-05",4.945
"128","2007-07-06",4.93
"129","2007-07-09",4.94
"130","2007-07-10",4.9
"131","2007-07-11",4.905
"132","2007-07-12",4.935
"133","2007-07-13",4.94
"134","2007-07-16",4.92
"135","2007-07-17",4.86
"136","2007-07-18",4.895
"137","2007-07-19",3.815
"138","2007-07-20",4.265
"139","2007-07-23",4.325
"140","2007-07-24",4.5
"141","2007-07-25",4.5
"142","2007-07-26",4.65
"143","2007-07-27",4.625
"144","2007-07-30",4.625
"145","2007-07-31",4.625
"146","2007-08-01",4.625
"147","2007-08-02",4.5
"148","2007-08-03",4.35
"149","2007-08-06",4.05
"150","2007-08-07",4.175
"151","2007-08-08",4.25
"152","2007-08-09",4.25
"153","2007-08-10",4.125
"154","2007-08-13",4.125
"155","2007-08-14",4
"156","2007-08-15",3.92
"157","2007-08-16",3.4
"158","2007-08-17",3.375
"159","2007-08-20",3.55
"160","2007-08-21",3.5
"161","2007-08-22",3.5
"162","2007-08-23",3.55
"163","2007-08-24",3.6
"164","2007-08-27",3.51
"165","2007-08-28",3.475
"166","2007-08-29",3.525
"167","2007-08-30",3.525
"168","2007-08-31",3.625
"169","2007-09-04",3.75
"170","2007-09-05",3.875
"171","2007-09-06",4
"172","2007-09-07",3.95
"173","2007-09-10",4.25
"174","2007-09-11",4.3
"175","2007-09-12",4.375
"176","2007-09-13",4.37
"177","2007-09-14",4.425
"178","2007-09-17",4.4
"179","2007-09-18",4.5
"180","2007-09-19",4.55
"181","2007-09-20",4.65
"182","2007-09-21",4.7
"183","2007-09-24",4.525
"184","2007-09-25",4.375
"185","2007-09-26",4.3
"186","2007-09-27",4.3
"187","2007-09-28",4.4
"188","2007-10-01",4.39
"189","2007-10-02",4.475
"190","2007-10-03",4.6
"191","2007-10-04",4.65
"192","2007-10-05",4.875
"193","2007-10-08",4.875
"194","2007-10-09",5.1
"195","2007-10-10",5.1
"196","2007-10-11",5.125
"197","2007-10-12",5.125
"198","2007-10-15",4.875
"199","2007-10-16",5
"200","2007-10-17",4.9
"201","2007-10-18",5.12
"202","2007-10-19",4.95
"203","2007-10-22",5
"204","2007-10-23",5.05
"205","2007-10-24",5.125
"206","2007-10-25",5.15
"207","2007-10-26",5.25
"208","2007-10-29",5.275
"209","2007-10-30",5.15
"210","2007-10-31",5.24
"211","2007-11-01",5.25
"212","2007-11-02",5.25
"213","2007-11-05",4.9
"214","2007-11-06",4.9
"215","2007-11-07",5.265
"216","2007-11-08",4.8
"217","2007-11-09",5.1
"218","2007-11-12",5.1
"219","2007-11-13",5.05
"220","2007-11-14",5.2
"221","2007-11-15",5.25
"222","2007-11-16",5.25
"223","2007-11-19",5.15
"224","2007-11-20",5.15
"225","2007-11-21",5.245
"226","2007-11-23",5.245
"227","2007-11-26",5.245
"228","2007-11-27",5.19
"229","2007-11-28",5.225
"230","2007-11-29",5.245
"231","2007-11-30",5.245
"232","2007-12-03",5.24
"233","2007-12-04",5.245
"234","2007-12-05",5.1
"235","2007-12-06",5.025
"236","2007-12-07",5
"237","2007-12-10",5
"238","2007-12-11",4.95
"239","2007-12-12",4.875
"240","2007-12-13",4.6
"241","2007-12-14",4.525
"242","2007-12-17",4.5
"243","2007-12-18",4.525
"244","2007-12-19",4.5
"245","2007-12-20",4.5
"246","2007-12-21",4.5
"247","2007-12-24",4.5
"248","2007-12-26",4.545
"249","2007-12-27",4.52
"250","2007-12-28",4.425
"251","2007-12-31",4.835
"252","2008-01-02",4.625
"253","2008-01-03",4.625
"254","2008-01-04",4.6
"255","2008-01-07",4.375
"256","2008-01-08",4.45
"257","2008-01-09",4.625
"258","2008-01-10",4.625
"259","2008-01-11",4.5
"260","2008-01-14",4.68
"261","2008-01-15",4.775
"262","2008-01-16",4.625
"263","2008-01-17",4.6
"264","2008-01-18",4.6
"265","2008-01-22",4.55
"266","2008-01-23",4.55
"267","2008-01-24",4.5
"268","2008-01-25",4.5
"269","2008-01-28",4.56
"270","2008-01-29",4.725
"271","2008-01-30",4.9
"272","2008-01-31",4.915
"273","2008-02-01",4.855
"274","2008-02-04",4.855
"275","2008-02-05",4.855
"276","2008-02-06",4.745
"277","2008-02-07",4.375
"278","2008-02-08",4.75
"279","2008-02-11",4.8
"280","2008-02-12",5
"281","2008-02-13",5
"282","2008-02-14",4.905
"283","2008-02-15",5.005
"284","2008-02-19",5
"285","2008-02-20",5.095
"286","2008-02-21",5.085
"287","2008-02-22",5.085
"288","2008-02-25",5.09
"289","2008-02-26",4.995
"290","2008-02-27",5.09
"291","2008-02-28",5
"292","2008-02-29",5
"293","2008-03-03",5.09
"294","2008-03-04",4.75
"295","2008-03-05",4.75
"296","2008-03-06",4.45
"297","2008-03-07",4.55
"298","2008-03-10",4.375
"299","2008-03-11",4.7
"300","2008-03-12",4.7
"301","2008-03-13",4.55
"302","2008-03-14",4.725
"303","2008-03-17",4.55
"304","2008-03-18",4.625
"305","2008-03-19",4.625
"306","2008-03-20",4.675
"307","2008-03-24",4.5
"308","2008-03-25",4.625
"309","2008-03-26",4.545
"310","2008-03-27",4.62
"311","2008-03-28",4.5
"312","2008-03-31",4.6
"313","2008-04-01",4.75
"314","2008-04-02",4.775
"315","2008-04-03",4.8
"316","2008-04-04",4.825
"317","2008-04-07",5
"318","2008-04-08",5.35
"319","2008-04-09",5.4
"320","2008-04-10",5.425
"321","2008-04-11",5.4
"322","2008-04-14",5.325
"323","2008-04-15",5.375
"324","2008-04-16",6
"325","2008-04-17",6.625
"326","2008-04-18",6.65
"327","2008-04-21",6.5
"328","2008-04-22",6.375
"329","2008-04-23",6.5
"330","2008-04-24",6.5
"331","2008-04-25",6.625
"332","2008-04-28",6.8
"333","2008-04-29",6.685
"334","2008-04-30",6.695
"335","2008-05-01",6.695
"336","2008-05-02",6.575
"337","2008-05-05",6.5
"338","2008-05-06",6.355
"339","2008-05-07",6.38
"340","2008-05-08",6.4
"341","2008-05-09",6.375
"342","2008-05-12",6.075
"343","2008-05-13",6.17
"344","2008-05-14",6.05
"345","2008-05-15",6.125
"346","2008-05-16",6.025
"347","2008-05-19",6
