"","date","VFC"
"1","2007-01-03",19.251413
"2","2007-01-04",19.359699
"3","2007-01-05",19.227873
"4","2007-01-08",19.180792
"5","2007-01-09",19.291431
"6","2007-01-10",19.136065
"7","2007-01-11",19.147835
"8","2007-01-12",19.03484
"9","2007-01-16",19.169022
"10","2007-01-17",19.326742
"11","2007-01-18",19.237288
"12","2007-01-19",19.077213
"13","2007-01-22",18.914783
"14","2007-01-23",17.999058
"15","2007-01-24",18.152071
"16","2007-01-25",17.61064
"17","2007-01-26",17.419962
"18","2007-01-29",17.419962
"19","2007-01-30",17.556498
"20","2007-01-31",17.86017
"21","2007-02-01",18.027308
"22","2007-02-02",17.919022
"23","2007-02-05",18.215631
"24","2007-02-06",18.323917
"25","2007-02-07",17.933146
"26","2007-02-08",17.999058
"27","2007-02-09",17.916666
"28","2007-02-12",17.937853
"29","2007-02-13",18.182674
"30","2007-02-14",18.11676
"31","2007-02-15",18.305084
"32","2007-02-16",18.248587
"33","2007-02-20",18.629944
"34","2007-02-21",18.830038
"35","2007-02-22",18.945387
"36","2007-02-23",18.940678
"37","2007-02-26",18.898306
"38","2007-02-27",18.665255
"39","2007-02-28",18.764124
"40","2007-03-01",18.754707
"41","2007-03-02",18.641714
"42","2007-03-05",18.679379
"43","2007-03-06",18.808851
"44","2007-03-07",18.747646
"45","2007-03-08",18.968927
"46","2007-03-09",19.03484
"47","2007-03-12",18.985405
"48","2007-03-13",18.950094
"49","2007-03-14",19.016008
"50","2007-03-15",19.136065
"51","2007-03-16",19.011299
"52","2007-03-19",19.100754
"53","2007-03-20",19.211393
"54","2007-03-21",19.314972
"55","2007-03-22",19.289078
"56","2007-03-23",19.449152
"57","2007-03-26",19.484463
"58","2007-03-27",19.435028
"59","2007-03-28",19.36676
"60","2007-03-29",19.373823
"61","2007-03-30",19.449152
"62","2007-04-02",19.595104
"63","2007-04-03",19.86582
"64","2007-04-04",20.223635
"65","2007-04-05",20.197741
"66","2007-04-09",20.068268
"67","2007-04-10",20.195387
"68","2007-04-11",20.047081
"69","2007-04-12",20.280132
"70","2007-04-13",20.084745
"71","2007-04-16",20.221281
"72","2007-04-17",20.193031
"73","2007-04-18",20.143597
"74","2007-04-19",19.891714
"75","2007-04-20",20.075329
"76","2007-04-23",20.207157
"77","2007-04-24",20.880415
"78","2007-04-25",20.967514
"79","2007-04-26",20.830978
"80","2007-04-27",20.720339
"81","2007-04-30",20.670904
"82","2007-05-01",20.200094
"83","2007-05-02",20.306026
"84","2007-05-03",20.355461
"85","2007-05-04",20.343691
"86","2007-05-07",20.435499
"87","2007-05-08",20.411959
"88","2007-05-09",20.715631
"89","2007-05-10",20.776836
"90","2007-05-11",20.786253
"91","2007-05-14",20.816854
"92","2007-05-15",20.823917
"93","2007-05-16",20.845104
"94","2007-05-17",21.172316
"95","2007-05-18",21.311205
"96","2007-05-21",21.478342
"97","2007-05-22",21.73258
"98","2007-05-23",21.791431
"99","2007-05-24",21.70904
"100","2007-05-25",21.706686
"101","2007-05-29",21.784369
"102","2007-05-30",21.986816
"103","2007-05-31",22.076271
"104","2007-06-01",22.158663
"105","2007-06-04",22.3258
"106","2007-06-05",22.222221
"107","2007-06-06",21.887947
"108","2007-06-07",21.603107
"109","2007-06-08",21.765537
"110","2007-06-11",21.730227
"111","2007-06-12",21.431261
"112","2007-06-13",21.824389
"113","2007-06-14",21.930321
"114","2007-06-15",22.031544
"115","2007-06-18",22.010357
"116","2007-06-19",22.097458
"117","2007-06-20",21.824389
"118","2007-06-21",21.741997
"119","2007-06-22",21.621941
"120","2007-06-25",21.527779
"121","2007-06-26",21.466572
"122","2007-06-27",21.770245
"123","2007-06-28",21.631355
"124","2007-06-29",21.55838
"125","2007-07-02",21.723164
"126","2007-07-03",21.822035
"127","2007-07-05",21.897364
"128","2007-07-06",22.048023
"129","2007-07-09",22.092749
"130","2007-07-10",21.706686
"131","2007-07-11",21.935028
"132","2007-07-12",22.330509
"133","2007-07-13",22.248117
"134","2007-07-16",22.269302
"135","2007-07-17",22.516478
"136","2007-07-18",22.290489
"137","2007-07-19",21.57486
"138","2007-07-20",21.315914
"139","2007-07-23",21.174671
"140","2007-07-24",20.875706
"141","2007-07-25",20.838041
"142","2007-07-26",20.393126
"143","2007-07-27",20.301319
"144","2007-07-30",20.539078
"145","2007-07-31",20.195387
"146","2007-08-01",20.329567
"147","2007-08-02",20.572035
"148","2007-08-03",20.355461
"149","2007-08-06",20.927496
"150","2007-08-07",21.902071
"151","2007-08-08",21.899717
"152","2007-08-09",21.504238
"153","2007-08-10",21.021658
"154","2007-08-13",20.689735
"155","2007-08-14",20.021187
"156","2007-08-15",19.192562
"157","2007-08-16",18.978342
"158","2007-08-17",19.493879
"159","2007-08-20",19.491526
"160","2007-08-21",19.362053
"161","2007-08-22",19.277308
"162","2007-08-23",19.449152
"163","2007-08-24",19.451506
"164","2007-08-27",19.159605
"165","2007-08-28",18.472221
"166","2007-08-29",18.931261
"167","2007-08-30",18.714689
"168","2007-08-31",18.797081
"169","2007-09-04",19.303202
"170","2007-09-05",19.117231
"171","2007-09-06",19.176083
"172","2007-09-07",18.907721
"173","2007-09-10",18.589924
"174","2007-09-11",19.079567
"175","2007-09-12",19.093691
"176","2007-09-13",19.206686
"177","2007-09-14",19.267891
"178","2007-09-17",19.065443
"179","2007-09-18",19.884651
"180","2007-09-19",20.242468
"181","2007-09-20",19.891714
"182","2007-09-21",19.757532
"183","2007-09-24",19.580978
"184","2007-09-25",19.121941
"185","2007-09-26",19.056026
"186","2007-09-27",19.204332
"187","2007-09-28",19.008945
"188","2007-10-01",19.792843
"189","2007-10-02",19.832863
"190","2007-10-03",19.818739
"191","2007-10-04",19.552731
"192","2007-10-05",19.842279
"193","2007-10-08",19.670433
"194","2007-10-09",19.562147
"195","2007-10-10",19.402071
"196","2007-10-11",18.815914
"197","2007-10-12",18.705273
"198","2007-10-15",18.418079
"199","2007-10-16",19.07015
"200","2007-10-17",18.797081
"201","2007-10-18",19.072504
"202","2007-10-19",19.533897
"203","2007-10-22",19.887005
"204","2007-10-23",19.154896
"205","2007-10-24",19.36676
"206","2007-10-25",19.802259
"207","2007-10-26",19.766949
"208","2007-10-29",20.051788
"209","2007-10-30",20.120056
"210","2007-10-31",20.510828
"211","2007-11-01",19.724577
"212","2007-11-02",19.604519
"213","2007-11-05",19.079567
"214","2007-11-06",19.307909
"215","2007-11-07",18.921846
"216","2007-11-08",18.804144
"217","2007-11-09",18.801788
"218","2007-11-12",18.89595
"219","2007-11-13",19.496233
"220","2007-11-14",19.312618
"221","2007-11-15",18.524012
"222","2007-11-16",18.119116
"223","2007-11-19",17.537664
"224","2007-11-20",17.709511
"225","2007-11-21",17.47646
"226","2007-11-23",17.714218
"227","2007-11-26",17.330509
"228","2007-11-27",17.415255
"229","2007-11-28",17.702448
"230","2007-11-29",17.412901
"231","2007-11-30",17.605932
"232","2007-12-03",17.47646
"233","2007-12-04",17.026836
"234","2007-12-05",17.201036
"235","2007-12-06",17.208097
"236","2007-12-07",16.996233
"237","2007-12-10",17.010357
"238","2007-12-11",16.85499
"239","2007-12-12",16.876177
"240","2007-12-13",16.723164
"241","2007-12-14",16.530132
"242","2007-12-17",16.219397
"243","2007-12-18",16.43597
"244","2007-12-19",17.707157
"245","2007-12-20",17.186911
"246","2007-12-21",17.434086
"247","2007-12-24",17.375235
"248","2007-12-26",17.022127
"249","2007-12-27",16.650188
"250","2007-12-28",16.530132
"251","2007-12-31",16.162901
"252","2008-01-02",15.962806
"253","2008-01-03",15.673258
"254","2008-01-04",15.016479
"255","2008-01-07",15.661488
"256","2008-01-08",15.169492
"257","2008-01-09",16.450094
"258","2008-01-10",16.647835
"259","2008-01-11",16.796139
"260","2008-01-14",16.374765
"261","2008-01-15",15.991055
"262","2008-01-16",15.991055
"263","2008-01-17",15.682674
"264","2008-01-18",16.007532
"265","2008-01-22",17.080978
"266","2008-01-23",17.78484
"267","2008-01-24",17.554144
"268","2008-01-25",17.394068
"269","2008-01-28",17.620056
"270","2008-01-29",17.879002
"271","2008-01-30",17.773069
"272","2008-01-31",18.196798
"273","2008-02-01",18.778248
"274","2008-02-04",17.954332
"275","2008-02-05",17.361111
"276","2008-02-06",18.236816
"277","2008-02-07",18.818268
"278","2008-02-08",18.771187
"279","2008-02-11",19.154896
"280","2008-02-12",19.265537
"281","2008-02-13",19.317326
"282","2008-02-14",18.945387
"283","2008-02-15",18.646421
"284","2008-02-19",18.493408
"285","2008-02-20",18.782957
"286","2008-02-21",18.481638
"287","2008-02-22",18.45339
"288","2008-02-25",18.479284
"289","2008-02-26",18.825329
"290","2008-02-27",18.72646
"291","2008-02-28",18.521658
"292","2008-02-29",17.900188
"293","2008-03-03",17.879002
"294","2008-03-04",18.036724
"295","2008-03-05",18.170904
"296","2008-03-06",17.471752
"297","2008-03-07",17.547081
"298","2008-03-10",16.998587
"299","2008-03-11",17.563559
"300","2008-03-12",18.366289
"301","2008-03-13",18.260357
"302","2008-03-14",17.954332
"303","2008-03-17",17.987288
"304","2008-03-18",18.387476
"305","2008-03-19",18.039078
"306","2008-03-20",18.578154
"307","2008-03-24",18.62759
"308","2008-03-25",18.62759
"309","2008-03-26",18.556969
"310","2008-03-27",18.476931
"311","2008-03-28",17.83663
"312","2008-03-31",18.246233
"313","2008-04-01",18.629944
"314","2008-04-02",18.458097
"315","2008-04-03",18.613464
"316","2008-04-04",18.422787
"317","2008-04-07",18.321564
"318","2008-04-08",18.302731
"319","2008-04-09",17.989643
"320","2008-04-10",18.020245
"321","2008-04-11",17.904896
"322","2008-04-14",17.900188
"323","2008-04-15",17.751883
"324","2008-04-16",17.926083
"325","2008-04-17",18.199152
"326","2008-04-18",18.568739
"327","2008-04-21",18.479284
"328","2008-04-22",18.373352
"329","2008-04-23",17.709511
"330","2008-04-24",17.554144
"331","2008-04-25",17.991997
"332","2008-04-28",17.801319
"333","2008-04-29",17.711864
"334","2008-04-30",17.509417
"335","2008-05-01",18.055555
"336","2008-05-02",18.220339
"337","2008-05-05",17.874294
"338","2008-05-06",17.643597
"339","2008-05-07",17.549435
"340","2008-05-08",17.361111
"341","2008-05-09",17.302259
"342","2008-05-12",17.794256
"343","2008-05-13",17.926083
"344","2008-05-14",18.26742
"345","2008-05-15",18.540489
"346","2008-05-16",18.175611
"347","2008-05-19",18.050848
"348","2008-05-20",17.671846
"349","2008-05-21",17.438795
"350","2008-05-22",17.485876
"351","2008-05-23",17.368174
"352","2008-05-27",17.763653
"353","2008-05-28",18.097929
"354","2008-05-29",18.185028
"355","2008-05-30",17.82015
"356","2008-06-02",17.544727
"357","2008-06-03",17.462336
"358","2008-06-04",17.372881
"359","2008-06-05",17.643597
"360","2008-06-06",17.132769
"361","2008-06-09",16.84322
"362","2008-06-10",16.932674
"363","2008-06-11",16.473635
"364","2008-06-12",16.501883
"365","2008-06-13",17.132769
"366","2008-06-16",17.257532
"367","2008-06-17",17.271658
"368","2008-06-18",16.975046
"369","2008-06-19",17.003296
"370","2008-06-20",16.417137
"371","2008-06-23",16.763184
"372","2008-06-24",16.791431
"373","2008-06-25",17.156309
"374","2008-06-26",17.297552
"375","2008-06-27",16.975046
"376","2008-06-30",16.756121
"377","2008-07-01",17.714218
"378","2008-07-02",17.655367
"379","2008-07-03",17.535311
"380","2008-07-07",17.361111
"381","2008-07-08",17.711864
"382","2008-07-09",17.346987
"383","2008-07-10",16.972692
"384","2008-07-11",16.629002
"385","2008-07-14",16.41243
"386","2008-07-15",16.544256
"387","2008-07-16",17.210451
"388","2008-07-17",17.379944
"389","2008-07-18",17.306969
"390","2008-07-21",17.13983
"391","2008-07-22",17.568268
"392","2008-07-23",17.773069
"393","2008-07-24",17.21516
"394","2008-07-25",17.031544
"395","2008-07-28",16.520716
"396","2008-07-29",16.942091
"397","2008-07-30",17.095104
"398","2008-07-31",16.850283
