"","date","KEY"
"1","2007-01-03",38.029999
"2","2007-01-04",37.75
"3","2007-01-05",37.32
"4","2007-01-08",37.619999
"5","2007-01-09",37.810001
"6","2007-01-10",37.599998
"7","2007-01-11",37.639999
"8","2007-01-12",37.59
"9","2007-01-16",37.529999
"10","2007-01-17",37.490002
"11","2007-01-18",37.459999
"12","2007-01-19",37.880001
"13","2007-01-22",37.599998
"14","2007-01-23",37.779999
"15","2007-01-24",37.970001
"16","2007-01-25",37.849998
"17","2007-01-26",38
"18","2007-01-29",37.75
"19","2007-01-30",38.040001
"20","2007-01-31",38.169998
"21","2007-02-01",38.380001
"22","2007-02-02",38.77
"23","2007-02-05",38.77
"24","2007-02-06",39.099998
"25","2007-02-07",39.380001
"26","2007-02-08",39.310001
"27","2007-02-09",39.049999
"28","2007-02-12",38.889999
"29","2007-02-13",38.970001
"30","2007-02-14",39.369999
"31","2007-02-15",39.290001
"32","2007-02-16",39.5
"33","2007-02-20",39.75
"34","2007-02-21",39.779999
"35","2007-02-22",39.790001
"36","2007-02-23",39.080002
"37","2007-02-26",38.869999
"38","2007-02-27",37.82
"39","2007-02-28",37.720001
"40","2007-03-01",37.669998
"41","2007-03-02",37.599998
"42","2007-03-05",36.970001
"43","2007-03-06",37.450001
"44","2007-03-07",37.07
"45","2007-03-08",37.630001
"46","2007-03-09",37.939999
"47","2007-03-12",37.669998
"48","2007-03-13",36.669998
"49","2007-03-14",36.669998
"50","2007-03-15",36.860001
"51","2007-03-16",36.889999
"52","2007-03-19",37.459999
"53","2007-03-20",38.029999
"54","2007-03-21",38.82
"55","2007-03-22",38.439999
"56","2007-03-23",38.549999
"57","2007-03-26",38.380001
"58","2007-03-27",38.150002
"59","2007-03-28",37.419998
"60","2007-03-29",37.720001
"61","2007-03-30",37.470001
"62","2007-04-02",37.18
"63","2007-04-03",37.77
"64","2007-04-04",37.540001
"65","2007-04-05",37.610001
"66","2007-04-09",37.540001
"67","2007-04-10",37.73
"68","2007-04-11",37.450001
"69","2007-04-12",37.349998
"70","2007-04-13",37.549999
"71","2007-04-16",38.580002
