"","date","PCYG"
"76","2007-04-23",3
"77","2007-04-24",3
"78","2007-04-25",2.9
"79","2007-04-26",2.9
"80","2007-04-27",3.1
"81","2007-04-30",3.19
"82","2007-05-01",3.28
"83","2007-05-02",3.2
"84","2007-05-03",3
"85","2007-05-04",3.15
"86","2007-05-07",3.2
"87","2007-05-08",3.15
"88","2007-05-09",3.2
"89","2007-05-10",3.15
"90","2007-05-11",3.15
"91","2007-05-14",3.15
"92","2007-05-15",3.02
"93","2007-05-16",3.15
"94","2007-05-17",3.15
"95","2007-05-18",3.15
"96","2007-05-21",3.1
"97","2007-05-22",3
"98","2007-05-23",3
"99","2007-05-24",2.5
"100","2007-05-25",2.4
"101","2007-05-29",2.6
"102","2007-05-30",2.6
"103","2007-05-31",2.6
"104","2007-06-01",2.6
"105","2007-06-04",2.6
"106","2007-06-05",2.6
"107","2007-06-06",2.75
"108","2007-06-07",2.75
"109","2007-06-08",2.56
"110","2007-06-11",2.5
"111","2007-06-12",2.6
"112","2007-06-13",2.5
"113","2007-06-14",2.85
"114","2007-06-15",2.8
"115","2007-06-18",2.75
"116","2007-06-19",2.6
"117","2007-06-20",2.9
"118","2007-06-21",2.75
"119","2007-06-22",2.8
"120","2007-06-25",2.83
"121","2007-06-26",2.76
"122","2007-06-27",2.76
"123","2007-06-28",2.76
"124","2007-06-29",2.76
"125","2007-07-02",2.76
"126","2007-07-03",2.76
"127","2007-07-05",2.75
"128","2007-07-06",2.77
"129","2007-07-09",2.67
"130","2007-07-10",2.65
"131","2007-07-11",2.62
"132","2007-07-12",2.62
"133","2007-07-13",2.62
"134","2007-07-16",2.62
"135","2007-07-17",2.78
"136","2007-07-18",2.77
"137","2007-07-19",2.77
"138","2007-07-20",2.85
"139","2007-07-23",2.85
"140","2007-07-24",2.9
"141","2007-07-25",2.97
"142","2007-07-26",2.85
"143","2007-07-27",2.66
"144","2007-07-30",2.85
"145","2007-07-31",2.95
"146","2007-08-01",3
"147","2007-08-02",3.05
"148","2007-08-03",3.18
"149","2007-08-06",3.25
"150","2007-08-07",3.24
"151","2007-08-08",3.15
"152","2007-08-09",3.01
"153","2007-08-10",3
"154","2007-08-13",3.1
"155","2007-08-14",3.1
"156","2007-08-15",3.1
"157","2007-08-16",3.1
"158","2007-08-17",3.1
"159","2007-08-20",3.05
"160","2007-08-21",3.05
"161","2007-08-22",3.05
"162","2007-08-23",3.07
"163","2007-08-24",3.05
"164","2007-08-27",3.05
"165","2007-08-28",3.05
"166","2007-08-29",3.2
"167","2007-08-30",3.1
"168","2007-08-31",3.1
"169","2007-09-04",3.09
"170","2007-09-05",3.1
"171","2007-09-06",3.1
"172","2007-09-07",3
"173","2007-09-10",3.02
"174","2007-09-11",3.1
"175","2007-09-12",3.1
"176","2007-09-13",3.1
"177","2007-09-14",3.05
"178","2007-09-17",3.05
"179","2007-09-18",3.05
"180","2007-09-19",3
"181","2007-09-20",3
"182","2007-09-21",3
"183","2007-09-24",3.05
"184","2007-09-25",3.05
"185","2007-09-26",3.1
"186","2007-09-27",3.1
"187","2007-09-28",3.1
"188","2007-10-01",3.2
"189","2007-10-02",3.05
"190","2007-10-03",3.05
"191","2007-10-04",2.99
"192","2007-10-05",3.15
"193","2007-10-08",3
"194","2007-10-09",3.17
"195","2007-10-10",3.2
"196","2007-10-11",3.1
"197","2007-10-12",3.15
"198","2007-10-15",3.15
"199","2007-10-16",3.15
"200","2007-10-17",3.2
"201","2007-10-18",3.2
"202","2007-10-19",3.21
"203","2007-10-22",3.17
"204","2007-10-23",3.2
"205","2007-10-24",3.19
"206","2007-10-25",3.22
"207","2007-10-26",3.2
"208","2007-10-29",3.2
"209","2007-10-30",3.2
"210","2007-10-31",3.23
"211","2007-11-01",3.17
"212","2007-11-02",3.22
"213","2007-11-05",3.3
"214","2007-11-06",3.27
"215","2007-11-07",3.3
"216","2007-11-08",3.3
"217","2007-11-09",3.27
"218","2007-11-12",3.15
"219","2007-11-13",3.15
"220","2007-11-14",3.13
"221","2007-11-15",3.15
"222","2007-11-16",3.15
"223","2007-11-19",3.12
"224","2007-11-20",3.12
"225","2007-11-21",3
"226","2007-11-23",3
"227","2007-11-26",3
"228","2007-11-27",3
"229","2007-11-28",2.98
"230","2007-11-29",3
"231","2007-11-30",3
"232","2007-12-03",3
"233","2007-12-04",3.15
"234","2007-12-05",3.15
"235","2007-12-06",3.05
"236","2007-12-07",3
"237","2007-12-10",2.98
"238","2007-12-11",3
"239","2007-12-12",2.8
"240","2007-12-13",3.04
"241","2007-12-14",3
"242","2007-12-17",3
"243","2007-12-18",3
"244","2007-12-19",3
"245","2007-12-20",3
"246","2007-12-21",3.04
"247","2007-12-24",3.1
"248","2007-12-26",3
"249","2007-12-27",3.1
"250","2007-12-28",3.1
"251","2007-12-31",3.25
"252","2008-01-02",3.25
"253","2008-01-03",3.25
"254","2008-01-04",3.39
"255","2008-01-07",3.05
"256","2008-01-08",3.05
"257","2008-01-09",3.05
"258","2008-01-10",3.15
"259","2008-01-11",3.15
"260","2008-01-14",3
"261","2008-01-15",3
"262","2008-01-16",3
"263","2008-01-17",2.8
"264","2008-01-18",3
"265","2008-01-22",2.8
"266","2008-01-23",3
"267","2008-01-24",3
"268","2008-01-25",2.8
"269","2008-01-28",2.8
"270","2008-01-29",2.9
"271","2008-01-30",2.7
"272","2008-01-31",3
"273","2008-02-01",3.15
"274","2008-02-04",3
"275","2008-02-05",2.75
"276","2008-02-06",3.14
"277","2008-02-07",3.1
"278","2008-02-08",3.05
"279","2008-02-11",3
"280","2008-02-12",3
"281","2008-02-13",3
"282","2008-02-14",3
"283","2008-02-15",3
"284","2008-02-19",2.9
"285","2008-02-20",2.7
"286","2008-02-21",2.85
"287","2008-02-22",2.7
"288","2008-02-25",2.6
"289","2008-02-26",2.6
"290","2008-02-27",2.6
"291","2008-02-28",2.65
"292","2008-02-29",2.7
"293","2008-03-03",2.6
"294","2008-03-04",2.55
"295","2008-03-05",2.55
"296","2008-03-06",2.55
"297","2008-03-07",2.55
"298","2008-03-10",2.4
"299","2008-03-11",2.48
"300","2008-03-12",2.48
"301","2008-03-13",2.49
"302","2008-03-14",2.4
"303","2008-03-17",2.18
"304","2008-03-18",2.18
"305","2008-03-19",2.35
"306","2008-03-20",2.17
"307","2008-03-24",2.1
"308","2008-03-25",2.35
"309","2008-03-26",2.3
"310","2008-03-27",2.2
"311","2008-03-28",2.3
"312","2008-03-31",2.3
"313","2008-04-01",2.3
"314","2008-04-02",2.35
"315","2008-04-03",2.3
"316","2008-04-04",2.35
"317","2008-04-07",2.3
"318","2008-04-08",2.3
"319","2008-04-09",2.35
"320","2008-04-10",2.3
"321","2008-04-11",2.3
"322","2008-04-14",2.29
"323","2008-04-15",2.3
"324","2008-04-16",2.3
"325","2008-04-17",2.35
"326","2008-04-18",2.45
"327","2008-04-21",2.5
"328","2008-04-22",2.5
"329","2008-04-23",2.5
"330","2008-04-24",2.65
"331","2008-04-25",2.95
"332","2008-04-28",3
"333","2008-04-29",3.1
"334","2008-04-30",3.1
"335","2008-05-01",3.39
"336","2008-05-02",3.38
"337","2008-05-05",3.23
"338","2008-05-06",3.25
"339","2008-05-07",3
"340","2008-05-08",3.16
"341","2008-05-09",3.3
"342","2008-05-12",3.1
"343","2008-05-13",3.29
"344","2008-05-14",3.2
"345","2008-05-15",3.15
"346","2008-05-16",3.16
"347","2008-05-19",3.22
"348","2008-05-20",3.25
"349","2008-05-21",3.19
"350","2008-05-22",3.25
"351","2008-05-23",3.25
"352","2008-05-27",3.12
"353","2008-05-28",3.12
"354","2008-05-29",3.1
"355","2008-05-30",3
"356","2008-06-02",3
"357","2008-06-03",3.1
"358","2008-06-04",3.1
"359","2008-06-05",3.15
"360","2008-06-06",3.15
"361","2008-06-09",3.3
"362","2008-06-10",3.3
"363","2008-06-11",3.2
"364","2008-06-12",3.1
"365","2008-06-13",3.25
"366","2008-06-16",3.25
"367","2008-06-17",3
"368","2008-06-18",3.15
"369","2008-06-19",3.15
"370","2008-06-20",3.15
"371","2008-06-23",3.15
"372","2008-06-24",3
"373","2008-06-25",3.15
"374","2008-06-26",3
"375","2008-06-27",3.15
"376","2008-06-30",3.15
"377","2008-07-01",3.15
"378","2008-07-02",3.1
"379","2008-07-03",3.15
"380","2008-07-07",3.1
"381","2008-07-08",3.15
"382","2008-07-09",3.2
"383","2008-07-10",3.2
"384","2008-07-11",3.15
"385","2008-07-14",3.15
"386","2008-07-15",2.9
"387","2008-07-16",2.85
"388","2008-07-17",2.8
"389","2008-07-18",3.1
"390","2008-07-21",3.1
"391","2008-07-22",3.1
"392","2008-07-23",3.15
"393","2008-07-24",3.05
"394","2008-07-25",3.05
"395","2008-07-28",3
"396","2008-07-29",3.1
"397","2008-07-30",3.1
"398","2008-07-31",3.1
"399","2008-08-01",3.09
"400","2008-08-04",3
"401","2008-08-05",3.1
"402","2008-08-06",3.1
"403","2008-08-07",3.05
"404","2008-08-08",3.05
"405","2008-08-11",3.05
"406","2008-08-12",3.05
"407","2008-08-13",3.05
"408","2008-08-14",3.05
"409","2008-08-15",2.88
"410","2008-08-18",2.95
"411","2008-08-19",2.95
"412","2008-08-20",2.95
"413","2008-08-21",2.85
"414","2008-08-22",2.85
"415","2008-08-25",2.85
"416","2008-08-26",2.85
"417","2008-08-27",2.85
"418","2008-08-28",2.85
"419","2008-08-29",3
"420","2008-09-02",3
"421","2008-09-03",3
"422","2008-09-04",3
"423","2008-09-05",3
"424","2008-09-08",3
"425","2008-09-09",3
"426","2008-09-10",3
"427","2008-09-11",2.95
"428","2008-09-12",2.95
"429","2008-09-15",2.95
"430","2008-09-16",2.85
"431","2008-09-17",2.8
"432","2008-09-18",2.5
"433","2008-09-19",2.7
"434","2008-09-22",2.7
"435","2008-09-23",2.7
"436","2008-09-24",2.7
"437","2008-09-25",2.5
"438","2008-09-26",2.75
"439","2008-09-29",2.25
"440","2008-09-30",2.6
"441","2008-10-01",2.6
"442","2008-10-02",2.2
"443","2008-10-03",2.2
"444","2008-10-06",2.2
"445","2008-10-07",1.5
"446","2008-10-08",1.5
"447","2008-10-09",1.5
"448","2008-10-10",1.45
"449","2008-10-13",1.55
"450","2008-10-14",1.95
"451","2008-10-15",1.85
"452","2008-10-16",1.75
"453","2008-10-17",1.75
"454","2008-10-20",1.75
"455","2008-10-21",1.2
"456","2008-10-22",2
"457","2008-10-23",2
"458","2008-10-24",1.5
"459","2008-10-27",2
"460","2008-10-28",2
"461","2008-10-29",1.5
"462","2008-10-30",1.5
"463","2008-10-31",1.5
"464","2008-11-03",1.5
"465","2008-11-04",1.5
"466","2008-11-05",1.5
"467","2008-11-06",1.5
"468","2008-11-07",1.5
"469","2008-11-10",1.5
"470","2008-11-11",1.5
"471","2008-11-12",1.5
"472","2008-11-13",1.4
"473","2008-11-14",1.4
"474","2008-11-17",1.4
"475","2008-11-18",1.4
"476","2008-11-19",1.4
"477","2008-11-20",1.01
"478","2008-11-21",1
"479","2008-11-24",0.55
"480","2008-11-25",0.9
"481","2008-11-26",0.8
"482","2008-11-28",0.8
"483","2008-12-01",0.85
"484","2008-12-02",0.9
"485","2008-12-03",0.85
"486","2008-12-04",0.85
"487","2008-12-05",0.85
"488","2008-12-08",0.85
"489","2008-12-09",0.85
"490","2008-12-10",0.85
"491","2008-12-11",1
"492","2008-12-12",1
"493","2008-12-15",0.9
"494","2008-12-16",0.66
"495","2008-12-17",0.82
"496","2008-12-18",0.82
"497","2008-12-19",0.82
"498","2008-12-22",0.82
"499","2008-12-23",1
"500","2008-12-24",0.9
"501","2008-12-26",1
"502","2008-12-29",1.01
"503","2008-12-30",1.01
"504","2008-12-31",1.39
"505","2009-01-02",1.25
"506","2009-01-05",1.7
"507","2009-01-06",1.61
"508","2009-01-07",1.7
"509","2009-01-08",1.5
"510","2009-01-09",1.5
"511","2009-01-12",1.5
"512","2009-01-13",1.49
"513","2009-01-14",1.49
"514","2009-01-15",1.4
"515","2009-01-16",1.4
"516","2009-01-20",1.37
"517","2009-01-21",1.38
"518","2009-01-22",1.25
"519","2009-01-23",1.1
"520","2009-01-26",1.25
"521","2009-01-27",1.25
"522","2009-01-28",1.48
"523","2009-01-29",1.43
"524","2009-01-30",1.5
"525","2009-02-02",1.45
"526","2009-02-03",1.45
"527","2009-02-04",1.45
"528","2009-02-05",1.45
"529","2009-02-06",1.5
"530","2009-02-09",1.45
"531","2009-02-10",1.35
"532","2009-02-11",1.25
"533","2009-02-12",1.3
"534","2009-02-13",1.3
"535","2009-02-17",1.46
"536","2009-02-18",1.35
"537","2009-02-19",1.35
"538","2009-02-20",1.35
"539","2009-02-23",1.3
"540","2009-02-24",1.48
"541","2009-02-25",1.45
"542","2009-02-26",1.45
"543","2009-02-27",1.43
"544","2009-03-02",1.45
"545","2009-03-03",1.43
"546","2009-03-04",1.43
"547","2009-03-05",1.43
"548","2009-03-06",1.43
"549","2009-03-09",1.43
"550","2009-03-10",1.43
"551","2009-03-11",1.43
"552","2009-03-12",1.43
"553","2009-03-13",1.4
"554","2009-03-16",1.4
"555","2009-03-17",1.4
"556","2009-03-18",1.39
"557","2009-03-19",1.39
"558","2009-03-20",1.29
"559","2009-03-23",1.1
"560","2009-03-24",1.2
"561","2009-03-25",1.2
"562","2009-03-26",1.2
"563","2009-03-27",1.2
"564","2009-03-30",1.18
"565","2009-03-31",1.1
"566","2009-04-01",1.1
"567","2009-04-02",1.05
"568","2009-04-03",1.1
"569","2009-04-06",1.05
"570","2009-04-07",1.1
"571","2009-04-08",1.1
"572","2009-04-09",1.1
"573","2009-04-13",1.1
"574","2009-04-14",1.1
"575","2009-04-15",1.1
"576","2009-04-16",1.1
"577","2009-04-17",1.1
"578","2009-04-20",1.1
"579","2009-04-21",1.05
"580","2009-04-22",1.05
"581","2009-04-23",1.05
"582","2009-04-24",1.05
"583","2009-04-27",1.05
"584","2009-04-28",1.05
"585","2009-04-29",1.1
"586","2009-04-30",1.25
"587","2009-05-01",1.25
"588","2009-05-04",1.25
"589","2009-05-05",1.25
"590","2009-05-06",1.4
"591","2009-05-07",1.2
"592","2009-05-08",1.4
"593","2009-05-11",1.4
"594","2009-05-12",1.25
"595","2009-05-13",1.4
"596","2009-05-14",1.25
"597","2009-05-15",1.35
"598","2009-05-18",1.4
"599","2009-05-19",1.4
"600","2009-05-20",1.4
"601","2009-05-21",1.3
"602","2009-05-22",1.3
"603","2009-05-26",1.45
"604","2009-05-27",1.55
"605","2009-05-28",1.55
"606","2009-05-29",1.5
"607","2009-06-01",1.49
"608","2009-06-02",1.5
"609","2009-06-03",1.5
"610","2009-06-04",1.4
"611","2009-06-05",1.5
"612","2009-06-08",1.45
"613","2009-06-09",1.5
"614","2009-06-10",1.5
"615","2009-06-11",1.5
"616","2009-06-12",1.5
"617","2009-06-15",1.5
"618","2009-06-16",1.5
"619","2009-06-17",1.5
"620","2009-06-18",1.4
"621","2009-06-19",1.5
"622","2009-06-22",1.5
"623","2009-06-23",1.5
"624","2009-06-24",1.5
"625","2009-06-25",1.5
"626","2009-06-26",1.5
"627","2009-06-29",1.5
"628","2009-06-30",1.5
"629","2009-07-01",1.5
"630","2009-07-02",1.5
"631","2009-07-06",1.5
"632","2009-07-07",1.5
"633","2009-07-08",1.5
"634","2009-07-09",1.5
"635","2009-07-10",1.5
"636","2009-07-13",1.48
"637","2009-07-14",1.5
"638","2009-07-15",1.45
"639","2009-07-16",1.45
"640","2009-07-17",1.45
"641","2009-07-20",1.5
"642","2009-07-21",1.5
"643","2009-07-22",1.5
"644","2009-07-23",1.4
"645","2009-07-24",1.42
"646","2009-07-27",1.42
"647","2009-07-28",1.42
"648","2009-07-29",1.5
"649","2009-07-30",1.42
"650","2009-07-31",1.5
"651","2009-08-03",1.5
"652","2009-08-04",1.5
"653","2009-08-05",1.5
"654","2009-08-06",1.59
"655","2009-08-07",1.55
"656","2009-08-10",1.5
"657","2009-08-11",1.5
"658","2009-08-12",1.69
"659","2009-08-13",1.8
"660","2009-08-14",2.1
"661","2009-08-17",1.86
"662","2009-08-18",1.6
"663","2009-08-19",1.65
"664","2009-08-20",1.75
"665","2009-08-21",1.75
"666","2009-08-24",1.75
"667","2009-08-25",1.9
"668","2009-08-26",1.9
"669","2009-08-27",1.9
"670","2009-08-28",1.9
"671","2009-08-31",1.9
"672","2009-09-01",1.9
"673","2009-09-02",1.9
"674","2009-09-03",2
"675","2009-09-04",2.05
"676","2009-09-08",2.05
"677","2009-09-09",2.05
"678","2009-09-10",2.05
"679","2009-09-11",2.2
"680","2009-09-14",2.2
"681","2009-09-15",2.2
"682","2009-09-16",2.2
"683","2009-09-17",2.2
"684","2009-09-18",2.3
"685","2009-09-21",2.3
"686","2009-09-22",2.34
"687","2009-09-23",2.4
"688","2009-09-24",2.4
"689","2009-09-25",2.4
"690","2009-09-28",2.75
"691","2009-09-29",2.75
"692","2009-09-30",2.75
"693","2009-10-01",2.78
"694","2009-10-02",2.75
"695","2009-10-05",2.78
"696","2009-10-06",2.6
"697","2009-10-07",2.6
"698","2009-10-08",2.75
"699","2009-10-09",2.75
"700","2009-10-12",2.76
"701","2009-10-13",2.6
"702","2009-10-14",2.65
"703","2009-10-15",2.78
"704","2009-10-16",2.78
"705","2009-10-19",2.78
"706","2009-10-20",2.78
"707","2009-10-21",2.79
"708","2009-10-22",2.7
"709","2009-10-23",2.78
"710","2009-10-26",2.78
"711","2009-10-27",2.78
"712","2009-10-28",3
"713","2009-10-29",2.7
"714","2009-10-30",2.7
"715","2009-11-02",2.8
"716","2009-11-03",2.9
"717","2009-11-04",2.9
"718","2009-11-05",2.85
"719","2009-11-06",3
"720","2009-11-09",3
"721","2009-11-10",3
"722","2009-11-11",3
"723","2009-11-12",3
"724","2009-11-13",3
"725","2009-11-16",3
"726","2009-11-17",2.9
"727","2009-11-18",3
"728","2009-11-19",3
"729","2009-11-20",2.9
"730","2009-11-23",3
"731","2009-11-24",3.02
"732","2009-11-25",3.03
"733","2009-11-27",3.03
"734","2009-11-30",3
"735","2009-12-01",2.95
"736","2009-12-02",2.95
"737","2009-12-03",2.95
"738","2009-12-04",2.95
"739","2009-12-07",2.95
"740","2009-12-08",2.95
"741","2009-12-09",2.95
"742","2009-12-10",2.95
"743","2009-12-11",2.95
"744","2009-12-14",3
"745","2009-12-15",2.95
"746","2009-12-16",2.99
"747","2009-12-17",3
"748","2009-12-18",3.03
"749","2009-12-21",3.03
"750","2009-12-22",3.04
"751","2009-12-23",3.1
"752","2009-12-24",3.1
"753","2009-12-28",3.6
"754","2009-12-29",3.45
"755","2009-12-30",3.45
"756","2009-12-31",3.31
"757","2010-01-04",3.7
"758","2010-01-05",3.75
"759","2010-01-06",3.95
"760","2010-01-07",3.6
"761","2010-01-08",3.95
"762","2010-01-11",3.85
"763","2010-01-12",3.75
"764","2010-01-13",3.95
"765","2010-01-14",3.95
"766","2010-01-15",3.95
"767","2010-01-19",3.95
"768","2010-01-20",3.95
"769","2010-01-21",3.95
"770","2010-01-22",3.95
"771","2010-01-25",3.75
"772","2010-01-26",3.6
"773","2010-01-27",3.6
"774","2010-01-28",3.55
"775","2010-01-29",3.7
"776","2010-02-01",3.55
"777","2010-02-02",3.45
"778","2010-02-03",3.5
"779","2010-02-04",3.5
"780","2010-02-05",3.55
"781","2010-02-08",3.55
"782","2010-02-09",3.55
"783","2010-02-10",3.5
"784","2010-02-11",3.65
"785","2010-02-12",3.65
"786","2010-02-16",3.75
"787","2010-02-17",3.7
"788","2010-02-18",3.75
"789","2010-02-19",3.7
"790","2010-02-22",3.6
"791","2010-02-23",3.65
"792","2010-02-24",3.7
"793","2010-02-25",3.5
"794","2010-02-26",3.5
"795","2010-03-01",3.25
"796","2010-03-02",3.6
"797","2010-03-03",3.6
"798","2010-03-04",3.6
"799","2010-03-05",3.6
"800","2010-03-08",3.6
"801","2010-03-09",3.6
"802","2010-03-10",3.6
"803","2010-03-11",3.6
"804","2010-03-12",3.6
"805","2010-03-15",3.55
"806","2010-03-16",3.6
"807","2010-03-17",3.6
"808","2010-03-18",3.55
"809","2010-03-19",3.65
"810","2010-03-22",3.6
"811","2010-03-23",3.7
"812","2010-03-24",3.8
"813","2010-03-25",3.8
"814","2010-03-26",3.8
"815","2010-03-29",3.85
"816","2010-03-30",3.85
"817","2010-03-31",3.7
"818","2010-04-01",3.84
"819","2010-04-05",3.84
"820","2010-04-06",3.8
"821","2010-04-07",3.75
"822","2010-04-08",3.8
"823","2010-04-09",3.89
"824","2010-04-12",3.94
"825","2010-04-13",4.05
"826","2010-04-14",4.08
"827","2010-04-15",4.1
"828","2010-04-16",4.1
"829","2010-04-19",4.1
"830","2010-04-20",4.21
"831","2010-04-21",4.47
"832","2010-04-22",4.47
"833","2010-04-23",4.4
"834","2010-04-26",4.5
"835","2010-04-27",4.5
"836","2010-04-28",4.3
"837","2010-04-29",4.4
"838","2010-04-30",4.43
"839","2010-05-03",4.4
"840","2010-05-04",4.4
"841","2010-05-05",4.05
"842","2010-05-06",4.05
"843","2010-05-07",3.95
"844","2010-05-10",4
"845","2010-05-11",4.18
"846","2010-05-12",4.3
"847","2010-05-13",4.4
"848","2010-05-14",4.35
"849","2010-05-17",4.25
"850","2010-05-18",4.35
"851","2010-05-19",4.25
"852","2010-05-20",4
"853","2010-05-21",4
"854","2010-05-24",3.85
"855","2010-05-25",3.75
"856","2010-05-26",3.85
"857","2010-05-27",3.75
"858","2010-05-28",3.75
"859","2010-06-01",3.65
"860","2010-06-02",3.72
"861","2010-06-03",3.65
"862","2010-06-04",3.7
"863","2010-06-07",3.65
"864","2010-06-08",3.75
"865","2010-06-09",3.75
"866","2010-06-10",3.85
"867","2010-06-11",3.8
"868","2010-06-14",3.8
"869","2010-06-15",3.79
"870","2010-06-16",3.8
"871","2010-06-17",3.8
"872","2010-06-18",3.8
"873","2010-06-21",3.8
"874","2010-06-22",3.7
"875","2010-06-23",3.7
"876","2010-06-24",3.65
"877","2010-06-25",3.8
"878","2010-06-28",3.8
"879","2010-06-29",3.8
"880","2010-06-30",3.8
"881","2010-07-01",3.7
"882","2010-07-02",3.7
"883","2010-07-06",3.7
"884","2010-07-07",3.7
"885","2010-07-08",3.65
"886","2010-07-09",3.65
"887","2010-07-12",3.75
"888","2010-07-13",3.75
"889","2010-07-14",3.7
"890","2010-07-15",3.8
"891","2010-07-16",3.8
"892","2010-07-19",3.8
"893","2010-07-20",3.98
"894","2010-07-21",3.9
"895","2010-07-22",3.98
"896","2010-07-23",4.15
"897","2010-07-26",4.5
"898","2010-07-27",4.5
"899","2010-07-28",4.4
"900","2010-07-29",4.25
"901","2010-07-30",4.4
"902","2010-08-02",4.4
"903","2010-08-03",4.4
"904","2010-08-04",4.49
"905","2010-08-05",4.4
"906","2010-08-06",4.4
"907","2010-08-09",4.45
"908","2010-08-10",4.45
"909","2010-08-11",4.2
"910","2010-08-12",4.25
"911","2010-08-13",4.1
"912","2010-08-16",4.24
"913","2010-08-17",4.24
"914","2010-08-18",4.3
"915","2010-08-19",4.2
"916","2010-08-20",4.2
"917","2010-08-23",4.3
"918","2010-08-24",4.1
"919","2010-08-25",4.3
"920","2010-08-26",4.3
"921","2010-08-27",4.3
"922","2010-08-30",4.01
"923","2010-08-31",4.15
"924","2010-09-01",4.15
"925","2010-09-02",4.3
"926","2010-09-03",4.35
"927","2010-09-07",4.2
"928","2010-09-08",4.3
"929","2010-09-09",4.48
"930","2010-09-10",4.49
"931","2010-09-13",4.56
"932","2010-09-14",4.5
"933","2010-09-15",4.5
"934","2010-09-16",4.7
"935","2010-09-17",4.65
"936","2010-09-20",4.65
"937","2010-09-21",4.51
"938","2010-09-22",4.6
"939","2010-09-23",4.69
"940","2010-09-24",4.69
"941","2010-09-27",4.68
"942","2010-09-28",4.74
"943","2010-09-29",4.6
"944","2010-09-30",4.75
"945","2010-10-01",4.75
"946","2010-10-04",4.79
"947","2010-10-05",4.7
"948","2010-10-06",4.7
"949","2010-10-07",4.7
"950","2010-10-08",4.74
"951","2010-10-11",4.9
"952","2010-10-12",4.95
"953","2010-10-13",4.95
"954","2010-10-14",4.95
"955","2010-10-15",4.95
"956","2010-10-18",4.95
"957","2010-10-19",4.94
"958","2010-10-20",5
"959","2010-10-21",5.1
"960","2010-10-22",5
"961","2010-10-25",5
"962","2010-10-26",5.03
"963","2010-10-27",5
"964","2010-10-28",4.99
"965","2010-10-29",4.95
"966","2010-11-01",5.02
"967","2010-11-02",5.1
"968","2010-11-03",5
"969","2010-11-04",5
"970","2010-11-05",4.95
"971","2010-11-08",4.9
"972","2010-11-09",4.85
"973","2010-11-10",4.8
"974","2010-11-11",4.7
"975","2010-11-12",4.65
"976","2010-11-15",4.81
"977","2010-11-16",4.85
"978","2010-11-17",4.85
"979","2010-11-18",4.9
"980","2010-11-19",4.45
"981","2010-11-22",4.54
"982","2010-11-23",4.62
"983","2010-11-24",4.68
"984","2010-11-26",4.8
"985","2010-11-29",4.8
"986","2010-11-30",5
"987","2010-12-01",5
"988","2010-12-02",5
"989","2010-12-03",5.03
"990","2010-12-06",4.99
"991","2010-12-07",4.98
"992","2010-12-08",4.98
"993","2010-12-09",4.95
"994","2010-12-10",4.93
"995","2010-12-13",5
"996","2010-12-14",5
"997","2010-12-15",5.04
"998","2010-12-16",5.02
"999","2010-12-17",5
"1000","2010-12-20",5.04
"1001","2010-12-21",5.2
"1002","2010-12-22",5.1
"1003","2010-12-23",5.14
"1004","2010-12-27",5.13
"1005","2010-12-28",5.3
"1006","2010-12-29",5.31
"1007","2010-12-30",5.4
"1008","2010-12-31",5.45
"1009","2011-01-03",5.6
"1010","2011-01-04",5.55
"1011","2011-01-05",5.6
"1012","2011-01-06",5.64
