"","date","HBM"
"201","2009-11-30",13.84
"202","2009-12-01",14.34
"203","2009-12-02",13.93
"204","2009-12-03",13.9
"205","2009-12-04",13.55
"206","2009-12-07",13.13
"207","2009-12-08",12.47
"208","2009-12-09",12.53
"209","2009-12-10",13.16
"210","2009-12-11",13.11
"211","2009-12-14",12.99
"212","2009-12-15",12.99
"213","2009-12-16",13.6
"214","2009-12-17",13.16
"215","2009-12-18",11.99
"216","2009-12-21",11.79
"217","2009-12-22",12.04
"218","2009-12-23",12.55
"219","2009-12-24",12.75
"220","2009-12-28",13
"221","2009-12-29",13.04
"222","2009-12-30",12.82
"223","2009-12-31",12.95
"224","2010-01-04",13.32
"225","2010-01-05",13.19
"226","2010-01-06",13.57
"227","2010-01-07",13.83
"228","2010-01-08",14.38
"229","2010-01-11",14.4
"230","2010-01-12",13.9
"231","2010-01-13",13.96
"232","2010-01-14",13.88
"233","2010-01-15",13.8
"234","2010-01-19",13.92
"235","2010-01-20",13.31
"236","2010-01-21",12.55
"237","2010-01-22",12.63
"238","2010-01-25",12.43
"239","2010-01-26",12.28
"240","2010-01-27",11.69
"241","2010-01-28",11.78
"242","2010-01-29",11.29
"243","2010-02-01",11.63
"244","2010-02-02",12
"245","2010-02-03",11.73
"246","2010-02-04",11.32
"247","2010-02-05",11.07
"248","2010-02-08",11.36
"249","2010-02-09",11.67
"250","2010-02-10",11.83
"251","2010-02-11",12.8
"252","2010-02-12",12.6
"253","2010-02-16",12.6
"254","2010-02-17",12.91
"255","2010-02-18",12.95
"256","2010-02-19",13.4
"257","2010-02-22",13.16
"258","2010-02-23",12.52
"259","2010-02-24",12.46
"260","2010-02-25",12.46
"261","2010-02-26",12.65
"262","2010-03-01",13.03
"263","2010-03-02",13.59
"264","2010-03-03",13.6
"265","2010-03-04",12.85
"266","2010-03-05",12.94
"267","2010-03-08",12.72
"268","2010-03-09",12.64
"269","2010-03-10",12.57
"270","2010-03-11",12.77
"271","2010-03-12",12.88
"272","2010-03-15",12.95
"273","2010-03-16",13.38
"274","2010-03-17",13.58
"275","2010-03-18",13.15
"276","2010-03-19",13.13
"277","2010-03-22",13.13
"278","2010-03-23",13.57
"279","2010-03-24",13.57
"280","2010-03-25",13.18
"281","2010-03-26",12.7
"282","2010-03-29",12.88
"283","2010-03-30",12.64
"284","2010-03-31",12.79
"285","2010-04-01",12.71
"286","2010-04-05",13.04
"287","2010-04-06",13.12
"288","2010-04-07",13.12
"289","2010-04-08",13.17
"290","2010-04-09",13.18
"291","2010-04-12",13.24
"292","2010-04-13",13.29
"293","2010-04-14",13.72
"294","2010-04-15",14.3
"295","2010-04-16",13.97
"296","2010-04-19",13.8
"297","2010-04-20",14.05
"298","2010-04-21",13.59
"299","2010-04-22",13.34
"300","2010-04-23",13.46
"301","2010-04-26",13.46
"302","2010-04-27",13.17
"303","2010-04-28",13.16
"304","2010-04-29",12.9
"305","2010-04-30",12.75
"306","2010-05-03",12.68
"307","2010-05-04",11.78
"308","2010-05-05",10.87
"309","2010-05-06",9.5
"310","2010-05-07",10.3
"311","2010-05-10",11.2
"312","2010-05-11",11.3
"313","2010-05-12",11.28
"314","2010-05-13",11.43
"315","2010-05-14",10.8
"316","2010-05-17",10.44
"317","2010-05-18",10.4
"318","2010-05-19",10.16
"319","2010-05-20",9.82
"320","2010-05-21",10.23
"321","2010-05-24",10.39
"322","2010-05-25",10.24
"323","2010-05-26",10.58
"324","2010-05-27",11.42
"325","2010-05-28",11.22
"326","2010-06-01",11.22
"327","2010-06-02",11.52
"328","2010-06-03",11.04
"329","2010-06-04",10.33
"330","2010-06-07",10.17
"331","2010-06-08",10.21
"332","2010-06-09",10.57
"333","2010-06-10",11
"334","2010-06-11",11.01
"335","2010-06-14",11.3
"336","2010-06-15",11.33
"337","2010-06-16",11.67
"338","2010-06-17",11.67
"339","2010-06-18",11.7
"340","2010-06-21",12.5
"341","2010-06-22",12.46
"342","2010-06-23",12.14
"343","2010-06-24",11.69
"344","2010-06-25",11.92
"345","2010-06-28",11.73
"346","2010-06-29",10.58
"347","2010-06-30",10.58
"348","2010-07-01",10.58
"349","2010-07-02",10.41
"350","2010-07-06",10.51
"351","2010-07-07",11.1
"352","2010-07-08",11.25
"353","2010-07-09",11.75
"354","2010-07-12",11.42
"355","2010-07-13",11.62
"356","2010-07-14",11.7
"357","2010-07-15",11.61
"358","2010-07-16",11.08
"359","2010-07-19",10.98
"360","2010-07-20",11.1
"361","2010-07-21",11.69
"362","2010-07-22",12.42
"363","2010-07-23",12.75
"364","2010-07-26",13.03
"365","2010-07-27",12.43
"366","2010-07-28",12.46
"367","2010-07-29",12.46
"368","2010-07-30",12.46
"369","2010-08-02",12.86
"370","2010-08-03",12.86
"371","2010-08-04",13.61
"372","2010-08-05",13.15
"373","2010-08-06",12.73
"374","2010-08-09",12.64
"375","2010-08-10",12.34
"376","2010-08-11",12
"377","2010-08-12",12.52
"378","2010-08-13",12.75
"379","2010-08-16",13.06
"380","2010-08-17",13.59
"381","2010-08-18",13.81
"382","2010-08-19",13.73
"383","2010-08-20",13.73
"384","2010-08-23",13.86
"385","2010-08-24",13.86
"386","2010-08-25",13.31
"387","2010-08-26",13.31
"388","2010-08-27",14.2
"389","2010-08-30",14.5
"390","2010-08-31",14
"391","2010-09-01",14.66
"392","2010-09-02",14.47
"393","2010-09-03",14.7
"394","2010-09-07",14.6
"395","2010-09-08",14.92
"396","2010-09-09",14.47
"397","2010-09-10",14.47
"398","2010-09-13",15.44
"399","2010-09-14",15.35
"400","2010-09-15",14.85
"401","2010-09-16",14.82
"402","2010-09-17",15.14
"403","2010-09-20",15.02
"404","2010-09-21",15.02
"405","2010-09-22",14.61
"406","2010-09-23",14.48
"407","2010-09-24",14.83
"408","2010-09-27",14.41
"409","2010-09-28",13.95
"410","2010-09-29",14.02
"411","2010-09-30",14.13
"412","2010-10-01",14.39
"413","2010-10-04",14.25
"414","2010-10-05",15.02
"415","2010-10-06",15.32
"416","2010-10-07",15.2
"417","2010-10-08",15.54
"418","2010-10-11",15.6
"419","2010-10-12",15.5
"420","2010-10-13",15.67
"421","2010-10-14",15.93
"422","2010-10-15",16.360001
"423","2010-10-18",16.43
"424","2010-10-19",15.32
"425","2010-10-20",15.72
"426","2010-10-21",15.65
"427","2010-10-22",15.44
"428","2010-10-25",16.07
"429","2010-10-26",15.99
"430","2010-10-27",15.4
"431","2010-10-28",15.73
"432","2010-10-29",15.78
"433","2010-11-01",15.79
"434","2010-11-02",16.379999
"435","2010-11-03",16.42
"436","2010-11-04",17.49
"437","2010-11-05",17.15
"438","2010-11-08",16.99
"439","2010-11-09",16.709999
"440","2010-11-10",17.17
"441","2010-11-11",17.620001
"442","2010-11-12",17.530001
"443","2010-11-15",17.4
"444","2010-11-16",16.65
"445","2010-11-17",16.799999
"446","2010-11-18",17.610001
"447","2010-11-19",17.459999
"448","2010-11-22",17.5
"449","2010-11-23",17.09
"450","2010-11-24",17.5
"451","2010-11-26",17.18
"452","2010-11-29",16.92
"453","2010-11-30",16.77
"454","2010-12-01",17.57
"455","2010-12-02",18.049999
"456","2010-12-03",18.139999
"457","2010-12-06",18.120001
"458","2010-12-07",18.309999
"459","2010-12-08",18.110001
"460","2010-12-09",18.450001
"461","2010-12-10",18.700001
"462","2010-12-13",18.530001
"463","2010-12-14",18.41
"464","2010-12-15",17.99
"465","2010-12-16",17.219999
"466","2010-12-17",17.08
"467","2010-12-20",16.799999
"468","2010-12-21",17.26
"469","2010-12-22",16.969999
"470","2010-12-23",17.08
"471","2010-12-27",17.370001
"472","2010-12-28",17.51
"473","2010-12-29",17.889999
"474","2010-12-30",17.93
"475","2010-12-31",18.25
"476","2011-01-03",18.040001
"477","2011-01-04",17.889999
"478","2011-01-05",17.870001
"479","2011-01-06",17.129999
"480","2011-01-07",16.93
"481","2011-01-10",16.370001
"482","2011-01-11",16.76
"483","2011-01-12",17.389999
"484","2011-01-13",17.200001
"485","2011-01-14",17.49
"486","2011-01-18",17.280001
"487","2011-01-19",17.030001
"488","2011-01-20",16.700001
"489","2011-01-21",16.32
"490","2011-01-24",16.459999
"491","2011-01-25",16.48
"492","2011-01-26",17.16
"493","2011-01-27",16.82
"494","2011-01-28",16.65
"495","2011-01-31",16.559999
"496","2011-02-01",16.98
"497","2011-02-02",17.02
"498","2011-02-03",16.99
"499","2011-02-04",17.440001
"500","2011-02-07",17.540001
"501","2011-02-08",17.700001
"502","2011-02-09",17.02
"503","2011-02-10",17.32
"504","2011-02-11",17.32
"505","2011-02-14",17.67
"506","2011-02-15",17.469999
"507","2011-02-16",17.450001
"508","2011-02-17",17.35
"509","2011-02-18",17.17
"510","2011-02-22",16.16
"511","2011-02-23",16.15
"512","2011-02-24",16.549999
"513","2011-02-25",16.93
"514","2011-02-28",17.280001
"515","2011-03-01",17.370001
"516","2011-03-02",17.200001
"517","2011-03-03",17.23
"518","2011-03-04",17.459999
"519","2011-03-07",17.25
"520","2011-03-08",17.610001
"521","2011-03-09",17.219999
"522","2011-03-10",16.639999
"523","2011-03-11",16.360001
"524","2011-03-14",16.08
"525","2011-03-15",16.049999
"526","2011-03-16",15.54
"527","2011-03-17",16.02
"528","2011-03-18",16.09
"529","2011-03-21",16.35
"530","2011-03-22",16.129999
"531","2011-03-23",16.379999
"532","2011-03-24",16.299999
"533","2011-03-25",16.110001
"534","2011-03-28",16.15
"535","2011-03-29",16.07
"536","2011-03-30",16.4
"537","2011-03-31",16.309999
"538","2011-04-01",16.690001
"539","2011-04-04",17.129999
"540","2011-04-05",17.139999
"541","2011-04-06",17.280001
"542","2011-04-07",17.16
"543","2011-04-08",17.43
"544","2011-04-11",17.280001
"545","2011-04-12",16.540001
"546","2011-04-13",16.379999
"547","2011-04-14",15.96
"548","2011-04-15",15.86
"549","2011-04-18",15.74
"550","2011-04-19",15.76
"551","2011-04-20",16.07
"552","2011-04-21",16.25
"553","2011-04-25",16.290001
"554","2011-04-26",16.26
"555","2011-04-27",16.27
"556","2011-04-28",15.98
"557","2011-04-29",15.94
"558","2011-05-02",15.71
"559","2011-05-03",15.65
"560","2011-05-04",15.58
"561","2011-05-05",15.42
"562","2011-05-06",15.45
"563","2011-05-09",15.51
"564","2011-05-10",15.65
"565","2011-05-11",14.58
"566","2011-05-12",14.36
"567","2011-05-13",14.43
"568","2011-05-16",14.28
"569","2011-05-17",14.58
"570","2011-05-18",15.06
"571","2011-05-19",15.15
"572","2011-05-20",14.92
"573","2011-05-23",14.75
"574","2011-05-24",14.64
"575","2011-05-25",14.74
"576","2011-05-26",14.75
"577","2011-05-27",14.93
"578","2011-05-31",15.15
"579","2011-06-01",15.03
"580","2011-06-02",15.16
"581","2011-06-03",15.02
"582","2011-06-06",14.46
"583","2011-06-07",14.34
"584","2011-06-08",14.15
"585","2011-06-09",14.42
"586","2011-06-10",13.85
"587","2011-06-13",13.69
"588","2011-06-14",14.25
"589","2011-06-15",13.75
"590","2011-06-16",13.11
"591","2011-06-17",13.16
"592","2011-06-20",13.22
"593","2011-06-21",13.4
"594","2011-06-22",13.58
"595","2011-06-23",13.45
"596","2011-06-24",13.48
"597","2011-06-27",13.38
"598","2011-06-28",14.17
"599","2011-06-29",14.54
"600","2011-06-30",14.96
"601","2011-07-01",15.02
"602","2011-07-05",15.69
"603","2011-07-06",15.31
"604","2011-07-07",15.72
"605","2011-07-08",15.62
"606","2011-07-11",15.34
"607","2011-07-12",15.02
"608","2011-07-13",15.58
"609","2011-07-14",15.17
"610","2011-07-15",15.19
"611","2011-07-18",15
"612","2011-07-19",15.34
"613","2011-07-20",15.18
"614","2011-07-21",14.88
"615","2011-07-22",14.83
"616","2011-07-25",14.82
"617","2011-07-26",14.66
"618","2011-07-27",14.02
"619","2011-07-28",13.99
"620","2011-07-29",13.77
"621","2011-08-01",13.77
"622","2011-08-02",13.5
"623","2011-08-03",13.43
"624","2011-08-04",12.2
"625","2011-08-05",12.1
"626","2011-08-08",11.37
"627","2011-08-09",12.02
"628","2011-08-10",11.67
"629","2011-08-11",12.11
"630","2011-08-12",12.13
"631","2011-08-15",12.88
"632","2011-08-16",12.35
"633","2011-08-17",12.62
"634","2011-08-18",12.16
"635","2011-08-19",12.05
"636","2011-08-22",11.88
"637","2011-08-23",12.65
"638","2011-08-24",12.63
"639","2011-08-25",12.54
"640","2011-08-26",12.51
"641","2011-08-29",13.18
"642","2011-08-30",13.1
"643","2011-08-31",13.35
"644","2011-09-01",12.7
"645","2011-09-02",12.29
"646","2011-09-06",12.13
"647","2011-09-07",12.53
"648","2011-09-08",12.47
"649","2011-09-09",12.07
"650","2011-09-12",11.98
"651","2011-09-13",12.12
"652","2011-09-14",12.02
"653","2011-09-15",12.14
"654","2011-09-16",12.15
"655","2011-09-19",11.99
"656","2011-09-20",11.86
"657","2011-09-21",11.18
"658","2011-09-22",9.89
"659","2011-09-23",10.2
"660","2011-09-26",10.35
"661","2011-09-27",10.3
"662","2011-09-28",9.99
"663","2011-09-29",10
"664","2011-09-30",9.55
"665","2011-10-03",8.99
"666","2011-10-04",9.44
"667","2011-10-05",10.16
"668","2011-10-06",10.59
"669","2011-10-07",10.22
"670","2011-10-10",10.65
"671","2011-10-11",10.42
"672","2011-10-12",10.61
"673","2011-10-13",10.17
"674","2011-10-14",10.51
"675","2011-10-17",10.22
"676","2011-10-18",10.7
"677","2011-10-19",10.57
"678","2011-10-20",10.54
"679","2011-10-21",10.72
"680","2011-10-24",11.26
"681","2011-10-25",10.92
"682","2011-10-26",11.19
"683","2011-10-27",11.59
"684","2011-10-28",11.55
"685","2011-10-31",10.95
"686","2011-11-01",10.75
"687","2011-11-02",10.77
"688","2011-11-03",10.92
"689","2011-11-04",10.68
"690","2011-11-07",10.81
"691","2011-11-08",10.92
"692","2011-11-09",10.33
"693","2011-11-10",10.32
"694","2011-11-11",10.51
"695","2011-11-14",10.33
"696","2011-11-15",10.11
"697","2011-11-16",10.19
"698","2011-11-17",9.83
"699","2011-11-18",9.64
"700","2011-11-21",9.35
"701","2011-11-22",9.34
"702","2011-11-23",8.92
"703","2011-11-25",8.81
"704","2011-11-28",9.27
"705","2011-11-29",9.36
"706","2011-11-30",10.16
"707","2011-12-01",10.11
"708","2011-12-02",9.9
"709","2011-12-05",10.04
"710","2011-12-06",10.2
"711","2011-12-07",10.55
"712","2011-12-08",10.36
"713","2011-12-09",10.49
"714","2011-12-12",10.04
"715","2011-12-13",9.71
"716","2011-12-14",9.46
"717","2011-12-15",9.31
"718","2011-12-16",9.54
"719","2011-12-19",9.43
"720","2011-12-20",9.46
"721","2011-12-21",9.46
"722","2011-12-22",9.7
"723","2011-12-23",9.81
"724","2011-12-27",9.84
"725","2011-12-28",9.33
"726","2011-12-29",9.69
"727","2011-12-30",9.95
"728","2012-01-03",10.36
"729","2012-01-04",10.2
"730","2012-01-05",10.14
"731","2012-01-06",9.98
"732","2012-01-09",10
"733","2012-01-10",10.22
"734","2012-01-11",10.25
"735","2012-01-12",10.33
"736","2012-01-13",10.27
"737","2012-01-17",10.55
"738","2012-01-18",10.88
"739","2012-01-19",11.36
"740","2012-01-20",11.09
"741","2012-01-23",11.4
"742","2012-01-24",11.85
"743","2012-01-25",11.87
"744","2012-01-26",11.78
"745","2012-01-27",11.95
"746","2012-01-30",11.62
"747","2012-01-31",11.67
"748","2012-02-01",12
"749","2012-02-02",12.19
"750","2012-02-03",12.3
"751","2012-02-06",12.3
"752","2012-02-07",12.14
"753","2012-02-08",11.97
"754","2012-02-09",12.15
"755","2012-02-10",11.82
"756","2012-02-13",11.95
"757","2012-02-14",11.7
"758","2012-02-15",11.93
"759","2012-02-16",11.85
"760","2012-02-17",11.89
"761","2012-02-21",12.2
"762","2012-02-22",12.32
"763","2012-02-23",12.25
"764","2012-02-24",12.38
"765","2012-02-27",12.2
"766","2012-02-28",12.16
"767","2012-02-29",12.04
"768","2012-03-01",12.09
"769","2012-03-02",11.83
"770","2012-03-05",11.37
"771","2012-03-06",10.9
"772","2012-03-07",11.15
"773","2012-03-08",11.77
"774","2012-03-09",12.29
"775","2012-03-12",11.56
"776","2012-03-13",11.85
"777","2012-03-14",11.79
"778","2012-03-15",11.75
"779","2012-03-16",11.85
"780","2012-03-19",11.7
"781","2012-03-20",11.49
"782","2012-03-21",11.33
"783","2012-03-22",10.93
"784","2012-03-23",11.32
"785","2012-03-26",11.4
"786","2012-03-27",11.38
"787","2012-03-28",10.97
"788","2012-03-29",10.96
"789","2012-03-30",10.96
"790","2012-04-02",11.26
"791","2012-04-03",10.86
"792","2012-04-04",10.68
"793","2012-04-05",10.63
"794","2012-04-09",10.56
"795","2012-04-10",10.23
"796","2012-04-11",10.45
"797","2012-04-12",10.87
"798","2012-04-13",10.76
"799","2012-04-16",10.5
"800","2012-04-17",10.83
"801","2012-04-18",10.84
"802","2012-04-19",10.78
"803","2012-04-20",10.71
"804","2012-04-23",10.39
"805","2012-04-24",10.4
"806","2012-04-25",10.56
"807","2012-04-26",10.71
"808","2012-04-27",10.63
"809","2012-04-30",10.54
"810","2012-05-01",10.73
"811","2012-05-02",10.49
"812","2012-05-03",10.25
"813","2012-05-04",10.03
"814","2012-05-07",9.89
"815","2012-05-08",9.73
"816","2012-05-09",9.32
"817","2012-05-10",9.42
"818","2012-05-11",9.41
"819","2012-05-14",8.57
"820","2012-05-15",8.22
"821","2012-05-16",8.02
"822","2012-05-17",8.05
"823","2012-05-18",8.19
"824","2012-05-21",8.35
"825","2012-05-22",7.95
"826","2012-05-23",7.9
"827","2012-05-24",7.76
"828","2012-05-25",7.62
"829","2012-05-29",7.72
"830","2012-05-30",7.57
"831","2012-05-31",7.34
"832","2012-06-01",7.12
"833","2012-06-04",7.21
"834","2012-06-05",7.26
"835","2012-06-06",7.6
"836","2012-06-07",7.68
"837","2012-06-08",7.4
"838","2012-06-11",7.34
"839","2012-06-12",7.59
"840","2012-06-13",7.32
"841","2012-06-14",7.53
"842","2012-06-15",7.41
"843","2012-06-18",7.53
"844","2012-06-19",8.01
"845","2012-06-20",7.89
"846","2012-06-21",7.65
"847","2012-06-22",7.47
"848","2012-06-25",7.34
"849","2012-06-26",7.48
"850","2012-06-27",7.36
"851","2012-06-28",7.44
"852","2012-06-29",7.7
"853","2012-07-02",7.8
"854","2012-07-03",8.1
"855","2012-07-05",8.51
"856","2012-07-06",8.11
"857","2012-07-09",7.92
"858","2012-07-10",7.58
"859","2012-07-11",7.63
"860","2012-07-12",7.47
"861","2012-07-13",7.57
"862","2012-07-16",7.45
"863","2012-07-17",7.51
"864","2012-07-18",7.52
"865","2012-07-19",8.04
"866","2012-07-20",8.25
"867","2012-07-23",7.97
"868","2012-07-24",7.85
"869","2012-07-25",8.24
"870","2012-07-26",8.36
"871","2012-07-27",8.49
"872","2012-07-30",8.44
"873","2012-07-31",8.48
"874","2012-08-01",8.31
"875","2012-08-02",8.25
"876","2012-08-03",8.34
"877","2012-08-06",8.54
"878","2012-08-07",8.99
"879","2012-08-08",8.88
"880","2012-08-09",8.87
"881","2012-08-10",9.07
"882","2012-08-13",8.89
"883","2012-08-14",8.6
"884","2012-08-15",8.41
"885","2012-08-16",8.62
"886","2012-08-17",8.74
"887","2012-08-20",8.74
"888","2012-08-21",8.81
"889","2012-08-22",8.8
"890","2012-08-23",8.64
"891","2012-08-24",8.71
"892","2012-08-27",8.77
"893","2012-08-28",8.58
"894","2012-08-29",8.49
"895","2012-08-30",8.21
"896","2012-08-31",8.54
"897","2012-09-04",8.5
"898","2012-09-05",8.44
"899","2012-09-06",8.68
"900","2012-09-07",9.28
"901","2012-09-10",9.27
"902","2012-09-11",9.71
"903","2012-09-12",9.6
"904","2012-09-13",9.87
"905","2012-09-14",10.27
"906","2012-09-17",10.07
"907","2012-09-18",9.81
"908","2012-09-19",10.3
"909","2012-09-20",10.23
"910","2012-09-21",10.25
"911","2012-09-24",10.05
"912","2012-09-25",9.85
"913","2012-09-26",9.64
"914","2012-09-27",10.05
"915","2012-09-28",9.85
"916","2012-10-01",9.75
"917","2012-10-02",9.67
"918","2012-10-03",9.52
"919","2012-10-04",9.95
"920","2012-10-05",9.82
"921","2012-10-08",9.77
"922","2012-10-09",9.64
"923","2012-10-10",9.68
"924","2012-10-11",9.77
"925","2012-10-12",9.63
"926","2012-10-15",9.68
"927","2012-10-16",9.8
"928","2012-10-17",9.82
"929","2012-10-18",9.77
"930","2012-10-19",9.48
"931","2012-10-22",9.59
"932","2012-10-23",9.33
"933","2012-10-24",9.19
"934","2012-10-25",9.37
"935","2012-10-26",9.17
"936","2012-10-31",9.29
"937","2012-11-01",9.39
"938","2012-11-02",9.43
"939","2012-11-05",9.67
"940","2012-11-06",9.8
"941","2012-11-07",9.58
"942","2012-11-08",9.45
"943","2012-11-09",9.56
"944","2012-11-12",9.65
"945","2012-11-13",9.2
"946","2012-11-14",8.92
"947","2012-11-15",8.91
"948","2012-11-16",9.12
"949","2012-11-19",9.1
"950","2012-11-20",9.21
"951","2012-11-21",9.29
"952","2012-11-23",9.41
"953","2012-11-26",9.29
"954","2012-11-27",9.36
"955","2012-11-28",9.73
"956","2012-11-29",9.68
"957","2012-11-30",9.63
"958","2012-12-03",9.68
"959","2012-12-04",9.65
"960","2012-12-05",10.02
"961","2012-12-06",9.95
"962","2012-12-07",9.93
"963","2012-12-10",10.55
"964","2012-12-11",10.47
"965","2012-12-12",10.65
"966","2012-12-13",10.49
"967","2012-12-14",10.86
"968","2012-12-17",10.53
"969","2012-12-18",10.02
"970","2012-12-19",10.35
"971","2012-12-20",10.17
"972","2012-12-21",10.01
"973","2012-12-24",9.95
"974","2012-12-26",9.99
"975","2012-12-27",10.06
"976","2012-12-28",9.92
"977","2012-12-31",10.07
"978","2013-01-02",10.7
"979","2013-01-03",10.73
"980","2013-01-04",11.01
"981","2013-01-07",11.36
"982","2013-01-08",11.54
"983","2013-01-09",10.97
"984","2013-01-10",11.25
"985","2013-01-11",11.01
"986","2013-01-14",11.22
"987","2013-01-15",11.21
"988","2013-01-16",11.36
"989","2013-01-17",11.45
"990","2013-01-18",11.31
"991","2013-01-22",11.88
"992","2013-01-23",12.04
"993","2013-01-24",11.61
"994","2013-01-25",11.6
"995","2013-01-28",11.51
"996","2013-01-29",11.53
