"","date","RMAX"
"1","2013-10-02",27
"2","2013-10-03",30.209999
"3","2013-10-04",31.65
"4","2013-10-07",30.83
"5","2013-10-08",28.5
"6","2013-10-09",28.99
"7","2013-10-10",29.780001
"8","2013-10-11",29.370001
"9","2013-10-14",29.860001
"10","2013-10-15",29.84
"11","2013-10-16",29.98
"12","2013-10-17",29.23
"13","2013-10-18",29.35
"14","2013-10-21",28.620001
"15","2013-10-22",28.48
"16","2013-10-23",27.98
"17","2013-10-24",29.43
"18","2013-10-25",29.059999
"19","2013-10-28",28.34
"20","2013-10-29",27.91
"21","2013-10-30",27.52
"22","2013-10-31",28.200001
"23","2013-11-01",27.66
"24","2013-11-04",28.92
"25","2013-11-05",29.370001
"26","2013-11-06",28.959999
"27","2013-11-07",28.360001
"28","2013-11-08",27.59
"29","2013-11-11",27.309999
"30","2013-11-12",27.93
"31","2013-11-13",28.26
"32","2013-11-14",27.75
"33","2013-11-15",29.24
"34","2013-11-18",29.6
"35","2013-11-19",29.48
"36","2013-11-20",29.049999
"37","2013-11-21",29.870001
"38","2013-11-22",30.120001
"39","2013-11-25",29.85
"40","2013-11-26",30.290001
"41","2013-11-27",30.780001
"42","2013-11-29",30.379999
"43","2013-12-02",29.950001
"44","2013-12-03",30.1
"45","2013-12-04",30
"46","2013-12-05",29.91
"47","2013-12-06",29
"48","2013-12-09",29.809999
"49","2013-12-10",29.58
"50","2013-12-11",29.49
"51","2013-12-12",28.950001
"52","2013-12-13",27.76
"53","2013-12-16",29.68
"54","2013-12-17",29.879999
"55","2013-12-18",30.959999
"56","2013-12-19",29.530001
"57","2013-12-20",30.719999
"58","2013-12-23",32.189999
"59","2013-12-24",32.290001
"60","2013-12-26",31.77
"61","2013-12-27",32.560001
"62","2013-12-30",31.860001
"63","2013-12-31",32.07
"64","2014-01-02",32.18
"65","2014-01-03",32.099998
"66","2014-01-06",31.030001
"67","2014-01-07",31
"68","2014-01-08",30.83
"69","2014-01-09",30.92
"70","2014-01-10",31.110001
"71","2014-01-13",30.51
"72","2014-01-14",30.6
"73","2014-01-15",31.530001
"74","2014-01-16",30.540001
"75","2014-01-17",28.58
"76","2014-01-21",29.959999
"77","2014-01-22",31.17
"78","2014-01-23",30.799999
"79","2014-01-24",29.9
"80","2014-01-27",28.82
"81","2014-01-28",28.969999
"82","2014-01-29",28.99
"83","2014-01-30",29.92
"84","2014-01-31",29.16
"85","2014-02-03",28.790001
"86","2014-02-04",29.030001
"87","2014-02-05",28.940001
"88","2014-02-06",28.91
"89","2014-02-07",29.16
"90","2014-02-10",28.940001
"91","2014-02-11",28.969999
"92","2014-02-12",29.34
"93","2014-02-13",29.73
"94","2014-02-14",29.860001
"95","2014-02-18",29.969999
"96","2014-02-19",29.76
"97","2014-02-20",29.76
"98","2014-02-21",29.93
"99","2014-02-24",31.02
"100","2014-02-25",30.27
"101","2014-02-26",30.6
"102","2014-02-27",30.709999
"103","2014-02-28",30.620001
"104","2014-03-03",30.51
"105","2014-03-04",31
"106","2014-03-05",31.290001
"107","2014-03-06",31.610001
"108","2014-03-07",31.790001
"109","2014-03-10",31.66
"110","2014-03-11",31.24
"111","2014-03-12",31.58
"112","2014-03-13",31.389999
"113","2014-03-14",31.58
"114","2014-03-17",31.66
"115","2014-03-18",31.84
"116","2014-03-19",31.51
"117","2014-03-20",32.009998
"118","2014-03-21",32.009998
"119","2014-03-24",31.59
"120","2014-03-25",30.93
"121","2014-03-26",30.549999
"122","2014-03-27",30.43
"123","2014-03-28",29.120001
"124","2014-03-31",28.83
"125","2014-04-01",29.290001
"126","2014-04-02",29.290001
"127","2014-04-03",29.25
"128","2014-04-04",29.32
"129","2014-04-07",28.110001
"130","2014-04-08",28.639999
"131","2014-04-09",28.48
"132","2014-04-10",28.200001
"133","2014-04-11",28.01
"134","2014-04-14",28.110001
"135","2014-04-15",27.959999
"136","2014-04-16",28
"137","2014-04-17",27.969999
"138","2014-04-21",27.91
"139","2014-04-22",28.030001
"140","2014-04-23",27.98
"141","2014-04-24",27.879999
"142","2014-04-25",27.65
"143","2014-04-28",27.950001
"144","2014-04-29",28.200001
"145","2014-04-30",28.219999
"146","2014-05-01",28.4
"147","2014-05-02",28.549999
"148","2014-05-05",28.059999
"149","2014-05-06",27.83
"150","2014-05-07",27.459999
"151","2014-05-08",26.620001
"152","2014-05-09",26.57
"153","2014-05-12",26.75
"154","2014-05-13",26.280001
"155","2014-05-14",25.950001
"156","2014-05-15",26.459999
"157","2014-05-16",27.07
"158","2014-05-19",26.809999
"159","2014-05-20",26.469999
"160","2014-05-21",27.01
"161","2014-05-22",26.91
"162","2014-05-23",27.32
"163","2014-05-27",27.65
"164","2014-05-28",27.690001
"165","2014-05-29",27.77
"166","2014-05-30",28.73
"167","2014-06-02",28.540001
"168","2014-06-03",28.620001
"169","2014-06-04",28.709999
"170","2014-06-05",29.15
"171","2014-06-06",29.73
"172","2014-06-09",31.129999
"173","2014-06-10",30.059999
"174","2014-06-11",29.9
"175","2014-06-12",29.809999
"176","2014-06-13",29.809999
"177","2014-06-16",28.92
"178","2014-06-17",29.6
"179","2014-06-18",29.690001
"180","2014-06-19",29.4
"181","2014-06-20",29.09
"182","2014-06-23",29.110001
"183","2014-06-24",28.889999
"184","2014-06-25",29.02
"185","2014-06-26",29.040001
"186","2014-06-27",29.49
"187","2014-06-30",29.59
"188","2014-07-01",29.700001
"189","2014-07-02",29.59
"190","2014-07-03",29.940001
"191","2014-07-07",29.91
"192","2014-07-08",29.68
"193","2014-07-09",29.610001
"194","2014-07-10",29.530001
"195","2014-07-11",29.15
"196","2014-07-14",29.049999
"197","2014-07-15",28.82
"198","2014-07-16",28.780001
"199","2014-07-17",28.59
"200","2014-07-18",28.469999
"201","2014-07-21",28.58
"202","2014-07-22",28.68
"203","2014-07-23",29.129999
"204","2014-07-24",28.559999
"205","2014-07-25",28.639999
"206","2014-07-28",28.620001
"207","2014-07-29",28.49
"208","2014-07-30",28.42
"209","2014-07-31",29.299999
"210","2014-08-01",29.209999
"211","2014-08-04",29.17
"212","2014-08-05",28.860001
"213","2014-08-06",28.75
"214","2014-08-07",28.59
"215","2014-08-08",28.809999
"216","2014-08-11",29.26
"217","2014-08-12",29.040001
"218","2014-08-13",29.1
"219","2014-08-14",30.48
"220","2014-08-15",30.219999
"221","2014-08-18",31.35
"222","2014-08-19",31
"223","2014-08-20",30.83
"224","2014-08-21",30.83
"225","2014-08-22",30.940001
"226","2014-08-25",30.99
"227","2014-08-26",30.76
"228","2014-08-27",30.309999
"229","2014-08-28",29.719999
"230","2014-08-29",30.32
"231","2014-09-02",30.27
"232","2014-09-03",30.040001
"233","2014-09-04",30.290001
"234","2014-09-05",31.18
"235","2014-09-08",31.440001
