"","date","SUNS"
"185","2011-11-16",15.33
"186","2011-11-17",15.26
"187","2011-11-18",15.53
"188","2011-11-21",15.63
"189","2011-11-22",15.58
"190","2011-11-23",15.09
"191","2011-11-25",14.8
"192","2011-11-28",15.21
"193","2011-11-29",14.89
"194","2011-11-30",15.75
"195","2011-12-01",15.41
"196","2011-12-02",15.95
"197","2011-12-05",15.99
"198","2011-12-06",16.440001
"199","2011-12-07",16.32
"200","2011-12-08",16.02
"201","2011-12-09",15.89
"202","2011-12-12",16.18
"203","2011-12-13",15.73
"204","2011-12-14",16.25
"205","2011-12-15",16.25
"206","2011-12-16",15.94
"207","2011-12-19",15.82
"208","2011-12-20",15.99
"209","2011-12-21",15.69
"210","2011-12-22",15.64
"211","2011-12-23",16.09
"212","2011-12-27",15.71
"213","2011-12-28",15.52
"214","2011-12-29",15.54
"215","2011-12-30",15.75
"216","2012-01-03",15.82
"217","2012-01-04",15.68
"218","2012-01-05",15.75
"219","2012-01-06",15.73
"220","2012-01-09",15.8
"221","2012-01-10",16.08
"222","2012-01-11",15.98
"223","2012-01-12",15.97
"224","2012-01-13",15.89
"225","2012-01-17",15.43
"226","2012-01-18",15.88
"227","2012-01-19",16.219999
"228","2012-01-20",16.4
"229","2012-01-23",16.209999
"230","2012-01-24",16.219999
"231","2012-01-25",16.450001
"232","2012-01-26",16.85
"233","2012-01-27",16.92
"234","2012-01-30",16.700001
"235","2012-01-31",16.299999
"236","2012-02-01",16.809999
"237","2012-02-02",16.950001
"238","2012-02-03",16.950001
"239","2012-02-06",16.85
"240","2012-02-07",16.940001
"241","2012-02-08",17.190001
"242","2012-02-09",16.91
"243","2012-02-10",16.950001
"244","2012-02-13",17.08
"245","2012-02-14",17.049999
"246","2012-02-15",16.85
"247","2012-02-16",17.27
"248","2012-02-17",16.93
"249","2012-02-21",16.940001
"250","2012-02-22",16.85
"251","2012-02-23",17.049999
"252","2012-02-24",17
"253","2012-02-27",16.92
"254","2012-02-28",17.030001
"255","2012-02-29",16.92
"256","2012-03-01",16.889999
"257","2012-03-02",16.92
"258","2012-03-05",16.950001
"259","2012-03-06",16.66
"260","2012-03-07",16.52
"261","2012-03-08",16.639999
"262","2012-03-09",16.690001
"263","2012-03-12",16.870001
"264","2012-03-13",16.950001
"265","2012-03-14",16.77
"266","2012-03-15",16.879999
"267","2012-03-16",16.67
"268","2012-03-19",16.83
"269","2012-03-20",16.49
"270","2012-03-21",16.43
"271","2012-03-22",16.25
"272","2012-03-23",16.4
"273","2012-03-26",16.549999
"274","2012-03-27",16.219999
"275","2012-03-28",16.24
"276","2012-03-29",16.209999
"277","2012-03-30",16.110001
"278","2012-04-02",16.27
"279","2012-04-03",16.139999
"280","2012-04-04",15.92
"281","2012-04-05",16.1
"282","2012-04-09",16.049999
"283","2012-04-10",16.049999
"284","2012-04-11",16.35
"285","2012-04-12",16.190001
"286","2012-04-13",15.94
"287","2012-04-16",15.9
"288","2012-04-17",15.76
"289","2012-04-18",15.65
"290","2012-04-19",15.65
"291","2012-04-20",15.97
"292","2012-04-23",15.9
"293","2012-04-24",16.08
"294","2012-04-25",16.27
"295","2012-04-26",16.219999
"296","2012-04-27",16.190001
"297","2012-04-30",16.209999
"298","2012-05-01",16.209999
"299","2012-05-02",16.530001
"300","2012-05-03",16.450001
"301","2012-05-04",16.42
"302","2012-05-07",16.940001
"303","2012-05-08",17.129999
"304","2012-05-09",17.15
"305","2012-05-10",17.15
"306","2012-05-11",17.190001
"307","2012-05-14",16.950001
"308","2012-05-15",17.02
"309","2012-05-16",16.98
"310","2012-05-17",16.93
"311","2012-05-18",16.639999
"312","2012-05-21",16.59
"313","2012-05-22",16.459999
"314","2012-05-23",16.629999
"315","2012-05-24",16.700001
"316","2012-05-25",16.469999
"317","2012-05-29",16.690001
"318","2012-05-30",16.5
"319","2012-05-31",16.639999
"320","2012-06-01",16.299999
"321","2012-06-04",16.309999
"322","2012-06-05",16.32
"323","2012-06-06",16.370001
"324","2012-06-07",16.540001
"325","2012-06-08",16.139999
"326","2012-06-11",16.110001
"327","2012-06-12",16.18
"328","2012-06-13",16.299999
"329","2012-06-14",16.719999
"330","2012-06-15",16.77
"331","2012-06-18",16.59
"332","2012-06-19",16.74
"333","2012-06-20",16.870001
"334","2012-06-21",16.67
"335","2012-06-22",16.9
"336","2012-06-25",16.5
"337","2012-06-26",16.73
"338","2012-06-27",16.9
"339","2012-06-28",16.82
"340","2012-06-29",16.9
"341","2012-07-02",16.879999
"342","2012-07-03",16.9
"343","2012-07-05",17.040001
"344","2012-07-06",16.98
"345","2012-07-09",17
"346","2012-07-10",17.030001
"347","2012-07-11",16.98
"348","2012-07-12",16.959999
"349","2012-07-13",17
"350","2012-07-16",16.969999
"351","2012-07-17",17.01
"352","2012-07-18",17
"353","2012-07-19",16.959999
"354","2012-07-20",16.92
"355","2012-07-23",16.84
"356","2012-07-24",16.719999
"357","2012-07-25",16.76
"358","2012-07-26",17.049999
"359","2012-07-27",17.280001
"360","2012-07-30",17
"361","2012-07-31",17
"362","2012-08-01",17.040001
"363","2012-08-02",17
"364","2012-08-03",17.42
"365","2012-08-06",17.540001
"366","2012-08-07",17.33
"367","2012-08-08",17.360001
"368","2012-08-09",17.35
"369","2012-08-10",17.4
"370","2012-08-13",17.4
"371","2012-08-14",17.4
"372","2012-08-15",17.4
"373","2012-08-16",17.42
"374","2012-08-17",17.4
"375","2012-08-20",17.42
"376","2012-08-21",17.35
"377","2012-08-22",17.280001
"378","2012-08-23",17.370001
"379","2012-08-24",17.440001
"380","2012-08-27",17.43
"381","2012-08-28",17.4
"382","2012-08-29",17.450001
"383","2012-08-30",17.360001
"384","2012-08-31",17.719999
"385","2012-09-04",17.629999
"386","2012-09-05",17.59
"387","2012-09-06",17.629999
"388","2012-09-07",17.780001
"389","2012-09-10",17.84
"390","2012-09-11",17.940001
"391","2012-09-12",18.09
"392","2012-09-13",18.290001
"393","2012-09-14",18.42
"394","2012-09-17",18.35
"395","2012-09-18",18.299999
"396","2012-09-19",18.26
"397","2012-09-20",18.200001
"398","2012-09-21",18.110001
"399","2012-09-24",18.18
"400","2012-09-25",17.82
"401","2012-09-26",18.18
"402","2012-09-27",18.26
"403","2012-09-28",17.91
"404","2012-10-01",18.200001
"405","2012-10-02",18.120001
"406","2012-10-03",18.17
"407","2012-10-04",18.26
"408","2012-10-05",18.32
"409","2012-10-08",18.23
"410","2012-10-09",17.969999
"411","2012-10-10",17.780001
"412","2012-10-11",17.51
"413","2012-10-12",17.610001
"414","2012-10-15",17.469999
"415","2012-10-16",17.969999
"416","2012-10-17",17.93
"417","2012-10-18",17.799999
"418","2012-10-19",17.6
"419","2012-10-22",17.85
"420","2012-10-23",17.639999
"421","2012-10-24",17.67
"422","2012-10-25",17.65
"423","2012-10-26",17.83
"424","2012-10-31",17.559999
"425","2012-11-01",17.51
"426","2012-11-02",17.440001
"427","2012-11-05",17.549999
"428","2012-11-06",18.09
"429","2012-11-07",17.67
"430","2012-11-08",17.66
"431","2012-11-09",17.620001
"432","2012-11-12",17.82
"433","2012-11-13",17.82
"434","2012-11-14",17.290001
"435","2012-11-15",17.139999
"436","2012-11-16",17.1
"437","2012-11-19",17.26
"438","2012-11-20",17.23
"439","2012-11-21",17.780001
"440","2012-11-23",17.84
"441","2012-11-26",18.030001
"442","2012-11-27",18.049999
"443","2012-11-28",18.110001
"444","2012-11-29",18.1
"445","2012-11-30",18.16
"446","2012-12-03",18.219999
"447","2012-12-04",18.17
"448","2012-12-05",18.26
"449","2012-12-06",18.26
"450","2012-12-07",18.200001
"451","2012-12-10",18.200001
"452","2012-12-11",18.24
"453","2012-12-12",18.059999
"454","2012-12-13",17.950001
"455","2012-12-14",18.02
"456","2012-12-17",18.280001
"457","2012-12-18",18.52
"458","2012-12-19",18.84
"459","2012-12-20",18.42
"460","2012-12-21",18.209999
"461","2012-12-24",18.370001
"462","2012-12-26",18.540001
"463","2012-12-27",18.32
"464","2012-12-28",18.309999
"465","2012-12-31",18.66
"466","2013-01-02",19.01
"467","2013-01-03",18.84
"468","2013-01-04",18.9
"469","2013-01-07",18.959999
"470","2013-01-08",19.389999
"471","2013-01-09",19.4
"472","2013-01-10",19.450001
"473","2013-01-11",19.42
"474","2013-01-14",19.34
"475","2013-01-15",18.549999
"476","2013-01-16",18.65
"477","2013-01-17",18.6
"478","2013-01-18",18.75
"479","2013-01-22",18.6
"480","2013-01-23",18.66
"481","2013-01-24",18.73
"482","2013-01-25",18.59
"483","2013-01-28",18.75
"484","2013-01-29",18.84
"485","2013-01-30",18.799999
"486","2013-01-31",18.639999
"487","2013-02-01",18.889999
"488","2013-02-04",18.6
"489","2013-02-05",18.860001
"490","2013-02-06",18.73
"491","2013-02-07",18.65
"492","2013-02-08",18.84
"493","2013-02-11",18.719999
"494","2013-02-12",18.82
"495","2013-02-13",18.959999
"496","2013-02-14",18.85
"497","2013-02-15",19.01
"498","2013-02-19",18.950001
"499","2013-02-20",18.870001
"500","2013-02-21",18.549999
"501","2013-02-22",18.610001
"502","2013-02-25",18.68
"503","2013-02-26",18.83
"504","2013-02-27",18.940001
"505","2013-02-28",18.82
"506","2013-03-01",18.59
"507","2013-03-04",18.73
"508","2013-03-05",18.879999
"509","2013-03-06",18.790001
"510","2013-03-07",18.799999
"511","2013-03-08",18.809999
"512","2013-03-11",18.780001
"513","2013-03-12",18.83
"514","2013-03-13",18.82
"515","2013-03-14",19.030001
"516","2013-03-15",19.290001
"517","2013-03-18",19.209999
"518","2013-03-19",18.92
"519","2013-03-20",18.969999
"520","2013-03-21",18.809999
"521","2013-03-22",19.049999
"522","2013-03-25",19.290001
"523","2013-03-26",19.110001
"524","2013-03-27",19.030001
"525","2013-03-28",19.200001
"526","2013-04-01",19.040001
"527","2013-04-02",19.200001
"528","2013-04-03",18.74
"529","2013-04-04",18.92
"530","2013-04-05",18.870001
"531","2013-04-08",18.940001
"532","2013-04-09",18.75
"533","2013-04-10",18.84
"534","2013-04-11",18.780001
"535","2013-04-12",18.690001
"536","2013-04-15",18.26
"537","2013-04-16",18.549999
"538","2013-04-17",18.58
"539","2013-04-18",18.709999
"540","2013-04-19",18.9
"541","2013-04-22",19.01
"542","2013-04-23",18.98
"543","2013-04-24",18.91
"544","2013-04-25",19.040001
"545","2013-04-26",19.040001
"546","2013-04-29",19.15
"547","2013-04-30",19.17
"548","2013-05-01",19.01
"549","2013-05-02",19.1
"550","2013-05-03",19.15
"551","2013-05-06",19.1
"552","2013-05-07",19.23
"553","2013-05-08",19.35
"554","2013-05-09",19.190001
"555","2013-05-10",19.200001
"556","2013-05-13",19.1
"557","2013-05-14",19.139999
"558","2013-05-15",19.110001
"559","2013-05-16",19.25
"560","2013-05-17",19.35
"561","2013-05-20",19.370001
"562","2013-05-21",19.139999
"563","2013-05-22",19.16
"564","2013-05-23",19.18
"565","2013-05-24",19.219999
"566","2013-05-28",19.26
"567","2013-05-29",19.059999
"568","2013-05-30",19.049999
"569","2013-05-31",18.52
"570","2013-06-03",18.4
"571","2013-06-04",18.34
"572","2013-06-05",18.25
"573","2013-06-06",18.290001
"574","2013-06-07",18.559999
"575","2013-06-10",18.719999
"576","2013-06-11",18.889999
"577","2013-06-12",18.41
"578","2013-06-13",18.73
"579","2013-06-14",18.629999
"580","2013-06-17",18.9
"581","2013-06-18",18.860001
"582","2013-06-19",18.889999
"583","2013-06-20",18.48
"584","2013-06-21",18.27
"585","2013-06-24",17.98
"586","2013-06-25",18.040001
"587","2013-06-26",18.08
"588","2013-06-27",18.209999
"589","2013-06-28",18.41
"590","2013-07-01",18.85
"591","2013-07-02",19.01
"592","2013-07-03",18.969999
"593","2013-07-05",19.09
"594","2013-07-08",19.030001
"595","2013-07-09",19.120001
"596","2013-07-10",19.190001
"597","2013-07-11",19.23
"598","2013-07-12",19.17
"599","2013-07-15",19.09
"600","2013-07-16",19.200001
"601","2013-07-17",19.129999
"602","2013-07-18",19.16
"603","2013-07-19",19.25
"604","2013-07-22",19.299999
"605","2013-07-23",19.200001
"606","2013-07-24",19.030001
"607","2013-07-25",19
"608","2013-07-26",18.969999
"609","2013-07-29",18.940001
"610","2013-07-30",18.93
"611","2013-07-31",18.940001
"612","2013-08-01",18.25
"613","2013-08-02",18.049999
"614","2013-08-05",17.92
"615","2013-08-06",17.959999
"616","2013-08-07",17.68
"617","2013-08-08",17.91
"618","2013-08-09",17.91
"619","2013-08-12",17.85
"620","2013-08-13",17.98
"621","2013-08-14",17.879999
"622","2013-08-15",17.74
"623","2013-08-16",17.91
"624","2013-08-19",17.85
"625","2013-08-20",18.040001
"626","2013-08-21",17.91
"627","2013-08-22",18.01
"628","2013-08-23",18.16
"629","2013-08-26",18.07
"630","2013-08-27",17.799999
"631","2013-08-28",17.83
"632","2013-08-29",17.969999
"633","2013-08-30",17.780001
"634","2013-09-03",17.690001
"635","2013-09-04",17.690001
"636","2013-09-05",17.92
"637","2013-09-06",18.139999
"638","2013-09-09",18.23
"639","2013-09-10",18.23
"640","2013-09-11",18.209999
"641","2013-09-12",18.16
"642","2013-09-13",18.290001
"643","2013-09-16",18.24
"644","2013-09-17",18.200001
"645","2013-09-18",18.35
"646","2013-09-19",18.190001
"647","2013-09-20",18.120001
"648","2013-09-23",18.309999
"649","2013-09-24",18.27
"650","2013-09-25",18.24
"651","2013-09-26",18.299999
"652","2013-09-27",18.309999
"653","2013-09-30",18.08
"654","2013-10-01",18.219999
"655","2013-10-02",17.82
"656","2013-10-03",17.73
"657","2013-10-04",18
"658","2013-10-07",18.27
"659","2013-10-08",18.26
"660","2013-10-09",18.35
"661","2013-10-10",18.57
"662","2013-10-11",18.83
"663","2013-10-14",18.540001
"664","2013-10-15",18.65
"665","2013-10-16",18.65
"666","2013-10-17",18.65
"667","2013-10-18",18.84
"668","2013-10-21",18.719999
"669","2013-10-22",18.690001
"670","2013-10-23",18.67
"671","2013-10-24",18.75
"672","2013-10-25",18.870001
"673","2013-10-28",18.610001
"674","2013-10-29",18.620001
"675","2013-10-30",18.07
"676","2013-10-31",18.24
"677","2013-11-01",18.02
"678","2013-11-04",18.08
"679","2013-11-05",17.959999
"680","2013-11-06",18.02
"681","2013-11-07",18
"682","2013-11-08",18.24
"683","2013-11-11",18.190001
"684","2013-11-12",18.16
"685","2013-11-13",18.290001
"686","2013-11-14",18.33
"687","2013-11-15",18.559999
"688","2013-11-18",18.200001
"689","2013-11-19",18.18
"690","2013-11-20",18.370001
"691","2013-11-21",18.379999
"692","2013-11-22",18.48
"693","2013-11-25",18.389999
"694","2013-11-26",18.379999
"695","2013-11-27",18.190001
"696","2013-11-29",18.209999
"697","2013-12-02",18
"698","2013-12-03",18.059999
"699","2013-12-04",18.030001
"700","2013-12-05",18.08
"701","2013-12-06",18.299999
"702","2013-12-09",18.110001
"703","2013-12-10",18.02
"704","2013-12-11",18.32
"705","2013-12-12",18.209999
"706","2013-12-13",18.26
"707","2013-12-16",18.32
"708","2013-12-17",18.360001
"709","2013-12-18",18.360001
"710","2013-12-19",18.219999
"711","2013-12-20",18.35
"712","2013-12-23",18.43
"713","2013-12-24",18.74
"714","2013-12-26",18.559999
"715","2013-12-27",18.41
"716","2013-12-30",18.27
"717","2013-12-31",18.219999
"718","2014-01-02",18.299999
"719","2014-01-03",18.459999
"720","2014-01-06",18.33
"721","2014-01-07",18.379999
"722","2014-01-08",18.32
"723","2014-01-09",18.370001
"724","2014-01-10",18.389999
"725","2014-01-13",18.34
"726","2014-01-14",18.23
"727","2014-01-15",18.280001
"728","2014-01-16",18.23
"729","2014-01-17",18.27
"730","2014-01-21",18.25
"731","2014-01-22",18.209999
"732","2014-01-23",18.209999
"733","2014-01-24",18.26
"734","2014-01-27",18.190001
"735","2014-01-28",18.24
"736","2014-01-29",18.219999
"737","2014-01-30",18.26
"738","2014-01-31",18.07
"739","2014-02-03",17.77
"740","2014-02-04",17.84
"741","2014-02-05",17.780001
"742","2014-02-06",17.879999
"743","2014-02-07",17.92
"744","2014-02-10",17.93
"745","2014-02-11",17.99
"746","2014-02-12",18.02
"747","2014-02-13",18.18
"748","2014-02-14",18.139999
"749","2014-02-18",18.299999
"750","2014-02-19",18.280001
"751","2014-02-20",18.459999
"752","2014-02-21",18.58
"753","2014-02-24",18.629999
"754","2014-02-25",18.35
"755","2014-02-26",18.26
"756","2014-02-27",18.08
"757","2014-02-28",18.309999
"758","2014-03-03",18.190001
"759","2014-03-04",18.02
"760","2014-03-05",17.950001
"761","2014-03-06",18.26
"762","2014-03-07",18.030001
"763","2014-03-10",17.98
"764","2014-03-11",17.719999
"765","2014-03-12",17.85
"766","2014-03-13",17.59
"767","2014-03-14",17.51
"768","2014-03-17",17.459999
"769","2014-03-18",17.33
"770","2014-03-19",17.110001
"771","2014-03-20",17.16
"772","2014-03-21",17.49
"773","2014-03-24",17.280001
"774","2014-03-25",17.440001
"775","2014-03-26",17.27
"776","2014-03-27",17.190001
"777","2014-03-28",17.200001
"778","2014-03-31",17.110001
"779","2014-04-01",17.09
"780","2014-04-02",17.040001
"781","2014-04-03",17.26
"782","2014-04-04",17.07
"783","2014-04-07",16.940001
"784","2014-04-08",17.190001
"785","2014-04-09",17.6
"786","2014-04-10",17.65
"787","2014-04-11",17.379999
"788","2014-04-14",17.280001
"789","2014-04-15",17.280001
"790","2014-04-16",17.209999
"791","2014-04-17",17.15
"792","2014-04-21",17.110001
"793","2014-04-22",17.1
"794","2014-04-23",16.879999
"795","2014-04-24",16.92
"796","2014-04-25",16.76
"797","2014-04-28",16.49
"798","2014-04-29",16.49
"799","2014-04-30",16.549999
"800","2014-05-01",16.35
"801","2014-05-02",16.4
"802","2014-05-05",16.32
"803","2014-05-06",16.35
"804","2014-05-07",16.35
"805","2014-05-08",16.290001
"806","2014-05-09",16.379999
"807","2014-05-12",16.76
"808","2014-05-13",16.6
"809","2014-05-14",16.73
"810","2014-05-15",16.610001
"811","2014-05-16",16.6
"812","2014-05-19",16.82
"813","2014-05-20",16.65
"814","2014-05-21",16.700001
"815","2014-05-22",16.950001
"816","2014-05-23",17.360001
"817","2014-05-27",17.24
"818","2014-05-28",17.01
"819","2014-05-29",16.83
"820","2014-05-30",16.76
"821","2014-06-02",16.5
"822","2014-06-03",16.549999
"823","2014-06-04",16.559999
"824","2014-06-05",16.6
"825","2014-06-06",16.540001
"826","2014-06-09",16.620001
"827","2014-06-10",16.6
"828","2014-06-11",16.700001
"829","2014-06-12",16.719999
"830","2014-06-13",16.6
"831","2014-06-16",16.700001
"832","2014-06-17",16.49
"833","2014-06-18",16.92
"834","2014-06-19",16.889999
"835","2014-06-20",16.860001
"836","2014-06-23",16.82
"837","2014-06-24",16.690001
"838","2014-06-25",16.73
"839","2014-06-26",16.870001
"840","2014-06-27",16.879999
"841","2014-06-30",16.879999
"842","2014-07-01",17.030001
"843","2014-07-02",17.1
"844","2014-07-03",17.040001
"845","2014-07-07",17.01
"846","2014-07-08",16.77
"847","2014-07-09",16.780001
"848","2014-07-10",16.84
"849","2014-07-11",16.83
"850","2014-07-14",16.85
"851","2014-07-15",16.98
"852","2014-07-16",16.969999
"853","2014-07-17",16.82
"854","2014-07-18",16.799999
"855","2014-07-21",16.65
"856","2014-07-22",16.620001
"857","2014-07-23",16.610001
"858","2014-07-24",16.66
"859","2014-07-25",16.629999
"860","2014-07-28",16.639999
"861","2014-07-29",16.6
"862","2014-07-30",16.540001
"863","2014-07-31",16.309999
"864","2014-08-01",16.32
"865","2014-08-04",16.15
"866","2014-08-05",16.23
"867","2014-08-06",16.24
"868","2014-08-07",16.27
"869","2014-08-08",16.26
"870","2014-08-11",16.15
"871","2014-08-12",16.09
"872","2014-08-13",16.129999
"873","2014-08-14",16.200001
"874","2014-08-15",16.129999
"875","2014-08-18",15.97
"876","2014-08-19",15.8
"877","2014-08-20",15.71
"878","2014-08-21",15.77
"879","2014-08-22",15.78
"880","2014-08-25",15.78
"881","2014-08-26",15.69
"882","2014-08-27",15.69
"883","2014-08-28",15.68
"884","2014-08-29",15.9
"885","2014-09-02",15.87
"886","2014-09-03",15.78
"887","2014-09-04",15.8
"888","2014-09-05",15.81
"889","2014-09-08",15.78
"890","2014-09-09",15.73
"891","2014-09-10",15.82
"892","2014-09-11",15.93
"893","2014-09-12",15.92
"894","2014-09-15",15.71
"895","2014-09-16",15.72
"896","2014-09-17",15.76
"897","2014-09-18",15.75
"898","2014-09-19",15.8
"899","2014-09-22",15.79
"900","2014-09-23",15.69
"901","2014-09-24",15.83
"902","2014-09-25",15.71
"903","2014-09-26",15.62
"904","2014-09-29",15.55
"905","2014-09-30",15.39
"906","2014-10-01",15.53
"907","2014-10-02",15.5
"908","2014-10-03",15.56
"909","2014-10-06",15.51
"910","2014-10-07",15.54
"911","2014-10-08",15.49
"912","2014-10-09",15.43
"913","2014-10-10",15.37
"914","2014-10-13",15.21
"915","2014-10-14",15.18
"916","2014-10-15",14.89
"917","2014-10-16",15.11
"918","2014-10-17",15.33
"919","2014-10-20",15.39
"920","2014-10-21",15.41
"921","2014-10-22",15.35
"922","2014-10-23",14.97
"923","2014-10-24",14.81
"924","2014-10-27",14.63
"925","2014-10-28",14.84
"926","2014-10-29",15.01
"927","2014-10-30",15.09
"928","2014-10-31",15.12
"929","2014-11-03",15.47
"930","2014-11-04",15.38
"931","2014-11-05",15.43
"932","2014-11-06",15.32
"933","2014-11-07",15.44
"934","2014-11-10",15.68
"935","2014-11-11",15.57
"936","2014-11-12",15.61
"937","2014-11-13",15.5
"938","2014-11-14",15.65
"939","2014-11-17",15.62
"940","2014-11-18",15.41
"941","2014-11-19",15.19
"942","2014-11-20",15.29
"943","2014-11-21",15.25
"944","2014-11-24",15.33
"945","2014-11-25",15.28
"946","2014-11-26",15.33
"947","2014-11-28",15.3
"948","2014-12-01",15.21
"949","2014-12-02",15.25
"950","2014-12-03",15.15
"951","2014-12-04",15.14
"952","2014-12-05",15.06
"953","2014-12-08",14.99
"954","2014-12-09",14.99
"955","2014-12-10",14.98
"956","2014-12-11",15.02
"957","2014-12-12",14.85
"958","2014-12-15",15
"959","2014-12-16",14.92
"960","2014-12-17",14.85
"961","2014-12-18",14.99
"962","2014-12-19",15.22
"963","2014-12-22",15.22
"964","2014-12-23",15.24
"965","2014-12-24",14.99
"966","2014-12-26",14.87
"967","2014-12-29",15
"968","2014-12-30",15.06
"969","2014-12-31",14.97
"970","2015-01-02",14.93
"971","2015-01-05",15.32
"972","2015-01-06",15.35
"973","2015-01-07",15.39
"974","2015-01-08",15.43
"975","2015-01-09",15.65
"976","2015-01-12",16.120001
