"","date","ABG"
"1","2007-01-03",23.639999
"2","2007-01-04",23.26
"3","2007-01-05",23.43
"4","2007-01-08",23.51
"5","2007-01-09",23.049999
"6","2007-01-10",23.030001
"7","2007-01-11",23.540001
"8","2007-01-12",23.52
"9","2007-01-16",22.940001
"10","2007-01-17",23.5
"11","2007-01-18",23.379999
"12","2007-01-19",23.719999
"13","2007-01-22",23.610001
"14","2007-01-23",23.799999
"15","2007-01-24",23.940001
"16","2007-01-25",23.629999
"17","2007-01-26",23.860001
"18","2007-01-29",24.190001
"19","2007-01-30",24.120001
"20","2007-01-31",24.459999
"21","2007-02-01",24.57
"22","2007-02-02",24.459999
"23","2007-02-05",24.290001
"24","2007-02-06",24.469999
"25","2007-02-07",25.110001
"26","2007-02-08",25.18
"27","2007-02-09",25.17
"28","2007-02-12",25.309999
"29","2007-02-13",25.209999
"30","2007-02-14",25.5
"31","2007-02-15",25.84
"32","2007-02-16",26.5
"33","2007-02-20",26.92
"34","2007-02-21",26.940001
"35","2007-02-22",26.98
"36","2007-02-23",26.950001
"37","2007-02-26",26.85
"38","2007-02-27",26.49
"39","2007-02-28",26.709999
"40","2007-03-01",26.549999
"41","2007-03-02",26.719999
"42","2007-03-05",26.17
"43","2007-03-06",26.5
"44","2007-03-07",26.370001
"45","2007-03-08",27.5
"46","2007-03-09",27.610001
"47","2007-03-12",27.75
"48","2007-03-13",27.59
"49","2007-03-14",27.469999
"50","2007-03-15",28.129999
"51","2007-03-16",28
"52","2007-03-19",28.290001
"53","2007-03-20",28.5
"54","2007-03-21",28.15
"55","2007-03-22",28.08
"56","2007-03-23",28.1
"57","2007-03-26",28.1
"58","2007-03-27",27.959999
"59","2007-03-28",27.93
"60","2007-03-29",27.950001
"61","2007-03-30",28.25
"62","2007-04-02",28.25
"63","2007-04-03",28.700001
"64","2007-04-04",27.200001
"65","2007-04-05",27.01
"66","2007-04-09",27.110001
"67","2007-04-10",26.9
"68","2007-04-11",27.379999
"69","2007-04-12",27.66
"70","2007-04-13",27.049999
"71","2007-04-16",27.700001
"72","2007-04-17",27.879999
"73","2007-04-18",27.99
"74","2007-04-19",28.450001
"75","2007-04-20",27.940001
"76","2007-04-23",28.030001
"77","2007-04-24",28.24
"78","2007-04-25",29.26
"79","2007-04-26",29.57
"80","2007-04-27",29.82
"81","2007-04-30",28.77
"82","2007-05-01",28.950001
"83","2007-05-02",28.51
"84","2007-05-03",28.440001
"85","2007-05-04",28.700001
"86","2007-05-07",28.5
"87","2007-05-08",28.41
"88","2007-05-09",27.969999
"89","2007-05-10",26.940001
"90","2007-05-11",26.9
"91","2007-05-14",27.09
"92","2007-05-15",26.540001
"93","2007-05-16",26.83
"94","2007-05-17",26.6
"95","2007-05-18",26.969999
"96","2007-05-21",27.1
"97","2007-05-22",27.43
"98","2007-05-23",27.33
"99","2007-05-24",27.129999
"100","2007-05-25",26.879999
"101","2007-05-29",26.959999
"102","2007-05-30",27.370001
"103","2007-05-31",27.280001
"104","2007-06-01",27.549999
"105","2007-06-04",27.5
"106","2007-06-05",27.09
"107","2007-06-06",26.01
"108","2007-06-07",25
"109","2007-06-08",24.780001
"110","2007-06-11",24.620001
"111","2007-06-12",24.219999
"112","2007-06-13",24.360001
"113","2007-06-14",24.26
"114","2007-06-15",24.68
"115","2007-06-18",26.190001
"116","2007-06-19",25.959999
"117","2007-06-20",25.940001
"118","2007-06-21",26.09
"119","2007-06-22",25.799999
"120","2007-06-25",25.620001
"121","2007-06-26",25.030001
"122","2007-06-27",25.01
"123","2007-06-28",25.129999
"124","2007-06-29",24.950001
"125","2007-07-02",25.280001
"126","2007-07-03",25.290001
"127","2007-07-05",24.9
"128","2007-07-06",24.559999
"129","2007-07-09",24.620001
"130","2007-07-10",24.129999
"131","2007-07-11",24.23
"132","2007-07-12",24.559999
"133","2007-07-13",24.129999
"134","2007-07-16",24.120001
"135","2007-07-17",24.190001
"136","2007-07-18",23.780001
"137","2007-07-19",23.85
"138","2007-07-20",23.629999
"139","2007-07-23",23.6
"140","2007-07-24",23.24
"141","2007-07-25",23.120001
"142","2007-07-26",21.91
"143","2007-07-27",22.24
"144","2007-07-30",22.030001
"145","2007-07-31",22.120001
"146","2007-08-01",22.139999
"147","2007-08-02",21.84
"148","2007-08-03",20.99
"149","2007-08-06",20.83
"150","2007-08-07",20.440001
"151","2007-08-08",19.83
"152","2007-08-09",19.870001
"153","2007-08-10",20.870001
"154","2007-08-13",21.57
"155","2007-08-14",21.16
"156","2007-08-15",20.48
"157","2007-08-16",20.950001
"158","2007-08-17",21.870001
"159","2007-08-20",22.77
"160","2007-08-21",22.639999
"161","2007-08-22",22.01
"162","2007-08-23",21.32
"163","2007-08-24",21.469999
"164","2007-08-27",21.469999
"165","2007-08-28",21.08
