"","date","DISCK"
"98","2009-02-06",6.88
"99","2009-02-09",6.88
"100","2009-02-10",6.695
"101","2009-02-11",6.78
"102","2009-02-12",6.905
"103","2009-02-13",6.89
"104","2009-02-17",6.6
"105","2009-02-18",6.495
"106","2009-02-19",6.315
"107","2009-02-20",6.13
"108","2009-02-23",6.05
"109","2009-02-24",6.34
"110","2009-02-25",7.065
"111","2009-02-26",7.02
"112","2009-02-27",7.34
"113","2009-03-02",7.255
"114","2009-03-03",7.405
"115","2009-03-04",7.25
"116","2009-03-05",7.13
"117","2009-03-06",6.99
"118","2009-03-09",6.65
"119","2009-03-10",7.005
"120","2009-03-11",7.125
"121","2009-03-12",7.6
"122","2009-03-13",7.685
"123","2009-03-16",7.625
"124","2009-03-17",7.625
"125","2009-03-18",7.63
"126","2009-03-19",7.415
"127","2009-03-20",7.25
"128","2009-03-23",7.59
"129","2009-03-24",7.42
"130","2009-03-25",7.385
"131","2009-03-26",7.525
"132","2009-03-27",7.395
"133","2009-03-30",7.31
"134","2009-03-31",7.325
"135","2009-04-01",7.765
"136","2009-04-02",8.175
"137","2009-04-03",8.315
"138","2009-04-06",8.235
"139","2009-04-07",7.68
"140","2009-04-08",7.83
"141","2009-04-09",8.135
"142","2009-04-13",8.075
"143","2009-04-14",7.855
"144","2009-04-15",7.91
"145","2009-04-16",8.355
"146","2009-04-17",8.395
"147","2009-04-20",8.255
"148","2009-04-21",8.42
"149","2009-04-22",8.61
"150","2009-04-23",8.315
"151","2009-04-24",8.41
"152","2009-04-27",8.53
"153","2009-04-28",8.51
"154","2009-04-29",9.065
"155","2009-04-30",8.76
"156","2009-05-01",8.645
"157","2009-05-04",9.4
"158","2009-05-05",9.945
"159","2009-05-06",9.87
"160","2009-05-07",9.48
"161","2009-05-08",9.465
"162","2009-05-11",9.5
"163","2009-05-12",9.09
"164","2009-05-13",8.955
"165","2009-05-14",9.035
"166","2009-05-15",9.045
"167","2009-05-18",9.385
"168","2009-05-19",9.635
"169","2009-05-20",10.205
"170","2009-05-21",10.005
"171","2009-05-22",10.095
"172","2009-05-26",10.125
"173","2009-05-27",10.035
"174","2009-05-28",10.215
"175","2009-05-29",10.42
"176","2009-06-01",10.4
"177","2009-06-02",10.44
"178","2009-06-03",10.385
"179","2009-06-04",10.265
"180","2009-06-05",10.5
"181","2009-06-08",10.68
"182","2009-06-09",10.785
"183","2009-06-10",10.525
"184","2009-06-11",10.33
"185","2009-06-12",10.085
"186","2009-06-15",9.99
"187","2009-06-16",9.64
"188","2009-06-17",9.62
"189","2009-06-18",9.64
"190","2009-06-19",9.435
"191","2009-06-22",9.21
"192","2009-06-23",9.135
"193","2009-06-24",9.385
"194","2009-06-25",9.6
"195","2009-06-26",10.61
"196","2009-06-29",10.165
"197","2009-06-30",10.265
"198","2009-07-01",10.605
"199","2009-07-02",10.205
"200","2009-07-06",10.055
"201","2009-07-07",9.945
"202","2009-07-08",9.925
"203","2009-07-09",10.205
"204","2009-07-10",10.23
"205","2009-07-13",10.205
"206","2009-07-14",10.49
"207","2009-07-15",10.8
"208","2009-07-16",10.83
"209","2009-07-17",10.645
"210","2009-07-20",10.99
"211","2009-07-21",10.945
"212","2009-07-22",10.94
"213","2009-07-23",11.025
"214","2009-07-24",11.085
"215","2009-07-27",11.035
"216","2009-07-28",11.215
"217","2009-07-29",11.04
"218","2009-07-30",11.175
"219","2009-07-31",11.2
"220","2009-08-03",11.555
"221","2009-08-04",11.47
"222","2009-08-05",11.48
"223","2009-08-06",11.475
"224","2009-08-07",11.74
"225","2009-08-10",11.67
"226","2009-08-11",11.465
"227","2009-08-12",11.59
"228","2009-08-13",11.465
"229","2009-08-14",11.415
"230","2009-08-17",11.185
"231","2009-08-18",11.335
"232","2009-08-19",11.445
"233","2009-08-20",11.56
"234","2009-08-21",11.76
"235","2009-08-24",11.825
"236","2009-08-25",12.115
"237","2009-08-26",12.1
"238","2009-08-27",11.895
"239","2009-08-28",11.705
"240","2009-08-31",11.685
"241","2009-09-01",11.615
"242","2009-09-02",11.495
"243","2009-09-03",11.585
"244","2009-09-04",11.84
"245","2009-09-08",12.05
"246","2009-09-09",12.295
"247","2009-09-10",12.825
"248","2009-09-11",12.74
"249","2009-09-14",12.705
"250","2009-09-15",12.94
"251","2009-09-16",13.225
"252","2009-09-17",13.07
"253","2009-09-18",13.205
"254","2009-09-21",13.09
"255","2009-09-22",13.175
"256","2009-09-23",12.89
"257","2009-09-24",12.77
"258","2009-09-25",12.425
"259","2009-09-28",12.73
"260","2009-09-29",12.835
"261","2009-09-30",13.015
"262","2009-10-01",13.005
"263","2009-10-02",13.05
"264","2009-10-05",13.29
"265","2009-10-06",13.58
"266","2009-10-07",13.67
"267","2009-10-08",13.99
"268","2009-10-09",13.815
"269","2009-10-12",13.775
"270","2009-10-13",13.65
"271","2009-10-14",13.725
"272","2009-10-15",13.5
"273","2009-10-16",13.48
"274","2009-10-19",13.775
"275","2009-10-20",13.725
"276","2009-10-21",13.23
"277","2009-10-22",13.3
"278","2009-10-23",13.18
"279","2009-10-26",13.15
"280","2009-10-27",12.795
"281","2009-10-28",12.26
"282","2009-10-29",12.545
"283","2009-10-30",12.01
"284","2009-11-02",11.91
"285","2009-11-03",12.19
"286","2009-11-04",12.305
"287","2009-11-05",12.84
"288","2009-11-06",13.04
"289","2009-11-09",13.485
"290","2009-11-10",13.405
"291","2009-11-11",13.39
"292","2009-11-12",13.35
"293","2009-11-13",13.495
"294","2009-11-16",13.875
"295","2009-11-17",14.08
"296","2009-11-18",13.845
"297","2009-11-19",13.755
"298","2009-11-20",13.7
"299","2009-11-23",13.855
"300","2009-11-24",14.025
"301","2009-11-25",13.98
"302","2009-11-27",13.845
"303","2009-11-30",14.02
"304","2009-12-01",14.08
"305","2009-12-02",14.015
"306","2009-12-03",13.72
"307","2009-12-04",13.725
"308","2009-12-07",13.84
"309","2009-12-08",13.72
"310","2009-12-09",13.58
"311","2009-12-10",13.91
"312","2009-12-11",13.845
"313","2009-12-14",13.635
"314","2009-12-15",13.425
"315","2009-12-16",13.425
"316","2009-12-17",13.575
"317","2009-12-18",13.55
"318","2009-12-21",13.655
"319","2009-12-22",13.67
"320","2009-12-23",13.395
"321","2009-12-24",13.44
"322","2009-12-28",13.36
"323","2009-12-29",13.295
"324","2009-12-30",13.15
"325","2009-12-31",13.26
"326","2010-01-04",13.395
"327","2010-01-05",13.985
"328","2010-01-06",14.125
"329","2010-01-07",14.255
"330","2010-01-08",14.455
"331","2010-01-11",14.365
"332","2010-01-12",13.98
"333","2010-01-13",13.955
"334","2010-01-14",13.9
"335","2010-01-15",14.215
"336","2010-01-19",14.27
"337","2010-01-20",14.095
"338","2010-01-21",13.945
"339","2010-01-22",13.42
"340","2010-01-25",13.39
"341","2010-01-26",13.435
"342","2010-01-27",13.2
"343","2010-01-28",13.305
"344","2010-01-29",13.13
"345","2010-02-01",13.26
"346","2010-02-02",13.25
"347","2010-02-03",13.205
"348","2010-02-04",12.885
"349","2010-02-05",12.82
"350","2010-02-08",12.865
"351","2010-02-09",13.11
"352","2010-02-10",12.665
"353","2010-02-11",12.7
"354","2010-02-12",12.85
"355","2010-02-16",12.915
"356","2010-02-17",13.745
"357","2010-02-18",13.76
"358","2010-02-19",14.01
"359","2010-02-22",14.115
"360","2010-02-23",14.1
"361","2010-02-24",14.065
"362","2010-02-25",13.655
"363","2010-02-26",13.275
"364","2010-03-01",13.46
"365","2010-03-02",13.42
"366","2010-03-03",13.38
"367","2010-03-04",13.615
"368","2010-03-05",13.855
"369","2010-03-08",13.975
"370","2010-03-09",14.095
"371","2010-03-10",14.085
"372","2010-03-11",14.21
"373","2010-03-12",14.37
"374","2010-03-15",14.325
"375","2010-03-16",14.39
"376","2010-03-17",14.43
"377","2010-03-18",14.375
"378","2010-03-19",14.35
"379","2010-03-22",14.655
"380","2010-03-23",14.69
"381","2010-03-24",14.81
"382","2010-03-25",14.73
"383","2010-03-26",14.77
"384","2010-03-29",14.715
"385","2010-03-30",14.9
"386","2010-03-31",14.705
"387","2010-04-01",14.66
"388","2010-04-05",14.79
"389","2010-04-06",14.965
"390","2010-04-07",14.8
"391","2010-04-08",14.815
"392","2010-04-09",15.05
"393","2010-04-12",14.955
"394","2010-04-13",15.015
"395","2010-04-14",15.085
"396","2010-04-15",15.09
"397","2010-04-16",15.005
"398","2010-04-19",14.995
"399","2010-04-20",15.23
"400","2010-04-21",15.38
"401","2010-04-22",15.385
"402","2010-04-23",15.69
"403","2010-04-26",15.565
"404","2010-04-27",15.295
"405","2010-04-28",15.5
"406","2010-04-29",16.094999
"407","2010-04-30",16.690001
"408","2010-05-03",16.790001
"409","2010-05-04",16.59
"410","2010-05-05",15.865
"411","2010-05-06",15.375
"412","2010-05-07",14.94
"413","2010-05-10",15.855
"414","2010-05-11",16.23
"415","2010-05-12",16.450001
"416","2010-05-13",16.23
"417","2010-05-14",15.88
"418","2010-05-17",15.735
"419","2010-05-18",15.59
"420","2010-05-19",15.52
"421","2010-05-20",15.11
"422","2010-05-21",15.35
"423","2010-05-24",15.455
"424","2010-05-25",15.47
"425","2010-05-26",15.71
"426","2010-05-27",16.355
"427","2010-05-28",15.87
"428","2010-06-01",15.615
"429","2010-06-02",16.344999
"430","2010-06-03",16.42
"431","2010-06-04",15.545
"432","2010-06-07",15.055
"433","2010-06-08",14.95
"434","2010-06-09",14.85
"435","2010-06-10",15.64
"436","2010-06-11",16.040001
"437","2010-06-14",15.975
"438","2010-06-15",16.385
"439","2010-06-16",16.285
"440","2010-06-17",16.485001
"441","2010-06-18",16.52
"442","2010-06-21",16.82
"443","2010-06-22",16.615
"444","2010-06-23",16.525
"445","2010-06-24",16.1
"446","2010-06-25",16.174999
"447","2010-06-28",16.370001
"448","2010-06-29",15.295
"449","2010-06-30",15.465
"450","2010-07-01",15.7
"451","2010-07-02",15.42
"452","2010-07-06",15.57
"453","2010-07-07",15.75
"454","2010-07-08",15.76
"455","2010-07-09",15.74
"456","2010-07-12",15.58
"457","2010-07-13",15.935
"458","2010-07-14",16.049999
"459","2010-07-15",15.945
"460","2010-07-16",15.315
"461","2010-07-19",15.415
"462","2010-07-20",15.54
"463","2010-07-21",15.17
"464","2010-07-22",15.65
"465","2010-07-23",16.115
"466","2010-07-26",16.844999
"467","2010-07-27",16.66
"468","2010-07-28",16.615
"469","2010-07-29",16.764999
"470","2010-07-30",17.190001
"471","2010-08-02",17.43
"472","2010-08-03",17.02
"473","2010-08-04",17.014999
"474","2010-08-05",16.924999
"475","2010-08-06",16.735001
"476","2010-08-09",16.68
"477","2010-08-10",16.834999
"478","2010-08-11",16.555
"479","2010-08-12",16.35
"480","2010-08-13",16.41
"481","2010-08-16",16.360001
"482","2010-08-17",16.799999
"483","2010-08-18",16.995001
"484","2010-08-19",16.639999
"485","2010-08-20",16.785
"486","2010-08-23",16.775
"487","2010-08-24",16.375
"488","2010-08-25",16.370001
"489","2010-08-26",16.559999
"490","2010-08-27",16.965
"491","2010-08-30",16.865
"492","2010-08-31",16.9
"493","2010-09-01",17.445
"494","2010-09-02",17.68
"495","2010-09-03",18.065001
"496","2010-09-07",17.495001
"497","2010-09-08",17.325001
"498","2010-09-09",17.379999
"499","2010-09-10",17.495001
"500","2010-09-13",17.605
"501","2010-09-14",17.879999
"502","2010-09-15",18.325001
"503","2010-09-16",18.540001
"504","2010-09-17",18.700001
"505","2010-09-20",19.26
"506","2010-09-21",19.105
"507","2010-09-22",18.764999
"508","2010-09-23",18.665001
"509","2010-09-24",19.045
"510","2010-09-27",19.120001
"511","2010-09-28",19.1
"512","2010-09-29",19.125
"513","2010-09-30",19.094999
"514","2010-10-01",18.879999
"515","2010-10-04",18.690001
"516","2010-10-05",19.195
"517","2010-10-06",18.934999
"518","2010-10-07",19.174999
"519","2010-10-08",19.004999
"520","2010-10-11",18.98
"521","2010-10-12",19.084999
"522","2010-10-13",19.32
"523","2010-10-14",19
"524","2010-10-15",18.995001
"525","2010-10-18",19.045
"526","2010-10-19",18.76
"527","2010-10-20",19.075001
"528","2010-10-21",19.055
"529","2010-10-22",19.305
"530","2010-10-25",19.445
"531","2010-10-26",19.545
"532","2010-10-27",19.665001
"533","2010-10-28",19.540001
"534","2010-10-29",19.450001
"535","2010-11-01",19.379999
"536","2010-11-02",19.35
"537","2010-11-03",18.57
"538","2010-11-04",18.184999
"539","2010-11-05",17.815001
"540","2010-11-08",17.844999
"541","2010-11-09",17.68
"542","2010-11-10",18.01
"543","2010-11-11",17.764999
"544","2010-11-12",17.575001
"545","2010-11-15",17.545
"546","2010-11-16",17.485001
"547","2010-11-17",18
"548","2010-11-18",18.450001
"549","2010-11-19",18.445
"550","2010-11-22",18.264999
"551","2010-11-23",17.895
"552","2010-11-24",18.315001
"553","2010-11-26",18.254999
"554","2010-11-29",18.030001
"555","2010-11-30",17.754999
"556","2010-12-01",17.98
"557","2010-12-02",18.379999
"558","2010-12-03",18.709999
"559","2010-12-06",18.700001
"560","2010-12-07",18.690001
"561","2010-12-08",18.525
"562","2010-12-09",18.389999
"563","2010-12-10",18.51
"564","2010-12-13",18.280001
"565","2010-12-14",18.305
"566","2010-12-15",18.215
"567","2010-12-16",18.33
"568","2010-12-17",18.535
"569","2010-12-20",18.5
"570","2010-12-21",18.555
"571","2010-12-22",18.504999
"572","2010-12-23",18.4
"573","2010-12-27",18.305
"574","2010-12-28",18.275
"575","2010-12-29",18.365
"576","2010-12-30",18.309999
"577","2010-12-31",18.344999
"578","2011-01-03",18.379999
"579","2011-01-04",18.120001
"580","2011-01-05",17.665001
"581","2011-01-06",17.43
"582","2011-01-07",17.42
"583","2011-01-10",17.25
"584","2011-01-11",17.375
"585","2011-01-12",17.205
"586","2011-01-13",16.825001
"587","2011-01-14",16.639999
"588","2011-01-18",16.99
"589","2011-01-19",16.945
"590","2011-01-20",17.155001
"591","2011-01-21",17.264999
"592","2011-01-24",17.33
"593","2011-01-25",17.094999
"594","2011-01-26",17.120001
"595","2011-01-27",17.084999
"596","2011-01-28",16.785
"597","2011-01-31",16.98
"598","2011-02-01",17.049999
"599","2011-02-02",17.450001
"600","2011-02-03",18.1
"601","2011-02-04",18.33
"602","2011-02-07",18.655001
"603","2011-02-08",18.92
"604","2011-02-09",18.98
"605","2011-02-10",19.129999
"606","2011-02-11",19.365
"607","2011-02-14",19.379999
"608","2011-02-15",19.5
"609","2011-02-16",19.709999
"610","2011-02-17",19.315001
"611","2011-02-18",19.525
"612","2011-02-22",19.17
"613","2011-02-23",18.955
"614","2011-02-24",18.93
"615","2011-02-25",19.065001
"616","2011-02-28",19.035
"617","2011-03-01",18.66
"618","2011-03-02",18.805
"619","2011-03-03",18.885
"620","2011-03-04",18.555
"621","2011-03-07",18.235001
"622","2011-03-08",18.25
"623","2011-03-09",18.139999
"624","2011-03-10",17.9
"625","2011-03-11",17.959999
"626","2011-03-14",17.665001
"627","2011-03-15",17.424999
"628","2011-03-16",16.985001
"629","2011-03-17",16.955
"630","2011-03-18",17.195
"631","2011-03-21",17.370001
"632","2011-03-22",17.25
"633","2011-03-23",17.389999
"634","2011-03-24",17.32
"635","2011-03-25",17.290001
"636","2011-03-28",17.155001
"637","2011-03-29",17
"638","2011-03-30",17.700001
"639","2011-03-31",17.605
"640","2011-04-01",17.73
"641","2011-04-04",17.889999
"642","2011-04-05",17.795
"643","2011-04-06",17.809999
"644","2011-04-07",17.780001
"645","2011-04-08",17.73
"646","2011-04-11",17.844999
"647","2011-04-12",17.83
"648","2011-04-13",17.915001
"649","2011-04-14",17.815001
"650","2011-04-15",17.905001
"651","2011-04-18",17.834999
"652","2011-04-19",18.049999
"653","2011-04-20",18.504999
"654","2011-04-21",18.48
"655","2011-04-25",18.83
"656","2011-04-26",18.625
"657","2011-04-27",18.885
"658","2011-04-28",19.42
"659","2011-04-29",19.73
"660","2011-05-02",19.91
"661","2011-05-03",19.879999
"662","2011-05-04",19.645
"663","2011-05-05",19.615
"664","2011-05-06",19.965
"665","2011-05-09",19.865
"666","2011-05-10",19.945
"667","2011-05-11",19.6
"668","2011-05-12",19.975
"669","2011-05-13",19.775
"670","2011-05-16",19.42
"671","2011-05-17",19.370001
"672","2011-05-18",19.879999
"673","2011-05-19",20.105
"674","2011-05-20",19.885
"675","2011-05-23",19.620001
"676","2011-05-24",19.245001
"677","2011-05-25",19.245001
"678","2011-05-26",19.275
"679","2011-05-27",19.245001
"680","2011-05-31",19.415001
"681","2011-06-01",19.105
"682","2011-06-02",18.98
"683","2011-06-03",18.705
"684","2011-06-06",18.27
"685","2011-06-07",18.424999
"686","2011-06-08",18.200001
"687","2011-06-09",18.365
"688","2011-06-10",17.9
"689","2011-06-13",17.934999
"690","2011-06-14",18.225
"691","2011-06-15",17.815001
"692","2011-06-16",18.200001
"693","2011-06-17",18.290001
"694","2011-06-20",18.455
"695","2011-06-21",18.825001
"696","2011-06-22",18.67
"697","2011-06-23",18.24
"698","2011-06-24",17.959999
"699","2011-06-27",18
"700","2011-06-28",18.115
"701","2011-06-29",18.165001
"702","2011-06-30",18.275
"703","2011-07-01",18.684999
"704","2011-07-05",18.915001
"705","2011-07-06",18.74
"706","2011-07-07",19.1
"707","2011-07-08",18.77
"708","2011-07-11",18.68
"709","2011-07-12",18.865
"710","2011-07-13",18.834999
"711","2011-07-14",18.764999
"712","2011-07-15",18.705
"713","2011-07-18",18.264999
"714","2011-07-19",18.344999
"715","2011-07-20",18.129999
"716","2011-07-21",18.450001
"717","2011-07-22",18.455
"718","2011-07-25",18.08
"719","2011-07-26",18.139999
"720","2011-07-27",18.075001
"721","2011-07-28",18.25
"722","2011-07-29",18.014999
"723","2011-08-01",17.775
"724","2011-08-02",17.225
"725","2011-08-03",17.105
"726","2011-08-04",16.43
"727","2011-08-05",16.92
"728","2011-08-08",15.83
"729","2011-08-09",17.02
"730","2011-08-10",16.76
"731","2011-08-11",17.545
"732","2011-08-12",17.945
"733","2011-08-15",18.285
"734","2011-08-16",18.33
"735","2011-08-17",18.165001
"736","2011-08-18",16.879999
"737","2011-08-19",16.85
"738","2011-08-22",16.555
"739","2011-08-23",17.475
"740","2011-08-24",17.93
"741","2011-08-25",17.834999
"742","2011-08-26",18.41
"743","2011-08-29",18.834999
"744","2011-08-30",19.33
"745","2011-08-31",19.754999
"746","2011-09-01",19.625
"747","2011-09-02",19.385
"748","2011-09-06",18.99
"749","2011-09-07",19.174999
"750","2011-09-08",18.725
"751","2011-09-09",18.35
"752","2011-09-12",18.035
"753","2011-09-13",18.290001
"754","2011-09-14",18.75
"755","2011-09-15",19.105
"756","2011-09-16",18.795
"757","2011-09-19",18.855
"758","2011-09-20",18.975
"759","2011-09-21",18.969999
"760","2011-09-22",18.455
"761","2011-09-23",19.065001
"762","2011-09-26",19.4
"763","2011-09-27",19.17
"764","2011-09-28",18.344999
"765","2011-09-29",18.049999
"766","2011-09-30",17.575001
"767","2011-10-03",17.065001
"768","2011-10-04",17.465
"769","2011-10-05",17.790001
"770","2011-10-06",18.209999
"771","2011-10-07",18.065001
"772","2011-10-10",18.665001
"773","2011-10-11",18.945
"774","2011-10-12",19.165001
"775","2011-10-13",19.165001
"776","2011-10-14",19.59
"777","2011-10-17",19.395
"778","2011-10-18",19.48
"779","2011-10-19",19.264999
"780","2011-10-20",19.355
"781","2011-10-21",20.09
"782","2011-10-24",20.219999
"783","2011-10-25",19.895
"784","2011-10-26",19.639999
"785","2011-10-27",19.879999
"786","2011-10-28",19.6
"787","2011-10-31",19.785
"788","2011-11-01",19.235001
"789","2011-11-02",20.025
"790","2011-11-03",20.225
"791","2011-11-04",20.110001
"792","2011-11-07",20.395
"793","2011-11-08",20.9
"794","2011-11-09",19.465
"795","2011-11-10",19.385
"796","2011-11-11",19.67
"797","2011-11-14",19.684999
"798","2011-11-15",19.344999
"799","2011-11-16",19.200001
"800","2011-11-17",18.754999
"801","2011-11-18",18.75
"802","2011-11-21",18.49
"803","2011-11-22",18.715
"804","2011-11-23",18.094999
"805","2011-11-25",18.025
"806","2011-11-28",18.129999
"807","2011-11-29",18.205
"808","2011-11-30",18.92
"809","2011-12-01",18.73
"810","2011-12-02",19.08
"811","2011-12-05",18.945
"812","2011-12-06",19.02
"813","2011-12-07",19
"814","2011-12-08",18.690001
"815","2011-12-09",18.975
"816","2011-12-12",18.889999
"817","2011-12-13",18.85
"818","2011-12-14",18.450001
"819","2011-12-15",18.405001
"820","2011-12-16",18.225
"821","2011-12-19",18.09
"822","2011-12-20",18.535
"823","2011-12-21",18.469999
"824","2011-12-22",18.450001
"825","2011-12-23",18.59
"826","2011-12-27",18.625
"827","2011-12-28",18.790001
"828","2011-12-29",18.74
"829","2011-12-30",18.85
"830","2012-01-03",18.9
"831","2012-01-04",18.75
"832","2012-01-05",18.57
"833","2012-01-06",18.66
"834","2012-01-09",18.73
"835","2012-01-10",19.07
"836","2012-01-11",19.290001
"837","2012-01-12",19.690001
"838","2012-01-13",19.809999
"839","2012-01-17",19.92
"840","2012-01-18",19.98
"841","2012-01-19",20.334999
"842","2012-01-20",19.99
"843","2012-01-23",19.885
"844","2012-01-24",19.934999
"845","2012-01-25",20.014999
"846","2012-01-26",19.934999
"847","2012-01-27",19.594999
"848","2012-01-30",19.465
"849","2012-01-31",19.424999
"850","2012-02-01",19.629999
"851","2012-02-02",19.475
"852","2012-02-03",19.67
"853","2012-02-06",19.889999
"854","2012-02-07",20.280001
"855","2012-02-08",20.42
"856","2012-02-09",20.375
"857","2012-02-10",20.52
"858","2012-02-13",20.68
"859","2012-02-14",20.73
"860","2012-02-15",20.76
"861","2012-02-16",20.615
"862","2012-02-17",20.764999
"863","2012-02-21",20.51
"864","2012-02-22",20.389999
"865","2012-02-23",20.424999
"866","2012-02-24",20.57
"867","2012-02-27",20.65
"868","2012-02-28",21.275
"869","2012-02-29",21.73
"870","2012-03-01",21.700001
"871","2012-03-02",22.15
"872","2012-03-05",22.27
"873","2012-03-06",21.690001
"874","2012-03-07",21.66
"875","2012-03-08",22.135
"876","2012-03-09",22.035
"877","2012-03-12",21.844999
"878","2012-03-13",22.615
"879","2012-03-14",22.285
"880","2012-03-15",22.33
"881","2012-03-16",22.594999
"882","2012-03-19",22.73
"883","2012-03-20",22.35
"884","2012-03-21",22.945
"885","2012-03-22",22.924999
"886","2012-03-23",23.205
"887","2012-03-26",23.200001
"888","2012-03-27",23.075001
"889","2012-03-28",22.955
"890","2012-03-29",22.98
"891","2012-03-30",23.440001
"892","2012-04-02",23.645
"893","2012-04-03",23.725
"894","2012-04-04",23.82
"895","2012-04-05",23.975
"896","2012-04-09",23.82
"897","2012-04-10",23.379999
"898","2012-04-11",23.799999
"899","2012-04-12",24.094999
"900","2012-04-13",24.110001
"901","2012-04-16",23.889999
"902","2012-04-17",24.02
"903","2012-04-18",24.059999
"904","2012-04-19",23.9
"905","2012-04-20",24.094999
"906","2012-04-23",23.764999
"907","2012-04-24",23.950001
"908","2012-04-25",24.165001
"909","2012-04-26",24.525
"910","2012-04-27",25.195
"911","2012-04-30",24.844999
"912","2012-05-01",24.700001
"913","2012-05-02",24.934999
"914","2012-05-03",25.225
"915","2012-05-04",24.629999
"916","2012-05-07",24.68
"917","2012-05-08",23.58
"918","2012-05-09",23.610001
"919","2012-05-10",23.48
"920","2012-05-11",23.754999
"921","2012-05-14",23.405001
"922","2012-05-15",23.465
"923","2012-05-16",23.629999
"924","2012-05-17",22.315001
"925","2012-05-18",22.025
"926","2012-05-21",22.790001
"927","2012-05-22",22.945
"928","2012-05-23",23.075001
"929","2012-05-24",23.190001
"930","2012-05-25",23.514999
"931","2012-05-29",23.695
"932","2012-05-30",23.379999
"933","2012-05-31",23.295
"934","2012-06-01",22.6
"935","2012-06-04",22.49
"936","2012-06-05",22.825001
"937","2012-06-06",23.295
"938","2012-06-07",23.605
"939","2012-06-08",23.799999
"940","2012-06-11",23.85
"941","2012-06-12",24.200001
"942","2012-06-13",23.405001
"943","2012-06-14",23.485001
"944","2012-06-15",23.785
"945","2012-06-18",24.094999
"946","2012-06-19",24.42
"947","2012-06-20",24.860001
"948","2012-06-21",24.76
"949","2012-06-22",24.785
"950","2012-06-25",24.629999
"951","2012-06-26",24.645
"952","2012-06-27",24.790001
"953","2012-06-28",24.665001
"954","2012-06-29",25.045
"955","2012-07-02",25.52
"956","2012-07-03",25.504999
"957","2012-07-05",25.184999
"958","2012-07-06",24.780001
"959","2012-07-09",23.924999
"960","2012-07-10",23.245001
"961","2012-07-11",23.135
"962","2012-07-12",23.059999
"963","2012-07-13",23.209999
"964","2012-07-16",22.635
"965","2012-07-17",23.15
"966","2012-07-18",23.135
"967","2012-07-19",23.455
"968","2012-07-20",23.165001
"969","2012-07-23",22.834999
"970","2012-07-24",22.745001
"971","2012-07-25",23.02
"972","2012-07-26",23.49
"973","2012-07-27",24.18
"974","2012-07-30",23.545
"975","2012-07-31",23.309999
"976","2012-08-01",22.99
"977","2012-08-02",23.514999
"978","2012-08-03",24.290001
"979","2012-08-06",24.76
"980","2012-08-07",25.264999
"981","2012-08-08",25.305
"982","2012-08-09",25.355
