"","date","TK"
"1","2007-01-03",42.93
"2","2007-01-04",42.91
"3","2007-01-05",42.52
"4","2007-01-08",43.060001
"5","2007-01-09",42.790001
"6","2007-01-10",42.759998
"7","2007-01-11",43.310001
"8","2007-01-12",44.43
"9","2007-01-16",44.200001
"10","2007-01-17",44.689999
"11","2007-01-18",44.610001
"12","2007-01-19",45
"13","2007-01-22",45.130001
"14","2007-01-23",46.279999
"15","2007-01-24",46.98
"16","2007-01-25",47.630001
"17","2007-01-26",47.25
"18","2007-01-29",48.77
"19","2007-01-30",50.23
"20","2007-01-31",50.209999
"21","2007-02-01",50.029999
"22","2007-02-02",50.080002
"23","2007-02-05",49.220001
"24","2007-02-06",49.169998
"25","2007-02-07",48.91
"26","2007-02-08",48.799999
"27","2007-02-09",48.900002
"28","2007-02-12",48.18
"29","2007-02-13",49.759998
"30","2007-02-14",49.880001
"31","2007-02-15",49.830002
"32","2007-02-16",50.529999
"33","2007-02-20",50.98
"34","2007-02-21",50.540001
"35","2007-02-22",51.369999
"36","2007-02-23",50.889999
"37","2007-02-26",50.18
"38","2007-02-27",48.540001
"39","2007-02-28",49.560001
"40","2007-03-01",50.040001
"41","2007-03-02",49.540001
"42","2007-03-05",48.93
"43","2007-03-06",49.790001
"44","2007-03-07",50.07
"45","2007-03-08",50.34
"46","2007-03-09",50.490002
"47","2007-03-12",51.400002
"48","2007-03-13",50.110001
"49","2007-03-14",50.490002
"50","2007-03-15",51.220001
"51","2007-03-16",52.75
"52","2007-03-19",52.450001
"53","2007-03-20",52.880001
"54","2007-03-21",53.639999
"55","2007-03-22",53.869999
"56","2007-03-23",54.080002
"57","2007-03-26",54.029999
"58","2007-03-27",53.66
"59","2007-03-28",53.82
"60","2007-03-29",54.110001
"61","2007-03-30",54.110001
"62","2007-04-02",54.57
"63","2007-04-03",54.360001
"64","2007-04-04",55
"65","2007-04-05",55.34
"66","2007-04-09",55.830002
"67","2007-04-10",55.68
"68","2007-04-11",54.66
"69","2007-04-12",55.470001
"70","2007-04-13",55.43
"71","2007-04-16",56.27
"72","2007-04-17",55.889999
"73","2007-04-18",59.900002
"74","2007-04-19",57.200001
"75","2007-04-20",57.75
"76","2007-04-23",57.919998
"77","2007-04-24",58.310001
"78","2007-04-25",59.450001
"79","2007-04-26",59.52
"80","2007-04-27",59.5
"81","2007-04-30",59.650002
"82","2007-05-01",60.25
"83","2007-05-02",60.080002
"84","2007-05-03",60.360001
"85","2007-05-04",60.959999
"86","2007-05-07",61.849998
"87","2007-05-08",62.48
"88","2007-05-09",62.66
"89","2007-05-10",61.34
"90","2007-05-11",61.77
"91","2007-05-14",61.400002
"92","2007-05-15",61.189999
"93","2007-05-16",61.330002
"94","2007-05-17",60.470001
"95","2007-05-18",60
"96","2007-05-21",60.18
"97","2007-05-22",60.110001
"98","2007-05-23",60.259998
"99","2007-05-24",58.860001
"100","2007-05-25",58.759998
"101","2007-05-29",59.880001
"102","2007-05-30",60.450001
"103","2007-05-31",60.860001
"104","2007-06-01",61.400002
"105","2007-06-04",61.720001
"106","2007-06-05",61.669998
"107","2007-06-06",59.490002
"108","2007-06-07",57.240002
"109","2007-06-08",57.049999
"110","2007-06-11",56.939999
"111","2007-06-12",55.77
"112","2007-06-13",56.549999
"113","2007-06-14",57.73
"114","2007-06-15",57.84
"115","2007-06-18",57.41
"116","2007-06-19",57.619999
"117","2007-06-20",56.880001
"118","2007-06-21",57.759998
"119","2007-06-22",57.34
"120","2007-06-25",56.810001
"121","2007-06-26",56.080002
"122","2007-06-27",56.75
"123","2007-06-28",57.669998
"124","2007-06-29",57.91
"125","2007-07-02",57.77
"126","2007-07-03",58.200001
"127","2007-07-05",59.669998
"128","2007-07-06",58.959999
"129","2007-07-09",58.07
"130","2007-07-10",57.34
"131","2007-07-11",57.849998
"132","2007-07-12",57.68
"133","2007-07-13",57.880001
"134","2007-07-16",56.23
"135","2007-07-17",56.130001
"136","2007-07-18",57.23
"137","2007-07-19",57.630001
"138","2007-07-20",56.619999
"139","2007-07-23",57.25
"140","2007-07-24",55.82
"141","2007-07-25",56.240002
"142","2007-07-26",54.759998
"143","2007-07-27",53.84
"144","2007-07-30",55.689999
"145","2007-07-31",56.07
"146","2007-08-01",55.950001
"147","2007-08-02",56.630001
"148","2007-08-03",56.189999
"149","2007-08-06",57.07
"150","2007-08-07",57.630001
"151","2007-08-08",57.619999
"152","2007-08-09",57.09
"153","2007-08-10",55.75
"154","2007-08-13",57.799999
"155","2007-08-14",55.130001
"156","2007-08-15",53.700001
"157","2007-08-16",51
"158","2007-08-17",53.900002
"159","2007-08-20",55.32
"160","2007-08-21",55.200001
"161","2007-08-22",55.860001
"162","2007-08-23",56.669998
"163","2007-08-24",57.200001
"164","2007-08-27",57.110001
"165","2007-08-28",56.880001
"166","2007-08-29",57.810001
"167","2007-08-30",57.470001
"168","2007-08-31",57.959999
"169","2007-09-04",57.830002
"170","2007-09-05",57.119999
"171","2007-09-06",57.209999
"172","2007-09-07",56.880001
"173","2007-09-10",56.040001
"174","2007-09-11",57.880001
"175","2007-09-12",57
"176","2007-09-13",57.009998
"177","2007-09-14",57.23
"178","2007-09-17",56.919998
"179","2007-09-18",58.299999
"180","2007-09-19",62.049999
"181","2007-09-20",61.16
"182","2007-09-21",61.810001
"183","2007-09-24",61.52
"184","2007-09-25",61.130001
"185","2007-09-26",60.009998
"186","2007-09-27",59.310001
"187","2007-09-28",58.810001
"188","2007-10-01",59.5
"189","2007-10-02",58.950001
"190","2007-10-03",58.02
"191","2007-10-04",57.259998
"192","2007-10-05",57.48
"193","2007-10-08",57.209999
"194","2007-10-09",56.52
"195","2007-10-10",57.68
"196","2007-10-11",56.77
"197","2007-10-12",57.259998
"198","2007-10-15",57.009998
"199","2007-10-16",56.919998
"200","2007-10-17",57.689999
"201","2007-10-18",58.830002
"202","2007-10-19",57.720001
"203","2007-10-22",55.310001
"204","2007-10-23",54.419998
