"","date","SQM"
"1","2007-01-03",13.144109
"2","2007-01-04",13.091529
"3","2007-01-05",12.677702
"4","2007-01-08",12.624148
"5","2007-01-09",12.472249
"6","2007-01-10",12.363194
"7","2007-01-11",12.467381
"8","2007-01-12",12.449854
"9","2007-01-16",12.336904
"10","2007-01-17",12.336904
"11","2007-01-18",12.166504
"12","2007-01-19",12.366115
"13","2007-01-22",12.594936
"14","2007-01-23",12.677702
"15","2007-01-24",12.872444
"16","2007-01-25",12.800389
"17","2007-01-26",12.759494
"18","2007-01-29",12.85297
"19","2007-01-30",12.906524
"20","2007-01-31",13.210321
"21","2007-02-01",13.370009
"22","2007-02-02",13.481986
"23","2007-02-05",13.461538
"24","2007-02-06",13.38851
"25","2007-02-07",13.429406
"26","2007-02-08",13.375852
"27","2007-02-09",13.320351
"28","2007-02-12",12.857839
"29","2007-02-13",13.240506
"30","2007-02-14",13.656281
"31","2007-02-15",13.713729
"32","2007-02-16",13.573515
"33","2007-02-20",13.851023
"34","2007-02-21",13.755599
"35","2007-02-22",14.071081
"36","2007-02-23",13.996105
"37","2007-02-26",14.144109
"38","2007-02-27",13.126582
"39","2007-02-28",13.387536
"40","2007-03-01",12.842259
"41","2007-03-02",12.444985
"42","2007-03-05",12.552094
"43","2007-03-06",12.622201
"44","2007-03-07",12.688413
"45","2007-03-08",12.844207
"46","2007-03-09",12.814995
"47","2007-03-12",13.041869
"48","2007-03-13",12.512172
"49","2007-03-14",12.70886
"50","2007-03-15",13.189874
"51","2007-03-16",13.313535
"52","2007-03-19",13.462512
"53","2007-03-20",13.467381
"54","2007-03-21",13.602726
"55","2007-03-22",13.492697
"56","2007-03-23",13.510224
"57","2007-03-26",13.801363
"58","2007-03-27",13.69036
"59","2007-03-28",13.640701
"60","2007-03-29",13.92405
"61","2007-03-30",14.216164
"62","2007-04-02",14.168452
"63","2007-04-03",14.200584
"64","2007-04-04",14.194742
"65","2007-04-05",14.167479
"66","2007-04-09",14.32814
"67","2007-04-10",14.626096
"68","2007-04-11",14.922103
"69","2007-04-12",15.029211
"70","2007-04-13",15.322298
"71","2007-04-16",15.462512
"72","2007-04-17",15.573515
"73","2007-04-18",15.55112
"74","2007-04-19",15.584226
"75","2007-04-20",15.6037
"76","2007-04-23",15.457644
"77","2007-04-24",15.33593
"78","2007-04-25",15.820837
"79","2007-04-26",15.70886
"80","2007-04-27",15.618306
"81","2007-04-30",15.347614
"82","2007-05-01",15.198637
"83","2007-05-02",15.223953
"84","2007-05-03",15.324245
"85","2007-05-04",15.292113
"86","2007-05-07",15.763389
"87","2007-05-08",15.718597
"88","2007-05-09",15.978579
"89","2007-05-10",15.726388
"90","2007-05-11",16.018501
"91","2007-05-14",16.135345
"92","2007-05-15",16.185978
"93","2007-05-16",16.130478
"94","2007-05-17",15.993184
"95","2007-05-18",15.995131
"96","2007-05-21",16
"97","2007-05-22",15.481986
"98","2007-05-23",15.351509
"99","2007-05-24",15.087634
"100","2007-05-25",15.384615
"101","2007-05-29",15.525804
"102","2007-05-30",16.056475
"103","2007-05-31",16.031158
"104","2007-06-01",16.24148
"105","2007-06-04",16.512171
"106","2007-06-05",16.488802
"107","2007-06-06",16.203505
"108","2007-06-07",15.658228
"109","2007-06-08",15.989289
"110","2007-06-11",15.87147
"111","2007-06-12",15.589094
"112","2007-06-13",15.714703
"113","2007-06-14",16.087633
"114","2007-06-15",16.665043
"115","2007-06-18",16.57741
"116","2007-06-19",16.417721
"117","2007-06-20",16.554041
"118","2007-06-21",16.650438
"119","2007-06-22",16.33593
"120","2007-06-25",16.66894
"121","2007-06-26",16.699123
"122","2007-06-27",16.295034
"123","2007-06-28",16.504381
"124","2007-06-29",16.751703
"125","2007-07-02",17.151899
"126","2007-07-03",17.030186
"127","2007-07-05",16.961052
"128","2007-07-06",16.962025
"129","2007-07-09",16.900682
"130","2007-07-10",16.560858
"131","2007-07-11",16.416748
"132","2007-07-12",16.341772
"133","2007-07-13",16.440117
"134","2007-07-16",16.539434
"135","2007-07-17",16.520935
"136","2007-07-18",16.329113
"137","2007-07-19",16.213242
"138","2007-07-20",15.652386
"139","2007-07-23",15.6037
"140","2007-07-24",15.368062
"141","2007-07-25",15.180137
"142","2007-07-26",14.884129
"143","2007-07-27",15.550146
"144","2007-07-30",15.87147
"145","2007-07-31",15.925998
"146","2007-08-01",15.701071
"147","2007-08-02",15.949368
"148","2007-08-03",15.778968
"149","2007-08-06",15.491723
"150","2007-08-07",15.648491
"151","2007-08-08",16.017527
"152","2007-08-09",15.418695
"153","2007-08-10",15.218111
"154","2007-08-13",15.318403
"155","2007-08-14",14.449854
"156","2007-08-15",13.730283
"157","2007-08-16",13.969815
"158","2007-08-17",14.873418
"159","2007-08-20",14.876339
"160","2007-08-21",14.895813
"161","2007-08-22",15.107108
"162","2007-08-23",15.06037
"163","2007-08-24",15.579357
"164","2007-08-27",15.269717
"165","2007-08-28",14.765336
"166","2007-08-29",15.214216
"167","2007-08-30",15.160662
"168","2007-08-31",15.519961
"169","2007-09-04",15.579357
"170","2007-09-05",15.413827
"171","2007-09-06",15.345667
"172","2007-09-07",14.994158
