"","date","NSP"
"1","2007-01-03",21.1
"2","2007-01-04",21.275
"3","2007-01-05",20.469999
"4","2007-01-08",20.395
"5","2007-01-09",20.549999
"6","2007-01-10",20.389999
"7","2007-01-11",20.645
"8","2007-01-12",20.625
"9","2007-01-16",20.375
"10","2007-01-17",20.75
"11","2007-01-18",20.365
"12","2007-01-19",20.184999
"13","2007-01-22",19.6
"14","2007-01-23",20.200001
"15","2007-01-24",20.235001
"16","2007-01-25",19.860001
"17","2007-01-26",19.73
"18","2007-01-29",20.215
"19","2007-01-30",20.51
"20","2007-01-31",20.469999
"21","2007-02-01",21.025
"22","2007-02-02",21.405001
"23","2007-02-05",21.49
"24","2007-02-06",21.610001
"25","2007-02-07",21.66
"26","2007-02-08",21.76
"27","2007-02-09",21.540001
"28","2007-02-12",16.825001
"29","2007-02-13",17.285
"30","2007-02-14",17.75
"31","2007-02-15",18.209999
"32","2007-02-16",18.445
"33","2007-02-20",18.52
"34","2007-02-21",18.625
"35","2007-02-22",18.785
"36","2007-02-23",18.799999
"37","2007-02-26",18.629999
"38","2007-02-27",17.885
"39","2007-02-28",17.745001
"40","2007-03-01",17.790001
"41","2007-03-02",17.235001
"42","2007-03-05",17.405001
"43","2007-03-06",17.67
"44","2007-03-07",17.83
"45","2007-03-08",18.014999
"46","2007-03-09",18.18
"47","2007-03-12",18.299999
"48","2007-03-13",17.73
"49","2007-03-14",17.965
"50","2007-03-15",18.26
"51","2007-03-16",18.200001
"52","2007-03-19",18.23
"53","2007-03-20",18.254999
"54","2007-03-21",18.615
"55","2007-03-22",18.65
"56","2007-03-23",18.525
"57","2007-03-26",18.475
"58","2007-03-27",17.975
"59","2007-03-28",17.74
"60","2007-03-29",17.575001
"61","2007-03-30",17.6
"62","2007-04-02",17.645
"63","2007-04-03",17.785
"64","2007-04-04",17.290001
"65","2007-04-05",17.405001
"66","2007-04-09",17.59
"67","2007-04-10",18.084999
"68","2007-04-11",17.844999
"69","2007-04-12",17.955
"70","2007-04-13",18.004999
"71","2007-04-16",18.235001
"72","2007-04-17",18.25
"73","2007-04-18",18.18
"74","2007-04-19",18.264999
"75","2007-04-20",18.764999
"76","2007-04-23",16.605
"77","2007-04-24",16.959999
"78","2007-04-25",16.83
"79","2007-04-26",17.025
"80","2007-04-27",17.014999
"81","2007-04-30",16.594999
"82","2007-05-01",17.049999
"83","2007-05-02",17.24
"84","2007-05-03",17.645
"85","2007-05-04",17.360001
"86","2007-05-07",17.75
"87","2007-05-08",17.639999
"88","2007-05-09",18.184999
"89","2007-05-10",17.684999
"90","2007-05-11",17.955
"91","2007-05-14",17.605
"92","2007-05-15",17.370001
"93","2007-05-16",17.575001
"94","2007-05-17",17.445
"95","2007-05-18",18.059999
"96","2007-05-21",18.195
"97","2007-05-22",17.99
"98","2007-05-23",17.735001
"99","2007-05-24",17.59
"100","2007-05-25",17.620001
"101","2007-05-29",17.98
"102","2007-05-30",18.195
"103","2007-05-31",18.23
"104","2007-06-01",18.275
"105","2007-06-04",18.309999
"106","2007-06-05",17.860001
"107","2007-06-06",17.815001
"108","2007-06-07",17.225
"109","2007-06-08",17.93
"110","2007-06-11",17.709999
"111","2007-06-12",17.34
"112","2007-06-13",17.555
"113","2007-06-14",17.775
"114","2007-06-15",17.75
"115","2007-06-18",17.790001
"116","2007-06-19",17.93
"117","2007-06-20",17.495001
"118","2007-06-21",17.514999
"119","2007-06-22",17.275
"120","2007-06-25",17.125
"121","2007-06-26",16.875
"122","2007-06-27",17.115
"123","2007-06-28",17.135
"124","2007-06-29",16.745001
"125","2007-07-02",17.245001
"126","2007-07-03",17.290001
"127","2007-07-05",17.16
"128","2007-07-06",17.309999
"129","2007-07-09",17.725
"130","2007-07-10",17.389999
"131","2007-07-11",17.535
"132","2007-07-12",17.844999
"133","2007-07-13",17.834999
"134","2007-07-16",17.645
"135","2007-07-17",17.700001
"136","2007-07-18",17.725
"137","2007-07-19",17.91
"138","2007-07-20",17.65
"139","2007-07-23",17.745001
"140","2007-07-24",17.16
"141","2007-07-25",17.195
"142","2007-07-26",16.924999
"143","2007-07-27",16.565001
"144","2007-07-30",16.535
"145","2007-07-31",16.35
"146","2007-08-01",18.299999
"147","2007-08-02",18.385
"148","2007-08-03",18.215
"149","2007-08-06",17.969999
"150","2007-08-07",18.01
"151","2007-08-08",16.965
"152","2007-08-09",15.75
"153","2007-08-10",17.455
"154","2007-08-13",16.895
"155","2007-08-14",16.799999
"156","2007-08-15",16.059999
"157","2007-08-16",16.66
"158","2007-08-17",17.040001
"159","2007-08-20",17.08
"160","2007-08-21",17.1
"161","2007-08-22",17.424999
"162","2007-08-23",17.530001
"163","2007-08-24",17.825001
"164","2007-08-27",17.290001
"165","2007-08-28",16.809999
"166","2007-08-29",17.209999
"167","2007-08-30",17.055
"168","2007-08-31",17.25
"169","2007-09-04",17.549999
"170","2007-09-05",17.565001
"171","2007-09-06",18
"172","2007-09-07",18.004999
"173","2007-09-10",17.540001
"174","2007-09-11",17.885
"175","2007-09-12",18.08
"176","2007-09-13",18.25
"177","2007-09-14",18.004999
"178","2007-09-17",17.629999
"179","2007-09-18",18.35
"180","2007-09-19",18.684999
"181","2007-09-20",18.405001
"182","2007-09-21",18.705
"183","2007-09-24",18.135
"184","2007-09-25",18.485001
"185","2007-09-26",18.26
"186","2007-09-27",18.110001
"187","2007-09-28",18.15
"188","2007-10-01",19.32
"189","2007-10-02",19.23
"190","2007-10-03",18.950001
"191","2007-10-04",18.875
"192","2007-10-05",20.5
"193","2007-10-08",19.91
"194","2007-10-09",19.799999
"195","2007-10-10",19.559999
"196","2007-10-11",19.450001
"197","2007-10-12",19.434999
"198","2007-10-15",19.16
"199","2007-10-16",19.41
"200","2007-10-17",19.924999
"201","2007-10-18",19.834999
"202","2007-10-19",19.125
"203","2007-10-22",19.545
"204","2007-10-23",19.945
"205","2007-10-24",19.93
"206","2007-10-25",19.440001
"207","2007-10-26",19.625
"208","2007-10-29",19.605
"209","2007-10-30",19.889999
"210","2007-10-31",19.940001
"211","2007-11-01",18.58
"212","2007-11-02",18.645
"213","2007-11-05",17.434999
"214","2007-11-06",17.83
"215","2007-11-07",16.74
"216","2007-11-08",17.049999
"217","2007-11-09",16.889999
"218","2007-11-12",16.700001
"219","2007-11-13",17.209999
"220","2007-11-14",16.924999
"221","2007-11-15",16.844999
"222","2007-11-16",16.85
"223","2007-11-19",16.370001
"224","2007-11-20",16.424999
"225","2007-11-21",16.155001
"226","2007-11-23",16.325001
"227","2007-11-26",16.1
"228","2007-11-27",15.85
"229","2007-11-28",16.375
"230","2007-11-29",16
"231","2007-11-30",16.34
"232","2007-12-03",15.37
"233","2007-12-04",15.165
"234","2007-12-05",15.74
"235","2007-12-06",16.045
"236","2007-12-07",15.99
"237","2007-12-10",16.145
"238","2007-12-11",15.5
"239","2007-12-12",15.37
"240","2007-12-13",15.335
"241","2007-12-14",14.925
"242","2007-12-17",14.61
"243","2007-12-18",15.31
"244","2007-12-19",14.705
"245","2007-12-20",15.215
"246","2007-12-21",15.695
"247","2007-12-24",15.565
"248","2007-12-26",15.525
"249","2007-12-27",14.735
"250","2007-12-28",14.57
"251","2007-12-31",14.14
"252","2008-01-02",14.67
"253","2008-01-03",13.49
"254","2008-01-04",13.565
"255","2008-01-07",13.45
"256","2008-01-08",12.85
"257","2008-01-09",13.23
"258","2008-01-10",13.61
"259","2008-01-11",13.23
"260","2008-01-14",13.355
"261","2008-01-15",13.16
"262","2008-01-16",13.17
"263","2008-01-17",13.015
"264","2008-01-18",12.735
"265","2008-01-22",13.215
"266","2008-01-23",14.14
"267","2008-01-24",13.895
"268","2008-01-25",13.745
"269","2008-01-28",14.08
"270","2008-01-29",14.415
"271","2008-01-30",14.66
"272","2008-01-31",14.98
"273","2008-02-01",15.79
"274","2008-02-04",14.79
"275","2008-02-05",14.44
"276","2008-02-06",14.05
"277","2008-02-07",12.3
"278","2008-02-08",12.25
"279","2008-02-11",12.04
"280","2008-02-12",12.055
"281","2008-02-13",12.89
"282","2008-02-14",12.365
"283","2008-02-15",12.395
"284","2008-02-19",12.495
"285","2008-02-20",12.825
"286","2008-02-21",12.36
"287","2008-02-22",12.1
"288","2008-02-25",12.525
"289","2008-02-26",13
"290","2008-02-27",13.135
"291","2008-02-28",12.48
"292","2008-02-29",12.33
"293","2008-03-03",12.45
"294","2008-03-04",12.245
"295","2008-03-05",12.25
"296","2008-03-06",11.95
"297","2008-03-07",11.985
"298","2008-03-10",11.44
"299","2008-03-11",12.74
"300","2008-03-12",12.38
"301","2008-03-13",12.56
"302","2008-03-14",11.955
"303","2008-03-17",11.61
"304","2008-03-18",11.93
"305","2008-03-19",11.79
"306","2008-03-20",11.795
"307","2008-03-24",12.495
"308","2008-03-25",12.57
"309","2008-03-26",12.235
"310","2008-03-27",11.73
"311","2008-03-28",11.515
"312","2008-03-31",11.805
"313","2008-04-01",12.19
"314","2008-04-02",12.185
"315","2008-04-03",12.185
"316","2008-04-04",12.35
"317","2008-04-07",12.525
"318","2008-04-08",12.655
"319","2008-04-09",12.25
"320","2008-04-10",12.33
"321","2008-04-11",12
"322","2008-04-14",12.09
"323","2008-04-15",12.34
"324","2008-04-16",12.96
"325","2008-04-17",12.815
"326","2008-04-18",13.53
"327","2008-04-21",13.47
"328","2008-04-22",13.58
"329","2008-04-23",12.82
"330","2008-04-24",13.015
"331","2008-04-25",12.955
"332","2008-04-28",13.175
"333","2008-04-29",12.92
"334","2008-04-30",13.095
"335","2008-05-01",15.585
"336","2008-05-02",15.125
"337","2008-05-05",13.83
"338","2008-05-06",14.345
"339","2008-05-07",13.845
"340","2008-05-08",13.805
"341","2008-05-09",13.72
"342","2008-05-12",13.905
"343","2008-05-13",13.96
"344","2008-05-14",13.87
"345","2008-05-15",14.195
"346","2008-05-16",13.505
"347","2008-05-19",13.585
"348","2008-05-20",13.64
"349","2008-05-21",13.49
"350","2008-05-22",13.58
"351","2008-05-23",13
"352","2008-05-27",13.515
"353","2008-05-28",13.745
"354","2008-05-29",14.05
"355","2008-05-30",13.96
"356","2008-06-02",13.78
"357","2008-06-03",13.84
"358","2008-06-04",13.94
"359","2008-06-05",14.465
"360","2008-06-06",13.845
"361","2008-06-09",13.75
"362","2008-06-10",13.68
"363","2008-06-11",13.51
"364","2008-06-12",13.665
"365","2008-06-13",14.03
"366","2008-06-16",14.27
"367","2008-06-17",14.19
"368","2008-06-18",14.6
"369","2008-06-19",15.515
"370","2008-06-20",15.1
"371","2008-06-23",14.955
"372","2008-06-24",14.685
"373","2008-06-25",14.64
"374","2008-06-26",14.495
"375","2008-06-27",14.25
"376","2008-06-30",13.945
"377","2008-07-01",14.1
"378","2008-07-02",13.54
"379","2008-07-03",13.245
"380","2008-07-07",12.965
"381","2008-07-08",13.16
"382","2008-07-09",12.735
"383","2008-07-10",12.775
"384","2008-07-11",13.015
"385","2008-07-14",12.57
"386","2008-07-15",12.66
"387","2008-07-16",13.675
"388","2008-07-17",13.95
"389","2008-07-18",13.54
"390","2008-07-21",13.345
"391","2008-07-22",13.63
"392","2008-07-23",13.725
"393","2008-07-24",13.315
"394","2008-07-25",13.15
"395","2008-07-28",13.065
"396","2008-07-29",13.51
"397","2008-07-30",14.29
"398","2008-07-31",14.355
"399","2008-08-01",14.62
"400","2008-08-04",13.955
"401","2008-08-05",13.955
"402","2008-08-06",14.06
"403","2008-08-07",13.82
"404","2008-08-08",14.055
"405","2008-08-11",14.35
"406","2008-08-12",13.915
"407","2008-08-13",13.84
"408","2008-08-14",14.05
"409","2008-08-15",14.31
"410","2008-08-18",13.925
"411","2008-08-19",13.52
"412","2008-08-20",13.645
"413","2008-08-21",13.765
"414","2008-08-22",14.045
"415","2008-08-25",13.495
"416","2008-08-26",13.52
"417","2008-08-27",13.49
"418","2008-08-28",13.84
"419","2008-08-29",13.7
"420","2008-09-02",13.68
"421","2008-09-03",14.06
"422","2008-09-04",13.935
"423","2008-09-05",14.14
"424","2008-09-08",14.51
"425","2008-09-09",14.37
"426","2008-09-10",14.76
"427","2008-09-11",14.57
"428","2008-09-12",14.535
"429","2008-09-15",13.92
"430","2008-09-16",14.24
"431","2008-09-17",13.98
"432","2008-09-18",14.075
"433","2008-09-19",14.69
"434","2008-09-22",13.92
"435","2008-09-23",13.415
"436","2008-09-24",13.08
"437","2008-09-25",13.26
