"","date","CASA"
"85","2018-04-19",31.67
"86","2018-04-20",30.120001
"87","2018-04-23",29.799999
"88","2018-04-24",26.280001
"89","2018-04-25",25.75
"90","2018-04-26",23.77
"91","2018-04-27",22.809999
"92","2018-04-30",23.389999
"93","2018-05-01",23.68
"94","2018-05-02",23.969999
"95","2018-05-03",22.74
"96","2018-05-04",22.75
"97","2018-05-07",22.950001
"98","2018-05-08",22.700001
"99","2018-05-09",22.629999
"100","2018-05-10",22.559999
"101","2018-05-11",20.02
"102","2018-05-14",20.42
"103","2018-05-15",20.51
"104","2018-05-16",21.059999
"105","2018-05-17",20.639999
"106","2018-05-18",20.76
"107","2018-05-21",20.73
"108","2018-05-22",19.950001
"109","2018-05-23",20.1
"110","2018-05-24",19.51
"111","2018-05-25",19.889999
"112","2018-05-29",19.5
"113","2018-05-30",19
"114","2018-05-31",19.209999
"115","2018-06-01",19.1
"116","2018-06-04",19.6
"117","2018-06-05",21.01
"118","2018-06-06",20.92
"119","2018-06-07",20.209999
"120","2018-06-08",20.370001
"121","2018-06-11",18.370001
"122","2018-06-12",19.030001
"123","2018-06-13",18.370001
"124","2018-06-14",18.5
"125","2018-06-15",17.82
"126","2018-06-18",18.5
"127","2018-06-19",17.92
"128","2018-06-20",17.969999
"129","2018-06-21",17.709999
"130","2018-06-22",17.700001
"131","2018-06-25",17.68
"132","2018-06-26",17.33
"133","2018-06-27",17.07
"134","2018-06-28",16.01
"135","2018-06-29",16.33
"136","2018-07-02",16.389999
"137","2018-07-03",15.94
"138","2018-07-05",16.09
"139","2018-07-06",16.809999
"140","2018-07-09",16.379999
"141","2018-07-10",17.77
"142","2018-07-11",17.299999
"143","2018-07-12",15.43
"144","2018-07-13",15.62
"145","2018-07-16",15.54
"146","2018-07-17",15.66
"147","2018-07-18",15.76
"148","2018-07-19",15.74
"149","2018-07-20",15.7
"150","2018-07-23",15.76
"151","2018-07-24",15.32
"152","2018-07-25",15.66
"153","2018-07-26",15.11
"154","2018-07-27",14.68
"155","2018-07-30",14.51
"156","2018-07-31",15.23
"157","2018-08-01",15.07
"158","2018-08-02",15.24
"159","2018-08-03",15.14
"160","2018-08-06",15.38
"161","2018-08-07",15.9
"162","2018-08-08",15.6
"163","2018-08-09",15.82
"164","2018-08-10",15.62
"165","2018-08-13",15.78
"166","2018-08-14",15.6
"167","2018-08-15",12.08
"168","2018-08-16",12.46
"169","2018-08-17",12.48
"170","2018-08-20",13.11
"171","2018-08-21",13.1
"172","2018-08-22",13.37
"173","2018-08-23",13.36
"174","2018-08-24",13.97
"175","2018-08-27",14.57
"176","2018-08-28",14.42
"177","2018-08-29",14.59
"178","2018-08-30",14.59
"179","2018-08-31",14.69
"180","2018-09-04",14.65
"181","2018-09-05",15.05
"182","2018-09-06",14.84
"183","2018-09-07",14.93
"184","2018-09-10",15.09
"185","2018-09-11",15.34
"186","2018-09-12",15.63
"187","2018-09-13",16.07
"188","2018-09-14",15.81
"189","2018-09-17",15.67
"190","2018-09-18",15.92
"191","2018-09-19",16.299999
"192","2018-09-20",16.33
"193","2018-09-21",16.209999
"194","2018-09-24",15.46
"195","2018-09-25",15.37
"196","2018-09-26",15.4
"197","2018-09-27",14.84
"198","2018-09-28",14.75
"199","2018-10-01",15.07
"200","2018-10-02",14.26
"201","2018-10-03",14.4
"202","2018-10-04",14.25
"203","2018-10-05",14.01
"204","2018-10-08",14.18
"205","2018-10-09",14.09
"206","2018-10-10",13.51
"207","2018-10-11",13.48
"208","2018-10-12",13.69
"209","2018-10-15",13.47
"210","2018-10-16",14.03
"211","2018-10-17",14.34
"212","2018-10-18",14.07
"213","2018-10-19",13.99
"214","2018-10-22",14.19
"215","2018-10-23",13.99
"216","2018-10-24",13.56
"217","2018-10-25",13.99
"218","2018-10-26",13.84
"219","2018-10-29",13.4
"220","2018-10-30",13.8
"221","2018-10-31",14.4
"222","2018-11-01",14.62
"223","2018-11-02",14.64
"224","2018-11-05",14.72
"225","2018-11-06",14.87
"226","2018-11-07",15.77
"227","2018-11-08",16
"228","2018-11-09",15.76
"229","2018-11-12",15.14
"230","2018-11-13",15.09
"231","2018-11-14",15.46
"232","2018-11-15",15.88
"233","2018-11-16",15.88
"234","2018-11-19",14.99
"235","2018-11-20",14.58
"236","2018-11-21",14.88
"237","2018-11-23",15.09
"238","2018-11-26",15.58
"239","2018-11-27",14.81
"240","2018-11-28",15
"241","2018-11-29",15.08
"242","2018-11-30",15.55
"243","2018-12-03",15.68
"244","2018-12-04",15.35
"245","2018-12-06",15.67
"246","2018-12-07",15.18
"247","2018-12-10",15.06
"248","2018-12-11",15.1
"249","2018-12-12",14.96
"250","2018-12-13",14.81
"251","2018-12-14",13.85
"252","2018-12-17",13.38
"253","2018-12-18",13.06
"254","2018-12-19",13.02
"255","2018-12-20",12.66
"256","2018-12-21",11.94
"257","2018-12-24",11.89
"258","2018-12-26",12.44
"259","2018-12-27",12.69
"260","2018-12-28",12.9
"261","2018-12-31",13.13
"262","2019-01-02",13.05
"263","2019-01-03",12.28
"264","2019-01-04",13.07
"265","2019-01-07",13.33
"266","2019-01-08",13.4
"267","2019-01-09",13.54
"268","2019-01-10",13.66
"269","2019-01-11",13.76
"270","2019-01-14",13.6
"271","2019-01-15",13.63
"272","2019-01-16",14.19
"273","2019-01-17",14.39
"274","2019-01-18",11.2
"275","2019-01-22",11.2
"276","2019-01-23",11.82
"277","2019-01-24",12.13
"278","2019-01-25",12.27
"279","2019-01-28",11.87
"280","2019-01-29",11.68
"281","2019-01-30",11.69
"282","2019-01-31",11.64
"283","2019-02-01",11.78
"284","2019-02-04",11.79
"285","2019-02-05",11.79
"286","2019-02-06",11.6
"287","2019-02-07",11.35
"288","2019-02-08",11.33
"289","2019-02-11",11.77
"290","2019-02-12",11.77
"291","2019-02-13",12.03
"292","2019-02-14",12.07
"293","2019-02-15",11.86
"294","2019-02-19",11.78
"295","2019-02-20",11.98
"296","2019-02-21",11.96
"297","2019-02-22",10.35
"298","2019-02-25",10.27
"299","2019-02-26",10.4
"300","2019-02-27",10.55
"301","2019-02-28",10.19
"302","2019-03-01",10.32
"303","2019-03-04",10.04
"304","2019-03-05",9.87
"305","2019-03-06",9.65
"306","2019-03-07",9.42
"307","2019-03-08",9.44
"308","2019-03-11",9.5
"309","2019-03-12",9.42
"310","2019-03-13",9.32
"311","2019-03-14",9
"312","2019-03-15",8.95
"313","2019-03-18",8.9
"314","2019-03-19",9.1
"315","2019-03-20",9.01
"316","2019-03-21",9.14
"317","2019-03-22",8.78
"318","2019-03-25",8.63
"319","2019-03-26",8.54
"320","2019-03-27",8.36
"321","2019-03-28",8.27
"322","2019-03-29",8.3
"323","2019-04-01",8.49
"324","2019-04-02",8.62
"325","2019-04-03",8.64
"326","2019-04-04",8.74
"327","2019-04-05",8.84
"328","2019-04-08",9.03
"329","2019-04-09",8.92
"330","2019-04-10",8.9
"331","2019-04-11",8.89
"332","2019-04-12",8.85
"333","2019-04-15",8.83
"334","2019-04-16",9.22
"335","2019-04-17",9.51
"336","2019-04-18",9.52
"337","2019-04-22",9.79
"338","2019-04-23",9.89
"339","2019-04-24",9.9
"340","2019-04-25",9.8
"341","2019-04-26",9.8
"342","2019-04-29",9.88
"343","2019-04-30",9.59
"344","2019-05-01",9.55
"345","2019-05-02",7.68
"346","2019-05-03",7.4
"347","2019-05-06",7.17
"348","2019-05-07",7.16
"349","2019-05-08",7
"350","2019-05-09",6.86
"351","2019-05-10",6.78
"352","2019-05-13",6.53
"353","2019-05-14",6.5
"354","2019-05-15",6.73
"355","2019-05-16",6.57
"356","2019-05-17",6.36
"357","2019-05-20",6.14
"358","2019-05-21",6.25
"359","2019-05-22",6.01
"360","2019-05-23",5.96
"361","2019-05-24",6.06
"362","2019-05-28",5.94
"363","2019-05-29",5.84
"364","2019-05-30",5.74
"365","2019-05-31",5.62
"366","2019-06-03",5.72
"367","2019-06-04",5.74
"368","2019-06-05",5.75
"369","2019-06-06",5.65
"370","2019-06-07",5.64
"371","2019-06-10",5.74
"372","2019-06-11",5.71
"373","2019-06-12",5.68
"374","2019-06-13",6.15
"375","2019-06-14",6.12
"376","2019-06-17",6.11
"377","2019-06-18",6.16
"378","2019-06-19",6.25
"379","2019-06-20",6.31
"380","2019-06-21",6.47
"381","2019-06-24",6.27
"382","2019-06-25",6.14
"383","2019-06-26",6.41
"384","2019-06-27",6.48
"385","2019-06-28",6.43
"386","2019-07-01",6.38
"387","2019-07-02",6.37
"388","2019-07-03",6.36
"389","2019-07-05",6.36
"390","2019-07-08",6.15
"391","2019-07-09",6.17
"392","2019-07-10",6.4
"393","2019-07-11",6.38
"394","2019-07-12",6.6
"395","2019-07-15",6.78
"396","2019-07-16",6.5
"397","2019-07-17",6.57
"398","2019-07-18",6.63
"399","2019-07-19",6.64
"400","2019-07-22",6.61
"401","2019-07-23",6.65
"402","2019-07-24",6.83
"403","2019-07-25",6.66
"404","2019-07-26",6.77
"405","2019-07-29",6.83
"406","2019-07-30",6.34
"407","2019-07-31",6.59
"408","2019-08-01",7.61
"409","2019-08-02",7.27
"410","2019-08-05",7.25
"411","2019-08-06",7.45
"412","2019-08-07",7.26
"413","2019-08-08",7.24
"414","2019-08-09",7.01
"415","2019-08-12",6.95
"416","2019-08-13",6.82
"417","2019-08-14",6.42
"418","2019-08-15",6.23
"419","2019-08-16",6.37
"420","2019-08-19",6.39
"421","2019-08-20",6.37
"422","2019-08-21",6.51
"423","2019-08-22",6.54
"424","2019-08-23",6.11
"425","2019-08-26",5.75
"426","2019-08-27",5.43
"427","2019-08-28",5.6
"428","2019-08-29",5.66
"429","2019-08-30",5.76
"430","2019-09-03",5.74
"431","2019-09-04",5.88
"432","2019-09-05",6.25
"433","2019-09-06",6.44
"434","2019-09-09",6.75
"435","2019-09-10",6.99
"436","2019-09-11",7.28
"437","2019-09-12",7.2
"438","2019-09-13",7.39
"439","2019-09-16",7.49
"440","2019-09-17",7.24
"441","2019-09-18",7.26
"442","2019-09-19",7.19
"443","2019-09-20",7.49
"444","2019-09-23",7.5
"445","2019-09-24",7.28
"446","2019-09-25",7.47
"447","2019-09-26",7.555
"448","2019-09-27",7.815
"449","2019-09-30",7.855
"450","2019-10-01",7.12
"451","2019-10-02",6.59
"452","2019-10-03",6.27
"453","2019-10-04",6.215
"454","2019-10-07",6.36
"455","2019-10-08",6.255
"456","2019-10-09",6.275
"457","2019-10-10",6.475
"458","2019-10-11",6.55
"459","2019-10-14",6.5
"460","2019-10-15",6.67
"461","2019-10-16",6.79
"462","2019-10-17",7.06
"463","2019-10-18",6.87
"464","2019-10-21",7.12
"465","2019-10-22",7.33
"466","2019-10-23",7.09
"467","2019-10-24",6.51
"468","2019-10-25",6.49
"469","2019-10-28",6.85
"470","2019-10-29",6.68
"471","2019-10-30",6.6
"472","2019-10-31",6.72
"473","2019-11-01",4.3
"474","2019-11-04",3.97
"475","2019-11-05",3.93
"476","2019-11-06",3.72
"477","2019-11-07",3.65
"478","2019-11-08",3.53
"479","2019-11-11",3.52
"480","2019-11-12",3.42
"481","2019-11-13",3.325
"482","2019-11-14",3.32
"483","2019-11-15",3.4
"484","2019-11-18",3.35
"485","2019-11-19",3.29
"486","2019-11-20",3.19
"487","2019-11-21",3.13
"488","2019-11-22",3.31
"489","2019-11-25",3.52
"490","2019-11-26",3.51
"491","2019-11-27",3.66
"492","2019-11-29",3.68
"493","2019-12-02",3.5
"494","2019-12-03",3.63
"495","2019-12-04",3.68
"496","2019-12-05",3.65
"497","2019-12-06",3.7
"498","2019-12-09",3.59
"499","2019-12-10",3.69
"500","2019-12-11",3.71
"501","2019-12-12",3.88
"502","2019-12-13",3.85
"503","2019-12-16",4.015
"504","2019-12-17",4.17
"505","2019-12-18",4.08
"506","2019-12-19",3.99
"507","2019-12-20",4.02
"508","2019-12-23",4.01
"509","2019-12-24",4.16
"510","2019-12-26",3.96
"511","2019-12-27",4.06
"512","2019-12-30",4.05
"513","2019-12-31",4.09
"514","2020-01-02",4.04
"515","2020-01-03",4.01
"516","2020-01-06",4.13
"517","2020-01-07",4.01
"518","2020-01-08",3.87
"519","2020-01-09",3.98
"520","2020-01-10",3.95
"521","2020-01-13",3.97
"522","2020-01-14",4.13
"523","2020-01-15",4.08
"524","2020-01-16",3.95
"525","2020-01-17",3.86
"526","2020-01-21",3.77
"527","2020-01-22",3.78
"528","2020-01-23",3.63
"529","2020-01-24",4.69
"530","2020-01-27",4.64
"531","2020-01-28",4.48
"532","2020-01-29",4.16
"533","2020-01-30",3.96
"534","2020-01-31",4.01
"535","2020-02-03",3.96
"536","2020-02-04",3.82
"537","2020-02-05",3.95
"538","2020-02-06",3.845
"539","2020-02-07",3.72
"540","2020-02-10",3.74
"541","2020-02-11",3.89
"542","2020-02-12",4.34
"543","2020-02-13",4.22
"544","2020-02-14",4.49
"545","2020-02-18",4.35
"546","2020-02-19",4.44
"547","2020-02-20",4.61
"548","2020-02-21",4.84
"549","2020-02-24",4.2
"550","2020-02-25",3.99
"551","2020-02-26",3.59
"552","2020-02-27",3.35
"553","2020-02-28",3.28
"554","2020-03-02",3.37
"555","2020-03-03",3.33
"556","2020-03-04",3.45
"557","2020-03-05",3.21
"558","2020-03-06",3
"559","2020-03-09",2.64
"560","2020-03-10",2.4
"561","2020-03-11",2.23
"562","2020-03-12",1.93
"563","2020-03-13",2.34
"564","2020-03-16",2.2
"565","2020-03-17",2.35
"566","2020-03-18",2.36
"567","2020-03-19",2.38
"568","2020-03-20",2.58
"569","2020-03-23",2.63
"570","2020-03-24",3.02
"571","2020-03-25",3.41
"572","2020-03-26",3.66
"573","2020-03-27",3.42
"574","2020-03-30",3.42
"575","2020-03-31",3.5
"576","2020-04-01",3.15
"577","2020-04-02",3.12
"578","2020-04-03",3.29
"579","2020-04-06",3.79
"580","2020-04-07",3.88
"581","2020-04-08",3.95
"582","2020-04-09",4.01
"583","2020-04-13",3.65
"584","2020-04-14",3.7
"585","2020-04-15",3.56
"586","2020-04-16",3.74
"587","2020-04-17",4.32
"588","2020-04-20",4.42
"589","2020-04-21",4.23
"590","2020-04-22",4.38
"591","2020-04-23",4.48
"592","2020-04-24",4.66
"593","2020-04-27",4.96
"594","2020-04-28",4.92
"595","2020-04-29",5.17
"596","2020-04-30",5.13
"597","2020-05-01",4.665
"598","2020-05-04",4.2
"599","2020-05-05",4.12
"600","2020-05-06",3.85
"601","2020-05-07",4.04
"602","2020-05-08",4.06
"603","2020-05-11",3.93
"604","2020-05-12",4.09
"605","2020-05-13",3.98
"606","2020-05-14",3.93
"607","2020-05-15",3.79
"608","2020-05-18",4.06
"609","2020-05-19",4.22
"610","2020-05-20",4.2
"611","2020-05-21",4.21
"612","2020-05-22",4.14
"613","2020-05-26",4.05
"614","2020-05-27",4.4
"615","2020-05-28",4.38
"616","2020-05-29",4.35
"617","2020-06-01",4.56
"618","2020-06-02",4.46
"619","2020-06-03",4.76
"620","2020-06-04",4.73
"621","2020-06-05",4.92
"622","2020-06-08",4.87
"623","2020-06-09",4.66
"624","2020-06-10",4.71
"625","2020-06-11",4.26
"626","2020-06-12",4.24
"627","2020-06-15",4.18
"628","2020-06-16",4.44
"629","2020-06-17",4.28
"630","2020-06-18",4.5
"631","2020-06-19",4.46
"632","2020-06-22",4.54
"633","2020-06-23",4.38
"634","2020-06-24",3.95
"635","2020-06-25",3.85
"636","2020-06-26",3.93
"637","2020-06-29",4.03
"638","2020-06-30",4.16
"639","2020-07-01",4.27
"640","2020-07-02",4.29
"641","2020-07-06",4.41
"642","2020-07-07",4.26
"643","2020-07-08",4.41
"644","2020-07-09",4.5
"645","2020-07-10",4.21
"646","2020-07-13",4.22
"647","2020-07-14",4.26
"648","2020-07-15",4.48
"649","2020-07-16",4.5
"650","2020-07-17",4.55
"651","2020-07-20",4.62
"652","2020-07-21",4.56
"653","2020-07-22",4.5
"654","2020-07-23",4.53
"655","2020-07-24",4.81
"656","2020-07-27",4.76
"657","2020-07-28",4.62
"658","2020-07-29",4.82
"659","2020-07-30",5.62
"660","2020-07-31",5.61
"661","2020-08-03",5.78
"662","2020-08-04",5.6
"663","2020-08-05",5.57
"664","2020-08-06",6.03
"665","2020-08-07",5.99
"666","2020-08-10",5.7
"667","2020-08-11",5.48
"668","2020-08-12",5.45
"669","2020-08-13",5.465
"670","2020-08-14",5.25
"671","2020-08-17",5.23
"672","2020-08-18",5.16
"673","2020-08-19",5.145
"674","2020-08-20",5.11
"675","2020-08-21",5.01
"676","2020-08-24",4.74
"677","2020-08-25",4.75
"678","2020-08-26",4.56
"679","2020-08-27",4.4
"680","2020-08-28",4.27
"681","2020-08-31",4.55
"682","2020-09-01",4.7
"683","2020-09-02",5.185
"684","2020-09-03",4.8
"685","2020-09-04",4.54
"686","2020-09-08",4.24
"687","2020-09-09",4.37
"688","2020-09-10",4.34
"689","2020-09-11",4.27
"690","2020-09-14",4.46
"691","2020-09-15",4.56
"692","2020-09-16",4.34
"693","2020-09-17",4.29
"694","2020-09-18",4.26
"695","2020-09-21",4.025
"696","2020-09-22",4.085
"697","2020-09-23",3.94
"698","2020-09-24",3.8
"699","2020-09-25",3.78
"700","2020-09-28",3.91
"701","2020-09-29",4.11
"702","2020-09-30",4.03
"703","2020-10-01",4.08
"704","2020-10-02",4.1
"705","2020-10-05",4.26
"706","2020-10-06",4.13
"707","2020-10-07",4.27
"708","2020-10-08",4.36
"709","2020-10-09",4.53
"710","2020-10-12",4.36
"711","2020-10-13",4.3
"712","2020-10-14",4.23
"713","2020-10-15",4.34
"714","2020-10-16",4.43
"715","2020-10-19",4.32
"716","2020-10-20",4.31
"717","2020-10-21",4.35
"718","2020-10-22",4.595
"719","2020-10-23",4.54
"720","2020-10-26",4.9
"721","2020-10-27",4.55
"722","2020-10-28",4.61
"723","2020-10-29",4.64
"724","2020-10-30",4.17
"725","2020-11-02",4.21
"726","2020-11-03",4.32
"727","2020-11-04",4.35
"728","2020-11-05",4.5
"729","2020-11-06",4.42
"730","2020-11-09",4.55
"731","2020-11-10",4.59
"732","2020-11-11",4.57
"733","2020-11-12",4.49
"734","2020-11-13",4.64
"735","2020-11-16",4.77
"736","2020-11-17",4.79
"737","2020-11-18",5.07
"738","2020-11-19",5.01
"739","2020-11-20",5.36
"740","2020-11-23",5.4
"741","2020-11-24",5.46
"742","2020-11-25",5.49
"743","2020-11-27",5.24
