"","date","AMAL"
"97","2018-12-27",18.75
"98","2018-12-28",19.469999
"99","2018-12-31",19.5
"100","2019-01-02",19.48
"101","2019-01-03",19.290001
"102","2019-01-04",19.139999
"103","2019-01-07",19.709999
"104","2019-01-08",19.360001
"105","2019-01-09",19.23
"106","2019-01-10",19.200001
"107","2019-01-11",18.860001
"108","2019-01-14",18.809999
"109","2019-01-15",18.66
"110","2019-01-16",19.15
"111","2019-01-17",19.280001
"112","2019-01-18",19.450001
"113","2019-01-22",19.26
"114","2019-01-23",19.73
"115","2019-01-24",19.790001
"116","2019-01-25",19.870001
"117","2019-01-28",19.450001
"118","2019-01-29",19.370001
"119","2019-01-30",18.91
"120","2019-01-31",17.940001
"121","2019-02-01",18.799999
"122","2019-02-04",18.530001
"123","2019-02-05",18.66
"124","2019-02-06",18.59
"125","2019-02-07",18.209999
"126","2019-02-08",18.43
"127","2019-02-11",18.110001
"128","2019-02-12",18.360001
"129","2019-02-13",18.59
"130","2019-02-14",18.389999
"131","2019-02-15",18.25
"132","2019-02-19",18.5
"133","2019-02-20",18.309999
"134","2019-02-21",18.299999
"135","2019-02-22",18.379999
"136","2019-02-25",18.129999
"137","2019-02-26",17.879999
"138","2019-02-27",17.940001
"139","2019-02-28",17.709999
"140","2019-03-01",17.85
"141","2019-03-04",17.610001
"142","2019-03-05",17.01
"143","2019-03-06",16.99
"144","2019-03-07",16.99
"145","2019-03-08",16.65
"146","2019-03-11",16.83
"147","2019-03-12",16.59
"148","2019-03-13",16.780001
"149","2019-03-14",16.799999
"150","2019-03-15",16.6
"151","2019-03-18",16.6
"152","2019-03-19",16.5
"153","2019-03-20",16.620001
"154","2019-03-21",16.459999
"155","2019-03-22",15
"156","2019-03-25",14.99
"157","2019-03-26",15.34
"158","2019-03-27",15.2
"159","2019-03-28",15.41
"160","2019-03-29",15.65
"161","2019-04-01",15.39
"162","2019-04-02",15.52
"163","2019-04-03",15.57
"164","2019-04-04",15.64
"165","2019-04-05",15.51
"166","2019-04-08",15.52
"167","2019-04-09",15.56
"168","2019-04-10",15.74
"169","2019-04-11",16.07
"170","2019-04-12",16
"171","2019-04-15",15.74
"172","2019-04-16",15.76
"173","2019-04-17",15.86
"174","2019-04-18",15.7
"175","2019-04-22",15.69
"176","2019-04-23",15.82
"177","2019-04-24",15.75
"178","2019-04-25",15.62
"179","2019-04-26",15.84
"180","2019-04-29",16.709999
"181","2019-04-30",16.950001
"182","2019-05-01",17.129999
"183","2019-05-02",17.209999
"184","2019-05-03",17.5
"185","2019-05-06",17.780001
"186","2019-05-07",17.950001
"187","2019-05-08",17.860001
"188","2019-05-09",17.790001
"189","2019-05-10",18.139999
"190","2019-05-13",17.450001
"191","2019-05-14",17.91
"192","2019-05-15",17.799999
"193","2019-05-16",17.68
"194","2019-05-17",17.67
"195","2019-05-20",17.75
"196","2019-05-21",17.83
"197","2019-05-22",17.73
"198","2019-05-23",17.15
"199","2019-05-24",17.709999
"200","2019-05-28",17.68
"201","2019-05-29",17.190001
"202","2019-05-30",16.75
"203","2019-05-31",16.5
"204","2019-06-03",16.6
"205","2019-06-04",16.940001
"206","2019-06-05",16.5
"207","2019-06-06",16.42
"208","2019-06-07",16.42
"209","2019-06-10",16.540001
"210","2019-06-11",16.42
"211","2019-06-12",16.9
"212","2019-06-13",17.139999
"213","2019-06-14",17
"214","2019-06-17",16.799999
"215","2019-06-18",17.18
"216","2019-06-19",17.23
"217","2019-06-20",17.01
"218","2019-06-21",16.83
"219","2019-06-24",16.5
"220","2019-06-25",16.6
"221","2019-06-26",16.68
"222","2019-06-27",17.33
"223","2019-06-28",17.450001
"224","2019-07-01",17.66
"225","2019-07-02",17.77
"226","2019-07-03",17.700001
"227","2019-07-05",17.82
"228","2019-07-08",17.559999
"229","2019-07-09",17.75
"230","2019-07-10",17.620001
"231","2019-07-11",17.68
"232","2019-07-12",17.530001
"233","2019-07-15",17.34
"234","2019-07-16",17.200001
"235","2019-07-17",16.93
"236","2019-07-18",17.16
"237","2019-07-19",17.200001
"238","2019-07-22",17.129999
"239","2019-07-23",16.85
"240","2019-07-24",17.27
"241","2019-07-25",17.120001
"242","2019-07-26",16.91
"243","2019-07-29",17.01
"244","2019-07-30",17.1
"245","2019-07-31",17.16
"246","2019-08-01",17.07
"247","2019-08-02",16.620001
"248","2019-08-05",15.97
"249","2019-08-06",16.059999
"250","2019-08-07",16.02
"251","2019-08-08",16.1
"252","2019-08-09",15.89
"253","2019-08-12",15.66
"254","2019-08-13",15.51
"255","2019-08-14",15.3
"256","2019-08-15",15
"257","2019-08-16",15.49
"258","2019-08-19",15.8
"259","2019-08-20",15.57
"260","2019-08-21",15.7
"261","2019-08-22",15.78
"262","2019-08-23",15.21
"263","2019-08-26",15.6
"264","2019-08-27",15.37
"265","2019-08-28",15.92
"266","2019-08-29",16.15
"267","2019-08-30",16.049999
"268","2019-09-03",15.67
"269","2019-09-04",15.57
"270","2019-09-05",15.75
"271","2019-09-06",16.01
"272","2019-09-09",16.030001
"273","2019-09-10",15.83
"274","2019-09-11",15.66
"275","2019-09-12",15.68
"276","2019-09-13",15.29
"277","2019-09-16",15.65
"278","2019-09-17",15.61
"279","2019-09-18",15.76
"280","2019-09-19",15.65
"281","2019-09-20",15.57
"282","2019-09-23",15.71
"283","2019-09-24",15.57
"284","2019-09-25",16.16
"285","2019-09-26",16.1
"286","2019-09-27",16.17
"287","2019-09-30",16.02
"288","2019-10-01",16.030001
"289","2019-10-02",16.15
"290","2019-10-03",16.23
"291","2019-10-04",16.280001
"292","2019-10-07",16.309999
"293","2019-10-08",16.09
"294","2019-10-09",16.09
"295","2019-10-10",16.299999
"296","2019-10-11",17.110001
"297","2019-10-14",16.99
"298","2019-10-15",17.219999
"299","2019-10-16",17.17
"300","2019-10-17",17.4
"301","2019-10-18",17.389999
"302","2019-10-21",17.360001
"303","2019-10-22",17.33
"304","2019-10-23",17.25
"305","2019-10-24",17.15
"306","2019-10-25",17.290001
"307","2019-10-28",17.01
"308","2019-10-29",17.34
"309","2019-10-30",17.709999
"310","2019-10-31",18.209999
"311","2019-11-01",18.59
"312","2019-11-04",18.58
"313","2019-11-05",18.540001
"314","2019-11-06",18.549999
"315","2019-11-07",18.6
"316","2019-11-08",18.450001
"317","2019-11-11",18.74
"318","2019-11-12",18.959999
"319","2019-11-13",18.969999
"320","2019-11-14",18.84
"321","2019-11-15",19.030001
"322","2019-11-18",19.1
"323","2019-11-19",19.08
"324","2019-11-20",18.969999
"325","2019-11-21",18.93
"326","2019-11-22",19
"327","2019-11-25",19.34
"328","2019-11-26",19.32
"329","2019-11-27",19.27
"330","2019-11-29",19.120001
"331","2019-12-02",19.049999
"332","2019-12-03",18.92
"333","2019-12-04",19.1
"334","2019-12-05",19.309999
"335","2019-12-06",19.65
"336","2019-12-09",19.629999
"337","2019-12-10",19.790001
"338","2019-12-11",19.67
"339","2019-12-12",19.85
"340","2019-12-13",19.75
"341","2019-12-16",19.85
"342","2019-12-17",19.84
"343","2019-12-18",19.879999
"344","2019-12-19",19.85
"345","2019-12-20",19.940001
"346","2019-12-23",19.709999
"347","2019-12-24",19.76
"348","2019-12-26",19.690001
"349","2019-12-27",19.59
"350","2019-12-30",19.57
"351","2019-12-31",19.450001
"352","2020-01-02",19.25
"353","2020-01-03",19.18
"354","2020-01-06",18.889999
"355","2020-01-07",18.639999
"356","2020-01-08",19
"357","2020-01-09",19.02
"358","2020-01-10",19.040001
"359","2020-01-13",19.18
"360","2020-01-14",19.15
"361","2020-01-15",19.110001
"362","2020-01-16",19.1
"363","2020-01-17",18.950001
"364","2020-01-21",18.74
"365","2020-01-22",18.540001
"366","2020-01-23",18.5
"367","2020-01-24",18.219999
"368","2020-01-27",17.969999
"369","2020-01-28",17.549999
"370","2020-01-29",17.25
"371","2020-01-30",17.370001
"372","2020-01-31",17.24
"373","2020-02-03",17.9
"374","2020-02-04",18.719999
"375","2020-02-05",18.84
"376","2020-02-06",18.42
"377","2020-02-07",18.48
"378","2020-02-10",18.76
"379","2020-02-11",18.690001
"380","2020-02-12",18.59
"381","2020-02-13",18.75
"382","2020-02-14",18.139999
"383","2020-02-18",18.129999
"384","2020-02-19",18.34
"385","2020-02-20",18.42
"386","2020-02-21",18.200001
"387","2020-02-24",17.639999
"388","2020-02-25",17.389999
"389","2020-02-26",17.57
"390","2020-02-27",16.120001
"391","2020-02-28",16.01
"392","2020-03-02",17.02
"393","2020-03-03",16.110001
"394","2020-03-04",16.5
"395","2020-03-05",15.8
"396","2020-03-06",15.64
"397","2020-03-09",14.45
"398","2020-03-10",14.23
"399","2020-03-11",13.02
"400","2020-03-12",11.67
"401","2020-03-13",11.77
"402","2020-03-16",10.39
"403","2020-03-17",9.71
"404","2020-03-18",8.89
"405","2020-03-19",10.11
"406","2020-03-20",9.08
"407","2020-03-23",8.13
"408","2020-03-24",9
"409","2020-03-25",9
"410","2020-03-26",9.78
"411","2020-03-27",9.22
"412","2020-03-30",10.32
"413","2020-03-31",10.82
"414","2020-04-01",9.26
"415","2020-04-02",8.89
"416","2020-04-03",8.84
"417","2020-04-06",9
"418","2020-04-07",9.03
"419","2020-04-08",9.61
"420","2020-04-09",9.7
"421","2020-04-13",9.66
"422","2020-04-14",9.32
"423","2020-04-15",9.23
"424","2020-04-16",8.54
"425","2020-04-17",9.31
"426","2020-04-20",9.17
"427","2020-04-21",9.42
"428","2020-04-22",9.32
"429","2020-04-23",9.64
"430","2020-04-24",10.27
"431","2020-04-27",11.01
"432","2020-04-28",10.71
"433","2020-04-29",11.75
"434","2020-04-30",10.7
"435","2020-05-01",10.85
"436","2020-05-04",10.35
"437","2020-05-05",10.02
"438","2020-05-06",9.74
"439","2020-05-07",10
"440","2020-05-08",10.61
"441","2020-05-11",10.85
"442","2020-05-12",9.81
"443","2020-05-13",9.01
"444","2020-05-14",9.05
"445","2020-05-15",9.54
"446","2020-05-18",10.49
"447","2020-05-19",9.91
"448","2020-05-20",10.4
"449","2020-05-21",10.3
"450","2020-05-22",10.57
"451","2020-05-26",11.15
"452","2020-05-27",12.21
"453","2020-05-28",12.04
"454","2020-05-29",11.23
"455","2020-06-01",11.18
"456","2020-06-02",11.14
"457","2020-06-03",11.6
"458","2020-06-04",11.53
"459","2020-06-05",13.22
"460","2020-06-08",13.06
"461","2020-06-09",12.44
"462","2020-06-10",11.74
"463","2020-06-11",10.51
"464","2020-06-12",10.97
"465","2020-06-15",11.18
"466","2020-06-16",11.79
"467","2020-06-17",11.09
"468","2020-06-18",11.01
"469","2020-06-19",11.25
"470","2020-06-22",11.3
"471","2020-06-23",11.1
"472","2020-06-24",11.22
"473","2020-06-25",11.86
"474","2020-06-26",12.57
"475","2020-06-29",12.58
"476","2020-06-30",12.64
"477","2020-07-01",11.96
"478","2020-07-02",11.62
"479","2020-07-06",11.83
"480","2020-07-07",11.21
"481","2020-07-08",11.43
"482","2020-07-09",10.8
"483","2020-07-10",11.05
"484","2020-07-13",10.87
"485","2020-07-14",10.96
"486","2020-07-15",11.72
"487","2020-07-16",11.35
"488","2020-07-17",11.24
"489","2020-07-20",10.86
"490","2020-07-21",11.49
"491","2020-07-22",11.26
"492","2020-07-23",11.32
"493","2020-07-24",11.17
"494","2020-07-27",11.31
"495","2020-07-28",12.32
"496","2020-07-29",12.48
"497","2020-07-30",11.71
"498","2020-07-31",11.55
"499","2020-08-03",11.62
"500","2020-08-04",11.24
"501","2020-08-05",11.59
"502","2020-08-06",11.64
"503","2020-08-07",12.05
"504","2020-08-10",12.15
"505","2020-08-11",12.27
"506","2020-08-12",12.55
"507","2020-08-13",12.33
"508","2020-08-14",12.37
"509","2020-08-17",12.32
"510","2020-08-18",11.62
"511","2020-08-19",11.95
"512","2020-08-20",11.61
"513","2020-08-21",11.97
"514","2020-08-24",12.25
"515","2020-08-25",12.08
"516","2020-08-26",11.67
"517","2020-08-27",12.13
"518","2020-08-28",12.25
"519","2020-08-31",11.77
"520","2020-09-01",11.93
"521","2020-09-02",12.51
"522","2020-09-03",11.94
"523","2020-09-04",11.7
"524","2020-09-08",12.28
"525","2020-09-09",12.12
"526","2020-09-10",11.9
"527","2020-09-11",12.46
"528","2020-09-14",12.85
"529","2020-09-15",12.63
"530","2020-09-16",12.58
"531","2020-09-17",12.41
"532","2020-09-18",11.83
"533","2020-09-21",11.25
"534","2020-09-22",10.78
"535","2020-09-23",10.62
"536","2020-09-24",10.52
"537","2020-09-25",10.53
"538","2020-09-28",10.64
"539","2020-09-29",10.52
"540","2020-09-30",10.58
"541","2020-10-01",11.18
"542","2020-10-02",11.6
"543","2020-10-05",12.12
"544","2020-10-06",12.32
"545","2020-10-07",12.49
"546","2020-10-08",12.47
"547","2020-10-09",11.97
"548","2020-10-12",12.35
"549","2020-10-13",12.11
"550","2020-10-14",11.73
"551","2020-10-15",11.96
"552","2020-10-16",11.86
"553","2020-10-19",11.79
"554","2020-10-20",11.97
"555","2020-10-21",11.91
"556","2020-10-22",12.02
"557","2020-10-23",11.88
"558","2020-10-26",11.87
"559","2020-10-27",11.6
"560","2020-10-28",11.1
"561","2020-10-29",11.15
"562","2020-10-30",11.1
"563","2020-11-02",11.36
"564","2020-11-03",11.8
"565","2020-11-04",11.45
"566","2020-11-05",11.79
"567","2020-11-06",11.05
"568","2020-11-09",12.93
"569","2020-11-10",13.46
"570","2020-11-11",12.92
"571","2020-11-12",12.52
"572","2020-11-13",12.5
"573","2020-11-16",13.29
"574","2020-11-17",13.37
"575","2020-11-18",12.78
"576","2020-11-19",13.24
"577","2020-11-20",13.32
"578","2020-11-23",13.11
"579","2020-11-24",13.76
"580","2020-11-25",13.52
"581","2020-11-27",13.45
