"","date","TNK"
"1","2007-12-13",160.080002
"2","2007-12-14",166.399994
"3","2007-12-17",169.600006
"4","2007-12-18",177.600006
"5","2007-12-19",174
"6","2007-12-20",168.800003
"7","2007-12-21",170.399994
"8","2007-12-24",176.800003
"9","2007-12-26",173.199997
"10","2007-12-27",166
"11","2007-12-28",172.960007
"12","2007-12-31",176
"13","2008-01-02",171.199997
"14","2008-01-03",166.240005
"15","2008-01-04",153.279999
"16","2008-01-07",150.639999
"17","2008-01-08",142
"18","2008-01-09",136.800003
"19","2008-01-10",137.279999
"20","2008-01-11",138
"21","2008-01-14",132.800003
"22","2008-01-15",128.240005
"23","2008-01-16",122.239998
"24","2008-01-17",118.879997
"25","2008-01-18",120.959999
"26","2008-01-22",121.68
"27","2008-01-23",120.400002
"28","2008-01-24",128
"29","2008-01-25",130.399994
"30","2008-01-28",136.399994
"31","2008-01-29",144.479996
"32","2008-01-30",150
"33","2008-01-31",152
"34","2008-02-01",156
"35","2008-02-04",151.839996
"36","2008-02-05",148
"37","2008-02-06",138.800003
"38","2008-02-07",142
"39","2008-02-08",141.360001
"40","2008-02-11",140.559998
"41","2008-02-12",140
"42","2008-02-13",137.119995
"43","2008-02-14",140.880005
"44","2008-02-15",141.600006
"45","2008-02-19",143.520004
"46","2008-02-20",141.919998
"47","2008-02-21",139.199997
"48","2008-02-22",137.199997
"49","2008-02-25",143.520004
"50","2008-02-26",141.199997
"51","2008-02-27",145.839996
"52","2008-02-28",140.160004
"53","2008-02-29",135.199997
"54","2008-03-03",133.360001
"55","2008-03-04",132.639999
"56","2008-03-05",132.399994
"57","2008-03-06",131.199997
"58","2008-03-07",125.440002
"59","2008-03-10",121.839996
"60","2008-03-11",125.919998
"61","2008-03-12",126.32
"62","2008-03-13",124.720001
"63","2008-03-14",118.879997
"64","2008-03-17",115.279999
"65","2008-03-18",123.599998
"66","2008-03-19",126.400002
"67","2008-03-20",130.479996
"68","2008-03-24",133.600006
"69","2008-03-25",140
"70","2008-03-26",142.399994
"71","2008-03-27",136.639999
"72","2008-03-28",139.919998
"73","2008-03-31",136.960007
"74","2008-04-01",134.559998
"75","2008-04-02",133.839996
"76","2008-04-03",133.839996
"77","2008-04-04",136.559998
"78","2008-04-07",144.720001
"79","2008-04-08",146.880005
"80","2008-04-09",145.440002
"81","2008-04-10",149.279999
"82","2008-04-11",140.399994
"83","2008-04-14",142.399994
"84","2008-04-15",144
"85","2008-04-16",144.080002
"86","2008-04-17",144
"87","2008-04-18",147.440002
"88","2008-04-21",150.479996
"89","2008-04-22",156.639999
"90","2008-04-23",156.880005
"91","2008-04-24",158.479996
"92","2008-04-25",160
"93","2008-04-28",166.880005
"94","2008-04-29",160.160004
"95","2008-04-30",161.440002
"96","2008-05-01",159.600006
"97","2008-05-02",159.600006
"98","2008-05-05",162.559998
"99","2008-05-06",162.639999
"100","2008-05-07",159.520004
"101","2008-05-08",160
"102","2008-05-09",171.199997
"103","2008-05-12",171.119995
"104","2008-05-13",182.880005
"105","2008-05-14",186.080002
"106","2008-05-15",190.479996
"107","2008-05-16",194.399994
"108","2008-05-19",188.479996
"109","2008-05-20",186.960007
"110","2008-05-21",190.880005
"111","2008-05-22",176.800003
"112","2008-05-23",168.720001
"113","2008-05-27",173.199997
"114","2008-05-28",174.720001
"115","2008-05-29",175.919998
"116","2008-05-30",175.199997
"117","2008-06-02",176
"118","2008-06-03",175.679993
"119","2008-06-04",170.720001
"120","2008-06-05",173.600006
"121","2008-06-06",170.479996
"122","2008-06-09",164.559998
"123","2008-06-10",165.919998
"124","2008-06-11",171.759995
"125","2008-06-12",164.240005
"126","2008-06-13",174.720001
"127","2008-06-16",189.279999
"128","2008-06-17",186.880005
"129","2008-06-18",185.279999
"130","2008-06-19",184.320007
"131","2008-06-20",185.679993
"132","2008-06-23",179.600006
"133","2008-06-24",173.440002
"134","2008-06-25",173.360001
"135","2008-06-26",170
"136","2008-06-27",184.320007
"137","2008-06-30",185.679993
"138","2008-07-01",178.240005
"139","2008-07-02",167.520004
"140","2008-07-03",163.279999
"141","2008-07-07",164.479996
"142","2008-07-08",177.119995
"143","2008-07-09",171.199997
"144","2008-07-10",177.679993
"145","2008-07-11",185.039993
"146","2008-07-14",180.080002
"147","2008-07-15",178.880005
"148","2008-07-16",180
"149","2008-07-17",177.119995
"150","2008-07-18",177.600006
"151","2008-07-21",175.839996
"152","2008-07-22",174.800003
"153","2008-07-23",174.880005
"154","2008-07-24",167.199997
"155","2008-07-25",171.919998
"156","2008-07-28",170.240005
"157","2008-07-29",176
"158","2008-07-30",178.479996
"159","2008-07-31",181.279999
"160","2008-08-01",177.279999
"161","2008-08-04",169.520004
"162","2008-08-05",163.039993
"163","2008-08-06",169.679993
"164","2008-08-07",165.759995
"165","2008-08-08",162.160004
"166","2008-08-11",164.080002
"167","2008-08-12",164.800003
"168","2008-08-13",157.039993
"169","2008-08-14",158.399994
"170","2008-08-15",150.559998
"171","2008-08-18",149.919998
"172","2008-08-19",152.479996
"173","2008-08-20",156
"174","2008-08-21",155.039993
"175","2008-08-22",156
"176","2008-08-25",156
"177","2008-08-26",156.399994
"178","2008-08-27",161.600006
"179","2008-08-28",161.440002
"180","2008-08-29",161.199997
"181","2008-09-02",159.600006
"182","2008-09-03",160.639999
"183","2008-09-04",155.520004
"184","2008-09-05",141.039993
"185","2008-09-08",143.919998
"186","2008-09-09",137.119995
"187","2008-09-10",146.559998
"188","2008-09-11",145.520004
"189","2008-09-12",144.160004
"190","2008-09-15",141.039993
"191","2008-09-16",142.800003
"192","2008-09-17",131.279999
"193","2008-09-18",144.639999
"194","2008-09-19",154
"195","2008-09-22",151.759995
"196","2008-09-23",141.119995
"197","2008-09-24",143.279999
"198","2008-09-25",145.199997
"199","2008-09-26",140.639999
"200","2008-09-29",134.800003
"201","2008-09-30",135.440002
"202","2008-10-01",132.960007
"203","2008-10-02",120.559998
"204","2008-10-03",124.080002
"205","2008-10-06",108.080002
"206","2008-10-07",95.519997
"207","2008-10-08",87.120003
"208","2008-10-09",77.599998
"209","2008-10-10",84.639999
"210","2008-10-13",105.199997
"211","2008-10-14",99.919998
"212","2008-10-15",82.480003
"213","2008-10-16",85.599998
"214","2008-10-17",85.279999
"215","2008-10-20",95.519997
"216","2008-10-21",93.440002
"217","2008-10-22",86.959999
"218","2008-10-23",86.160004
"219","2008-10-24",78.160004
"220","2008-10-27",72.879997
"221","2008-10-28",72.879997
"222","2008-10-29",83.68
"223","2008-10-30",87.839996
"224","2008-10-31",97.199997
"225","2008-11-03",98.800003
"226","2008-11-04",94
"227","2008-11-05",86.080002
"228","2008-11-06",69.360001
"229","2008-11-07",85.68
"230","2008-11-10",90.879997
"231","2008-11-11",77.919998
"232","2008-11-12",72.879997
"233","2008-11-13",82.400002
"234","2008-11-14",69.199997
"235","2008-11-17",69.120003
"236","2008-11-18",69.040001
"237","2008-11-19",63.040001
"238","2008-11-20",51.040001
"239","2008-11-21",49.759998
"240","2008-11-24",60
