"","date","SUMR"
"1","2007-03-07",47.25
"2","2007-03-08",47.25
"3","2007-03-09",47.25
"4","2007-03-12",47.25
"5","2007-03-13",47.25
"6","2007-03-14",47.25
"7","2007-03-15",46.799999
"8","2007-03-16",45.900002
"9","2007-03-19",45.450001
"10","2007-03-20",45
"11","2007-03-21",45
"12","2007-03-22",45
"13","2007-03-23",45.900002
"14","2007-03-26",45
"15","2007-03-27",45
"16","2007-03-28",45
"17","2007-03-29",44.82
"18","2007-03-30",45
"19","2007-04-02",45
"20","2007-04-03",42.57
"21","2007-04-04",44.189999
"22","2007-04-05",45
"23","2007-04-09",44.91
"24","2007-04-10",44.73
"25","2007-04-11",44.82
"26","2007-04-12",44.189999
"27","2007-04-13",44.549999
"28","2007-04-16",44.549999
"29","2007-04-17",44.639999
"30","2007-04-18",44.549999
"31","2007-04-19",45
"32","2007-04-20",45.450001
"33","2007-04-23",44.369999
"34","2007-04-24",44.91
"35","2007-04-25",45
"36","2007-04-26",45
"37","2007-04-27",45
"38","2007-04-30",45
"39","2007-05-01",44.099998
"40","2007-05-02",45
"41","2007-05-03",44.099998
"42","2007-05-04",43.650002
"43","2007-05-07",45
"44","2007-05-08",45.900002
"45","2007-05-09",45.450001
"46","2007-05-10",45.540001
"47","2007-05-11",45
"48","2007-05-14",45.630001
"49","2007-05-15",45.630001
"50","2007-05-16",45.630001
"51","2007-05-17",45.630001
"52","2007-05-18",45.18
"53","2007-05-21",45
"54","2007-05-22",45.450001
"55","2007-05-23",46.439999
"56","2007-05-24",46.619999
"57","2007-05-25",48.959999
"58","2007-05-29",48.150002
"59","2007-05-30",48.240002
"60","2007-05-31",48.240002
"61","2007-06-01",47.700001
"62","2007-06-04",47.700001
"63","2007-06-05",47.25
"64","2007-06-06",47.25
"65","2007-06-07",47.25
"66","2007-06-08",47.52
"67","2007-06-11",48.150002
"68","2007-06-12",48.150002
"69","2007-06-13",47.34
"70","2007-06-14",47.52
"71","2007-06-15",47.34
"72","2007-06-18",47.25
"73","2007-06-19",46.889999
"74","2007-06-20",46.799999
"75","2007-06-21",46.799999
"76","2007-06-22",46.799999
"77","2007-06-25",46.799999
"78","2007-06-26",46.349998
"79","2007-06-27",46.439999
"80","2007-06-28",46.799999
"81","2007-06-29",46.889999
"82","2007-07-02",47.25
"83","2007-07-03",46.799999
"84","2007-07-05",46.799999
"85","2007-07-06",47.25
"86","2007-07-09",46.799999
"87","2007-07-10",46.98
"88","2007-07-11",46.619999
"89","2007-07-12",46.619999
"90","2007-07-13",46.349998
"91","2007-07-16",46.439999
"92","2007-07-17",47.700001
"93","2007-07-18",46.349998
"94","2007-07-19",45.540001
"95","2007-07-20",46.799999
"96","2007-07-23",46.889999
"97","2007-07-24",47.25
"98","2007-07-25",47.16
"99","2007-07-26",46.349998
"100","2007-07-27",45.450001
"101","2007-07-30",46.799999
"102","2007-07-31",46.799999
"103","2007-08-01",46.349998
"104","2007-08-02",47.16
"105","2007-08-03",46.439999
"106","2007-08-06",46.080002
"107","2007-08-07",46.709999
"108","2007-08-08",47.700001
"109","2007-08-09",45.900002
"110","2007-08-10",44.73
"111","2007-08-13",45.720001
"112","2007-08-14",45.09
"113","2007-08-15",43.200001
"114","2007-08-16",42.299999
"115","2007-08-17",42.389999
"116","2007-08-20",40.5
"117","2007-08-21",40.41
"118","2007-08-22",40.5
"119","2007-08-23",40.5
"120","2007-08-24",40.5
"121","2007-08-27",41.130001
"122","2007-08-28",41.130001
"123","2007-08-29",40.77
"124","2007-08-30",40.5
"125","2007-08-31",40.5
"126","2007-09-04",40.5
"127","2007-09-05",39.150002
"128","2007-09-06",38.790001
"129","2007-09-07",38.25
"130","2007-09-10",36.540001
"131","2007-09-11",38.25
"132","2007-09-12",37.98
"133","2007-09-13",38.25
"134","2007-09-14",37.799999
"135","2007-09-17",37.529999
"136","2007-09-18",36.900002
"137","2007-09-19",36.900002
"138","2007-09-20",37.889999
"139","2007-09-21",40.950001
"140","2007-09-24",40.23
"141","2007-09-25",40.860001
"142","2007-09-26",41.220001
"143","2007-09-27",41.220001
"144","2007-09-28",41.580002
"145","2007-10-01",42.299999
"146","2007-10-02",42.209999
"147","2007-10-03",41.580002
"148","2007-10-04",41.490002
"149","2007-10-05",42.75
"150","2007-10-08",43.02
"151","2007-10-09",45.900002
"152","2007-10-10",47.700001
"153","2007-10-11",45.990002
"154","2007-10-12",46.799999
"155","2007-10-15",46.799999
"156","2007-10-16",46.799999
"157","2007-10-17",46.799999
"158","2007-10-18",47.700001
"159","2007-10-19",46.799999
"160","2007-10-22",46.98
"161","2007-10-23",46.799999
"162","2007-10-24",47.16
"163","2007-10-25",46.889999
"164","2007-10-26",47.880001
"165","2007-10-29",47.52
"166","2007-10-30",48.150002
"167","2007-10-31",48.509998
"168","2007-11-01",47.700001
"169","2007-11-02",49.5
"170","2007-11-05",47.880001
"171","2007-11-06",48.060001
"172","2007-11-07",47.43
"173","2007-11-08",47.25
"174","2007-11-09",47.34
"175","2007-11-12",47.25
"176","2007-11-13",46.98
"177","2007-11-14",48.150002
"178","2007-11-15",47.52
"179","2007-11-16",47.880001
"180","2007-11-19",46.889999
"181","2007-11-20",45.990002
"182","2007-11-21",46.080002
"183","2007-11-23",46.169998
"184","2007-11-26",46.169998
"185","2007-11-27",44.73
"186","2007-11-28",44.82
"187","2007-11-29",44.549999
"188","2007-11-30",44.91
"189","2007-12-03",44.82
"190","2007-12-04",39.509998
"191","2007-12-05",39.599998
"192","2007-12-06",40.139999
"193","2007-12-07",40.049999
"194","2007-12-10",38.52
"195","2007-12-11",38.34
"196","2007-12-12",39.509998
"197","2007-12-13",40.139999
"198","2007-12-14",40.5
"199","2007-12-17",40.32
"200","2007-12-18",40.32
"201","2007-12-19",40.68
"202","2007-12-20",39.419998
"203","2007-12-21",41.040001
"204","2007-12-24",37.259998
"205","2007-12-26",39.330002
"206","2007-12-27",40.23
"207","2007-12-28",41.400002
"208","2007-12-31",43.919998
"209","2008-01-02",44.099998
"210","2008-01-03",41.849998
"211","2008-01-04",41.490002
"212","2008-01-07",40.5
"213","2008-01-08",40.5
"214","2008-01-09",40.68
"215","2008-01-10",40.68
"216","2008-01-11",40.68
"217","2008-01-14",40.5
"218","2008-01-15",40.5
"219","2008-01-16",40.5
