"","date","NEWT"
"109","2007-06-08",9.45
"110","2007-06-11",9.35
"111","2007-06-12",9.45
"112","2007-06-13",9.25
"113","2007-06-14",9.55
"114","2007-06-15",9.55
"115","2007-06-18",9.6
"116","2007-06-19",9.5
"117","2007-06-20",9.55
"118","2007-06-21",9.95
"119","2007-06-22",9.95
"120","2007-06-25",9.65
"121","2007-06-26",9.25
"122","2007-06-27",9.3
"123","2007-06-28",9.25
"124","2007-06-29",9.5
"125","2007-07-02",9.8
"126","2007-07-03",9.7
"127","2007-07-05",9.4
"128","2007-07-06",9.5
"129","2007-07-09",9.65
"130","2007-07-10",9.5
"131","2007-07-11",9.75
"132","2007-07-12",9.7
"133","2007-07-13",9.55
"134","2007-07-16",9.6
"135","2007-07-17",9.5
"136","2007-07-18",9.4
"137","2007-07-19",9.45
"138","2007-07-20",9.45
"139","2007-07-23",9.6
"140","2007-07-24",9.4
"141","2007-07-25",9.25
"142","2007-07-26",9.25
"143","2007-07-27",9.25
"144","2007-07-30",9.15
"145","2007-07-31",9.1
"146","2007-08-01",9.1
"147","2007-08-02",9.15
"148","2007-08-03",9.1
"149","2007-08-06",8.6
"150","2007-08-07",8.25
"151","2007-08-08",8.25
"152","2007-08-09",8.15
"153","2007-08-10",7.8
"154","2007-08-13",8.35
"155","2007-08-14",8.4
"156","2007-08-15",8.4
"157","2007-08-16",7.8
"158","2007-08-17",7.75
"159","2007-08-20",7.75
"160","2007-08-21",7.65
"161","2007-08-22",7.7
"162","2007-08-23",8.3
"163","2007-08-24",7.85
"164","2007-08-27",7.85
"165","2007-08-28",7.95
"166","2007-08-29",8.15
"167","2007-08-30",8.2
"168","2007-08-31",8.1
"169","2007-09-04",8.2
"170","2007-09-05",7.9
"171","2007-09-06",8.05
"172","2007-09-07",8.05
"173","2007-09-10",7.95
"174","2007-09-11",8.1
"175","2007-09-12",8.2
"176","2007-09-13",8.4
"177","2007-09-14",8.4
"178","2007-09-17",8.15
"179","2007-09-18",7.65
"180","2007-09-19",7.7
"181","2007-09-20",7.75
"182","2007-09-21",7.65
"183","2007-09-24",7.7
"184","2007-09-25",8.1
"185","2007-09-26",7.9
"186","2007-09-27",7.95
"187","2007-09-28",8.4
"188","2007-10-01",8.5
"189","2007-10-02",8.55
"190","2007-10-03",8.45
"191","2007-10-04",8.35
"192","2007-10-05",8.1
"193","2007-10-08",7.85
"194","2007-10-09",8
"195","2007-10-10",8
"196","2007-10-11",8
"197","2007-10-12",8
"198","2007-10-15",8.2
"199","2007-10-16",8
"200","2007-10-17",7.85
"201","2007-10-18",7.75
"202","2007-10-19",8
"203","2007-10-22",8
"204","2007-10-23",7.9
"205","2007-10-24",7.85
"206","2007-10-25",7.85
"207","2007-10-26",7.85
"208","2007-10-29",7.85
"209","2007-10-30",7.9
"210","2007-10-31",8
"211","2007-11-01",7.8
"212","2007-11-02",8
"213","2007-11-05",7.75
"214","2007-11-06",7.6
"215","2007-11-07",7.65
"216","2007-11-08",7.55
"217","2007-11-09",7.3
"218","2007-11-12",6.95
"219","2007-11-13",6.35
"220","2007-11-14",6.25
"221","2007-11-15",6.5
"222","2007-11-16",8
"223","2007-11-19",7.5
"224","2007-11-20",6.85
"225","2007-11-21",6.75
"226","2007-11-23",7
"227","2007-11-26",6.75
"228","2007-11-27",6.45
"229","2007-11-28",6.45
"230","2007-11-29",6.25
"231","2007-11-30",6.05
"232","2007-12-03",6.05
"233","2007-12-04",6.55
"234","2007-12-05",5.85
"235","2007-12-06",6.15
"236","2007-12-07",6.4
"237","2007-12-10",6.3
"238","2007-12-11",6.2
"239","2007-12-12",6
"240","2007-12-13",5.95
"241","2007-12-14",5.95
"242","2007-12-17",5.9
"243","2007-12-18",5.65
"244","2007-12-19",5.15
"245","2007-12-20",6.6
"246","2007-12-21",6.3
"247","2007-12-24",5.55
"248","2007-12-26",5.75
"249","2007-12-27",5.8
"250","2007-12-28",5.85
"251","2007-12-31",6.2
"252","2008-01-02",6.25
"253","2008-01-03",6.4
"254","2008-01-04",6.15
"255","2008-01-07",6.25
"256","2008-01-08",6.8
"257","2008-01-09",6.45
"258","2008-01-10",6.35
"259","2008-01-11",6.7
"260","2008-01-14",6.65
"261","2008-01-15",5.95
"262","2008-01-16",6.05
"263","2008-01-17",6.2
"264","2008-01-18",6.15
"265","2008-01-22",6
"266","2008-01-23",6.2
"267","2008-01-24",6.4
"268","2008-01-25",6.25
"269","2008-01-28",6.25
"270","2008-01-29",7.45
"271","2008-01-30",7.35
"272","2008-01-31",6.75
"273","2008-02-01",6.75
"274","2008-02-04",6.75
"275","2008-02-05",6.7
"276","2008-02-06",6.75
"277","2008-02-07",7.5
"278","2008-02-08",6.7
"279","2008-02-11",6.55
"280","2008-02-12",6
"281","2008-02-13",5.6
"282","2008-02-14",6.25
"283","2008-02-15",6.75
"284","2008-02-19",6.5
"285","2008-02-20",6.25
"286","2008-02-21",6
"287","2008-02-22",5.8
"288","2008-02-25",6.1
"289","2008-02-26",6.2
"290","2008-02-27",6.25
"291","2008-02-28",5.75
"292","2008-02-29",5.4
"293","2008-03-03",5.7
"294","2008-03-04",5.5
"295","2008-03-05",5.5
"296","2008-03-06",5.5
"297","2008-03-07",5.35
"298","2008-03-10",5.45
"299","2008-03-11",5
"300","2008-03-12",5.25
"301","2008-03-13",5
"302","2008-03-14",5
"303","2008-03-17",4.85
"304","2008-03-18",4.8
"305","2008-03-19",4.8
"306","2008-03-20",4.7
"307","2008-03-24",4.75
"308","2008-03-25",5
"309","2008-03-26",4.9
"310","2008-03-27",4.95
"311","2008-03-28",4.55
"312","2008-03-31",4.95
"313","2008-04-01",4.95
"314","2008-04-02",5.1
"315","2008-04-03",4.95
"316","2008-04-04",5.15
"317","2008-04-07",5.2
"318","2008-04-08",5.05
"319","2008-04-09",5.35
"320","2008-04-10",5.3
"321","2008-04-11",5.3
"322","2008-04-14",5.2
"323","2008-04-15",5.25
"324","2008-04-16",5.3
"325","2008-04-17",5.35
"326","2008-04-18",5.1
"327","2008-04-21",5.25
"328","2008-04-22",5.3
"329","2008-04-23",5.2
"330","2008-04-24",5
"331","2008-04-25",5
"332","2008-04-28",5
"333","2008-04-29",5.2
"334","2008-04-30",5.05
"335","2008-05-01",5.4
"336","2008-05-02",5.45
"337","2008-05-05",5.25
"338","2008-05-06",5.4
"339","2008-05-07",5.35
"340","2008-05-08",5.6
"341","2008-05-09",5.65
"342","2008-05-12",5.15
"343","2008-05-13",5.3
"344","2008-05-14",5.5
"345","2008-05-15",5.6
"346","2008-05-16",5.5
"347","2008-05-19",5.65
"348","2008-05-20",5.5
"349","2008-05-21",5.65
"350","2008-05-22",5.4
"351","2008-05-23",5.4
"352","2008-05-27",4.95
"353","2008-05-28",5.25
"354","2008-05-29",4.95
"355","2008-05-30",5.6
"356","2008-06-02",5.5
"357","2008-06-03",5.7
"358","2008-06-04",5.45
"359","2008-06-05",5.55
"360","2008-06-06",5.3
"361","2008-06-09",5.4
"362","2008-06-10",5.6
"363","2008-06-11",5.3
"364","2008-06-12",5.55
"365","2008-06-13",5.4
"366","2008-06-16",5.4
"367","2008-06-17",5.1
"368","2008-06-18",5.45
"369","2008-06-19",5.4
"370","2008-06-20",5.4
"371","2008-06-23",5.2
"372","2008-06-24",5.5
"373","2008-06-25",5.8
"374","2008-06-26",5.4
"375","2008-06-27",5.05
"376","2008-06-30",5.15
"377","2008-07-01",4.9
"378","2008-07-02",4.5
"379","2008-07-03",4.5
"380","2008-07-07",4.4
"381","2008-07-08",4.35
"382","2008-07-09",4.45
"383","2008-07-10",4.25
"384","2008-07-11",4.4
"385","2008-07-14",4.3
"386","2008-07-15",4.2
"387","2008-07-16",4.15
"388","2008-07-17",4.05
"389","2008-07-18",4.05
"390","2008-07-21",4.15
"391","2008-07-22",4.1
"392","2008-07-23",4
"393","2008-07-24",3.85
"394","2008-07-25",3.85
"395","2008-07-28",3.8
"396","2008-07-29",4.05
"397","2008-07-30",3.7
"398","2008-07-31",3.7
"399","2008-08-01",3.7
"400","2008-08-04",3.75
"401","2008-08-05",3.9
"402","2008-08-06",4.75
"403","2008-08-07",4.3
"404","2008-08-08",4.2
"405","2008-08-11",4.25
"406","2008-08-12",4.3
"407","2008-08-13",4.3
"408","2008-08-14",4.25
"409","2008-08-15",4.25
"410","2008-08-18",4.05
"411","2008-08-19",4
"412","2008-08-20",3.8
"413","2008-08-21",3.5
"414","2008-08-22",3.35
"415","2008-08-25",3.1
"416","2008-08-26",3.25
"417","2008-08-27",3.2
"418","2008-08-28",3.15
"419","2008-08-29",3.4
"420","2008-09-02",3.65
"421","2008-09-03",3.8
"422","2008-09-04",3.75
"423","2008-09-05",3.45
"424","2008-09-08",3.25
"425","2008-09-09",3.2
"426","2008-09-10",3.1
"427","2008-09-11",3.2
"428","2008-09-12",3.2
"429","2008-09-15",3
"430","2008-09-16",3.15
"431","2008-09-17",3
"432","2008-09-18",3
"433","2008-09-19",3.2
"434","2008-09-22",3.05
"435","2008-09-23",3
"436","2008-09-24",3.05
"437","2008-09-25",3.1
"438","2008-09-26",2.9
"439","2008-09-29",2.55
"440","2008-09-30",2.5
"441","2008-10-01",2.1
"442","2008-10-02",2.6
"443","2008-10-03",2.7
"444","2008-10-06",2.7
"445","2008-10-07",2.5
"446","2008-10-08",2.45
"447","2008-10-09",2
"448","2008-10-10",2
"449","2008-10-13",1.65
"450","2008-10-14",1.75
"451","2008-10-15",2
"452","2008-10-16",1.9
"453","2008-10-17",1.9
"454","2008-10-20",2.1
"455","2008-10-21",2.1
"456","2008-10-22",2.35
"457","2008-10-23",2.25
"458","2008-10-24",2.2
"459","2008-10-27",2.35
"460","2008-10-28",2.35
"461","2008-10-29",4.4
"462","2008-10-30",3.75
"463","2008-10-31",3.25
"464","2008-11-03",4.05
"465","2008-11-04",4.05
"466","2008-11-05",3.15
"467","2008-11-06",3.25
"468","2008-11-07",3
"469","2008-11-10",2.5
"470","2008-11-11",2.4
"471","2008-11-12",2.15
"472","2008-11-13",2.15
"473","2008-11-14",1.65
"474","2008-11-17",1.65
"475","2008-11-18",1.5
"476","2008-11-19",1.1
"477","2008-11-20",1.75
"478","2008-11-21",1.8
"479","2008-11-24",1.75
"480","2008-11-25",1.3
"481","2008-11-26",1.75
"482","2008-11-28",1.2
"483","2008-12-01",1.55
"484","2008-12-02",1.95
"485","2008-12-03",1.75
"486","2008-12-04",1.45
"487","2008-12-05",1.55
"488","2008-12-08",1.65
"489","2008-12-09",1.55
"490","2008-12-10",1.45
"491","2008-12-11",1.35
"492","2008-12-12",1.35
"493","2008-12-15",1.25
"494","2008-12-16",1.3
"495","2008-12-17",1.55
"496","2008-12-18",1.4
"497","2008-12-19",1.45
"498","2008-12-22",1.4
"499","2008-12-23",1.2
"500","2008-12-24",1.2
"501","2008-12-26",1.55
"502","2008-12-29",1
"503","2008-12-30",1.25
"504","2008-12-31",1.1
"505","2009-01-02",1.1
"506","2009-01-05",1.1
"507","2009-01-06",1.4
"508","2009-01-07",1.4
"509","2009-01-08",1.2
"510","2009-01-09",1.2
"511","2009-01-12",1.25
"512","2009-01-13",1
"513","2009-01-14",1
"514","2009-01-15",1
"515","2009-01-16",1.25
"516","2009-01-20",1.35
"517","2009-01-21",1.3
"518","2009-01-22",1.2
"519","2009-01-23",1.2
"520","2009-01-26",1.15
"521","2009-01-27",1.2
"522","2009-01-28",1.25
"523","2009-01-29",1.25
"524","2009-01-30",1.25
"525","2009-02-02",1.3
"526","2009-02-03",1.4
"527","2009-02-04",1.4
"528","2009-02-05",1.4
"529","2009-02-06",1.25
"530","2009-02-09",1.55
"531","2009-02-10",1.55
"532","2009-02-11",1.75
"533","2009-02-12",1.75
"534","2009-02-13",1.75
"535","2009-02-17",1.8
"536","2009-02-18",2
"537","2009-02-19",2
"538","2009-02-20",1.9
"539","2009-02-23",1.7
"540","2009-02-24",1.7
"541","2009-02-25",1.6
"542","2009-02-26",1.9
"543","2009-02-27",1.9
"544","2009-03-02",1.8
"545","2009-03-03",1.7
"546","2009-03-04",1.8
"547","2009-03-05",1.35
"548","2009-03-06",1.45
"549","2009-03-09",1.25
"550","2009-03-10",1.25
"551","2009-03-11",1.3
"552","2009-03-12",1.4
"553","2009-03-13",1.45
"554","2009-03-16",1.45
"555","2009-03-17",1.75
"556","2009-03-18",1.95
"557","2009-03-19",1.95
"558","2009-03-20",2.05
"559","2009-03-23",1.75
"560","2009-03-24",1.75
"561","2009-03-25",1.5
"562","2009-03-26",1.7
"563","2009-03-27",1.7
"564","2009-03-30",1.85
"565","2009-03-31",1.75
"566","2009-04-01",1.95
"567","2009-04-02",1.95
"568","2009-04-03",1.95
"569","2009-04-06",1.95
"570","2009-04-07",1.5
"571","2009-04-08",1.45
"572","2009-04-09",1.45
"573","2009-04-13",1.45
"574","2009-04-14",1.55
"575","2009-04-15",1.85
"576","2009-04-16",1.75
"577","2009-04-17",1.75
"578","2009-04-20",1.9
"579","2009-04-21",1.85
"580","2009-04-22",1.95
"581","2009-04-23",2
"582","2009-04-24",2.05
"583","2009-04-27",2.1
"584","2009-04-28",2.1
"585","2009-04-29",1.75
"586","2009-04-30",2.05
"587","2009-05-01",2
"588","2009-05-04",2.15
"589","2009-05-05",2.15
"590","2009-05-06",2.45
"591","2009-05-07",2.05
"592","2009-05-08",3.1
"593","2009-05-11",3
"594","2009-05-12",2.75
"595","2009-05-13",3
"596","2009-05-14",2.75
"597","2009-05-15",2.4
"598","2009-05-18",2.35
"599","2009-05-19",2.9
"600","2009-05-20",3
"601","2009-05-21",2.95
"602","2009-05-22",2.95
"603","2009-05-26",2.6
"604","2009-05-27",2.35
"605","2009-05-28",2.35
"606","2009-05-29",2.35
"607","2009-06-01",2.35
"608","2009-06-02",2.6
"609","2009-06-03",2.55
"610","2009-06-04",2.55
"611","2009-06-05",2.5
"612","2009-06-08",2.5
"613","2009-06-09",2.5
"614","2009-06-10",2.65
"615","2009-06-11",2.65
"616","2009-06-12",2.65
"617","2009-06-15",2.5
"618","2009-06-16",2.35
"619","2009-06-17",2.25
"620","2009-06-18",2.45
"621","2009-06-19",2.45
"622","2009-06-22",2.45
"623","2009-06-23",2.45
"624","2009-06-24",1.95
"625","2009-06-25",2.2
"626","2009-06-26",2.2
"627","2009-06-29",2.05
"628","2009-06-30",2.4
"629","2009-07-01",2.15
"630","2009-07-02",2.15
"631","2009-07-06",2.15
"632","2009-07-07",2.15
"633","2009-07-08",2
"634","2009-07-09",2
"635","2009-07-10",1.7
"636","2009-07-13",2
"637","2009-07-14",2
"638","2009-07-15",2
"639","2009-07-16",1.9
"640","2009-07-17",1.95
"641","2009-07-20",1.95
"642","2009-07-21",1.95
"643","2009-07-22",1.75
"644","2009-07-23",1.75
"645","2009-07-24",1.85
"646","2009-07-27",1.9
"647","2009-07-28",1.9
"648","2009-07-29",2
"649","2009-07-30",2
"650","2009-07-31",2
"651","2009-08-03",2.05
"652","2009-08-04",2.2
"653","2009-08-05",2.4
"654","2009-08-06",2.5
"655","2009-08-07",2.35
"656","2009-08-10",2.5
"657","2009-08-11",2.3
"658","2009-08-12",2.1
"659","2009-08-13",2.3
"660","2009-08-14",2.15
"661","2009-08-17",2.4
"662","2009-08-18",2.5
"663","2009-08-19",2.35
"664","2009-08-20",2.4
"665","2009-08-21",2.4
"666","2009-08-24",2.35
"667","2009-08-25",2.4
"668","2009-08-26",2.55
"669","2009-08-27",2.4
"670","2009-08-28",2.4
"671","2009-08-31",2.5
"672","2009-09-01",2.5
"673","2009-09-02",2.5
"674","2009-09-03",2.45
"675","2009-09-04",2.5
"676","2009-09-08",2.85
"677","2009-09-09",2.7
"678","2009-09-10",2.7
"679","2009-09-11",2.85
"680","2009-09-14",2.95
"681","2009-09-15",2.85
"682","2009-09-16",3.1
"683","2009-09-17",3
"684","2009-09-18",2.7
"685","2009-09-21",3
"686","2009-09-22",3
"687","2009-09-23",2.9
"688","2009-09-24",3
"689","2009-09-25",3.05
"690","2009-09-28",3.25
"691","2009-09-29",3.2
"692","2009-09-30",3.05
"693","2009-10-01",3.25
"694","2009-10-02",3.05
"695","2009-10-05",3
"696","2009-10-06",2.95
"697","2009-10-07",3.05
"698","2009-10-08",3.05
"699","2009-10-09",3.05
"700","2009-10-12",3.05
"701","2009-10-13",2.85
"702","2009-10-14",2.75
"703","2009-10-15",2.8
"704","2009-10-16",2.85
"705","2009-10-19",2.9
"706","2009-10-20",2.9
"707","2009-10-21",2.95
"708","2009-10-22",3.05
"709","2009-10-23",3.05
"710","2009-10-26",3.65
"711","2009-10-27",4.05
"712","2009-10-28",4.2
"713","2009-10-29",4.35
"714","2009-10-30",4.4
"715","2009-11-02",4.4
"716","2009-11-03",4.45
"717","2009-11-04",4.55
"718","2009-11-05",4.75
"719","2009-11-06",4.6
"720","2009-11-09",4.55
"721","2009-11-10",4.55
"722","2009-11-11",4.6
"723","2009-11-12",4.6
"724","2009-11-13",4.5
"725","2009-11-16",4.4
"726","2009-11-17",4.55
"727","2009-11-18",4.6
"728","2009-11-19",4.4
"729","2009-11-20",4.6
"730","2009-11-23",4.6
"731","2009-11-24",4.5
"732","2009-11-25",4.55
"733","2009-11-27",4.55
"734","2009-11-30",4.55
"735","2009-12-01",4.5
"736","2009-12-02",4.5
"737","2009-12-03",4.5
"738","2009-12-04",4.5
"739","2009-12-07",4.6
"740","2009-12-08",4.5
"741","2009-12-09",4.4
"742","2009-12-10",4.75
"743","2009-12-11",4.5
"744","2009-12-14",4.55
"745","2009-12-15",4.55
"746","2009-12-16",4.8
"747","2009-12-17",4.7
"748","2009-12-18",4.5
"749","2009-12-21",4.55
"750","2009-12-22",4.8
"751","2009-12-23",4.7
"752","2009-12-24",4.75
"753","2009-12-28",4.5
"754","2009-12-29",4.5
"755","2009-12-30",4.75
"756","2009-12-31",4.9
"757","2010-01-04",4.8
"758","2010-01-05",4.85
"759","2010-01-06",4.8
"760","2010-01-07",5.35
"761","2010-01-08",5.25
"762","2010-01-11",5.5
"763","2010-01-12",5.35
"764","2010-01-13",4.95
"765","2010-01-14",5
"766","2010-01-15",4.95
"767","2010-01-19",4.9
"768","2010-01-20",4.75
"769","2010-01-21",5.2
"770","2010-01-22",4.95
"771","2010-01-25",4.75
"772","2010-01-26",4.8
"773","2010-01-27",4.95
"774","2010-01-28",4.9
"775","2010-01-29",4.85
"776","2010-02-01",4.65
"777","2010-02-02",4.95
"778","2010-02-03",4.65
"779","2010-02-04",4.95
"780","2010-02-05",4.95
"781","2010-02-08",5
"782","2010-02-09",5.15
"783","2010-02-10",5.15
"784","2010-02-11",5.15
"785","2010-02-12",5.15
"786","2010-02-16",5.4
"787","2010-02-17",5.55
"788","2010-02-18",5.5
"789","2010-02-19",5.6
"790","2010-02-22",5.7
"791","2010-02-23",5.9
"792","2010-02-24",6.5
"793","2010-02-25",6.35
"794","2010-02-26",6.65
"795","2010-03-01",6.15
"796","2010-03-02",5.65
"797","2010-03-03",5.55
"798","2010-03-04",5.65
"799","2010-03-05",5.4
"800","2010-03-08",5.8
"801","2010-03-09",6.25
"802","2010-03-10",5.6
"803","2010-03-11",6.35
"804","2010-03-12",6.7
"805","2010-03-15",6.5
"806","2010-03-16",6.35
"807","2010-03-17",6.25
"808","2010-03-18",6
"809","2010-03-19",6.15
"810","2010-03-22",5.9
"811","2010-03-23",6.1
"812","2010-03-24",5.9
"813","2010-03-25",6
"814","2010-03-26",6.1
"815","2010-03-29",6.3
"816","2010-03-30",5.9
"817","2010-03-31",6.25
"818","2010-04-01",6.25
"819","2010-04-05",6.2
"820","2010-04-06",6.25
"821","2010-04-07",6.5
"822","2010-04-08",6.6
"823","2010-04-09",6.6
"824","2010-04-12",6.55
"825","2010-04-13",6.95
"826","2010-04-14",7
"827","2010-04-15",6.6
"828","2010-04-16",6.3
"829","2010-04-19",6.25
"830","2010-04-20",6.5
"831","2010-04-21",6.5
"832","2010-04-22",6.35
"833","2010-04-23",6.6
"834","2010-04-26",7.2
"835","2010-04-27",7.4
"836","2010-04-28",7.35
"837","2010-04-29",7.4
"838","2010-04-30",7.45
"839","2010-05-03",7.7
"840","2010-05-04",7.6
"841","2010-05-05",7.65
"842","2010-05-06",7.6
"843","2010-05-07",7.25
"844","2010-05-10",7.6
"845","2010-05-11",7.55
"846","2010-05-12",7.6
"847","2010-05-13",7.6
"848","2010-05-14",7.7
"849","2010-05-17",7.6
"850","2010-05-18",7.6
"851","2010-05-19",7.6
"852","2010-05-20",7.55
"853","2010-05-21",7.5
"854","2010-05-24",7.55
"855","2010-05-25",7.35
"856","2010-05-26",7.15
"857","2010-05-27",7.3
"858","2010-05-28",7.4
"859","2010-06-01",7.3
"860","2010-06-02",7.15
"861","2010-06-03",7.15
"862","2010-06-04",7.15
"863","2010-06-07",6.95
"864","2010-06-08",6.95
"865","2010-06-09",6.55
"866","2010-06-10",6.75
"867","2010-06-11",6.6
"868","2010-06-14",6.8
"869","2010-06-15",6.75
"870","2010-06-16",6.5
"871","2010-06-17",6.45
"872","2010-06-18",7
"873","2010-06-21",7
"874","2010-06-22",6.95
"875","2010-06-23",6.7
"876","2010-06-24",6.8
"877","2010-06-25",6.75
"878","2010-06-28",6.7
"879","2010-06-29",6.9
"880","2010-06-30",6.65
"881","2010-07-01",7.25
"882","2010-07-02",6.65
"883","2010-07-06",6.6
"884","2010-07-07",6.9
"885","2010-07-08",6.8
"886","2010-07-09",6.65
"887","2010-07-12",7
"888","2010-07-13",6.85
"889","2010-07-14",6.75
"890","2010-07-15",6.2
"891","2010-07-16",6
"892","2010-07-19",6
"893","2010-07-20",6
"894","2010-07-21",5.9
"895","2010-07-22",5.9
"896","2010-07-23",6.1
"897","2010-07-26",6.1
"898","2010-07-27",5.65
"899","2010-07-28",5.35
"900","2010-07-29",5.65
"901","2010-07-30",6.05
"902","2010-08-02",6.05
"903","2010-08-03",6.4
"904","2010-08-04",5.75
"905","2010-08-05",6
"906","2010-08-06",5.9
"907","2010-08-09",6.15
"908","2010-08-10",6.1
"909","2010-08-11",6.25
"910","2010-08-12",6.25
"911","2010-08-13",6.15
"912","2010-08-16",6.5
"913","2010-08-17",6.25
"914","2010-08-18",6.2
"915","2010-08-19",6
"916","2010-08-20",6
"917","2010-08-23",6.45
"918","2010-08-24",5.75
"919","2010-08-25",5.8
"920","2010-08-26",5.9
"921","2010-08-27",6.2
"922","2010-08-30",5.9
"923","2010-08-31",5.9
"924","2010-09-01",5.6
"925","2010-09-02",5.7
"926","2010-09-03",6.1
"927","2010-09-07",5.85
"928","2010-09-08",5.6
"929","2010-09-09",6.15
"930","2010-09-10",6.05
"931","2010-09-13",6.05
"932","2010-09-14",6.3
"933","2010-09-15",6
"934","2010-09-16",6
"935","2010-09-17",6.5
"936","2010-09-20",6.95
"937","2010-09-21",6.45
"938","2010-09-22",6.65
"939","2010-09-23",6.5
"940","2010-09-24",7
"941","2010-09-27",7
"942","2010-09-28",7.1
"943","2010-09-29",6.9
"944","2010-09-30",6.9
"945","2010-10-01",6.9
"946","2010-10-04",7.2
"947","2010-10-05",7
"948","2010-10-06",7
"949","2010-10-07",7
"950","2010-10-08",7
"951","2010-10-11",7.1
"952","2010-10-12",7.3
"953","2010-10-13",7.35
"954","2010-10-14",7.1
"955","2010-10-15",6.6
"956","2010-10-18",6.75
"957","2010-10-19",6.85
"958","2010-10-20",6.9
"959","2010-10-21",6.65
"960","2010-10-22",6.75
"961","2010-10-25",7.55
"962","2010-10-26",7.5
"963","2010-10-27",7
"964","2010-10-28",7.05
"965","2010-10-29",7.2
"966","2010-11-01",6.9
"967","2010-11-02",7.1
"968","2010-11-03",6.7
"969","2010-11-04",6.65
"970","2010-11-05",6.9
"971","2010-11-08",6.9
"972","2010-11-09",7
"973","2010-11-10",7.15
"974","2010-11-11",6.8
"975","2010-11-12",6.8
"976","2010-11-15",6.9
"977","2010-11-16",7.2
"978","2010-11-17",7.4
"979","2010-11-18",7.1
"980","2010-11-19",7
"981","2010-11-22",7
"982","2010-11-23",6.85
"983","2010-11-24",7
"984","2010-11-26",7.05
"985","2010-11-29",6.8
"986","2010-11-30",6.85
"987","2010-12-01",6.85
"988","2010-12-02",6.8
"989","2010-12-03",7
"990","2010-12-06",7
"991","2010-12-07",7.65
"992","2010-12-08",7.4
"993","2010-12-09",7.45
"994","2010-12-10",7.55
"995","2010-12-13",7.3
"996","2010-12-14",7
"997","2010-12-15",7.6
"998","2010-12-16",7.4
"999","2010-12-17",7.8
"1000","2010-12-20",8.25
"1001","2010-12-21",8.5
"1002","2010-12-22",8.6
"1003","2010-12-23",8.6
"1004","2010-12-27",8.75
"1005","2010-12-28",8.55
"1006","2010-12-29",8.55
"1007","2010-12-30",8.5
"1008","2010-12-31",8.6
"1009","2011-01-03",8.65
"1010","2011-01-04",9.1
"1011","2011-01-05",9.25
