"","date","STBA"
"1","2007-01-03",34.959999
"2","2007-01-04",35.169998
"3","2007-01-05",34.110001
"4","2007-01-08",34.150002
"5","2007-01-09",33.860001
"6","2007-01-10",33.610001
"7","2007-01-11",34.009998
"8","2007-01-12",34.580002
"9","2007-01-16",34.32
"10","2007-01-17",34.130001
"11","2007-01-18",34.07
"12","2007-01-19",33.740002
"13","2007-01-22",32.98
"14","2007-01-23",32.709999
"15","2007-01-24",33.189999
"16","2007-01-25",33.099998
"17","2007-01-26",33.369999
"18","2007-01-29",33.650002
"19","2007-01-30",34.59
"20","2007-01-31",34.66
"21","2007-02-01",34.68
"22","2007-02-02",34.720001
"23","2007-02-05",34.470001
"24","2007-02-06",34.509998
"25","2007-02-07",34.360001
"26","2007-02-08",34.869999
"27","2007-02-09",34.349998
"28","2007-02-12",34.25
"29","2007-02-13",34.32
"30","2007-02-14",34.169998
"31","2007-02-15",33.610001
"32","2007-02-16",33.610001
"33","2007-02-20",33.93
"34","2007-02-21",33.540001
"35","2007-02-22",33.849998
"36","2007-02-23",33.450001
"37","2007-02-26",33.709999
"38","2007-02-27",32.549999
"39","2007-02-28",32.669998
"40","2007-03-01",32.93
"41","2007-03-02",32.709999
"42","2007-03-05",32.48
"43","2007-03-06",32.880001
"44","2007-03-07",32.459999
"45","2007-03-08",32.369999
"46","2007-03-09",32.720001
"47","2007-03-12",32.73
"48","2007-03-13",31.959999
"49","2007-03-14",32.450001
"50","2007-03-15",32.919998
"51","2007-03-16",32.790001
"52","2007-03-19",33.490002
"53","2007-03-20",33.709999
"54","2007-03-21",34.709999
"55","2007-03-22",34.209999
"56","2007-03-23",33.849998
"57","2007-03-26",34
"58","2007-03-27",33.48
"59","2007-03-28",32.939999
"60","2007-03-29",33.119999
"61","2007-03-30",33.040001
"62","2007-04-02",32.91
"63","2007-04-03",33.02
"64","2007-04-04",32.68
"65","2007-04-05",32.450001
"66","2007-04-09",32.009998
"67","2007-04-10",32.150002
"68","2007-04-11",31.84
"69","2007-04-12",32.200001
"70","2007-04-13",32.450001
"71","2007-04-16",33.540001
"72","2007-04-17",32.93
"73","2007-04-18",32.599998
"74","2007-04-19",32.41
"75","2007-04-20",33
"76","2007-04-23",32.759998
"77","2007-04-24",32.860001
"78","2007-04-25",32.880001
"79","2007-04-26",32.990002
"80","2007-04-27",32.57
"81","2007-04-30",32.560001
"82","2007-05-01",32.52
"83","2007-05-02",32.990002
"84","2007-05-03",32.959999
"85","2007-05-04",33.27
"86","2007-05-07",33.07
"87","2007-05-08",33.09
"88","2007-05-09",33.25
"89","2007-05-10",32.650002
"90","2007-05-11",32.939999
"91","2007-05-14",32.610001
"92","2007-05-15",32.290001
"93","2007-05-16",32.599998
"94","2007-05-17",32.27
"95","2007-05-18",32.529999
"96","2007-05-21",32.990002
"97","2007-05-22",33.25
"98","2007-05-23",32.91
"99","2007-05-24",32.400002
"100","2007-05-25",32.419998
"101","2007-05-29",32.93
"102","2007-05-30",32.889999
"103","2007-05-31",32.759998
"104","2007-06-01",33.060001
"105","2007-06-04",33.25
"106","2007-06-05",32.830002
"107","2007-06-06",32.869999
"108","2007-06-07",32.759998
"109","2007-06-08",33.029999
"110","2007-06-11",33.110001
"111","2007-06-12",32.650002
"112","2007-06-13",33.139999
"113","2007-06-14",33.16
"114","2007-06-15",33.880001
"115","2007-06-18",33.299999
"116","2007-06-19",33.290001
"117","2007-06-20",32.759998
"118","2007-06-21",32.720001
"119","2007-06-22",33.209999
"120","2007-06-25",32.970001
"121","2007-06-26",33.009998
"122","2007-06-27",33.5
"123","2007-06-28",33.299999
"124","2007-06-29",32.900002
"125","2007-07-02",32.93
"126","2007-07-03",33.220001
"127","2007-07-05",33.310001
"128","2007-07-06",33.32
"129","2007-07-09",33.220001
"130","2007-07-10",32.400002
"131","2007-07-11",32.540001
"132","2007-07-12",33.389999
"133","2007-07-13",33.220001
"134","2007-07-16",32.880001
"135","2007-07-17",33.040001
"136","2007-07-18",33.130001
"137","2007-07-19",33.869999
"138","2007-07-20",33.07
"139","2007-07-23",33.200001
"140","2007-07-24",32.470001
"141","2007-07-25",33.27
"142","2007-07-26",32.830002
"143","2007-07-27",32.18
"144","2007-07-30",31.719999
"145","2007-07-31",31.08
"146","2007-08-01",31.52
"147","2007-08-02",31.549999
"148","2007-08-03",30.15
"149","2007-08-06",31.76
"150","2007-08-07",31.6
"151","2007-08-08",33.400002
"152","2007-08-09",33.73
"153","2007-08-10",34.369999
"154","2007-08-13",32.32
"155","2007-08-14",31.23
"156","2007-08-15",31.6
