"","date","CTIB"
"170","2007-09-05",4.69
"171","2007-09-06",4.71
"172","2007-09-07",4.71
"173","2007-09-10",4.77
"174","2007-09-11",4.51
"175","2007-09-12",4.3
"176","2007-09-13",4.25
"177","2007-09-14",4.19
"178","2007-09-17",4.2
"179","2007-09-18",4.21
"180","2007-09-19",4.71
"181","2007-09-20",4.42
"182","2007-09-21",4.48
"183","2007-09-24",4.69
"184","2007-09-25",4.67
"185","2007-09-26",4.67
"186","2007-09-27",4.68
"187","2007-09-28",4.62
"188","2007-10-01",4.67
"189","2007-10-02",4.67
"190","2007-10-03",4.5
"191","2007-10-04",4.62
"192","2007-10-05",4.66
"193","2007-10-08",4.7
"194","2007-10-09",4.77
"195","2007-10-10",5.24
"196","2007-10-11",4.75
"197","2007-10-12",4.64
"198","2007-10-15",4.62
"199","2007-10-16",4.7
"200","2007-10-17",4.58
"201","2007-10-18",4.67
"202","2007-10-19",4.6
"203","2007-10-22",4.5
"204","2007-10-23",4.58
"205","2007-10-24",4.6
"206","2007-10-25",4.52
"207","2007-10-26",4.61
"208","2007-10-29",4.71
"209","2007-10-30",4.71
"210","2007-10-31",4.88
"211","2007-11-01",4.75
"212","2007-11-02",4.7
"213","2007-11-05",4.76
"214","2007-11-06",4.73
"215","2007-11-07",4.63
"216","2007-11-08",4.53
"217","2007-11-09",4.34
"218","2007-11-12",4.29
"219","2007-11-13",3.47
"220","2007-11-14",3.5
"221","2007-11-15",3.6
"222","2007-11-16",3.7
"223","2007-11-19",3.68
"224","2007-11-20",3.5
"225","2007-11-21",3.31
"226","2007-11-23",3.34
"227","2007-11-26",3.04
"228","2007-11-27",3.07
"229","2007-11-28",3.08
"230","2007-11-29",2.94
"231","2007-11-30",2.99
"232","2007-12-03",3.02
"233","2007-12-04",3
"234","2007-12-05",2.84
"235","2007-12-06",3.06
"236","2007-12-07",3.23
"237","2007-12-10",3.42
"238","2007-12-11",3.45
"239","2007-12-12",3.44
"240","2007-12-13",3.35
"241","2007-12-14",3.41
"242","2007-12-17",3.39
"243","2007-12-18",3.43
"244","2007-12-19",3.48
"245","2007-12-20",3.53
"246","2007-12-21",3.45
"247","2007-12-24",3.52
"248","2007-12-26",3.55
"249","2007-12-27",3.56
"250","2007-12-28",3.67
"251","2007-12-31",3.81
"252","2008-01-02",4.05
"253","2008-01-03",4.03
"254","2008-01-04",4
"255","2008-01-07",4.1
"256","2008-01-08",4.05
"257","2008-01-09",3.85
"258","2008-01-10",3.86
"259","2008-01-11",4.04
"260","2008-01-14",3.99
"261","2008-01-15",3.98
"262","2008-01-16",4.03
"263","2008-01-17",3.79
"264","2008-01-18",3.87
"265","2008-01-22",3.7
"266","2008-01-23",3.62
"267","2008-01-24",3.54
"268","2008-01-25",3.71
"269","2008-01-28",3.95
"270","2008-01-29",3.75
"271","2008-01-30",3.75
"272","2008-01-31",3.93
"273","2008-02-01",4
"274","2008-02-04",3.99
"275","2008-02-05",3.99
"276","2008-02-06",5.27
"277","2008-02-07",4.53
"278","2008-02-08",4.35
"279","2008-02-11",4.33
"280","2008-02-12",5.15
"281","2008-02-13",4.82
"282","2008-02-14",4.83
"283","2008-02-15",5.24
"284","2008-02-19",5.3
"285","2008-02-20",5.8
"286","2008-02-21",5.77
"287","2008-02-22",5.93
"288","2008-02-25",6.12
"289","2008-02-26",6.14
"290","2008-02-27",5.96
"291","2008-02-28",5.7
"292","2008-02-29",5.56
"293","2008-03-03",5.85
"294","2008-03-04",5.74
"295","2008-03-05",5.52
"296","2008-03-06",5.22
"297","2008-03-07",4.92
"298","2008-03-10",4.85
"299","2008-03-11",4.78
"300","2008-03-12",4.73
"301","2008-03-13",4.91
"302","2008-03-14",4.66
"303","2008-03-17",4.53
"304","2008-03-18",4.83
"305","2008-03-19",4.82
"306","2008-03-20",4.71
"307","2008-03-24",4.77
"308","2008-03-25",4.81
"309","2008-03-26",4.9
"310","2008-03-27",4.86
"311","2008-03-28",5
"312","2008-03-31",4.15
"313","2008-04-01",4.42
"314","2008-04-02",4.56
"315","2008-04-03",4.35
"316","2008-04-04",4.4
"317","2008-04-07",4.65
"318","2008-04-08",4.61
"319","2008-04-09",4.57
"320","2008-04-10",4.52
"321","2008-04-11",4.7
"322","2008-04-14",4.67
"323","2008-04-15",4.74
"324","2008-04-16",4.82
"325","2008-04-17",4.8
"326","2008-04-18",4.69
"327","2008-04-21",4.69
"328","2008-04-22",4.69
"329","2008-04-23",4.67
"330","2008-04-24",4.56
"331","2008-04-25",4.56
"332","2008-04-28",4.49
"333","2008-04-29",4.59
"334","2008-04-30",4.69
"335","2008-05-01",4.52
"336","2008-05-02",4.59
"337","2008-05-05",4.55
"338","2008-05-06",4.64
"339","2008-05-07",4.57
"340","2008-05-08",4.61
"341","2008-05-09",4.53
"342","2008-05-12",4.94
"343","2008-05-13",4.58
"344","2008-05-14",4.61
"345","2008-05-15",5.36
"346","2008-05-16",5.26
"347","2008-05-19",5.02
"348","2008-05-20",4.81
"349","2008-05-21",4.84
"350","2008-05-22",4.94
"351","2008-05-23",4.82
"352","2008-05-27",4.94
"353","2008-05-28",5
"354","2008-05-29",4.86
"355","2008-05-30",5
"356","2008-06-02",5
"357","2008-06-03",4.99
"358","2008-06-04",4.91
"359","2008-06-05",4.96
"360","2008-06-06",4.84
"361","2008-06-09",4.65
"362","2008-06-10",4.54
"363","2008-06-11",4.49
"364","2008-06-12",4.58
"365","2008-06-13",4.93
"366","2008-06-16",4.93
"367","2008-06-17",5.32
"368","2008-06-18",5.34
"369","2008-06-19",5.63
"370","2008-06-20",5.57
"371","2008-06-23",5.57
"372","2008-06-24",5.63
"373","2008-06-25",5.67
"374","2008-06-26",5.65
"375","2008-06-27",5.82
"376","2008-06-30",6.04
"377","2008-07-01",6.31
"378","2008-07-02",6.48
"379","2008-07-03",6.17
"380","2008-07-07",6.27
"381","2008-07-08",6.43
"382","2008-07-09",6.5
"383","2008-07-10",6.72
"384","2008-07-11",6.86
"385","2008-07-14",7
"386","2008-07-15",7.05
"387","2008-07-16",7.19
"388","2008-07-17",7.25
"389","2008-07-18",7.17
"390","2008-07-21",7.13
"391","2008-07-22",6.99
"392","2008-07-23",6.48
"393","2008-07-24",6.18
"394","2008-07-25",5.91
"395","2008-07-28",6.12
"396","2008-07-29",6.11
"397","2008-07-30",6
"398","2008-07-31",6.17
"399","2008-08-01",6.15
"400","2008-08-04",6.14
"401","2008-08-05",5.49
"402","2008-08-06",5.53
"403","2008-08-07",5.62
"404","2008-08-08",5.72
"405","2008-08-11",5.58
"406","2008-08-12",5.45
"407","2008-08-13",5.15
"408","2008-08-14",5.12
"409","2008-08-15",5.17
"410","2008-08-18",4.71
"411","2008-08-19",4.71
"412","2008-08-20",4.7
"413","2008-08-21",4.82
"414","2008-08-22",4.73
"415","2008-08-25",4.74
"416","2008-08-26",4.8
"417","2008-08-27",4.79
"418","2008-08-28",4.97
"419","2008-08-29",4.97
"420","2008-09-02",4.69
"421","2008-09-03",4.65
"422","2008-09-04",4.67
"423","2008-09-05",4.8
"424","2008-09-08",4.9
"425","2008-09-09",4.99
"426","2008-09-10",5.85
"427","2008-09-11",6.04
"428","2008-09-12",5.8
"429","2008-09-15",5.51
"430","2008-09-16",5.69
"431","2008-09-17",5.3
"432","2008-09-18",5.31
"433","2008-09-19",5.52
"434","2008-09-22",5.3
"435","2008-09-23",5.7
"436","2008-09-24",5.33
"437","2008-09-25",5.62
"438","2008-09-26",5.63
"439","2008-09-29",5.11
"440","2008-09-30",4.97
"441","2008-10-01",4.8
"442","2008-10-02",4.8
"443","2008-10-03",4.76
"444","2008-10-06",4.94
"445","2008-10-07",4.73
"446","2008-10-08",4.65
"447","2008-10-09",4.35
"448","2008-10-10",3.72
"449","2008-10-13",4
"450","2008-10-14",3.66
"451","2008-10-15",3.33
"452","2008-10-16",3
"453","2008-10-17",2.96
"454","2008-10-20",3.02
"455","2008-10-21",3
"456","2008-10-22",3.09
"457","2008-10-23",3
"458","2008-10-24",2.84
"459","2008-10-27",2.87
"460","2008-10-28",2.76
"461","2008-10-29",2.8
"462","2008-10-30",2.91
"463","2008-10-31",3.15
"464","2008-11-03",3.5
"465","2008-11-04",3.44
"466","2008-11-05",3.32
"467","2008-11-06",3.41
"468","2008-11-07",2.85
"469","2008-11-10",3.03
"470","2008-11-11",2.67
"471","2008-11-12",2.23
"472","2008-11-13",1.96
"473","2008-11-14",1.67
"474","2008-11-17",1.76
"475","2008-11-18",1.75
"476","2008-11-19",1.63
"477","2008-11-20",1.71
"478","2008-11-21",1.69
"479","2008-11-24",2.1
"480","2008-11-25",2.28
"481","2008-11-26",2.41
"482","2008-11-28",2.5
"483","2008-12-01",2.05
"484","2008-12-02",2.13
"485","2008-12-03",2.49
"486","2008-12-04",2.1
"487","2008-12-05",2.11
"488","2008-12-08",2.05
"489","2008-12-09",2.02
"490","2008-12-10",2.17
"491","2008-12-11",2.09
"492","2008-12-12",2.18
"493","2008-12-15",2
"494","2008-12-16",2.04
"495","2008-12-17",2
"496","2008-12-18",2.02
"497","2008-12-19",2
"498","2008-12-22",2
"499","2008-12-23",2.05
"500","2008-12-24",2.03
"501","2008-12-26",2.03
"502","2008-12-29",2.1
"503","2008-12-30",2.08
"504","2008-12-31",2.1
"505","2009-01-02",2.15
"506","2009-01-05",2.15
"507","2009-01-06",2.43
"508","2009-01-07",2.34
"509","2009-01-08",2.3
"510","2009-01-09",2.42
"511","2009-01-12",2.13
"512","2009-01-13",2.14
"513","2009-01-14",2.1
"514","2009-01-15",2.11
"515","2009-01-16",2.18
"516","2009-01-20",2.18
"517","2009-01-21",2.18
"518","2009-01-22",2.2
"519","2009-01-23",2.2
"520","2009-01-26",2.22
"521","2009-01-27",2.3
"522","2009-01-28",2.62
"523","2009-01-29",2.42
"524","2009-01-30",2.56
"525","2009-02-02",2.31
"526","2009-02-03",2.47
"527","2009-02-04",2.34
"528","2009-02-05",2.3
"529","2009-02-06",2.28
"530","2009-02-09",2.57
"531","2009-02-10",2.38
"532","2009-02-11",2.28
"533","2009-02-12",2.54
"534","2009-02-13",2.28
"535","2009-02-17",2.27
"536","2009-02-18",2.27
"537","2009-02-19",2.22
"538","2009-02-20",2.22
"539","2009-02-23",2.29
"540","2009-02-24",2.06
"541","2009-02-25",2.1
"542","2009-02-26",2
"543","2009-02-27",2
"544","2009-03-02",1.83
"545","2009-03-03",1.76
"546","2009-03-04",1.96
"547","2009-03-05",1.82
"548","2009-03-06",1.75
"549","2009-03-09",1.75
"550","2009-03-10",1.85
"551","2009-03-11",1.8
"552","2009-03-12",1.89
"553","2009-03-13",2.02
"554","2009-03-16",2.02
"555","2009-03-17",1.9
"556","2009-03-18",1.86
"557","2009-03-19",1.85
"558","2009-03-20",1.85
"559","2009-03-23",1.88
"560","2009-03-24",1.89
"561","2009-03-25",2.1
"562","2009-03-26",2.1
"563","2009-03-27",2.23
"564","2009-03-30",2.17
"565","2009-03-31",1.71
"566","2009-04-01",1.58
"567","2009-04-02",1.55
"568","2009-04-03",1.69
"569","2009-04-06",1.58
"570","2009-04-07",1.56
"571","2009-04-08",1.56
"572","2009-04-09",1.6
"573","2009-04-13",1.55
"574","2009-04-14",1.65
"575","2009-04-15",1.72
"576","2009-04-16",1.57
"577","2009-04-17",1.55
"578","2009-04-20",1.53
"579","2009-04-21",1.55
"580","2009-04-22",1.51
"581","2009-04-23",1.5
"582","2009-04-24",1.5
"583","2009-04-27",1.5
"584","2009-04-28",1.68
"585","2009-04-29",1.5
"586","2009-04-30",1.54
"587","2009-05-01",1.54
"588","2009-05-04",1.59
"589","2009-05-05",1.72
"590","2009-05-06",1.72
"591","2009-05-07",1.74
"592","2009-05-08",1.71
"593","2009-05-11",1.76
"594","2009-05-12",1.76
"595","2009-05-13",1.63
"596","2009-05-14",1.3
"597","2009-05-15",1.45
"598","2009-05-18",1.42
"599","2009-05-19",1.47
"600","2009-05-20",1.47
"601","2009-05-21",1.4
"602","2009-05-22",1.54
"603","2009-05-26",1.63
"604","2009-05-27",1.59
"605","2009-05-28",1.7
"606","2009-05-29",1.75
"607","2009-06-01",1.92
"608","2009-06-02",1.83
"609","2009-06-03",1.8
"610","2009-06-04",1.9
"611","2009-06-05",1.94
"612","2009-06-08",1.95
"613","2009-06-09",2.05
"614","2009-06-10",2.23
"615","2009-06-11",2.31
"616","2009-06-12",2.27
"617","2009-06-15",2.3
"618","2009-06-16",2.14
"619","2009-06-17",2.05
"620","2009-06-18",1.91
"621","2009-06-19",1.83
"622","2009-06-22",1.83
"623","2009-06-23",1.83
"624","2009-06-24",1.83
"625","2009-06-25",1.99
"626","2009-06-26",2
"627","2009-06-29",1.99
"628","2009-06-30",1.99
"629","2009-07-01",1.83
"630","2009-07-02",1.82
"631","2009-07-06",1.82
"632","2009-07-07",1.84
"633","2009-07-08",1.82
"634","2009-07-09",1.81
"635","2009-07-10",1.81
"636","2009-07-13",1.81
"637","2009-07-14",1.78
"638","2009-07-15",1.75
"639","2009-07-16",1.75
"640","2009-07-17",1.89
"641","2009-07-20",1.9
"642","2009-07-21",1.82
"643","2009-07-22",1.85
"644","2009-07-23",1.95
"645","2009-07-24",1.85
"646","2009-07-27",2
"647","2009-07-28",1.9
"648","2009-07-29",1.9
"649","2009-07-30",2.1
"650","2009-07-31",2.1
"651","2009-08-03",2.19
"652","2009-08-04",2.34
"653","2009-08-05",2.3
"654","2009-08-06",2.21
"655","2009-08-07",2.2
"656","2009-08-10",2.24
"657","2009-08-11",2.22
"658","2009-08-12",2.38
"659","2009-08-13",2.25
"660","2009-08-14",2.07
"661","2009-08-17",2.08
"662","2009-08-18",2.26
"663","2009-08-19",2.07
"664","2009-08-20",2.02
"665","2009-08-21",2.06
"666","2009-08-24",2.17
"667","2009-08-25",2.1
"668","2009-08-26",2.13
"669","2009-08-27",2.09
"670","2009-08-28",2.1
"671","2009-08-31",2.1
"672","2009-09-01",2.02
"673","2009-09-02",2.02
"674","2009-09-03",2.03
"675","2009-09-04",2.1
"676","2009-09-08",2.03
"677","2009-09-09",2.03
"678","2009-09-10",2.02
"679","2009-09-11",2.01
"680","2009-09-14",2.02
"681","2009-09-15",2
"682","2009-09-16",1.97
"683","2009-09-17",2.15
"684","2009-09-18",2.25
"685","2009-09-21",2.18
"686","2009-09-22",2.18
"687","2009-09-23",2.06
"688","2009-09-24",2.06
"689","2009-09-25",2.34
"690","2009-09-28",2.45
"691","2009-09-29",2.2
"692","2009-09-30",2.1
"693","2009-10-01",2.4
"694","2009-10-02",2.31
"695","2009-10-05",2.25
"696","2009-10-06",2.24
"697","2009-10-07",2.38
"698","2009-10-08",2.35
"699","2009-10-09",2.3
"700","2009-10-12",2.3
"701","2009-10-13",2.3
"702","2009-10-14",2.47
"703","2009-10-15",2.35
"704","2009-10-16",2.52
"705","2009-10-19",2.53
"706","2009-10-20",2.4
"707","2009-10-21",2.37
"708","2009-10-22",2.29
"709","2009-10-23",2.27
"710","2009-10-26",2.25
"711","2009-10-27",2.22
"712","2009-10-28",2.2
"713","2009-10-29",2.2
"714","2009-10-30",2.04
"715","2009-11-02",2.05
"716","2009-11-03",2.04
"717","2009-11-04",2.09
"718","2009-11-05",2.1
"719","2009-11-06",2.05
"720","2009-11-09",2.05
"721","2009-11-10",2.05
"722","2009-11-11",2.1
"723","2009-11-12",2.22
"724","2009-11-13",2.34
"725","2009-11-16",2.29
"726","2009-11-17",2.16
"727","2009-11-18",2.15
"728","2009-11-19",2.2
"729","2009-11-20",2.23
"730","2009-11-23",2.14
"731","2009-11-24",2.17
"732","2009-11-25",2.21
"733","2009-11-27",2.21
"734","2009-11-30",2.17
"735","2009-12-01",2.2
"736","2009-12-02",2.2
"737","2009-12-03",2.32
"738","2009-12-04",2.45
"739","2009-12-07",2.45
"740","2009-12-08",2.37
"741","2009-12-09",2.35
"742","2009-12-10",2.31
"743","2009-12-11",2.3
"744","2009-12-14",2.34
"745","2009-12-15",2.34
"746","2009-12-16",2.34
"747","2009-12-17",2.24
"748","2009-12-18",2.24
"749","2009-12-21",2.47
"750","2009-12-22",2.26
"751","2009-12-23",2.4
"752","2009-12-24",2.24
"753","2009-12-28",2.3
"754","2009-12-29",2.25
"755","2009-12-30",2.25
"756","2009-12-31",2.28
"757","2010-01-04",2.4
"758","2010-01-05",2.4
"759","2010-01-06",2.48
"760","2010-01-07",2.5
"761","2010-01-08",2.5
"762","2010-01-11",2.61
"763","2010-01-12",2.49
"764","2010-01-13",2.49
"765","2010-01-14",2.6
"766","2010-01-15",2.6
"767","2010-01-19",2.5
"768","2010-01-20",2.5
"769","2010-01-21",2.51
"770","2010-01-22",2.49
"771","2010-01-25",2.69
"772","2010-01-26",2.55
"773","2010-01-27",2.49
"774","2010-01-28",2.59
"775","2010-01-29",2.59
"776","2010-02-01",2.4
"777","2010-02-02",2.58
"778","2010-02-03",2.63
"779","2010-02-04",2.62
"780","2010-02-05",2.56
"781","2010-02-08",2.6
"782","2010-02-09",2.5
"783","2010-02-10",2.51
"784","2010-02-11",2.51
"785","2010-02-12",2.56
"786","2010-02-16",2.64
"787","2010-02-17",2.6
"788","2010-02-18",2.6
"789","2010-02-19",2.55
"790","2010-02-22",2.54
"791","2010-02-23",2.54
"792","2010-02-24",2.65
"793","2010-02-25",2.54
"794","2010-02-26",2.58
"795","2010-03-01",2.38
"796","2010-03-02",2.43
"797","2010-03-03",2.4
"798","2010-03-04",2.6
"799","2010-03-05",2.42
"800","2010-03-08",2.6
"801","2010-03-09",2.5
"802","2010-03-10",2.46
"803","2010-03-11",2.58
"804","2010-03-12",2.45
"805","2010-03-15",2.4
"806","2010-03-16",2.4
"807","2010-03-17",2.55
"808","2010-03-18",2.65
"809","2010-03-19",2.7
"810","2010-03-22",3.47
"811","2010-03-23",3.18
"812","2010-03-24",3.3
"813","2010-03-25",3.58
"814","2010-03-26",3.74
"815","2010-03-29",3.7
"816","2010-03-30",3.52
"817","2010-03-31",3.6
"818","2010-04-01",3.64
"819","2010-04-05",3.57
"820","2010-04-06",3.64
"821","2010-04-07",3.5
"822","2010-04-08",3.77
"823","2010-04-09",3.6
"824","2010-04-12",3.68
"825","2010-04-13",3.5
"826","2010-04-14",3.55
"827","2010-04-15",3.63
"828","2010-04-16",3.6
"829","2010-04-19",3.65
"830","2010-04-20",3.56
"831","2010-04-21",3.65
"832","2010-04-22",3.55
"833","2010-04-23",3.59
"834","2010-04-26",3.71
"835","2010-04-27",3.48
"836","2010-04-28",3.55
"837","2010-04-29",3.52
"838","2010-04-30",5.65
"839","2010-05-03",5.6
"840","2010-05-04",5.66
"841","2010-05-05",5.89
"842","2010-05-06",5.9
"843","2010-05-07",5.68
"844","2010-05-10",5.85
"845","2010-05-11",5.7
"846","2010-05-12",5.62
"847","2010-05-13",5.7
"848","2010-05-14",5.85
"849","2010-05-17",5.68
"850","2010-05-18",5.69
"851","2010-05-19",5.62
"852","2010-05-20",5.5
"853","2010-05-21",5.24
"854","2010-05-24",5.38
"855","2010-05-25",5.15
"856","2010-05-26",5.16
"857","2010-05-27",5.33
"858","2010-05-28",5.42
"859","2010-06-01",5.4
"860","2010-06-02",5.33
"861","2010-06-03",5.36
"862","2010-06-04",5.13
"863","2010-06-07",5.26
"864","2010-06-08",5.32
"865","2010-06-09",5.36
"866","2010-06-10",5.31
"867","2010-06-11",5.42
"868","2010-06-14",6.5
"869","2010-06-15",6.44
"870","2010-06-16",6.5
"871","2010-06-17",6.58
"872","2010-06-18",6.72
"873","2010-06-21",7.02
"874","2010-06-22",6.99
"875","2010-06-23",7.16
"876","2010-06-24",7.17
"877","2010-06-25",7.24
"878","2010-06-28",7.19
"879","2010-06-29",6.5
"880","2010-06-30",6.75
"881","2010-07-01",6.35
"882","2010-07-02",6.5
"883","2010-07-06",6.28
"884","2010-07-07",6.5
"885","2010-07-08",6.56
"886","2010-07-09",6.6
"887","2010-07-12",7.11
"888","2010-07-13",7.39
"889","2010-07-14",8
"890","2010-07-15",7.8
"891","2010-07-16",7.5
"892","2010-07-19",7.46
"893","2010-07-20",7.62
"894","2010-07-21",7.92
"895","2010-07-22",7.8
"896","2010-07-23",7.61
"897","2010-07-26",8.06
"898","2010-07-27",8.05
"899","2010-07-28",8.01
"900","2010-07-29",8.34
"901","2010-07-30",9.05
"902","2010-08-02",7.1
"903","2010-08-03",6.72
"904","2010-08-04",7.09
"905","2010-08-05",6.75
"906","2010-08-06",6.36
"907","2010-08-09",6.13
"908","2010-08-10",6.17
"909","2010-08-11",6.19
"910","2010-08-12",6.13
"911","2010-08-13",6.16
"912","2010-08-16",5.86
"913","2010-08-17",5.87
"914","2010-08-18",5.9
"915","2010-08-19",5.85
"916","2010-08-20",5.8
"917","2010-08-23",5.73
"918","2010-08-24",5.6
"919","2010-08-25",5.35
"920","2010-08-26",5.2
"921","2010-08-27",5.06
"922","2010-08-30",5.01
"923","2010-08-31",5.7
"924","2010-09-01",5.52
"925","2010-09-02",5.62
"926","2010-09-03",5.54
"927","2010-09-07",5.7
"928","2010-09-08",6.04
"929","2010-09-09",5.86
"930","2010-09-10",6.07
"931","2010-09-13",6.2
"932","2010-09-14",6.36
"933","2010-09-15",6.82
"934","2010-09-16",6.77
"935","2010-09-17",6.7
"936","2010-09-20",6.49
"937","2010-09-21",6.48
"938","2010-09-22",6.3
"939","2010-09-23",6.31
"940","2010-09-24",6.36
"941","2010-09-27",5.75
"942","2010-09-28",5.9
"943","2010-09-29",5.89
"944","2010-09-30",6.94
"945","2010-10-01",6.89
"946","2010-10-04",6.7
"947","2010-10-05",6.6
"948","2010-10-06",6.82
"949","2010-10-07",6.7
"950","2010-10-08",6.7
"951","2010-10-11",6.73
"952","2010-10-12",6.7
"953","2010-10-13",6.8
"954","2010-10-14",6.88
"955","2010-10-15",6.52
"956","2010-10-18",8.01
"957","2010-10-19",8.74
"958","2010-10-20",8.17
"959","2010-10-21",8.2
"960","2010-10-22",8.23
"961","2010-10-25",8.38
"962","2010-10-26",8.6
"963","2010-10-27",8.38
"964","2010-10-28",8.32
"965","2010-10-29",8.33
"966","2010-11-01",9.27
"967","2010-11-02",8.9
"968","2010-11-03",9.35
"969","2010-11-04",8.78
"970","2010-11-05",8.84
"971","2010-11-08",8.8
"972","2010-11-09",6.8
"973","2010-11-10",6.83
"974","2010-11-11",6.54
"975","2010-11-12",6.47
"976","2010-11-15",5.35
"977","2010-11-16",5.32
"978","2010-11-17",5.49
"979","2010-11-18",5.82
"980","2010-11-19",5.58
"981","2010-11-22",5.52
"982","2010-11-23",5.51
"983","2010-11-24",5.51
"984","2010-11-26",5.49
"985","2010-11-29",5.3
"986","2010-11-30",5.32
"987","2010-12-01",5.73
"988","2010-12-02",5.79
"989","2010-12-03",5.86
"990","2010-12-06",5.75
"991","2010-12-07",5.68
"992","2010-12-08",6.01
"993","2010-12-09",6.06
"994","2010-12-10",6.05
"995","2010-12-13",5.81
"996","2010-12-14",5.98
"997","2010-12-15",5.89
"998","2010-12-16",5.87
"999","2010-12-17",6.03
"1000","2010-12-20",5.89
"1001","2010-12-21",5.92
"1002","2010-12-22",6.09
