"","date","SQ"
"969","2019-09-26",60.799999
"970","2019-09-27",60.75
"971","2019-09-30",61.950001
"972","2019-10-01",61.630001
"973","2019-10-02",60.080002
"974","2019-10-03",62.049999
"975","2019-10-04",62.650002
"976","2019-10-07",62.25
"977","2019-10-08",60.799999
"978","2019-10-09",62.220001
"979","2019-10-10",62.029999
"980","2019-10-11",61.540001
"981","2019-10-14",61.830002
"982","2019-10-15",64.290001
"983","2019-10-16",63
"984","2019-10-17",63.400002
"985","2019-10-18",60.450001
"986","2019-10-21",61.150002
"987","2019-10-22",58.830002
"988","2019-10-23",58.360001
"989","2019-10-24",61.720001
"990","2019-10-25",62.889999
"991","2019-10-28",62.799999
"992","2019-10-29",62.41
"993","2019-10-30",62.16
"994","2019-10-31",61.43
"995","2019-11-01",62.599998
"996","2019-11-04",62.380001
"997","2019-11-05",61.060001
"998","2019-11-06",61.34
"999","2019-11-07",64.410004
"1000","2019-11-08",62.450001
"1001","2019-11-11",63.790001
"1002","2019-11-12",61.540001
"1003","2019-11-13",61.509998
"1004","2019-11-14",62.990002
"1005","2019-11-15",64.699997
"1006","2019-11-18",65.739998
"1007","2019-11-19",66.370003
"1008","2019-11-20",67.169998
"1009","2019-11-21",67.419998
"1010","2019-11-22",67.75
"1011","2019-11-25",68.25
"1012","2019-11-26",68.940002
"1013","2019-11-27",69.650002
"1014","2019-11-29",69.120003
"1015","2019-12-02",66.879997
"1016","2019-12-03",67.040001
"1017","2019-12-04",67.779999
"1018","2019-12-05",67.139999
"1019","2019-12-06",67.980003
"1020","2019-12-09",67.059998
"1021","2019-12-10",65.839996
"1022","2019-12-11",65.75
"1023","2019-12-12",65.860001
"1024","2019-12-13",64.800003
"1025","2019-12-16",66.529999
"1026","2019-12-17",65.550003
"1027","2019-12-18",65.139999
"1028","2019-12-19",64.550003
"1029","2019-12-20",63.630001
"1030","2019-12-23",62.799999
"1031","2019-12-24",63.959999
"1032","2019-12-26",64.029999
"1033","2019-12-27",63.799999
"1034","2019-12-30",61.799999
"1035","2019-12-31",62.560001
"1036","2020-01-02",63.830002
"1037","2020-01-03",63
"1038","2020-01-06",62.57
"1039","2020-01-07",64.589996
"1040","2020-01-08",67.599998
"1041","2020-01-09",67.93
"1042","2020-01-10",67.989998
"1043","2020-01-13",68.660004
"1044","2020-01-14",68.169998
"1045","2020-01-15",70.360001
"1046","2020-01-16",69.519997
"1047","2020-01-17",69.379997
"1048","2020-01-21",68.309998
"1049","2020-01-22",68.690002
"1050","2020-01-23",69.290001
"1051","2020-01-24",71.139999
"1052","2020-01-27",71.050003
"1053","2020-01-28",74.800003
"1054","2020-01-29",76.160004
"1055","2020-01-30",76.099998
"1056","2020-01-31",74.690002
"1057","2020-02-03",79.800003
"1058","2020-02-04",80.900002
"1059","2020-02-05",78.25
"1060","2020-02-06",78.510002
"1061","2020-02-07",78.860001
"1062","2020-02-10",80.169998
"1063","2020-02-11",79.879997
"1064","2020-02-12",80
"1065","2020-02-13",80.989998
"1066","2020-02-14",81.860001
"1067","2020-02-18",82.419998
"1068","2020-02-19",85.239998
"1069","2020-02-20",85.699997
"1070","2020-02-21",83.489998
"1071","2020-02-24",80.209999
"1072","2020-02-25",77.050003
"1073","2020-02-26",76.589996
"1074","2020-02-27",79.309998
"1075","2020-02-28",83.330002
"1076","2020-03-02",80.669998
"1077","2020-03-03",78.839996
"1078","2020-03-04",79.260002
"1079","2020-03-05",76.32
"1080","2020-03-06",73.089996
"1081","2020-03-09",65.730003
"1082","2020-03-10",67.239998
"1083","2020-03-11",62.439999
"1084","2020-03-12",53.57
"1085","2020-03-13",57.77
"1086","2020-03-16",41.27
"1087","2020-03-17",44.73
"1088","2020-03-18",39.5
"1089","2020-03-19",40
"1090","2020-03-20",38.09
"1091","2020-03-23",40.009998
"1092","2020-03-24",46.310001
"1093","2020-03-25",52.389999
"1094","2020-03-26",56.029999
"1095","2020-03-27",53.34
"1096","2020-03-30",55
"1097","2020-03-31",52.380001
"1098","2020-04-01",46.810001
"1099","2020-04-02",45.880001
"1100","2020-04-03",43.720001
"1101","2020-04-06",50.419998
"1102","2020-04-07",50.310001
"1103","2020-04-08",57.040001
"1104","2020-04-09",59.209999
"1105","2020-04-13",59.419998
"1106","2020-04-14",62.41
"1107","2020-04-15",61.380001
"1108","2020-04-16",57.32
"1109","2020-04-17",61.09
"1110","2020-04-20",61.060001
"1111","2020-04-21",57.400002
"1112","2020-04-22",60.959999
"1113","2020-04-23",61.82
"1114","2020-04-24",62.009998
"1115","2020-04-27",63.549999
"1116","2020-04-28",61.75
"1117","2020-04-29",65.769997
"1118","2020-04-30",65.139999
"1119","2020-05-01",63
"1120","2020-05-04",63.689999
"1121","2020-05-05",66.690002
"1122","2020-05-06",68.099998
"1123","2020-05-07",74.620003
"1124","2020-05-08",76.050003
"1125","2020-05-11",74.900002
"1126","2020-05-12",75.209999
"1127","2020-05-13",73.790001
"1128","2020-05-14",78.199997
"1129","2020-05-15",80.260002
"1130","2020-05-18",76.629997
"1131","2020-05-19",79.25
"1132","2020-05-20",82.040001
"1133","2020-05-21",81.489998
"1134","2020-05-22",81.489998
"1135","2020-05-26",80.790001
"1136","2020-05-27",81.019997
"1137","2020-05-28",79.620003
"1138","2020-05-29",81.080002
"1139","2020-06-01",82.720001
"1140","2020-06-02",88
"1141","2020-06-03",91.970001
"1142","2020-06-04",87.720001
"1143","2020-06-05",89.93
"1144","2020-06-08",89.620003
"1145","2020-06-09",89.529999
"1146","2020-06-10",91.910004
"1147","2020-06-11",86.089996
"1148","2020-06-12",86.720001
"1149","2020-06-15",91
"1150","2020-06-16",94.739998
"1151","2020-06-17",97.029999
"1152","2020-06-18",98.269997
"1153","2020-06-19",97.980003
"1154","2020-06-22",104.220001
"1155","2020-06-23",104.75
"1156","2020-06-24",100.879997
"1157","2020-06-25",104.779999
"1158","2020-06-26",104.300003
"1159","2020-06-29",103.68
"1160","2020-06-30",104.940002
"1161","2020-07-01",115.900002
"1162","2020-07-02",113.389999
"1163","2020-07-06",118.970001
"1164","2020-07-07",125.599998
"1165","2020-07-08",133.350006
"1166","2020-07-09",129.389999
"1167","2020-07-10",128.050003
"1168","2020-07-13",118.650002
"1169","2020-07-14",121.239998
"1170","2020-07-15",122.199997
"1171","2020-07-16",119.949997
"1172","2020-07-17",120.730003
"1173","2020-07-20",128.389999
"1174","2020-07-21",126.989998
"1175","2020-07-22",129.179993
"1176","2020-07-23",122.93
"1177","2020-07-24",121.410004
"1178","2020-07-27",125.75
"1179","2020-07-28",123.510002
"1180","2020-07-29",128.550003
"1181","2020-07-30",129.130005
"1182","2020-07-31",129.850006
"1183","2020-08-03",134.800003
"1184","2020-08-04",136.830002
"1185","2020-08-05",146.550003
"1186","2020-08-06",154
"1187","2020-08-07",147.220001
"1188","2020-08-10",139.339996
"1189","2020-08-11",138.25
"1190","2020-08-12",139.020004
"1191","2020-08-13",143.190002
"1192","2020-08-14",141.960007
"1193","2020-08-17",152.479996
"1194","2020-08-18",151.039993
"1195","2020-08-19",150.369995
"1196","2020-08-20",155.860001
"1197","2020-08-21",155.100006
"1198","2020-08-24",151.789993
"1199","2020-08-25",155
"1200","2020-08-26",153.740005
"1201","2020-08-27",155.610001
"1202","2020-08-28",155.929993
"1203","2020-08-31",159.559998
"1204","2020-09-01",166.660004
"1205","2020-09-02",162.880005
"1206","2020-09-03",152.860001
"1207","2020-09-04",146.389999
"1208","2020-09-08",139.110001
"1209","2020-09-09",144.210007
"1210","2020-09-10",141.070007
"1211","2020-09-11",137.449997
"1212","2020-09-14",144.399994
"1213","2020-09-15",154.5
"1214","2020-09-16",151.050003
"1215","2020-09-17",145.639999
"1216","2020-09-18",145.009995
"1217","2020-09-21",151.119995
"1218","2020-09-22",155.589996
"1219","2020-09-23",149.589996
"1220","2020-09-24",152.309998
"1221","2020-09-25",157.720001
"1222","2020-09-28",160.759995
"1223","2020-09-29",164.809998
"1224","2020-09-30",162.550003
"1225","2020-10-01",168.490005
"1226","2020-10-02",169.610001
"1227","2020-10-05",180.919998
"1228","2020-10-06",175.339996
"1229","2020-10-07",180.179993
"1230","2020-10-08",183.5
"1231","2020-10-09",187.279999
"1232","2020-10-12",185.169998
"1233","2020-10-13",190.470001
"1234","2020-10-14",187.490005
"1235","2020-10-15",188.600006
"1236","2020-10-16",186.350006
"1237","2020-10-19",186.960007
"1238","2020-10-20",185.740005
"1239","2020-10-21",177.820007
"1240","2020-10-22",175.929993
"1241","2020-10-23",176.770004
"1242","2020-10-26",169.889999
"1243","2020-10-27",171.020004
"1244","2020-10-28",167.130005
"1245","2020-10-29",169.860001
"1246","2020-10-30",154.880005
"1247","2020-11-02",155.229996
"1248","2020-11-03",158.210007
"1249","2020-11-04",171.289993
"1250","2020-11-05",175.229996
"1251","2020-11-06",198.080002
"1252","2020-11-09",184.080002
"1253","2020-11-10",172
"1254","2020-11-11",183.419998
"1255","2020-11-12",178.509995
"1256","2020-11-13",177.190002
"1257","2020-11-16",179.160004
"1258","2020-11-17",187.899994
"1259","2020-11-18",185.539993
"1260","2020-11-19",191.660004
"1261","2020-11-20",195.970001
"1262","2020-11-23",207.779999
"1263","2020-11-24",202.899994
"1264","2020-11-25",212.919998
"1265","2020-11-27",212.520004
