"","date","NMFC"
"151","2011-12-22",13.22
"152","2011-12-23",13.1
"153","2011-12-27",13.25
"154","2011-12-28",13.08
"155","2011-12-29",13.14
"156","2011-12-30",13.41
"157","2012-01-03",13.24
"158","2012-01-04",13.25
"159","2012-01-05",13.23
"160","2012-01-06",13.22
"161","2012-01-09",13.3
"162","2012-01-10",13.25
"163","2012-01-11",13.21
"164","2012-01-12",13.23
"165","2012-01-13",13.14
"166","2012-01-17",13.2
"167","2012-01-18",13.3
"168","2012-01-19",13.3
"169","2012-01-20",13.43
"170","2012-01-23",13.3
"171","2012-01-24",13.22
"172","2012-01-25",13.22
"173","2012-01-26",13.28
"174","2012-01-27",13.33
"175","2012-01-30",13.26
"176","2012-01-31",13.23
"177","2012-02-01",13.36
"178","2012-02-02",13.3
"179","2012-02-03",13.23
"180","2012-02-06",13.19
"181","2012-02-07",13.25
"182","2012-02-08",13.28
"183","2012-02-09",13.33
"184","2012-02-10",13.23
"185","2012-02-13",13.26
"186","2012-02-14",13.24
"187","2012-02-15",13.24
"188","2012-02-16",13.26
"189","2012-02-17",13.64
"190","2012-02-21",13.27
"191","2012-02-22",13.23
"192","2012-02-23",13.32
"193","2012-02-24",13.48
"194","2012-02-27",13.5
"195","2012-02-28",13.34
"196","2012-02-29",13.25
"197","2012-03-01",13.25
"198","2012-03-02",13.3
"199","2012-03-05",13.34
"200","2012-03-06",13.25
"201","2012-03-07",13.3
"202","2012-03-08",13.33
"203","2012-03-09",13.4
"204","2012-03-12",13.48
"205","2012-03-13",13.63
"206","2012-03-14",13.7
"207","2012-03-15",13.47
"208","2012-03-16",13.61
"209","2012-03-19",13.52
"210","2012-03-20",13.63
"211","2012-03-21",13.27
"212","2012-03-22",13.53
"213","2012-03-23",13.61
"214","2012-03-26",13.75
"215","2012-03-27",13.51
"216","2012-03-28",13.53
"217","2012-03-29",13.65
"218","2012-03-30",13.74
"219","2012-04-02",13.7
"220","2012-04-03",13.69
"221","2012-04-04",13.67
"222","2012-04-05",13.61
"223","2012-04-09",13.59
"224","2012-04-10",13.37
"225","2012-04-11",13.7
"226","2012-04-12",13.62
"227","2012-04-13",13.36
"228","2012-04-16",13.4
"229","2012-04-17",13.31
"230","2012-04-18",13.39
"231","2012-04-19",13.6
"232","2012-04-20",13.46
"233","2012-04-23",13.62
"234","2012-04-24",13.76
"235","2012-04-25",13.62
"236","2012-04-26",13.58
"237","2012-04-27",13.61
"238","2012-04-30",13.51
"239","2012-05-01",13.4
"240","2012-05-02",13.42
"241","2012-05-03",13.41
"242","2012-05-04",13.37
"243","2012-05-07",13.34
"244","2012-05-08",13.52
"245","2012-05-09",13.75
"246","2012-05-10",13.85
"247","2012-05-11",13.83
"248","2012-05-14",13.81
"249","2012-05-15",13.77
"250","2012-05-16",13.64
"251","2012-05-17",13.47
"252","2012-05-18",13.28
"253","2012-05-21",13.45
"254","2012-05-22",13.42
"255","2012-05-23",13.34
"256","2012-05-24",13.44
"257","2012-05-25",13.57
"258","2012-05-29",13.89
"259","2012-05-30",13.66
"260","2012-05-31",14.2
"261","2012-06-01",13.79
"262","2012-06-04",13.67
"263","2012-06-05",13.64
"264","2012-06-06",13.73
"265","2012-06-07",13.75
"266","2012-06-08",13.73
"267","2012-06-11",13.72
"268","2012-06-12",13.8
"269","2012-06-13",13.77
"270","2012-06-14",13.89
"271","2012-06-15",13.74
"272","2012-06-18",13.8
"273","2012-06-19",13.91
"274","2012-06-20",13.92
"275","2012-06-21",13.73
"276","2012-06-22",13.91
"277","2012-06-25",13.92
"278","2012-06-26",13.99
"279","2012-06-27",14.29
"280","2012-06-28",14
"281","2012-06-29",14.19
"282","2012-07-02",14.77
"283","2012-07-03",14.77
"284","2012-07-05",14.85
"285","2012-07-06",14.91
"286","2012-07-09",14.94
"287","2012-07-10",14.78
"288","2012-07-11",14.71
"289","2012-07-12",14.18
"290","2012-07-13",14.4
"291","2012-07-16",14.38
"292","2012-07-17",14.33
"293","2012-07-18",14.38
"294","2012-07-19",14.25
"295","2012-07-20",14.34
"296","2012-07-23",14.2
"297","2012-07-24",14.21
"298","2012-07-25",14.34
"299","2012-07-26",14.27
"300","2012-07-27",14.35
"301","2012-07-30",14.4
"302","2012-07-31",14.21
"303","2012-08-01",14.45
"304","2012-08-02",14.35
"305","2012-08-03",14.5
"306","2012-08-06",14.48
"307","2012-08-07",14.29
"308","2012-08-08",14.42
"309","2012-08-09",14.34
"310","2012-08-10",14.56
"311","2012-08-13",14.5
"312","2012-08-14",14.58
"313","2012-08-15",14.72
"314","2012-08-16",14.65
"315","2012-08-17",14.7
"316","2012-08-20",14.54
"317","2012-08-21",14.39
"318","2012-08-22",14.62
"319","2012-08-23",14.49
"320","2012-08-24",14.71
"321","2012-08-27",14.83
"322","2012-08-28",14.6
"323","2012-08-29",14.75
"324","2012-08-30",14.7
"325","2012-08-31",14.82
"326","2012-09-04",14.83
"327","2012-09-05",14.54
"328","2012-09-06",14.69
"329","2012-09-07",14.64
"330","2012-09-10",14.8
"331","2012-09-11",14.9
"332","2012-09-12",14.84
"333","2012-09-13",14.86
"334","2012-09-14",14.92
"335","2012-09-17",15.02
"336","2012-09-18",15.06
"337","2012-09-19",15.4
"338","2012-09-20",15.42
"339","2012-09-21",15.5
"340","2012-09-24",15.38
"341","2012-09-25",14.75
"342","2012-09-26",14.73
"343","2012-09-27",14.74
"344","2012-09-28",14.82
"345","2012-10-01",14.81
"346","2012-10-02",14.65
"347","2012-10-03",14.76
"348","2012-10-04",14.81
"349","2012-10-05",14.81
"350","2012-10-08",14.71
"351","2012-10-09",14.43
"352","2012-10-10",14.49
"353","2012-10-11",14.56
"354","2012-10-12",14.6
"355","2012-10-15",14.45
"356","2012-10-16",14.48
"357","2012-10-17",14.63
"358","2012-10-18",14.51
"359","2012-10-19",14.43
"360","2012-10-22",14.44
"361","2012-10-23",14.33
"362","2012-10-24",14.37
"363","2012-10-25",14.62
"364","2012-10-26",14.81
"365","2012-10-31",14.99
"366","2012-11-01",15
"367","2012-11-02",14.92
"368","2012-11-05",14.89
"369","2012-11-06",15
"370","2012-11-07",14.58
"371","2012-11-08",14.09
"372","2012-11-09",14.36
"373","2012-11-12",14.31
"374","2012-11-13",14.12
"375","2012-11-14",13.75
"376","2012-11-15",14.42
"377","2012-11-16",14.72
"378","2012-11-19",14.83
"379","2012-11-20",14.71
"380","2012-11-21",14.78
"381","2012-11-23",14.79
"382","2012-11-26",14.9
"383","2012-11-27",14.89
"384","2012-11-28",14.81
"385","2012-11-29",14.98
"386","2012-11-30",15.18
"387","2012-12-03",15.06
"388","2012-12-04",14.3
"389","2012-12-05",14.45
"390","2012-12-06",14.53
"391","2012-12-07",14.5
"392","2012-12-10",14.63
"393","2012-12-11",14.65
"394","2012-12-12",14.28
"395","2012-12-13",14.28
"396","2012-12-14",14.48
"397","2012-12-17",14.64
"398","2012-12-18",14.72
"399","2012-12-19",14.85
"400","2012-12-20",14.87
"401","2012-12-21",14.93
"402","2012-12-24",14.89
"403","2012-12-26",14.75
"404","2012-12-27",14.77
"405","2012-12-28",14.87
"406","2012-12-31",14.9
"407","2013-01-02",14.98
"408","2013-01-03",14.82
"409","2013-01-04",14.95
"410","2013-01-07",14.87
"411","2013-01-08",14.89
"412","2013-01-09",14.9
"413","2013-01-10",14.9
"414","2013-01-11",14.88
"415","2013-01-14",14.83
"416","2013-01-15",14.69
"417","2013-01-16",14.74
"418","2013-01-17",14.77
"419","2013-01-18",14.84
"420","2013-01-22",14.94
"421","2013-01-23",15.03
"422","2013-01-24",14.8
"423","2013-01-25",14.85
"424","2013-01-28",14.91
"425","2013-01-29",14.93
"426","2013-01-30",14.85
"427","2013-01-31",15
"428","2013-02-01",15.05
"429","2013-02-04",14.82
"430","2013-02-05",15.01
"431","2013-02-06",15.04
"432","2013-02-07",14.92
"433","2013-02-08",15.2
"434","2013-02-11",15.11
"435","2013-02-12",15.21
"436","2013-02-13",15.29
"437","2013-02-14",15.31
"438","2013-02-15",15.28
"439","2013-02-19",15.45
"440","2013-02-20",15.33
"441","2013-02-21",15
"442","2013-02-22",15.3
"443","2013-02-25",14.86
"444","2013-02-26",14.84
"445","2013-02-27",15.08
"446","2013-02-28",15.23
"447","2013-03-01",15.23
"448","2013-03-04",15.3
"449","2013-03-05",15.25
"450","2013-03-06",15.16
"451","2013-03-07",15.04
"452","2013-03-08",15.41
"453","2013-03-11",15.31
"454","2013-03-12",15.12
"455","2013-03-13",14.8
"456","2013-03-14",14.9
"457","2013-03-15",15.09
"458","2013-03-18",14.85
"459","2013-03-19",14.64
"460","2013-03-20",14.35
"461","2013-03-21",14.3
"462","2013-03-22",14.31
"463","2013-03-25",14.32
"464","2013-03-26",14.55
"465","2013-03-27",14.55
"466","2013-03-28",14.62
"467","2013-04-01",14.4
"468","2013-04-02",14.45
"469","2013-04-03",14.15
"470","2013-04-04",14.21
"471","2013-04-05",14.14
"472","2013-04-08",14.2
"473","2013-04-09",14.18
"474","2013-04-10",14.47
"475","2013-04-11",14.3
"476","2013-04-12",14.22
"477","2013-04-15",13.92
"478","2013-04-16",14.11
"479","2013-04-17",13.85
"480","2013-04-18",13.82
"481","2013-04-19",13.89
"482","2013-04-22",14.71
"483","2013-04-23",15.19
"484","2013-04-24",15.23
"485","2013-04-25",15.24
"486","2013-04-26",15.35
"487","2013-04-29",15.6
"488","2013-04-30",15.24
"489","2013-05-01",14.93
"490","2013-05-02",15.08
"491","2013-05-03",15.16
"492","2013-05-06",15.25
"493","2013-05-07",15.05
"494","2013-05-08",15.06
"495","2013-05-09",15.26
"496","2013-05-10",15.35
"497","2013-05-13",15.39
"498","2013-05-14",15.47
"499","2013-05-15",15.4
"500","2013-05-16",15.35
"501","2013-05-17",15.34
"502","2013-05-20",15.44
"503","2013-05-21",15.21
"504","2013-05-22",15.15
"505","2013-05-23",15.02
"506","2013-05-24",15.13
"507","2013-05-28",15.35
"508","2013-05-29",15.29
"509","2013-05-30",15.29
"510","2013-05-31",15.23
"511","2013-06-03",15.34
"512","2013-06-04",15.05
"513","2013-06-05",14.95
"514","2013-06-06",15.11
"515","2013-06-07",15.32
"516","2013-06-10",15.31
"517","2013-06-11",15.19
"518","2013-06-12",14.52
"519","2013-06-13",14.84
"520","2013-06-14",14.74
"521","2013-06-17",14.87
"522","2013-06-18",14.3
"523","2013-06-19",14.3
"524","2013-06-20",14.11
"525","2013-06-21",14.1
"526","2013-06-24",13.93
"527","2013-06-25",14
"528","2013-06-26",14.09
"529","2013-06-27",14.28
"530","2013-06-28",14.16
"531","2013-07-01",14.21
"532","2013-07-02",14.4
"533","2013-07-03",14.42
"534","2013-07-05",14.23
"535","2013-07-08",14.25
"536","2013-07-09",14.51
"537","2013-07-10",14.55
"538","2013-07-11",14.56
"539","2013-07-12",14.46
"540","2013-07-15",14.52
"541","2013-07-16",14.59
"542","2013-07-17",14.75
"543","2013-07-18",14.67
"544","2013-07-19",14.67
"545","2013-07-22",14.59
"546","2013-07-23",14.58
"547","2013-07-24",14.44
"548","2013-07-25",14.38
"549","2013-07-26",14.49
"550","2013-07-29",14.65
"551","2013-07-30",14.7
"552","2013-07-31",14.5
"553","2013-08-01",14.45
"554","2013-08-02",14.5
"555","2013-08-05",14.51
"556","2013-08-06",14.52
"557","2013-08-07",14.37
"558","2013-08-08",14.53
"559","2013-08-09",14.7
"560","2013-08-12",14.67
"561","2013-08-13",14.62
"562","2013-08-14",14.69
"563","2013-08-15",14.54
"564","2013-08-16",14.49
"565","2013-08-19",14.48
"566","2013-08-20",14.64
"567","2013-08-21",14.55
"568","2013-08-22",14.6
"569","2013-08-23",14.7
"570","2013-08-26",14.67
"571","2013-08-27",14.52
"572","2013-08-28",14.61
"573","2013-08-29",14.73
"574","2013-08-30",14.68
"575","2013-09-03",14.68
"576","2013-09-04",14.77
"577","2013-09-05",14.71
"578","2013-09-06",14.74
"579","2013-09-09",14.9
"580","2013-09-10",14.85
"581","2013-09-11",14.84
"582","2013-09-12",14.44
"583","2013-09-13",14.54
"584","2013-09-16",14.48
"585","2013-09-17",14.42
"586","2013-09-18",14.55
"587","2013-09-19",14.57
"588","2013-09-20",14.54
"589","2013-09-23",14.45
"590","2013-09-24",14.57
"591","2013-09-25",14.64
"592","2013-09-26",14.44
"593","2013-09-27",14.38
"594","2013-09-30",14.41
"595","2013-10-01",14.42
"596","2013-10-02",14.21
"597","2013-10-03",14.05
"598","2013-10-04",14.58
"599","2013-10-07",14.41
"600","2013-10-08",14.28
"601","2013-10-09",14.37
"602","2013-10-10",14.64
"603","2013-10-11",14.24
"604","2013-10-14",14.34
"605","2013-10-15",14.26
"606","2013-10-16",14.32
"607","2013-10-17",14.42
"608","2013-10-18",14.44
"609","2013-10-21",14.34
"610","2013-10-22",14.31
"611","2013-10-23",14.3
"612","2013-10-24",14.42
"613","2013-10-25",14.42
"614","2013-10-28",14.53
"615","2013-10-29",14.53
"616","2013-10-30",14.41
"617","2013-10-31",14.18
"618","2013-11-01",14.17
"619","2013-11-04",14.23
"620","2013-11-05",14.32
"621","2013-11-06",14.39
"622","2013-11-07",14.24
"623","2013-11-08",14.25
"624","2013-11-11",14.24
"625","2013-11-12",14.36
"626","2013-11-13",14.35
"627","2013-11-14",14.53
"628","2013-11-15",14.56
"629","2013-11-18",14.53
"630","2013-11-19",14.51
"631","2013-11-20",14.56
"632","2013-11-21",14.65
"633","2013-11-22",14.87
"634","2013-11-25",14.89
"635","2013-11-26",14.91
"636","2013-11-27",14.97
"637","2013-11-29",15.07
"638","2013-12-02",14.78
"639","2013-12-03",14.71
"640","2013-12-04",14.69
"641","2013-12-05",14.75
"642","2013-12-06",14.98
"643","2013-12-09",14.95
"644","2013-12-10",14.98
"645","2013-12-11",15
"646","2013-12-12",14.89
"647","2013-12-13",14.63
"648","2013-12-16",14.8
"649","2013-12-17",14.89
"650","2013-12-18",14.93
"651","2013-12-19",14.78
"652","2013-12-20",14.93
"653","2013-12-23",15.12
"654","2013-12-24",15.19
"655","2013-12-26",14.97
"656","2013-12-27",14.96
"657","2013-12-30",14.89
"658","2013-12-31",15.04
"659","2014-01-02",14.97
"660","2014-01-03",14.93
"661","2014-01-06",14.97
"662","2014-01-07",15
"663","2014-01-08",14.89
"664","2014-01-09",14.91
"665","2014-01-10",14.87
"666","2014-01-13",14.82
"667","2014-01-14",14.87
"668","2014-01-15",15.01
"669","2014-01-16",14.97
"670","2014-01-17",15.01
"671","2014-01-21",15.1
"672","2014-01-22",15.13
"673","2014-01-23",15.02
"674","2014-01-24",14.93
"675","2014-01-27",14.87
"676","2014-01-28",15.01
"677","2014-01-29",14.7
"678","2014-01-30",14.77
"679","2014-01-31",14.78
"680","2014-02-03",14.7
"681","2014-02-04",14.63
"682","2014-02-05",14.59
"683","2014-02-06",14.67
"684","2014-02-07",14.7
"685","2014-02-10",14.69
"686","2014-02-11",14.74
"687","2014-02-12",14.83
"688","2014-02-13",14.98
"689","2014-02-14",15.01
"690","2014-02-18",15.12
"691","2014-02-19",14.87
"692","2014-02-20",14.95
"693","2014-02-21",15.14
"694","2014-02-24",15.19
"695","2014-02-25",14.89
"696","2014-02-26",14.97
"697","2014-02-27",14.92
"698","2014-02-28",15.02
"699","2014-03-03",15.1
"700","2014-03-04",14.79
"701","2014-03-05",14.74
"702","2014-03-06",14.77
"703","2014-03-07",14.73
"704","2014-03-10",14.85
"705","2014-03-11",14.84
"706","2014-03-12",14.88
"707","2014-03-13",14.63
"708","2014-03-14",14.79
"709","2014-03-17",14.81
"710","2014-03-18",14.66
"711","2014-03-19",14.61
"712","2014-03-20",14.68
"713","2014-03-21",14.82
"714","2014-03-24",14.72
"715","2014-03-25",14.7
"716","2014-03-26",14.52
"717","2014-03-27",14.47
"718","2014-03-28",14.46
"719","2014-03-31",14.55
"720","2014-04-01",14.53
"721","2014-04-02",14.61
"722","2014-04-03",14.51
"723","2014-04-04",14.52
"724","2014-04-07",14.41
"725","2014-04-08",14.49
"726","2014-04-09",14.57
"727","2014-04-10",14.21
"728","2014-04-11",14.16
"729","2014-04-14",14.25
"730","2014-04-15",14.19
"731","2014-04-16",14.35
"732","2014-04-17",14.37
"733","2014-04-21",14.4
"734","2014-04-22",14.53
"735","2014-04-23",14.55
"736","2014-04-24",14.56
"737","2014-04-25",14.59
"738","2014-04-28",14.25
"739","2014-04-29",14.25
"740","2014-04-30",14.31
"741","2014-05-01",14.24
"742","2014-05-02",14.25
"743","2014-05-05",14.28
"744","2014-05-06",14.2
"745","2014-05-07",14.12
"746","2014-05-08",13.94
"747","2014-05-09",13.91
"748","2014-05-12",14.21
"749","2014-05-13",14.22
"750","2014-05-14",14.08
"751","2014-05-15",14.08
"752","2014-05-16",14.16
"753","2014-05-19",14.24
"754","2014-05-20",14.12
"755","2014-05-21",14.17
"756","2014-05-22",14.19
"757","2014-05-23",14.39
"758","2014-05-27",14.43
"759","2014-05-28",14.16
"760","2014-05-29",14.28
"761","2014-05-30",14.22
"762","2014-06-02",14.17
"763","2014-06-03",14.24
"764","2014-06-04",14.19
"765","2014-06-05",14.26
"766","2014-06-06",14.35
"767","2014-06-09",14.44
"768","2014-06-10",14.4
"769","2014-06-11",14.46
"770","2014-06-12",14.36
"771","2014-06-13",14.32
"772","2014-06-16",14.36
"773","2014-06-17",14.37
"774","2014-06-18",14.4
"775","2014-06-19",14.4
"776","2014-06-20",14.37
"777","2014-06-23",14.37
"778","2014-06-24",14.34
"779","2014-06-25",14.45
"780","2014-06-26",14.58
"781","2014-06-27",14.89
"782","2014-06-30",14.86
"783","2014-07-01",14.92
"784","2014-07-02",14.93
"785","2014-07-03",14.89
"786","2014-07-07",14.8
"787","2014-07-08",14.74
"788","2014-07-09",14.88
"789","2014-07-10",14.8
"790","2014-07-11",14.87
"791","2014-07-14",14.85
"792","2014-07-15",14.88
"793","2014-07-16",14.85
"794","2014-07-17",14.67
"795","2014-07-18",14.73
"796","2014-07-21",14.74
"797","2014-07-22",14.7
"798","2014-07-23",14.76
"799","2014-07-24",14.8
"800","2014-07-25",14.86
"801","2014-07-28",14.82
"802","2014-07-29",14.79
"803","2014-07-30",14.75
"804","2014-07-31",14.48
"805","2014-08-01",14.68
"806","2014-08-04",14.78
"807","2014-08-05",14.62
"808","2014-08-06",14.64
"809","2014-08-07",14.87
"810","2014-08-08",15.05
"811","2014-08-11",15.09
"812","2014-08-12",15
"813","2014-08-13",15.17
"814","2014-08-14",15.19
"815","2014-08-15",15.2
"816","2014-08-18",15.16
"817","2014-08-19",15.08
"818","2014-08-20",15.12
"819","2014-08-21",15.08
"820","2014-08-22",15.12
"821","2014-08-25",15.26
"822","2014-08-26",15.26
"823","2014-08-27",15.24
"824","2014-08-28",15.21
"825","2014-08-29",15.39
"826","2014-09-02",15.31
"827","2014-09-03",15.33
"828","2014-09-04",15.36
"829","2014-09-05",15.37
"830","2014-09-08",15.35
"831","2014-09-09",15.27
"832","2014-09-10",15.32
"833","2014-09-11",15.34
"834","2014-09-12",14.93
"835","2014-09-15",14.78
"836","2014-09-16",14.82
"837","2014-09-17",14.89
"838","2014-09-18",14.81
"839","2014-09-19",14.75
"840","2014-09-22",14.6
"841","2014-09-23",14.67
"842","2014-09-24",14.79
"843","2014-09-25",14.66
"844","2014-09-26",14.75
"845","2014-09-29",14.73
"846","2014-09-30",14.69
"847","2014-10-01",14.8
"848","2014-10-02",14.71
"849","2014-10-03",14.78
"850","2014-10-06",14.83
"851","2014-10-07",14.83
"852","2014-10-08",14.81
"853","2014-10-09",14.59
"854","2014-10-10",14.36
"855","2014-10-13",14.34
"856","2014-10-14",14.33
"857","2014-10-15",14.31
"858","2014-10-16",14.52
"859","2014-10-17",14.66
"860","2014-10-20",14.76
"861","2014-10-21",14.85
"862","2014-10-22",14.9
"863","2014-10-23",14.35
"864","2014-10-24",14.45
"865","2014-10-27",14.48
"866","2014-10-28",14.53
"867","2014-10-29",14.56
"868","2014-10-30",14.57
"869","2014-10-31",14.68
"870","2014-11-03",14.72
"871","2014-11-04",14.66
"872","2014-11-05",14.65
"873","2014-11-06",14.51
"874","2014-11-07",14.65
"875","2014-11-10",14.68
"876","2014-11-11",14.74
"877","2014-11-12",14.89
"878","2014-11-13",14.98
"879","2014-11-14",14.94
"880","2014-11-17",14.94
"881","2014-11-18",15.07
"882","2014-11-19",14.92
"883","2014-11-20",14.93
"884","2014-11-21",14.92
"885","2014-11-24",14.98
"886","2014-11-25",14.99
"887","2014-11-26",15.02
"888","2014-11-28",15.09
"889","2014-12-01",14.91
"890","2014-12-02",15
"891","2014-12-03",15.05
"892","2014-12-04",15.05
"893","2014-12-05",15.03
"894","2014-12-08",14.76
"895","2014-12-09",14.87
"896","2014-12-10",14.75
"897","2014-12-11",14.57
"898","2014-12-12",14.21
"899","2014-12-15",14.28
"900","2014-12-16",14.14
"901","2014-12-17",14.25
"902","2014-12-18",14.97
"903","2014-12-19",14.72
"904","2014-12-22",14.78
"905","2014-12-23",14.91
"906","2014-12-24",14.85
"907","2014-12-26",14.94
"908","2014-12-29",14.93
"909","2014-12-30",14.93
"910","2014-12-31",14.94
"911","2015-01-02",14.88
"912","2015-01-05",14.87
"913","2015-01-06",14.55
"914","2015-01-07",14.69
"915","2015-01-08",14.83
"916","2015-01-09",14.75
"917","2015-01-12",14.75
"918","2015-01-13",14.69
"919","2015-01-14",14.62
"920","2015-01-15",14.51
"921","2015-01-16",14.52
"922","2015-01-20",14.43
"923","2015-01-21",14.55
"924","2015-01-22",14.73
"925","2015-01-23",14.62
"926","2015-01-26",14.53
"927","2015-01-27",14.52
"928","2015-01-28",14.43
"929","2015-01-29",14.61
"930","2015-01-30",14.5
"931","2015-02-02",14.48
"932","2015-02-03",14.82
"933","2015-02-04",14.63
"934","2015-02-05",14.87
"935","2015-02-06",14.85
"936","2015-02-09",14.71
"937","2015-02-10",14.69
"938","2015-02-11",14.61
"939","2015-02-12",14.82
"940","2015-02-13",14.83
"941","2015-02-17",14.9
"942","2015-02-18",14.92
"943","2015-02-19",14.91
"944","2015-02-20",14.97
"945","2015-02-23",14.95
"946","2015-02-24",15.06
"947","2015-02-25",14.88
"948","2015-02-26",14.9
"949","2015-02-27",14.89
"950","2015-03-02",14.88
"951","2015-03-03",14.58
"952","2015-03-04",14.53
"953","2015-03-05",14.47
"954","2015-03-06",14.57
"955","2015-03-09",14.4
"956","2015-03-10",14.47
"957","2015-03-11",14.69
"958","2015-03-12",14.55
"959","2015-03-13",14.3
"960","2015-03-16",14.39
"961","2015-03-17",14.53
"962","2015-03-18",14.4
"963","2015-03-19",14.48
"964","2015-03-20",14.68
"965","2015-03-23",14.61
"966","2015-03-24",14.71
"967","2015-03-25",14.66
"968","2015-03-26",14.67
"969","2015-03-27",14.59
"970","2015-03-30",14.68
"971","2015-03-31",14.6
"972","2015-04-01",14.53
"973","2015-04-02",14.74
"974","2015-04-06",14.68
"975","2015-04-07",14.72
"976","2015-04-08",14.64
"977","2015-04-09",14.76
"978","2015-04-10",14.8
"979","2015-04-13",14.8
"980","2015-04-14",14.86
"981","2015-04-15",14.76
"982","2015-04-16",14.83
"983","2015-04-17",14.7
"984","2015-04-20",14.9
"985","2015-04-21",14.77
"986","2015-04-22",15
"987","2015-04-23",14.96
"988","2015-04-24",14.93
"989","2015-04-27",14.9
"990","2015-04-28",14.95
"991","2015-04-29",14.82
"992","2015-04-30",14.94
"993","2015-05-01",14.86
"994","2015-05-04",14.9
"995","2015-05-05",14.83
"996","2015-05-06",14.6
"997","2015-05-07",14.65
"998","2015-05-08",14.63
"999","2015-05-11",14.7
"1000","2015-05-12",14.64
"1001","2015-05-13",14.82
