"","date","PBIP"
"1","2007-01-03",14.639831
"2","2007-01-04",14.639831
"3","2007-01-05",14.533898
"4","2007-01-08",14.194915
"5","2007-01-09",14.194915
"6","2007-01-10",14.194915
"7","2007-01-11",14.194915
"8","2007-01-12",14.205508
"9","2007-01-16",14.300847
"10","2007-01-17",14.194915
"11","2007-01-18",14.385593
"12","2007-01-19",14.300847
"13","2007-01-22",14.194915
"14","2007-01-23",14.258474
"15","2007-01-24",14.258474
"16","2007-01-25",14.205508
"17","2007-01-26",14.205508
"18","2007-01-29",14.226695
"19","2007-01-30",14.173729
"20","2007-01-31",14.300847
"21","2007-02-01",14.300847
"22","2007-02-02",14.300847
"23","2007-02-05",14.216102
"24","2007-02-06",14.247881
"25","2007-02-07",14.300847
"26","2007-02-08",14.300847
"27","2007-02-09",14.300847
"28","2007-02-12",14.300847
"29","2007-02-13",14.353813
"30","2007-02-14",14.576271
"31","2007-02-15",14.639831
"32","2007-02-16",14.639831
"33","2007-02-20",14.459745
"34","2007-02-21",14.618644
"35","2007-02-22",14.512712
"36","2007-02-23",14.512712
"37","2007-02-26",14.576271
"38","2007-02-27",14.43856
"39","2007-02-28",14.459745
"40","2007-03-01",14.449153
"41","2007-03-02",14.449153
"42","2007-03-05",14.300847
"43","2007-03-06",14.300847
"44","2007-03-07",14.406779
"45","2007-03-08",14.406779
"46","2007-03-09",14.406779
"47","2007-03-12",14.406779
"48","2007-03-13",14.332627
"49","2007-03-14",14.300847
"50","2007-03-15",14.470339
"51","2007-03-16",14.512712
"52","2007-03-19",14.502119
"53","2007-03-20",14.300847
"54","2007-03-21",14.43856
"55","2007-03-22",14.502119
"56","2007-03-23",14.565678
"57","2007-03-26",14.576271
"58","2007-03-27",14.512712
"59","2007-03-28",14.512712
"60","2007-03-29",14.470339
"61","2007-03-30",14.491526
"62","2007-04-02",14.470339
"63","2007-04-03",14.459745
"64","2007-04-04",14.459745
"65","2007-04-05",14.459745
"66","2007-04-09",14.512712
"67","2007-04-10",14.618644
"68","2007-04-11",14.459745
"69","2007-04-12",14.459745
"70","2007-04-13",14.343221
"71","2007-04-16",14.364407
"72","2007-04-17",14.491526
"73","2007-04-18",14.406779
"74","2007-04-19",14.406779
"75","2007-04-20",14.406779
"76","2007-04-23",14.491526
"77","2007-04-24",14.502119
"78","2007-04-25",14.565678
"79","2007-04-26",14.618644
"80","2007-04-27",14.618644
"81","2007-04-30",14.512712
"82","2007-05-01",14.576271
"83","2007-05-02",14.544492
"84","2007-05-03",14.576271
"85","2007-05-04",14.555085
"86","2007-05-07",14.586864
"87","2007-05-08",14.586864
"88","2007-05-09",14.586864
"89","2007-05-10",14.565678
"90","2007-05-11",14.565678
"91","2007-05-14",14.512712
"92","2007-05-15",14.512712
"93","2007-05-16",14.502119
"94","2007-05-17",14.502119
"95","2007-05-18",14.512712
"96","2007-05-21",14.565678
"97","2007-05-22",14.512712
"98","2007-05-23",14.555085
"99","2007-05-24",14.555085
"100","2007-05-25",14.502119
"101","2007-05-29",14.459745
"102","2007-05-30",14.502119
"103","2007-05-31",14.459745
"104","2007-06-01",14.459745
"105","2007-06-04",14.502119
"106","2007-06-05",14.502119
"107","2007-06-06",14.459745
"108","2007-06-07",14.491526
"109","2007-06-08",14.449153
"110","2007-06-11",14.43856
"111","2007-06-12",14.502119
"112","2007-06-13",14.417373
"113","2007-06-14",14.480932
"114","2007-06-15",14.417373
"115","2007-06-18",14.353813
"116","2007-06-19",14.459745
"117","2007-06-20",14.459745
"118","2007-06-21",14.353813
