"","date","NOV"
"1","2007-01-03",26.257891
"2","2007-01-04",25.288548
"3","2007-01-05",25.405771
"4","2007-01-08",25.622183
"5","2007-01-09",25.148783
"6","2007-01-10",24.860235
"7","2007-01-11",24.341749
"8","2007-01-12",25.266005
"9","2007-01-16",25.220921
"10","2007-01-17",25.748423
"11","2007-01-18",25.37421
"12","2007-01-19",26.239855
"13","2007-01-22",26.433723
"14","2007-01-23",27.45266
"15","2007-01-24",27.123535
"16","2007-01-25",26.406673
"17","2007-01-26",26.366096
"18","2007-01-29",25.97385
"19","2007-01-30",26.871056
"20","2007-01-31",27.339947
"21","2007-02-01",27.096483
"22","2007-02-02",27.32642
"23","2007-02-05",27.064924
"24","2007-02-06",29.612263
"25","2007-02-07",29.806131
"26","2007-02-08",30.698828
"27","2007-02-09",30
"28","2007-02-12",29.995491
"29","2007-02-13",31.122633
"30","2007-02-14",31.082056
"31","2007-02-15",30.789
"32","2007-02-16",30.56357
"33","2007-02-20",30.081154
"34","2007-02-21",30.568079
"35","2007-02-22",31.167719
"36","2007-02-23",31.492336
"37","2007-02-26",31.731289
"38","2007-02-27",30.577097
"39","2007-02-28",31.397655
"40","2007-03-01",31.76285
"41","2007-03-02",30.91073
"42","2007-03-05",30.532011
"43","2007-03-06",31.785393
"44","2007-03-07",32.601444
"45","2007-03-08",33.160503
"46","2007-03-09",32.732193
"47","2007-03-12",32.67358
"48","2007-03-13",32.664562
"49","2007-03-14",33.530209
"50","2007-03-15",33.047791
"51","2007-03-16",32.871956
"52","2007-03-19",33.972046
"53","2007-03-20",33.678989
"54","2007-03-21",34.797115
"55","2007-03-22",34.670876
"56","2007-03-23",34.878269
"57","2007-03-26",35.202885
"58","2007-03-27",35.076645
"59","2007-03-28",35.081154
"60","2007-03-29",35.486927
"61","2007-03-30",35.072136
"62","2007-04-02",35.256989
"63","2007-04-03",35.392246
"64","2007-04-04",35.788998
"65","2007-04-05",35.987377
"66","2007-04-09",35.901714
"67","2007-04-10",36.952209
"68","2007-04-11",36.266907
"69","2007-04-12",37.448151
"70","2007-04-13",37.497746
"71","2007-04-16",37.880974
"72","2007-04-17",37.330929
"73","2007-04-18",35.834084
"74","2007-04-19",35.306583
"75","2007-04-20",35.734898
"76","2007-04-23",36.37962
"77","2007-04-24",35.843102
"78","2007-04-25",36.704239
"79","2007-04-26",37.335438
"80","2007-04-27",39.066727
"81","2007-04-30",38.255184
"82","2007-05-01",39.269611
"83","2007-05-02",39.941387
"84","2007-05-03",40.491432
"85","2007-05-04",39.693417
"86","2007-05-07",39.891796
"87","2007-05-08",40.707844
"88","2007-05-09",40.761948
"89","2007-05-10",39.851219
"90","2007-05-11",41.348061
"91","2007-05-14",41.194771
"92","2007-05-15",40.861137
"93","2007-05-16",40.712353
"94","2007-05-17",41.433723
"95","2007-05-18",42.506763
"96","2007-05-21",42.67358
"97","2007-05-22",41.609558
"98","2007-05-23",41.816952
"99","2007-05-24",40.220921
"100","2007-05-25",41.366096
"101","2007-05-29",41.118126
"102","2007-05-30",42.22723
"103","2007-05-31",42.583408
"104","2007-06-01",43.165012
"105","2007-06-04",44.0532
"106","2007-06-05",44.24707
"107","2007-06-06",43.606853
"108","2007-06-07",43.331829
"109","2007-06-08",43.440037
"110","2007-06-11",44.003609
"111","2007-06-12",43.859333
"112","2007-06-13",45.910732
"113","2007-06-14",47.637512
"114","2007-06-15",48.27322
"115","2007-06-18",48.092876
"116","2007-06-19",48.534718
"117","2007-06-20",46.523895
"118","2007-06-21",48.394951
"119","2007-06-22",49.111813
"120","2007-06-25",47.569881
"121","2007-06-26",45.9468
"122","2007-06-27",47.385033
"123","2007-06-28",46.397655
"124","2007-06-29",46.997295
"125","2007-07-02",49.129848
"126","2007-07-03",49.206493
"127","2007-07-05",48.791706
"128","2007-07-06",49.643822
"129","2007-07-09",49.508568
"130","2007-07-10",49.107304
"131","2007-07-11",49.431919
"132","2007-07-12",49.918846
"133","2007-07-13",50.428314
"134","2007-07-16",50.829575
"135","2007-07-17",50.739407
"136","2007-07-18",52.078449
"137","2007-07-19",52.844906
"138","2007-07-20",53.065826
"139","2007-07-23",52.786293
"140","2007-07-24",50.644726
"141","2007-07-25",55.856628
"142","2007-07-26",55.522995
"143","2007-07-27",53.219116
"144","2007-07-30",54.093777
"145","2007-07-31",54.15239
