"","date","LGIH"
"1","2013-11-07",12.9
"2","2013-11-08",13.04
"3","2013-11-11",13.26
"4","2013-11-12",12.72
"5","2013-11-13",13.05
"6","2013-11-14",13.42
"7","2013-11-15",13.56
"8","2013-11-18",13.54
"9","2013-11-19",13.52
"10","2013-11-20",13.64
"11","2013-11-21",14.15
"12","2013-11-22",13.91
"13","2013-11-25",14.04
"14","2013-11-26",14.72
"15","2013-11-27",15.49
"16","2013-11-29",15.4
"17","2013-12-02",15.18
"18","2013-12-03",15.36
"19","2013-12-04",15.8
"20","2013-12-05",16.379999
"21","2013-12-06",16.950001
"22","2013-12-09",17.23
"23","2013-12-10",17.17
"24","2013-12-11",16.48
"25","2013-12-12",16.5
"26","2013-12-13",16.610001
"27","2013-12-16",17.08
"28","2013-12-17",17.18
"29","2013-12-18",17.299999
"30","2013-12-19",17.98
"31","2013-12-20",18.23
"32","2013-12-23",18.08
"33","2013-12-24",18.09
"34","2013-12-26",18.139999
"35","2013-12-27",18.1
"36","2013-12-30",17.68
"37","2013-12-31",17.790001
"38","2014-01-02",17.6
"39","2014-01-03",17.91
"40","2014-01-06",17.52
"41","2014-01-07",17.530001
"42","2014-01-08",17.719999
"43","2014-01-09",17.68
"44","2014-01-10",17.809999
"45","2014-01-13",17.83
"46","2014-01-14",17.67
"47","2014-01-15",17.790001
"48","2014-01-16",17.790001
"49","2014-01-17",18.91
"50","2014-01-21",18.01
"51","2014-01-22",18.200001
"52","2014-01-23",18.110001
"53","2014-01-24",17.450001
"54","2014-01-27",17.02
"55","2014-01-28",17.120001
"56","2014-01-29",16.950001
"57","2014-01-30",17.120001
"58","2014-01-31",17.42
"59","2014-02-03",17.09
"60","2014-02-04",17
"61","2014-02-05",16.68
"62","2014-02-06",16.459999
"63","2014-02-07",16.52
"64","2014-02-10",16.17
"65","2014-02-11",16.77
"66","2014-02-12",16.43
"67","2014-02-13",17
"68","2014-02-14",16.58
"69","2014-02-18",15.9
"70","2014-02-19",15.97
"71","2014-02-20",16.77
"72","2014-02-21",16.16
"73","2014-02-24",16.129999
"74","2014-02-25",16.139999
"75","2014-02-26",16.5
"76","2014-02-27",16.690001
"77","2014-02-28",17
"78","2014-03-03",16.75
"79","2014-03-04",16.91
"80","2014-03-05",16.610001
"81","2014-03-06",16.559999
"82","2014-03-07",16.459999
"83","2014-03-10",16.66
"84","2014-03-11",16.74
"85","2014-03-12",16.65
"86","2014-03-13",16.76
"87","2014-03-14",16.41
"88","2014-03-17",17.290001
"89","2014-03-18",17.379999
"90","2014-03-19",17.950001
"91","2014-03-20",17.959999
"92","2014-03-21",17.84
"93","2014-03-24",17.49
"94","2014-03-25",17.15
"95","2014-03-26",16.73
"96","2014-03-27",17.200001
"97","2014-03-28",18.09
"98","2014-03-31",17.25
"99","2014-04-01",16.73
"100","2014-04-02",17.49
"101","2014-04-03",16.860001
"102","2014-04-04",17.190001
"103","2014-04-07",16.85
"104","2014-04-08",16.98
"105","2014-04-09",17.15
"106","2014-04-10",16.73
"107","2014-04-11",16.5
"108","2014-04-14",16.530001
"109","2014-04-15",16.389999
"110","2014-04-16",16.1
"111","2014-04-17",15.95
"112","2014-04-21",15.76
"113","2014-04-22",15.83
"114","2014-04-23",15.62
"115","2014-04-24",15.32
"116","2014-04-25",14.99
"117","2014-04-28",14.46
"118","2014-04-29",14.47
"119","2014-04-30",14.72
"120","2014-05-01",14.97
"121","2014-05-02",14.75
"122","2014-05-05",14.69
"123","2014-05-06",14.06
"124","2014-05-07",14.49
"125","2014-05-08",13.99
"126","2014-05-09",14.59
"127","2014-05-12",15.28
"128","2014-05-13",15.33
"129","2014-05-14",15.03
"130","2014-05-15",15.98
"131","2014-05-16",16.780001
"132","2014-05-19",16.59
"133","2014-05-20",15.96
"134","2014-05-21",15.76
"135","2014-05-22",15.99
"136","2014-05-23",16.01
"137","2014-05-27",16
"138","2014-05-28",15.97
"139","2014-05-29",15.98
"140","2014-05-30",15.96
"141","2014-06-02",15.76
"142","2014-06-03",15.94
"143","2014-06-04",16.459999
"144","2014-06-05",16.9
"145","2014-06-06",17.959999
"146","2014-06-09",18.82
"147","2014-06-10",18.969999
"148","2014-06-11",18.299999
"149","2014-06-12",18.08
"150","2014-06-13",17.639999
"151","2014-06-16",18.24
"152","2014-06-17",18.360001
"153","2014-06-18",18.76
"154","2014-06-19",18.639999
"155","2014-06-20",18.32
"156","2014-06-23",18.440001
"157","2014-06-24",18.440001
"158","2014-06-25",18.719999
"159","2014-06-26",18.389999
"160","2014-06-27",18.68
"161","2014-06-30",18.25
"162","2014-07-01",18.700001
"163","2014-07-02",19.4
"164","2014-07-03",20.08
"165","2014-07-07",19.290001
"166","2014-07-08",19.01
"167","2014-07-09",18.59
"168","2014-07-10",19.01
"169","2014-07-11",19.41
"170","2014-07-14",21.200001
"171","2014-07-15",20.940001
"172","2014-07-16",20.48
"173","2014-07-17",19.860001
"174","2014-07-18",20.120001
"175","2014-07-21",20.040001
"176","2014-07-22",20.09
"177","2014-07-23",20.02
"178","2014-07-24",19.33
"179","2014-07-25",18.91
"180","2014-07-28",18.809999
"181","2014-07-29",18.77
"182","2014-07-30",18.780001
"183","2014-07-31",18.190001
"184","2014-08-01",18.809999
"185","2014-08-04",18.950001
"186","2014-08-05",18.719999
"187","2014-08-06",18.58
"188","2014-08-07",18.549999
"189","2014-08-08",18.9
"190","2014-08-11",19.309999
"191","2014-08-12",19
"192","2014-08-13",18.969999
"193","2014-08-14",19.049999
"194","2014-08-15",19.190001
"195","2014-08-18",19.57
"196","2014-08-19",19.870001
"197","2014-08-20",19.93
"198","2014-08-21",19.959999
"199","2014-08-22",19.98
"200","2014-08-25",19.92
"201","2014-08-26",19.66
"202","2014-08-27",19.440001
"203","2014-08-28",19.15
"204","2014-08-29",19.120001
"205","2014-09-02",19.190001
"206","2014-09-03",18.92
"207","2014-09-04",18.889999
"208","2014-09-05",19.1
"209","2014-09-08",19.790001
"210","2014-09-09",19.15
"211","2014-09-10",19.219999
"212","2014-09-11",19.57
"213","2014-09-12",19.299999
"214","2014-09-15",18.99
"215","2014-09-16",19.129999
"216","2014-09-17",19.639999
"217","2014-09-18",19.809999
"218","2014-09-19",19.280001
"219","2014-09-22",19.309999
"220","2014-09-23",19.07
"221","2014-09-24",18.9
"222","2014-09-25",18.49
"223","2014-09-26",19.040001
"224","2014-09-29",19.08
"225","2014-09-30",18.360001
"226","2014-10-01",18.040001
"227","2014-10-02",18.129999
"228","2014-10-03",18.59
"229","2014-10-06",18.370001
"230","2014-10-07",18.129999
"231","2014-10-08",18.57
"232","2014-10-09",18.450001
"233","2014-10-10",17.299999
"234","2014-10-13",17.24
"235","2014-10-14",17.75
"236","2014-10-15",18.309999
"237","2014-10-16",18.620001
"238","2014-10-17",19.110001
"239","2014-10-20",19.030001
"240","2014-10-21",19.120001
"241","2014-10-22",18.780001
"242","2014-10-23",18.93
"243","2014-10-24",18.48
"244","2014-10-27",18.610001
"245","2014-10-28",19.02
"246","2014-10-29",19.02
"247","2014-10-30",19.280001
"248","2014-10-31",19.42
"249","2014-11-03",19.5
"250","2014-11-04",19.450001
"251","2014-11-05",19.280001
"252","2014-11-06",19.24
"253","2014-11-07",19.450001
"254","2014-11-10",19.610001
"255","2014-11-11",18.09
"256","2014-11-12",18.540001
"257","2014-11-13",18.16
"258","2014-11-14",18.08
"259","2014-11-17",16.549999
"260","2014-11-18",16.01
"261","2014-11-19",15.95
"262","2014-11-20",16.01
"263","2014-11-21",16.23
"264","2014-11-24",16.35
"265","2014-11-25",16.459999
"266","2014-11-26",16.5
"267","2014-11-28",15.98
"268","2014-12-01",14.75
"269","2014-12-02",14.87
"270","2014-12-03",14.73
"271","2014-12-04",14.29
"272","2014-12-05",14.82
"273","2014-12-08",14.65
"274","2014-12-09",15.37
"275","2014-12-10",14.8
"276","2014-12-11",14.39
"277","2014-12-12",13.9
"278","2014-12-15",13.88
"279","2014-12-16",13.91
"280","2014-12-17",14.45
"281","2014-12-18",14.71
"282","2014-12-19",14.94
"283","2014-12-22",15.07
"284","2014-12-23",14.95
"285","2014-12-24",14.75
"286","2014-12-26",14.72
"287","2014-12-29",15.11
"288","2014-12-30",15.1
"289","2014-12-31",14.92
"290","2015-01-02",14.67
"291","2015-01-05",14.9
"292","2015-01-06",14.61
"293","2015-01-07",14.35
"294","2015-01-08",14.23
"295","2015-01-09",14.25
"296","2015-01-12",13.86
"297","2015-01-13",13.3
"298","2015-01-14",13.07
"299","2015-01-15",12.66
"300","2015-01-16",13.31
"301","2015-01-20",13.05
"302","2015-01-21",13.9
"303","2015-01-22",13.28
"304","2015-01-23",12.96
"305","2015-01-26",13.74
"306","2015-01-27",13.32
"307","2015-01-28",13.42
"308","2015-01-29",13.99
"309","2015-01-30",13.17
"310","2015-02-02",13.34
"311","2015-02-03",13.82
"312","2015-02-04",13.82
"313","2015-02-05",13.81
"314","2015-02-06",13.85
"315","2015-02-09",13.98
"316","2015-02-10",13.54
"317","2015-02-11",13.38
"318","2015-02-12",13.45
"319","2015-02-13",13.38
"320","2015-02-17",13.13
"321","2015-02-18",13.29
"322","2015-02-19",14.02
"323","2015-02-20",13.7
"324","2015-02-23",13.51
"325","2015-02-24",14.06
"326","2015-02-25",14.04
"327","2015-02-26",14
"328","2015-02-27",14.16
"329","2015-03-02",14.16
"330","2015-03-03",13.64
"331","2015-03-04",13.78
"332","2015-03-05",13.89
"333","2015-03-06",13.66
"334","2015-03-09",13.43
"335","2015-03-10",13
"336","2015-03-11",13.45
"337","2015-03-12",14.58
"338","2015-03-13",14.59
"339","2015-03-16",14.69
"340","2015-03-17",14.39
"341","2015-03-18",14.71
"342","2015-03-19",14.58
"343","2015-03-20",14.89
"344","2015-03-23",15.43
"345","2015-03-24",15.32
"346","2015-03-25",15.2
"347","2015-03-26",15.2
"348","2015-03-27",16.040001
"349","2015-03-30",16.690001
"350","2015-03-31",16.66
"351","2015-04-01",17.02
"352","2015-04-02",17.6
"353","2015-04-06",17.629999
"354","2015-04-07",17.6
"355","2015-04-08",17.610001
"356","2015-04-09",17.27
"357","2015-04-10",17.190001
"358","2015-04-13",16.969999
"359","2015-04-14",17.200001
"360","2015-04-15",17.92
"361","2015-04-16",17.299999
"362","2015-04-17",17.23
"363","2015-04-20",17.59
"364","2015-04-21",17.540001
"365","2015-04-22",17.57
"366","2015-04-23",17.09
"367","2015-04-24",17.42
"368","2015-04-27",17.1
"369","2015-04-28",17.24
"370","2015-04-29",16.959999
"371","2015-04-30",16.469999
"372","2015-05-01",16.780001
"373","2015-05-04",16.74
"374","2015-05-05",16.879999
"375","2015-05-06",16.889999
"376","2015-05-07",17.200001
"377","2015-05-08",17.290001
"378","2015-05-11",17.700001
"379","2015-05-12",17.959999
"380","2015-05-13",17.92
"381","2015-05-14",17.75
"382","2015-05-15",17.75
"383","2015-05-18",17.76
"384","2015-05-19",17.690001
"385","2015-05-20",17.950001
"386","2015-05-21",18
"387","2015-05-22",17.860001
"388","2015-05-26",18.360001
"389","2015-05-27",18.58
"390","2015-05-28",18.700001
"391","2015-05-29",18.85
"392","2015-06-01",18.549999
"393","2015-06-02",18.59
"394","2015-06-03",18.559999
"395","2015-06-04",18.26
"396","2015-06-05",18.51
"397","2015-06-08",17.879999
"398","2015-06-09",17.860001
"399","2015-06-10",17.83
"400","2015-06-11",18.370001
"401","2015-06-12",18.52
"402","2015-06-15",18.639999
"403","2015-06-16",18.51
"404","2015-06-17",18.52
"405","2015-06-18",18.879999
"406","2015-06-19",19.139999
"407","2015-06-22",19.1
"408","2015-06-23",19.469999
"409","2015-06-24",19.860001
"410","2015-06-25",19.77
"411","2015-06-26",19.92
"412","2015-06-29",19.200001
"413","2015-06-30",19.780001
"414","2015-07-01",19.360001
"415","2015-07-02",18.809999
"416","2015-07-06",18.950001
"417","2015-07-07",18.790001
"418","2015-07-08",18.549999
"419","2015-07-09",18.780001
"420","2015-07-10",19.030001
"421","2015-07-13",19.66
"422","2015-07-14",19.450001
"423","2015-07-15",18.860001
"424","2015-07-16",18.879999
"425","2015-07-17",18.540001
"426","2015-07-20",18.82
"427","2015-07-21",18.799999
"428","2015-07-22",19.48
"429","2015-07-23",18.969999
"430","2015-07-24",18.469999
"431","2015-07-27",18.639999
"432","2015-07-28",18.540001
"433","2015-07-29",19.27
"434","2015-07-30",19.290001
"435","2015-07-31",19.540001
"436","2015-08-03",19.07
"437","2015-08-04",18.82
"438","2015-08-05",23.209999
"439","2015-08-06",23.9
"440","2015-08-07",23.309999
"441","2015-08-10",23.77
"442","2015-08-11",24.42
"443","2015-08-12",24.870001
"444","2015-08-13",25.51
"445","2015-08-14",26.27
"446","2015-08-17",26.17
"447","2015-08-18",26.27
"448","2015-08-19",26.26
"449","2015-08-20",24.889999
"450","2015-08-21",24.9
"451","2015-08-24",23.67
"452","2015-08-25",23.049999
"453","2015-08-26",24.219999
"454","2015-08-27",24.43
"455","2015-08-28",24.85
"456","2015-08-31",26.040001
"457","2015-09-01",25.15
"458","2015-09-02",26.280001
"459","2015-09-03",27.049999
"460","2015-09-04",26.940001
"461","2015-09-08",28.43
"462","2015-09-09",28.01
"463","2015-09-10",27.48
"464","2015-09-11",28.4
"465","2015-09-14",28.469999
"466","2015-09-15",29.059999
"467","2015-09-16",29.58
"468","2015-09-17",29.57
"469","2015-09-18",28.969999
"470","2015-09-21",28.299999
"471","2015-09-22",27.389999
"472","2015-09-23",27.799999
"473","2015-09-24",28.309999
"474","2015-09-25",28.719999
"475","2015-09-28",26.91
"476","2015-09-29",26.35
"477","2015-09-30",27.190001
"478","2015-10-01",27.6
"479","2015-10-02",26.75
"480","2015-10-05",29.35
"481","2015-10-06",30.370001
"482","2015-10-07",31.389999
"483","2015-10-08",31.559999
"484","2015-10-09",32.330002
"485","2015-10-12",32.689999
"486","2015-10-13",31.48
"487","2015-10-14",29.32
"488","2015-10-15",30.280001
"489","2015-10-16",30.42
"490","2015-10-19",32.139999
"491","2015-10-20",32.220001
"492","2015-10-21",33.34
"493","2015-10-22",31.41
"494","2015-10-23",30.870001
"495","2015-10-26",32.360001
"496","2015-10-27",30.34
"497","2015-10-28",31.540001
"498","2015-10-29",30.129999
"499","2015-10-30",28.030001
"500","2015-11-02",29.530001
"501","2015-11-03",29.83
"502","2015-11-04",29.549999
"503","2015-11-05",28.790001
"504","2015-11-06",30.280001
"505","2015-11-09",29.870001
"506","2015-11-10",31.049999
"507","2015-11-11",32.259998
"508","2015-11-12",30.700001
"509","2015-11-13",29.9
"510","2015-11-16",30.700001
"511","2015-11-17",30.35
"512","2015-11-18",31.08
"513","2015-11-19",30.99
"514","2015-11-20",31.4
"515","2015-11-23",31.389999
"516","2015-11-24",30.959999
"517","2015-11-25",32.900002
"518","2015-11-27",32.970001
"519","2015-11-30",33.259998
"520","2015-12-01",35.540001
"521","2015-12-02",34.23
"522","2015-12-03",30.540001
"523","2015-12-04",30.629999
"524","2015-12-07",27.280001
"525","2015-12-08",27.58
"526","2015-12-09",26.25
"527","2015-12-10",27
"528","2015-12-11",24.940001
"529","2015-12-14",24.540001
"530","2015-12-15",24.85
"531","2015-12-16",25.790001
"532","2015-12-17",24.18
"533","2015-12-18",23.02
"534","2015-12-21",21.809999
"535","2015-12-22",22.690001
"536","2015-12-23",23.309999
"537","2015-12-24",23.190001
"538","2015-12-28",22.9
"539","2015-12-29",23.84
"540","2015-12-30",24.59
"541","2015-12-31",24.33
"542","2016-01-04",23.33
"543","2016-01-05",23.43
"544","2016-01-06",22.52
"545","2016-01-07",21.67
"546","2016-01-08",23.280001
"547","2016-01-11",23.540001
"548","2016-01-12",23.299999
"549","2016-01-13",21.610001
"550","2016-01-14",22.23
"551","2016-01-15",21.74
"552","2016-01-19",20.51
"553","2016-01-20",20.219999
"554","2016-01-21",20.559999
"555","2016-01-22",21.860001
"556","2016-01-25",21.15
"557","2016-01-26",21.629999
"558","2016-01-27",21.549999
"559","2016-01-28",21.25
"560","2016-01-29",21.959999
"561","2016-02-01",21.790001
"562","2016-02-02",20.75
"563","2016-02-03",20.290001
"564","2016-02-04",20.99
"565","2016-02-05",20.01
"566","2016-02-08",19.82
"567","2016-02-09",20.299999
"568","2016-02-10",20.32
"569","2016-02-11",19.49
"570","2016-02-12",21.48
"571","2016-02-16",21.49
"572","2016-02-17",21.6
"573","2016-02-18",21.48
"574","2016-02-19",21.42
"575","2016-02-22",22.440001
"576","2016-02-23",22.26
"577","2016-02-24",22.370001
"578","2016-02-25",23.23
"579","2016-02-26",23.440001
"580","2016-02-29",23.74
"581","2016-03-01",24.33
"582","2016-03-02",23.5
"583","2016-03-03",24.27
"584","2016-03-04",22.290001
"585","2016-03-07",22.549999
"586","2016-03-08",21.93
"587","2016-03-09",24.059999
"588","2016-03-10",23.379999
"589","2016-03-11",22.84
"590","2016-03-14",22.389999
"591","2016-03-15",21.77
"592","2016-03-16",22.08
"593","2016-03-17",22.83
"594","2016-03-18",24.049999
"595","2016-03-21",24.139999
"596","2016-03-22",23.84
"597","2016-03-23",23.01
"598","2016-03-24",22.99
"599","2016-03-28",23.299999
"600","2016-03-29",24.16
"601","2016-03-30",23.75
"602","2016-03-31",24.209999
"603","2016-04-01",24.049999
"604","2016-04-04",23.440001
"605","2016-04-05",23.65
"606","2016-04-06",26.65
"607","2016-04-07",26.93
"608","2016-04-08",27.299999
"609","2016-04-11",27.51
"610","2016-04-12",27.83
"611","2016-04-13",27.870001
"612","2016-04-14",28.09
"613","2016-04-15",27.77
"614","2016-04-18",28.290001
"615","2016-04-19",27.43
"616","2016-04-20",27.690001
"617","2016-04-21",28.030001
"618","2016-04-22",29.17
"619","2016-04-25",28.6
"620","2016-04-26",29
"621","2016-04-27",28.75
"622","2016-04-28",27.91
"623","2016-04-29",28.01
"624","2016-05-02",28.379999
"625","2016-05-03",27.780001
"626","2016-05-04",27.540001
"627","2016-05-05",27.969999
"628","2016-05-06",28.200001
"629","2016-05-09",29.6
"630","2016-05-10",27.5
"631","2016-05-11",26.58
"632","2016-05-12",25.459999
"633","2016-05-13",25.73
"634","2016-05-16",25.620001
"635","2016-05-17",24.879999
"636","2016-05-18",24.780001
"637","2016-05-19",24.84
"638","2016-05-20",25.299999
"639","2016-05-23",25
"640","2016-05-24",26.620001
"641","2016-05-25",26.41
"642","2016-05-26",26.83
"643","2016-05-27",27.059999
"644","2016-05-31",27.02
"645","2016-06-01",26.9
"646","2016-06-02",26.870001
"647","2016-06-03",27.93
"648","2016-06-06",28.549999
"649","2016-06-07",28.85
"650","2016-06-08",28.35
"651","2016-06-09",28.379999
"652","2016-06-10",28.370001
"653","2016-06-13",27.58
"654","2016-06-14",27.700001
"655","2016-06-15",28.940001
"656","2016-06-16",28.950001
"657","2016-06-17",29.799999
"658","2016-06-20",30.120001
"659","2016-06-21",29.77
"660","2016-06-22",29.91
"661","2016-06-23",30.450001
"662","2016-06-24",30.1
"663","2016-06-27",29.139999
"664","2016-06-28",30.35
"665","2016-06-29",31.440001
"666","2016-06-30",31.940001
"667","2016-07-01",32.84
"668","2016-07-05",32.200001
"669","2016-07-06",33.220001
"670","2016-07-07",32.779999
"671","2016-07-08",34.009998
"672","2016-07-11",33.68
"673","2016-07-12",34.27
"674","2016-07-13",34.310001
"675","2016-07-14",32.939999
"676","2016-07-15",33.43
"677","2016-07-18",33.700001
"678","2016-07-19",33.209999
"679","2016-07-20",33.380001
"680","2016-07-21",34.77
"681","2016-07-22",34.82
"682","2016-07-25",35.450001
"683","2016-07-26",36.200001
"684","2016-07-27",35.650002
"685","2016-07-28",35.209999
"686","2016-07-29",34.330002
"687","2016-08-01",34.98
"688","2016-08-02",34.259998
"689","2016-08-03",34.740002
"690","2016-08-04",33.07
"691","2016-08-05",32.669998
"692","2016-08-08",32.330002
"693","2016-08-09",34.5
"694","2016-08-10",34.549999
"695","2016-08-11",35.689999
"696","2016-08-12",34.169998
"697","2016-08-15",34.060001
"698","2016-08-16",33.990002
"699","2016-08-17",34.080002
"700","2016-08-18",34.639999
"701","2016-08-19",34.209999
"702","2016-08-22",33.950001
"703","2016-08-23",34.630001
"704","2016-08-24",34.790001
"705","2016-08-25",35.639999
"706","2016-08-26",35.470001
"707","2016-08-29",37.509998
"708","2016-08-30",38.889999
"709","2016-08-31",38.419998
"710","2016-09-01",38.59
"711","2016-09-02",38.220001
"712","2016-09-06",38.549999
"713","2016-09-07",39.459999
"714","2016-09-08",38.919998
"715","2016-09-09",35.82
"716","2016-09-12",37.259998
"717","2016-09-13",36.27
"718","2016-09-14",35.959999
"719","2016-09-15",36.639999
"720","2016-09-16",35.630001
"721","2016-09-19",35.950001
"722","2016-09-20",35.389999
"723","2016-09-21",36.349998
"724","2016-09-22",36.880001
"725","2016-09-23",36.57
"726","2016-09-26",36.380001
"727","2016-09-27",36.220001
"728","2016-09-28",36.73
"729","2016-09-29",36.880001
"730","2016-09-30",36.84
"731","2016-10-03",36.970001
"732","2016-10-04",35.209999
"733","2016-10-05",35.540001
"734","2016-10-06",35.07
"735","2016-10-07",33.66
"736","2016-10-10",33.68
"737","2016-10-11",33.060001
"738","2016-10-12",32.790001
"739","2016-10-13",32.18
"740","2016-10-14",32.470001
"741","2016-10-17",32.490002
"742","2016-10-18",32.66
"743","2016-10-19",32.970001
"744","2016-10-20",32.189999
"745","2016-10-21",32.349998
"746","2016-10-24",31.59
"747","2016-10-25",30.450001
"748","2016-10-26",29.889999
"749","2016-10-27",29.120001
"750","2016-10-28",29.190001
"751","2016-10-31",29.76
"752","2016-11-01",29.5
"753","2016-11-02",29.59
"754","2016-11-03",29.9
"755","2016-11-04",31.469999
"756","2016-11-07",31.34
"757","2016-11-08",32.259998
"758","2016-11-09",31.49
"759","2016-11-10",30.93
"760","2016-11-11",31.16
"761","2016-11-14",30.809999
"762","2016-11-15",31.049999
"763","2016-11-16",30.4
"764","2016-11-17",32.240002
"765","2016-11-18",32.200001
"766","2016-11-21",32.080002
"767","2016-11-22",32.900002
"768","2016-11-23",32.84
"769","2016-11-25",33.23
"770","2016-11-28",32.869999
"771","2016-11-29",33.549999
"772","2016-11-30",32.650002
"773","2016-12-01",31.51
"774","2016-12-02",31.889999
"775","2016-12-05",32.34
"776","2016-12-06",31.52
"777","2016-12-07",32.029999
"778","2016-12-08",33.139999
"779","2016-12-09",31.559999
"780","2016-12-12",30.68
"781","2016-12-13",30.690001
"782","2016-12-14",29.860001
"783","2016-12-15",28.98
"784","2016-12-16",28.780001
"785","2016-12-19",28.92
"786","2016-12-20",28.99
"787","2016-12-21",29.889999
"788","2016-12-22",29.690001
"789","2016-12-23",29.690001
"790","2016-12-27",29.65
"791","2016-12-28",28.879999
"792","2016-12-29",28.629999
"793","2016-12-30",28.73
"794","2017-01-03",28.790001
"795","2017-01-04",29.17
"796","2017-01-05",29.709999
"797","2017-01-06",29.629999
"798","2017-01-09",28.93
"799","2017-01-10",29.700001
"800","2017-01-11",30.43
"801","2017-01-12",30.58
"802","2017-01-13",30.83
"803","2017-01-17",31.34
"804","2017-01-18",30.879999
"805","2017-01-19",29.389999
"806","2017-01-20",29.34
"807","2017-01-23",29.41
"808","2017-01-24",30.76
"809","2017-01-25",32.189999
"810","2017-01-26",32.139999
"811","2017-01-27",31.719999
"812","2017-01-30",30.790001
"813","2017-01-31",31.059999
"814","2017-02-01",30.700001
"815","2017-02-02",30.870001
"816","2017-02-03",31.34
"817","2017-02-06",27.620001
"818","2017-02-07",27.620001
"819","2017-02-08",27.4
"820","2017-02-09",28.07
"821","2017-02-10",28.4
"822","2017-02-13",28.950001
"823","2017-02-14",28.99
"824","2017-02-15",28.950001
"825","2017-02-16",28.9
"826","2017-02-17",28.860001
"827","2017-02-21",29.35
"828","2017-02-22",29.209999
"829","2017-02-23",28.67
"830","2017-02-24",28.700001
"831","2017-02-27",29.23
"832","2017-02-28",29.01
"833","2017-03-01",29.440001
"834","2017-03-02",28.92
"835","2017-03-03",29.91
"836","2017-03-06",29.01
"837","2017-03-07",32.709999
"838","2017-03-08",32.98
"839","2017-03-09",32.240002
"840","2017-03-10",32.25
"841","2017-03-13",31.049999
"842","2017-03-14",31.23
"843","2017-03-15",31.639999
"844","2017-03-16",32.169998
"845","2017-03-17",32.18
"846","2017-03-20",32.040001
"847","2017-03-21",31.49
"848","2017-03-22",31.52
"849","2017-03-23",31.790001
"850","2017-03-24",31.91
"851","2017-03-27",32.560001
"852","2017-03-28",33.48
"853","2017-03-29",33.849998
"854","2017-03-30",33.82
"855","2017-03-31",33.91
"856","2017-04-03",33.849998
"857","2017-04-04",33.98
"858","2017-04-05",33.73
"859","2017-04-06",31.67
"860","2017-04-07",30.870001
