"","date","SYBX"
"1","2015-09-30",49
"2","2015-10-01",49.349998
"3","2015-10-02",49.279999
"4","2015-10-05",49
"5","2015-10-06",49.139999
"6","2015-10-07",45.009998
"7","2015-10-08",43.610001
"8","2015-10-09",43.049999
"9","2015-10-12",45.220001
"10","2015-10-13",44.120998
"11","2015-10-14",43.75
"12","2015-10-15",44.029999
"13","2015-10-16",42
"14","2015-10-19",41.580002
"15","2015-10-20",40.740002
"16","2015-10-21",40.459999
"17","2015-10-22",39.619999
"18","2015-10-23",40.389999
"19","2015-10-26",42.153999
"20","2015-10-27",41.23
"21","2015-10-28",40.880001
"22","2015-10-29",41.509998
"23","2015-10-30",40.459999
"24","2015-11-02",40.599998
"25","2015-11-03",40.389999
"26","2015-11-04",41.16
"27","2015-11-05",41.580002
"28","2015-11-06",43.889999
"29","2015-11-09",43.610001
"30","2015-11-10",42.595001
"31","2015-11-11",43.470001
"32","2015-11-12",43.119999
"33","2015-11-13",42.630001
"34","2015-11-16",39.759998
"35","2015-11-17",42.07
"36","2015-11-18",42.174999
"37","2015-11-19",43.119999
"38","2015-11-20",41.02
"39","2015-11-23",40.950001
"40","2015-11-24",40.880001
"41","2015-11-25",41.580002
"42","2015-11-27",41.790001
"43","2015-11-30",40.110001
"44","2015-12-01",42.105
"45","2015-12-02",43.75
"46","2015-12-03",43.189999
"47","2015-12-04",42.91
"48","2015-12-07",42.490002
"49","2015-12-08",43.259998
"50","2015-12-09",44.799999
"51","2015-12-10",46.200001
"52","2015-12-11",49.700001
"53","2015-12-14",55.93
"54","2015-12-15",55.23
"55","2015-12-16",53.200001
"56","2015-12-17",66.010002
"57","2015-12-18",50.470001
"58","2015-12-21",47.389999
"59","2015-12-22",46.830002
"60","2015-12-23",46.34
"61","2015-12-24",45.5
"62","2015-12-28",41.720001
"63","2015-12-29",43.049999
"64","2015-12-30",40.040001
"65","2015-12-31",43.75
"66","2016-01-04",43.470001
"67","2016-01-05",42.700001
"68","2016-01-06",43.610001
"69","2016-01-07",40.599998
"70","2016-01-08",39.200001
"71","2016-01-11",39.48
"72","2016-01-12",42.035
"73","2016-01-13",42
"74","2016-01-14",40.950001
"75","2016-01-15",40.950001
"76","2016-01-19",39.41
"77","2016-01-20",35.419998
"78","2016-01-21",29.889999
"79","2016-01-22",29.889999
"80","2016-01-25",31.639999
"81","2016-01-26",32.689999
"82","2016-01-27",31.639999
"83","2016-01-28",32.689999
"84","2016-01-29",31.57
"85","2016-02-01",28.139999
"86","2016-02-02",26.809999
"87","2016-02-03",28.280001
"88","2016-02-04",27.754999
"89","2016-02-05",27.370001
"90","2016-02-08",32.200001
"91","2016-02-09",34.439999
"92","2016-02-10",36.049999
"93","2016-02-11",35.419998
"94","2016-02-12",34.09
"95","2016-02-16",30.695
"96","2016-02-17",28.245001
"97","2016-02-18",28.707001
"98","2016-02-19",28.07
"99","2016-02-22",27.860001
"100","2016-02-23",26.6
"101","2016-02-24",27.370001
"102","2016-02-25",27.58
"103","2016-02-26",28.139999
"104","2016-02-29",30.379999
"105","2016-03-01",31.85
"106","2016-03-02",30.799999
"107","2016-03-03",29.049999
"108","2016-03-04",28
"109","2016-03-07",30.24
"110","2016-03-08",28.49
"111","2016-03-09",29.4
"112","2016-03-10",29.4
"113","2016-03-11",30.52
"114","2016-03-14",30.870001
"115","2016-03-15",33.18
"116","2016-03-16",35.77
"117","2016-03-17",33.599998
"118","2016-03-18",35.700001
"119","2016-03-21",36.470001
"120","2016-03-22",33.950001
"121","2016-03-23",34.650002
"122","2016-03-24",32.900002
"123","2016-03-28",32.619999
"124","2016-03-29",34.860001
"125","2016-03-30",34.16
"126","2016-03-31",30.59
"127","2016-04-01",30.59
"128","2016-04-04",31.15
"129","2016-04-05",30.030001
"130","2016-04-06",29.049999
"131","2016-04-07",29.75
"132","2016-04-08",29.889999
"133","2016-04-11",31.08
"134","2016-04-12",31.43
"135","2016-04-13",30.66
"136","2016-04-14",30.66
"137","2016-04-15",31.85
"138","2016-04-18",31.85
"139","2016-04-19",31.360001
"140","2016-04-20",31.92
"141","2016-04-21",30.450001
"142","2016-04-22",32.200001
"143","2016-04-25",30.940001
"144","2016-04-26",31.219999
"145","2016-04-27",31.219999
"146","2016-04-28",32.830002
"147","2016-04-29",32.130001
"148","2016-05-02",31.92
"149","2016-05-03",31.92
"150","2016-05-04",31.85
"151","2016-05-05",30.379999
"152","2016-05-06",30.030001
"153","2016-05-09",30.379999
"154","2016-05-10",30.379999
"155","2016-05-11",31.15
"156","2016-05-12",29.540001
"157","2016-05-13",28.139999
"158","2016-05-16",27.719999
"159","2016-05-17",29.049999
"160","2016-05-18",29.049999
"161","2016-05-19",29.469999
"162","2016-05-20",29.540001
"163","2016-05-23",30.086
"164","2016-05-24",33.110001
"165","2016-05-25",32.900002
"166","2016-05-26",30.24
"167","2016-05-27",30.799999
"168","2016-05-31",30.372999
"169","2016-06-01",31.92
"170","2016-06-02",30.66
"171","2016-06-03",31.99
"172","2016-06-06",33.599998
"173","2016-06-07",31.92
"174","2016-06-08",32.970001
"175","2016-06-09",33.740002
"176","2016-06-10",29.120001
"177","2016-06-13",31.01
"178","2016-06-14",30.73
"179","2016-06-15",31.08
"180","2016-06-16",30.1
"181","2016-06-17",30.1
"182","2016-06-20",31.01
"183","2016-06-21",29.4
"184","2016-06-22",29.75
"185","2016-06-23",30.1
"186","2016-06-24",31.08
"187","2016-06-27",29.959999
"188","2016-06-28",31.15
"189","2016-06-29",33.18
"190","2016-06-30",29.82
"191","2016-07-01",30.527
"192","2016-07-05",29.540001
"193","2016-07-06",30.309999
"194","2016-07-07",29.896999
"195","2016-07-08",30.275
"196","2016-07-11",30.799999
"197","2016-07-12",31.15
"198","2016-07-13",29.82
"199","2016-07-14",29.82
"200","2016-07-15",30.52
"201","2016-07-18",30.52
"202","2016-07-19",30.450001
"203","2016-07-20",30.450001
"204","2016-07-21",30.450001
"205","2016-07-22",30.17
"206","2016-07-25",29.540001
"207","2016-07-26",30.309999
"208","2016-07-27",29.889999
"209","2016-07-28",29.82
"210","2016-07-29",30.52
"211","2016-08-01",30.940001
"212","2016-08-02",29.540001
"213","2016-08-03",29.4
"214","2016-08-04",29.75
"215","2016-08-05",29.75
"216","2016-08-08",29.757
"217","2016-08-09",29.469999
"218","2016-08-10",28.91
"219","2016-08-11",29.33
"220","2016-08-12",29.4
"221","2016-08-15",28.139999
"222","2016-08-16",27.65
"223","2016-08-17",23.450001
"224","2016-08-18",21.139999
"225","2016-08-19",23.66
"226","2016-08-22",22.33
"227","2016-08-23",21.700001
"228","2016-08-24",22.049999
"229","2016-08-25",21.42
"230","2016-08-26",21.413
"231","2016-08-29",20.93
"232","2016-08-30",16.799999
"233","2016-08-31",17.5
"234","2016-09-01",17.5
"235","2016-09-02",17.360001
"236","2016-09-06",17.43
"237","2016-09-07",17.5
"238","2016-09-08",17.639999
"239","2016-09-09",17.360001
"240","2016-09-12",17.360001
"241","2016-09-13",17.780001
"242","2016-09-14",17.43
"243","2016-09-15",16.450001
"244","2016-09-16",15.75
"245","2016-09-19",17.290001
"246","2016-09-20",17.219999
"247","2016-09-21",14
"248","2016-09-22",13.72
"249","2016-09-23",14.14
"250","2016-09-26",13.86
"251","2016-09-27",13.79
"252","2016-09-28",14.07
"253","2016-09-29",13.51
"254","2016-09-30",13.79
"255","2016-10-03",13.16
"256","2016-10-04",12.95
"257","2016-10-05",12.81
"258","2016-10-06",12.81
"259","2016-10-07",12.81
"260","2016-10-10",13.02
"261","2016-10-11",12.88
"262","2016-10-12",12.53
"263","2016-10-13",12.46
"264","2016-10-14",12.11
"265","2016-10-17",11.62
"266","2016-10-18",11.83
"267","2016-10-19",11.27
"268","2016-10-20",11.13
"269","2016-10-21",10.85
"270","2016-10-24",10.78
"271","2016-10-25",10.43
"272","2016-10-26",10.15
"273","2016-10-27",9.03
"274","2016-10-28",8.89
"275","2016-10-31",8.75
"276","2016-11-01",8.82
"277","2016-11-02",8.4
"278","2016-11-03",8.05
"279","2016-11-04",8.54
"280","2016-11-07",8.4
"281","2016-11-08",8.47
"282","2016-11-09",8.75
"283","2016-11-10",9.1
"284","2016-11-11",8.75
"285","2016-11-14",8.47
"286","2016-11-15",8.33
"287","2016-11-16",8.19
"288","2016-11-17",8.19
"289","2016-11-18",8.47
"290","2016-11-21",10.64
"291","2016-11-22",12.04
"292","2016-11-23",10.92
"293","2016-11-25",10.78
"294","2016-11-28",10.36
"295","2016-11-29",11.186
"296","2016-11-30",10.78
"297","2016-12-01",10.5
"298","2016-12-02",10.5
"299","2016-12-05",10.759
"300","2016-12-06",11.06
"301","2016-12-07",10.99
"302","2016-12-08",10.99
"303","2016-12-09",10.71
"304","2016-12-12",10.948
"305","2016-12-13",11.27
"306","2016-12-14",11.2
"307","2016-12-15",11.34
"308","2016-12-16",11.62
"309","2016-12-19",11.62
