"","date","TCFC"
"1","2007-01-03",24.049999
"2","2007-01-04",24.049999
"3","2007-01-05",24.049999
"4","2007-01-08",24.049999
"5","2007-01-09",24.049999
"6","2007-01-10",24.049999
"7","2007-01-11",24.049999
"8","2007-01-12",24
"9","2007-01-16",24
"10","2007-01-17",24
"11","2007-01-18",24
"12","2007-01-19",24
"13","2007-01-22",24
"14","2007-01-23",24
"15","2007-01-24",24
"16","2007-01-25",24
"17","2007-01-26",24
"18","2007-01-29",24
"19","2007-01-30",24.65
"20","2007-01-31",24.65
"21","2007-02-01",24.4
"22","2007-02-02",24.1
"23","2007-02-05",24.1
"24","2007-02-06",24.75
"25","2007-02-07",24.75
"26","2007-02-08",24.75
"27","2007-02-09",24.75
"28","2007-02-12",24.75
"29","2007-02-13",24.75
"30","2007-02-14",24.75
"31","2007-02-15",25
"32","2007-02-16",25
"33","2007-02-20",25
"34","2007-02-21",25
"35","2007-02-22",25
"36","2007-02-23",25
"37","2007-02-26",25
"38","2007-02-27",25
"39","2007-02-28",25
"40","2007-03-01",25
"41","2007-03-02",25
"42","2007-03-05",25
"43","2007-03-06",25
"44","2007-03-07",25
"45","2007-03-08",25
"46","2007-03-09",25
"47","2007-03-12",25
"48","2007-03-13",25
"49","2007-03-14",25
"50","2007-03-15",25
"51","2007-03-16",25
"52","2007-03-19",25
"53","2007-03-20",27
"54","2007-03-21",25
"55","2007-03-22",25
"56","2007-03-23",25
"57","2007-03-26",25
"58","2007-03-27",26.15
"59","2007-03-28",26.75
"60","2007-03-29",26.75
"61","2007-03-30",26.75
"62","2007-04-02",26.75
"63","2007-04-03",25.15
"64","2007-04-04",25.15
"65","2007-04-05",25.15
"66","2007-04-09",25.15
"67","2007-04-10",25.15
"68","2007-04-11",25.15
"69","2007-04-12",60
"70","2007-04-13",60
"71","2007-04-16",60
"72","2007-04-17",60
"73","2007-04-18",60
"74","2007-04-19",60
"75","2007-04-20",60
"76","2007-04-23",60
"77","2007-04-24",60
"78","2007-04-25",25.5
"79","2007-04-26",25.5
"80","2007-04-27",25.5
"81","2007-04-30",25.5
"82","2007-05-01",25.5
"83","2007-05-02",25.5
"84","2007-05-03",25.5
"85","2007-05-04",25.5
"86","2007-05-07",25.5
"87","2007-05-08",25.5
"88","2007-05-09",25.5
"89","2007-05-10",25.5
"90","2007-05-11",25.5
"91","2007-05-14",25.700001
"92","2007-05-15",26.1
"93","2007-05-16",26.1
"94","2007-05-17",26.1
"95","2007-05-18",26.1
"96","2007-05-21",26.1
"97","2007-05-22",26.1
"98","2007-05-23",26.1
"99","2007-05-24",26.1
"100","2007-05-25",26.1
"101","2007-05-29",26.1
"102","2007-05-30",26.1
"103","2007-05-31",26.1
"104","2007-06-01",25.700001
"105","2007-06-04",26
"106","2007-06-05",26
"107","2007-06-06",28
"108","2007-06-07",26.25
"109","2007-06-08",26.25
"110","2007-06-11",26.25
"111","2007-06-12",26.25
"112","2007-06-13",26.25
"113","2007-06-14",26.25
"114","2007-06-15",26.25
"115","2007-06-18",26.25
