"","date","UBP"
"1","2007-01-03",17.4
"2","2007-01-04",17.4
"3","2007-01-05",17
"4","2007-01-08",16.700001
"5","2007-01-09",17.23
"6","2007-01-10",17.23
"7","2007-01-11",17.1
"8","2007-01-12",17.65
"9","2007-01-16",17.43
"10","2007-01-17",17.5
"11","2007-01-18",17.299999
"12","2007-01-19",17.549999
"13","2007-01-22",17.610001
"14","2007-01-23",17.41
"15","2007-01-24",17.610001
"16","2007-01-25",17.85
"17","2007-01-26",17.709999
"18","2007-01-29",17.58
"19","2007-01-30",17.76
"20","2007-01-31",17.98
"21","2007-02-01",18.01
"22","2007-02-02",17.76
"23","2007-02-05",17.48
"24","2007-02-06",17.610001
"25","2007-02-07",17.620001
"26","2007-02-08",17.639999
"27","2007-02-09",18.139999
"28","2007-02-12",17.799999
"29","2007-02-13",17.74
"30","2007-02-14",17.23
"31","2007-02-15",17.530001
"32","2007-02-16",17.530001
"33","2007-02-20",17.76
"34","2007-02-21",17.75
"35","2007-02-22",17.57
"36","2007-02-23",17.610001
"37","2007-02-26",17.59
"38","2007-02-27",17.16
"39","2007-02-28",17.18
"40","2007-03-01",17.040001
"41","2007-03-02",17.290001
"42","2007-03-05",17.02
"43","2007-03-06",17.51
"44","2007-03-07",17.690001
"45","2007-03-08",17.59
"46","2007-03-09",17.790001
"47","2007-03-12",17.9
"48","2007-03-13",17.51
"49","2007-03-14",17.389999
"50","2007-03-15",17.75
"51","2007-03-16",17.65
"52","2007-03-19",18
"53","2007-03-20",17.84
"54","2007-03-21",18.459999
"55","2007-03-22",18.4
"56","2007-03-23",18.280001
"57","2007-03-26",18.1
"58","2007-03-27",17.85
"59","2007-03-28",17.85
"60","2007-03-29",17.860001
"61","2007-03-30",18.15
"62","2007-04-02",18.299999
"63","2007-04-03",18.110001
"64","2007-04-04",17.709999
"65","2007-04-05",17.74
"66","2007-04-09",17.65
"67","2007-04-10",17.780001
"68","2007-04-11",17.82
"69","2007-04-12",17.68
"70","2007-04-13",17.73
"71","2007-04-16",17.74
"72","2007-04-17",17.959999
"73","2007-04-18",17.82
"74","2007-04-19",17.639999
"75","2007-04-20",17.65
"76","2007-04-23",18.1
"77","2007-04-24",18
"78","2007-04-25",18.059999
"79","2007-04-26",18.059999
"80","2007-04-27",18.059999
"81","2007-04-30",17.76
"82","2007-05-01",18.09
"83","2007-05-02",18.42
"84","2007-05-03",18.43
"85","2007-05-04",18.139999
"86","2007-05-07",18.01
"87","2007-05-08",17.790001
"88","2007-05-09",17.73
"89","2007-05-10",17.51
"90","2007-05-11",18.059999
"91","2007-05-14",17.700001
"92","2007-05-15",17.639999
"93","2007-05-16",17.52
"94","2007-05-17",17.459999
"95","2007-05-18",17.34
"96","2007-05-21",17.549999
"97","2007-05-22",17.85
"98","2007-05-23",17.85
"99","2007-05-24",17.379999
"100","2007-05-25",17.209999
"101","2007-05-29",17.35
"102","2007-05-30",17.49
"103","2007-05-31",17.75
"104","2007-06-01",18.059999
"105","2007-06-04",17.870001
"106","2007-06-05",17.5
"107","2007-06-06",17.68
"108","2007-06-07",17.58
"109","2007-06-08",17.559999
"110","2007-06-11",17.58
"111","2007-06-12",17.25
"112","2007-06-13",18.16
"113","2007-06-14",18.1
"114","2007-06-15",18.15
"115","2007-06-18",18.450001
"116","2007-06-19",18.23
"117","2007-06-20",17.969999
"118","2007-06-21",17.629999
"119","2007-06-22",17.540001
"120","2007-06-25",17.33
"121","2007-06-26",17.530001
"122","2007-06-27",17.950001
"123","2007-06-28",17.870001
"124","2007-06-29",17.85
"125","2007-07-02",17.85
"126","2007-07-03",17.540001
"127","2007-07-05",17.26
"128","2007-07-06",17.65
"129","2007-07-09",17.59
"130","2007-07-10",17.440001
"131","2007-07-11",17.35
"132","2007-07-12",17.57
"133","2007-07-13",17.67
"134","2007-07-16",17.530001
"135","2007-07-17",17.639999
"136","2007-07-18",17.66
"137","2007-07-19",17.6
"138","2007-07-20",17.200001
"139","2007-07-23",17.299999
"140","2007-07-24",17.040001
"141","2007-07-25",17.549999
"142","2007-07-26",17.16
"143","2007-07-27",16.35
"144","2007-07-30",16.49
"145","2007-07-31",16.629999
"146","2007-08-01",16.809999
"147","2007-08-02",17.18
"148","2007-08-03",16.440001
"149","2007-08-06",16.780001
"150","2007-08-07",16.530001
"151","2007-08-08",16.940001
"152","2007-08-09",16.85
"153","2007-08-10",16.15
"154","2007-08-13",16.58
"155","2007-08-14",16.299999
"156","2007-08-15",16.67
"157","2007-08-16",17.040001
"158","2007-08-17",17.23
"159","2007-08-20",17.48
"160","2007-08-21",17.35
"161","2007-08-22",16.75
"162","2007-08-23",17.35
"163","2007-08-24",17.209999
"164","2007-08-27",16.809999
"165","2007-08-28",16.700001
"166","2007-08-29",16.870001
"167","2007-08-30",17
"168","2007-08-31",17.26
"169","2007-09-04",17.190001
"170","2007-09-05",17.389999
"171","2007-09-06",17.42
"172","2007-09-07",16.75
"173","2007-09-10",16.57
"174","2007-09-11",17.23
"175","2007-09-12",16.68
"176","2007-09-13",16.889999
"177","2007-09-14",16.99
"178","2007-09-17",16.92
"179","2007-09-18",18
"180","2007-09-19",17.43
"181","2007-09-20",17.139999
