"","date","NTWK"
"100","2007-05-25",16.5
"101","2007-05-29",16.4
"102","2007-05-30",16.4
"103","2007-05-31",16.299999
"104","2007-06-01",16.4
"105","2007-06-04",15.3
"106","2007-06-05",15.6
"107","2007-06-06",15.6
"108","2007-06-07",14.7
"109","2007-06-08",14.9
"110","2007-06-11",15.2
"111","2007-06-12",15.3
"112","2007-06-13",15.9
"113","2007-06-14",16.1
"114","2007-06-15",15.8
"115","2007-06-18",16.200001
"116","2007-06-19",16.299999
"117","2007-06-20",16.4
"118","2007-06-21",16
"119","2007-06-22",15.8
"120","2007-06-25",16.1
"121","2007-06-26",16.299999
"122","2007-06-27",16.299999
"123","2007-06-28",16.799999
"124","2007-06-29",17.4
"125","2007-07-02",17.9
"126","2007-07-03",18
"127","2007-07-05",18.299999
"128","2007-07-06",18.1
"129","2007-07-09",18
"130","2007-07-10",17.799999
"131","2007-07-11",17.700001
"132","2007-07-12",16.4
"133","2007-07-13",16.5
"134","2007-07-16",16.200001
"135","2007-07-17",16
"136","2007-07-18",15.2
"137","2007-07-19",15.9
"138","2007-07-20",15.4
"139","2007-07-23",16
"140","2007-07-24",15.8
"141","2007-07-25",15.3
"142","2007-07-26",14.8
"143","2007-07-27",15.4
"144","2007-07-30",15.5
"145","2007-07-31",15.5
"146","2007-08-01",15.1
"147","2007-08-02",15.4
"148","2007-08-03",15.7
"149","2007-08-06",15.8
"150","2007-08-07",15.5
"151","2007-08-08",15.7
"152","2007-08-09",15.3
"153","2007-08-10",15.7
"154","2007-08-13",15.6
"155","2007-08-14",15.8
"156","2007-08-15",15.5
"157","2007-08-16",14.4
"158","2007-08-17",14.6
"159","2007-08-20",15.7
"160","2007-08-21",15.8
"161","2007-08-22",15.8
"162","2007-08-23",15.8
"163","2007-08-24",16
"164","2007-08-27",15.5
"165","2007-08-28",16.200001
"166","2007-08-29",16.799999
"167","2007-08-30",16.5
"168","2007-08-31",16
"169","2007-09-04",16
"170","2007-09-05",16.4
"171","2007-09-06",17.299999
"172","2007-09-07",17.799999
"173","2007-09-10",17.6
"174","2007-09-11",16.6
"175","2007-09-12",17
"176","2007-09-13",17.299999
"177","2007-09-14",17.700001
"178","2007-09-17",17.5
"179","2007-09-18",16.9
"180","2007-09-19",23.700001
"181","2007-09-20",23.299999
"182","2007-09-21",21.6
"183","2007-09-24",26.5
"184","2007-09-25",26.9
"185","2007-09-26",25.4
"186","2007-09-27",28.299999
"187","2007-09-28",29.799999
"188","2007-10-01",31.5
"189","2007-10-02",31.5
"190","2007-10-03",31.6
"191","2007-10-04",33.900002
"192","2007-10-05",35
"193","2007-10-08",36.400002
"194","2007-10-09",36.299999
"195","2007-10-10",35.400002
"196","2007-10-11",29
"197","2007-10-12",31.200001
"198","2007-10-15",37.900002
"199","2007-10-16",38.099998
"200","2007-10-17",38.400002
"201","2007-10-18",38.5
"202","2007-10-19",35.599998
"203","2007-10-22",37.5
"204","2007-10-23",37.599998
"205","2007-10-24",39.900002
"206","2007-10-25",38.400002
"207","2007-10-26",40
"208","2007-10-29",43.599998
"209","2007-10-30",43.799999
"210","2007-10-31",44.599998
"211","2007-11-01",41.700001
"212","2007-11-02",41.5
"213","2007-11-05",36
"214","2007-11-06",37.799999
"215","2007-11-07",37
"216","2007-11-08",43.799999
"217","2007-11-09",40.5
"218","2007-11-12",35.099998
"219","2007-11-13",37.599998
"220","2007-11-14",36.400002
"221","2007-11-15",35.700001
"222","2007-11-16",32.700001
"223","2007-11-19",29.700001
"224","2007-11-20",30.4
"225","2007-11-21",31.1
"226","2007-11-23",30.200001
"227","2007-11-26",29.9
"228","2007-11-27",27.299999
"229","2007-11-28",28.6
"230","2007-11-29",28.700001
"231","2007-11-30",28
"232","2007-12-03",28.4
"233","2007-12-04",28.5
"234","2007-12-05",32
"235","2007-12-06",33
"236","2007-12-07",32
"237","2007-12-10",32.700001
"238","2007-12-11",30.700001
"239","2007-12-12",29.200001
"240","2007-12-13",28.5
"241","2007-12-14",26.200001
"242","2007-12-17",26.799999
"243","2007-12-18",25.4
"244","2007-12-19",25.200001
"245","2007-12-20",25
"246","2007-12-21",27.200001
"247","2007-12-24",26.5
"248","2007-12-26",27.799999
"249","2007-12-27",24.200001
"250","2007-12-28",22.9
"251","2007-12-31",24.1
"252","2008-01-02",23.5
"253","2008-01-03",21.1
"254","2008-01-04",20
"255","2008-01-07",18.799999
"256","2008-01-08",19.5
"257","2008-01-09",19
"258","2008-01-10",19.799999
"259","2008-01-11",20.200001
"260","2008-01-14",24.4
"261","2008-01-15",23
"262","2008-01-16",22.5
"263","2008-01-17",21.9
"264","2008-01-18",22.9
"265","2008-01-22",21.1
"266","2008-01-23",21.200001
"267","2008-01-24",22.799999
"268","2008-01-25",23.4
"269","2008-01-28",22.700001
"270","2008-01-29",22.799999
"271","2008-01-30",23.200001
"272","2008-01-31",23.200001
"273","2008-02-01",23.799999
"274","2008-02-04",26.299999
"275","2008-02-05",25.1
"276","2008-02-06",24.299999
"277","2008-02-07",23.1
"278","2008-02-08",22.6
"279","2008-02-11",22.1
"280","2008-02-12",22.799999
"281","2008-02-13",20.1
"282","2008-02-14",18.799999
"283","2008-02-15",18.700001
"284","2008-02-19",18
"285","2008-02-20",18.4
"286","2008-02-21",17.700001
"287","2008-02-22",18.5
"288","2008-02-25",18.6
"289","2008-02-26",19.9
"290","2008-02-27",20.1
"291","2008-02-28",19.9
"292","2008-02-29",19.799999
"293","2008-03-03",19.799999
"294","2008-03-04",18.700001
"295","2008-03-05",18.9
"296","2008-03-06",18.299999
"297","2008-03-07",18.6
"298","2008-03-10",18
"299","2008-03-11",17.9
"300","2008-03-12",17.9
"301","2008-03-13",17.299999
"302","2008-03-14",17.4
"303","2008-03-17",15.7
"304","2008-03-18",15
"305","2008-03-19",15.3
"306","2008-03-20",15.3
"307","2008-03-24",16.799999
"308","2008-03-25",16.6
"309","2008-03-26",18.700001
"310","2008-03-27",18.6
"311","2008-03-28",19
"312","2008-03-31",19.9
"313","2008-04-01",21.1
"314","2008-04-02",22.4
"315","2008-04-03",22.6
"316","2008-04-04",23
"317","2008-04-07",23.4
"318","2008-04-08",23.700001
"319","2008-04-09",23.200001
"320","2008-04-10",22.700001
"321","2008-04-11",22
"322","2008-04-14",20.6
"323","2008-04-15",20.700001
"324","2008-04-16",21.799999
"325","2008-04-17",21.299999
"326","2008-04-18",22.5
"327","2008-04-21",23.200001
"328","2008-04-22",23.4
"329","2008-04-23",23.5
"330","2008-04-24",23.9
"331","2008-04-25",23.299999
"332","2008-04-28",23.6
"333","2008-04-29",24.299999
"334","2008-04-30",24.299999
"335","2008-05-01",26.200001
"336","2008-05-02",27.799999
"337","2008-05-05",27.700001
"338","2008-05-06",27.299999
"339","2008-05-07",27.299999
"340","2008-05-08",27.6
"341","2008-05-09",27.200001
"342","2008-05-12",27.299999
"343","2008-05-13",30.5
"344","2008-05-14",29.5
"345","2008-05-15",30.1
"346","2008-05-16",29.9
"347","2008-05-19",30
"348","2008-05-20",28.700001
"349","2008-05-21",27.700001
"350","2008-05-22",25.5
"351","2008-05-23",26.4
"352","2008-05-27",27
"353","2008-05-28",28
"354","2008-05-29",28.200001
"355","2008-05-30",28.1
"356","2008-06-02",28.5
"357","2008-06-03",28.799999
"358","2008-06-04",28.799999
"359","2008-06-05",29.4
"360","2008-06-06",29.4
"361","2008-06-09",28.6
"362","2008-06-10",28.5
"363","2008-06-11",27.5
"364","2008-06-12",26.6
"365","2008-06-13",28.4
"366","2008-06-16",28.9
"367","2008-06-17",28.799999
"368","2008-06-18",28.4
"369","2008-06-19",28.299999
"370","2008-06-20",28
"371","2008-06-23",27.5
"372","2008-06-24",26.700001
"373","2008-06-25",27.6
"374","2008-06-26",27.1
"375","2008-06-27",26.799999
"376","2008-06-30",25.799999
"377","2008-07-01",25.5
"378","2008-07-02",23.799999
"379","2008-07-03",24
"380","2008-07-07",24.299999
"381","2008-07-08",24.799999
"382","2008-07-09",24.9
"383","2008-07-10",24.1
"384","2008-07-11",23.700001
"385","2008-07-14",24.799999
"386","2008-07-15",25.299999
"387","2008-07-16",25.700001
"388","2008-07-17",27.799999
"389","2008-07-18",28.4
"390","2008-07-21",28.700001
"391","2008-07-22",29.200001
"392","2008-07-23",29
"393","2008-07-24",30.700001
"394","2008-07-25",31.4
"395","2008-07-28",34.099998
"396","2008-07-29",33.5
"397","2008-07-30",32.5
"398","2008-07-31",32.599998
"399","2008-08-01",33.200001
"400","2008-08-04",31.700001
"401","2008-08-05",31.700001
"402","2008-08-06",31.6
"403","2008-08-07",31.299999
"404","2008-08-08",31.4
"405","2008-08-11",31.200001
"406","2008-08-12",30.9
"407","2008-08-13",30.4
"408","2008-08-14",29
"409","2008-08-15",28.200001
"410","2008-08-18",29
"411","2008-08-19",27.9
"412","2008-08-20",27.200001
"413","2008-08-21",28
"414","2008-08-22",28.4
"415","2008-08-25",27.5
"416","2008-08-26",26.799999
"417","2008-08-27",28.4
"418","2008-08-28",28.5
"419","2008-08-29",29.299999
"420","2008-09-02",29.5
"421","2008-09-03",29.700001
"422","2008-09-04",29.9
"423","2008-09-05",29.299999
"424","2008-09-08",29.5
"425","2008-09-09",27.200001
"426","2008-09-10",29.1
"427","2008-09-11",28.700001
"428","2008-09-12",28.6
"429","2008-09-15",27.4
"430","2008-09-16",27
"431","2008-09-17",26.6
"432","2008-09-18",23.6
"433","2008-09-19",24
"434","2008-09-22",20.4
"435","2008-09-23",20
"436","2008-09-24",19.200001
"437","2008-09-25",19.700001
"438","2008-09-26",18.700001
"439","2008-09-29",17
"440","2008-09-30",17.799999
"441","2008-10-01",18.5
"442","2008-10-02",18.4
"443","2008-10-03",18.1
"444","2008-10-06",16.299999
"445","2008-10-07",15.5
"446","2008-10-08",14.8
"447","2008-10-09",13.4
"448","2008-10-10",13.5
"449","2008-10-13",16.6
"450","2008-10-14",15.8
"451","2008-10-15",15
"452","2008-10-16",15.5
"453","2008-10-17",17.200001
"454","2008-10-20",17.200001
"455","2008-10-21",17
"456","2008-10-22",15.6
"457","2008-10-23",14.7
"458","2008-10-24",13.7
"459","2008-10-27",14.2
"460","2008-10-28",14.3
"461","2008-10-29",13.8
"462","2008-10-30",14.5
"463","2008-10-31",14.7
"464","2008-11-03",15.4
"465","2008-11-04",16.1
"466","2008-11-05",15.1
"467","2008-11-06",13.7
"468","2008-11-07",13.8
"469","2008-11-10",10.2
"470","2008-11-11",10.2
"471","2008-11-12",9.3
"472","2008-11-13",10.1
"473","2008-11-14",10.2
"474","2008-11-17",8.1
"475","2008-11-18",8.8
"476","2008-11-19",8.3
"477","2008-11-20",7
"478","2008-11-21",6.7
"479","2008-11-24",7.2
"480","2008-11-25",7.5
"481","2008-11-26",7.1
"482","2008-11-28",6.9
"483","2008-12-01",6.9
"484","2008-12-02",6.8
"485","2008-12-03",6.9
"486","2008-12-04",7
"487","2008-12-05",7.3
"488","2008-12-08",7.2
"489","2008-12-09",6.9
"490","2008-12-10",6.8
"491","2008-12-11",6.6
"492","2008-12-12",6.8
"493","2008-12-15",6.7
"494","2008-12-16",6.7
"495","2008-12-17",6.8
"496","2008-12-18",7.3
"497","2008-12-19",6.2
"498","2008-12-22",6.5
"499","2008-12-23",6.4
"500","2008-12-24",6.5
"501","2008-12-26",6.2
"502","2008-12-29",6.1
"503","2008-12-30",6.1
"504","2008-12-31",6.4
"505","2009-01-02",7
"506","2009-01-05",7.8
"507","2009-01-06",10.2
"508","2009-01-07",10.2
"509","2009-01-08",10.2
"510","2009-01-09",10.2
"511","2009-01-12",9.4
"512","2009-01-13",9
"513","2009-01-14",8.4
"514","2009-01-15",8.6
"515","2009-01-16",8.6
"516","2009-01-20",7.7
"517","2009-01-21",8
"518","2009-01-22",8.1
"519","2009-01-23",8.1
"520","2009-01-26",8.2
"521","2009-01-27",8.2
"522","2009-01-28",8.3
"523","2009-01-29",8
"524","2009-01-30",7.9
"525","2009-02-02",7.4
"526","2009-02-03",7.2
"527","2009-02-04",7.2
"528","2009-02-05",7
"529","2009-02-06",7.4
"530","2009-02-09",6.8
"531","2009-02-10",7
"532","2009-02-11",6.4
"533","2009-02-12",6.5
"534","2009-02-13",3.8
"535","2009-02-17",3.7
"536","2009-02-18",4.2
"537","2009-02-19",3.9
"538","2009-02-20",3.9
"539","2009-02-23",3.9
"540","2009-02-24",4
"541","2009-02-25",3.9
"542","2009-02-26",3.7
"543","2009-02-27",3.7
"544","2009-03-02",3.7
"545","2009-03-03",3.5
"546","2009-03-04",3.2
"547","2009-03-05",2.5
"548","2009-03-06",2.7
"549","2009-03-09",3
"550","2009-03-10",2.8
"551","2009-03-11",3
"552","2009-03-12",2.9
"553","2009-03-13",3.2
"554","2009-03-16",3.4
"555","2009-03-17",3.5
"556","2009-03-18",3.3
"557","2009-03-19",3.2
"558","2009-03-20",3.2
"559","2009-03-23",3
"560","2009-03-24",3.3
"561","2009-03-25",3.2
"562","2009-03-26",3.3
"563","2009-03-27",3.3
"564","2009-03-30",3.2
"565","2009-03-31",3.5
"566","2009-04-01",3.2
"567","2009-04-02",3
"568","2009-04-03",3
"569","2009-04-06",3.5
"570","2009-04-07",4
"571","2009-04-08",5
"572","2009-04-09",5.2
"573","2009-04-13",5.5
"574","2009-04-14",4.9
"575","2009-04-15",4.6
"576","2009-04-16",4.3
"577","2009-04-17",4.4
"578","2009-04-20",6.4
"579","2009-04-21",5.1
"580","2009-04-22",4.8
"581","2009-04-23",4.8
"582","2009-04-24",4.7
"583","2009-04-27",4.4
"584","2009-04-28",4.4
"585","2009-04-29",4.6
"586","2009-04-30",4.9
"587","2009-05-01",4.9
"588","2009-05-04",4.8
"589","2009-05-05",4.9
"590","2009-05-06",4.8
"591","2009-05-07",4.4
"592","2009-05-08",4.4
"593","2009-05-11",5
"594","2009-05-12",4.7
"595","2009-05-13",4.5
"596","2009-05-14",5
"597","2009-05-15",4.6
"598","2009-05-18",4.6
"599","2009-05-19",4.9
"600","2009-05-20",4.7
"601","2009-05-21",4.7
"602","2009-05-22",4.7
"603","2009-05-26",4.9
"604","2009-05-27",4.7
"605","2009-05-28",4.6
"606","2009-05-29",4.4
"607","2009-06-01",5.7
"608","2009-06-02",5.4
"609","2009-06-03",5.1
"610","2009-06-04",5.7
"611","2009-06-05",5.6
"612","2009-06-08",5.7
"613","2009-06-09",7.3
"614","2009-06-10",6.7
"615","2009-06-11",6.4
"616","2009-06-12",6.5
"617","2009-06-15",6.2
"618","2009-06-16",6.1
"619","2009-06-17",5.6
"620","2009-06-18",5.8
"621","2009-06-19",5.8
"622","2009-06-22",5.6
"623","2009-06-23",5.7
"624","2009-06-24",5.6
"625","2009-06-25",6
"626","2009-06-26",5.8
"627","2009-06-29",6.3
"628","2009-06-30",6.2
"629","2009-07-01",6.2
"630","2009-07-02",6.3
"631","2009-07-06",6.6
"632","2009-07-07",6.6
"633","2009-07-08",7.1
"634","2009-07-09",6.9
"635","2009-07-10",6.9
"636","2009-07-13",7.1
"637","2009-07-14",8.2
"638","2009-07-15",7.9
"639","2009-07-16",9.1
"640","2009-07-17",9.5
"641","2009-07-20",11.6
"642","2009-07-21",10.2
"643","2009-07-22",10
"644","2009-07-23",9.8
"645","2009-07-24",10
"646","2009-07-27",10.5
"647","2009-07-28",10.4
"648","2009-07-29",10.5
"649","2009-07-30",10.4
"650","2009-07-31",10.1
"651","2009-08-03",10.2
"652","2009-08-04",10.8
"653","2009-08-05",11
"654","2009-08-06",10.9
"655","2009-08-07",10.9
"656","2009-08-10",11.1
"657","2009-08-11",10.8
"658","2009-08-12",10.9
"659","2009-08-13",10.9
"660","2009-08-14",10.8
"661","2009-08-17",10
"662","2009-08-18",10.1
"663","2009-08-19",10
"664","2009-08-20",9.8
"665","2009-08-21",9.9
"666","2009-08-24",10.2
"667","2009-08-25",10
"668","2009-08-26",10.1
"669","2009-08-27",10.2
"670","2009-08-28",9.6
"671","2009-08-31",9.3
"672","2009-09-01",9.4
"673","2009-09-02",9.3
"674","2009-09-03",9.2
"675","2009-09-04",9.2
"676","2009-09-08",8.3
"677","2009-09-09",8
"678","2009-09-10",8.7
"679","2009-09-11",9.3
"680","2009-09-14",10.2
"681","2009-09-15",9.1
"682","2009-09-16",8.9
"683","2009-09-17",8.5
"684","2009-09-18",9.1
"685","2009-09-21",9.3
"686","2009-09-22",9.3
"687","2009-09-23",9.3
"688","2009-09-24",9.8
"689","2009-09-25",10.1
"690","2009-09-28",9.5
"691","2009-09-29",9.5
"692","2009-09-30",9.6
"693","2009-10-01",9.4
"694","2009-10-02",9.3
"695","2009-10-05",9.4
"696","2009-10-06",9.8
"697","2009-10-07",9.8
"698","2009-10-08",10.1
"699","2009-10-09",12.2
"700","2009-10-12",11.2
"701","2009-10-13",11.3
"702","2009-10-14",11.5
"703","2009-10-15",12.2
"704","2009-10-16",12.7
"705","2009-10-19",11.8
"706","2009-10-20",12.1
"707","2009-10-21",11.9
"708","2009-10-22",11.4
"709","2009-10-23",11.4
"710","2009-10-26",10.6
"711","2009-10-27",9.6
"712","2009-10-28",9.4
"713","2009-10-29",10
"714","2009-10-30",10
"715","2009-11-02",9.8
"716","2009-11-03",9.8
"717","2009-11-04",10.1
"718","2009-11-05",10.5
"719","2009-11-06",10.6
"720","2009-11-09",10.7
"721","2009-11-10",10
"722","2009-11-11",10.2
"723","2009-11-12",9.3
"724","2009-11-13",9.8
"725","2009-11-16",9.6
"726","2009-11-17",9
"727","2009-11-18",9.4
"728","2009-11-19",9.1
"729","2009-11-20",9.1
"730","2009-11-23",9.4
"731","2009-11-24",9.3
"732","2009-11-25",9.4
"733","2009-11-27",9.5
"734","2009-11-30",9.1
"735","2009-12-01",8.9
"736","2009-12-02",9
"737","2009-12-03",9.1
"738","2009-12-04",9.1
"739","2009-12-07",8.7
"740","2009-12-08",8.8
"741","2009-12-09",8.7
"742","2009-12-10",8.7
"743","2009-12-11",8.5
"744","2009-12-14",8.2
"745","2009-12-15",7.9
"746","2009-12-16",8.2
"747","2009-12-17",7.8
"748","2009-12-18",7.5
"749","2009-12-21",9.7
"750","2009-12-22",10.1
"751","2009-12-23",10.5
"752","2009-12-24",10.5
"753","2009-12-28",10.4
"754","2009-12-29",9.9
"755","2009-12-30",10.1
"756","2009-12-31",10.7
"757","2010-01-04",10.7
"758","2010-01-05",10.6
"759","2010-01-06",10.5
"760","2010-01-07",10.4
"761","2010-01-08",10.5
"762","2010-01-11",10.4
"763","2010-01-12",10.1
"764","2010-01-13",10.3
"765","2010-01-14",10.1
"766","2010-01-15",10.3
"767","2010-01-19",10
"768","2010-01-20",9.6
"769","2010-01-21",9.1
"770","2010-01-22",8.7
"771","2010-01-25",9.4
"772","2010-01-26",9.7
"773","2010-01-27",9.7
"774","2010-01-28",9.7
"775","2010-01-29",10
"776","2010-02-01",10.2
"777","2010-02-02",10.2
"778","2010-02-03",10.4
"779","2010-02-04",10.2
"780","2010-02-05",10.2
"781","2010-02-08",9.9
"782","2010-02-09",9.5
"783","2010-02-10",9.4
"784","2010-02-11",9.2
"785","2010-02-12",9.5
"786","2010-02-16",9.2
"787","2010-02-17",9.3
"788","2010-02-18",9.6
"789","2010-02-19",9.5
"790","2010-02-22",9.5
"791","2010-02-23",9.5
"792","2010-02-24",9.6
"793","2010-02-25",9.5
"794","2010-02-26",9.6
"795","2010-03-01",9.3
"796","2010-03-02",9.5
"797","2010-03-03",9.5
"798","2010-03-04",9.4
"799","2010-03-05",9.4
"800","2010-03-08",9.3
"801","2010-03-09",9.6
"802","2010-03-10",9.6
"803","2010-03-11",9.2
"804","2010-03-12",9.2
"805","2010-03-15",9.3
"806","2010-03-16",9.2
"807","2010-03-17",9.4
"808","2010-03-18",9.2
"809","2010-03-19",9
"810","2010-03-22",8.8
"811","2010-03-23",8.6
"812","2010-03-24",8.5
"813","2010-03-25",8.3
"814","2010-03-26",8.2
"815","2010-03-29",8.5
"816","2010-03-30",8.7
"817","2010-03-31",8.7
"818","2010-04-01",8.3
"819","2010-04-05",8.1
"820","2010-04-06",8.2
"821","2010-04-07",8.5
"822","2010-04-08",8.3
"823","2010-04-09",8.4
"824","2010-04-12",8.1
"825","2010-04-13",8.2
"826","2010-04-14",8.3
"827","2010-04-15",8
"828","2010-04-16",8.1
"829","2010-04-19",8
"830","2010-04-20",8.1
"831","2010-04-21",8.2
"832","2010-04-22",8.5
"833","2010-04-23",8.3
"834","2010-04-26",8.7
"835","2010-04-27",8.4
"836","2010-04-28",8.2
"837","2010-04-29",8.2
"838","2010-04-30",8.1
"839","2010-05-03",8.4
"840","2010-05-04",8.2
"841","2010-05-05",8.3
"842","2010-05-06",7.8
"843","2010-05-07",7.6
"844","2010-05-10",7.9
"845","2010-05-11",7.8
"846","2010-05-12",8.5
"847","2010-05-13",8.4
"848","2010-05-14",8.2
"849","2010-05-17",8.1
"850","2010-05-18",8.8
"851","2010-05-19",8.5
"852","2010-05-20",8.1
"853","2010-05-21",8.1
"854","2010-05-24",7.4
"855","2010-05-25",7.4
"856","2010-05-26",7.4
"857","2010-05-27",7.7
"858","2010-05-28",7.8
"859","2010-06-01",7.7
"860","2010-06-02",7.8
"861","2010-06-03",7.9
"862","2010-06-04",7.6
"863","2010-06-07",7.2
"864","2010-06-08",7.5
"865","2010-06-09",7.7
"866","2010-06-10",7.9
"867","2010-06-11",7.7
"868","2010-06-14",8.2
"869","2010-06-15",8.6
"870","2010-06-16",8.4
"871","2010-06-17",8.4
"872","2010-06-18",8.3
"873","2010-06-21",8.4
"874","2010-06-22",8.2
"875","2010-06-23",8.3
"876","2010-06-24",8.2
"877","2010-06-25",7.8
"878","2010-06-28",8
"879","2010-06-29",7.5
"880","2010-06-30",7.3
"881","2010-07-01",7.2
"882","2010-07-02",7.4
"883","2010-07-06",7.5
"884","2010-07-07",7.5
"885","2010-07-08",7.4
"886","2010-07-09",7.5
"887","2010-07-12",7.7
"888","2010-07-13",8.3
"889","2010-07-14",8.4
"890","2010-07-15",8.3
"891","2010-07-16",8.1
"892","2010-07-19",8.1
"893","2010-07-20",8.3
"894","2010-07-21",8.2
"895","2010-07-22",8.2
"896","2010-07-23",7.9
"897","2010-07-26",8.4
"898","2010-07-27",8.5
"899","2010-07-28",8.5
"900","2010-07-29",8.3
"901","2010-07-30",8.5
"902","2010-08-02",8.5
"903","2010-08-03",8.7
"904","2010-08-04",8.3
"905","2010-08-05",8.3
"906","2010-08-06",8.3
"907","2010-08-09",8.1
"908","2010-08-10",8.2
"909","2010-08-11",7.8
"910","2010-08-12",8.1
"911","2010-08-13",8.1
"912","2010-08-16",8.2
"913","2010-08-17",8.1
"914","2010-08-18",7.8
"915","2010-08-19",7.8
"916","2010-08-20",7.8
"917","2010-08-23",7.8
"918","2010-08-24",7.9
"919","2010-08-25",7.7
"920","2010-08-26",8
"921","2010-08-27",7.9
"922","2010-08-30",8
"923","2010-08-31",8.1
"924","2010-09-01",8.5
"925","2010-09-02",9.3
"926","2010-09-03",10.3
"927","2010-09-07",9.8
"928","2010-09-08",10.4
"929","2010-09-09",9.9
"930","2010-09-10",10.3
"931","2010-09-13",10.1
"932","2010-09-14",10.4
"933","2010-09-15",10.4
"934","2010-09-16",10.4
"935","2010-09-17",11.7
"936","2010-09-20",12.6
"937","2010-09-21",12
"938","2010-09-22",12.7
"939","2010-09-23",13.9
"940","2010-09-24",14
"941","2010-09-27",15.7
"942","2010-09-28",16.5
"943","2010-09-29",16.6
"944","2010-09-30",16.1
"945","2010-10-01",15.5
"946","2010-10-04",16.1
"947","2010-10-05",17.799999
"948","2010-10-06",18.4
"949","2010-10-07",18.299999
"950","2010-10-08",18.1
"951","2010-10-11",18.299999
"952","2010-10-12",18.700001
"953","2010-10-13",18.9
"954","2010-10-14",18.9
"955","2010-10-15",19.799999
"956","2010-10-18",20.799999
"957","2010-10-19",20.5
"958","2010-10-20",20.4
"959","2010-10-21",18.200001
"960","2010-10-22",18.9
"961","2010-10-25",19.9
"962","2010-10-26",19.9
"963","2010-10-27",19.1
"964","2010-10-28",18.6
"965","2010-10-29",18.1
"966","2010-11-01",16.799999
"967","2010-11-02",15.5
"968","2010-11-03",15.7
"969","2010-11-04",15.6
"970","2010-11-05",14.8
"971","2010-11-08",14.6
"972","2010-11-09",14.3
"973","2010-11-10",16.9
"974","2010-11-11",15.7
"975","2010-11-12",15.1
"976","2010-11-15",14.3
"977","2010-11-16",13.8
"978","2010-11-17",13.4
"979","2010-11-18",14.2
"980","2010-11-19",14
"981","2010-11-22",14.5
"982","2010-11-23",13.8
"983","2010-11-24",13.9
"984","2010-11-26",14.3
"985","2010-11-29",14
"986","2010-11-30",13.4
"987","2010-12-01",13.8
"988","2010-12-02",13.9
"989","2010-12-03",15
"990","2010-12-06",15.4
"991","2010-12-07",15.1
"992","2010-12-08",14.7
"993","2010-12-09",14.5
"994","2010-12-10",15.2
"995","2010-12-13",15.5
"996","2010-12-14",17.5
"997","2010-12-15",16.6
"998","2010-12-16",17.1
"999","2010-12-17",17.4
"1000","2010-12-20",17.5
