"","date","WTS"
"1","2007-01-03",39.98
"2","2007-01-04",39.919998
"3","2007-01-05",39.389999
"4","2007-01-08",39.139999
"5","2007-01-09",39.290001
"6","2007-01-10",39.34
"7","2007-01-11",39.369999
"8","2007-01-12",39.759998
"9","2007-01-16",40.029999
"10","2007-01-17",40.389999
"11","2007-01-18",40.259998
"12","2007-01-19",40.68
"13","2007-01-22",40.5
"14","2007-01-23",41.189999
"15","2007-01-24",41.740002
"16","2007-01-25",41.860001
"17","2007-01-26",42.240002
"18","2007-01-29",42.560001
"19","2007-01-30",43.029999
"20","2007-01-31",43.970001
"21","2007-02-01",44.709999
"22","2007-02-02",44.540001
"23","2007-02-05",44.259998
"24","2007-02-06",45.5
"25","2007-02-07",43.950001
"26","2007-02-08",43.27
"27","2007-02-09",43.18
"28","2007-02-12",43.119999
"29","2007-02-13",43.349998
"30","2007-02-14",38.41
"31","2007-02-15",38.529999
"32","2007-02-16",38.400002
"33","2007-02-20",38.970001
"34","2007-02-21",39.57
"35","2007-02-22",39.34
"36","2007-02-23",39.02
"37","2007-02-26",39.490002
"38","2007-02-27",38.02
"39","2007-02-28",37.66
"40","2007-03-01",36.459999
"41","2007-03-02",36.549999
"42","2007-03-05",35.48
"43","2007-03-06",36.700001
"44","2007-03-07",37.18
"45","2007-03-08",36.779999
"46","2007-03-09",36.84
"47","2007-03-12",37.25
"48","2007-03-13",36.380001
"49","2007-03-14",36.240002
"50","2007-03-15",37.150002
"51","2007-03-16",37.07
"52","2007-03-19",38.509998
"53","2007-03-20",38.82
"54","2007-03-21",39.279999
"55","2007-03-22",38.57
"56","2007-03-23",38.580002
"57","2007-03-26",38.720001
"58","2007-03-27",38.299999
"59","2007-03-28",38.299999
"60","2007-03-29",37.330002
"61","2007-03-30",38.029999
"62","2007-04-02",37.889999
"63","2007-04-03",38.5
"64","2007-04-04",38.610001
"65","2007-04-05",38.59
"66","2007-04-09",39.07
"67","2007-04-10",39.130001
"68","2007-04-11",38.959999
"69","2007-04-12",38.810001
"70","2007-04-13",39.369999
"71","2007-04-16",40.59
"72","2007-04-17",40.779999
"73","2007-04-18",40.619999
"74","2007-04-19",40.41
"75","2007-04-20",39.790001
"76","2007-04-23",40.23
"77","2007-04-24",39.939999
"78","2007-04-25",40.450001
"79","2007-04-26",41.07
"80","2007-04-27",40.950001
"81","2007-04-30",40.5
"82","2007-05-01",40.630001
"83","2007-05-02",38.48
"84","2007-05-03",38.099998
"85","2007-05-04",37.700001
"86","2007-05-07",37.459999
"87","2007-05-08",37.490002
"88","2007-05-09",37.450001
"89","2007-05-10",37.470001
"90","2007-05-11",36.939999
"91","2007-05-14",36.849998
"92","2007-05-15",36.439999
"93","2007-05-16",36.720001
"94","2007-05-17",37.299999
"95","2007-05-18",37.68
"96","2007-05-21",37.419998
"97","2007-05-22",37.52
"98","2007-05-23",36.900002
"99","2007-05-24",37.049999
"100","2007-05-25",36.709999
"101","2007-05-29",37.619999
"102","2007-05-30",37.790001
"103","2007-05-31",37.900002
"104","2007-06-01",37.790001
"105","2007-06-04",38.32
"106","2007-06-05",38.290001
"107","2007-06-06",37.759998
"108","2007-06-07",37.310001
"109","2007-06-08",37.419998
"110","2007-06-11",37.830002
"111","2007-06-12",37.419998
"112","2007-06-13",37.98
"113","2007-06-14",38.619999
"114","2007-06-15",38.880001
"115","2007-06-18",39.419998
"116","2007-06-19",39.130001
"117","2007-06-20",38.759998
"118","2007-06-21",38.650002
"119","2007-06-22",38.25
"120","2007-06-25",37.27
"121","2007-06-26",37.43
"122","2007-06-27",37.610001
"123","2007-06-28",37.740002
"124","2007-06-29",37.470001
"125","2007-07-02",37.900002
"126","2007-07-03",38.689999
"127","2007-07-05",38.669998
"128","2007-07-06",38.860001
"129","2007-07-09",39.060001
"130","2007-07-10",38.009998
"131","2007-07-11",38.34
"132","2007-07-12",38.860001
"133","2007-07-13",38.880001
"134","2007-07-16",38.689999
"135","2007-07-17",38.650002
"136","2007-07-18",38.830002
"137","2007-07-19",39.43
"138","2007-07-20",38.400002
"139","2007-07-23",38.41
"140","2007-07-24",37.950001
"141","2007-07-25",37.849998
"142","2007-07-26",36.48
"143","2007-07-27",35.189999
"144","2007-07-30",35.610001
"145","2007-07-31",34.91
"146","2007-08-01",34.080002
"147","2007-08-02",34.540001
"148","2007-08-03",33.360001
"149","2007-08-06",34.759998
"150","2007-08-07",35.419998
"151","2007-08-08",38
"152","2007-08-09",37.099998
"153","2007-08-10",35.75
"154","2007-08-13",36.209999
"155","2007-08-14",34.419998
"156","2007-08-15",33.509998
"157","2007-08-16",34.150002
"158","2007-08-17",34.950001
"159","2007-08-20",34.990002
