"","date","TCCO"
"383","2008-07-10",5.7
"384","2008-07-11",5.6
"385","2008-07-14",5.5
"386","2008-07-15",5.31
"387","2008-07-16",5.3
"388","2008-07-17",5.4
"389","2008-07-18",5.4
"390","2008-07-21",5.4
"391","2008-07-22",5.6
"392","2008-07-23",6.3
"393","2008-07-24",6.3
"394","2008-07-25",6
"395","2008-07-28",6
"396","2008-07-29",6
"397","2008-07-30",6
"398","2008-07-31",6.2
"399","2008-08-01",6
"400","2008-08-04",6.15
"401","2008-08-05",6.08
"402","2008-08-06",6
"403","2008-08-07",6
"404","2008-08-08",5.85
"405","2008-08-11",5.85
"406","2008-08-12",5.7
"407","2008-08-13",5.7
"408","2008-08-14",5.75
"409","2008-08-15",5.95
"410","2008-08-18",5.91
"411","2008-08-19",6
"412","2008-08-20",6.02
"413","2008-08-21",6.15
"414","2008-08-22",6.25
"415","2008-08-25",6.25
"416","2008-08-26",6.25
"417","2008-08-27",6.25
"418","2008-08-28",6.2
"419","2008-08-29",6.2
"420","2008-09-02",6.35
"421","2008-09-03",6.4
"422","2008-09-04",6.4
"423","2008-09-05",6.1
"424","2008-09-08",6.4
"425","2008-09-09",6
"426","2008-09-10",6.1
"427","2008-09-11",5.95
"428","2008-09-12",5.9
"429","2008-09-15",5.5
"430","2008-09-16",5.5
"431","2008-09-17",4.95
"432","2008-09-18",5.2
"433","2008-09-19",5.75
"434","2008-09-22",5.5
"435","2008-09-23",5.25
"436","2008-09-24",5.35
"437","2008-09-25",5.3
"438","2008-09-26",5.75
"439","2008-09-29",5.25
"440","2008-09-30",5.45
"441","2008-10-01",5.4
"442","2008-10-02",5.25
"443","2008-10-03",5.45
"444","2008-10-06",4.85
"445","2008-10-07",4.5
"446","2008-10-08",4.3
"447","2008-10-09",4.4
"448","2008-10-10",4.3
"449","2008-10-13",4.6
"450","2008-10-14",5
"451","2008-10-15",4.46
"452","2008-10-16",4.46
"453","2008-10-17",4.12
"454","2008-10-20",4.1
"455","2008-10-21",4.25
"456","2008-10-22",4.35
"457","2008-10-23",4.1
"458","2008-10-24",4
"459","2008-10-27",3.85
"460","2008-10-28",4.15
"461","2008-10-29",4.25
"462","2008-10-30",4.5
"463","2008-10-31",4.55
"464","2008-11-03",4.65
"465","2008-11-04",4.95
"466","2008-11-05",4.95
"467","2008-11-06",4.95
"468","2008-11-07",4.95
"469","2008-11-10",4.95
"470","2008-11-11",4.8
"471","2008-11-12",4.5
"472","2008-11-13",4.5
"473","2008-11-14",4.95
"474","2008-11-17",4.95
"475","2008-11-18",4.5
"476","2008-11-19",4.5
"477","2008-11-20",4.5
"478","2008-11-21",4.4
"479","2008-11-24",4.4
"480","2008-11-25",3.75
"481","2008-11-26",3.7
"482","2008-11-28",3.7
"483","2008-12-01",3.7
"484","2008-12-02",3.7
"485","2008-12-03",3.7
"486","2008-12-04",3.7
"487","2008-12-05",3.98
"488","2008-12-08",3.98
"489","2008-12-09",3.98
"490","2008-12-10",3.98
"491","2008-12-11",3.98
"492","2008-12-12",3.98
"493","2008-12-15",3.98
"494","2008-12-16",3.98
"495","2008-12-17",3.98
"496","2008-12-18",4.2
"497","2008-12-19",4.2
"498","2008-12-22",4.2
"499","2008-12-23",4.64
"500","2008-12-24",4.64
"501","2008-12-26",4.64
"502","2008-12-29",3.85
"503","2008-12-30",4.64
"504","2008-12-31",4.64
"505","2009-01-02",4.64
"506","2009-01-05",4.6
"507","2009-01-06",4.6
"508","2009-01-07",4.6
"509","2009-01-08",4.5
"510","2009-01-09",4.5
"511","2009-01-12",4.5
"512","2009-01-13",4.5
"513","2009-01-14",4.5
"514","2009-01-15",4.6
"515","2009-01-16",4.6
"516","2009-01-20",4.6
"517","2009-01-21",4.64
"518","2009-01-22",4.64
"519","2009-01-23",4.64
"520","2009-01-26",4.75
"521","2009-01-27",4.75
"522","2009-01-28",4.75
"523","2009-01-29",5.57
"524","2009-01-30",5.2
"525","2009-02-02",5.2
"526","2009-02-03",5.2
"527","2009-02-04",5
"528","2009-02-05",5.15
"529","2009-02-06",4.9
"530","2009-02-09",4.9
"531","2009-02-10",4.9
"532","2009-02-11",4.95
"533","2009-02-12",4.95
"534","2009-02-13",3.81
"535","2009-02-17",4.3
"536","2009-02-18",4.3
"537","2009-02-19",4.25
"538","2009-02-20",4.2
"539","2009-02-23",3.88
"540","2009-02-24",4
"541","2009-02-25",4
"542","2009-02-26",4
"543","2009-02-27",4
"544","2009-03-02",3.85
"545","2009-03-03",3.6
"546","2009-03-04",4
"547","2009-03-05",4
"548","2009-03-06",3.94
"549","2009-03-09",3.94
"550","2009-03-10",3.94
"551","2009-03-11",3.94
"552","2009-03-12",3.94
"553","2009-03-13",3.8
"554","2009-03-16",3.8
"555","2009-03-17",3.7
"556","2009-03-18",3.9
"557","2009-03-19",3.95
"558","2009-03-20",3.79
"559","2009-03-23",3.8
"560","2009-03-24",3.8
"561","2009-03-25",5
"562","2009-03-26",5
"563","2009-03-27",4.75
"564","2009-03-30",4.75
"565","2009-03-31",4.75
"566","2009-04-01",4.75
"567","2009-04-02",4.75
"568","2009-04-03",4.75
"569","2009-04-06",4.75
"570","2009-04-07",5
"571","2009-04-08",5
"572","2009-04-09",5
"573","2009-04-13",5
"574","2009-04-14",5
"575","2009-04-15",5
"576","2009-04-16",4.75
"577","2009-04-17",4.75
"578","2009-04-20",4.75
"579","2009-04-21",4.75
"580","2009-04-22",4.75
"581","2009-04-23",4.75
"582","2009-04-24",4.75
"583","2009-04-27",4.75
"584","2009-04-28",4.75
"585","2009-04-29",4.74
"586","2009-04-30",4.74
"587","2009-05-01",4.75
"588","2009-05-04",4
"589","2009-05-05",4.1
"590","2009-05-06",4.1
"591","2009-05-07",4.1
"592","2009-05-08",4.1
"593","2009-05-11",4.25
"594","2009-05-12",4.25
"595","2009-05-13",4.35
"596","2009-05-14",4
"597","2009-05-15",4
"598","2009-05-18",4
"599","2009-05-19",4
"600","2009-05-20",4
"601","2009-05-21",4
"602","2009-05-22",4
"603","2009-05-26",4
"604","2009-05-27",4
"605","2009-05-28",4
"606","2009-05-29",4
"607","2009-06-01",4
"608","2009-06-02",4
"609","2009-06-03",4
"610","2009-06-04",4
"611","2009-06-05",4
"612","2009-06-08",4
"613","2009-06-09",4
"614","2009-06-10",4
"615","2009-06-11",4
"616","2009-06-12",3.99
"617","2009-06-15",3.8
"618","2009-06-16",3.98
"619","2009-06-17",3.99
"620","2009-06-18",3.99
"621","2009-06-19",3.99
"622","2009-06-22",3.99
"623","2009-06-23",3.99
"624","2009-06-24",3.99
"625","2009-06-25",3.99
"626","2009-06-26",3.99
"627","2009-06-29",3.99
"628","2009-06-30",3.99
"629","2009-07-01",3.99
"630","2009-07-02",3.99
"631","2009-07-06",3.99
"632","2009-07-07",3.99
"633","2009-07-08",3.99
"634","2009-07-09",3.99
"635","2009-07-10",3.99
"636","2009-07-13",3.79
"637","2009-07-14",3.75
"638","2009-07-15",3.98
"639","2009-07-16",3.98
"640","2009-07-17",4
"641","2009-07-20",4
"642","2009-07-21",4
"643","2009-07-22",4
"644","2009-07-23",4
"645","2009-07-24",4
"646","2009-07-27",4
"647","2009-07-28",4.35
"648","2009-07-29",4.35
"649","2009-07-30",4.35
"650","2009-07-31",5.25
"651","2009-08-03",5.15
"652","2009-08-04",5.15
"653","2009-08-05",5.15
"654","2009-08-06",5.15
"655","2009-08-07",5.15
"656","2009-08-10",5.07
"657","2009-08-11",4.95
"658","2009-08-12",4.95
"659","2009-08-13",4.5
"660","2009-08-14",4.5
"661","2009-08-17",4.5
"662","2009-08-18",4.5
"663","2009-08-19",4.94
"664","2009-08-20",4.94
"665","2009-08-21",4.94
"666","2009-08-24",4.1
"667","2009-08-25",4.8
"668","2009-08-26",4.8
"669","2009-08-27",4.8
"670","2009-08-28",4.8
"671","2009-08-31",4.5
"672","2009-09-01",4.5
"673","2009-09-02",4.5
"674","2009-09-03",4.5
"675","2009-09-04",4.5
"676","2009-09-08",4.5
"677","2009-09-09",4.4
"678","2009-09-10",4
"679","2009-09-11",3.98
"680","2009-09-14",3.7
"681","2009-09-15",3.9
"682","2009-09-16",3.9
"683","2009-09-17",4.2
"684","2009-09-18",3.95
"685","2009-09-21",3.9
"686","2009-09-22",3.9
"687","2009-09-23",4.5
"688","2009-09-24",4.5
"689","2009-09-25",4.5
"690","2009-09-28",4.5
"691","2009-09-29",4.5
"692","2009-09-30",4.5
"693","2009-10-01",4.5
"694","2009-10-02",4.5
"695","2009-10-05",4.5
"696","2009-10-06",4.5
"697","2009-10-07",4.5
"698","2009-10-08",4.45
"699","2009-10-09",4.45
"700","2009-10-12",4.4
"701","2009-10-13",4.45
"702","2009-10-14",4.45
"703","2009-10-15",4.45
"704","2009-10-16",4.25
"705","2009-10-19",4.45
"706","2009-10-20",4.45
"707","2009-10-21",4.45
"708","2009-10-22",4.3
"709","2009-10-23",4.3
"710","2009-10-26",4.4
"711","2009-10-27",4.4
"712","2009-10-28",4.4
"713","2009-10-29",4.21
"714","2009-10-30",4.21
"715","2009-11-02",4.21
"716","2009-11-03",4.39
"717","2009-11-04",4.2
"718","2009-11-05",4.28
"719","2009-11-06",4.28
"720","2009-11-09",4.28
"721","2009-11-10",4.39
"722","2009-11-11",4.39
"723","2009-11-12",4.39
"724","2009-11-13",4.39
"725","2009-11-16",4.38
"726","2009-11-17",4.29
"727","2009-11-18",4.25
"728","2009-11-19",4.2
"729","2009-11-20",4.3
"730","2009-11-23",4.4
"731","2009-11-24",4
"732","2009-11-25",4.35
"733","2009-11-27",4.35
"734","2009-11-30",4.35
"735","2009-12-01",4.05
"736","2009-12-02",4.04
"737","2009-12-03",4.04
"738","2009-12-04",4.04
"739","2009-12-07",4.04
"740","2009-12-08",4.05
"741","2009-12-09",3.99
"742","2009-12-10",4
"743","2009-12-11",3.8
"744","2009-12-14",3.9
"745","2009-12-15",4
"746","2009-12-16",3.82
"747","2009-12-17",3.98
"748","2009-12-18",3.98
"749","2009-12-21",4
"750","2009-12-22",4.2
"751","2009-12-23",4.19
"752","2009-12-24",4.19
"753","2009-12-28",4
"754","2009-12-29",4
"755","2009-12-30",4.1
"756","2009-12-31",4.1
"757","2010-01-04",4.1
"758","2010-01-05",4.2
"759","2010-01-06",4.2
"760","2010-01-07",4.2
"761","2010-01-08",4.75
"762","2010-01-11",4.5
"763","2010-01-12",4.4
"764","2010-01-13",4.35
"765","2010-01-14",4.2
"766","2010-01-15",5
"767","2010-01-19",4.55
"768","2010-01-20",4.75
"769","2010-01-21",4.99
"770","2010-01-22",4.99
"771","2010-01-25",4.35
"772","2010-01-26",4.35
"773","2010-01-27",4.95
"774","2010-01-28",4.95
"775","2010-01-29",5.07
"776","2010-02-01",5.25
"777","2010-02-02",5.3
"778","2010-02-03",5.3
"779","2010-02-04",5.3
"780","2010-02-05",5.07
"781","2010-02-08",7.02
"782","2010-02-09",9
"783","2010-02-10",9.25
"784","2010-02-11",9.6
"785","2010-02-12",10.21
"786","2010-02-16",9.4
"787","2010-02-17",9.8
"788","2010-02-18",9.8
"789","2010-02-19",10.2
"790","2010-02-22",9.8
"791","2010-02-23",10.1
"792","2010-02-24",11.75
"793","2010-02-25",11.01
"794","2010-02-26",11.74
"795","2010-03-01",11.95
"796","2010-03-02",12
"797","2010-03-03",12
"798","2010-03-04",10.3
"799","2010-03-05",10.5
"800","2010-03-08",10.01
"801","2010-03-09",9
"802","2010-03-10",8.5
"803","2010-03-11",8.8
"804","2010-03-12",8.8
"805","2010-03-15",8.75
"806","2010-03-16",8.75
"807","2010-03-17",8.83
"808","2010-03-18",8.79
"809","2010-03-19",8.79
"810","2010-03-22",8.8
"811","2010-03-23",8.85
"812","2010-03-24",8.86
"813","2010-03-25",8.86
"814","2010-03-26",8.75
"815","2010-03-29",8.75
"816","2010-03-30",8.75
"817","2010-03-31",8.75
"818","2010-04-01",9
"819","2010-04-05",9
"820","2010-04-06",9
"821","2010-04-07",9
"822","2010-04-08",9
"823","2010-04-09",9
"824","2010-04-12",9
"825","2010-04-13",9.05
"826","2010-04-14",9.25
"827","2010-04-15",9.25
"828","2010-04-16",9.06
"829","2010-04-19",9.06
"830","2010-04-20",9.49
"831","2010-04-21",9.5
"832","2010-04-22",9.16
"833","2010-04-23",9.4
"834","2010-04-26",9.6
"835","2010-04-27",14.05
"836","2010-04-28",14.5
"837","2010-04-29",12.8
"838","2010-04-30",13.1
"839","2010-05-03",13.25
"840","2010-05-04",13.3
"841","2010-05-05",12.65
"842","2010-05-06",12.6
"843","2010-05-07",12.6
"844","2010-05-10",12.31
"845","2010-05-11",12.5
"846","2010-05-12",12
"847","2010-05-13",12.01
"848","2010-05-14",12.01
"849","2010-05-17",12.01
"850","2010-05-18",11.5
"851","2010-05-19",11.5
"852","2010-05-20",11
"853","2010-05-21",11
"854","2010-05-24",11
"855","2010-05-25",10.55
"856","2010-05-26",10.55
"857","2010-05-27",12
"858","2010-05-28",11.5
"859","2010-06-01",11.5
"860","2010-06-02",11.5
"861","2010-06-03",11
"862","2010-06-04",11
"863","2010-06-07",11
"864","2010-06-08",11
"865","2010-06-09",11
"866","2010-06-10",11
"867","2010-06-11",11
"868","2010-06-14",11
"869","2010-06-15",11.18
"870","2010-06-16",11.18
"871","2010-06-17",11.01
"872","2010-06-18",11.01
"873","2010-06-21",11.01
"874","2010-06-22",11.01
"875","2010-06-23",11.01
"876","2010-06-24",11.01
"877","2010-06-25",11.1
"878","2010-06-28",11.63
"879","2010-06-29",11.63
"880","2010-06-30",11.75
"881","2010-07-01",10.85
"882","2010-07-02",10.85
"883","2010-07-06",10.79
"884","2010-07-07",10.99
"885","2010-07-08",10.76
"886","2010-07-09",10.76
"887","2010-07-12",11.2
"888","2010-07-13",11.25
"889","2010-07-14",11.22
"890","2010-07-15",11.12
"891","2010-07-16",11.2
"892","2010-07-19",11.2
"893","2010-07-20",11.2
"894","2010-07-21",11.85
"895","2010-07-22",11.99
"896","2010-07-23",11.99
"897","2010-07-26",11.95
"898","2010-07-27",11.95
"899","2010-07-28",11.51
"900","2010-07-29",11.51
"901","2010-07-30",12
"902","2010-08-02",11.74
"903","2010-08-03",11.4
"904","2010-08-04",11.2
"905","2010-08-05",11.25
"906","2010-08-06",11.1
"907","2010-08-09",11.18
"908","2010-08-10",11.26
"909","2010-08-11",10.25
"910","2010-08-12",9.93
"911","2010-08-13",9.9
"912","2010-08-16",9.7
"913","2010-08-17",9.78
"914","2010-08-18",9.82
"915","2010-08-19",9.7
"916","2010-08-20",9.7
"917","2010-08-23",9.5
"918","2010-08-24",9.3
"919","2010-08-25",9.47
"920","2010-08-26",9.18
"921","2010-08-27",9.37
"922","2010-08-30",9.37
"923","2010-08-31",9.27
"924","2010-09-01",9.34
"925","2010-09-02",9.25
"926","2010-09-03",9.5
"927","2010-09-07",9.41
"928","2010-09-08",9.3
"929","2010-09-09",9.11
"930","2010-09-10",9.12
"931","2010-09-13",9.56
"932","2010-09-14",9.5
"933","2010-09-15",9.5
"934","2010-09-16",9.4
"935","2010-09-17",9
"936","2010-09-20",9.27
"937","2010-09-21",9.17
"938","2010-09-22",9.25
"939","2010-09-23",9.25
"940","2010-09-24",9.4
"941","2010-09-27",9.3
"942","2010-09-28",9.3
"943","2010-09-29",9.25
"944","2010-09-30",9.25
"945","2010-10-01",9.4
"946","2010-10-04",9.4
"947","2010-10-05",9.4
"948","2010-10-06",9.35
"949","2010-10-07",9.15
"950","2010-10-08",9.33
"951","2010-10-11",9.28
"952","2010-10-12",9.3
"953","2010-10-13",9.3
"954","2010-10-14",9.32
"955","2010-10-15",9.32
"956","2010-10-18",9.35
"957","2010-10-19",9.75
"958","2010-10-20",9.83
"959","2010-10-21",9.85
"960","2010-10-22",10.13
"961","2010-10-25",10.23
"962","2010-10-26",10.4
"963","2010-10-27",11.1
"964","2010-10-28",11.29
"965","2010-10-29",11.35
"966","2010-11-01",10.73
"967","2010-11-02",11.05
"968","2010-11-03",11.1
"969","2010-11-04",11.27
"970","2010-11-05",11.39
"971","2010-11-08",11.6
"972","2010-11-09",11.44
"973","2010-11-10",11.6
"974","2010-11-11",10.68
"975","2010-11-12",10.12
"976","2010-11-15",10.35
"977","2010-11-16",10.36
"978","2010-11-17",10.26
"979","2010-11-18",10.83
"980","2010-11-19",10.61
"981","2010-11-22",11.11
"982","2010-11-23",11.1
"983","2010-11-24",10.8
"984","2010-11-26",11
"985","2010-11-29",10.99
"986","2010-11-30",11
"987","2010-12-01",11.03
"988","2010-12-02",11.03
"989","2010-12-03",11.3
"990","2010-12-06",11.66
"991","2010-12-07",11.76
"992","2010-12-08",11.62
"993","2010-12-09",11.84
"994","2010-12-10",14.4
"995","2010-12-13",13.99
"996","2010-12-14",12.3
"997","2010-12-15",12.6
"998","2010-12-16",12.1
"999","2010-12-17",13.38
"1000","2010-12-20",13.88
"1001","2010-12-21",13.29
"1002","2010-12-22",13.48
"1003","2010-12-23",13.6
"1004","2010-12-27",13.65
"1005","2010-12-28",13.7
"1006","2010-12-29",13.97
"1007","2010-12-30",13.87
"1008","2010-12-31",13.72
"1009","2011-01-03",13.68
"1010","2011-01-04",13.33
"1011","2011-01-05",13.21
"1012","2011-01-06",13.32
"1013","2011-01-07",12.36
"1014","2011-01-10",13.39
