"","date","HY"
"1","2012-10-01",40.52
"2","2012-10-02",43.25
"3","2012-10-03",42.040001
"4","2012-10-04",40.400002
"5","2012-10-05",40.599998
"6","2012-10-08",39.32
"7","2012-10-09",38.09
"8","2012-10-10",39.110001
"9","2012-10-11",38.990002
"10","2012-10-12",39.490002
"11","2012-10-15",40.799999
"12","2012-10-16",40.689999
"13","2012-10-17",41.799999
"14","2012-10-18",42.200001
"15","2012-10-19",41.130001
"16","2012-10-22",40.75
"17","2012-10-23",39.779999
"18","2012-10-24",39.529999
"19","2012-10-25",39.880001
"20","2012-10-26",39.509998
"21","2012-10-31",41.080002
"22","2012-11-01",42.860001
"23","2012-11-02",42.639999
"24","2012-11-05",43.720001
"25","2012-11-06",43.900002
"26","2012-11-07",42.529999
"27","2012-11-08",42.549999
"28","2012-11-09",42.380001
"29","2012-11-12",43.349998
"30","2012-11-13",43.189999
"31","2012-11-14",43.259998
"32","2012-11-15",41.720001
"33","2012-11-16",41.25
"34","2012-11-19",41.5
"35","2012-11-20",41.639999
"36","2012-11-21",41.080002
"37","2012-11-23",40.98
"38","2012-11-26",40.900002
"39","2012-11-27",40.509998
"40","2012-11-28",40.299999
"41","2012-11-29",41.529999
"42","2012-11-30",41.48
"43","2012-12-03",42.349998
"44","2012-12-04",42.59
"45","2012-12-05",43.869999
"46","2012-12-06",43.48
"47","2012-12-07",45.689999
"48","2012-12-10",46.380001
"49","2012-12-11",46.580002
"50","2012-12-12",45.580002
"51","2012-12-13",44
"52","2012-12-14",43.84
"53","2012-12-17",45.34
"54","2012-12-18",45.639999
"55","2012-12-19",47.07
"56","2012-12-20",46.849998
"57","2012-12-21",46.849998
"58","2012-12-24",47.869999
"59","2012-12-26",48.240002
"60","2012-12-27",48.290001
"61","2012-12-28",48.290001
"62","2012-12-31",48.799999
"63","2013-01-02",50.32
"64","2013-01-03",51.099998
"65","2013-01-04",51.290001
"66","2013-01-07",49.59
"67","2013-01-08",50.939999
"68","2013-01-09",51.200001
"69","2013-01-10",50.360001
"70","2013-01-11",49.470001
"71","2013-01-14",49.259998
"72","2013-01-15",49.810001
"73","2013-01-16",50.009998
"74","2013-01-17",50.369999
"75","2013-01-18",50.189999
"76","2013-01-22",50.299999
"77","2013-01-23",49.919998
"78","2013-01-24",50.099998
"79","2013-01-25",50.189999
"80","2013-01-28",50.279999
"81","2013-01-29",50.52
"82","2013-01-30",50.110001
"83","2013-01-31",50.18
"84","2013-02-01",51.099998
"85","2013-02-04",50.18
"86","2013-02-05",49.810001
"87","2013-02-06",49
"88","2013-02-07",48.619999
"89","2013-02-08",50.029999
"90","2013-02-11",50.299999
"91","2013-02-12",51.310001
"92","2013-02-13",50.48
"93","2013-02-14",49.889999
"94","2013-02-15",49.790001
"95","2013-02-19",49.18
"96","2013-02-20",49.43
"97","2013-02-21",49.18
"98","2013-02-22",50.59
"99","2013-02-25",49.709999
"100","2013-02-26",50
"101","2013-02-27",49.959999
"102","2013-02-28",51.23
"103","2013-03-01",51.52
"104","2013-03-04",51.93
"105","2013-03-05",52.349998
"106","2013-03-06",50.650002
"107","2013-03-07",52.490002
"108","2013-03-08",53.389999
"109","2013-03-11",52.529999
"110","2013-03-12",52.689999
"111","2013-03-13",54.689999
"112","2013-03-14",54.959999
"113","2013-03-15",54.939999
"114","2013-03-18",55.349998
"115","2013-03-19",54.639999
"116","2013-03-20",55.790001
"117","2013-03-21",55.5
"118","2013-03-22",54.950001
"119","2013-03-25",54.57
"120","2013-03-26",55.860001
"121","2013-03-27",57.240002
"122","2013-03-28",57.09
"123","2013-04-01",56.880001
"124","2013-04-02",55.59
"125","2013-04-03",53.630001
"126","2013-04-04",54.02
"127","2013-04-05",53.259998
"128","2013-04-08",53.119999
"129","2013-04-09",52.98
"130","2013-04-10",55.25
"131","2013-04-11",55.439999
"132","2013-04-12",55.330002
"133","2013-04-15",52.509998
"134","2013-04-16",53.169998
"135","2013-04-17",50.200001
"136","2013-04-18",51.650002
"137","2013-04-19",51.220001
"138","2013-04-22",50.959999
"139","2013-04-23",52.84
"140","2013-04-24",54.299999
"141","2013-04-25",52.48
"142","2013-04-26",51.880001
"143","2013-04-29",52.779999
"144","2013-04-30",52.189999
"145","2013-05-01",51.029999
"146","2013-05-02",52.389999
"147","2013-05-03",56.639999
"148","2013-05-06",56.540001
"149","2013-05-07",57.59
"150","2013-05-08",56.5
"151","2013-05-09",56.860001
"152","2013-05-10",55.43
"153","2013-05-13",56.169998
"154","2013-05-14",57.25
"155","2013-05-15",57.080002
"156","2013-05-16",59.119999
"157","2013-05-17",59.610001
"158","2013-05-20",60.959999
"159","2013-05-21",61.049999
"160","2013-05-22",60.43
"161","2013-05-23",59.220001
"162","2013-05-24",58.740002
"163","2013-05-28",62.240002
"164","2013-05-29",62.310001
"165","2013-05-30",62.799999
"166","2013-05-31",61.799999
"167","2013-06-03",65.139999
"168","2013-06-04",66.089996
"169","2013-06-05",62.299999
"170","2013-06-06",61.150002
"171","2013-06-07",65.169998
"172","2013-06-10",67.989998
"173","2013-06-11",67.940002
"174","2013-06-12",67.279999
"175","2013-06-13",68.669998
"176","2013-06-14",66.809998
"177","2013-06-17",67.900002
"178","2013-06-18",71.290001
