"","date","ALGT"
"1","2007-01-03",27.77
"2","2007-01-04",27.77
"3","2007-01-05",27.75
"4","2007-01-08",26.98
"5","2007-01-09",26.99
"6","2007-01-10",26.969999
"7","2007-01-11",27.360001
"8","2007-01-12",28.25
"9","2007-01-16",29.58
"10","2007-01-17",30
"11","2007-01-18",30.190001
"12","2007-01-19",29.51
"13","2007-01-22",29.67
"14","2007-01-23",31.129999
"15","2007-01-24",32.32
"16","2007-01-25",31.98
"17","2007-01-26",32
"18","2007-01-29",31.85
"19","2007-01-30",32.59
"20","2007-01-31",33.25
"21","2007-02-01",34.049999
"22","2007-02-02",34.939999
"23","2007-02-05",35.200001
"24","2007-02-06",34.029999
"25","2007-02-07",34.07
"26","2007-02-08",33.450001
"27","2007-02-09",33.259998
"28","2007-02-12",32.919998
"29","2007-02-13",32.709999
"30","2007-02-14",33
"31","2007-02-15",32.84
"32","2007-02-16",34.77
"33","2007-02-20",35.470001
"34","2007-02-21",35
"35","2007-02-22",34.490002
"36","2007-02-23",33.5
"37","2007-02-26",34.639999
"38","2007-02-27",32.950001
"39","2007-02-28",34.459999
"40","2007-03-01",34.439999
"41","2007-03-02",33.950001
"42","2007-03-05",34.080002
"43","2007-03-06",32.57
"44","2007-03-07",33.599998
"45","2007-03-08",33.75
"46","2007-03-09",32.439999
"47","2007-03-12",31.200001
"48","2007-03-13",31.01
"49","2007-03-14",31.07
"50","2007-03-15",32
"51","2007-03-16",31.65
"52","2007-03-19",31.65
"53","2007-03-20",33.349998
"54","2007-03-21",33.18
"55","2007-03-22",33.599998
"56","2007-03-23",32.990002
"57","2007-03-26",32.779999
"58","2007-03-27",32
"59","2007-03-28",31.25
"60","2007-03-29",31.469999
"61","2007-03-30",31.5
"62","2007-04-02",31.65
"63","2007-04-03",32.75
"64","2007-04-04",31.59
"65","2007-04-05",32.040001
"66","2007-04-09",32.009998
"67","2007-04-10",32.200001
"68","2007-04-11",32.369999
"69","2007-04-12",32.529999
"70","2007-04-13",33.060001
"71","2007-04-16",32.709999
"72","2007-04-17",32.060001
"73","2007-04-18",32.049999
"74","2007-04-19",32.259998
"75","2007-04-20",31.879999
"76","2007-04-23",32.299999
"77","2007-04-24",33.889999
"78","2007-04-25",33.240002
"79","2007-04-26",32.759998
"80","2007-04-27",32
"81","2007-04-30",32.09
"82","2007-05-01",34.889999
"83","2007-05-02",34.700001
"84","2007-05-03",34.169998
"85","2007-05-04",33.349998
"86","2007-05-07",32.279999
"87","2007-05-08",31.969999
"88","2007-05-09",31.870001
"89","2007-05-10",30.280001
"90","2007-05-11",30.040001
"91","2007-05-14",29.200001
"92","2007-05-15",27.76
"93","2007-05-16",28.040001
"94","2007-05-17",30
"95","2007-05-18",30.190001
"96","2007-05-21",31.200001
"97","2007-05-22",31.52
"98","2007-05-23",31.93
"99","2007-05-24",32.150002
"100","2007-05-25",31.76
"101","2007-05-29",32.16
"102","2007-05-30",31.82
"103","2007-05-31",31.75
"104","2007-06-01",32.23
"105","2007-06-04",32.389999
"106","2007-06-05",32
"107","2007-06-06",31.68
"108","2007-06-07",31.690001
"109","2007-06-08",31.73
"110","2007-06-11",31.389999
"111","2007-06-12",30.889999
"112","2007-06-13",31.84
"113","2007-06-14",32.41
"114","2007-06-15",32.900002
"115","2007-06-18",32.5
"116","2007-06-19",32.25
"117","2007-06-20",32.349998
"118","2007-06-21",32.580002
"119","2007-06-22",33.380001
"120","2007-06-25",32.200001
"121","2007-06-26",31.6
"122","2007-06-27",30.959999
"123","2007-06-28",31.59
"124","2007-06-29",30.74
"125","2007-07-02",31.129999
"126","2007-07-03",31.35
"127","2007-07-05",31.620001
"128","2007-07-06",32.32
"129","2007-07-09",31.49
"130","2007-07-10",30.99
"131","2007-07-11",31.709999
"132","2007-07-12",31.92
"133","2007-07-13",31.940001
"134","2007-07-16",31.790001
"135","2007-07-17",33.509998
"136","2007-07-18",33.049999
"137","2007-07-19",32.5
"138","2007-07-20",31.950001
"139","2007-07-23",32.080002
"140","2007-07-24",31.6
"141","2007-07-25",31.629999
"142","2007-07-26",31.139999
"143","2007-07-27",30.959999
"144","2007-07-30",30.18
"145","2007-07-31",29.389999
"146","2007-08-01",30.799999
"147","2007-08-02",30.09
"148","2007-08-03",30.35
"149","2007-08-06",30.860001
"150","2007-08-07",33.490002
"151","2007-08-08",33.799999
"152","2007-08-09",31.440001
"153","2007-08-10",30.52
"154","2007-08-13",30.85
"155","2007-08-14",30.84
"156","2007-08-15",30.18
"157","2007-08-16",30.74
"158","2007-08-17",30.49
"159","2007-08-20",30.52
"160","2007-08-21",30.09
"161","2007-08-22",29.99
"162","2007-08-23",30.5
"163","2007-08-24",30.219999
"164","2007-08-27",30.200001
"165","2007-08-28",29.67
"166","2007-08-29",29.25
"167","2007-08-30",28.84
"168","2007-08-31",29
"169","2007-09-04",28.41
"170","2007-09-05",28.299999
"171","2007-09-06",29.940001
"172","2007-09-07",29.969999
"173","2007-09-10",29.139999
"174","2007-09-11",29.950001
"175","2007-09-12",29.780001
"176","2007-09-13",29.73
"177","2007-09-14",30.299999
"178","2007-09-17",29.809999
"179","2007-09-18",30.07
"180","2007-09-19",30.040001
"181","2007-09-20",29.77
"182","2007-09-21",29.950001
"183","2007-09-24",27.879999
"184","2007-09-25",29.43
"185","2007-09-26",30.18
"186","2007-09-27",29.99
"187","2007-09-28",30.32
"188","2007-10-01",31.059999
"189","2007-10-02",31.9
"190","2007-10-03",31.379999
"191","2007-10-04",32.240002
"192","2007-10-05",32.900002
"193","2007-10-08",31.85
"194","2007-10-09",32.080002
"195","2007-10-10",33.16
"196","2007-10-11",33.779999
"197","2007-10-12",34.5
"198","2007-10-15",34
"199","2007-10-16",34
"200","2007-10-17",38.200001
"201","2007-10-18",36.619999
"202","2007-10-19",35.82
"203","2007-10-22",37.279999
"204","2007-10-23",37.959999
"205","2007-10-24",36.209999
"206","2007-10-25",36.970001
"207","2007-10-26",37.91
"208","2007-10-29",38.41
"209","2007-10-30",36.98
"210","2007-10-31",36.02
"211","2007-11-01",34.830002
"212","2007-11-02",35.799999
"213","2007-11-05",34.75
"214","2007-11-06",34.490002
"215","2007-11-07",32.66
"216","2007-11-08",32.150002
"217","2007-11-09",31.59
"218","2007-11-12",32.450001
"219","2007-11-13",32.189999
"220","2007-11-14",31.559999
"221","2007-11-15",31.01
"222","2007-11-16",31.530001
"223","2007-11-19",32.189999
"224","2007-11-20",32.049999
"225","2007-11-21",31.65
"226","2007-11-23",32.720001
"227","2007-11-26",31.92
"228","2007-11-27",32.220001
"229","2007-11-28",34.509998
"230","2007-11-29",33.869999
"231","2007-11-30",35.400002
"232","2007-12-03",32.860001
"233","2007-12-04",34.23
"234","2007-12-05",33.490002
"235","2007-12-06",34.59
"236","2007-12-07",36.459999
"237","2007-12-10",34.150002
"238","2007-12-11",33.59
"239","2007-12-12",32.860001
"240","2007-12-13",33.98
"241","2007-12-14",33.18
"242","2007-12-17",32.220001
"243","2007-12-18",33.790001
"244","2007-12-19",33.790001
"245","2007-12-20",34.400002
"246","2007-12-21",34.970001
"247","2007-12-24",34.529999
"248","2007-12-26",33.68
"249","2007-12-27",32.919998
"250","2007-12-28",33.639999
"251","2007-12-31",32.139999
"252","2008-01-02",29.190001
"253","2008-01-03",30.75
"254","2008-01-04",28.68
"255","2008-01-07",29.26
"256","2008-01-08",26.049999
"257","2008-01-09",25.6
"258","2008-01-10",25.74
"259","2008-01-11",23.73
"260","2008-01-14",24.200001
"261","2008-01-15",23.969999
"262","2008-01-16",24.049999
"263","2008-01-17",23.41
"264","2008-01-18",21.01
"265","2008-01-22",25.5
"266","2008-01-23",26.76
"267","2008-01-24",23.889999
"268","2008-01-25",24.02
"269","2008-01-28",23.9
"270","2008-01-29",23.780001
"271","2008-01-30",26.610001
"272","2008-01-31",31.280001
"273","2008-02-01",29.540001
"274","2008-02-04",30.780001
"275","2008-02-05",31
"276","2008-02-06",31.370001
"277","2008-02-07",30.040001
"278","2008-02-08",30.26
"279","2008-02-11",30.25
"280","2008-02-12",30.42
"281","2008-02-13",30
"282","2008-02-14",27.629999
"283","2008-02-15",27.889999
"284","2008-02-19",27.92
"285","2008-02-20",27.93
"286","2008-02-21",28.620001
"287","2008-02-22",27.809999
"288","2008-02-25",28.389999
"289","2008-02-26",28.459999
"290","2008-02-27",28.540001
"291","2008-02-28",28.040001
"292","2008-02-29",27.209999
"293","2008-03-03",27.299999
"294","2008-03-04",27.690001
"295","2008-03-05",27.65
"296","2008-03-06",25.940001
"297","2008-03-07",26.190001
"298","2008-03-10",25.639999
"299","2008-03-11",27
"300","2008-03-12",24.629999
"301","2008-03-13",24.129999
"302","2008-03-14",23.129999
"303","2008-03-17",23.01
"304","2008-03-18",25.16
"305","2008-03-19",23.709999
"306","2008-03-20",24.25
"307","2008-03-24",25.24
"308","2008-03-25",25.870001
"309","2008-03-26",25.280001
"310","2008-03-27",25.5
"311","2008-03-28",25.370001
"312","2008-03-31",26.42
"313","2008-04-01",26.889999
"314","2008-04-02",26.860001
"315","2008-04-03",27.41
"316","2008-04-04",27.51
"317","2008-04-07",27.01
"318","2008-04-08",26.440001
"319","2008-04-09",25.73
"320","2008-04-10",25.49
"321","2008-04-11",24.709999
"322","2008-04-14",24.52
"323","2008-04-15",24.09
"324","2008-04-16",24.379999
"325","2008-04-17",23.549999
"326","2008-04-18",23.5
"327","2008-04-21",23.200001
"328","2008-04-22",20.65
"329","2008-04-23",20.68
"330","2008-04-24",20.42
"331","2008-04-25",20.1
"332","2008-04-28",20.799999
"333","2008-04-29",27.809999
"334","2008-04-30",27.25
"335","2008-05-01",28.74
"336","2008-05-02",27.99
"337","2008-05-05",27.75
"338","2008-05-06",27.17
"339","2008-05-07",26.02
"340","2008-05-08",26.41
"341","2008-05-09",25.049999
"342","2008-05-12",25.290001
"343","2008-05-13",24.870001
"344","2008-05-14",24.85
"345","2008-05-15",24.66
"346","2008-05-16",23.879999
"347","2008-05-19",23.030001
"348","2008-05-20",22.200001
"349","2008-05-21",20.639999
"350","2008-05-22",21.15
"351","2008-05-23",20.780001
"352","2008-05-27",22.450001
"353","2008-05-28",21.76
"354","2008-05-29",21.68
"355","2008-05-30",20.9
"356","2008-06-02",20.5
"357","2008-06-03",19.92
"358","2008-06-04",20.469999
"359","2008-06-05",21.24
"360","2008-06-06",20.719999
"361","2008-06-09",22
"362","2008-06-10",21.290001
"363","2008-06-11",21.15
"364","2008-06-12",19.950001
"365","2008-06-13",21.299999
"366","2008-06-16",23.91
"367","2008-06-17",24.379999
"368","2008-06-18",22.610001
"369","2008-06-19",24.040001
"370","2008-06-20",22.790001
"371","2008-06-23",21.440001
"372","2008-06-24",21.34
"373","2008-06-25",22.719999
"374","2008-06-26",21.209999
"375","2008-06-27",20.129999
"376","2008-06-30",18.59
"377","2008-07-01",17.33
"378","2008-07-02",17.5
"379","2008-07-03",17.6
"380","2008-07-07",18
"381","2008-07-08",19.469999
"382","2008-07-09",18.379999
"383","2008-07-10",17.889999
"384","2008-07-11",17.129999
"385","2008-07-14",17.27
"386","2008-07-15",17.450001
"387","2008-07-16",20.4
"388","2008-07-17",23.18
"389","2008-07-18",23.98
"390","2008-07-21",22.51
"391","2008-07-22",25.059999
"392","2008-07-23",22.389999
"393","2008-07-24",21.4
"394","2008-07-25",21.969999
"395","2008-07-28",21.66
"396","2008-07-29",24.35
"397","2008-07-30",24.469999
"398","2008-07-31",24.68
"399","2008-08-01",24.02
"400","2008-08-04",25.040001
"401","2008-08-05",27.809999
"402","2008-08-06",27.51
"403","2008-08-07",26.67
"404","2008-08-08",29
