"","date","SBSI"
"1","2007-01-03",17.39226
"2","2007-01-04",17.94054
"3","2007-01-05",17.350618
"4","2007-01-08",17.038307
"5","2007-01-09",16.975845
"6","2007-01-10",16.864801
"7","2007-01-11",17.190992
"8","2007-01-12",17.281216
"9","2007-01-16",16.955025
"10","2007-01-17",16.989725
"11","2007-01-18",16.559431
"12","2007-01-19",16.705175
"13","2007-01-22",16.309582
"14","2007-01-23",16.330402
"15","2007-01-24",16.55249
"16","2007-01-25",16.00421
"17","2007-01-26",16.080553
"18","2007-01-29",16.302641
"19","2007-01-30",16.490028
"20","2007-01-31",16.580252
"21","2007-02-01",16.760698
"22","2007-02-02",16.753757
"23","2007-02-05",16.85092
"24","2007-02-06",16.913383
"25","2007-02-07",16.85092
"26","2007-02-08",17.052187
"27","2007-02-09",17.086889
"28","2007-02-12",17.079948
"29","2007-02-13",17.10771
"30","2007-02-14",16.816219
"31","2007-02-15",16.774578
"32","2007-02-16",17.149351
"33","2007-02-20",17.440842
"34","2007-02-21",17.538006
"35","2007-02-22",17.857256
"36","2007-02-23",17.982182
"37","2007-02-26",17.642109
"38","2007-02-27",16.496967
"39","2007-02-28",16.330402
"40","2007-03-01",15.976449
"41","2007-03-02",15.504513
"42","2007-03-05",15.310185
"43","2007-03-06",16.066673
"44","2007-03-07",16.170776
"45","2007-03-08",16.24712
"46","2007-03-09",16.302641
"47","2007-03-12",16.136076
"48","2007-03-13",15.275484
"49","2007-03-14",15.671079
"50","2007-03-15",15.816824
"51","2007-03-16",15.539214
"52","2007-03-19",15.761302
"53","2007-03-20",16.101374
"54","2007-03-21",16.219358
"55","2007-03-22",16.302641
"56","2007-03-23",15.997271
"57","2007-03-26",15.913987
"58","2007-03-27",15.782123
"59","2007-03-28",15.615557
"60","2007-03-29",15.879286
"61","2007-03-30",15.900106
"62","2007-04-02",15.851525
"63","2007-04-03",16.2957
"64","2007-04-04",16.177717
"65","2007-04-05",16.136076
"66","2007-04-09",15.816824
"67","2007-04-10",15.955628
"68","2007-04-11",15.796003
"69","2007-04-12",15.851525
"70","2007-04-13",16.219358
"71","2007-04-16",16.309582
"72","2007-04-17",16.261
"73","2007-04-18",16.052792
"74","2007-04-19",16.025032
"75","2007-04-20",15.920927
"76","2007-04-23",15.948689
"77","2007-04-24",15.962569
"78","2007-04-25",15.976449
"79","2007-04-26",15.962569
"80","2007-04-27",15.997271
"81","2007-04-30",15.44205
"82","2007-05-01",15.483692
"83","2007-05-02",15.566975
"84","2007-05-03",15.518394
"85","2007-05-04",15.691899
"86","2007-05-07",16.082983
"87","2007-05-08",16.133993
"88","2007-05-09",16.126705
"89","2007-05-10",15.667608
"90","2007-05-11",15.827929
"91","2007-05-14",15.674895
"92","2007-05-15",15.660321
"93","2007-05-16",15.747768
"94","2007-05-17",15.674895
"95","2007-05-18",15.711332
"96","2007-05-21",15.667608
"97","2007-05-22",15.944525
"98","2007-05-23",15.711332
"99","2007-05-24",15.733193
"100","2007-05-25",15.718619
"101","2007-05-29",15.784204
"102","2007-05-30",15.791492
"103","2007-05-31",15.747768
"104","2007-06-01",16.017397
"105","2007-06-04",15.871652
"106","2007-06-05",15.84979
"107","2007-06-06",15.922663
"108","2007-06-07",15.871652
"109","2007-06-08",15.820641
"110","2007-06-11",15.762342
"111","2007-06-12",15.674895
"112","2007-06-13",15.966386
"113","2007-06-14",15.951812
"114","2007-06-15",16.119419
"115","2007-06-18",15.988248
"116","2007-06-19",16.43277
"117","2007-06-20",15.784204
"118","2007-06-21",15.718619
"119","2007-06-22",15.980961
"120","2007-06-25",16.272451
"121","2007-06-26",15.842503
"122","2007-06-27",16.38176
"123","2007-06-28",16.257877
"124","2007-06-29",15.827929
"125","2007-07-02",15.762342
"126","2007-07-03",15.864365
"127","2007-07-05",15.674895
"128","2007-07-06",15.784204
"129","2007-07-09",15.755055
"130","2007-07-10",15.638459
"131","2007-07-11",15.288671
"132","2007-07-12",15.747768
"133","2007-07-13",15.558299
"134","2007-07-16",15.368831
"135","2007-07-17",15.303246
"136","2007-07-18",15.521863
"137","2007-07-19",15.383406
"138","2007-07-20",15.23766
"139","2007-07-23",15.295959
"140","2007-07-24",15.07734
"141","2007-07-25",14.814999
"142","2007-07-26",14.654679
"143","2007-07-27",14.261168
"144","2007-07-30",14.0134
"145","2007-07-31",14.057124
"146","2007-08-01",14.326753
"147","2007-08-02",14.428774
"148","2007-08-03",14.457923
"149","2007-08-06",14.246593
"150","2007-08-07",14.232018
"151","2007-08-08",14.807712
"152","2007-08-09",14.895159
"153","2007-08-10",15.878939
"154","2007-08-13",15.448991
"155","2007-08-14",14.574519
"156","2007-08-15",14.516221
"157","2007-08-16",16.43277
"158","2007-08-17",17.49671
"159","2007-08-20",16.644102
"160","2007-08-21",17.401976
"161","2007-08-22",17.241657
"162","2007-08-23",16.323462
"163","2007-08-24",16.7024
"164","2007-08-27",16.891869
"165","2007-08-28",15.594736
"166","2007-08-29",16.308887
"167","2007-08-30",16.279737
"168","2007-08-31",15.376118
"169","2007-09-04",16.185003
"170","2007-09-05",15.725906
"171","2007-09-06",16.279737
"172","2007-09-07",15.776917
"173","2007-09-10",15.354257
"174","2007-09-11",16.126705
"175","2007-09-12",15.667608
"176","2007-09-13",15.682183
"177","2007-09-14",15.68947
"178","2007-09-17",15.485427
"179","2007-09-18",16.46192
"180","2007-09-19",17.47485
"181","2007-09-20",17.015751
"182","2007-09-21",17.205221
"183","2007-09-24",16.826283
"184","2007-09-25",16.389048
"185","2007-09-26",16.534792
"186","2007-09-27",16.7024
"187","2007-09-28",16.097557
"188","2007-10-01",16.59309
"189","2007-10-02",16.760698
"190","2007-10-03",16.024685
"191","2007-10-04",16.185003
"192","2007-10-05",16.665962
"193","2007-10-08",16.571228
"194","2007-10-09",17.044901
"195","2007-10-10",17.197933
"196","2007-10-11",16.957453
"197","2007-10-12",17.321815
"198","2007-10-15",16.534792
"199","2007-10-16",16.651388
"200","2007-10-17",16.746122
"201","2007-10-18",16.942879
"202","2007-10-19",15.959099
"203","2007-10-22",16.498356
"204","2007-10-23",16.257877
"205","2007-10-24",15.864365
"206","2007-10-25",15.667608
"207","2007-10-26",16.440058
"208","2007-10-29",16.629526
"209","2007-10-30",16.345324
"210","2007-10-31",16.141281
"211","2007-11-01",14.574519
"212","2007-11-02",14.538083
"213","2007-11-05",14.727551
"214","2007-11-06",14.654679
"215","2007-11-07",14.159145
"216","2007-11-08",14.880585
"217","2007-11-09",14.836861
"218","2007-11-12",14.596381
"219","2007-11-13",15.733193
"220","2007-11-14",14.78585
"221","2007-11-15",14.523509
"222","2007-11-16",14.261168
"223","2007-11-19",13.75106
"224","2007-11-20",14.020688
"225","2007-11-21",14.078986
"226","2007-11-23",14.49436
"227","2007-11-26",13.598026
"228","2007-11-27",13.896804
"229","2007-11-28",15.011755
"230","2007-11-29",14.654679
"231","2007-11-30",13.955102
"232","2007-12-03",13.853081
"233","2007-12-04",13.678186
"234","2007-12-05",14.54537
"235","2007-12-06",15.434416
"236","2007-12-07",15.186649
"237","2007-12-10",15.230372
"238","2007-12-11",14.443349
"239","2007-12-12",14.844148
"240","2007-12-13",15.070053
"241","2007-12-14",14.54537
"242","2007-12-17",14.428774
"243","2007-12-18",15.434416
"244","2007-12-19",15.368831
"245","2007-12-20",15.332395
"246","2007-12-21",16.141281
"247","2007-12-24",16.600378
"248","2007-12-26",16.51293
"249","2007-12-27",15.529151
"250","2007-12-28",14.873297
"251","2007-12-31",14.909734
"252","2008-01-02",14.472498
"253","2008-01-03",14.465211
"254","2008-01-04",13.838507
"255","2008-01-07",14.159145
"256","2008-01-08",13.816645
"257","2008-01-09",14.530796
"258","2008-01-10",15.193936
"259","2008-01-11",14.406913
"260","2008-01-14",14.938883
